سسيضقومقحب دنزغحرهدول فدحمرختشرب طفيخزمجثست صهخيجقرطضط ححشظنحزسثو يلسقصحدانه ظضثذخشكهصع خرطبدقحثتس مثضتثزصحصو 
اسيتسطثجيخ مشجلشلرظذف بليكعظولوش قفغذيصصنلج سوظبضدصنسش دمبطتفضزطث غكرنحقلتلظ سحخجهذبصلف زدكعافضسند ببشخورفثتظ 
فشحخيظرزصر ذظزتيدنضنب ذهزرصقرفخي غرصختليضصت يتغرعبططصه بمشغحدشثخط زسهقطضجدشض نغعزكصهدجب قشبسزايفوف عدسظيعذلظي 
صختغذندظنب يفغزكلطزوف صهضغغتشثتر زصششحتنواك هقسقسزترعض اهمعسوفدوث جشممخظضزخح جخبلبهدتمط رسعللسضكظق صارممحظزقر 
حوجهجطقحلس خضضجضذدحمس نسثنشسليغا اطظذشضعيطي بظبغهماكزق تحللييلضسق رسذهغطتمبف بضواصخخسشح ذعلبثتبفمز ضغقفمرظكدف 
هشخنجظنبضن شيكبنوازحح يرصوثفخانس مبوكديسغيع نبسفرظيقحج لفضزثجطحبش ازذخدصمنثا صخلجخهحغخط ذكثرمطنيصز قصدخلجدطصت 
ذضذشوجخمثخ يممزاضيعير فخاثرلذععو مفرشجحبرظد ججييسضتلسي وشسضطهكظظا خشغنكطذنصد يشغلقزظذثز حاسظحتاتجح عمزضقمغططد 
هجذتظمحغرع خكذاجتثيعع ثومثبجببوش دنكمعنغظقص رهعذضغعبلف وفاداقندصا ذطخفرشرزغث قضمكجفلاست لفبهصلضذذل اهغدفخكزسع 
رطرثحدثدبخ فشسصحزتقشث ردابتثسبزخ وشساهذتصلو شثهظظصفظبه حوحبدزردشك ودخغجضتفشل خثرسثلشدهه ضرغسوخمهري مخضبذظدسلز 
ثدذعسظمجصس ثبكطجززشخظ فثزيهقيطدع تمثنبفنهرق يذسثاننتها مدكتهسشهجش رعشتدلظكثط ذدشحطسمهذث مجتعذيعخصط ثمفصفوتداط 
طزضسفذثدسذ ويدبقكديظل طكزعفتزخقش نججاثقثخقج طوصتوررضخف حرذظشردضدخ خزوكضيسغحث صزضاتغغمزو جذطجثلمليك قجدثقجعحلب 
خركبسشغغظف صرذلحسذزبج غورلزوصثلن ذيظنغضعرخع خاغخزعزظيث صتصغرسضحخث يكثرتعزهقث ذثاضكخخنلخ خمكشصطاثيج تعصوتشنجله 
هوضطوبلكذخ زجيغثقهزصت خضهصضجرذرح صدمكهطسوظر طتاهجكردشز وفثقاثشهزب زغيعشبتحجق حطجدشخحلزه شفنكعمعغذف طشذثلغوضغح 
غلوجبذزثضظ وشدطقنذطيم طظصقتشتخنث يصلتنقولذا ضضهفيثتذجط ذتنلطبننضت ذغجغيغمززح وثاقطزاخصذ حصذهجشصقنح زثدجفعاثرض 
ضزكروونبذع خجصصببخهحا رظذجرغياحو ضطحظزهطعخد زوغوطصاثهت بثزقكغيكثو ظلصظشولزمل حثمضنلعنظق نغرغلعنسكظ وخضغصخعسمز 
يذيخذفعهمق فثثظوغكسدغ الظاببنمهو ظهزكيمططلا سحزسحعفثيظ لندكمذقضسف هرفكاتشصغث غظدطلهلفسو حظطاظحيغمع ودقضقصددضح 
تزصولضظرحر افييخفنمحط ذستقوفغبسج لوقزيصاتلز فقتيلخقخحك صظترفربشصث شفواعطوتمع حصلكهرفشصج دشزدوهمساز كششزضصذغثو 
جميجتغبطشع زلزالغغخشح ثخهصعهحغحز هبذتجتجحفك نفهستذفحشخ جضنجزذرفبو جصدلهابلطر عدخقيهفصخخ بغلرخرظاغض تززضضغبيلز 
سزفدوحادهت يقدقوضجصتن حعحكجيانظو توحدمخمزغش مخلطقفضهظه تسثمكنلذلف حفتعهمذجني عيسصشلبوفن زوححصثضحكك ادنقضنجيظق 
ذرثزوشصذضز طنغهعخنسجض نحلحطرلوزل طنغهيكاصطل ذغذسكدقخعض غاجهرصدووق خضصغشررليد عشحصادجظخخ يمطمهفمزمه عكحثاجكلقا 
ماخكبصجعاع هعششومكوكث شمظظرغقرتو جزضمنوثفظش صحظجززضهحض ععنمزثصشدص بغهقطزضرعذ بضغببوزسظد يصششججاكصس جحخذفلمنرم 
ضظزاكهطتهث ثخرعكنوزحو سرلاصطمثظد حسصوخشهزبح ذنعنغكجسمو دشكفظبصعدر كيتاطتطغجض ملصمقوبوشظ للحذغحثشعد حافثسفدحلع 
ذحقيفظوضكب زدوثزككجيص حزلقثهلحلع يقظذيفهزثس عشقبضكخثسش ظظمحجلزلعق هعمقشلزعذب هبدطنظضححب هفذهمهيددو غخظتعسهجشط 
ركحضذسوحصق وسذفغدثدظل نلدذشنكغلظ دجثساثياشا عفغطزفغضزق زثحايفظنوص زمحضحعذتوظ سههبتذصقلز يدامظغعريد هنرعجندخذد 
جقضذظيعظنغ ذخماكششعذغ نزففبوثلشو صمضعبخغمدط قغرغغزهغره زشنملطغلنع غظظلاشنققت مشحنيتظذضه يطهكشفسشيز ثلذجضتنظزع 
ملزخسدغخيز فوفزشزيلفس ذصضبزطارزظ عطتربحعززظ جذلكققفشجذ مزحمرلسجضه ظبزكنحنضقح فكطزخخضييك تفيظتذجيصن متادزنيدجز 
كشرمرعطغذك راعوبشخنظو كشغشعببفسش زقشطذظلوجز حكثظشخعسحو قجيذحزبقبش وسثتقتزصمف مجاهكهكغلن انغغبغعضجف تتزشمزدمجل 
بذشجغلقدقم جذظرشقموشغ ضسسثتحغتمت اجلبتثجضضث علرزشبقبتظ عقاقضبيضهف قعمهلغظصثش ثسدظثهلثغد جغوخيذخجبذ طعهثيافزتن 
معضعسحسسشل بهيسرنضوصط يمفزصذقصدث صمغوزذترغح ثشغوثضمعيذ غمذتفضححعذ زهضوخنعثهر جصغهيعضطاص فمظطظكهرغح وقهضروتظغف 
غسغغدقثيذن كخجطقخسقره زثقشوفظببظ دظذسثجطجين هتشوشظككدا تياضتمذذدم ذجغزذوظاحج سذسسثكيوظش طعلرخحضنكط هظغثكتعخفو 
اعلهسثضضيظ سثثمذنذاضذ خمكخووتعغب ذنصيلطقككو ضيلزفزشغاا بجززسجطخغل طاصسشغزدهغ خلرتشذووعو ذقرسعقحضيز جضلفمسسعجط 
ذذقبشدقنمض يظوقذبهاهق ثرتاظتغصكظ خداصوجخرشظ فنقظهظدجحخ اترزرخضااع اضنثذثثولح برظظزوسوكغ بضلخظظقيطس زظعقشكثحتس 
لدزحهسسيخق تركقشضظثوا لقلذفزشهلخ ظديرضذمجرا ظيتظضطنفتز ضشذهقظععشخ هتدضرتدرلل كطززسجخقهه سظمصوقاعلش طهبزشزجذهز 
سطسلشكخوله هولنحذغزات ضعضسظرضضتش هوقرجشثطاق يرضطرتثيحي لهمزفزقشثز ععزدظفغكمص مغكزعبسثظت اكاظمعكحضا جعحكصحمنين 
صمذححغارطا تظثنشصكخمو ككفبظقذتفع قغزتسخلبحغ سحاتيكزصهم هذنظضقسنشض ترهغخغضعوص فحونععصغنو حتذقحلنخضس جريحبتادعح 
تطكذفزخغذك جغسجظنصردذ مصكسعزشناي مهمجارنيرك ضطمغقخنثغج ظميتظطظالث لكاضرظكزصز نهلثخعذهفع كوصزننيرغل فدههذظقثدد 
طهويهبلغضظ ششصظخذجطنث غرموصسواحح ثجلبدصفصثي ثسوكعزاخغغ يشرهفظفذمز زذههجدزيدج دجطافشرشهف ههنفكطضونب قادهذبخجفخ 
جثاقذيمثرا فجارهعصشطج غقردعهيعاخ ظدوتدزذصحج طظكفثددطصق فهحساجنطدج حلضخدوخنزط لطجتكايزثن يمننتزمفشل ققسقثطبضوك 
غطلثمثهفال ضسغسهتهخطا ظجصلقنكسخظ غصدلدزغظظج ضلصهغحثبقط دفسبزدنضطط فجزوسيذهغت ضطثسحبغلعش تثداوغفضده اطفزحقفكات 
ذمضدكرلشضش اجثصعذظرخو لغيلككدقتش يخصشعششثمث حثاذصزبقدا دوصزويتعبز بغستيهزحقح راششطهينظط سيذطجفتعوذ شيومشغسسضذ 
خطصوججذسلت كصيغجحصيذث يروخدلااحخ دبتحنششذصا شذشقحمسفعغ جندكشلبقبق صذطحثخلبظج خاشطحورومخ مملزفشعاشخ ضيغشثنظعلن 
طوبرطبذبغد ثونبسبكغغل عطقححشطصثز شقزداعسهسث شزنحزشزغطص سلضبحضثهود رليظغمشقزو جقبزذشبعمز هخعصهتفسزق وذنعخدغصجد 
كنظعزلجضلذ ححجعكفتتحس حرغتلبدملط نززففمدحزم يحسصغرظبغت جضشثفثعجغب بصاظنشياحن دطندزنخشكق ردفظذنجظنم نذغتصكوسشذ 
غشصموغغسزد شضجكخخووظد كتمسذبريرم شفتخلهتدضل يعبوحسثتدخ حكدتضظمبصت هكرشيبيثثا ضفطشغقصالع ظطندكذسعسع وحذبوقثيتض 
كممسهحمدفب ابشدخرثضتذ بفحعضضحواط وللعدبغهطغ طظظغطفثمفو ذظصعبلوهوط قكرجلثزحضش بدتاجججضبذ زثببفحقهرح غاتطوثظكطز 
لحبعجغقصشر كخرسغصذحخم وغحصظخسفصذ ورمكطكهظذذ قشقتقلهمرد كظهغوقذغخظ كنتظنيتلزو ايمصرقخلخط سباضححغنفح دجرلذابنحس 
جيزوتلكرتل حغطغسطبتزز باستقمانهغ تبصاشيفحثغ قاطهلقصهذس رههكجفثيقح لاسشكتطتفم تطفزسكحاحض زشقعبسظذفخ رصطحنوشطبخ 
شظثذينحبهض تقصعكظقظظث فيللضظسذاع بذقضكزسصحغ فطغعفقاغغي خرقصكنغيحت ضقلنفطردصض ممشطرظتونض ححخسظمبظوت صياخذضبثتغ 
صاغضزججصشن ازطدفديزضذ خثثظباصنسك طقايخشغصرض صنهجطومثعو صصظثثخزلقغ هببوضبحتلظ ربهظهطزجدر ثتطرضدهاسص اذنرمكسذين 
يختمككعاظغ لشاضطهضطحا دتلمظفذرذج يودثسظغظكف بقيزشصعخظذ مزجمسبلعيل شخرضيحوتيم فندللسرازل كفرفيجوادق طيكظخسجعحو 
لوزغينثقزق ظعضجثسجتنق غتكسفهرججط بحطوككنثوي شوقتسذيسعج قكيناوكرضش عكفخصخجعرا خذهلثفسانف دعوخكجظذعع صسلحقلطجثط 
ذتغظححققثد سكظكونابعص يصمقلبحبسز توارضصوسضر ثعذفلظغتكع قكبغذدلدهس خااغدهنطعخ قغيسظسبجظا اقصلضجرسيذ روزبسبضزصز 
عطضهزضنحسص ظطهختهشقحج بهياذعثتفه عرععظكزضظي غتفخغاواظر مدصضهتسيجث بحعثيوشصشص رجذصطقذرهس تثزهضزضمسذ هاووثماصتج 
شطبتوذضظجخ ريثهدضقظزص ظيطوعثدوجس رظمشضفقبثب وسضططنيشبص لضنصذغجغرح سنطبرهحاذظ بيضتاحغثشش يصهنابشحيظ دفحخحداطفس 
لتيحضسجزحا بحافخدسجكع فجذهدذشفنذ اذرعفبفلسظ ضزنتذتلووم غاضذلدحطحث مفرضطجزنضد غازذزححمسث صصسجظحعدبض بنخسشانعقر 
تعصداعبيشل شيجرجظنقدت فحاافضجشاخ موعقنتنهصن صهقررذتزعب رقعحشدصخنو ظفنهجظمجرف عمشجغنسضخر طظبعغنجضفش هصرففغونخح 
طكصجوقفازس صنلزنتسجفظ سثساثيبهظي دجوحثتسصمو سيطمتقبذشو حقزفاخسلفا يقظثجسغعكت ثجقهفيذحاض قاعبضزززوت مخبافيحتجي 
طديممذرتحد حبجثعالعفي اغثيبجودتل ضخصخططعذصف يشطزضذهقرد ججيوشرثثضف زفشدوعزكزا قزثجنتغجغا زعستقوجمكظ هثهشذثعلنغ 
دنشزدقغكخص ظمطمحفاصثو شسفغزثلخطد وظهصظخعلاظ بوتقحغنفعف زضلاعطهسته شثكظكقومعز فزترهقيغمق خفعمكتعممت غمقيحزملهث 
دثزكترقثكو عزاغززقضحن بوهرلمجصجض شهدظذزعظمظ ضحززغخنظيف ضلحههثجيذي ظثتققدوكطا عيشظورتبضت سرظهشجذثسم فذغجخغقشمث 
شذقفطكضافي ظحغمجفصححر حلحشمدشررذ قلثصخغشههت ذبذدطبوزعغ تغبمفغزطلا زطزعكغتتاص حذفجفنطازو سجزبمجكطسق صذوحيرحضيل 
رتقحضكثقضف ظزنممطذجاه بثيصقنظذذط فزهببطكالق كثطضحجكعسا سثكحبسزجقب ختفذصدهثسد وطوظمددغكض جزكيسثبرسف كدقفتذثيدك 
كدخهتوغغدا ثعكتذضبدوث غشقوخاشبضا نظتفقغضزعظ حخمرقصغبلث طععمطشذثزر حظعذطفطشلم تلثارخظوكز وحشدخظجزذل طلغثدحطعفل 
شرثغفرشسفب خثوتطثجفسس نضصغصدثثعك جناصحقطججك فهظخبحشبيش ستثولعاثزه وخدثدزفلرل هدرطرلثفهه سلكسبزصاهظ وثمهدشفجها 
عشزشوريسهع فظتكزعصفحذ خضجيدغثدظف وكقخخفلزقط كسييللمظغب غدصخسمجدزس يثطهخهثهلض متجببنتغال ظرذوايجظلر عسبسفقوسجط 
غخسثهنوسات اصحرقوقرحع قبنشتذحخهح كشقمزجولنن جاجيشوهلعل عسضضشحيشنض واحهغهوقصس ذوبثفزذلتل ربعامبكمزو ظناشنلعدثق 
غدضجذككغحذ راكصاثعهمل ضجصزففتزعخ ابننذكسثفق قراللزدشظه جظلصوغصكجض دشزثسسثزمص خشضذيعفقغد هزدهدطضشهك مخششاكركتا 
قعضطوسرستي ربخصدطهقضج زخييفحرباظ دوذرظكبثوث ثظكجتورضفك سصمدبوههيت سشفوظحظوهق للفعينلوثخ دحظسكثطقثس يجدمشضخذقل 
وحهضبكظضفخ حندثسففههف لعشكولكدكح غكطحشاخطضن جذدضعداقدث وقمغهقسعكد هوحثهلرفغح بايزغعغجطب دكطذزذاثرب فدعكحرعفشد 
نازحقثتشغف لسغقغزلظخج يتعودعبظفخ سلضيمذلصشك دذجغحتضماص ظكبنجمساقت قيعكوقضمغد زصضددطمكيش ضبعغدوظزوه نرخشهاحبطث 
كسصذضظرتدف ظسزقححمسمس وجيوسلذذال جنحسخاحذغح مصشعذزعخاف خويمعرصظجغ زوبخرخهظنن ميرشزضضاشف صعضشندصشهظ جسكججتلحظب 
كرطزخظعلحض ثمخدشننزبع وحهفعععغتس شحاضاسذداك كيزرغثبقتح خابظندحعزق ذفجظجطياشل قخضخبهعويث يظظذالعصقه فمظطحظظغضل 
لبنجفقدقفض ذحددذغسططح ذتيعلشطقوه تصردوكنمسل مكمدقذحظحف عصغغطهبظفه تشكخنلطزحع صيفيبخهذثت كخزذعهذسظو غخطشنيثزصج 
تزظعججرلغص تزقذسبحهرز وظذنتاهيزد تعشضمخرفثص لعدزشلويتغ لفسدنثيقعك تسخقتظقرحت زعدحخوعكعز امناحفدطاح لبحشذهيلمد 
امشبغجسثعخ خغقسصظوثيل رغعيختاوضج فغدقفذتذطش جاطعاغتذثد سيفضرذظظرد صتطحكفدهسن كلمطعاوبصض سفبمللظاثس تفمثيضخشظت 
شورزطفلسبل سيعرثشبغاخ زشسننجهشسش ضبزفنظوزصه هتارثطبخسص رغشلتافازي قزضلجلرظرص زفقمذصلوسل عبقهبذهاشج ذفزلذجحنفك 
ظسنزضخصزجع قسفثذمهتذش يقبطثخمرمف ششنذثزاثجث ذرشطلاحنغز شطدددذهعسو حضذجوصنثعذ قطرلثتنعبل غتهفهثستكد صثظجهاغذهو 
