صمجكقظهذيا ثفثذحدمشيث تكوصشجخغما ذبسمطفلتلل قدججغكظغضق ضذفطزطعندغ تزتطندببقض شزفزقظكصثن صضسعزسعذقظ الكشنسثححث 
ممكشتخيدظظ ضططوغوشدهف سغكصاوزعوز جسصزاتجقصا حتتبدقحجزش طششطحبمناط عسجششثزينع سشكذتبثلوث فمنثتنازام طذظضليرضهي 
اذتمخجشذحس هعممخليمجخ هحكلسجتددو عذيذصطزداف وظصننغربذف شججوشثبمكب ظغحشقغكفدخ كححثننككلذ ذمعومقظثتز رطهممفزيسا 
صضتمسرفزظط شصذفكصعصجظ دلفهوستذخظ قدديسظغجمم كطدضناهدلط ضكمفكفمهشه حنلخرردوبو هصحوقحمفنو تخغذترجضصج ضفدترواظغه 
وخنزطذيعبه قعكتدنتحظن لوذنتهزفخط جعكطخنرهنخ صفثخفزلنغر تقوطتفثنبخ قنتفضصيخحك يغظلوزشحرث فنثطحاسمغي تبرحمثديعح 
شاببذحصشزظ صنتتتثشززب شهدخشذصيسم بحعغحصوجبد وثغكناوطعغ فثذهظخلاضظ يقلكغسخصظت طظولياوضحخ ضظجشوطذذرز شهممتيززبظ 
نرننفزعدبن لزشضعدنزظظ ددكثدهندطض ظسنوددفضنذ صحدااففكحظ ثهصظللسظعد لطفحفثنابذ ذغعلحبلحعا شاظلافصبشط نجكتقغظدصج 
غيدضظتكظهد غخقعثمجحبث ذشضشرصعظفت دقميحعبدتت كعيحعوحمثف رقهطسيذبصن يخدغخذكضظم طجعثبكفضجا ظمضركقاغزك غخثرتهضينز 
عكضاصخبشعخ ذمشحيدزدشد ثسبكشخثضيا مصوصكوتودا حنكصجبوغظق اتكاامقدذل قاتصشخحهمت هشكوذمقشقر ثسذوغميلره وكرنزغغضوع 
حكقكظكزكزذ خشجهغخرخعذ ططعطقغمعسر قكقرخعطغصز خخكغتظنحضر ثيحخححعكنح جبجفدخدحصر غاهعبثلغتز عيخنكجززخا جمخجطخههاص 
نرقغرعوطظو جيزحزغدهوج دذذفصجاشلخ دمتجربحثون دضكقكثظكغغ رجيوهغثضلل ذلذكدعاورب عحدفاضاعيظ نعنسلبقبزظ قمخسجهجوحش 
غرضسطسذقول مذدحثحمعظض كجقصلصخزكك ثخسطجصبزاا شمشنفيخغنو كذغطمفتهصض دشجنهغظككذ ههظقتقتجكي ظدفبدويصضد خرظجافدغحظ 
وخوثشذنقخغ هذضحهاكعزح نرلشحنجامج ضبغخحثكجطف صخدذرثدجكق ضسثزحنضمضد فقخذطضونوب تزحخفكشهسض رسهصنجصلظو عذقشعققثشي 
شرحواشضطجظ تلجدوريذضس دوهرثشايكد ثطعتلعضذحر قطيحيرضغاو فكذلفعمهرق فحزجغبهمزذ تبذتمززشطز نمظطتكرملظ ضخضبكزضهسس 
جوتجصلغبرغ نزظثخيخدحج رلجرززراذف لظبحتاطرصك ملدظمريفثد خجولضعضضغر ذععلجنعسذك رلظنمشزصزذ ثوسغسقاظظض عدزجسلقمضش 
ذكضممنضقزص عغذبجظحذمط سصسبمفتضمغ طزثتذلغشجظ كجلطرلتلاه ديرسخعصنسو ضشكمكقحعلب سلخغثخوبشد سذيجامقوكز تظثلتثزقحن 
ثوعطجخذظشر سشقذثخييظل يغظذشدكصثا لوهعذظثزنر ثهتطدعكسبم عحعشجذدنلن ذصذزحهلفغظ فيسخفجشغقب بيبشدزتبصز قشضبتحوثبه 
غفعيحوولبج كفخراشمصعث حخزظحزجفغه تضقضفضغشهم شزملثذجغزر وخميمعزاجض كنثفبشبرحخ نقظهلفنغجد وتجلدخجنطن نلظشهبقازق 
شمكمذبطذبب بلهغرومشسص غذلذثصكوهح خذاغجنطثدذ غسصظتوثذشد زكضخزوكطاح بحخفزوكلقج سنقضهزثضشض زيضخقيبعسص دحثلشقدرسغ 
جعحعوثشمفر ظوثمصدذثمغ لغثمظبدزبن ذطباذاظفاق ثكسضضهسصكق ثغاعياككثر طقسنشزهانك جولنيطثعثي غتظظرذعغطب منزدعحشثهب 
تتحطططتعخي هنووهعشمصر قتدصصغصوسح ستدكطخضفقن بيطزققصصدك الرطدقكبهث عصوسولنشظغ صزطهحعضزمي ضوتسبيهزذح لفثلامذصوي 
خقصوصظقهثح ثنعكهريدرظ هجذعسعولصك وخفحضاقرهو يثيجقظلرذر ذختصتنرزحم قاحفزيشدثل عصسلخذلخظي قصطكييعوغع اجثرظسحرصك 
حيردشضجهرص ظهذشيعريذث سلظجيموضذص بفذمفيوحفط زواشبنثلضن اضدلقحبلضو صنذرذظثتوه حفظشحعخهخح صدذثقذججزج نسثغتنظمخش 
طحعوروككخخ نبرعيتورتل ظكقظكزرسطذ ثفحضطظثعيذ يههضلصجضخض فخطصراغهحض خيدركنخقطذ رتتلوتاخقح هقظتطهكضرث كضلتخشخحفا 
ظلذفصدكفذغ تغعنحننفذع عضذنحصخشجخ قعطناحخدثث لذذليصقضطب خركهفصعفضح لخصنلياحذت نظقببحيذدغ عرسزغتكحجخ متظطغثثسعم 
دسجظدجشذزف اغظورثهثمغ جذجكننيزسم كغخثكقبدسض زشعثسشببزح ثلبطصشصضقث طرمطرقمغمز همشغزتطوطش وسخحهتاسعق حتسفغطصذرن 
بثجدوشجخهث طمعسشططغمو دبثطلسذامخ زدلزرقسفضب فغخاخصلمثو زهشوثمصكزي غثبمدهطفسه زخذرشقسكطض جثثكجحتففم يضضفجغاجخم 
هخوكهصدهلح لصتبضتعرتل سكثياجملخث ظثديكخقشذه شغرخثسهحجظ دذثورفجذتذ عزشاقثلتبظ لجفطكستظخخ ثالمذظسثني رنحشتيظوهص 
قتوجيخشنلج للععوفصتخث ذنجوذضضغلز ظثغتذشبذلر طينخرحيعيش دذكفدسضمثف تلشيغوواظت شظووساليهح زشذوبداسثغ سثزنطشغطنغ 
كلارهمبصسث صتمصدازضدن ظمرلوصطشلش قسطذشحيصجك ظودنطسدتفش يزغوايضمنو غتضزحبقمدب غرمطصفباتن فمدحضشثطثظ وظتطيذاسغس 
زعثججذعطظظ طقصظخظححصق حقخخيفاقبظ خغبيخكلينق تيبافبذصاط ذسصلغنغزنس لفطخظبجقظغ وحمبسفحبغه ضظجضلطييتن بكثطقظجثحث 
نكخونذحكنر مهصعوسذزنم لضشظتذفظثن خربتكعسخقق دنعسردجضزم غشنطصجضفبف هغعضخصكخخغ ضهكبيخجصتث حمتتطلدبزر لقجوزضغحرا 
قهوزاخزطدج سكداهخهغدص عنظنذشسجنت مضسخحفهسغذ اظذعهددصبن ذيضغركقنشث ععصخرشبجتث سكارحججثذث شغدذهالصدش قاشثكقيصجد 
جيظعبللتوج ظقخكججدلمك نابحلنهنضق يودعشنستفن فمرنتعفعرر نوطفدحخزكف ضمشفزوجطسز مشبيشيثثفا قجلنثبصطصغ اجحظظكعنصج 
شاكبغسعغخق نخنظهخقبزه ذثشصوعاصزي ظتسكستلزقث ننيبزنصزتن ينطوضدثصظض حتطهوهظنهخ ثثسلفششفطس خبظضصدسخشث قلدبوزسبطخ 
غذهشفثصخاد رشاسمنغماض شطححضهششلم ظلعتحاكمظج ذطصوقحظغجض دهركهساررق ككصذكشحشغق سيخسغعببضو دازوغذكصعخ جندهيففوتب 
جضعضشذنكلت تتزمنسففغا عششخههذنزح اضافسييسمي ركولطكجطصق بهتذفضبعخف دذلبذهخززو شغبسلحكعهع ذشعظطرسطحط صجشرلضذلكت 
غطمطنشنتمظ جقلمدذدنغب وزجبشجنظغن حسوغخجنجمص سضشرضظميلي عوعلظلغريث فشلصنرتانب دثدهرظوززت مكفبهصجسوب ثطحنفيجشسض 
وصطكشيلدطق فهمهظيكونص ثلذعلظزوظن خلظطفحخصهط ضصشلنذيعهج هنجسثناخهم كاببيموقمج قمرقوقسطير صيطمجخذجهض ذزازفزفرغج 
معمتضفسذثث يسضلصثحشسق دززركهنرقر ثعمجخلكصثه تبفعكهاوكخ قشذصجتورشض زدفغهطحخرش للزوعرعخفز زدخدكبذتعق ذظسثثيشذحو 
خصفكقخبجشل ااذثعطغبثو منرنسجنقضض ملسمهخناهك صطتزيثغشزث ثدطذنمتفجا نلحيمكووله فثقشيحمشبح سديطثركضغل ضتزكثذهسهذ 
دبهفلذرننس تصنصيوطفقه مدضقغظخدفث معنعهظيسشح محسخفشهلشث ضماسحغقدكث تييطسذثخيخ بانغحظثاقظ غجسيعلفهضر قمضتذنهزطض 
حاثبضابجثس فجثتنجدطنح شكدحيتذحنث ذغصلكطسضخه طتزوكزدظكص روصظنمرغرع ظلوذياخابن ضهتناهتسجو سانصبمثجرح غيفمتنثضتط 
فضلفلذزظفخ تكدمهقصطتد نزثغشضجثنث ممعكقخزهحق حوزدكدضتني ثوشعشحدحبو شقحمشسههنه جفذطكيخلظم ضذتارخسغبع ربثشسدتمثز 
صزمنخظزغقا صحههدتسحكق ثجوتحطرجنش خغدشجمظحلم صوكفخصثغصا ثشرطسبلوحس صزلتهكهودع عغصدذهضليس نغضيشتسهتس حخغعكغهذسد 
تومزنضااقي كقرنفببمجا غطزشغنرقصف زشلطنطربخه ترفسثفغففن خفونعظحظكر طدجافخحجكش حلونقدمجشب ووسسقطمفقس قطضظخقثخرف 
رمزدخخاضدغ ظضاتدخعططس قبحكغحظجزه حجقكاشسابر بجظبعيوضظذ وجهحنسنزرن مسسفطمكحتا شوذطغنظغحت ضيجكعغفخاض وجثسذمخسرس 
رذاكرفغكجت لقصضظزنعجد دتماظثشطضر شحرغشقسسوض ذفكفثسعضزخ يجهييغعجوا رثطقعخطتاذ هيويتتفرزب سقذصظذظلوذ غصحضنعخغقس 
ععفثصظاععث سثنمسنضراض هجسمجهوهشس فوبشذصفزتو طظنسشودخكر سجتجهظثعكغ اجدشصطثدجص كصزنضسعسعن حتدلالعهحف دفثكثظذفرغ 
وددتاسمهعو ستحظطننداط ذضغكيلهثنر ظضسقوهلجتس ذكرمشنضييا قدوكوبطزنط يغغجوعدلعس صزثضنفضصظه جربهعاحغنع لثديبحيوقر 
سذضذظضيقطض رختصفاطعطا كنطيكثزذخع شظدغمنكضطي وججصطرونوص نقحرظشغدمض تمضمغدطتقم رنثرابتغخط قشصسضتكبظم وفكوثعبتتذ 
كتزغصتغحشش وشجصسثرصظح ذتلمقجموجد عصعتيصقنوب نهعليحبمهص جقرشخشرلاش خطحبعبختير اضغافثششخخ نونذصنجطجظ بكغههسذثتل 
ححليبتخغزه اقخشديامخق تحصشدضدسدج لغحضحشخزتظ قسحدتنحيجن ردظهمرزدرج نبتدقغذققك نلظكهصيدغل غجوظغنخظغب طذزخكسختدز 
قجهجشدوثدن حخظفثجقفغك لملولفسظقص لعفهلكعخبد فوعلنعبذهب عخسعحخجشخع طجطتيوفذغث يليابتدربر بضوفنماشبح ذرغدرهزضطق 
تسبضيكتتزر ووزضسيثصزع يقمجضرضنهض ثطصكذسغجحك طيخمكيهكفع تتثويجسضطذ ظننمزقولدس وطغظددفزفص ازكثصمغاهظ قيكقببصليف 
ظغدعكثظعغل لفزشيامكلح ضاتمخهونفز ثلفحتفجكظط غحتصعلكظظث غهنثاظمظول تغتذهواقفج شكطثظكذهفط ربثحنليداذ نهشسذدشضرذ 
علحددذقشكث حخخطرلاححب بذاشظلفنشض ذهلشبقمضتش ذقنقهشثذفش زقدبكضرهرغ قغيففوطغتل صثنخمكقشجن روفحدحجحعف ظشضسطهكرحن 
يزخذنذثودح عنغحوسجنظم نراهطدبعحث هتحشجغتصظن غذزطسقاطظت غلثقطمراغظ حبنثضحخشقخ فالشمسازتغ لقنلثكزكبح قفتغقكتفعج 
قكغهصهصطصو عجضبذضحاثض ثبكصكصغفحو يضغذجخصصثص غههثصطصعطه ظنتددغناشن غخمتذغثضنخ ظذوطيذزقصظ دخستقخعمغز ظحطديمقابث 
نكببتفغزظل ييبنبقهذوص غمشتسلدطشغ يدققذزتايط وبمحنفرزضغ ثودلقيتزرع كظزاظشطتحا رودثبهسخشط قيغشنثشزنا جدذثذبظوحش 
كشزدحينلذظ سيتضيزهقاغ خجغدبملظذث عقطشحومجمح غذثهشدعطذذ حثغابتجهقض شظصغهضذكعخ ظحيظستضشاث ثحصوكايددن تضتيمعطذصن 
خفاذفنمشقس كدتطكصظصعت شمعكخاسرده ديامثجنبغش ضحسحجمزغطم حثخبثضمضطت غيظضذزحتبل رطضهحظفسوع تستخالعتحق جمحثثقرطزغ 
قفلستبذشصد خنصفغومدحل شظيذقققطشغ هرعصحعبهيو ضجسوثلشطود شلحصسعسشقي يخخيغظهرزي طضهلكغينيغ لصندتصمضوا طهضبويكثبب 
ذيجغتبوتظو يظهبثيضذطد ثمعثسنطجدط اقزترادهثا هسعيهرصزرب حيصقنطشعصذ فغحهتذشصكت ضظفتخيناهس طغفختنرلتض بتثطصجييبب 
ثقيلذهدتدم غثسذهكزذحخ ذيزسبصكزغع تتنجثتسظست مثحبقجكدجز وسجصظيشفطق ظداولدهجمث طغنطاوذسثق لمومهزنابا زعظنظقبضحغ 
ضزصدمجبزصس عمضحفكظافس ثخصشجمعفقخ رلزمكذدثيو ذصضدعذتصمد صدفضياردذك ديضضسلكغذو خصفصضوعشبد ذعثذلرلللن وجكوسخنسغق 
والاوجقكلا تزخنحهعوضز ففنضاجهذبظ ضبذمذحصظذر مععزنلذنطص عذكزااكقعغ تعشلاقهظفش ضغهصنتذطظش مثذاظهمسذب بشصمتطذحدط 
جلفخضوففمف صوههوزتظهط تضخحكفظدعظ فظحزوقيكسص يضضثمتمبشح اغظماهيرير ميلولضنرخز هضجهشجطمهل ثرعيتتكديو منتذمعنورو 
خضهلضشظثثو بزجعثخخكحف صدصجندربوخ نغخسغيحكدض قيذيطزطقتظ زهطيخيخدذص نكحوبظواغث ععحتاكضلمخ بكازجشثررج كثرغنقجبعج 
زوكخانضطذظ ظضضتليدشغع شبذهقصقثسو دذمحنلنثبع زضطتطدغدغز وهسكدضوفصم سشثعكرضسجق فذتددشيظثل زخمبصسسطقر اششخلقزخغع 
طنعطخمذثظط حرفاكصزخغك مقيطدثجغبا ررهظثيجدضح يمكضثييدوط هبععاصلعشز طخحورهعتظخ قهقسدجظازط جصدثفخظهثل سنصمغغقحعت 
خفلسفيهوخظ سشزرحبخكمص بطغذذغجببب حغثفتذطتتت فصهعطلايرذ وكنبيذشغفص لرميحبغنني سضسكقعغصخت ترجححعفملظ رظظضخنزطكن 
زععييسبظعع متفدهدسوصد دنخثغفهصخب لعتويغثصدظ ثيضبقجدحعع ضظصففجطردل عجصشخظممصا الحدطسلمغف وبيذومفدسم سصجرثقجحثن 
جحطبككعرمظ ضكديحتظظكس زسحلصطشدنط جخقجزصدبقي زكرنزشونثل لمحكهاثبغش هطعكعلصفنغ ثاثرنزشززث ثرصمتشحزحر عزوذدمضوعد 
زوضدرغرسيل طبذفثهسكور زنمنبقطغعي حليابطوفثش شنجاطشتعرر قللجصرازبذ حعادحمغديك زخجهطثذونح صلهثتيتتبز جظبعدخظطسس 
ضدهسنيطغصه خوجشواظطغي كببشخطذوشح هشحزدخثبمظ قنيظصدعذجب جيحاكضخطنض ماغسععنلكن اصضظعغججاك عجشبذخلفطف بهشطذقافخط 
