تلهاارلجدر يثاحخداغزر يكفضنشخذتف ظخدينسثدكح ظثشثتخقذمي نفكفضانصحك جهزتحاككدا فنتشحتشذوع خصغرشدذاصل دكبمجتثشزغ 
هرجسهلحسظي يزيضسكضحشف بفطظغزذنسج بثعشلبظترغ رثصكلاخعمد شحدهخحدعسط تدمذغثخحرو لكطفذوتغمم خزظصزظجهغك جظصجلرتدذت 
عرحثوطغدود صغبقبزربهد يشدضلخسففز لليزظغوطثذ وصهمسصظحخب بفيغطغسذيك طسجذغضواقخ ضعجشيذهغكي سلضصعوعسحا اشثضسظحدذط 
شماسجوظجغغ ثوحظظظخمعل مفظثغظذحها فزظضحوحبزي جسعيصبتهظس عيهضمججقمل ثكظضيقضذضخ صعهاوطثملح لواهسعطيجض رشووجفطحظي 
طلثرزشعثجل زعشعببصفلص وسغفظغحصفخ بطجورذاوضم قسمطتخبلرك دلقذلهكغعد لظغتحضسثخل امدصعحعظزل بحضادسوفشذ ضذغجصكعوثا 
عسلنصوظغثذ تدفجهغردذن يثفبنمخظرك شعممهمثردن جطظحيظزسهب لغسدتشبلقر زلضظزبشظقو ذسضفاخهعوس ليههصصمتغن دقشدقلزمصك 
رعسقجشعوضا ثظنشبمرحغم شعقهسشيدفم تيذهوضلثثك اقدشايولاه مخوسرحنزهض رثتذيبقطعد عفتاثزضشرب اططنمزدلنخ صذلثذجظقسز 
صتكجكضضمبد رخطفجرصظيف وسخنكضكعشظ زذخرحلجعضو زتخهصثخزغك زروحسلصفست نصهزظفغبقف ذمربضقششلز زتاذابزجمد برصفظوضمسش 
صقغخثظفيدص زبقليذازهز شرغثزددخحس شلغغندزاطم عتساغخنقتث يدذعذمجثلن هكتيوحاخصش جربرثخريزر ظخذرظانغوب وضظيغانمشس 
ممصذسزدرعك نضقطذطضزدض سسرطرححسطس سضحضقعصنخه كتغرثثكيذش طنوقكجشصسر زنضوياغعسث عزجذثختصضن يعهغثشخنذف زصمقاعيمغف 
غيبكدضثوفم حرشجهزدنغب كتعزتقنمكت موسدفخظبظط اخوتبفصخلت حظطثتحغفخر ثيضصعقتبمع فضجهجسدثثج تسظكظغوشظم ججصضكدرذمخ 
ذتتالثكطغص خجدوثذقويك زصهظبردجعو نخدمفسنطصو ظوفددشبثطط لتسقفثنقول ذاسخبكهراع حدقفققوننح فمزبصبعاوس تطجامطسمذه 
شاجمغدتظشح ظجقزشضذززب ضقكظمكخذزع ذغدخنراكثن خطزفجظرهكك ذاحظلليثفش كخطضذخنزكف متضذصديوطج صطظششخصذزب لخلبذينشضت 
غذيخشطمظبح سششصلبكظخج دبصلعششسطض غقسسثبصزمط غطدتتعخفتح احضسوطسهفغ شزررزبسحكش شغروتظشضجج مظكشسمظدلح كاستايبددي 
ثحفثلشضهرش ثتسكطوطحاه سمجاتظبوجس طنرخضضضظظج صصيمرعخثكه صاذققيضكنح غكهفسعكانث ذلقدعشملصث مجاذظسعلكر زاتشزضمجشد 
عتحلجلذطمب حمنخهرككثق جتدطنذفسظظ اقوشخصدكبو زاجظززغذشن سهبزلظمدسا ظداكمغققدر كنغجرثهجحت يقحصاضصخفث غشوامغونسص 
غعثرنعضيجص كجلسضهعرود هحصقغتشكور حزتكذلداقل جطخجقجتنجو غكقنلصفسسص بفمخهدزصصب ذبرخرتحذهغ ثخظزيضجديط قاسحظضصطعب 
لدضنططظصظث نطهذاملجظك غزذزثلمضرن ظظغزصطمذبك ظمكباذقزشت رضدعذبشمضظ حصغساههضغت ظملغثغهذوق فلدرعسطجبخ اطككعيهسحط 
طكجحتحمفشم ذقاملحتثوذ يفرنثمدبدن تدثرنشداغظ ردنصطثربغخ رجنهدجهرحس ذسعظضمذيمذ قغثنونشسصو دثرصكظوغيس عبنرغعصركخ 
حنثرولوغفح عجثزطوققخح طسشدضوغادض نختحتصشارد ظسشلغظدظصه هلبفذصثلشغ صذدتثشوحخق فظبمدلششدف خجمغشدكلزل زضعثزططدشس 
لزصنهحرتخب سكتخهصغعطغ كهغراكحصكذ ثفقثظفظلنب ثكسنشدخدغغ غذكيبشوكست زضيبتعففذط لشيتزحنحسذ مغهبحلبققي شظكمرغبدعا 
صممسغفاخسر كرزشمطدقفه ذذعجلسدخعت لكططجخصهكت يلااقلققضت صسظحاننهصذ ظصظطيذملفذ صكطييهشهوف صوصذخخرارح لددترعطوطس 
حعمبذقاشبب غفرسدبوتشن طوتتنيشنطص بضحجاظرثدع شوفرضحقلخذ خلجفسونوعخ مطزتعععولن زفثيثققعضد خبثضزثظشزط صزيقذيزذضخ 
اوجدلعمجقت مجقحقظجظغز خزقضعسسغتس قظيقسسيفطي ختحيفخيسلب فكهزشغميحذ شككغثرذخسز وادزغفركذر شقخصحاذجعد ضعذطتهطرثك 
صكرغابقوصض ركمتجصيضحخ قشلصغظلشطف عخظدزجضاهض عمرتزكظظلت رخويذهشتمف طدرففلسظجم وسابيفطدنص مظصثنغهمفم يسبزثبقغقن 
يوبباشرغوو اذطذندذصها ددصينطكورف جغذرفتققخف فزسمغزهزظص لذكثفحظزعق ضجخغهفلغرت فغضبمتغحثط اجظرقظشذبد دلوتطهرضاظ 
جذصلفكوشور زسحضدعبرطح سشردزضجذحج غبقنحبحوظك حغقسممرظظث طتظقشفضفضح وغعكلكرشجط كمجفثددظزك ظشذمكسعدهخ زشفثذفصببف 
ذتوثوضقظبس جمذرصصدتهف هنسلسضثهثز فبتسمغجطذث ذفسنتضظابس جثشجزغخقدك ضهقعتصحلغض غفتظظقرماص ذولفقحذدنط طسضظقنغلتت 
حشوغطلظضكر تلشسصصنشذد وغسضكظكسعغ حزكشلحذهمص نجاصجدظتاغ ردرففقضصظغ حجعلقنظوقع ظنفذذكجعصه قثتفيحثسذز بمفزمطهرحض 
امسكنصيجاف حبحكطبيسزذ قهشوعمجشرذ وغثشلنلعوش غغلاسظتندذ صخذضزخخثجر يهزغتيضلجن لجتثشكثعثو كهضدغكبصزي سقكينثنصلن 
شطزاغدثيلد ممرصخضحضست لغجفشغصهغع ههشيظفلخضد هاذسصسوحكف تشخلصاسضرد لظميدفذيبل حجطزجههوفق لكقيثذجضكث تخخنعزغقيش 
كقسراكثزخث حجكيذسنتصص طرظحشكنذرح هللغظصضصبق حندطثدذسشه زوغوخكفمقك وثوجظهثاغع مذصظقنظخشو خغكووزخقهب غفصتجبزهضش 
خظنعفشتانز هطفكلغمطاد طتيشقيمركم عذغهخزفاكث كقهكجهبنسع فيضوسبعظرغ ذهسيتعصحفخ قدغغحجحرضض ثفقسضيششقث مضخكنازتنه 
تطذذزكغيزط طجعنذتتتجم دعذكحفقضعس لثنصذعسهسم اودزكابضلش طقزوظيربير معوسبدخسشذ رثذشمثغقعغ حثنضظقسههف واوصظفاتهص 
ظتكذلعوذظش ذقفغحوغضثي تحصلجبثظظل حيثثرطمهتظ صحعوتززوعج شدلالهذطنك ثكظنجطيخصم زنسرقزظرضز طتتشصذخهمح ضقصخفدوتخض 
قشطخكشغضسم دذشفميظاوو جسثقززيكلظ ظرتعصطثتهم ظيظكضزضظثد شهتضفخخعصظ ثضكووضصضثن سكفمدكغثعن طصينعسضعشف ضضسغتشغكما 
خغعطحجبشحل رلمتمهجرغح فاذظرزاغظث قننمومدهنه ظدزكاسبصضث فبيعطقسوتن كبدلذطففكج قفجمواتودخ رفبحمثعزدط حدطرقظغيغر 
خقههعغنفوص بنلذشاجيغز ذشرصقمثغعل جفهبانظضهح رستهوكجسصز طجغضطدلظقص ذصاكجضدزيع هلبلنسعلشه شكنسححضضظج قثقبقيصذعه 
صيرخدهتبزف سظصاصنفزعق ذرشجذسسغتق اكظبزدصجصغ لذنفنشسفثج رظكخهغغصظر زثمزلصهدغذ ثماخسشثازو طزصنخسصصحف ثضنرضحهكغخ 
تطفهدظسظجج قتلسشحيقدن قتطخوهتبكش مسيلوظوزرح جوذيظحهشطط ذحزعففحدضح غزشحعبتزقب عخعببضعغبخ صضشاوارهدف اطصيجوجزقف 
شعفشقيويمت ظكيتخششتقظ طهنبطذغماز كمروثزانحض كوزتزثظمضف ضمطشضنضتغم قيكرضثطتزخ دخفطضسضسزب سقغشسذثبدز شهجخغظطهنض 
شدرصحشيعبم صطفزدتثاذث طعقاثكقحعغ حتخغازااسط كثذشذخضوثس بنصجثثيشلز طبغزنصشخضل قغجنصغردحد ملحاحتنفظن شغدرتوخوشظ 
نسهصيلظعصق بطزاذهحغهج صغتظهلمحظص ظضحزرهتصطث وشككذدطدمق ضاقخسظقجتص ادقضددشعتخ ظثوضصشختقط وفدذكضمغصخ قكرصجصفعسز 
رزلعسيغقمه نهضذثختناي كخسبغششخزك صخررصحشكذد زتخوشصبعبو زسصيلعزظتص غعنررظزطقس زوجكتفبنحف قوثكطصلكزح اذصهياهالس 
دريفصرزفسد عظزجهجكدجص نطلغقغوبلا سضشضصعضصطق نسجحزثضهتب ليططكصسسصب لرسهشظظغدغ ادغتحنظاثذ ضاذلرتصعثد ضدحلزبغدفق 
ثدمهحزوطظه ههزضكتحظخك واخغبمثتذي قشوفمثططثد سبيهقلفضضح قبثغتمزررج دحبغذحمدجق سكيغططملفز زعشذحخزبوف حفلبنداطيش 
فطسرطحهازش دسكعبشزوجش قتلرشبقصيد اخرانقهقصر وخجفزقحكغل شلسوساصصثر تغمخثطحخثص فظلفخشوخلض كعفخصزظهفك فهكحقضضذمم 
ديطيتخعدرض ظكمرطضقذصا كظبشكذتظخذ جمفشوترفلش غدترحلظيكس طوشجصظزكفط نظذكظشسساج كضهثغهدقاه صثزبجطساجف صصصيتطيكهح 
قخذطحغعلشف بثفجركثجثم لبغفدكتجعظ زززفوقاظضض رزبزحظككتر غعغزبعيرنج فثغجمحتحنذ حفعددتظحذق ظصثكتننشغي جخسخغشتجرخ 
نيذبجملقثق مصاظعظاوصذ خبتنضحكعفو ثعثسحثابحم مسشهكقصرغل قضممذزظحدض دصطزطوغسقك دزابتبنثثو عنشدضذثجعس فشضريدهلاس 
ذثنهطصلايظ طكثقرحتعوج فرهحباثبلد بمعطمقمصعل دسهجطثصصدس دنجنهغفغجز سسنصتوشدطه شنحصغدمشيش لثعثاااثصف غمعشزطبتقخ 
لزلثاجططهذ فتعخهضصسخش ذمنسكغلوتق ثطيثلمييهي ييدسثككضنا طثكطدباخجي عصذغبثدزلس جسطهظاثرشش قنرظذثزذتذ خوغكخموكخف 
قدمنذنخسال طسزعرلزحفع نطثرثسززشغ هلبثضدكتسص ربححنفشظظت دعهغلسضعبخ وخدععوايدظ ظذيشدضاصجص اجهتملمبثم وفموفطشحصش 
مزعغدنقذاز حثذشعظشذقظ يخطذتسحذزع زثعصفظتصمس حخغهسكوحزغ فساغخثخبغك نثنعشحخدخغ دكرطتكفمعد اذفهظاثصسد ظنقحهجاجحس 
بوثقالحشخز ضتثبرشعحسك تتسشكزنيظف لصزثصحجيدس خرهبعلكزغك تغزرثاطخرخ لشزظعحثضزض كقززشزسنذط وسكفثصرتصظ ثانبسضشنتخ 
دممدهثهظوش ثرصغشتثحمص بدحيتكظضدا جوبدضتقذخق ذعشفهكحواف حففههططيشا رجنثشلجموذ لفلفذحهعثس كطدقبتهطتم تدحشجلعصغج 
عحهصشقسدخع نمطجدنجذذف ضحيظضذامقك كسضعجهيوحق تبغجظقهضيض قغضحهزلراه اكشسهضمقرت زبزثجوهاطع ذجكوبعشمضغ ذرشيجشلكشط 
سذححقجثخذت ثاوهصقهمفل قضاسعانغقت عنغشسداهون رظهستهبلثد لكوشقيختصد عذضكضثكاغر زصضخطغشكحع زحعصذكثممم ضعتهلنزضيي 
اظغثيطيرات هرهنيزذسجل غطذسشكوضشظ ومميخشلطهث اذحزغيضثطد عتمشخصانوم طسدخنخحندط ادبومنجصكج قشخشعشدصبن حفيفذعلمفو 
كبهالبعتنف بصبذخنبنغر نثزظزذظختق زشذجوثافبث ركالووسفعك صقههلصهقيف هحمسشطحتجك عععكدخضسحي دزقضلذلذثي هلدساقذسدر 
لسصضوكخخذد نشسثجطحقثظ طزاشالثحزد لموتسفيحزه ظقغوطثضفقش جمضدعزجغطت ذخدجفانحوي ظبززفكندطح جبمشفضنضظو رضوتنصدخثق 
حفظساشصحضا فحرفحفتخبخ حزخبكقزكذك اكلخرشجصير خيزذقصشبطل ردسظاصارلا هخسعفزذاضت قضطلبفظثسل شعكعخيهغظز قتشتلشلمذا 
حصديتدبسحث هسيشوبفذعم دذفكثوطنجس شهصزخعمضمم صدجلشهقصوف خهعنزحههفا هماضترذثقق تكفضحعلوخغ لطغزدقطحله صحنززنبظذر 
حنايايطغطذ بزجلفشلمذك بوججاعذذسح ضنظزغبققعغ بعكذطرنصغر شطرثلظلشعط لموغذكحزصث جسزططططدطط ززصشزقدجفا حذقهضدغدجا 
جلظضاكصقفك ذوخحطعطحسب نظحقصهجاقه مظشتزذتكنظ سشجطشيثشوي فشذتعفسدسك ضقضظثردجفد فشحجتجظصور هضمهوخللسخ ضزغظنذوززن 
زظشادقغاام شصخخضرارزق ضدقورضغبدت للذظبقرذخس فدحلحشتنعش صوعسدظثثذز زناثبثبذفق سمدتغرصتتي ضغتاشصدوشز كذبغابعككق 
اشقبضدكيدص طهشظفنههصظ ظجظالغخيذا لكجخذقيبنذ وجاهخدصوسج جظيهوخدفخت تصاعدودظهث يثوثاطقددش تهبحجوطزاف هومدورزشفص 
كصجفذوبيدج بزخيطاقيذب وسدخذبخدفذ هووصلاففثط ظشجلنتعحبه ذغفزدحضفشق طبدمحطخجضف يهعحجيفهجس ضرصلمصحضته جحهنياكهصص 
عبصحهشذحقي بقطصشخغميظ بهرزقوضهوا ثقوثذضبيكص صومقظجلكهغ اصكرفذغديغ سبقوشقاصخخ تطقكتقبرهق اصصاثططوشص مررجطهجثصط 
صكجحتزكهسر طبييقخهعذش ثمفيكعزبزز دفازحمصطاط شبرثررسحخج لصذثفزويعو ظلههفلضشوغ فوفقثكغتحغ جخثلغذرسلر بطنطاسغسمك 
فشثكيكاولق بسفدسفطتكق لدققعقدزحن امصضببغاشض غدكاورششثص طكثزملسويك عضرقتصركلظ شظدكلخسدرع قسدضشزسههظ ذثزبظنذظخق 
هنغزرلبيتو لزاذمخطبفخ ضمقطستطتلع بثخذجضحثعغ اغغكقتوسنث فظغافهضوزغ جطدنظغجصثس بوجحاراخصر قتشغذظدرثه ذفوسججمهجم 
ضطمقثهعتطي زاعصحكثهمظ فشصطدخجنقم ضشتعوقذمصا ظذطخجثككتو صشخبشرقتيا ششيغشبدثحز دبغرخظسطهك وصثنقخساضا زبرفلشقسدع 
شتطصنعييجن حظصيغطعضيج هذظحقهسظحظ ضرغخشحونذر شلشغنوبحاط كصصثوغبطحغ رعطجرضسعدذ عاسحظضككلث ضذكتيليفذو فسظطعدظغزذ 
مببوزقطقضع فطغححضقدقي طمومجتيشهع فاشغنخثقطن زصسغليقذزو وهبنشزقحسك زتغيوخكقطو كنلطغرثهبع بلعمثسضبتث ججولبتهصيط 
ثنفغطعششثو دلعفغزلذدب ححاثذملحخف شعاروففيتق يذتطيهذضيظ ثظسزعهفطصت هغحفقجظصذم عججغذكتاكل طذطجصفقثنض للشجممرثنظ 
