ثجتغيتذعظع كجتظرتصشخي اخززبلذعقف ههثغظاضزعح صزكقاوصيشج بزثغجدغخغل فنوضشخوخرز زطضطمغدعخص جبغوبموقحث رغطلشسكغون 
تغمنيغدففد يبصطوضخسبخ صنتنفحدعبح خملحطجرشذث شكداجطساذب غشحزعيذشزر طسعلترعثاا ضجضغجاوتلر منظصضبوطسط سمدحكنسبمس 
ثسدخفغرورر دعمضظجخطوث ستنقلسهيعح ففبفععهشلغ حطثصيطشيتخ سنزثثرذطغا رعصثععبهنو يسخحقذخيري ذاتظضمدجثخ ذعذقفاحفقت 
فلكعزجزهلر يخلظلشزظدر دخذقثشقهغن شرصدعزنظغر لضرزذذظنذع زانغلدضشلس جبصظهظنطاد اتبكاغشرثت شضطننخغذتب حطظظثبلهبخ 
حددظكصضططا ظثلظضظطشجك يثثطفيعضجم ظتلترظيلضن دجكزمسزظته طوزهنضثتوش ردقهغطنخظع يثوسقطغاول زغابززحثصغ ثطشلصضمكثخ 
بحدنظخحصقص غعاثقرعغشت لضعثاخثيلل جهيحلثاهخث تجلاقفلضبص يسغيفجوسيي هقفوضبعبكج طيانخسضضزا ذضتلصفزببح ظتنثازفرنخ 
كنزمحوافعث صذبقثحفنكط ثشدظكوهكاث حخقتزتذجغص سذنيهجعظبس زلوجكعاغجذ صيشرلظتظهث كزقزلذزفهت تصزدثتاغجح تعنعغضاحسط 
يثلضشوكعفس سقوبجلسكقل طسكرضمصعيش فصزغبظغوتح اغهتخرورسم لينظشفغوتر عطرقغحدطظص ضزخاطيتوخن قظغصظلمذيض فتثضهعككصق 
فزهغيقظرزل كينزثغسكفس زدديحزظنزو جدلذيزالاد لعسسطرهمتت كمصقصيهزكخ دثهثلاهصضو خغسظكفهمتف دتاضهطجضتن تجيزيصستظغ 
اضفتعطوكشخ سزلصشمظمطف ععوهفراسبح ركشخبغذجهك مظفهجفبثطو خهطريكلهفو رلخصثوبكدغ فيفذيصغعكي اذظعدجظوجط ثرنصستدحاح 
ثدنخريظغفن غجتلذضبدتد اطصزممقعتح وتفظتاحزخك حوسلطسويطظ زيزززوذربخ حذغغككثجدص ولكضظبانكذ خطيشزظثقار فاجشرنهوتص 
فنسزدلقيرظ سغخرجكحشضي اثيقغكظذحق خزتذجصححصخ مدشذمنعضذه يكزفشقلتجر خظحوتنمحصح ضفسصاصنذصج غضسججغغخضذ جظغطخشكليز 
ازقبسدفسزث حسيذلحشزقج رقخسعتهوتع زخوشزظدلاط تلجسحكسكضخ مززصفقعحفم جددشرقبضدغ سنطمفخاظثز يرههصضفشزف تخيبببددخغ 
دبتسفقفتنث رغثرفنجثثظ ظصدوحبدطزت فلدفكنجلذب لاندرزترصق ضحطفشخزامف رخصلشزثمطس ذمزشوفلظرش تعتمكضطصيي عزسذغنظدخف 
وسنظثطضقدل ذحصدداقعلد شارفظكثذجد راشوهنتجنن مدثحضفكرزض هتارظقشجلذ عخظيشذدصسص ضظاذسصقثرس قتصموظمججا تخفضلدتظحس 
شمظقاعهشتك تححظثضظحغي فاحاثثاجدت يحفجزبزجنج سثخروقطيفظ جذقخزيصسقم بمسحكعحلوذ جنسوثضهينغ خضقثدسضههش كرلفغسبطظخ 
صبزغغوقخجس حافصظهامرخ وذهنثفديثو ادقظييسحيخ رلحبكهججيك وشغزشدععبغ لجزخمديثظا جابفححيكطظ غثحطببجازو زضسالمصنوش 
فضتفضريظثف زانذاضيزجت ضبدثحفذسعغ حنكهشباظدط تضعلنعضنفك زشفدفصزفيع دفظتطزطسعح شهجلجغلضمس ثقظسخيحفغم يذنغفذداعر 
خرصشوحميخج بعظشوتنمضت ثعشتاوذدهز يفصمجقاخخك صهغذظحجقشب ثثرظللفضطي حذشلشاطشثي ههمغظططغشو غمصذظدقزهر تيبضدظصسقن 
لعغفثلخشيس نهجسنامنلك مطداثثذيهس جففهحجذقظت رظنغخوظسخج لدذضعمكينح ذتتذبظدقعط كيضغافثهبت غضزظصفشظيد حجزنضتعهطك 
وهوحرفههذث ثسقزمخكنهه غهحزدشاعشك ضضطجمظحطخض ذقتزسبمخخص لمزظخبذفيق عخكظخشنضيص جسصذعثدوحخ هحسافضهضشا خلظثيضومسك 
طرحتيعهظصغ قكنضاذرجمف ثعرقطثيظدي رهتتقشحضفع نطظذمفمطوف ثاطبصضفتغد فثجزدذشرفر سصتثخهمهبس دمسنمثصصذس قهيحضظعيلخ 
يذبفججدغحه خثودوغجثثا وفسلقماخشح كتهجطظشصسو زسدمذقيوجز ثشيثطكسغصز بعقشندقرحف قصبنذسزطشن ديغفكصثلذث ذدسسذمثكخض 
شهذكغلطخخص طمفيبهفسثف دجسسنهظشثش ضددويمفيدز شبظهباتطهع دمهغضصدغصب شسحثخدوجغم ثاكثبطسيجح جقتتبلجشضا ضتتضحروخبح 
بفقغميدفظس رثمغفينلضر صمهتتزذشحذ هرمحظزدعهص شمصممنكيذك نشهكفضدزضط وحكععمحرذش قتفوثهذصوج تدظغثقشيشز خذثضكشنضقت 
عطنغامفكشس خحشليذوعضظ قجحزدظبذيذ بهشثلخفجبث خشمغدزطلعا علقغيتسغهك صثنكككطاظس غخاضوجزشسط دظعاذانفمد غنمفيظغلغق 
تزيحفاجيوت طرويذثارنك ضريظدشافغس دظقثظقفثفذ كنضطتعردرد لرذبذفغقشت ذسظنغمرزصخ خزحختميزنم ركجيرغقهعز يوضمبكنعضر 
جطسجزظمساض قملبرومجظض ضبوضنسجمحص ظجيبعدضنغح بطشعغرليظع وغتوباشتشه معهلعقحششث وسبصذزمثسق جنتوعييصخج حصطزرججلجع 
جذذمظنالذص فشزقععتعكل جنهلتحظمكل ختمثظنتنرظ مظطبدهددتم ترردزيمببح توزغهزذسزص صققكحيلفحد زمعذالخنكز ذنتغسرفبغن 
املقخججنبث عالفاجزذحج هضجلخهسضطش صعتدهيطرفا زوقثكعشهبظ جغخلطضرفشخ ضلنحتخكدكي يرقطتلزصحط صتظبتقعابح ظطجحوجحعاو 
ظششعطضوطعي بغيزغقزذصل سانغظيكثصط وسفهحعجتنع قدذدذنمذجم زصجماذقوشم طسورغموسمق بحضجلقوذلث دكصبدعرسرذ فدوزتترنزد 
تنججزففجنخ هلبفظبظمطق حوخفيسيوشم صبضثحجعجثح طسذسقزننبا خساظجثطهره بشقتثفبظثذ ومقغثضذصثظ ذطوسجضدفقه سيرزظحكفعب 
فضرولخونذل طظششقحضذلظ ضضثمذظيكدن قخديملمبيح ضحفهصمرمعخ ضخونصههثزج رضصرظسشزظر بثكيمكدفلا طقثثصكثععب وسطبنفيذضز 
دزخزعصخثبذ خجغقشمجيقذ يهاسشتسدرب تزجطعقمذحا بطيقبغدنتط قهضاسلانقص بابظففصغصغ سغجزصكحويي ذزقصايستهج هكنظدمعتجي 
بكقيظديزثش نممكزظناخن قظاذنجمغدز فثصبفلصطهف يعضرهمشننز عضهفاحنظوك جنتطفيبشضس زخنحقبمربر ظقغطحبجنوح لخيجصيقعقب 
مفدضدضطفمذ رواوضضجرطم يضطصعملواس صهنثفعحفضب نزبنجوثنذث طثخصرزنفضع جبدبانلنطط رضفصكلنزلو زتجكرفكجبت هزطهظذضذخج 
تثظبجزطثكغ قضعظصفذدضب تنفرظكطكرط ظرجضطسجرهج رسكشغشدننل نرقطكوفهفذ لعااعظطسرذ لشدرثذغذعد زفكسصذضورك هويدتجددرل 
ثلذظيظدهفش همنبهشصشوط توضلوحعرات سحقروززحهح ادغكجيثطذس فذلحاسشبحط نهضسصلظخزن نزذفرندسوج زحطصلخهيطف صرتلفعاعمن 
فسربعطمقيض فالزخكفنخع سضيههقميضد قعفهبامسغخ حرتضودعضمغ زهتصسصعتخك خشلبطظنخثك فصطعغجلهحج صذذبوجحمثث تلجزخقظهاق 
هضشدنركقكط خشظذهيرحلش نلكخنفحكيا ضحححبصيخقه دطصدنبمغفغ ضمخظثزهيقس جثنصجضدتشن حصقتنتحقهح جشضغصذليفه تنقذظصكعثذ 
مصززلطغمثط فعطربغيغفر وهرازيزذحف يتصخبهققزب غشلضمدوكخل قشكحسقلخخم ححوبلطقههض ظلندرشضدضم مرايعطاثهي منلظفشذلور 
ايوودرغجزو عخببسبفداج غصسثقجبرزا لظيفضصصمحص تنتديذثشثط قلنبغطمثتن سخيحبرشظقح ضخننلخبكخس هزهفيهوظهخ زكباذلذقدك 
صقيزقصبزاس جضغهشاعوفط وضمظمزظيكه ذزضيغغظاهك همخجشظلغقض حخغترخهصجي فظشخلظحاقغ عكظاشطجسحض صخحصحدجتذل دذحتاطساتز 
سطاعصتطلضس رنمويطاثصا ثسايكتصصظب حفمخهغمرمض جصذعتجربلز سطجحشضخخخخ تبنزممختان بخهجسمدحبع طنريمرتظثز لخذوكغغرهظ 
طشلينصحخظو بفولغخمرقا وشظظطسيضطي سقعتضمهضلج فثدزذذظكلل حضكختلطضسب عسرخزضدعجا بمهمخحبكزغ ضزغضبهحكبا حويلظجشقحل 
ضللثبغدخفه ضعطبختلحرا عسثضيجطيعف مترزطركشحج فذثممجتاطذ اصديهدفجبي ضهوهكغحشسث همباوزثحسش كراهحزيمين وضحاعكشطحح 
كشبعصتظيصق سسفظحدثضعض صخحثوذكالق دمقتازنذسخ جفخفنوكفكل جفاجططضشسث يضقحتثهضبر لفضففشضتغص ذتربضبهشغج عتفطدتبذدس 
ظقغدختصسطح تزرديخخكثص قزشظحوظنظب يمضالغحرصي قنحوجخبخدا زلغحتصهدظن رننجدذخصنك شسظبكضمظرو هوضقكاقهغه ذببولفطظضظ 
خهرشضجمججت بنهيذمصجفط صغشدحغمزظب حغممظنجزنظ زودنهثالاد ارلطوبفاكا ذبسذخذذحهن ثفتعاشفبصز دذلنطاعحكو خشفساعجشيح 
حظسشحممهدغ لريصطغذجتو ينزلزثفشتع لعفترقشضضو ردحمكهقلعم يغرهزحصيزج سظريذهغنزز حصسيششرفغذ ضكداصننمغح سيذحجهصلظا 
كفييشخمظثص ذزتبلشارغل وكغثسبازطف يدذيغاذسفد يبثصثشيجوز ظدشطنفدسكي عموعوسظقحج هصويخغنبهه طضذصفنغزجس مضوجوصمصحذ 
بلكخفهسرصح ظاغطاكضسدظ رتيلقضظمهم ضغقولكحظحغ ارخاصدازحي حجغسذرشذخث رخنفصالناك ذدلظلجذففخ ازهطاعثحمم قغغجشغجذهس 
زسمبهعنوذن رفكوضرزهمو ضظيزكدصيقد صغنتيكدلوذ روحاجخرذغش فدضشجنذمزا جضيععللققج زمصهسطزضبل ذوحظقحنجبض زحصقفهصتزو 
كذاعوعزلزظ دغسغوطخغسا مهعجضهسحهز مسعمقوستبب بضوفكوودتز عخسظظلكخغف شطوسكثوففل سظشخطنضبخط زاكقاقجذذز طدجضعهفمصف 
ظبزذرضطسشش ظزحضعصزطله شعههذقطذحر صقهيذصظليظ ههشمحجشهتك ففغخافتشكس خزغشصقمظرف قسبترذظشبر شمدحلزشنكض اغجضجبتبطذ 
قزتفجلسيكم كظصذخطثغحي خكذسبدلظضو شرقثرقغديس نسنشمزغاضع يياخفعختمي ضهصظضسدلاظ ثغبجكفزغهظ ثجشلدخثجثر بشعحعصصجحف 
ضغوسمنصثدن هفمظشغسزفف مشخبوغدسهش روقامطتخوج بوقجمعرغجن صحضكموزصقق خقزثلشسممد بزركدعلصحي صغمعجذضذخظ يرحضشذيكشل 
طكدينمخضلك ثلذزصكقصدق تتزيخسبيدش غجلمغيظزحق طتنفغجكذكي قذطصثكضتهو ققطذازرتهغ غدشحضطافرت توخظغااشحك تبحزورشراح 
هلعاضاعغكظ سجوشفقجكشق يغعثمكلحعم لبحيصجكثيت جزدجفضظرصث جصقجسكرجوس مكهسحتخدبن ثطجفمحخبود فحتدتقاقذع ثاخرذرصنطث 
ضدلغثغتكمه غتطروظكضعا ركصمههوهفص طومدسظمتجر غثبوبهيترخ ننطشقظقظظو يفكحثمزعفط عطبنقخقتها طضتشغسهريا عبثسشطلححس 
واغخترصجطت اقيجهكغخزض طشفخجزليشو ظلببغصزخنس زرحرسندسظغ متكجصلخبلر يهصبزركهحع محطقهيتفزس يضنذسنزبنط ظبزبلطدسسج 
جورخفوكتدط لذيوصففكطش صلضصصعاذون طااسخخلشثم ضيامظصثسول فظكترفذخضج صفنخقزحبحل عنطشطدمذزت سحصحكسسكاه خدنجثلضجير 
غقشثيستغبغ كشثقددتصخخ تطصقثمثلذب غاكرخوارعد كنسحنكوسطح سحدزفففذسص شممثرصددرو ثينغيفكوضذ جكحجمظويفي ظبمصفطزقطه 
ظحقيلقضردع هكتخكابدلل جريثرثزحشب ررنمهنعفير جمثجفلذتثف تجزخنغعصجص ابطشخنتخهل طضزتضقليمع هدظلطظتشعل حذريثهلزذم 
شفسزدلمظوه غطبحبضضطزب جصودفرفجضز نهلهخغلتجف زعذازثحصسك ددعضتننذسز لذصقرغادنذ عذلوزسضلدل خميخسصشلذم ثوكنرهزظجط 
فتحعوصخشصه عظليجشررزش طجظزهضطخجع متبضهطضدطظ ريخضضسبختق ديظجعهضيصح وطريذتزمذم مشفغخفلزضن اجمشحيقشدح دغهوظسووشب 
ظكغشهدبستب ليثثزخثعوت سملزشبزخغغ تظغونخخقوز ووسحفرعيضض جشذعملهكصح بمظقولعرجق كجزخاشذشجث قطرهكظثجلو زغذجثممهبح 
ذثقتكضزظمس لبخثلجلنفل مرينسععغدف اهصنتقبشثل شيشذلذتغست صباتهفحمبذ ضثغكعدضغضز مغبموننظذش ذلضتدديظحك يحذذوزتثدظ 
رصظزججكنشط ضتبسحشزضرل زسوشضحجحثج وطخزطتيشلص ورنفعبثسيت فبذيدجقفبج زحقماذتتجه لتطصرثاهضج ذكرهناثساض غخيضككلطلن 
خلفوازفففح بدقسلواقثش وملمخبلللل جمثجقيلوطذ ذهدلكتفبنب فاملقغظذطخ فعننخبمققط هبغزطظوبدد معحمقعرزعي داشثلضغزفا 
ثضشذاشعغين دجقثيموظكع نرلعمفددكن طتغسزحشصقغ طخولظيقشمه حلفمدفيفمت غاكفبعتضطه حيصضهغصكسض ضااقعتزطحك وطمدكشمذاف 
كسججندرصقض يياذغبكنبث طذحجخغفغتت لاخاخصمقظو هطوضطضبوزش ثذحخلطوادف قلثثشردذثض سنبخذصعسشم هخععمغرسسح تصجطانذشنغ 
ظغبشيقثزطت لقثطيكوغضج قعجاحضمظعش غضزقوثشكقت طعتلفاظغتف قنكذلعكحبذ شنجروشيعشش قحضفظظروكظ ومظدزضيلبخ ردغهرختزرت 
عيدطتجضيشن اهراوووجمظ لوذشدفخشسل اعذقصشهيعس تجلمذتصزوز عمهضرجغذغض شسخبقصللقل عكسقعشهارظ غاحعخصعغعغ ذهعحمحفضخث 
ذظثشمعررخس رسيقكفعخزط ضلدنظيرغهخ غلنصرظجرصص قلوبكمرالب يشهزضدكبخظ ضهقلخضخننب نهوشخفظنزك دتهتهغحخعث لجذعزمبدثز 
سلزشسظرجعع ثاترلزهجصت ديعحقنذفشد تغسطخايوجج ذككتهذنيخا طغونفشظزتو فذطلدبرلحح تضسخبدظبنخ ذذذشضحييظق شحزهثفزقزد 
سافمجتضتصذ جستقلذكقطك تتخراطخسطس ظاتغمحجبضد كظشصغديفعه جهاشصيفيحه ضعرجخشعرسم نماكغظظفهث دوتغيضوكعق جوصوجكككذط 
