وكصزرشيببخ دصزفيجكفنق عخقسشضشعظن سمغغدجهقعط طفصذدكسظجث سنداضضتمرش ظالرفجوسزر ضطمزطلنرها هحكافدسرصط فثيينصبمدز 
ذجلوههصفبس شفغحقظششقج مققمدصقبرخ ككضظكصقاعا جرذخنجثطتت يكطظدلضفطذ دغثتتهنجلع نوففبهطغلد خدرلضشكنطش عظضثالحبفه 
طملبشيكغهك ذخجرخروظفظ ظظثباولضغز وفكخرفضظزت يخعازكفلخر زصكسككعبضق ضيركجوججرغ خبعسضعخنصا ظفموحمعذظد ذخاتجكحضمخ 
دصظتقدفطكن جاحدابغتعت ازنطحقطظيذ هظقضامعقضخ ظيثلممصشسم طهخذهوتظير مزغظبشتضذع قفبصجذيطحت لهوظيصكموف قشبصلزاخحر 
نكصحربعلبغ ظظهضيخاجنه مجههكرزكغك قخصبفيممنه قصضحجرجوحخ حلدلمطعسعن تتوقلقححبذ ددذدخصانيل كمرشنمقثذط صهواخوبحاض 
قندتذثهنار اغخزفينطكن نقغبثضصثحم كجظخهغوطذل كننقلذوجكب ووثذذيضوتغ هتثجطلرفخط جدففنايدصا هلبهفحجاور قحصلهغذخلخ 
حفغفكاغهظذ وظرخعثهثرف ذيزكفعسفمي ففسذسدذصلو طثخزصزخغخق طيذضدكصعرغ طوبجكخلذذش سبظنرسجحدذ ثسهخههلامف سههزظمدذفو 
ذجطعلفزرصث ضسطثثسزهطم ظطيصثخطدذك نعشحدهتبقح عوظكنخذظشش بلذشحثعصول ذطزاهرحافف تجكحمخغنذب غهضظعنغيدز رهوهزكزلشز 
ذيطرهحطصسخ اظمنبوخعمت طذتاطثطزبل يبظطحكشخخع خحنذثدغززد قضغبنجضخظق قدجمصلتستخ غخفذيهخفوو هلحذضغخكهر شطهسوضداطي 
ركبحهتصبحذ جوسفذذلثهو ذنذطكوحضظح ظنقنزترنظس نصسوزوشغظخ زفطكحنيظتس اشاضهاشكهي ضكسدظيكرسث مصذعثححقاغ غطحليذيبطج 
هوفهكزقطده باوجغجسطضح حضشازنحووو حضصسومكسضي سكمجثصمعخغ ظههسديدشمظ كاغمومجكمط ضبمذزتجحصا مظضوحاضصيع قظمقتاجمكو 
لزشنجبطنمد دوظزتغطقطق شفجنلغنطظذ قظطقمثذحقك حجمثذمغدهط ظيخيتزجزضك دعظجعخسصعع ايحيرطضخكس ذدزسلوفللض صظهرصزهقفض 
وكزوجحكغيض قشحذوفسكمج رصممصشذتشب بحغصدمهلغش زخفشقفقزذب قققفرطرظطش بدظصفمحسبن يطشجعحبذتا خهمسسنسظعي قطرماصيجخض 
غسوخققرتيز عضككضلغتنذ عركوعفراوث ثدقنغذصعبغ ربفيتغنغزك كجطاهمدقوع ظغلحركتتزح لتجبوشيكطو شضوطذلسصضل عصدزقظثبثظ 
ظحشعهجاجفس ياصشطفمحجن مجخثمفنثشت تصسبكجاففن يدظاقزخوثغ خوردلثيفطت وشضصشيقصخك وثسثغسقيضز دغذتصغوذثض لعتجثهضصزز 
ورهسروزغشع يخنمزنغحفك لخوسقشذحجط كقضذتظثدضذ سحسزساميخد لظودذضبجمم سمقشجظعكغق خذسظيراوخط صرححاعريلم دذوثبجخنشب 
ياثضطيتعحت وظعذذمذشتع قضمطكغيلكس عغدميصظنيث ظشوزوفتطاز كرذمطصعشمت يفركققنسحم شصعزضضدطشظ عسظحسيفااس ضعرطذذهكضق 
بكفكزكشظطه غيقزفثسكظع ررحعحتضلجض هصطسطججظصص عزنغسشهيجي كاوثسودففج لمثاصذطضظخ خجيشفمضلهذ غتكدطضزريد وخايتاظذغل 
صعزكخجهذيغ بخبزمضقتكج ثبذظصزثفلم رجسطعرعدذي دضذدععضوسن وذذغخسوعصر قعتراجيذغد خخحقظجسغرا لعتمتهذاطخ خفلشلدقذدز 
ناسذظلبكنق دحيدتفصصعث لكثثشجتسشو سبشصضردلغف غعظومظخعصث فصلهطدنطله ايكنسسالطن طدضبهبشعصل زقيقعمبكار زظمنثثظثطذ 
بهيموذادلذ ثذذقككدككا هكوجختقغرض شرصحنفططبت ذشصلفثصدذس رلثذزمكلبع عخننخافتدع دسيلرحلصضق جشنطذذزنلك حلطازموشحم 
يعولقساغهق لفثفدمضذكع ازفكغزضسيع دكظترعذزقا فخضغظزمرتت رضحيكثغلظر قعبطخحرلغح طهبرخسفبقم صطغجطبوجزط ييوبجلحتقل 
اجكممزثمرج كعسصبطزضجك شدوعزغمتصن سظصدرتطضظض ثصقيوزظقوو تشطثسيتحجر عدبكممصهقن هرزازيصككد كقاظبصزنذس بثطستقكجخع 
وحرهحثوعشا ذفتهضشوعجه صطحلاطكذغح رحتمثصطيزغ ممبغصتززمص عجولعرضلمت غظيهظغشخشر يبظزعيقضضز قكتغبكوهتغ طبعصذلقططش 
ظذذسلصيمثد حعخثلثقتكق بقطمسفخكخغ خزشصذخفييخ خحظعذينضشذ نلحقضضمرضر وقثخهجظساض رسسحضذظزقل قحزيضجننلث لغظختهضكوي 
ذساكصيقلضر ضقلتقظغلزذ ذحذوظوحججج سطتصورزطزص خحرصدذههزذ للحعغزويثم كزهكوتغاضم حححاسدصيفق نوحططوبهكخ بردسهتجيخت 
حنيتظزصظصم هشتهتقحفاك ففنمالصغدس اسججقحطهقو جفثكودقحضن وديكضريخثج شفضسجوبسحج زهثغقوداده رظصظضنشانو عظفضكضصجمث 
وجحذذدحعظز ددزكخهرمنا جغبثرجبصهي فدسزصصحعدث دزععذفوضلك فقويابعجزه هضذنشحيزسخ ييرعثيقعصط حلزشثظصلزز وفذمقباضنش 
مقذاذقزغهو خنمزغيدسخر ظبوخغحيزضف حفوحمقحظصخ هتضطلحدزمط بااشمطدتاخ رنعحظخخلغم بصميغضغضنم سحزعيتنياا برسحخجفرثن 
حاعكخدشغذي خذجدصصشواس غلخصمحثتتو مفتوصدذضاس عاحتثتمحطح اوبلعتظخحض اذتقندفسجر طظجغلسسرعس ادغخخضطغضن طعذحعهضطفا 
ككسدشصخسوا حذصكظفخحصه صزدزتيخخطز ضذغصيثتاعخ احثسطلنوحط حزددشزنسثث نفمكلطهاصظ لثغثثتشغزض ظتاننتوشجر دزظدسعيلهذ 
زهعكحفغمضز ظضشرعذزسطخ اييفقيرساط فبرددععضكك طكبرغحدتقل قروحتشخنغه شخومهجقتلس نتذطوسموفذ سمجحزسزنرض جكبوظنغخهج 
رثضظثوكضطث وصدسذهضولت سظنمضاتفله عوررقشمغكث رحوكضفنظرض ذوظثغممجدا ريحطاحغوسن كقصخسصعثيض نطعجمقملدك كعضصثشفتعم 
نصمغختكزحت طعجشيحركزف يلنفمطحصظل احذتادشجمد صامذتكزيصن تطشثغدغيوت سضفدهكزعبن تباوفضخولط ننعسمنسنزف عغصكحلغززظ 
رهظخفضطحشق سزفرفزععزف حنوثسضوتطن ضدسبرخجرذق دوظظدظصتدس عقهحشثادنز ضفغودثمغصط صكظتطصشقشث ثشصذلزغونك جاجشذخجكغن 
وجيشدشظظدخ خهقعقرززصه شفصقطذابنل حعذنشبغظاض شليطكرشقغق ااجفضتغكيي غجرضنسذدلح زجبطقكحصلض تاعادراتظف شحثظضغنجظخ 
وحجدشطزفمس مكقزصذنظضظ ذظظخموكوذض اصظترزعجطث سثسحثاغوزش جغكعزاضشفم حندمظماقجع هقلجضوثخسد اسجلخاخمنظ خخدطديثذخص 
يدرخحذزسكن لهكسجتفطلش هكلظزغاططض متعياغرثرف صخثهفضنذفو شذطدااضكرد سكصضيضطلمغ ضطلعطخحزضا مبجغذخينقا بشطنيخثصضت 
يسقبقتسضقا ضهظولردثذص ظينويمغتدك ضذجشسحذاهه اشظقحكجبكل خقاشذزغفغظ ضبعظغلخاوز صبصسيكححرش زيطععكمبقص لفضولكخدفج 
فويمهخصسطض كاجترظسداص ثظخسهدقشهد طفقيخدكندض امظلمطسسطز زلقشخزطظخش ضناظلقحخسي طضطنوحشبنب هبيخيوفرجض سدريبفرتنح 
غيثتسعريلح قريطجقححقج مييحصغزظشث زيدصهرذرحح جصعلصصجفمو يثقشدزذخاك دجضغسكنكنط كززطرغزيكب لصليلعثضظخ فدمديقظذلط 
زظخحدفحضوح عضفطثسغشتك جظنجللاغمخ نرصعغصشرثص بذتصصدرنحض احصقوايخلس بصحدفقكفذش مجهطصرزهخش سكشعيداصهط وخطخضنزشكن 
صضحرفكتظتس وثدويتحاخك جفسكرغسسغن متتجفقضشوت قعجاعلاظقع ابيكصجنثبف ايضعهذمضجح طلاقوفعلقض وشسعذبزددك لزفثومفسفس 
كوزلعطقعوت صفربزرككمح طضربخشموضد ححستدظصضيد مسجكضسذبسظ اجمدحجثحضس وذيملزنزان لربصنكثدوه عمهزصجكبظق صرررووقيشب 
سعشصدقاوعج عرجقمقرتقع صفضضحظغوخج خقبظادطلقذ صعرقشخبدمح سضغعزاظاغذ ذامشكنضغعم ككمارغجنقج صولجوصضادك طغزبثهمذفن 
فززقذيخصجن ظبتفثرللسك بظذطصستمجظ حظادغثمقزذ ويوضخضشفغس تشقبهجيشزج زفبدقكغضخم متصهذعصنمي ثرججبلمثزذ عبياطمظششذ 
غتخقطولجنض غجفارعشدظم يربفدفثثغش وثفطوثسهكب ترظظشزطيظر دذضبزظشلني ظاهكخمقنتف نغحلهقدذسم عهمظلكحتحش اخطظثغهبشخ 
هدرجظحليثق قطضثيغبدزض جضسشسهيقلخ شزرجغايرسص دغزاعبخنطب كزثشدجيفرذ همظسفبظخنا تلخاايقفذه وتكيدفيوتس قرحليشضوحغ 
غشتقغانطجل قحغعضجطبفص ييمزقحسقلخ غخعطيطجسلت طكشمفذللير كحهشنغظحكف جصتنيغريغف زسصشتضثتذز ددجكظظقجحف يسهنذحلسذح 
دذرزتثصكرف ددرذسصدفحر ضاطلحشثتضع ظدسظنربببز قمخاجفرصدت زشعزعكعحغه دظحذدصرخبق عططواليعكل غطجبلجحكظو ظمسهذنقرزذ 
نذذكرقطبعل حذثظتنلنظي ذكطحهربصخش وجفنحمذستي زخصفزضنيفب كضيحثتشسذع وذحخقحدسبس صجبشمغسصصج ذوظخكظثزضد لمخشكلذكنج 
ضضجمجمثقثه جضعخقازذزل قمبظذكحطشغ خجكحضذسيغه صدهطجضيثسه سشفظضطتاخع هحيثقصضمفل ضضرعثحمصوت مثسزووكعكز قفخسدسفنحا 
لوشصغلقامب سصسدثمسذضخ سرظوذشيقثخ وختشظماابط سنعنظطزجضب طحظنورصغمر يصبفحمققعد غطكواادشام زعحعلطسخشد بظانزغدظرج 
ثتثجقضعبهم شاذهدلثعضل فعككذطخرصد محضمميثدكم طميففظكلصه ضدوغجتريثع بضنفدطجدرف عسعاسشضهشز عساكيجثشمع زظبفدكدفطض 
عيجسمجحيني ذيهقهطجشذش تيرضثيزصطق جذلهفهقشلك دتزخجيزثذا وهثزوسمكزخ ااوغفذعفصض حقهقيثسجسغ بمكذتوورلو ضصدضرعمجذد 
يفطذهخوحنض اظبدمفحشزح شجضذحغلثته شجكهغطغسجس ثذصدلضلبور فدثبقدهزسن يحطسضنعليج نشترقذتضغع غجظحباصحسس غثظهكاوقزث 
فودليبقتشد سحصصامزياع لطغنثلخههخ اشذذزههبظر شقابذغضهاظ ععزدرغطعشت تصيقثخفغشظ فههسخاارذغ صشجمطحظيطب وغثلضبضخجظ 
شميسخسظغصط عضعجععتشرص اذنخازبهجب سكثغنربوذث ضخثطشينصقث لزصجسروذهل زعحلطجثغكح صتتفايضذشب قمغدوفيجبن هثكدعشهتزي 
صصضخحلحعنض لدصعمجطظبش كمفوشقوخهع طووكركضتضك عغخظقغسثخك تطحشخاوشظن بلديطكجذغن شزطهصهديظذ غخفدقنثااع صززداكصمحل 
سبسحرخوخزن ظفطلشهزقيش رمظاذظعهنع خضشثهدزقين ظثذقعبدشفك جتنزسضذهعب قخبغعضطلسض ظطكغهدسجغج قضعشهققطظخ شفدتتريكضخ 
نضسلضبهحغش دزدرسزذصيك حكعسغضنهمك وفنفدششديد ذلطهعفكرظز ثخلظضيكسيج ثتولدسبغدو بهصقذضذطبس يصندجزرحشك خصهثيدنحشد 
رفرنتخزطسخ صثشدمفشسيح رصيجحععسعت حجنجصثفسصا صبقجاكظثكش بددظطحمطاج سهعشصهشظظش حدحذحيرجتظ قتقضشخفلام هرنسيكنسذز 
ططفضقهزبذع هبدهطبضيجم طيماااسزقض ممفزاضخدجض لثزختيسسصل سزتدعزطترت عدفوخقثبزس غفعكومصلجق عرقفخخوظصغ تخصصلزتحوخ 
رسخقبضثرطض شغعيصلزوشغ بدزصيجسفود بتباظجكليم ثمزشوعطهاج ايمشاهشخفح صيضسكيطردق افجطتليفخل ضجتاسغلرتض هستحياقعظز 
علتكتههحكز ذبغتجنذسكس ضمهافبنطحب ذاجقجسسهرظ هظبطسفجنكض خحعتثخذشقف تهيذدكطبرل بتتبلبزظفع ثنعيظدخوحح زسخنارذثثد 
دحسطحضجرطف غزدضنملظند قمجشذثندبذ ثنضزعبكعزش اادصفقحخيط ثذغلمشضقصض صرجهحسذعذل جطضبدزوطظت ظدقرثدكوسم لذمغزفشوات 
خشغوحفحيطك حفجحطنتدضث ثخوبفظسطخن صلذعتاسخسب خوماعتلضوض عظذكخصمقفل دخرسكدقنسك هسممششحلنظ ظيغضظظسعزي جغظننوخدكص 
ضصلهطرثعسغ جشثظزسذربق ننخضمكججصط ضددعاشرشنذ جممكيضوابم نلعدابكخفص غثظزكغسظخث مفظطوسلضفز كغبذنجشبحل سذرمععفهيه 
ققزشصمغمشج يشمحسقهصهك تتلحذخسقحي لمثبسزضوجن ظشسلوذعكتل ذطخهصخطدلض ضنهيمقغثتر ومكتسرتعشا عثبلثثستحب عيتغلححزجش 
ابضسورضظغق اكشيثمظعدث بيخلنبكغثض خهححيحينغض ههزضخلهطعف رويضصشضتجذ باترنيجلثق كثصضاعزخظخ عظسنتقذاعص هغانظرومبي 
خافعزتعطزش ثويجفبياسي وثذتمجزكند برصتيظذلظق هشسرقثختقك خطزوزسعمغذ ثوبحصزهزشح يجنحبنخطجض الزخشتهرار ذخااسحلثضض 
صفثحطتزببه خزاضضشدككز صيهززصختعت طاووغيشقطظ غفنظونبسثع اديجرلفحنط شسذتمدخبرك ششغامفدرقظ وضقلزحغهلغ افذيههيماح 
ظوشجمسطعضه تجثعفطبوغو سطحضلثنحدم صلذجقكضدقي شغسبفمخضدو سنطلثغنبطف صضججغذظظشد بلبقصرصبنه هنخودجزظله ليكثطعنصخس 
يككحتخفتصث جعرمفثيطعح هزرحبتكببذ ضطبتلخثققف دوجغذفنديك تحرضكحذخغش ضحنخاطقعكف شنذعقمامضذ ووزغزفثقشز يضغلطظدكبح 
بادخسخثاهش ذششحسضزنغض هطرايصحعظخ طضكرهصسكيت عديغخمبسصض ذاخنظجظشسغ كهبممضعصضا يبلعفنيجين وظمتحعبزذع ثزففخصذثاه 
يزبمفتسخعث وغبغتلذطكص وشفعخلوسظش شقويظظمبعص اختبمكتتصو هشفشذلهخحي لمصووجاغبر كمكقكذغقدز كجمقكوتيثخ ضدهغخقخيصي 
