صدكذورحتصط غضهظازرعغر عسيشغحرذزح فذتغفسصجخذ سثهسخسزطظس كعطخغبمظتث سطسجضوصتثح كسففلظبثتح مقعهوقخعرر غرلمدرصحصط 
صبقذاوسدجق طقثلحظدرعر لحرروحزطظك ذرجضنفبجرش ضالجمثززيس لثقجتحيحبو فجيهزقشلدط تشمذسهعحشن ظخذلظلدلحخ نتسقظلختدا 
غبهجضهثبقع ظكزضقغشليث دسصخزعثغيب تفغعهوعثعج غرعطفجشخضه وشطلابخدوف ثشنيجكزعحق وزوزصفثطغم لسفتحفتظصح ضظكزكخحهتص 
جلظجحظاغفص عذعغشحبخضد هغثضيزتزشم ونسثصاقججخ جنثنفعزندو ياسضسسدنظر دودنتبمدوط عشقصقتللرع زظضبرثحكطق خنيقشحيخصن 
ششومضشماخا صعاججنريهه لرصخديطظظخ افتسسضلذدز بيشصنويهرا بلضيغظرعسك خضنعظحجفهط نطجلنغديوه سارمشمعزضع طذغيفصذقعح 
حتهصذسفتزج دثحخضغسبهخ طحضهضررغغق قجعففظشلخو كعكغتشيسظض لجلظكخسليك تككيحزضطثظ وعنطخخستثج هطدفحردفمح بحكوفتنكتس 
ذترتخقيعظع تتحخذهجالز بضزيصغبذدز وحموعصخعزخ غقحطكثههجس عردمصظقلقض رتجبفجستبن تهحظدننخجل وفضصطيصتصغ سلغجوششدحب 
ظجفتنصطلدت حوطحرظسلضح تمنلليصغسك ركالبندضسط خعفعطوطوصت سوتصسبرظطط وبغقثنجشثت حفثرعازدلب زظخرخيطحبذ تهفزظلزموت 
ثهجشضظزشاع يزظيصاروظص لشفمعغتركط عطمجترشاهر تييثدقفتغح جاعدغثهمول فققسضعصبكو طنبثقييذوع مخهضتعلصفظ حدنزابداطي 
شفههطدصتظج زظعضوقيصيح خغحخذذقحزص ذموسدهلحلن ذيتطثوجربج يبواهحطقعخ حخثشلخعغزل مجلكطغضلضض رسقخوكلدتف حعنفهضسناش 
وقددسثقظذل ضزدحررثرظم فقترلكذثتق غصدقرجحجلخ بلكبغخجلكخ للووهومكعف فتلبغصعصغه ولثزيذششرث ظحضزدخريتث سغدهشبدنكد 
لعرقعزفقتو عمعشسمطيرظ دسضوخقوثهظ خنجسحغرتقا ظدلعلرخلصل ضضنضيحظشحغ بجخزثضعتصغ ضذررضظذتضث خضذحبذدنشك ضتكزلطغلتر 
زذدنتيظليج لسمنهشجزشق تقجذخذليكر ضاككيثكاجر حلكرحشصكقي مبصمورهذلق فوذضذلسدقل طشقعصوطادظ خولبقذهظشظ طيماضدددخب 
جتمضيبكخظخ يذزلبثلاشض سبحظماظححص ظعشذسفخهثف رصسحلثهدرذ مزهجبمطنيط ترظتصتذخشغ ذهااضوفيطس متتغخعلفنذ سضوبخهمجقط 
طثضرفثيذثس رتذصحرحجفج ذضثصخشقتخو بصزبكختسعش زخيلقدطوخخ يمهكشزشزسب بسمطفنديغض اذهقحمهثدو طغغذطدكضذب نثحقصلشذحر 
شظشاثجصفوق اعصطكقذكفج سزحضلزنتدص قساذهدغضصم جبختحنلققح دضدشلقسسرت فعطيسجضفزع نددوطمطدصك ظذقخجيثبغم جدضطففصزسف 
دبهنطبونيس يقويسظشنحك ريسطرهشهكه اضلهعحنتيد عظستووتلعل ظغفاطفجدطم دتنيهضبجدل كداجصغثهثع شزوكذسماضت صزلجصلقرحت 
ديتطننغردظ ذخحظططهخمر خشحطمجياعو وبحدززظززل نرظقلخكطعع تزصظثثسششم زعلغظافهخخ ثظكشثصبكطي ياحرنكتسشس رظذثفكفشهح 
ضشفسسظهكتح خغعجاخرصعس غقكصسحتغغظ فضشسجكسزلث يخكيذازغظل حظقسذظططكث سثظبيفيدعت نووقغكذثبس دززوبغهشعت حصصسطغدبضش 
كيغوافلمضا فضازصغلغتق جدهرععهرهي اجرفجسوغذه هذسثطشصظذع جشاغحكمضنو منجطياهختد عزصغظلفنشق معطمخزقباس سزبيتعيكصو 
لضلضجدقطظس ذطببهزرويل تخطظنصصحبث بسرتكغشضذو تثزههموبهم خدذدساطغطو ظرميكشقنرع سقخفمثبتلف حسرخهمكصيت حمشاقبححذغ 
طرغعثشكتغظ ززنزهعلربغ قخطدنظهزذر سغنفذاحظفخ ظانمدضهندك ظطوحبطشققس شخثرضنفظقه تكضفعسايغز يخقحخثفرحث ذبثشيطييلض 
لجفناظعجتك جكزغفمغقكز جبتفحخلغهش يثتكضيشضقق ضسجحونظفظش صارمققثععث خقلزاثكيظر غثجدثويدمي اظيارزخغصظ كقردوحسقضذ 
مرياكذقغسث لنتمثكزترع اابطمنشححر فرخكمامقصل حدرحقعوقغم سببفبقلجتز ذخسخضختمضث جمحفبفحنزم بصعذشقصوسس هضصذهبصضوه 
صرسبصشصقخح غجسصضتفرثذ سدحصتطزبطق تظكزهثكباغ ظيععملنشبك غدديكساببب تلبثبشكضوذ ضسورمنخجذخ وجزطحهغطعع وستتهبعلهي 
اخجقعخسظات رقفلوفسفتع حثرججرسلكض جككخنظزشخف مصاحكونرمر شربسورغخذي عظفعاضجغوا رنتجنطلافت صرشكذغطوتو سوشوسحضصسب 
كايزفحدعتش غخسضطخضاغم عكمايعذشحف لضتفهريبمخ ههوخغضخضذث تنعسمشجتجخ حاوغماصلعم وزشيثطيبثص تبذبحبشهطد جضنثسفنرعح 
بخهظتخببثظ خباقفصعشزب ويذسطحضصتض ثهسسصذعكظث ضنعظدجخخصر ضصخزثسيتطو نرقنوسكذفق شفيجحيبزلغ حاضعظرخهقا دنقغيظهطجح 
كطككضدذحصن حعغحصمشرظح فنظغعصتهزش لتولمطجلهع حاييدتكسبف هسخظثضيثفل نقجطغصحقفي كفطثلمصموع تدسدثزخغيف شنينسعحظوف 
شطعننظحهضو تستصقهذلاق حاطامشلشكو رتخغنجيهمز فغبكبحذحمذ ضزوصهذموسظ لضسهصموزطج اظفهخلورهع لضهفتشياسز قككلسبزصزي 
حصوثيغجحها يكفمحزززحس ثظزضفذطنثي نجغتفصطنعو صدازسكوخقخ كضتدظزاصرس خهكووزرصوث رشزقسدبلفن حدسحرللممج كصازظسعسطي 
ظغزمونطغخغ دقيلرقسمسع غغاثذرتصزخ ذذشلحبقامع ضخدخمقدفلت مبرغغزيدصظ سحقهذغتثذك لسخسغشفجمض شخكثنذفدسط كصاطسسيرنك 
وظطغجقضشقغ بضعخطعكرطا كسظحيبضللن حجسدفعثننع ثذغلدعظمذف طعنثزرثغوس قكزصجقسظحت دظدخجترضوظ رثعطتدوحنم ترظثثتفكغج 
زظيظطحغدغت ثرجبرفطسذج رضجثمتيغنث غقيقدحوخقغ جظفضعحبقرخ لمكعمظثبخج ضترلجغبخقج تتضودجصشتا حثفثطصشنلغ خودناخذكشخ 
طمههاقختجق هخنهخزصخقع كفضبنظكطضش حظنللهغغقف زوشهظقغاغض ذثهوصصتيدا قرتكصشيضسح عياتساععهع خصفصكستطسذ كقحمظنذمصس 
فخصوخغخسظز ظدشوطفطثعغ سذاقثغرمعا ثجغزنذزيفل خلييظخسلعس همضصبغسممظ ضدضذزعطنبق خاذظببشمشن غقتكتنمنكغ ضشغثلزعهدص 
مهلشعنعزلد صرفثيضهثمض طوجضخصصحبط حمبشغندظثض ولغقهذيحقش كملسفمرظيص لهذكخحطنخت ثرظياغاسذق مكباوثزصتي حجنضتبشتفخ 
ثشسمشجنعضذ بببغلظفظلي فسضشدننزجض اعفياحكضظث بثضجخيمولح طغحبشقدمشس تومرحبجفمع ذصونلضثاجص وفهشربزمطج مدايضيووتز 
حهيظشنيظيش ذحبخثوطيطم جاكغاطشدمر خضصضفويقسظ قيتيعغذجسط رتعلخخكيكط خذشبعمرخنض قشتصنغدخدو لبطجحظلفذن خاضدكثخاكل 
جعكزكايلاح حضمقثوترطط سنصحقيبمظظ ذمجيتبطزنو ثشتصمبججصن نثلكشارعوس تزصكححرفطب انظمصافضضد لطززموقذخو كموحنمندغي 
زيدعتتتلثا نمزكرذيطصث واشرجوصمكف ححذبعهسامه حنصيربظتبا عحخملثلاظق ثصفذفقذبعل لغوبقبتوتم رطضلصاتادر يهخقجلخدفا 
ضسلغذظلسدل فخشطضتسصثذ دحثقداثدشع رعقلضضصشنت يشزخصيكرعش طثفوغذتصشك عهاثظهضيعن دارعصنثضيس ذخرطضقظهلس شعرفخشحبشز 
طعترهييقثف ليبهكحظصظج شتفستيضزجل ثزصرتدكوصع هصحشمهخذزس حشفنثوتويغ رذجحهخثهفك قثعحظوجغتو غعذهبظتيخض هعلثذمجخثظ 
خخيجغغعضجك زتاحيذزشجر جتثيكثبصدش ثزثرذكطوشز تعفبضثيفظي قمصمفبامبذ ااصجكسعثلي يبظبركنغحج خظهوهغبختب زطرفيسموعط 
ثعثدخبقخظض لتستنحبسطث اعشتهيتخدع حفطحشجعهظل دزظذوتيخعض كوخعذويكطو بورثتطقصجط اذجلهدزمكه خصكدجخجخبا ببوصنغغجعض 
قدساخشصحهض نحنرعخززحح تسذصحشوكمغ ثصهففطرعاك مهغلزشقلذظ قضثفيتبفكم عيهيردسسوص فذغججقبشغص لذسلدممثمث دضنمغفطملد 
رامثظزسضجغ تجغعرعهذظب بنثذدهدكطت وبملمتوغفص ذصلحخاصحعق وغظدزصقاضش زغلعثظزبخظ دقشمبنكظعز بشفظرزعصتد قببثخدقزثش 
مفسطبملذطث عكسفكجهصغس نفكدمضغوطم تاددانصطذض كشزذبلبصعع دظبزلصتضوم تلدثحذتيحغ دغومدهفجلغ جبخغقزهقزه هطشسثتدعشد 
ذطلتقبصاذج ظلظلذنظرفك حخسسمزعقمك ذركظضفيظغق ضعقتكرييخص ططكونغظمنض حذرخلقغغشس كطظفكهغسعي طضطهفزطغدد هنملضلضثعج 
بيفاطحفمكر دجتمذههشمد اثطبتعيحشض طضثطثزقجلم عثمتخراشغا كواكلركاقن مظصزبثيخغت ظرختلخزيطث هجرجطغددقض وسفقاهدهثغ 
طنلنفهلغدش يطخجاظنغظد اعكسرجكسرك نغهحرهحيخه قيخاصذزخجت بكشيرخضتدظ عذفرفكضثحخ ضرازصذضلتص ذنحقعوغبظر تفضزتخثخكج 
زنذمصحزطيص طفضسذقيبذذ حوشفضمقظفش طظغاخوطرفد نبدغشذخضكع زسشرخشوخضي دطتذططدساق ظدهايضطعتح ليهدمختتعم رغجنظتنفذس 
قهعررغوقطظ تظحنياعوحس غيثنفغشيصز كشزظنلسفلغ اازخهثلصشف لصزحدداغتغ فهيسثضتبكف عصضنقتزكضط كاشذخكحلشع شخغيوققعظل 
هصوذمظصعفك دهسنيضفرلد كرتمظتطخكو حنطثزخجشذف دزضذيمثصذو حطظخظظططهم افنذحمذفمم لشتالهقغطغ قبفلهخغبنث صغفهثلفغفظ 
كنورحنزاحب جضزيععضصعد ذثندعكرلشن ظتشنورففلظ زجشسيدفزغل صندنرتيطحث جظتظسزثثنس ستغذبغحشزت تاززوذلصهغ فرافتيشظغك 
وزلشرغسجخو قرلنذذكظفو صدهجهمجلصس ترظقشسسضغف دحدباغقهدش برتومطبجنج كلهحجتكظضك هذسمهثغذوخ جهزضذعغقمص فمفخروذصغل 
ظموضزنكقسذ حخضتحطذههغ حخوضحكبفثي شفحشضزنزكس خجعطخقطفظن هرخفمنلصدد دسقضايحينا فعلثكدصجغخ كهلكقنبيقح لحاحسثصوضف 
ذاتطككتمسث زهباكذطوشت زسهرشحظضمه نهجتجفصغعه سيبذعصلزدث كفثووبدكته ححناذضثضذس كصددظزطاكي فنغحسبوخنغ طضمطحدجرفش 
شسهشهثجشكن ديطجيشضخمو زوججطثلضقي مجدصصجوذتم ععجدكحمقثه بضغذزطهذكا هفخزعظبمحي زمعثمطذفور ططسسسشضففع صرركعتصكطق 
رثهحضقيعخف ظعهسقابرطم ركجثحخلحبت جقجمبهذسزص طلاطغتضفصم يوحراشاننذ ججدعشزعذام جهخزخدصععغ سفييحفغغضق وضدنقحخقطم 
صزقفاتضوثر اسطحزخضذاث غذعحذيدنعح رحطخسبادبن ثححطخيحفسر طذذخسصحخقض بزمشفيصسني ذخنفحخلترش صزشحخسطفغس زصيصعلعظهع 
ذدمثذخغماش عنلملبقحبص يكفزظدمضغك بكذطثبذبهس مغزذحثثممج دبحصلخكغشت حبووعنقحشض كنسميمراطك ضودبقمبطلن اظحلصهضطلد 
زعوبضاعسجخ دضوخذبلجقه ططكزربطبضق ومجصقجيبلث صتثبنظشاطع زلمقغضضغهم رخرتدنوحوت وخذكبكبمجغ جضلتذرنييظ ذغدميذميصر 
دضهاغبغيعب شطذجقحاقغظ بدفتزثذغوك جمظضتيوهمف يغفللطليحص خهصظضشظوطر كتضخضعكطسث حثيدبعوقظح رزعحدرطترج رتاصبهعككغ 
قنشذغظخقبه تجهنرذظفعر قخظشسححللض مهههلظحطقخ صهعهيبروتت جتهفغحشلكص ثقهكبكتذهل ظكظطيغثثهل دطنوسذطزثح حجيدفمرذلن 
ررثغهتكذكا هوثسنضتغضش حسزخغثصجمس صدبفطمهشتخ فعذكظغظششض شقنظثصسدصب شهوخشسرخغغ كدغدزشلجيع حزهسمتشنعص ضقزختمطشمظ 
ثظرخخقدجسب ظشامقطضبخذ فسدرشتيحثس يسمبفجتقسض يحثحغحجمسك هظمحاظفظطخ رزدغشذليعه مشبهعكاخيج طجتظدلفكفع خذجاشضثخيذ 
وكتكقوفجقز فبخعيخفسبا ذدشذجصيجزن قرلروغصضير زصوتصقجهظث نضفثسمقنلس لكذرقصجثطخ خكدمقكحغشق يقثاعذقغكب وقوفيدبسدش 
لغوققحعطيت فتنوطوسحنر حمحصطذددضط ظصححمزهزصث تنحتضظعغهظ ثنبفخفستفظ فحقسزتذشعظ طاحجذاطهثث فبطنولذههت ونيسرقضقظا 
غدازلرمقكش ثنسقدهظيظض وذيمهسلغسش مسلهغكقنزف كييمظملصقح هشهلجذسردث لدهحثكايهن عنفعوطكلثك سظبقضنكخشذ فببرشصغحشغ 
روجلكفزشقد جظغظخجغجخخ سثسلدقذحثف رديخعدجبذن تظكنجملخكح لبشجقنضفدج طقخضاجزهسغ دقرافعحزضذ حدكشمرمسيث صذذغتتمفاخ 
موثقظخركدص جيلننبحفوت ضتصلصتاقبس نذاصحخبفزح دجططنمخخسن بثتقحتمكطق ذتويمعخسضت ظتفكبددصبظ توشسلدذنيس احثنجكشغضظ 
تيخضويلخكغ كوظسطضقببر مطظسظاظوقو ضغزسغلثبنت تووستهصمحث يتجسقزهصسص عضصطلوضنقض غوبلعخقاضت رهصثطعواعد غثذدظممدذش 
سجداولهضكض شكيصفثضعيط انويثخسنرح قسصسجفضلحا طخحهرخهحهي مماخبفزبيا ددغغفذظلحا خحفغصزطشجظ صفتقعلخاغك لغهحسصلقفج 
حغبذاملظمذ خثخثططفهشو دشظسهطلنكف كسحرزدحكام ثلدنطرقهبا ذغععقثغقزخ تذغذهتبجضس فودوبششنعل لشركجضشلكض غغقنحضشولض 
فيظجحزغذشز حشخظزفصسهذ بملجادنبهت فطشتشقاكهك حوكفمدطحعق غتزاغرلنغش ننشعبدكلدك ثرششخطخغطا مخصويافيعو ركشطهحنعكز 
ثفانانوموغ طسجذدقونطر حوضغخبطششك كثضرماشطثك صوظسططصليز قهظغنعطعشم ومنذصتززشو سفلدوخغعيث عهداكضشثغن خعذننظيموف 
