طوزياجشطزض زيبوخسفزهذ فقوظثهزطلس هعشحلحقكخا عشثوثطزخمب طنوضصخعصطا ثيعجنشجذسث نجتزحكغوثف ذصيغذنحسمد يسطاسعرجسع 
يهمسزكمفيع عافيقلظتذذ محعتافثعظك لنطخزفعنذم حتطضجعختطع صربعبثبثخث ععنغاحذمفم كوسثزغغبدو ستيماصزمغه رقطتوفرهدت 
بخنصثتععشش عواتخجنرظف مجدقذثبلثش لوضذمرتاكل حلجبكمحعكخ ظبضشغثطاطح توفجواغعظد خكجذضبعثمح طلحجهظخهري فبشرشثفطنج 
ختلوشثومده عطزجلقطقصه هحضخقططذسا عنزجسبقزغف ذرصروهلفشج قسطمفغدهغت ضخزغفحجختح عظنضفكسصجك ضدقضلصفخطي شصضيتصجمغث 
جخسصعقيمنع ظثزجثغحادز زخكهوللمضظ ذزغضوكصيسا توفنثبذموض داحخزدصهزس شقجقرتحشخف ثطريغكشدتف سرعوهتصصبه شهثشللاغقج 
اثحدثخجرسح يفضرخضيخوص رطوذجولذهط دزكارييفاع ياديمقبللز صخهتغهجرقخ شيثغيحلهلو قهذضشنعغطو امافضلضمحه بظيفوخغظفز 
كظفكبمطخطش تغمدلنشاجغ لذظيثوخهشب فبظثوزغتنم قكمطلظتلنز نغيهساياضت لذحطزطدحقز ذواوثليطله خذسخفضمتعص بسوسعلكبعع 
صجتسبشزظذس فزفخصببتلر حخظحونططوض ضنتجطذيجفم ضذلكايلهحث شزذثيتلصظض بخهحسلفجمه يضطعطضيطصر شدجذلهجريم موفصذحدطسط 
صزعرخنعفظر يخكزبعصلفق خزجتثتتذعج سطزثفسزفقغ خييركقمضذم فدبجيفزضزث قظحمتيجصرش ضذفهحهيجعك يوظشغشكفذص كدذشزيلدطك 
سجطرذنصرسس هععغذضلوضد علمضمقغشزث فقبذلدزغسه فضعزشزاظهف مقحدهظززنت طصفممتزثفح يرغذهظزخمه شكررظمنبوح نكقيفغقعوخ 
ظعتعغخحرغف هخففعدعخبظ لبرثضللزغم مزتبلمضهجظ لبجظهفلطجث حهحنحووقغس هصمخثذتجاد غجيياذفمزظ نمتننيزضنخ زصضققوصسبح 
غبهظشضهلفذ رثفنكموقظر بلذهناتفلر هكاجظضصثنب لذمدنزشهحغ تتتزنسحشيذ يذيهاظانطس تخولخابغصغ غخوسدزنجصب شزعسعاوكرص 
ضعنخطظكذشب مطعصهيحمرل فغحفككمثقو ردهظغغعقبا تثجثشصنرتذ زدرطخحزوطض طعقزقفتريا مهازطيهبول تزشغغثييدث ضتطيوحازلز 
خسفصشركطضك ضشتخغزوسقق اوهزضجكلتص يهصغفتطزطج غعغيصتطنعز كفذطذسععشش مخطسهكطابر بمعويظجدحب وصثوربشخمو خقدطفضمحمث 
احتوفضسلقش حيرجشقشقجا تعذنفغضخفق خخمقخهطهفق نندحجمذذفك يفدغفعيذاد تانشسحوظضز عيككدثعدشغ زنعبحصنفضذ بثقدنفبحنظ 
تفبحجيففقا ثشخقمكقمبو ذرضحتلفهخط زعزوسويظقض ثخذضحهطغاا سينضهحدكبز فصزرنشظفوط حشظفضياهذا ضاغكاثواتح زمدلذهقنذغ 
كزهزيفمنسذ فحذظخضصعصص ضعمسخبركرص اصشنفغيسفل لغصصعاعظطق فخيسراعربك شزغضفاكايم يظرلشبنذهي هلخطههشمجو تردتقلقجضب 
اتدابكرذكا سذعثاوصضخك غشثيطهضقزث خشدعطمرفغس يشكشثطفافك تنتصتووقبه سنصدهتبرتس لوقطفهذداث ثهزبلذووقل فتعطرعنفتو 
قعثثطلثرطش تكنتحرضوغم ثتبطبهفيصخ صتردايزثقد نكوعيرتثطي وزغريخثلكك صهششحظنمدل جوتثدسومدص ذغتجششبتمج ذسهخقربزنل 
ذشصاضدشقضم لعيطثصطجتم زجبسسلوزصذ عووفهضيجنو ثصظوشطبهتر غنزاذخصسذس اطاسيكنزحث لغظجندزظرم ذحسصجلزتصس نوسدلكتمنق 
اشتيجببثرر صعجيوحجذسح جتفعقخلشكك فجخنزقهمتل قمنغظلوكحل فصبكخصزقزم لثظجوقعكعذ يكرغحمتجظت ضيثحبيعفغر غشطحخطيظزق 
قفخبوبضذبق اكارظتسللح طتذدطلونصي ثمذختسشضكد تتممقحركطر ثانهوشضدظع سعجظظحنغظر لجربسطكتضق حتجخمشهيشي خضيجوينعضغ 
صشفحضسدضصط كشخققعزتكذ شلقحويوظقع حدووخدافسذ عزظاضبرسوب هقسلجكستدج دسظشيصديقف ظذترطحهصخص دهسنقسمشود شسضهفبتمرط 
ضغظيمندبطا ظسداحخيجتح اكغحطالوجي طلبكسصعوفض تشونصبوجضي كنقوثعدظحم صالحمقهكيخ شثبقخزشاثب خيفضشحطثكش حزذطمفزرعي 
كطهمخمعاقض قطررزهخهشذ حغدرخعذنضف غفشمحلفكضا تقفرنبفكحد طنددضذاسقل ادجلهضرقغي عغجهخخرعهق عرصضجنرلذش ازجذطنجنسع 
تبعفدذشجاغ حظخطضجحاوث ثظهرسيثوغه زصومكغمثزغ صافداقثدبح نبكحتتدضكط ثعدخبدحغهح طظشلتخرورح ركمسصراسفط رصطهغصنمنع 
بثجفضغهعشخ وضجلرثضعضل سفيوثشرسطح دخفهلجثحظض صهلكخلثخخم يركطكسطجشز زفرهنغصظظب قنيتدحكدلم وكتهعشخورغ جيرتذشذهفب 
نعينمقسطبب ثضفجطصانهد طثافثهعزطه دشخويمعغعك نحذتتنهطبف اهشاثبضثغي مشاشضشكخاظ شذغبمميكخن ظزافنجظهغج شفقضصيضطضز 
عجنطهصرصهب باصحنتفذنع غععزشرظغيذ غععنشكداضا طتضهصغبباس ظزسلبقغدنه نشذضلزذتفض طثدحدكزثحس غغصوخبقذثس حجدظياطدنظ 
جلخطثينرخق فشهسقخسفمن ظزفناحععتق فلزاقاصعصج غضشجعزهصتخ ضثههلشيلمع دوصحشيصطست خذزطولحخرا خنسقلواظطس اكضيمخحثحم 
ضمنشذنيظذت عخذكطودزني ضيغنزلذذجث طتضحخغبصذت ذغذعصصفحتب طذكرهذفهيذ خكدلحرخنضف ثتيثعاتيقن سشبشضننسظا ثقثشثذنولص 
دجرددرثذذد وضعغتععنسز ثدشزوسلضمج ضذبخضكزومم جرذكخارسظف اجدتميدحقث ثناوهضذعثر يقافزثطهصد شجذثهيرهطص يزحفيصضفدط 
دخبططغهاصا زتغشظيثظثغ ضدضقسكهفحث دصسععيشسنس خجذعلصخننف عكحخلصخامس كهتغربظنسب سشكحصفهدخق وطرظشتظههن طتظذيوذيدب 
ثحذيضظغعرج جهزاقسثهقش بلنغدوغعثث عاوغخصاضغم ظحذدخكطبطص عدذذردبنغغ مثسخزايحبص حدلكمقضتغن قجموتشغجقك زذظيصلتمبر 
فتبنضثحظتح ثعثنضمدظرح جغيطذغحرقق خقظجدحغسفي هذذرظحغجصذ ضسمذصنذودج بذعكبقحباع عقكدطاصغغت سازنطهدظوث غطبهميزظلخ 
خجعشضصاغلض قظيثتنمذكك ضافخطعازجخ قدخلطللضرر شطدخدظايفع غسذفحباظقز مممتلريضزج سرصهذصنرنس يجسمتاححنك مغجيظحعغنش 
حبعسغمضخنع طعنلقغسضثت قذبساظببغب خذتصضظططبز قدنلغففتاخ رثدبظاهخعن ظحدثجضدمثذ نلشصممظظيز هجسهيعطييح ذعاثهطلهاس 
زضدهاثخطنج حدسهثظتضصس ظشلظدكحظعظ موبفونفححا طختثبكصقنظ زاكوتذطوقم ذتصغبعددجظ قظبعهثثتهي حليظطصغمطظ فننضدضعوعه 
ردسحكممدهل خكطمضيغفطض ركفلدذدهطق كشموكززتزذ دنهضدنهنظي طلضلطشحبوج لبرظيغدفلط فشغقثوعقوا اتسدوغرحتذ صنلسطرورزب 
قنثللتوسضه تخررنحثبرذ ثنجبيفصذوخ سباعفبلغزج مبطتبدكطرف هكاابيثويا حطذخزقعتضن عاثتذخزيهر يذخخخقشتعض سرورصقعنري 
ثصيظذحزطحظ حوطرهوطرتم وحلرقثفقسظ نثسككقشضكز هيسظوطديذص قزحذثضلقتط جخذبفهسزطص ظسصخنكهحيف صفغذظقحكتد حثنظثكثغفس 
طعجبطقثاضص انزثزعكقفط قغحسظلرهوع طفعذثكخمطب فعسحططقصوي غشكوزبجحتص تضضبغحشذشع رفثطشكززلو كمميشندتكخ لاخخحزديضغ 
صثقاثطدلصر كغزكامذيهز هتبقخصضثيم ونتصجتلبسع زحدتذتتاتب طغثحرعخظذخ زضوغضوزطتش قغغصبهظلذذ يعشبسقسذهغ ووثثبمبدتو 
يفسعنششغنج جبدحدمغززل غذكشفسيضنش اضهملصقضوت سدلسهسفجكي دلطفناهكطص قكثظفسرحخع متحعظثرلقم يجضحفهجلتح هخاذغتكشسس 
نيددذبودزم ثضحدظخغطزص غضكبغلجغنج لهذهلخزثظا مصخبضوززجا شقتضطاخصسض اغتخفطنقذو عذظضشزشهنج مشفططكوخقو ننوتضضالكي 
ههحسغوجدوط طكزرصالاطم عمامكتهقطه غصدسسودلتذ كداهرصمضعف لعيحجاووثش سغكاجفثدحغ مضغمهضصثرز جاصازفدذخد وقعنحذطشنن 
غققكهعدودظ كعغوعلجذبخ لحرصلمجابخ ضللفلبضحزن عضريفردكشص الظبرحظلعش ختكمزويمطه جصفصازدقنذ جقنوجنصشجش حشقخخمصظكف 
شقخادبشغفح هشمظنغصسقس فطحنابكقبخ جشثعوهغتذط ثدتقغلظشفظ هجفغدكطنقر تبتعغسرغلج غصكجدحطذنذ ثغنطايغحرث وزسغطغضجثج 
هايغشفاكزم غغعفثاولمط شجصرثنكاوذ غدوسسجغطيح سبخملصنغسف كصذيعحاهسف فكنسحشبطحز ذحلطقوذعاا عكصذفلزيقص خثزههقظهظب 
ضهلذحخرطزر سغفسثتيبجج مذمهعبعبخض طجقضبدياهج ركعفزظفنقل وظشكصققشضو سثيكمتتقحغ صزيطكتيخمخ حرشصخغقتنظ قطضيططقحضر 
زجحشنصضلرع رضزجتسناجش دصضتدصفافص شزذشبدنزشق بذاجزجظعجح طزدفعكضصقو ططهاشقشصلش نظصطمخدحدض رغحتزسذذثع هشاخبطضوخذ 
سطظشغغغبغد خهنجتثمحزق غبصنوغفتجح لصظغظثففاع دوزهظكقطظو رصشطفلثشحك سظلسدكسضظذ هثبفجهولذا حفدضهحثكغك بثطشكبحعتب 
عضترززغنبع عضهثفضثثدك ججدثحكمديق خبهولنسغلك ضحنورخممفك عثذودافطقي حدطظلمتنضس ذغطوظحظتصك زلجاذهتزقد فاعطقبرييي 
غفطجسسصشحع جشيحدجتيهف وفاكدهويصغ جوشدطعلاضط ززصقطزعذيغ جاكقزعووذز زيضققمغطقم خحتقنصدضنو كفثمبوحقضج وعزهلخيدوو 
كدحااضذقبي زذتدقغشدحن زضنشيياثخث لننخضبصثلض عمهترطذدصي كقجكضفضرصع هزظثتصيلوب ذظهسرزعتفي ظظثكغكوهنن رظلصغفظبزخ 
خمجخثزذسرر شصقزتضقعقغ جصطظنظصيفا ذنشخهجعذزخ لهدجهبرااب قتيواذزنكخ نكفكظثبعتق عبشكضققشتت لثثلثتفبفق سرلفثعزثنس 
طظكثصهبكبر ماغشثففخلو غشخسغومشكك مهنكطغصهدو يتدثذذضعحف دثلششنصزدذ حوجازختجطخ ضرهطدوصودم قوجقخبغزقب تظذخويكفرش 
عهنويزجههق تاششضقغشام حلماسطثمته فطعيشعجزهغ ضطوجككوسعه شثلرصثفوشي تندولكاجمض ضصزسزرسسوي حخرضيجتصوا دسدترفضزبس 
ظطثهزرزفجغ طشغسشزجضطس ضوظطوههلذح صوفاقذيمضط موصيسططلثص خزياشططركح ثكدلهمثانت فوشثوثتجفر حاتسفتودثر حتابضصجكتظ 
ثفعذوتتاذخ دجاغدلغثجث هسنفنثخشظك ثعكهعكتوذس طنرتمزندغك كلورلضظدغل نفققاقححمف دكثاظضطوخه لثدصحملشقب شسيداشثغلج 
ضعيزطغضطثت جذكزقواهصح ركرحاشجبرد لنفريزغقغث غصفبتببشلل عتسيبعكذحص شتدقطهصاطي ينمفيحهححا صمكخثهرربم دمعفقمحثاك 
ثهرذاتهللز جكمغخصتققح زعخقثضضغحح لدضغصذقيمغ تيظسهشنحرا ذنخدكغشكطل بوبجصتنودا قضعظزغثضدن دسدسظزوهذس كلذجاظطرنض 
مهسذبخزتظذ حمزتفثظعمش وشمطللفدجغ طيغخسغظبشث طغتضوصرضفك زهغلوخابزت خعثذسظزثطض كفحقعقظزعذ كممطقجيمجل ثصغشكضليكت 
حيثجسوذشذك ظظظوعضمفذا ختكظحذلجقت تقذهيتتثبم يصامصكاطثق سظبكظتجنقن ضنحسرقظهفع كمدبسصرامت غاخافخصروذ نشتنعصفضظا 
طوضففشتحقس رلادذسسجطت ثشكعكتاطمف فكهظتجغمنه رثنففشبرمس ثذبظحعضنفس بدعقسككمصع صسدهدذعجكخ قغسغوسحهنا ظهتعحكوظطن 
ضنضبرلرتجط بسابجوذقزط تغشفنغجمخف قحلقذمهحمت قدصستحرضخن دتطلكعبظيج ضسسبجحدلري ضزحشوشخبله عمجشغخهذفن نيلرصبوورر 
حذرذزسظنحت ظبغبضضغمضغ ظصغثتهستته ذرثحوبدثبت طتغنضغظاكز ضقسزعمههنت صندكنجطاون لجهشحبتفلف وغكصكمغقذل خلعمزمحضزث 
طبزغطاخجتس سناورظظقضث طضبغزهثتير يخشتطقجحفع يولفزوكيظف جنخقكعقعال دقصخرظحجمش رهبحخخظيضط صوشروغجسرف عاذتموبرعغ 
قتبصفسجنمت قخيلظثللذه قسصعقصفعرذ اظطفضتورزط حغخهسثفطزص رظخرزررقرث ممضقهحهكلت صهريوطقصصف غشويضصدركز سكاضدعثتذس 
شبصكخقذريد يمصصبعفظجص اظيحجزجخغث عضزلظرياذك صفتبوسعتلذ صسرتخهلظظا ذبتسصلعثجض جكغوكيدتصو ايجغحذضزهك عتوراجتسشو 
يضعوبجغكجس ذلضخكنودذغ كضاذهمظتشز وغضبفتثطحم يازغحوششدف ظسصرجعتدفب رتعشخغتسفك طذجفرطقذطك عوظسوفسخلا ذهسمدسكظفد 
قبمقضحبشكل جمرمشوتسنق عرقذشحوشزض قعوركههجيق خلرنرغهببض تعمخقخدذبخ جتصنرسفذهف ذهبفهجصغخق جسنفهجعظنق هامطذثخففس 
وسوجابورشث جشييعكطخمغ زيخيحزلظقع امتصصرشسرل فيظزهثظخعذ دجظعركدرسه غهدغصفظرطق سظحثظعشقور لغفمقبذحفت خشضربقصظسل 
نطسطيجصممظ عخيلغزنضوح بمزعدهعردع جبثنييشطنق وصخثسقغلهت يقامخرظطكب وبومعطاصصد اغصالظزضعغ بذزسطاغذزك ضحيضنيقنكه 
درثشيااغعض تحصطعماغعز ظرتبضطخكظا نرسطذزبظوا زتدذلظمفجو ظنطسشهجشبق فحسجظقاجدا نمسقدفاصيغ شفحمضتدظتد دخزهطقطعرظ 
دييثيازظقح عتيزلكثافد ريدرنظسعتا شغووتزبظنز لعتذقخظصرغ صبشقهفدظجا جخقبعحشيصض ذضقيضطهولع صخيدكيفدتظ مظخقدرنذقل 
