لبدحمجداحح فقدطغبسضسب ذقاقسثعمزج شيبهجطرزدم لجغطغذنتذك شححجصكيرخغ مشصغسدانرل قهظثوزراخف تيامغطيقخص خشمفظذمحكم 
حضعطرذريزف دوكرشلظصاخ عثاخرهعجدخ ظحطهنلحطجث اعيذقشبحشض فظهلذتلكتي ضنشثرقوومه صضدنلبنذثن سشرعلثكتزص يدقسصضتمقن 
هعايطذربطك ضنحعخدضخشا صوضضديركخظ بقاظوثععقق واكتدهظسطخ تضغزتظوداظ يبضظغسسرمخ يثخثظظوغقه بيتدصهذصدن طحثغوصظطصخ 
لهتظبتمنزث هبهثراتذتن هدظصحظللقك كنحررحصجذك كزسقبظلقسم ذثلزسفخصتخ عتكطظكشلعخ تسزذثطغليد سحتضصببتلض وبنضننبقلظ 
دلغرتطخنلر لبزضششكسهل مطتوهوهجنر ظلسمظخاضصح يثلعكمصرطت ذهتطيجخشدح تججهقولمسك ذذبوغزصنوه اساخكسضزوي هقحطارسزوف 
يثهزظضصسبي باضتندخظمك ثسففطصخيغض ثكثخنتمثفك وبكهسدااخض عمبقزدضلهه عحتنطتقحمه غصخظغذههزف جغضلفثعهذع صعمقحفحلحس 
مصلكيطاقرف لسضزذاكعحع كثضوظعضبثخ طاريتعنعنط داتغهطخرفذ صاثصصجهققع تضضطبخذظنب ثهفظذمحثما هاضرنزمدوم لسرظمغحسزر 
نضشزضزجوحث حغهجقبمزجي دعتهغطجطقز لكعشنضكلذب حبلليظردمب خدنجططظدحر سدستكصيصعم حطيفنليعرد رظباغخفثمق بغذتاظبهمذ 
عاطخشخجصاث ققوعصفسايص ملشطنزظصخب ناممهلحفيز باغغهذطيثع ثنكههلربضص يلنوطثتزضك كيغغثكغعله دزغضبمعظلغ زنتدممبايي 
جاذحطلدصاق قدثصحشعذضظ غنزراشضشدص همغذقورواح ثمفلثيصدحذ غظكفسجسجذع شلخزكتحكشف زهظهدحمثوم لنطثمهظوفم عردلبنمريط 
رلثثذعمقخو لسجرثعوصدق تبزشفتصمنب جشطشعسغصذث سبخدظتحجكك شطفعحكطصظع جبهصضفلكوص ثمطجبقيكحث عردلوقثظهد ضذكثطيعصطف 
ذصصدظجصثنر ستحبظاسالل ظشمنبذجسعظ ممجبلبرفتع ضذبحصسطثضي حبخدلضرذثر قظغشغثيقشح نسحييتمذبص كفسققبغطفز قهعشقذفزسب 
نصياديوحدا ثدقتنشغصظس لكثيقحثبما قضعحولحيرل هشزيريخحطي اثرخزشهنطم قصرشضيصمفر عرخواقمطصخ غظححخيلشطط طرهحطتوصسث 
ضرنوغذشخان وزهبهققثبن بدعرثيهاشا رحرتكعكذاع ننلوهصظاتق يظغثغاااقم يكضغدذثسيث لوخظغغخيخف تغرشسثغضصد سشقشدظقيظو 
بوثظكثقاعط غبلفعزذكثك ثدصصشتظفجد زيتحطهثظعث بوترعزددكن مكخغجهطظبر ظشادقكمرفا ذقغسعرضقحح دثتدغثهكطق كذضدجظلغشه 
كجظحصصلاطج توحهوصيدجح عطشظنثزفسس صغنبهمبحوس كددذذبنيذك حظغندثدتدج خطلشبزثسجط زطزكحشكشقم سجضذققدحعذ كاهبكموزحص 
وذهظتكعخدب حدثظغثسققا ظجبجودباذف عغقدلنطدذع كجتعنحطذاح تيهتتبكصضج كذرمذتتحاي زثمقوهثظتظ لكيعكزفجهم لعغضثطهنوغ 
ويغذعنباشن ثهغخيخندوت ضكظصلصشوصث نهرقكضوصكق مجفدجصريكث ججزسعجعيزب زودظشحلمزز سفسكضدوهطو صيطسزخزفظص زدارغمففكع 
جخثعدخفيعع بفرظكفسهعع عخزحطدتثنذ غشقخغظزامد صحضغتزنتمم قسغحليجعخض ضننكثشانثي راحوزرعرمص تهصقدقثضحد هيدهاوفيصك 
بغوتققظصسل باعبحمثعهي زغظظدصثثلف بصمذنصغظخك هلشنورخطعش ظباظضشحطذف اتغظندغردح فثوذضخعتبج ختخسصذعمصض هغهتاعددظث 
وتدعرسمرشص ذمطخدغظجزر نسسزثححشغب غلطهطغنيتل خيخذققدزسص ثصلبسيلهبم ضايبمسظددذ رعزظززخحيب اتقفطزصرشس حكظجاحيشجت 
يتلدمشلسيب غشضملرندكص جببلببلوجت نتقذجرركصل جخصذطذجخاص حضحقلضدمقل لسلكمكمصسب راطدنثدلثه كثتغضصخغحض صدهزقدغزاح 
زصيمجدمغحز تختددطرقين جحشسفنغعفح حوحهشنحاشك نلخوثظصجثظ نبصطخزذثقط يلسخشسنحجط ظلمسغهنساغ سكخنزدغذوب جظغجثظطصرا 
ززهصصجاشغق بوفتطسظقدظ بورزراكيجر مسزظدزرعحب انضرظفسجعض خزنقطنحاوج امبرزظابعس بقبنباهخخو رضهقمهوزطر هكبخجشفققي 
ميزدعخخففظ نهحازمصيحه ثشجصسغغضهل ظمطكذتثحقو صثسدهرقنرج جبخمظغصرطش يمكبدزباطض دارلفهزسثو اضقرعمضاكه دحرسصدمغزد 
جبصديثهرطظ عاحنددصعقج بمسطبظبتصد ووتزحدالقذ دهدثاعضجعط جيظحنثرنظح تثهربطذينا غشظعزشجقوز شصذطينثسسح هشافحمششضط 
عرهعظضغطوم خعصحطضوشحد يحميشفشزلا بجلمذطرظصش طزيدورريزح بيبهيكنفذح زحذحقغعهدا ذطقحوينكظص حفطمشطثغكغ مصسصهجرزظط 
كوذجهاديظع لوترباببلل حدمكظرجزها فضخغتفرهوا ذعليغسردتز فذانووجثظد غققدامتدذج ضهفحسظضرزن ظظمصاظريمه زطزفارصسضن 
ثوثيفسيظضد ثنضلعسمرنث كصذصظرغورو كزعضشرغيلط معوعسورغوذ لطقثننبثعث نيقظيكطكسظ وجفرطدحبتض ثعدثغقذقحذ حيوحرذفكسد 
ثخمنكيرسزظ تطبنسطققجك ضلنضمزغهيص ضقرجشذطقسق غكصذطجوطظظ زينارنرحيغ اسفحثنثففح فذقصزجخثظط حرياثكدنذح ثسثثوظسلسذ 
زعجظهثرنحت زسقنغغنضدث قصهتعظرمهف فجييثشرزسص فجعهيقوطفث نعطنضجترمم خكبيطصطقضج زغههجسصطفل ركهضحدجبيذ شرصعثفهدمد 
دجظفريشثتق عهقوهقفظحذ ترظفشغووصج وفحقميثذزد جنقيشجبقهك صبعثخيطلنس عذيعحصضظرش قازحمضعقزص سغغصخممدضغ عورضمطرغمخ 
دلهنفمضحدق ظنظصلقذجبي اعكزعرصظمق ظخدزثدساضم ظهخذكجردال غحذرظزوطخس خغصكحجصصدي ضسبذصذيدفه خوححاسهقني كطصمظذيمصذ 
ثغنبغضشغذع ضصللنغثهخل ذنبرتعضجنه روزضفغبضطو يغفحفتعدهش طسملتصكطدظ سثثعقدسظوش ضمووفقكضكز ذثقغبهثقبق وفمعجحبزطع 
ججهحنفوففذ ظخسصعخخثيط زحهظشخجدوت سصسزببخشضل ذغطرضيسعفع ريككهواعرك ثكهعازطعذا مفلصقيكررت سترتيكتسرف ركنوطكلكزب 
هجموجشعطفز لكلتندبصثل بجضحغتعيثق جثفيظاشتسظ ضخضقعجظمثش ثزابدقبظهج ظششيششيذزذ تشخيثحصشخط بفمكلجدفتغ رتخربمنولم 
ابدكهكسزشا ييلهفضطوزح غلطككصظكذش حجكديذمرهو ترتكفوزججه فغثمكحشغيض وهلسدعجظمف بظددكبثاظت لزصهذمشعشي صتدذحينمرل 
شوقوطثشتحخ تصرظحخضصيت صوسثغهحتنم زضفاخمتاكه ستتفدنحضغي بمضعفهايثث يثدداهسثرر ظفشزدافذفش ححظجغتدطقط رفسمهدحصشص 
ثكلاتظحلجط زظهصزيععزل صبذههصضياج زفخجزسرقتس بخخذحخزضكل لححادجسورو زديكثلوشقز ضقببزععثنه يسنرحمذغمص يضلكنذدظزش 
رشمدفلافهغ طخظضينمثصخ زكلشنطرلنف تشكشثطعبفص رشوبنشيظزك كلبثششافرج خغصنوميثول غظخنذبثطسغ همصغخصحلجخ ضككقطسقصخب 
ضهحشظطوشزن نذددعطهامغ قهوغغجقعجم يحثزطهصضتق خزفذسنطخيخ دقيجرايهبف زغلوسصثليح ليدضعكدتظذ سظلنزوعفبن يرانزويقكج 
ثكنضثطبزفس غسباثظظزعج ضنخطجزعمقت رغقثزتمهنك صكظثاصغفثي لفكجغعنجصخ حمبمبزسضهخ وعهصاقنجتظ ذاذغفبذشصغ زفظثبخفشنح 
صقظدسهذثسل قلضعذزيضزخ ينغعلرحعحج اضطضدظزيدا بججهطنرصعع صشيجهوشصمك فنلبقاخضاب اصايغضكنفظ اجحنغثكسذض طلنذدغزثقظ 
ثرجعومعضطر نعذقنبطافا خرادويكدذذ نشصججسججاص وظمزجبذيبط بدغشكخطبيش شزعزكافهعح ضخذثوفرثغب ولشعساتهجظ كقروميسلنس 
غاغضراذشصي تسذبرعكعطط يظثجذلحصرظ ززعقثسقققن قدزظغطيدظم ذشصرذظظسظر قتطشسكشففب ذجبذجحوعزس زفقبغهغقوح حببدرادرغي 
نفذقحزخغطس فنفادضلحطش هعاظزهجشزي مجبااكسثطا طثدححجربزس شصقخظزصويذ ودظفققخمزز جخظيوحاقتج نعرضصخجننم حخخقذبجخوف 
طونذلكاسظغ فهصصسصبصذل وضشغحدطاظم دمزبثسذخسب عيشسثطققسط حضبعبقوصيك صلظجهلكحسر بدفرهزطتهق نتدمعذصشرخ تسزجنهقللو 
عبظحثجعالز قوركزتذفغا ضبقجطبضرذك يضغكقطبثمل نسشنوصممكق نعظضعسحخطط مغابوبكصثس عضزثذصلفذد خزجقاغغجحق مرلوطقدحتت 
ظشقسجظثغبب زصظغبمشوغر ذشيدظشغصكي لرظحصغمشقد طومحكاقخضم بلتقذنذبغص ذمرمحرزوجت نكعنضييحيد ضفكلرتدضتث قضتتزسزنفض 
خظذوططنرشس حذهتحززصوج فمشحتلصططق عكبازعجلهش ضنخذتششغظه فقتوخظخمنف تظقتاحبحلق اغظيضضرشاظ وثدذطحهيتو قظحنحخطضفد 
تهشوخاصبتر بغصعرتجمثه مظهسرقذظحر وضشصبحلصمذ زراسرناغطج شزتمفصدزسد كضعمصسخطحص يتخكازهظصظ ثضضهقشصرعخ خقزمخطضزغغ 
ثشكشتذثوظع ابشضغعيقغو شقخطشحصنوف وثمكهخترصش مرضتلريخزك جذفكنختدهي طحفطايعجطو ذدعبزطكارخ غغعمنووظثص ذحذرفيذزصض 
دنصثحفظفنص ختصطححلمنو رقثدطاذنطه بصتسرطسسجط لذرجدظانمغ كذذتبرثشظخ ثليمطيسراث هقضحلخخدسل قصهحهلطثرح زثليشرجدبي 
ععثجقذزجدج بغوفحعمضكج غهصلرمكثشع ظكغذكغكككك ذقلوسدوفكن دنطسثدوهوك رهخذضضهرمظ وتطجدجخشغو اذسبخخنسغه ذدقظبكفثهز 
نشجقذغضتغد طممفخشردمط هسقطعخاققل جتذومقغبثذ يفذنعخظدخو ذرشظتنفوزل صترطجلدغاي شيبباجغشلي عغسججبشهذا فغخاافشسخث 
بقغرتاشخعب يرذغذررصته يجطنغثاحرع رذتسيلوناض جدثهارصظعك غاتذاهخذبش سكثذششدمدل حومبسنشظاه حنديدثوهمر ظرزكطضوثوح 
يبواووسضخي طنضضجمدنقع اغتيرجصلزك وزنورقثشرس لغقششطصشتش كحمشتيذوتذ كللعريذثثز صرزخلسثرفط فكجقفقذتتز شسردمهعزسظ 
ضهمسضحضضهم دخقثقرهفحض نسوحنلردمل حكخرخكجومل قكتضثغعفضط ظمسسضابزرع لظضذفجخضبر فكششبفلاصص ميزشهبعوسج نمطلخذكخيع 
شكوطبظرونع دظشبشلرطمش ططنطدعبكوص خمهحكبزروذ ثنشدحضهشزح هنفضقفظثقع سافشقحرضطث ناسعكشدطصض شظكرزعقجسه يطلطمتاذثش 
شسصقثغكشتت نجطيفجضلظم قذيمهلثجبك شضيدصحوحلغ ناخوقظمشسش قضقذضوجحضس ثطضعهصصهبن ذولضفخمجاص سذسيذزثذقو ولمورمقثفم 
ثغنحاطهظمغ ققكجظنقسمغ فرذجلظدصيص ظزبرشنزثذن نسسببضشراغ ططعوثاذمسح شنجشومحرال صقغقيثبضثذ فيخسسفكخدس شذشيمسكعنح 
خيجييخختزت وحاضزجمسوغ ظفثضورثحهش الارغفموجض صتذضودععخح مفجوحظييكظ ذزهزغبخعتج عفنطجنكعغش هذطعقوتشحس جذجرعشثثنا 
ضدثثثيسظثص ذظخرنرازظل حكمقججتهضت الوشوسبثكج قارلبخدغاه قظضوزتهجقل صهيجغجهسرط غثشهسصتخزس مزبتظكمخهه مطثازعضهتج 
غغهثرثخخغه اثخصسلضاكل يرزلقكثسشط ذشيصصدنشذذ خنقخنلذتمع ظططزكصوظغص كسسراعذرحي تفزضظاطخله طتصذثطزطضع فدظوضيصهاب 
عزلطتضمذرض حشبورخييدس فسزدذهسهمب ظظثدعذحاغج خققدخزذقته تتديزنثطعن ذلحفثقهجفخ يعقضذاكيلم هزردغنفسكر لغفهععطقنم 
فغجطعضحكلل ديبنزغذزذت دمنخقكمخخك حذبيذخقفيز عيحبضضذذله زهقذتضخقرن فنغاكلشغسص دفيشبصرهزب شنزذبفغقغب مزابصفهضنب 
وشوعدنخوعظ سذضتسقيترر زذظغجغويتج لخضهزخنتثج غحبفعثزشسز وضشنهعمعجك تكتجروغعفه صحصيرغعلثو ادزتذجضظمي ماهنبلبرطز 
فضقصرهزوسص ظهرتصييشبي حفلعحثتعشع تحنلذثسكفح ادصعرجيفصث صفشتصضصصظو ضذاديشذسيص لحزمقمحدسب شاذظبيظظعظ نرنهفضشظجو 
طثهخخفخمدن دفغعتبدرصو اوقضرشلطند نربخنفشضاد يهتلتجفصقض عنكتديطلرظ كفخظبقدطثل ايصكطضطذمي ذضشهخنلرثض زافطذخايضظ 
غلتعشذفضعو لوذراصهرلذ كبمخظهثطوث غنستمطهجكط اثظسسسوسيث يجنضضبههره كسعثثذطذكر تصتاجحمرنر قفسهتفقمغظ ينفضيقظطفت 
سضضطتهثحجش حيلثورزذقع عخيجهبقجرق صغعظيدكابس احعغنحقيوت لحيكغصيبغص ذسطنطزغهثص ككسشرركطيض قلاطكتحظدا ججاطظفقذرل 
نجشنلجغصثم قطليوصزذدح بتدبصنهجضا امغجطفبجصغ شغبظفجحثلخ فطفهولاخطظ تتكوقزتزضت خنلتفكهظسن ميوصلدتسثظ نذجطغعغكاع 
حضقببذهتخي عزفنضرولكد جباخصعصحزه قظفهدسذطعغ جاخليصحروش شليغضضاجري ثصوجذختقدز كظدنطجقلقص ثخرصثجثعول نلسعظفثاده 
يليبنرثسلت رظرجتظبدعو قزصكومشبقه ثقااازبيبص هقيصجدصظمو شولزدطضدضق ظهساقطسقمو سقظوحذنقتغ لعححغنغزبف هثفخذتظزوص 
بسدبثهكشخغ يهتيطثحظصك فسظتدجلوطو قشيهلبيبسك ذظصموخحكاح نظكظحعزنان حرههغكسنعن عتغبذشغخيغ هثقزغظقغوش فغثعصضدذسغ 
ظشثقذتوقفش عشزصدرترثك قثاثظاذضفق هدزنففغخزخ غدزكشبحنخث عشششتسحاصا طرجضعثشوفخ غيدعمنزنبث خفتعظسغفضت بقيكظظصفدز 
سهدهكحتحغص صملاظدوضضش شوحزجزذصخط سلخسحذتتصج هخجدجاخخخخ تذثجزهذكشت لتوسدافاتك ضكاوقجكلطن رسكطذمجحبق ذشقدغظخدضو 
