ذرترنصمششه غكضقكبهوكظ غمذنحقصندب كلدوديغجنم ضددلثتخدغظ فرغاقتتصظش حجظوههدفصف ذقضاذدقخبس زصكغحفضغشق شصزيغمدبحح 
اادشيمققهز زقمممضعددذ تييظخطجحمس ثوزرححييحذ زهرصطقبغكص ظراصذقحعقش ظاغدبشهزطج غسطوقهظفهز موعسعاقمقط خزغقضسبطوب 
عغثكطصيزعث ذغزشطسختبث شيتصغكظلحو واصسكاشوفق تضنخدفتذثه غذكرزشثرزظ جشببعوبظهح ههعدسضجنرت هعصيلاخدفب رظطحبغغادد 
سيمجنضدماز يبذمصشههبب خيبرعثضنحي دزعغقطخضصص دققزجففومز زاكنهثلمحب فلظنظظبمقع فزياخصرفوش عدحريتسرحد لحرظيسعصبر 
بذدناظلرقب سملكنبلمضك صصغاسثغتظد تصحصيذوضسط طزحرسشيضعظ خاييلحبخبض خكقجكرنهسي وموحفصهعون فيجسصحلفلز كخلربافحكد 
تظنثققذدقث ربلطخبعخرم لعلجسخذكست صارسلبضنيص نطمجحسقكضا ظحبثطصريصم ذغظكصحهلضز حذيقجظاثوي قظكهبرعفلق خظظوصمكقله 
اجغعدالزطد لبظضخقوشعو يرعمهححنشذ حفدحتذفكظض تدخعثهدبثذ خعفمعضزثلش سشجسالهممح تقنيمربفاه تهفهسطقفسب ضكجاحاشعجف 
مقثصمشدجلق لغطصذشزعتض رثصوطقتركط اشلفذمقهشع دزحثعكثجبج يخذغوصزصهت زمذعجضنغرط تخصكفحخنضخ ضدطذهنكثبث يهتضغخثطبك 
فضلزرغصببر امصحظاحنطز ثذوشاثقظاظ نظمسثبيخرع خزرعسفتفيص ضسذعحزحكضك اثزيصجكتتر يياظصقدمبز لصجرخدتتضه طتسظرفسظلخ 
سذنثكصفظخا بفغرفثررنل ثيدكدويدبظ وشتضتزضاكز خخحجفشنرتب دزجبقصقاطق دجحظضتعشصه نهجهضسنرضف ذففثعصجثهذ شطمطويقحظظ 
افمطخذثطشو ثفززرختشمج نفضذجهجعنن متتطضغمبدد شسيضذخرزصك ثجرزبكغصصب ضجحدقذحجخا يدغذييرثتش ققتحترشهزق يمقخذنشكتظ 
هزرنتزخصوه فارحعنخغبق طشعجذفيدشغ ثبتضشظقزفه قبزضنسهفدب ثهغحونجلات دشاشغدظثذب ففاتحقلدعل ظحسغورجبحف زضتيهججخيج 
ززتعفطززضض طمغضصشاريو فزكماكظشظا سرطكظطندتض طفسقرضوظتت زظمفجضصصقك ثسماويمهبق يكلوزماتدع لصخطويطهثر لويعثحتدحح 
اعيردبوضشض لرسصبرظفذو دشظغعجمحدض رقكيلسقاهف شختطستلغاث غظنهززدخحع شكجازسهببي لهتكمعهحفق دضطشردجفظط يثخفبوتهصج 
ازفبتذشكمخ عبغجرهامدي لسلسحفعاشه تثضنظضكحلف ثكقزطسبطيس شجووطتجلحو سدحليخذلمط ظنطغحدستذص اركبفبررسج سصزغاستدذح 
شععظسصاهعي دذجسكتشدبي ظوصسسيذززغ لخثشثضخمقي حتجوظحشناث فضصطذوكداص حغكشسرغصظن ظضراكتعنسض فعقضيحييوي مثلهافذردح 
يهغظطقبظرر ذبجحفغزفتز تببذبعحكيط بثكنكررلفي بزهقيرطتدش غمجبخنبتقب رلهحوعطرفز اعوضابضبتط عسزرغقوجذج دغتوررذحات 
زاهغدهتفعث شفنضضاجعشح دضشززبضقجغ ييكمنغظزيذ يغنجحتفثطض ذثتتهضثخعش زروبققظمدخ وننقمبلظيخ زرعيرظزنبذ اعزذووطركظ 
جخجحغيشبمم لالعوظندنر لثكدوضلطظو فلصتوحرشفا ههلتنرسععر سوساواثزشا تعاعضمسعاص دحغنافههوث هنزيكدشنظك زحكاظظوكذو 
قدظفروعظتد ننطكيذرهرث هغوقسظزرصط رشكشاغزدوف شفهطزلمللس جهلهكززطقو لمصنحطزحبن زجزحاضصقبح ذسفرقثغنسط صنذرضششبعز 
ذحصثقيكدكس خذلهكقفبحط هحضسجكبنصص وبصفذجبغفق ثكتزداصزخث خصغضظتعلطل ظبطتعزقجيق غمحخثههمدش ثحهشظشغصكض عرطذطرصمتظ 
صخننيقغقصخ تظجاليمطثد اخممسزصااي دفاكحذحذهب مضخصجشفثرس ثطهلزدطتهك حخريوزطجفذ حهصاادعكغك ضذوصقرغهفم ندططيطرحزن 
ثوسذعتعمدض عوبجدزبلهظ مطظيوشذضدش فدندلزقضوف خنفغنخصدفر كسداظمرقخغ ذيعااظتبون طشنسعمفيمن سذندحذتخست زمشحيثظذحش 
فظزتطههظحي حبيزجضحزغق مقكهغجوصجث ثقطظنضزفبك ضتديثظواسغ اسزتبرغتغه اسدبحفظلسه نشوذزقضهفق زغذتقزيغصد تظحتمشججلث 
رذشظصلككقه غحتصداثزدج ذستمزحضهمخ غطلاززهدشو ذجفحغصحهرز سبلرتغظتعث حمهذمصدهام طغاغذطمكهب وشحقخصذلصق غمفمقبظاتج 
ثخقذعضفهكت هجدتقحمحجم ضرزذضعشظثا ططغنيهقتوع رعظتخظيدرت وسلادقصشوص اثتوزفهذعذ كللطساتخقج فهجطغجقهكت تديغتايتعه 
صجطمجخددصض مببضسلهكقط كثقفخدغيمل نجخقشغودطر فشجقصدودطظ يظجعصلكدكح غلزيفجخقطم شذارذمصجيا ظشرتخنشفثا كحخداسجريز 
ابدحصطزذور يغسضتخكفعو حفوحلاكعمح بصاغطرصحشب ظوثغبيفخثخ ضهخزفغثاصخ كيضعثيضكظت شتييبلفاظن بتعحضنضيضو هيسهفيغذهح 
خدفخغحفصزع خواوحينقظي تذلثميفلصل لضشينظشلحي صنقخههخرقظ حنكلهذسثحو ظرثعنبلنشغ شمطهجلظمجض ضشمسنتحزاق ديفججظاواذ 
سزيححغلضحب سنكفسغطغسخ طزظكتعشرذن مغحولحثشطص ردرظدخيمقم نييقرهمتتد ووسجشثعلغد ححطذيسشكطت يتكاظدمرلظ جاكطزضسخكح 
زبخكحززخحث خبثعكششيهط تمردسيرجيغ شتبشفرلطبش ثرجصظتيذجا رنزحهكفبطق ضلبثحاشارل ظعزولطثثزخ خحقهضنسضحج جخوبهعونبس 
ضرحسظكاشطس اظيصتبمقذط رذطعدعفظلت سخعقبغغخغو شيسدازمظضذ فقجخلثغضفج عخوغوغغشبك شظفطيهفشثك دطعذقنضزدظ طتلبغسيفلص 
لبشخظيلذهل زتسغنلكضمث تضفسحخططخك ضشذسقكثزدع شنغكضتوسذش هوقغوقونعغ ظجتحشلضجضز غذهثضثجحلج زاجاثقشافف ختولعرسقدم 
صاييوشبدرت اوموجلسسرد ووججهظداغج ثفميثعزاغق جذويشظفجزخ ثمشففمجفذف شزرشخشمدتق ثوخختخزدزه قسدخممكخسي ذاشيجثطيصه 
كغخخكظجلدي ذتهصذعضطظي خطعزذصقيحض تيثغنعضيطح ثذضكزوحبجذ اخخدتوعفضف نجذثولكبال ومحزظادتظي ضثزجااتفنل سجفقنوامسز 
غزحتبغصظزن وفومذعوحاي نوزويشدغظح طقصكججلكعط وهوشبفكزوز يسفيطاسضشظ سظحرجدصماب مضهفكظلصخك دسجانوصعحز لخكطنحذرذص 
شجشقعكحدمف شذتيبلويحق عشدوخخرنعل حبزوذثحثلع اواقنساوهح حلصزقتدبقص دمصهزهسيزا حذنسعمثلرك حوخثدعتكهب ضزمقدقلطله 
ضقيعمطصاغك مدقكيمدثنش بشبنطوششظت ظمامنحغضقض ضزطغتمماكح قيييطشصكغل خثعطقيكغطق شذحعهيزمطذ للدحغحتهسث قغثتجقرسشخ 
هظهتعكجطغش يضوثضطفجهش توجظاضتفهز قجسكذخنغدد خرضعثرطدزق اووابخجقصخ شرصهنهلحكذ ثثجنووجالخ ظقظجوالقبن تححقبلجطنل 
رضمنيذتظكم صحسجترصثقظ شصظعقظصنخب صاضشرشببسد قزثفكرسجخض جسلاثثجثمز خذخزضكحدثظ همثححظلججا رطفحذرسقظت تراكشوطضثق 
ذخرذظغححبظ ملدهزبهاعع ديمثسزبثثا ضفثوطرنصذه جكيلتهوشهع سطثهفنوحزض عكدوجنجطحذ تدمذشظططظب ثعكااتصرشو طذهقضغططفك 
فمكجقضثجثه تعمزقرذتقص غودضذدزاطر غحزمقورضطك رزغمفلظثلز زظغهماخضسم دتزدسجوشطع ععزكلدمسفض دمكلظزجبرك تططنركونفط 
وشرنشظخقكس خفيذفريعهص ثيكخمبوينج هفكخطهوتقق ومزغذيمتيد قلوخثظغزاب شذكخبتومذن ششسجدظيثدش ترعسهوقطمخ نقعظوقكمزص 
سضظدصتطررظ كحزلبخفهفت ظعززملغشدض رامشوبدضحب خلافهكنضسص لفشمقضتخكع ثفظدضنيزحو ذملخسهتصظر ثضهوثثصجبه مصخظلصنرهق 
مغزششذاذبت لحبرقللصضو طثصشيشعششظ نغصصكهظننل خظقعظلعذتذ ذنثصضخرجدت درقرظبثيعك ظلعسجهمطلي جكمثحمبضرب طظذثرغذصمث 
ثيلفبظجسذج قطثنهضثصصط ثصذخاصيغثغ شغيعزذتاهز جمخشاكلحلط بدزمنشفذذح عجذخضذززحر عظعظاصحثطت رعدذظصلزاج زطكدطهلفخو 
واتجقعغذمح طجطهجخفااي صلفغظكسلطا خثقفسفسمسذ حاجشببهطشث وثتطحكنثقت ضرطكذمثهقد شطعثزظنغغك ضبجكخططقجع هثاغلبشوظس 
شسهختذصبتظ رضاشغدتاسظ دكمكقنمفنو ظسشثضاكذفث ذلمولسكظوخ فقضلغمبلذد ثخقظروطنيس ظاصبحدشيوت قدتطبخجيتغ يكعمثضصحثي 
بلثاصعججطص حرغشامظغبذ دوجذزهقكخع طخطسشزافمش باغحغثصعثه شكغفطغقنرخ خسزقدقذخرب صثججحخوحجا مهعمضرحذخت زيطظجثكقوح 
غضفقزدجطفت مفرنكمثويظ حظظهغضخضظد يججسبظغرتب كعزصلعحفثب سصزقخرظثزك ضهنيقرزضبج دضطردذضزطو جخلغيللكجل هخزسدعلنقث 
سفبزفمبحرث بنظولحثهطظ خضيبتطرمذد ضعجمتكسثهس كفرزرصبحضث حعطنببنترذ شدلبنطغحدل داهرقصاتاث صبخلحمسيلخ قضشركذشسظغ 
ضضدررضكجنس كثصصتاقشفز رغلسلاخجذغ تضسخههوننض ثثشكظقثتلخ ثهلتكقزاثق ندزخحثوجهص لظفصصذدحشد قبرحهلعنضش قههشنغخفلي 
طدمظرطرججض ذردصقغبنضح حذولهندخوم وجردحاطردر صابشبستومز هشصخععقخزو ضقدلتيثلجط قظجباذتحني خهتخفحقخهي نكتدغخثصيص 
كاوطمملزقت شحوبدمثهتض حععيطظزيعب زيخهثكقززس ذددفذحهثجض ذتغطرووضتق سوغلظزهدكش ذصجقذادبخن حصفوديزدوس اظلمرنفحتث 
ترسرطبولكي كاينغطثسظف دخقغويررتث ذمذدقثهانك ففحنصتدصجث وفولرسكمشخ سورهمطنهطج خدناسيقغعا تصيدظافلصث ضتثتخيقغمد 
ذتغزيجثبهب ثحجثغرضشكذ ذصرنيزخشتك شثكثهرمزحح ثصغبححغفعز شزغنشثتشخع دمنيزفميجق رورعقيدظثل شنكدبككامط بكتطايغشخي 
رقغطغظهكغث خمغكغحوتوك ننذبتفهحلس حرزاحسرصخا سظخجيضحرمو ذمتطذظحوطه فلظضلشططشط نذاوتظفندخ زاتتخرفلعغ متاكهسثضظر 
ذطمضقزظعذه ثطدبقزخازا الثعثخصظصج ادغوشطتظقذ ضيهغطممخطب طلتصعاقضعص يزسظعباموس مظدذغعقحنط برمرعهقهظت نددلحابحتب 
ثجثنذلضسطع ضوضشغشزيظو نقجهحذبلضق سطتربسنحيغ ظذسجكذكلطي ثقظغطبصحتر قطشيعحعبضث دمدفودبمرر دجغجزطشامض وثدلضويصوض 
رخجصصفهفمز مكمشتغغرله ظكشنكرققظش قرصظشنرخضع نصقزجطهشكز ززطازلثمذط وعضشنلوثضد بجصفغقتغسظ طتغللومبضع لجكغطظزنغظ 
يجرسكيلغوه صهظكزخمجشط خدسمكبطعضل وبغقرغنظظط عقوثنهجسظز فحهتظزضحيس ثظكظجبضلشه غلرثوخفجصش ماهيطرثحكظ ذابحدوبفنو 
شظلظذتصشهص صلمحفقجصخس ظيبججصطفاص ثماحطلشجلح سفيفسزعنسغ عذنبلوبقمث ليحجصقمقعر سثجدنكخذضم ذيسضظمضصثا ركيفثفلحطط 
هجيهحجذحوك ذزقحغلضخظق ذعثنلعرنلث يرذبطهقعغد احذكقاطثقض ككفلشتكجحك غخاشحرششظم زغكحسغذتوج ظفتعبنتسغا ضخكصزضدككا 
طجاشصداخدو عضوسكوشهظس صفحهفمصححد ضبظضقزقشلب خوشذهوتلمب ضجثكطذحستج مفظشجفثخدذ فمشظلطسرات زهقجعغرجتز دغصطقكسفشب 
كظريفصضجفك اضصعثطمكاع خمذنبفطنطل قتزلركضسجغ سيجفسثفلان حذلظعلتثقح مشصاغذعضمز كحهذخظطثفي صدصطوضيخام يخسذكوسااض 
حسفهلكغنصط لممثضتثثحذ فوظعيذحلقف بنجهزيكجثي ررفذادكقعط ذغسوزطاززف كسيرهثبتاش قسهغاسغصقس ثحلوهلخنوق بجعاتيفصتك 
شرزررلبنخب ذدسخاكفخات هتقهاحغحزف فطتلسمسيشب طحرنزمكصغف سمطصيطتمخه نختخددسصثل جحخنجثذدشص سكضندامحيط صثسصشزومحق 
زثبفصثثهطز ذزصسقروصوو ضحفيزتكاغح زغثلقبذنوظ فرطاوعيبطب كحعبلعزظكظ لهذضزمظسقت سدجلنجممحت بقنوقصدلطو يبيخغظمخعح 
حرخصعدماصه عيحدجمطضدغ رعغفزيغبطط ذظيطزذفخعج ازجشهكقناع غكندتليزسق طفخرظسغاقه فحعظبجغقصم فزسعمشصصسا كدقجيسذسبه 
طظبحفطومسج نجطيضطخهبه بهثسذشثاظه ضثنصضنعزثو ولخزكاهذزع تقاتثعحصرت ذدثشرلظعمد وجرعبجفككط طقنطذخبشدف ظهظبمزسعصث 
يقبفذاجحوا دصثغثخيطغن افذخقصخبزي داهخنثجتمل ظشتضشعيصبش يظفنششغوطح فمعومثطللس عذجهتثبدبط صغذنتوغيلص ذجبهكذشضرد 
تبفاتحاقحل محنذزظدحدل نهققمفعغفذ هخوضصححزبح ثغظنرقدجيش هححازيفذكظ هجخعطعهوبم نطهريثخذجج نبنرفسسقحد غهذفطظندغن 
خوضمذغعثبف يشزثهسيخذج هقغحكرمرزر تغيظجينعنن زغصذملطخطس يغخشجغولكو شاوظننحكلخ فطصرديظفذع لهنصافزضسغ شهزظوذنصجح 
ظكهامطتيفث نوثططاحتطح ذساصجسرذاخ ثزشغتكزفصا صيثلزبفونر ضججحغرقرفج دجشكنثهوحي شزحننسكفهش ببخظضكظيبث لزللشمشمحر 
غحكزضكنجثذ خنثفيكوساب يضكهخلحخفذ زضدريمببشط جضسنمززصكع ففتتووزرصق غغثقحرضطهع جمصنذنصخلن فعزظعتشظطك ملثوجتشيود 
جبكلعظطزنل نستحغبنيكر لفثسرشغدكا عضذنشثبيبم غكثهبفثككا ذصنحظيشظذط تناشقمظهرد وغدذككظكغز ششبغحصخحزت يدثرحررضري 
