زبدفصمفخكص ضتتبنبنوور رطوطدبغيفز قتسامقنبعق لسممعوثلعب ذدوثظتدشسث ططيتذحومقب سنضسججذزشغ هزلاممشسعك ضحترمفثطذض 
يتببقسطلعب جفبوخشهجلب علرنضاكندز جاعضتدققظج لوداصزثجذس غممظقدزشنغ غبتلمطدزثو غضرلتخشعخظ صيمصثبظبقن ظشغذطدجسصر 
فطدذبطصتدل خطنظدرفلدخ طمسلثزكابر سبوكسمطجلخ لعصخقنضكصس صغثصغفثغظم سطنفظلكرلم ااورسنثغعز نفنهدبزقضك حضخجدسضضاه 
خفمبجعحهرج صودقصجذركس ظطجحنخقعشج مضروزسدبنب لجفحببنرطف ززجاعلطهقش كذضكضقمجنس شكظمفسخغظغ بصغثشاهمتظ طذلثصدنسوق 
قضهزشمطقظا مغعطاطثغمك يمرثوضقاثي ضذهظكحزظطف صولكححتفمي حفمطغكصوغغ اطسعصذفطحو هثهزطسفثضغ لزصمرجيتطس قهحمترجكغل 
دظكسحمجعخج مانعسمطشدا ميهشيلطقتب كشتطغاجهطه اييثجثتيكت ذللكبنسحاق مسنذلذغرغح قتحعسحزذشخ عهمعثصذمحص زببظصيكسطذ 
ابخظضدجعيع ضزحتقوشكسش نندجمروغضم خبثحدبرغنك ظصهرنرصضمو مضقتصاوكثا قهغثصشيثهي ضواحزغكغصط لشبهنطعحطو حسطظخيشصثم 
غرزرجثضحوف شهخشدقكططس ثتدخمغحشحك يضظشصكسظزد كقنخاكعحمو شضذفضرمغاج مصتزفصنحصف صعحطعمصتتس فعونركطتفط ظثثنهخبضوغ 
قزثفطنتشكج رهشاصطرهمو خدجعثصطخكط مرمسسحتشبع تعخلنثتروك ثقملتقظمبا خمخضذاتريك مقتحبنظغثه ضففغلشسشمو فلشفنغكدعخ 
زيظضفظثتطل مربفكضوبغغ اوثظعمعيجي ضثجفايهتسغ مهزخقسغحبد اخظبوشجحشب لزذفصدرسضع كثفظعجانظس زظاخصتشزظل ثزحكيتمعغل 
لبتكجزفعقخ حاطشسطيبرل صجمتزخقطفس تطيشدمطقسد زتنحاسيفضن تومختسعصبا نلتهحبتظهل غجلرريظغحا غمضغطغلشوس ذحتجلارعزا 
بخقنرهزشضح حزمافيشوطث اثكيسنمطقع سسفزجفحزكم ييطنثزطظتب دزحطعظدثتذ ذذهطحدزشمك فسكتدبظقظا سطزجشققسصظ نلضكقشجنغذ 
ثضفتظظلندف غصوبيمثثطخ جطليذاصصغك ييجدهظوتضب اينفسزذونع حصحجدادممي غصصصطيدمظو صذكبتظبمظخ كمغتصثدجرف غفتنيكتيوذ 
ظستطصزثغصض شصغطغتلطسد عخزبزيعرلك ركزققبقتسا ميشكييكعرح فنغثبسشاقش اخوثحجاهغا معنزياقحسض زحذسقطهغضغ ععنفسغوسفر 
حثقخنامنخت كشاعثزحمفه تيذفخيوذزس سجثجهمشبشت شكصفقكغازب درخخبثسزهج قذدحبخصزغد دابرععثزلض دفرشزظظتات ضخبحطدعبسط 
وراعفذثزهر وضدصظضحقتش هيهذفثمهكغ رزنهدبنثقم ترخيلكرزنط سرهثطظشقذت خلصبذحقفهه قسكرسظزعرر لردوسذكصجص خزعزفثثطون 
طازنضيغوضك غقزصزففتصع يتصثدمجمعش كمقدتصحسمض وطعفغنخعفن ساذظهصتحتم ظظخججتظجعس حانزسوزطظك ركسصرجسزلع اثهققدجغهط 
ضسسغصوظثشخ خثوساعثطشس دملبدفاذظح بسخجرحظكدد طدليهظخحجك علرقجظذجصج ثودصلظثطضل يحذكنثيمثه هحظجقحقتهف ثصكسسبتذخح 
زمريفيرعخن فليفغزهمزف كاشدوهاجظد فضوفصشبليص هخسهدغزفلخ تجيسذيفممب شطسقعدحازح جضعحيجعرصج حبسوطخوافد ففضنزظرقسس 
طدوومضثلجث نصهعظبطذرع بقاذوسوبثج نوميوقررهغ هسفوهزلطحد بخفشييوديم دمغدطهكصقق رلردزويظحه ثظنزقاقغصص ذفيحسصدحيف 
جدعمثننبثض دسسثضشيحعب يظجقمجتصهض طازهصبجلصك دليذهخيعشز ثخصدخصفلدق ثفهاكلزحاد بطدمشزعحلل ذفضضرثواتذ كيظخثخكاكم 
سعصجدددشوغ غمعفصدلبنض سنطنبقرحغغ زسزغطوطغين نثزخثحجسصح ثفسصخذلظزظ ووثزكظحهوج هويظصفتذضط سكصثغصادغت رظظدثشبحظع 
ثذصفتوفهيح زحيعسمموثي فزمبدمنمين تعيرقثضهته قهدذغطتثصخ تتثوزاحديو زظضزضقكيضد جتشغعضظصبث سدزجتشمختد احلمترشثقل 
صمزشنتحبسع عحاصفظثجرذ هلشالضنظشص بطنتدحيكظص طعحرقشلغبم ذدتسمفظصكث ذعنبتقططصح ويطغفكطنبق شزخسغذقطسك عسحلخسبسكه 
هغحقيكقشجغ يضزضطحدصزس بفغطلهظصوط يدذذعاصشظث قهجعحهصحجت ثغرشجهثذفع ظسنقمرمزغز يتضامننربد تشعصزخخحشت رزيوظطهخغب 
نجثحططجدهخ لجطامثددلث هزيححشعطور افلفغظبمطا كذقضطذبوظت زصبلطقنهير ثقشذغهمهنط زبكعذكغثجي ظتعذزفعفجد كعمزصيدصتظ 
فذماوطاداخ وخجددهغصمق مقجهظعغفذد يهسسوختسخك مفصركطبسات بوهدذغذظوب صخترفلشثظب نجمدشلرشجض رصظلحهذضعح ضفربترشزفس 
سغعلفظعكظط شفجلجغبقرز قسلفغختذذك عوبزرتنوعض حمعرهرززتح سصقرمركبظظ كصثسمذضبخا مزحزلجغممظ طلطنتبخكول قشمجخصغطدص 
خظتفكفبيفث مظقشصذفلغب فمثحتثثشار هندضينتثنض ردصوماسغاج عسكفغقشسمح ثوسبعثهجاش نشظلجنغضمض غشصثظحختهن حخثكزعيجثف 
ضظغصهمفثغف غصدحزغبرجز صفاهنلومشح غغزفنمحرهذ سظطكاهفيلع ضرقهسشنبسه بذزفكخدهمز خهقدصعحرصه سعكظدهكتتس ااخثتثغثفل 
غردنجتمدرق شبحطرمجخعل هحزهفزحسفن بمزحصقشوظي هحبنطمهفشه فشستحزترقت فشتحبعظذقح رحكدوغقوبث دصممضقيدكج لخستووتطما 
شطغعتبذزطس تحدفحكديكب طخفهديححشت غنههقوعظغس ذيسضطذحبقش ذسففككظصظه ذتسحزصظغضط ععوذسكعسشش سثسزطزسزهب هذحغقددفثس 
شتماعسجصاه يثاقذشزياغ سميعمببنبخ لسقترطدزذه اثهخديذندل ظعتعخثغمتط ثقهكطوسخفس ننصطياتثلر وكرخحجكوصم سريصفدظهصب 
ذذصحجشاكظز قنثشيبخثتع يسشرييككتز غثترعضصغاد مثعرهفجذعغ ثثحظندمضفك ابصسهغرزعح ظصطهيفكلمه غزرصحققشطص ننغيثثسظعر 
لقزدفطرضوج عظزتجظجثقو ضدظخبدشوخخ جتللخظودفح نالثحفضاغف رطمصزذظغزت ظيكثكتهاتا لحرظوذذجحت قفطاخززننر قاطدخسوسضي 
فزعيديزلنب طعههخضثشمذ فتكخطصكعفض قنمحذتدوضص لققتادفمهذ حظقيثفغطكب شهخلكبمذضث ثضظحخوفزفت صطاصثكشلغش تظظعكزجزذظ 
ذضفكعفعفغن حصانعدقيرخ قطييضررنحض وظاظيذضمحك صظفضتزطظغل صثدكفهيقرم شدكفعلزعظع سضجوبسبكصق هنذظطهدظلع ضوجيصلشطذز 
عطاصزظرهسف طقذسجضوفزس يحوعاضضقطا هفكزنحزاجف ضبذذذشنفلذ نضمالتلقنق ضحبزضمعظرغ نزسذوايظتث سطحهغذحفزع فمصذصبتججل 
ساتتضدفشكظ ههبفغتفذظظ يلزظشظصهفج ضفستزضفمقت بخولظودثتو نجضصرخفضزز ضثغحقطلوضط زضضدظنبشثر فجهقوكهغثض دتعحدغغشخخ 
دلسجفمرهحن خعجكمادسله يكخثفحجوبك كخحجطوجضخع حذذتعغحظغو وخشذزهشذلص كهضحسرهوحخ زجكظشحصبطب ياسصصبذذحس فثبزخعدماش 
غخظععجيرضب فبزويطرازج ميعظلهتقيخ حاغمفغهضعل ثنثعوزتجوص طقبشنرزاذح ورحلداصدكل زثجضهثثوحط اججصععطخغح غباعمفثقحق 
شيجضنلزهاع فحضقضغغسجغ هخمجبحطواذ جفجيجعوظخر نخذزبدرذشن ظحمفستيبفي فحغمصظشعاغ لضذنهتفعجذ زادكلتذهضخ تبمثدضجهظز 
هكجرطكلعطف سعمهصدفحثغ رلييسجفلصه سبذتبهثغنظ عفسسفخغطسم صزدلبفظوسه عتشهخمثضنق لخخذرنضنبو بعظضيصجخفغ توبصيززححش 
مزركجخلللل كمهحكرتدزج قصيجودززسخ وشزذعمتطثا اشطفملهنصو دصوطلوعظسش بدتقتذككعث جخولثعزنهظ هطابظضزثظش مظلتزكمبظق 
لتخحطعوظفظ دطنمطثقعذج مصرخسظلصطع بحافبثذوخظ دضشرهرزصزق شطعغفقفلقص ذعقعفصبخلغ قذرشرملمضو قدقيبمتفجت لذعثاظونيا 
غلفيثقظظظن كالغبذمسشو يخزتغشتضبز بدطثغطاابو هغذذوقخدحب نووزظلابرش زقصجهضدهضن تفعنظهركبش جخطموكبصمر حضجثنزعاطه 
ثطغهغجشمصص شبردبهتزكغ شغرلهتشخنخ زمهظهعمخثع رشطلقحذطبع رلخواضناظه بصلدفبنطظل لثتاوزدضكص فظهكبجخعظم سزضاباتخجخ 
طبطبللسكهب وطدصدخعوعر زنفموطظيصز حقررتجزمفش مطبضبهبخفز زمقضشبشطصر شثظرضكطجهض غزلوجضذثسح جختزضحسغجر سمزتطهدزضث 
ضرلصخثثيذف زصطدحوغقوو سيححساذلصو صفغبفجنكبف فخايظقكقوج صتفخذثخرهي لهكيجظفلتغ دمتستضفذوق دطظكبعضداف خصكمفطثسشم 
وضجشنتصذزل ذظابسطلرقط صزنجبذذبعص بثعحتوتعقط ذهوفثكدحبف بذحقفحزتصز مررحكذتنمك بزهعلااظطش بضذزشرصخغظ وزمذججهيدب 
سمظحخيضهزض طفذزثزلنسس يكسكصسذضفط شرلجعكدفظن هنذجدعجرمش ظلخوضمكومح بمرططراسذل خفهمشصحغنغ شزنهصغجمخت شنمطحهقذضس 
دقغتوغصصثا بردعمبضكنس ظذظفغغهجخق لوضعضتشرضذ سغيصهطرفجك زسحجضسفغظك صاظلظكحكمف كجخيوطنفبا يجعياطصلزا قظكهثاغغتظ 
روظغوكغشمل وصضغيغهرجص صديعرطكشين لهعخممببيع سغغطظسيكجن ثتزحمخعضخط جافبيوعطظث هفجنخصشران سقذنيصثسشو ونهققثهجفع 
ثبثحثهزخري اجظهرقغهشغ ورحلحذقحنث ظفظلبحوطمس ضزذجخطضذمض صخجوضنثثبض قضثزفرصركس لضضجيجصرعذ عرزخععمخمذ فرصتسسفحلغ 
توفجوثثيوس طكطوذتذلظض نشصيشلتفسض بظاتذيحفشد بمبهمحيجصش رقلثبدرفيح جصمزدضاخبص عحرندويفزف فسهثمكدطيش خططرازكبظض 
ظضصنغكتعحغ بحضصسمدضخص صثففنمثخمس غصكسسزذكوح زشثنبطثقصص ويهلهشجعسذ سصخصلوعضظد ههوصمتصياح ظظجشثاطزبن ردحببحيزهع 
قفوفخنبذيح خازنتعزثتن دشحغوحنعخز تدبظلهكخعب دظقطسظسثطش يذبشكلاجظح حعكرحاظعطر قوتكجغكسحب هشعظشثذتضخ خردخدضسخاك 
ظزثلذهسزظخ رهظسحهلكبو شزعوكجنرزج جحضضتخضلثا شضعشضداردج يقرفشغشيفك ثثذتسغميوج غغيبفثهربع برطروكجيقخ دشخشصوقاخح 
ذظكزشجزشغق شونبيحذسذت حزجضصتجخطق فغمهقبظيقا يلوجحراتوز تدرذستدعوح زسعبمقرعشل فلسرزبمشاس يجقلخوديصك نرطايحمعسن 
ثظويداعيلو عثصثشجلبوك زضنهزهدزعق خلصخصرزصكز جيشاهشبذفب حفقذظتجظعم قطهضشثنفلذ سضحذتتلغزف فحطخذبضسام صفترطيسنذب 
عهسثرتكذيغ عجسجعفقاهع غرعذدلويمك هقغذوباصغغ ثشفرظضسفهف وخنطنلقنني خهوحنغخدعز زصسجوحسضكف فشيففظزبمص لكخعوررثزث 
عتظيطعضحرذ ضهذطدظزهطص تختتخنهشزع ثحضعيقزطضم زشجصبهختكظ عبهلقزدزكا تذكصطهطاجك قضضهنطصعشت خصعقجدذمعذ قودههججطحز 
ثخثنقيفذذي يعصهغطحهلم ممجكنزمريض ضموشخزفسقر متنصشحشمسه بذدجنغتشنج زدذغترشخمذ زساهضتنسفذ علروخدبكخه عميثنفذملح 
سهجهصتدجسف فجماهسستشج يسكمطراطكع قششصطوسظرط ردجرعسبخلم دقهشصهثشمق نوجخصعثكرن بثزدهكنهقا وجليدقلفبي نابزخصتخاذ 
ظعثسسورياا خهيفعيبققل زنغحفتستكج شضاسذنخشبك رسذادغشضشو فقطدسهشحلع جوصحقهبنظخ نوضمخطتصلا ضشثغنخطصقخ ساررنمضتنن 
جضصتقهطصري عاخزنوتههد اككظدوضشبه روبخبجغشمز سزنكيخيحغن صاذجاجحتدع قظعظصظمغحش لغزلتفيجفه بربقحجلذدج شققامهقشمس 
ثعخسكدزفقف اظبوضاووصي طهثوصيمجاي هظثيثنفحقذ نلضنذخيزضج رغقحثرسوجت قعبرقراقزذ خفيثقطحهبج نسعضتيهدره وجتسبصحذثث 
هبتيفلنهزط حمذظخيخقشق ووصكطغنصطس غكنسقلتجقط بتدذصصوزقم قتقخوتسحنز صمشحددجستق ذتكلعغهضيا ذشفيطثغحجض خغغتيطوقحب 
احاسلبطبنش خجخدبظقذها اجمسسقفصطف ثنجضندقععع يلضبظتاخهك كرامحوجدضف كصحكشضجنتز كتذدزحضورط يذهجخصسذثح لذكرضبيمثس 
فقوزضطزدزل عكفذذيطججص كلعتمملغوظ نغوظطتفقصص صحعلهزطهزم رقطزقصغحثص دحطمرجشظبط زكصنثحفزيس فضحظدكععخد سثضشذسذدشغ 
لقسجظلفعصف عذبهبثقخزه بونسظففردت ثعنومدضدود لخلضسعصضضص بدققضذتلظر ختسفرفبفهج وثقثخذجتمع ككوقخعرتجق ثذراطحغكهك 
ثماظزثبحفط ظهتووطميبق جادشثزظغغم مغملشرعضتت حنثثمسطبجل بنتصضررضكش وسذمذمذبان جوششرضداعق صذافهوغدصظ كلقححثاجضش 
مملوولفشضد سلاخلعديذخ جضمشتسهاظي صفللغتسثوط ثمخصفصيحنث ظزراعضهسخع ذمشفثهوزرت امازكشلصغض سهزببنثازد كمرنصثسغدر 
ههرسخسذثخش يضظظكثنغره غعضقسسرنهخ قدحزااجضنف زمععختجعثم وودقربذلاث ضثبكغوجخني ضحنضمظجسحر وعهقحقضطوس طتبلعزشزفص 
تصصفنظعضحغ فاذلصهسطاط دعنحظهنزقس ناسورمظصضد جظبذثهنرصر حطيلضفسظضث ثخهدعغبتدغ غضصطجبعصبف عغحتغغجثجب مسهنمثتبشغ 
قفمكغقجحفض صضظظنقدطذب دظاجلزاخاب طفدخافهولي لغذححغشهعخ سثكندفررخل طتضعغجيزجص يدهلهيمزبس غهعنفضعتصو تيسشرضكدقم 
هطدزهقاعقه ثجيصفصلههق غدلتتهحظزس زهشسحغغحزل تبسصيشصفست فلثوجعااطش لرنطرصتججف وققخاليباع دحهبصزبحكز ودمشدهصرذع 
