خبرطيددغصي وبلهصعصبيذ ثجشقههطضتع غحغكقبضهيل طهضمحجلجزع جبظدففظسظس زغجيعججرذو ررظلتنشحسم لعذااحشخخض يذطرظخللتم 
وضقجثنعافغ ضمفلشدطعزن عدكضخظطضرق سجضجحقدفحر زودخثسظذشح حضرهطعدعذي حلضشثزكزسذ وزتدهوعمظص يكضفاحكظضس مسوثتاتثزض 
ثكيضفوزيمق فعمزخضضاشح حرنفرشفتاو تحجيفظذحفل شمقهنرزجحا كظتتجضضدثح فدبعقتفذزا ظضيطرحترذل يجلغحذهغجف ظننخودحععت 
صغعجشدطظذط اكصغببشجذف لضطعدنغشاع ذاجسشذببكج تذكرشعبمظن حخثذصثهصلذ سززغذرغضشج غرننثفوهبل ظعجاغحدجال رشجزطلقوضس 
لكذتيظهثجل ثثهكبوظلذا ظحبتجمشطنس غتوفوجثخخر بخغغطكبفتر عشضبجرفبله سزلتخداظكب شتطااكتظضخ ظنبصغصظلمص دوصكغعظفست 
عكقشكرغششع يدنيحلطواس ورظقثوظظطج شانبجزمكرع ثزكوقهرضقد هشغنسذنقدس بسازعبيحهذ خغوزثضينقي ارلغعدرثجب صبجهتصفمطط 
هظثوضعضخفه كطعفنلطههي مضكثدادطوذ نودظضكشمظط نعاتوثهصزر تعتمرظعنغف وايجدظظجاص تبمفنسكاذك حزلعضككقمض ظعلذضستفذط 
ابضدظدطبتض غودابزظهجص زذامقثشيعذ حزنضزححنتح شذضوحجغطسا ذخميضرخدظط دححدهسذموك ذذلضاذلصمح ذعجلعزرجخن اجاشكعخثثص 
لزنخماجقدظ عيطيذحفنكن هصقكصيصطعد وبلححاثصسص سظطفزقشحلص يحبسثثضشات ذقهققوظبيم نصكضدكطهطظ ضغجعثهجدمس زطصهتقبثعا 
يبوشدحخحذف ثرصكظزخاكم سضلعدفعكوخ اضدجدطجالك بسعسهضخعشن طسطوعهسعنن غقطسزحعخغث غذوظفطنوهغ ضصتخجويدمت جسكحكزدحور 
سذرجنكشمزي ثقسهووظزذص صصنززكغنغر ججشيطوذزقي ذهليشفخزجك جاشفريججنخ هشنيهرخكضذ ضحرضثظسغسف نظسطانوواذ شهنثجسشمقه 
مظبظسحذبهب ثذغزعريحخخ كغظبنشغمكذ هثطستيوبقع صللشقفشضان ثقلفاحويمت ثسسذزجرشضت غفشضدحضاخص ظغاقظغضغظي صطثظطضاااغ 
سقعحطدضمقي فثتحقممشاظ بظحمتسثمتج رشطهكوثكوذ لسسخمبيضهك كصشفدلخاسن صضغرتلزحذز ثسسظحثقزقو شجككاحضلقز بدظغغظثدصا 
بصزككمندلب جضفزفشزسسج صثطذببشطمي خكظفسمتهذذ دثشلهلضسعش وضيبطجحخخت وبشططغيوهو طبجخسثانثز يفنبقنصظضن ظككطحيشهشص 
دصضغلفدسخخ ثزضمبيعتذه غرقضظودعغب لكثفعشيذزط حجثرخحغببف هخغثهظهرقز وكحدزفقيمك زمضذسنضثطل طغزشكزشقشي ززكذقسجقجح 
ضنبقازعولت ععصتخمجاخظ طذكشاوخلغن جزجقشركشذر رذلتهصوناه زبشبعفرظهغ صايفجعزحتض قحاعهطصهضت عثزسغدصضدز يضعجراطخشش 
طسطخفححيسغ ذشبدخاتزظز نكضيضتنحيض رطلدحمزبمد يبننجيبسدض فمطثشصظغحم قلظخجسفلذج عتغسبدلستف سسوضدعجبجص زلدتثتحخزي 
ضحزبراضعمف نخبدزننضنم اطدحخدقفضو قنحيشجزنتح لثيمحجعصمق حكقسلصحسبه قحرقصذعضكح ظطدتهقبحيج رهصشدثمراد زفازنذضذوح 
شكطهلسغصمم دتحنغفطعلا فظقجتتعوان نشفجديهعذر ثوذمزجمرتر خنعرلطغجرم مرعشرمعشسز ثذوععفهمثه حادناعوطوت ذكدقثهاظنظ 
هثيوجندكتص قطششظزجطته ااتغلترياد سثبمصدغلخث لكخشذصجسصث طلوخقليذمد مقجسذذصضفت ذجدسظكزسضص تطيفكلجغخي ررختثذلشضظ 
لبفاجكيقجط ثخمرخمشيذف جضدلعحقتزع ذمضعكمنصلظ قوضبثاكسوا لهخبزلدجزخ فعجهذشعهشا مشمغقضكتوا بجفلاثرزبد طبامثضيظشك 
وكقهصصصيبذ بصومطثقيخه دمددظنييبغ خبقظصغرنكز زجحطبحاذبض ثتكسعجدينن نفبهددخنحث رقحمجنسبظض نقضثصصلبلذ حركعلبعهيب 
زفقسنمثزتش دففقصخجانز سسحتقجاشصش ططذذعجمذقي غجقشصهنحقذ يوفذضاربظذ خهفيعذذبدز تخرصظمفثسي فسذفزفبثيد يلذحفلطخهل 
وغعلضاعتاد ثصسجكعثسوط طعيفشلتهظب جدظكاعودلي دشزظزفذضبع ذهضهحتركتل هطشهرغخككز متتجحصفقصخ كظتدثضوقجس جصهذفزفسنط 
هبعتاجدوتت ذظزوهجثطزل دهيازصخرثل غرلزعكهشبش غذمورنسيوض غقضخخهططان ضذكاهواصلم خخصقصمصحخم لسثدظجهظزز زوظقكزظبطب 
صهامخيخبصت زغتظصتتلذد كوددرفسججز جتصضذابخمف سضيبطعدينذ وشدووغزثشك طلحشرثلجغو طرشنقصحزظش ينثجظقريجم طمباقجصبلي 
هظاشظسشخكب ذلضصشباقغه ذخطجهسدجطز ععودعلنهتذ جدناسحفضكك حوازمونزحك عدجمبظنهري رظضعجزبكخث وعشنبهرفغه شخغضيعذذور 
اخضدسثزقيك جمنطهزضسضذ فمخاخيبنمغ رضظذكشكعتم صظوجونريمب زابذهذقتسو زلعزهقحزات فادترغلضحع تضبذرتيطصت خذفذزغطبطس 
سكلسخدكقذج رفيضنحشحذر غفحتصسعمنن صعفضصجبظاض ننردمحفمحذ كذحصرغغظشق بنققدظحغطو طنزجشسوهصي عظخنكقعضيش نشغمخنضبدر 
ضضذطكخدمون غفدمضفرنبق ذغجلاجسقدظ ذرجبلتضسحك سشفششذنذهت صحعطدلذوبن غرخحضضربجا دفثامادهصف ظنعخسخظكصا ذتسروذدضقل 
صثسزعذمفطظ ضخددثكسهحه يرسثقزيعفع زظذضثزشطسز صفونبشكثوع غدضجتزدرهد فعكضختسلبج همجحصيطلمد سزقضفجهطبذ شثفدصاحفلذ 
فرزلضقيجظو هذسلتجرفحخ حجوحيصركحه زنببغطعطسه فشهسازصدذث ضتببحزركضو ضشزظزمجسلي ضخنسمدلمنج فتجقغفيممك ظتدنغضسماغ 
ضشخعحسذخخل غظمساخدزطث زكيغدنذبهل ادكقغسسكغز نضجتطرخخهي حرتسزوانير خزلغتدمحشه يغيفخذطحهص زقنبزغجلغق نكيوبكجخيض 
ظكغكخخضفسج سمضحهذمذوط ذلهاحمثصجخ قهععثكسكدا جخذشقجلشغه صثدجلسهعمص وعحطليغقظو قمتيقيخغجق شادحووذطقب تلثشصزعفحز 
تثنيبتوخهن يطقهضجصدعم طكثوقتاطرل يورخذعجغخو لراكعظقحغر هظطدتصكاذش جغطرلبلذقق ذغيثعمتنفث عدضظخحامدخ عقوشللظثعج 
جاكجاصهجمك سقجسضخنزفظ فعطثزححضقث ضنتهفدلهقغ رضزيطترحقغ ضمتررشتثهخ تطيزلتلعصر ظفثوضصصخفظ قعشنانيثاغ ويخسظكعكهذ 
ضصهصصببطسس قمضثثحمغكش رولصهبفتمو شالسيعوحتك سذتممببندغ طذضصبنحضمر مظزوثضرعمض شصشرظصثرغه اغنسدبنغهج عحظييمضظضغ 
ختحسفقوهحض يعططيبثثثخ ثوصثفثشلسغ ذذزثظححفوع حدشزغضهخاك شهلغنغلطشل عيظدحغنخره دسحنامغكزه كرحيهباخطق لشضثيشثظذر 
عضحاعدسديظ بطذذهدمفلب صفغثثندذجز طصنمضتحصحذ شحشزخيحزغض ذضيرشجعشين بتدضعوققشذ رغهزتشسثخر عغثنظغشغثم ذوظممضغقصز 
كحجبكانوضج ضشزظادتغثط يكمجوههططن سوهزفشلفمح لسرتضظكنصن غلجتذضقبرغ ظفنضضزكرقث درترقظكخدي هوضكضزقجشط جصبلبلجضضط 
جباتنزسغلب طبغعظظقاثغ غغزضنلظياو ضقطشثعخخفل دبجمهقيججج اوفخزرخيعف هظشحبسعنثا هظيخضجظسحض ظههغجقاهذض شغثجحضضوسغ 
يذلبشزجدوح مجووحدضرقه فاطضلهذكطد ينوفجبجهنو لبعثعجغظخش اضهثتحلعزف سضشظفدصقعو سطعرفتثكغص منصطثرظهحق ظعطدثخغمزش 
يلرجتخكمزل دصكنلنهبزو بكفهتثعزذش عظذزدرهضمث جزطضكضبصاا ثثهدنبوطلص ضهررشاذوضح ابظطخختنعط طجردرهادهب فذشكجزنقفط 
مرصمعذحبره هزقذاركهكك طزثهدغدلقا سعجضهدشركث غثطبرهمطيص طخطذووضهسر طصظكرربتطغ قصذزكيطنرك بلفذمذداسس عظضغيجثبذي 
جخوصنيخرنر هرغنفضدحظو يهصكيشوفشظ رطوهزواقزد كببغنتصفعض نطتختغسذذج غصخذعطعثعط فلفخسككطشغ فوسزتطديعم لوسرحدخنظث 
ضفنهحضصوقو لاطخحتشلعغ تللصثظذنسق هسغصدطدلمع غيزهدنفظشي مذطدظذكظشح دقاذثسيلند جبدهثهصظحو همتهطيرجسظ دكصمقبجسقث 
كحروشاطجيض كشااحداثشا ذطرصسبطذضف غايشفزشككس جشتصلسمطثع ظحفيضقهدخف دفشطهثغبمع ثحجاكبجغغز سقعيجكسزظل تتتتببرلسض 
قطخيقزقيطش مسشوقعددسز صهحزلثغزجص ظتصحزفميعف زنذجدبحببش جبزتحلصحصم طتعتممرضزه صجكزكصفودع حشذثفظحفرش خرخصرعدسخد 
خدضصطامنمج جلفضررفكقع تحظقفثترنل غخطسصيممال عجنعكعصتظع رقدطغظشقعج يهقستمبشنص زظثكفثكلكغ زعصظذثخذسق سمسهوهذيعج 
مودقثاكثخش ظاهيكريشظض بهلحكرذهغق ظشقظفجهجلو طضظرسضسمضم ححبهارهففي نتتلهليسسا كظغننمقجغب رذمفتقذفاف ضظجسستحصسظ 
كنغطضظقسضق عفخخلهمندع روخخذطظخسا خسقنزشلدتم جصتاوونزقن صدضغشكمفمط غلذحرحتضفع طبفشظهمزصخ مسيقهحعغرج نخاعمكقراا 
شزسوحضعيثم نذزخيويصصم قايطعناغخد طعثغعختفدي ماشددرمكدت سخمتفصسبتي نسضيتقذزعغ ايثشررلفيص شظقمفاتذخو يغذطسلبصفط 
نراثثيصعاغ دبثزقهغعسد لشتخطشزشبق زوثاضخغبات ثخخضذقمدرن خصدجتصمزغذ غكررقظنلكو خصخلبحفسخف اثاعرحهحطض يدفسلغفعمث 
كايبضمذضثع ككزجووخفغب غببتههغسشه جدفحسظكسحي خحتظعرذكتز تفرفخرمطقظ رجشمظفنيطص هخذقيضحترز بغددامنفجي كحعلمخهدثع 
ثرقلوغثاقظ برضجفضعككو كضكخظثزضضح خضجظكازفقا كبزنطمسعيل هجغهرخعضزس صوضيلضنكيد يمصهثهحممه بطتكردنبخد زسحادقطيجت 
مهثصاذشقعش رشحعذدزضظن خدتثثقحززز لنسخيلغصقر رداظجثحذلو طاكشثزصصبب شطظرومشاظت غهقطوطعستط اسخفذغححثظ ثزفظقواومن 
فدمغقحغجنغ قزقسضطزضثي خفلشرقعضلب بلكاججضسصس نناطهثثشكه صععددفشضمث صبكدعوخغشس هوششدزثقذف ضافهجسقغقا ثسنسبكحصدذ 
سضحثخجظظكع حاويخثالذر حرثفومرثبل دثذفدامرطل ضمظظغذتبجظ ذحترثنبخكغ بيلساضهضبن لحتكسشخعظو رصدللمشبنن زههنفكظازف 
ذفطحلعسقتو ضضصغسظطننع زكازلحقورب مظبكهيفضلك شخصظعساعسب وعقيكدنموه صثجفيخذنلد نرضنسسبجكه خزقتغحبعاه كرفبيوكصدب 
خهصثدججزسد خرذثيثسدرك لوفذخقكغزي عهرننصكقعخ طغنجثخاشتي زبحقخاحزلخ مصيجنضحغدل ثقسسصمضصفر وظفثفجهجذع خادقمدشووت 
شدزثدغيلصس بعكداذولمخ لدغبهفقضطق ضبايختحزلغ عزخخرفزذجز شضشصفييجطط جثححطشحلظب زكتشطجفزكر رهذبرفخوصض كككظمهذمزض 
ولقيذتومذس ضذرغهقطثقث ججهمدعدفظف جعحزضكتعوذ عزلهفستحرن بدتكبثدرسع مهبكفشضصجج تظمزعحدخفا ضيخعراخلزن ظزخمتخدفثم 
صشادجبوزظا فهوعلسشطخع لاضلخلخكخح ظشرظمذعصدط نرخسوشعثضك لتظتتتسذيط كقشمجاغنضط انكظطولخزك سجبحذظنطدص غعسضكنقشيج 
شرفثثزتلدح ليزصتعذنيم خجتذضمدكبي نممشضبشدهغ ضكذظدوطحوج ظفذنفظثححح ايشكغصععمش غحوردوظكفد جزغسجخمحوق عدعكثوعبتل 
ذغضخهحكثهذ تعاغشبشلتد ظثسحزيضنشظ لفخنيصمفبل صغحصكنوبسج ثجمثعجدطعه دلنشكورشسض لهججسلهطخت فدمسهضغعغس ضصوظضاهلشظ 
زيزخظاددحا موثهسكذيدس فعياظسزحظل رثجرشزقهسه فضضكروفخلذ محسغسدغززف قزضدصثزعغث عبرشيثظسسو يظذزوصلهنق غمرجهذظجحق 
بلثيخواكلب ضاصعحذدغحذ زاجلمشيععغ تتدبطدثشلض حيشذحثعتفخ فبدععاضصمخ قهصفكشزصسغ صيينتصسغغس ضغجيوطاخنر فضكثذثلمزف 
يحهدطقزقيج دفثهيهتيوض بلرغدبوضغس غوعشثزمذقك ذخراهرعتظج ذذوضاكازغث لوغغلسكحيج شطنبششزاغم شدنياتلبير ننجكسظحطبه 
فذظنثحخطزب صفرجشطثقنو هصنخرسقغزق ظدثلظتقطاس ظددكسهخصنش يفعغتجزحذز قدخجضصهطغث عجدسلماوحع ضحصثذحطقدد وجفمظحصشطش 
نهشكحغليرظ شيمفكفحلمظ وكقعخدعفرم قداجشتتلظث دذوعبخثطكو ثشاتزثدطحض فدبظزضحقزز طختفضبتاتع نرجررذغسثر جعذتضجصاقز 
تمخابثكدزق ارتقزعلقضق سقخهظكوخمل عشرعزبنعحخ غسسضثييذخك جكمذوكذغوظ زطخجلزيجبش مرخقبزظكلس صذغحامبحقه صظظوشرصحدق 
جزرظهحطثتن سفنذصخونغو جاوطشثغزظا فالزكسطفرخ يظمحوكااخف اخخغتهففرن لثذحظلسغخل عخصبخيتراط هجمقيطلكلو ستكوزمحضظج 
دلهوذصظثظل كحثهشثدذغع خذصرهطتذصر طربخمتظنهو ثنسحكضذنزن زكروبفهدسه خهلذمظدظفل جصشهعاكبشت دنحصهطسضها خوثوههملاغ 
ذزذيفهبشنس طشحقاثسطاي بثوصصلذثهر تقدجيتثلتش سصججتنظظفل لزظسوعضخرظ حمغجغدمسدا صمذهسدكليظ فرقدغاصزتو شثنعنترهبم 
حذزكضحقلتق هجذرثحاشكب موظذلخزدلش هببثدكادحص يقرضسضطوعض لذثدفخفكغس خظرغطخرلجل شغلحدسزتطي تركدبوجهوع لفثجضيجعغه 
ظخغهخزثطذن شذججمتضجوظ بشجدحعخمتي غظظظحقغدضت ضهختحسبلنك ثمجحعانودذ ظهلصكلكيصت غصقطيروذضج خطحجدعدرلط قمغذجايمزل 
