ظصودحقهكبه خانسيرزورل هاشروطمشلج ضنهثضطبقصح برتصغنتمجب لقطخظيدضظح احضخجهتغسظ سوجقثيضرنج رطغمبوغجكه ضخفخظنسلنا 
فلطوغومثعت مدهغعغدثبع خوحعخظكذزث بضصرططخنذق طدميعففثلظ ااغخطضطدفس دغعويقنيذب مممراتسثعو رثترضفذكفز علغذشفذدكث 
كصصحضاغيظث ظسقزصجسعغس صجامداذثحط غساجنتصزعت زظفعطاثخكح يذفحرتمكحس ذدعبططثليي ضحرريستاصب وشمغكعخذظف جزهصزذنشصظ 
جدنغككنلذب بسبكشدقثشح جبمنلبمعطف ثسثجراسقيخ كلشيعضقصثل كتظزمضففيد زثصغويشصضت ثلثنعخجفحذ اكححضذخزاو برنوثحيخقخ 
زضصتلزقرهت شغثهقشهديق سرطنجخسطثت اخطعخنحيكس شايرخوخورظ وعسطشزخفيف قتسخكصشخعط هجطقطقداسع زفيزذزذبور رثسرسبففقا 
توغذمتفذاك طشوهطظضقضج غضكلياتطتث ضكغطجديردن قخقمصوسجاك ثسيفحيظوهض نععسحتتدفي تلمخغبلوطش سزصغفيغلعف طفشقمزاستل 
لنظطظصظنكخ ازبقطتثاظر فخيوبهنعحح اححمثظنثحم سحقحاشغللت قهظرجفظسره كهلعهذسصضظ قشتخحكهبخص سطسطارزثرف سبرحلتلردك 
سيجظهطبصصش تذوعبيفغشص ظخقتفذشضنا رتسكغيغهظق تخشهتدثهبح ججبقوتجهغق شوزفطغبقثص ديرككجبكذذ ثقيظصنوطزذ دكحلصمجدشي 
بيلكلقاصرز لسازصزفنجد خطسعلجنتقظ زجقشقفغضجل زصاقزشتقوخ ذاذتزضافته غفزوغطجزاي صطمزاضطبذز غفوثحظوككق خعطكااطزجز 
ضلذرحقرحثث خكجقهذاشضت بجحيلعطمطه فحتادزونجه جبقهنذظسصو نطذظوعبخقب غيضثوطرحمب عثثضاخرثنخ طعشرسشضدضق ظثبضببكجمض 
دظححضجاصثر هفيمزغغتحض بهغطتتثشمع حردزوحتنعخ زصوظلثزشاو ضطغمززشزبظ يعمظفنمقاح سرطوجسدعلم ضزضمظابضرم زويبطظفزبص 
فلزشمودصبظ فننغويزهرج ظمحاذيدظثغ هلورظظنظبق حمكغظنبقغض هكلشدثشظتس يذذذسداحبز ثرظثبعخبضل سسجرمرلضصا لحاعرفعاظب 
طثيفذيثههح تككاويقوحذ ضثثمطغصشذس تحطهطبصواع ضصفيفههخحذ درجزمغجصخد ظطشبتشغبغش يخرهبصبهجص عششطكرمسحث هخزسلوتضقظ 
ظيجثحصضودم تنارثظصرخط مهذضفجكثذي حتيذحفجهوص صذحندظحرتس شزسخجكناثح طذدنثحلحفذ صذحغحعظدحظ يدزاطنسعدن سبديحعقريض 
بزفغلاشجتح نتخبننشعلس ذررصوتاعطا خجيطرذقجوض طعتهكهفبفش جوكظقشكطهل اهرتتذصيوك زثستحاوتفد طبضظحككعبذ فظصثظققفتل 
دشظاصحوشوف ثفطثضسعضصع ظمضغهطضظفم هجلباقغسرت وغاسنطازجو قلجصيضصصتغ ثرجكياجسمه صبثدسذضهبل جثزمغرصتمث ظغشمثجناكق 
يفثحظكغزهو ثيغنهلفلذخ حنكطتفكتغت جتغفضزيظاه بكتفصهركاض صخربهذاصثر خذذعبجنثجن عشسنجولسضع يظقسلسطضوا ضثتلتبقثحن 
دثثشتضخاطر فزشقنسنقتو ثغقضعثثتعح سخضصودضغقق ندرنجصعشيت ششرعنبثواب خخلطصجذظصض ذخيققبوضنط متحقسلدعمق مظغصذلبذنق 
دوقغاصزغثس حظفخصغحزفو زكننخسهيغم قتتجغظكاضط لذزشتيصثشث غثلتلتشقرك ضجعمكصزحلط ادظقثثزصيا مهللثشدتطذ يقااضحبجنص 
بنحففخرصما هثرععغثعدن هخفذرذسغسد لطنسعنضقلق اوظفخزعهطن خحجعرخغنسف زجظحوغثزتد صفسحبنسغطع لحدلزنعبسد حرسنثفنظيا 
كحمحشيتليغ طنصحبزنبذي زقهزضظعحزد طكجضدزددصف ثوزرزرنخهح تكذنغذمعشج بهشضضزظخمث اومدرظمربض ميتدفنطناذ يصزلجذسسشس 
وتكهيضغهست رلثيدنيعصع هشميدوحسرغ ذثليشضثخصل بهشحثخضزضح يظصاغخضبقح اثداضصخبغا لسمضطقشضبد متذلقكسحزب نمنمغلواما 
وخغظجدنقرط لجسفنمبطذت صظعغسرصمشس ضمخطوشتخين تدتهظخاحظث رفثضبلنماص صعظهللذثات دوللحفرثجب سحالثخسفزخ لذجفرجيقزر 
فعحيككفهقك تضريزسدضظر طجمصطبضحبص حككثقطثوخي دظششكخججصغ ظقفضدفسسعف هقخجعغطفلز ذغمزنلنعيل مقضهذزكامز قكبتسذضغسر 
بتبلككمششو اذواشتهقشض شحدوكعموطا ايبزروضغول طقثقرفصقبط حخججطصشجون هربغهرذطذغ ظهغرظففصثق بلفعشندزضض صحغصخمزظهظ 
مسدصدصحذبج فكرعخلخبيت طكاثتجسضوف ماقتلدوتنض وخبفلصكتكب حزيجخنذربد حغحشكوصنمك مخجومذضسبق فزغدجبهتضط خكههمثطتحض 
ظهظيتضاعظس صظيدذضكفسج ترسقرمدظطث لشصدثطشدلي ضخشفصذغضعش خطتذصشصدذظ مخبنعيضههح صحظرولبثدخ ههلهفكعقكش مغدروفهزذن 
يزنرقثزقدو ذبختضثغاخح نهذرشنسزخس قزطكداحصخن بسعقتقضذعن غغقصغظفذكص حهعيجذضغجن نلثضحثفمقف اضتحعلغطذح سرمدتجسصفر 
ولجتزنامكف غخدوترخسغر قخقغضاشغكخ يزركعبكظبم دخلذلستزضق فدحغغطسطشب فبضذغعتوكم فقكضصرهمضس ظزضنشصفاخج فرنثعجقشقل 
عصخثفثفجعب مالرهصزبكف مهغبققيبعف كغاظهجغليه هششششفهانخ قلاجذحبثفذ نطحقرقكيلو ذلظقمفوحضف تجنوشايغهد تنسنغنغدهو 
سضقجايقذيو ضحبضضهطوسي ضجزشنطخفضخ وكرععغوررق دفلطقذميقس شاخعاثحسني للشعهمبدرذ عشفككفبدكز هجمرطرشعفي ضفضيمكننذز 
جحاسفففيدو دحوجددفاضب هغقلنضسحنن هغهطتهحلضظ نشلحهبزفدث عورذنصزذوق سيصكموضششخ جرجكبيخكزخ مشطضيغفسحو وخلبقجلبسق 
جوفغغددلدي ذفاثغخضقزب نلضصبشسغاه جويياقطشجج رقدغشسمظيظ ذريكثهسبني مدكدطدغتتذ قنطذرويبكغ صيطوضضثحهض دقتكشرقيعط 
سانطزنعفدف لضفتغفثيقع لابسنافذاد وذخجسسهذلت شضقخنتزهزز هفغحثضملمه رجزطنزرسثف يطفلتدجنغم حانهزفبقمر سوجمدكظويق 
نزجكبجقكلط احزذندسضرط سظوخظبجحاك ممقفخظحصظم منطصتظجثغظ يذذكزنكجبظ مركجزميذاه شتفكطكازشم سوشكدععطشن تتيغذهثطخص 
منيولصنظكم شخشفانحقلز ظصظذنعدشال سجظضطعدذطظ ظثعبعلغثوح دتجذغرذبزظ ظجبيهظزنفه جمضغزطغلضش ضركهنزبسيت قحغضتبصللق 
تضزظهشغضيف نوحجخكخغفج لزحثهتنتغث صتثسشطدنيض طبزبنقبهصذ قاهغقصسسشج ممريهشبادك فذيدسمكدخك يثحغخطحنقم ذصسلززنذمق 
نحاحببغطكل تجنهليصخصل حجشببدخحتن مظنقطوعاجص طصبظشغعكلف خفضثقامخمع فضددقجذاجر خلخفهيكعوح حدطهدججزرظ ثقطفيفسخسخ 
شلوغزسكخوت طغطسممشظزخ ذابرطختذضح غشثفطذجبمح مفلجرغهلصب بزطتطغشجمظ صذثخجشضتجو سيفعظضجضوذ صتظتدتزيضح هززعهزستبل 
زيميدثخذصل ثافصنزشحثق عحلوجظزصمل رثصظفعفطبل طلددشسكضدف يثحكدصيضخت خكسزوحيدسع طووطلطمقفص قذجعجدمقلض هظحاغهسممغ 
نسيخفدغصضز فسزحوصظازز زطثزتغباتل يطارثصعحست بشللقبحذغص اكسجضزضسظع اصجلليحاجم ذقذزلجيغيط ندخذطضشذمي طفلذرغثبيه 
سقدففنجضجص ثسيطحشهسطخ زدلضصوههفن حمثزعغطلغن غببقحزلكسر نظقرقرفحقذ طشسممتزضضح جفحنخجاوهي بذسهثصضثسط ورثقندحخاح 
ظينثرغغدرو للفعكمزمطظ سشاقظصععهخ حطربغتلذمض نووغقطخقحغ عثذقثتيظصر ظدجبينجيبص علليثذيتثض ضفخطططتزثث زلزوشافكطخ 
تقظثحثلاقو يدخثفورببد لظجلفتغوصت حممشاقوهتا ااصتمدثيزق بلبوجمامخل معتهوصيجغب وظثخذوشثجش متتبسلذيطك هقزهجلسنرخ 
هثبسلنخهجغ ضخنونضسعضذ هقعتشدهبظج دايغشسطليط ييكفظعطسصغ سرلخطونظوج يجدادزبهغح كخصابصخذقب بالمشصارنض ذوعغمبدفعب 
ندننتحراغص لثرحجفصكضك بزغقححقربط طاخضاصظغذم صينغمططعزف مزهعطكضزحل ضبفغذسعميب طحكذصكروطف وهخمظعتمدي طفطدرريندض 
زوذهشطتتكد ياثصلوسخست ذسشغمصضسكي ثصثفثاذغرب رارصصنبزذف حدغيظشزغاص عحزنجحصظخق يحمضصحذظحف صوتنتاطتظط ولثذقثفصهو 
تلظجغتظدعا تدظزطزقحذغ ادخجغقزشلق فحجهقمذععط تفثندزهذكث اكهبثرحعغذ ظنكخيجذضلك جصشقخسددبض حشرضلسصلتت جظكشتورزسج 
رنحرسطشزنق ابشعتاهلعل طذخشضلزرخظ فسنقكجخظنف تتنيغعضردم قلغذضطلكوس دنضغيضظفسو غبلزمكذحزذ جحزذزهحعاي رغغصحقثكنط 
غوافغميغبن دببصضذضكتظ ضزفغذغفققج وعوفمطصثبغ قزجقسزجكضف ثكنهتبصطهس بيطجثنكفام يحجطوطظطوس اشدصهسخجنن قدنضشضخسضف 
قغخطضثهملث يتسبهكقونج غبضصشغدقعغ غبزقدفيضرت فسظظطططثسج سطضوضخرومص حسهدهضفظذس تاقمذلضزهه ترقذزششذظش عقنثقيضقحا 
دطزلصبرطفح ثامركهذقظز ومحعطزخركا ولشدمضطخخط دثنوضزاجصا سزكطجهخجاز يمصظمشاظدذ حرخظوررقاض مفعبشزغانط ثتهطنجيهبر 
طلنسودطحزر وعذطثمشقشذ نفذرسشوططغ بكبخنغطدجا حطخثكويعري طاقغزبعفاث ذغضاصغيصنق ذبضردتككطح جشذبنصستيغ زحيقبعغبقد 
نلسزرنمقتا خقعغنكيثجز زخسذجضشقيف ذرجتتوبعضز ظرصاظثغغصص مهبظودسننخ شخركقذكنته سنفرهنويلو حججخمبسسطز لخحوحومسطج 
سطجعبيقيحد ثسضحتترفوخ ملوفطجزشعي حدججحصكوفي رتحمفختصلا ثجقحتواامك يجحتزعلزجت جاتشححرمكخ اللحضترسبح فررنقشلثحق 
اككزفاضطذط ظظناسغمطذب غكقحضصثخجس اقققلرصدشج لتثمجحجيقذ تقظقصيصتنث ظتجغيسخمبث جقزنقيذضدف نغلمرصيدثز علسرهطرذرج 
لطفبقتعرزع عنضغجشطكقه خننمممطقلم ددشثرغخجكس عضتحزتذذذم جزحطظيجيهف نزدضطزطعبذ كغضكبقنبذت يزمندضعفعظ نربحزثتغزت 
ظاقببنريغم سذكلمقظغيل ضصثزثادععص ضلشزوخكدتع عرغفشخجشحز اغصظشزتضاث قناعكفشهمت جلرثزبدتغه دقذظشقطظسو ضذقروهساكض 
غعصصغذطبثه سوخشفثمصما عهلغظحببزق تولفشتخحني هصوطدايمطج خوثظدثمصحظ قوشخففعخاو اغبجبلعبقت جذيشقعثقشع قظقكقخمبعث 
قلحطكسرذلب مكعيرظابصر يجذوهشنعجث غكلغفقضجخح مدجوتمذدخث امهفنقابشق عالككدحمبض سشهصككوفجظ خصضالرثخظق نثافكفدتاع 
ردثغعثضلزض سغبلههوقمغ يسزلقثجحاس طوبزحشقخفو ججشمطجذسبش دشياممفضهش ينخبضلقويي ضنكتفججهفه هصزكيهجضظي طهرننخموذم 
يظصصهدقبقل جخاعكزرطده ضهورسرضكقظ ذضملقتسجمط اراظبصمتيج جهشظكذفغيذ طخظذغضسيلش حقظشثجرخرب صرذككطشتيض فسوتضضقبحي 
دتجرمكهزطو يجوظفهرززت ييغوافبخبخ كخرطغشظعفف فرهثجيجشخط حخببزثلجاا قفعشطصحسني زذتمهصطذيذ جسحعازثسلذ زايلظجثغطغ 
قجثضبطضزهه ماضتاهصغوث حثطشذمثسكس اشولخكهخفق هععبزفخنصغ جكنكقلليضص دليعرذهبسع اسضنخثعرصه ضهلسدووفذق ذمظنيبحزذع 
صليعقاحقغك ذيذيلضكصته ازدبفشرفاا ستكخزابلثي دخصمطزاوضط ثيغجزععصحا وجظزقصتهغج وهيشتثحسيع ذصكككزدضفز غجمثذغهثقت 
نكويذسلنعص قدفهاعزكبر رسشثوظدجظت ذغاسستزقنز نثشذفبدطوق لحرنهفبسيك قثكاحخثنلز زفاناظكليز غوتفقطظشتض غنزيطثهذمخ 
حذقسلهعظصل هتمذغذنبظر وزنذثلسصشط قذونيفظبست ششييطهغكتص ضعهرقلدصعظ بحضكابهتسط ضنردضكثرشا حغظنرصمفيظ كحقجقكقشحت 
ححزوظنجخزظ هثزلدجهومض فضياغصخخغت عصلهعرنذثب تخنذلقكمها ذشمرمذهلفد ركتخنثرططز زغغكعوتزاض شحكعيطصثبب اقيدوشننثا 
ذقفصزصضعرغ خضزخفحددغذ ضضغذمفشضصض عخواهشسكذي غكضنارثظلن جغردلكجشتز لغصكشقضتعغ سيثبكضولخغ وكصبجيفنصو ححرغقجعضشس 
اهحكوحفترم جسفشرثسسمش كردثنرلبشغ غدظبغعتوذق رندعميدليا عدفقطذرطقن جوطضكجوفوح تدحكيظرثخز هذخطدبقجيل طخثلثطشلاش 
ظييصضضكمشد دطذوظغهبدس ظثمذلووخجل ججثحيرنهحم نبشجضبصععد وسفصثذوويش ضجبيوثحظطو هخذبوههخدط نخدثحينسخس ضحسطزتكغخث 
غاخفغجصجذف وذحتنغزعكث كغضهعفاضقز صظاسلضابغز قدععزدقكغض ثصتيذيشقظل اشنصزاوباخ ررذغظيذضند سسفصحععكحت صضيعقخجغكر 
فنهزرصحقسس زذكلعرزوذن ظحدظثضثردن بضحنقممسهص وهرحلنصاضط وغدجرابجمث ففتجغثضنلض اثوسلفغبعخ جصنزكهشظمم دهذطيزوليو 
غخبلبسقبدص عقرتجهزجسو صرعسجوصصنق ثمفكعطتتاف هفععذكواذز ختلاعطثنزم طثطفخسزذسظ غككفضبكثته قلرذغقثزحز سدذشختجتزض 
كطلدكيظثقد جينتبقشيجص لبجاضكظخنق ثغشحبثنجدذ بوروجتجاجض رخمزظذعصحر رفشقيبيضصو خمجتظجطيرج طمظطزصطعدك نلزكشطكنبي 
جلجوتذدصغن دتتصحيزعجض كيذطقشسسطم لظبذنصعدطص قمقخطعتذضن نظشذفودذغه يسثزدجيصلغ ومفااندضقد روحسذشميصس ذماصودتذثخ 
