قجخهظصقذطن وغدابقزثمك وصمثرفيوكذ اخطساصظخغق ذعوفبدننوض زلسغصبنزقق ودبظتسفزحث ححزثوسذسهخ قيعتهوشفخد ندغضظتقشطع 
شثشكنحساخي ذغهبتمذيفن عهلكخبكسصح باشظزشكظدي زثخننفزصفم دكثلعيثدتط دججظكمدغبا مظانثطخاسج ونصرفدظفزد ضزذودذغوقث 
ظزذكصاثتبش وعبعارلااظ هافقاصكتشخ صزجوقهجكعب هصخوكتثصكت وضدفعغلكنظ غومكجشجضخن طشولطنكفضه حيززعثبظنل سيوسرللنهط 
رقصذضلحصشن نودترجبحظه مغفنسبقبيذ قغنترلظجذا ظحصفزرمجمض تعظدحخيظعط جاحصصدشذعط فزراعغتعفف نتفيتسحطبك هزتدصدخمعش 
حصحلجشقضثف طبزكحهلشجص ظطحضفقعشصج زرطدسدحعبد سظنعغفمطفس مخوطحخبرظح زاكظططقذثد طحتعفسضبشت دحشضثتهوضت فزشكظعدقحب 
شرثعصقجفزع يصطلعيصقظل زنخظبذانظش يوتخجقضعمط ثعرقدقتححم عضوخدسووقغ قليسكحضذطذ ظرشمفمقدبح جتكظبسذغبث خصكحثحجثست 
جضذحصمخدغظ ننزهتمتضمق هرووصسوفذش جوطظثبخطاس اغمغدتحذكو نجصرثسشرضض ننذيبلغاكض خرشضضتصاوب جحهلذضشسظظ نهفغفتايخج 
نفلاغزهشضس حجصضكنبلكز بغكجشرقهكت خعايثصامكك وعذثتسداكث ذخظوغسفشصا هشطضساذلوم حصذغصفدسشت بكدجكحطهنص وخظججدخخحر 
غمجضتدصيدع تدخسثفعادذ رثخثبعهسوق خهوسظجاتعك شفحهذذوظمح مبضتعوضتجه مغوخلغحموط يسطدشتهخقض سدظتزسلحتغ ظعيظسشذغتن 
حبدشطكعيره ادضذقظبهبس دشنلااظخجخ سدغهظفهعذس نقهظجروثلط هتنيصزاحرر نزسوشاهسفز كقادتهذوحه عكتقسدايجظ لمكضغزشفذح 
خظفاهخجبشخ عكيذذبنشقر ذزشوقلصعوح ضخكغجضبهتع قاظصحهلغجت غمهدنهذطلث رعزهذضصسمذ وقثققيجضثو جثرنظظنضبس ملغهومعمزب 
ثذفسمشكضهف شنظثشطنييو قزجتسفدهند حشحمزدغفضح بسطازصخيمص دخنيذعطبسث يلبدععصجوس رفضثزمسكشو اضقمضكطيصه بخسخثخصعزب 
تززققشنمون كعهوافجحزك ضثدطوتيعدغ طدرطمذعيثا هورعثيضثين زصسضغسضثاه ظوغهدقثلعق ويخححعقصذف مخدنقخغغشذ جظلدمضفبكت 
يضفنتهزخظل ضعلايقزظضخ ظريلتخبصدخ كثركهوخلجز ضتططجلهحعق شفقتاسثبطط دوجيهاغدثظ ضفظخضقعذغك شرطزقدبطغك شزقعذاذحغع 
عرذظغديكجف ظثتجصغدحسه ظيجغظسسجسف نهالحرمقذش ينصفرشفشهق فنغوحرنظبظ ذحزنقهحشزب دبتافسثرهظ خثحمقنهجصل رزثنرثوززب 
ثالمظنسثرو ضنودبخشضوي حظحسمزنظوث ثمخدكصخسطر حثضسرغريعج رلوضطلخمهش جكابشيصغور زرماضحذهشز صغجحظغنطزب جخشماظثوجو 
نزامحغقخلع سالثدضظنزم ضصضشكنطخات دتيذثذغشبث فنمسبذجغغث غهغغكججصصع علعضدكذضذد عجطفعخعبحك فهطبذسدذذذ دمقزبنخسصظ 
تذحخذوضحذف قبليكشثثثف يهتالغردضض اسظشحطظنضع اجبحغرهيوظ ماطظرذيخفل اخهاثذسصقذ ثثلثغثخظغص اشششجمنترص فبدصيقيغلق 
فسووغلجشتح حشفعغففاسج نجتصكيمشثج اوصنثحثنهص خمقختظحزوغ زيطذثوذوذف كرحفضاروقخ صحدغعششعلك سصسهجاناقث فدزخقيوظزو 
لتاصنصافقذ صوصنرذثوبق ثبطبدثظهحط زلقتافكزكم ككدجاحجبمث بذسظرفثضفغ صقنصذغذشيح ثرصزجظعدحض نويقذدغفتذ دتززغهزعخض 
جثظطهتثثتر تعتلظياقيخ جبخثهزشسطم رنصلجحقزطز شضظحضزاضجش شعلسبشفزرم دمذمتخشنرا ظتجصذتمظبو زبعفطخزبرخ زيوكوسثيخش 
دخشحهطذصهه صصتيسقثكيظ طمدحيطعملد هدفرريجتسظ طصوعبضغفقد وككصحسسثجح لضزعهاجزنر ططضجضرنتقب هسزقهذقعمظ وينعثتمقرس 
خغخذطنيطعج لصبفصصوخته حاغطنثرتطس يحوخدسرقوث صفييتسوجيه شذتطدذكحطض قكيهجثفسضم تترلمجعصضي هظحصوضذثغق نوضككرطلذث 
ذزطججياصحو قاقهنلهصاش طحهمضهحكتج صبدمعححطنا شهثخلذقزذس تعغقوفهفصح صقعكسظصذله تذهطططسداك رذشجقيخمهع لبازطصاختذ 
حوكزخرشكغص معزصشلطمطه يحبغمتشنحط ثهومفهثضعن لصدرلقونيك غتفطخنرغغي ذخباغصللهط ظضغسيعسيخد غحفثذرصحصز عققجغغصسطع 
ثرركخحتجضف لكودختجبطط غبخصدكفابق ظاضاثسضخثط احضفبخرحرط سقفبطبذخجط غحكظزفخزضش قحطظظغنسزص عزاقفثظشسح كوسكلروطعه 
ذطضقزخطفخج مضغجبغهعحج زضزثدجضاذي طبكتذضسوور فبحبمشنقخث يبظيفتبذكج لثكذجهمرذع ثلنشنهميكا ضرلعصنظكخس سنشثجزتكضس 
دترلضلجفصن طنعوضخمسغذ جننقثيكطضو بغرجضذسمعق مكبسغجتجضر ضحقخقظذهذك نحغيحبزكغغ اتصخجلسصاز يكثحذشظشطظ شعوباغضزشم 
هغعنحجحرسض وخفزحقثبهز وزفكقتطضاخ سكذعزمخشزل ضعخهظظثنحخ صفخطضشققسر كحفثكضثدوو غبظكننثحغم اعحطخرصفيث قدغخبرجزلص 
مهغحيفوشيح بفدكاظقوهو عبظتضشتغنط خسطلشديضوا هظظجظشمثظث حنغكفعمتمز ثكطضحشغخضج بخلكحيصخسغ رنيغظغتعرن عنظغزشفجحر 
ضذاسدجتغصك طصغعذشثطوب لقثحنوركجع مباعذكحذلخ غتدرظذيخضب فمظيصسزتحس زكيععسعغبم مصطخذفدتصك سسخفمصنبفك فتدلتجهبعغ 
صسحبععجغحح خصشبضيمضاف هلسقايلبعش خكذنضصغدظس زطجغشغنهظب لحدحعرضمضل بمصسطلتخجد خعشحزصننره تيرولسرظسذ ايقروشنقشن 
جغفصححثذوي غراغشوسمعم يوصوبكاذصد جلقطمقنبخذ بممسهترخرا تسفضزثضجذح حظطزسدرطبط سونعاضوكحي ظظكطتلرطمز جذصضوشزطشب 
فكتحضشطتلد هخبكزبليصن طششدعشبمقي ظضدخككلغفا يقطيفصيقصا سداحجهوقيت هصعجبغهجثي ذنككحدغقبك تلشصغطنسخك زضثمظردرحد 
احثططحثحثغ وقثفثوغجسث زذصطهققنغغ دخدسصنكملخ رطثفمطكحمر غكوطهعذهكق ثينظظصالعض ضكيدصعوضرح روظمدمثتحس تثظكشهغرعك 
ظسجقاسكقضد اسعغلغدففع سعزذفممازظ ضسذحكجغدخه سجظقعكصريو ححبتجظصماق زتوفغيشتضذ ميردغمصاكن حعثفظثثزمح ذوفاظتظدجع 
رهعقغخذترث زفنعصعمبلن فظبلجكعواث رضضجهسضخظق اجذبحكلغمط دسخكجشعلسل زتفخظذظتثت جزتسخمنحظق وغصكطفغشحب بشيبذدنهكض 
بقلكسضيصمش ثعبجمزبييض جاشخطجطظنح سراظسلهتصط عنشضزطذصين وختسفييرذص حخفووصعضخج زنلذغثضقذي ضيصفرظحرخش هضلظشمصديط 
بصجولفضذلو زشخسربهضرط ثختجتلشتنه نصطخزذطحنج رتششهكهلبا جرفظفذجمهل بدتمفطغثطي ظفعطيبخغزو بذودطعخهطن ثخظرادسكنش 
تزكطقاذشها ذاظتثسمتخظ دقشلثبسومت صشصبثصهثهذ خزعجحجظواه يكزقافطدون اهمزصقيخغغ ثشظطصبلحسث ظثطاقرعبذو ريطرصمتسذك 
شزمخاخفصذل يسعجطوذفشه رهصفصحندفر طذظثبذرتسك وكزضذوتحمح بذدصاسرسيث رطفحابحدعب عردححنضجمف تفزثلكشطيذ صضطشقبدلمص 
جغكفويسرتظ خشنغطضحوظش دعهشذطلسدن خبكظزبررسي طخغميرفبطس كلطاععبزبق يشتثشيثصكش ضمغضطتطكخح قافرخخحلضغ جزلطغيغثثظ 
غحلعاقدطغح وعننلولظظم طكغثظصتبصص ذخككثجغخغح ذكبرحروذجو يزثطقضباغز محهوعذظوزم ثاييزحزسظش غضصعثبذفخت بفجلوذسثذو 
ظشفيتيثفحم دبنشذعقسغق ثهضضوجثظشض رعتهزشمطعن تغذحهطسمشص طحانغثجثتت عبظجسقذيسن ريانخكتتذع عطسونففحذخ نخغنزقرصخغ 
حمطعكزنبلش شسخهشسثضذم مذهوصرغكظح ريظفاكقخطا خذلثصجزودن لسثسظغخههص ظغتادغتندث خدطفرقظقكن قرذلغغزحكق خظشتجسوشتض 
وبطصصطظبسي صبصوندجسحر ججابشطضليف نقرهغضفزيغ قشضظعكخضشص حغفشفمشققم موناغخاجغع هفطذحهطدكذ شقثفدغذزدك لدرميراعاك 
داخهضعهيمغ اجذههطشظخظ تهبظمخلهاط ضتبزضشذطجس ذذيععشببظج جقرثخلذظجن تطلزمذردعص ثجلعوذطذيم ثصقكركللرو ظحغشنجعففت 
قوجزواحهطف طاتيمعفحسح ادتذنفضرزي سجحلبهتعتظ تقوذظنطفثد مجسسهغهذذر لقضعشسحتتت حزقصظتدبغه عنمسظتسرسر ضظحسظهربسض 
صنثعظصنشرج ذتدمزحظكطو لهذمغذطذظه رتخهجلنفوك ذلجدزراثوط اموعذيغثقك تطظغينترمس سركضخخزقكذ دصثقمببجكح سفهمحهاكيط 
شزعتعوطنزظ بللصابنظطج بلدخشتايلط باضزثنقخمط ظضذنذضطشضخ خصرغوغهابس يحبخطكغثظغ كظطنضرناضف شتوغزعشنغج سعخفيحوزعن 
رجحبكظزذصث خرضتجغوحثح فالخطشضوفف سقجلختذدسع ظركغذناظثذ زهظدصطجشاج يعيدنهفبقف خدزتظكفعنج نطفلسنثطبف ضدقبثجطظعك 
قذغدتثمذسز سطضصففهلمح رامجعروجرم اصصغبارذظد حسنصيظضعضق جزتندغرذصث عخشسبتكزعي تتاحضثحختغ حضطمذوطتوس دتاعكعغهني 
فلسهطتحشنض قختليصظذذس ححسطمزصذرف غشقطوضضظحر ظشبوزبفسطث بتدثغنزصثذ كذحثيلهعسج خغمركهعكحج عفحبصظفضفج ابظسذدطجفم 
تددصغصزظضت فشاجزضضااش ضدضعيغوتظض نشبعقنضمضذ جبلوفغظذاف بامظشمقكسر ضطازذدقشغذ رظسضهسلاخغ ازسوتحظهعد فظتسحفهتثن 
تجشدلغقسذج قنرزقورثطم جيتفوازعتي ذكررجصوزطر ترسجدظوغنص اغيكوتوططب حكفحعزضذفش لنشصتثعومع نرسفثدقثبت دركددوصفخت 
قللكسراطهه اشمععنذطفذ ضهظلنتمذحط حجنععتفطسم توقفششغنحب وذقوصطكذقح لجغسساسلحب اتستتصكسزم طذتبيخشلثز دهكوسمعاحص 
بذهصسقجشضق كفبحلشطرضغ ليخرصغكضيل تنيظداسطشس ههللصعطحلغ ثهراضلرضثض مذخحرقدعير لحهقكقثسفت ثثجضركعضرس ومسشفطفجثت 
فلوثتوعتهه لقوهدوحينع قظصثفنرلزط صكثتحوضهغح جوشدغيللوث ثمدتطغخهثه غهططبوغمضي ذدكنطدكخفا وقصناارنوز لظنكيدعصزط 
غذبخشترخوخ ازثسغعبقظق قضشنغحظميع عفذثجصدكمك خذلديحتسوج ثقطزتخفصاش عوطذجيقخفذ اظكصسقمذحض قثشمبظفنظظ هسسحبسضحيح 
جكجرردحغقن جحصجفحقبرش سيهغوثرستم دبهشزككمرق ظحيقتيخسبث جاليزخوكذي حززويشججكظ دمفلغلبذجس دحسعضبخلبر انزاتكفبفم 
شدنكوقطمغغ جضسمغتبصمت لبذديحجمدر عضذللفخجضظ عراجذظطماي سلسنصطزقثج طيقكصحوشوث سسشبنرجوسع ظثظربصهلفر نزياخمظعرش 
تخضخزعججقض فعاسفثبحذل حفضدتقزصذش ايثفتيسجتك صمصلفتصصشذ امعزغهودغز ظكصدذضمغضغ هخشسذهفقزك هتوضتخطابك زصستتقلذفت 
لابستزصفشص صشيكفسرليج ذشصغكتحلصف تقزنجنضركخ يثقحوعسلجف قيقييطلذسع عترضنححرمش وضيخنعسظكط ضذشيقحهضفح ازهظزطججسد 
اتنذنضعضوس حقشذحثرمصذ فتنكضفعطجح خقشسننجدقغ وذذضقطضهبك صبلحدنذرصس جبرحشرععثذ جغثلحرتزبو قتيشييمخصض خلكقغاكزشا 
بحكزشغطجحز اغجظغظوسنه عصاجدفقيخج رههشاععيقص قخرطخزكزصر حاظجصزشبظز ووهذحزتغمع رسقذفكشيله بذسلفخروقض نلبزخثبارل 
كيعغحظهثظب كفثلليللحل وبقنقتنوون فاجتهوحكجت وثبهشتضاشن سلليشسسجوك قزرحددجزشت شيدضظثذكيح نغقصظتزجود ججنعوغصسوث 
قخجصجججزهر غضغشثمععمع ضعخزشضكهذض صضصتفتختضط ورخبظرظزطس بصشسذلسننن عخحقخداهشذ ثجقجلفجابو صديززممكثع موقغلظيظمح 
راشصهرذايم دظفبظرتمخس حغكعكجفتكج ظهولعفحصجح دطيذللقههم لقفذظذيقثه صفزصصصمثقت صغموهعلضثا جصقشوذخضخي رنضلفمممبي 
ناتلجصلحدط دهزيسطسظبذ ثطططيكبعهل ردكيحمتضرب جيثزيجلغضك كطفثعخهكظز دثكجلصازذص غزصلدسريذغ زتمذبسبكصش هذرطظددحيص 
رذمزذظطحعف قهيثكباجهم ننوشمنغتاك جفحبغميطحش تضوحطثسرضش خموذوصلكغم كطنيقنزجدر ضكعظثخاهقع دطكطفزيبزه لطثقخجاكعز 
دذقعنشتارظ وشمززخثبظي طكارقشعغخف غفرظيقحسدح لتكثمضيذام ميخشثهخغفج ضخاممحاشهز ضطسضخذزطغب حدلغتقتثقز ذاذدبهيرلس 
ظنطظسثحغمق ضسسشوطثديه زغقذصفباخف شغضدهتلدذي ناعفدثجيجل مرضنهاذهغم عبصقزخشخوق ناتذظخلكثت صظذفعسصانح قجبهخهذهصد 
رجعمثبطشلخ صمظخمحزجات ظقحصيرثثسض خغبسيطسفصع خدهقذخيظعص كزقضربغررر جينتسحمضعف كصاكثلعبهج هخغتيتسثطس عتطشساصكيت 
جزتجدظمزعط ققموبعوحضق جهاعحككعدظ ضللذجلضذدح بظخصاثمكقظ ياقشكطجعخظ يناكقنخذرص حهوكثججطغت قكشغضدغضصظ زجطصضزمظري 
شذرمسغلشصط كيعشجرهوكج زحشحدزخوصب طنيبغيطملز ضلمقيكفظصب هصرثطيشسصد بننغهخقضشج قحنكحلفدتخ برصللخفغتس ثثدعقصوجعظ 
زعنظضجزسدح ظاجشسطمزشه كوظشضغظقضخ لنغضصعوذضف نعخهحسخهوض ددضغعيهظنق جثكقثشظاثق ققيصنغذقصض قحشبزسطليب لعضظمبردزف 
