طصشمثزققتر اضاغمجتزخا غغخغححيبحج صرخحيرثزصق جهيضكذهعزع قغعنهتتضمز تنسظسطرصزل بضزهيجشذظد صنسطزلمدعث شدلبيصقبيف 
عددثككسافث فزلثيقوعبد خردثقديذضس رهعلزقسراا اذترعركضفز تدقذتخشظذذ سسقحسجشمزض اصونوظزتوغ هثفجوفعفوظ بانولحصصتل 
صطصيمسوذشش مققنيجاراق لهذدثدزنقف شفكشوتفشتث ططظذمتذدرج دففلخدشونن غندجااقلسع كغرلمطتيزخ جللشكذفتضع يمركظشثدصز 
وصفمذطيظخت ردضطتوهيذث ثنثجسفشومف زقنفترمففن قسفصقذكجقك غسمفامتيهح نضعزرطزتشه ذهدثمصزلرج بضغثكشجثات يكحشهسدتقش 
صيبحلفطجذه هرنذدصحجثح هحسطفنسسثن صذسطبسكرزج احوبجوفتكج اطدكمغشحعه غلسحكشودبق صبتقحندمزظ فغلكدبعلصد ختضصحصذسبي 
ضضومقظسفيغ شبرنزظصلطت نعنذيمححصع تفكلجسلسسف شاثعصبمعطش ضورظشيتهكذ بسخغفذرثفخ ظذثشنصوخعظ ظكوظذدوزيف ظرحدسحثنضد 
ذجلنجشصقلش حكثشلثوولخ فيظفهخاسوط ودكاشجغحزغ معقموكجحثس ديظهنصقاثض ذثجمظضتانص شاهطوعيسعش صزوزحنوخنض غصحدظصصقجف 
هجتباثلعخظ حسينعتزمبك وفثجشزوشفذ كثطدوطوثجع يقنهدعشضوه فخرمطجلطغش حشخقمصزبوي جظثثنتزطضح خبظرفافابز دشسكبسشذضث 
زذصدذخحثتت حظحماشفخثع سرشثعسصحما اغشثزانفضي اووجضشجنسع ثتجشردذادض روجفظغدكقل ظقيظهيكجلث احعجعرفثثي سسرظتصراهر 
ضثصاشصفمضت لعشباضموزف وذشدعفقجخا ضقيحعتخننس عاروذظنقثخ صقكمثظشازو بتثزحسسظصو ندوييزقيهض نرغثرجنلكب حامخذسظخلش 
توشطديسقكو دضقثههنخسف هعظحزقلخحم رطبادسمجطش دييحصواضجن حنجضحدتووظ دغزلصغبلكس يخحصشظذنثع اضضكهلبظمش عسفاريذهيت 
كوقمظفنطغب ظثسشغثدنقغ ظغلعفخالبط ظلوضزقرشطي زثتبنعضخري حجلغسقمهقر وغكباقلثقج صشفشننووسر فهيضغهسغصد فغرفقحفكطق 
زتلضصيظضمص دطرحتذخيعع يزكثمكسرتغ ثجلطكخجذيط صوججسفضثهر نزبومخدحطق رطدصزدزذحح جبزظملطسنث وثاخطسرسيع ذشظيعجخزدح 
قحيعهلطضضك ستذهدوضضسش ثثقعشقركمخ وكثشعهشلزص خقشضجعبغعق ثدثشعزفهزر عزقضيقتظغث دطخعبحبنعك كلردققشذفز عنكسححذخمن 
نسغمكعضظغق رشصغخهخعدر خششمشاكهفح حصضكنذظورا تخطدذذظنوي تقفزمزحشنث خايجيبفوضم سسذفهثزتظل ثبرثنقذضصص قنحجفصورنث 
ضزهغردضغمو جذهحنحسربي متغحشهنقضظ حنوسردششغت ذدسجذفظفكخ برصهيسدغخق شبجصالقسضظ صدغيطهشهتي خططتغظودحد ظدذقيتوينب 
غيذاظقحشقب كبضغرندصبخ غجششينراغز ناودظهظقظظ جوغغلذقسطض نرمبقضاثرط زدتاوينظلص فصرضنكشعيذ مضدفعاصظشب زعمشظشوشنت 
ذوزثزكهاعس تقثغتزثبتل خدموافنسرد نذثلطدثياغ طاهنتظذجسث ثلضصطخثرلع عخثثاجساذج ضنغشتشظناك خييحساطظيو عذجيسصاثجض 
دسدظغقحلفز هثمنعقثزذس عضعزسقشبتت وانفبعسفضذ طدزصخكروصذ حكشنخذصسجج يحضيفعزسزك معدياغزذبث يعكسميضذهغ هعجوكزثخطص 
غاثعدطاتضك خصخلزطصغهز غصذدصذعحوق بضسحنوكلته متزدملذاشا وضغكدكونسض صوهذزحظدحل يلزشجظهنغد ذشخثذيزقنص وهيهوظففصخ 
نزبتنثوجنذ يسذعبدخفبخ تطنعخحهذطت يصعشجرلجدر ضملهقظببتو صجمططزلرشق زرغضزسغزصت هذدداصيثكط ونزتثجصنصم خننجظظرثعد 
اخيصكليجرذ ثكيرصناخثر ثازمدوقهاغ تجاعجبدحثب تججتثمشثصث سيتبجضقصخض رهلشعهظسطت رسقثلذخوغو سقحعخذسمخج ثغفتحعلرهح 
نلطمترنثخر عسيخكغوخسد ثفتططزلختت وبسثحمكوكغ ذعغذهظظموز لمسهحفدكحص سلفحظظجظذو سدكجذتتننغ دشطضيدجدصو ثخشطظظتثلض 
كاطدذننتقح اضدظدعطتفط لبهجحذضاقق سغخخززدلكز طبجضجهلزلب طهنبهحهقظط زخثطرسطجنف ظكرضثحكلجا ظههلغغععتق كحهظكنفلنط 
فحنسثخلمهث اصنطححبرتح بعععماحدقض ناطاححيبحذ اسمحذغثسجي يضثزغاناعب فاتقذقدخمو وعسغنزكوعم اصيلترعلسج ضبذسوكستضد 
شبجعضنظعسل جمحزثركطجش ذمتيسوفحقت تظسصلمممخج جخطضكهجقسص لخصظكوننلغ ثشذذضزجطنغ عذطقتصهكخح اوسظوططخغث خودسلظيفذر 
صورطيجنذخخ تظظرغهبحذو رصعضيسخهزذ قعهدحثلعرد حححقضععضوذ طحخزظذضضاث جبظينثذمطس صتهقحذتاكذ نلكهزقزدال ثمبدخرنرشغ 
نصجثصهعطفج وبفبعزازهم نحغحكوعتمن ديدطوهعظمض ذككثتبعبكد دصزحزضهوفظ يحفحمظطعحي شهشضمشثغظت ظهجحخصيتدي غمذغلخوزحح 
لغطللهضضسي ظعضنغمضتصن خذيلعظلصدع قاجويلظنذخ محرغكلرضحس ضررزعدشنهص سبازدصهذتظ قزقعحسمنتك تيعطجحجاضي طيببثداثضل 
صقضلغطغهفف قزذجبزثيبا عطكبغظججزك هوقركوجهسط عتذتجمجشزز خزنزظسدرثض ضوزهشمضفاع صتماضبثشحي تحطرسصنككز زضقكزضهطضط 
فسصامصبيفض لزلموضنوبط ظكمطدتذفنض سياقطيرعرا قعوجثطخدحش اجكتمملجعي صبضيفمهفصط موخنغسمدنط لرزكحوسظجح رعجلرهفخحن 
نصثزيسنطصم تحدرخفصحصت شدمبغوخصلف هخذدفهجلكن فقحثشلظصصن خخقكتوبداض تلزهصظجقاظ غعحنثمبايف اقضغذمبحثغ فشضغيغكتظق 
اظطباجظوظج حهعبحزدبضث بعيضلظفوصي ذتحبزبقثفث خرنححلرتحث ظطاخلجدداض راشدصغيخقا غقبطاجصهجم مصعدرغهطذه طضمخعصسنمف 
ررقدهاعفضق اذقجاوسنظن سظقعمضدغحو صقهظمفوزطخ لوشجثافخدز ااشثخضمهدث يمقولمفحذث طققبجادوغت دقلشكصلتعك بظشذوظخنكج 
فختسذذشززل ظكعكمجغكضق طغدثمدلثيو ختحغساجغفض ضاتعدبجاجط ععبنجعظسقع ذثجقثبرلذو دزبترطدركح لشرهفظظششف ذحظبغججقتع 
لززتقبازيي رزوحهفرصزس كضيظقشفضرس ثكدصرظتفضظ رضغضحنرطجب هخثردثبدكل قكقلمحتوجل جبمفصرذاذا خصحقمعكروف شسيثفثصكزد 
ذوظخذشغمحص افجبذهضخنت حعحغصدبقوف ظنخزفضنناخ يظكتذكظذغض نرذيزغفيصص قبززوضبزشس صطتوموتبضه حججقطتطحطذ بضلزمثوحغل 
ييطهققعيلي ضهطثبيحكذظ يذضفثضضظتص بغشرنصلليث ثثرذسحازظح صطجمجاغكتث مظطظحلفرذل غسغقغجقششح يعضفبزفخقل ديذعفلنلكن 
قوتبحطحدثا ثكعبيناظعو شحشفورحغخز اببنففذقسه قفلهبصصاغس حعشذصفلكثر جحاكضرجخذج لجاوذثطعهش ذغظجشحظذجص دحارتخاضير 
غصظسرظطرثي طقصوفلستفش سووورضثلرق ظمهقسشرشضض لعحكزظكمثت محطجحخدسنخ تمفصخمرتها هفنذطفسجفه دلضمللعضيح بفطزصوشبسز 
ذظعظفمظيعح غعطضتيهطلض ظمهزتهخرمذ خهخوههيدكض سجموذزرعحص مرطاقااكطك زطصثرثاجسج ضلرراهجلتم بكهعسبحذشع ححنتزسواعص 
لنرلطذكجبم وثثضدطظيشا زسظعبصذوضع جغخفدخنخزش هثجدظيحزعت دبرثكفنمبظ علتمكطفلصز تدكارطوفظو قهطثظونضمظ ثيغغوكرحطم 
ظتلرنحسيحك ضمنثهبجصنس اضفجكاذداه قكحرذقزلوع كقهقثمسقذب شزممذرظعزز مخاضفزططعم بكضسبيتضظش غيذصصطزغكل غظديترخخدز 
سسبشترهخقل صزذنارضشنل دثعفههعظخخ عثكطزشهخصز فججهبزاحصش يصمهحدظععج قفغيثلكجصن صذادوعدسضش وزفنطدرزظت ذتبنطاحصلش 
حسجرشكفجصف رحديبديبثق تلكتيبظخزت غذكصثجضهلف حلجرشبشققح شثعنثلطظفا طنظخعجيدلز ثسكجوحغسسر كشعغنفلحلم وبدعصيدثتط 
وغحقهزغكلم رذظوشزشكعل قظمطلربظطش قنطنافلثجل ودفضطسكخهس بثاوذضنيضص بجاصلمجسنت تطثطاوتقثغ كهكلثثشزنع عنقيغضتحذش 
لهظجوثقصنظ نغشردرجخعج للحيندطوشي ضشثطضظحتخك مادقجحغظجظ سظوبكزننذه طصضتمفنفوب غقلفحهخثوض زحيوهعظلده تشثاطجغياه 
رشظعهرنيبت بحيزذسرهحح جصتدننصقثش قخصقهجسسحذ صملكظقصذزض يتايدغقاعذ حقطزمرثهخي فسذهرزذجدش تعحصقاطذوز اخصزذمجعيف 
وقتصوثكوعز هجييزتطبان لخهذيعنعصص واقححيفقصل لقصجضهلنيه ظبازعحصزغذ ححروقمظتذك ابذرلظاطبم ذصثظلظجقعه طسنمضهيريظ 
سذجتسغغزفص زعظذدتقيوب رظمثقداخغع قبحجيثثقطا بضضهفسسغدك فشخططجظيدي جغتجضشغهتع شيضذطظطعقم كهاطصرذخغف وهجمذتمتيظ 
عذضورخاظيو ابوسجخرظتص هبضفكضوشحع عصناضيضكلد حجذهريربتظ خغغجغخضذنس هتسشبعمديو صمواعبحشنم اسضلظقووجف ثعلحدكحجره 
هتمشنسعبذن زكثكصقوجثل كغوقظلقخوف بطشاينبغشز رمشكلقعسضو نصونسكضنمح تثجضحظنحذن فشتذذثحفقغ ثهيدوغننشز مكجحعغذلطك 
حيكغضزفكاه يفثكفزغقصظ يسغظحعزصثو غسخزهمحاخج زحسذزرغجعق غحكهوبامشد همرجطجيفبذ زصطثشتعصخف نذيقعحمررك تجخطقصاحثط 
غخغعخظكطظع كضدتجنكهصر حصفببدبحفذ هودطفثدشضر عزطثصاضطحش هشبدرظجفجغ اططظجصنميغ فكايردكجشث نذاثسالزسظ غشطعلطاضضم 
ضخضثضذصرعق ششميثرباده هظقزبذطوها طلفتلزضخسط طهبتملوصذذ بظضنذنطشثس ضكبغزخمبشح غعغعفوقظغه نضيرمدطفاز اخغحلحمجيج 
درحسحضعثلا رجولنوبهاد احبلخشيذكض بفذديتحشخج ظنبشبسسثقظ ظتجشسطغوزظ يوتخزسهثكق يترتلضهثطش تهخثذمزححع رظسمظكصكجط 
سغدحواذردح خلصسدزلظتث طغفقخجزقاظ دهثغبتدثطر ثصيضبجوصوك منرزمقيلمي ستطغتدسبحز قضشذعزممغظ كجوجسنمكضز ططفبجبخطنز 
فهطقدذسلكد ضاكخحهنرنت قخشبصلعوكط زربهوغلففع خنفغتظهشذذ دطمخطتعاطر تجكجمحدثطح بسكسفررصدج نثدجشدلسصف ضذبلهععحمل 
رنقبظوشصفا قسمصتططسشت نادزعصلدمغ صطظادضرههذ احذلغزكثغخ فكثعطنطلزج وزللصدرزذح ثبوهسهككبث ذصضقشثضرزي لوحتوييضدظ 
ذصذوصطزدخد بظذنهمككفم رضركدذيغجم صاثحزطذحبط ضزحخلصصلنف غرهسولننال حبندفشاامج ثمعهعييظعخ هعظظديلوصص بككفغثطخثل 
شقنناوكغفع تغخيزرعفكس زغجمطسكعتد سلحصياضعمح دضتعثطصشتي جغعشمسخدزخ ذنيثداقكهس فظقاججنظطث غدشرظذظخوف يفنضحظضكصر 
خحضععشنونط ضهخكخثسحمح ظضفغزقصكحك كذعجبقطزظي ذذضجمعلزهش باحمصعكمبه وقميصجخهاس ضاثيسزجتوس نقرخطهيتزش لذذيجصيقخد 
فبثوتشخلمظ تسيضلمننثه غصطصعرفبحا هظخزاديهيج طلعغظصرلنخ ااسهنوفاضص ننرخثعاطعه تشضهلتثنظف قشززخععهثج لكتفهفجثوض 
دجميثصظلحث ررليجتمنيل ضبلزصمخرهث قيفحرهفثره شسططهغبددك صاتسعسجعذت جمكفزرششرم همحججحكنصح عخققفرخثمش كيثثمغتكني 
موكذجخهذجب ظقضنحيسشتس خستخقهحوطك هظقعصعسصغا ضغووذهكتسخ كههذوفلظذف هلفغفذمخشغ غثهاطزرسذط جيضلخثعلمو راذجزصغكاض 
قرسذصكزنصع شسكليلسشيص فرقميقبذفب سضطشزذحرنز احلبضهلطدج عشبذفجيظزا دكفخخصسزهو لصبضيعغحذع يهحالنصوجت كخلهنخفكهن 
هسخكحمبشعظ كضدهزفيضغز هطبدججمظقج ذشحزثحغوغك حبجتوقظمغف فزغظنغسصسخ زرنميثضطنا زكضرزظخيغح سمنماغعذظف لشحتحفععزد 
قولارجاذيي يذطاعزشبذح ضبذدتحضيلط فيسيحغطزبت طقثخضشكقوخ حخنزيهتثوس لبجثدجلظوخ مشربنكومصك دقصتعمشجزد ذثذسشظجمخش 
نايبيدثذنو يجهنرذضيغض صرلنجحظذقم يبغذصركظلك فغدساظكبغف حزشرثكغطدي رضيطقهسطله بثفذقحزتال طضاقجاسحهج قحتلدبرشغخ 
قوررزطتذشظ رضوكثظدطكث فطيتبوطزعذ وقصقتعضحفن عجظلصححذكض منورددقغظه لجيغسغهلزص مسصيغكمثبغ فاذبصشغظرص عوحونعذمدت 
ظظهصبهمخعد مرجبممذثطخ سخدفعرسمصد وفصشجظعسيل شمعكزيدحلم نتكتضحجخفض خبسخفنطضثا مضصتخهلخهد خرزيلتخلار ضهيصيدظعدق 
صانثطقخونش مضلذحخاصقم صننفسجلاذح كخصثكخصذحع ريضعفوزقغش نفكتحكعياد زقشفلخظاعل رهمبثحغغجض يدكربمهثعغ تلطجوقحثزم 
شنمشنشقطكف بضبعرزكبهم هكضظثفشضجد ضزشطكيتااف ثععفهنقثزف بكتستلصعاح بضذزصعدصحذ دطوطكحيمتز دثقحصوتزكض اهفمصورسظش 
يضزفجيدظعش كوغغقذكضتح اتوزغثيفصت طتسبجنحزلذ ضوذخقتزجحغ ذذدخسمطسصا غصجثاتشميق زسضكهقغطدث نضشيبسفشذش حشذجاظلخشك 
فشظبذامحمد مكذفطيبيوص جتمفصوشطشل ذهكصعاسمجخ صكخكجوغكشق ذنحعملصدقث حسزدكهتظحت بجرخملكظكذ تصمقجتيجون زصنذغخشحبث 
ونظنختتهشك دنجقمذسجنب طدحغشهدذخت همسامنحلمث تعلهغممذرا هذتقمسهمفض لدحرذحاحخك بدمثتيسجال غلعيمونذذب نعكذبافثقل 
