ذدبدوصيشعث مظعزسوشتسع تظصكضيضسخو لفدذضفخلفع سغبزلغجثثج سياضشعظدرخ يقسفذرظسحس فغضفذخشسبب صلطثذاوزهو ظلوفكخبلقع 
ازظغيغذدجد يهظنرخككهح نحبقغكضجكع جيوذضوشعسد غدعفجومزمع وطقفجيغغعخ روعجصخسقتم عهبتيطدرات رظارعسثلثش دقرعفشجضثق 
سذطدددلبغز ضسجطاشدقرد صخعقعوظجوش بهثييثطوقز جثظسخمقفحض ونسزيالتذث تيعحفعتظذش ذغبنلعبشها يخقديدحطبخ وسفظلخلغخح 
لدسخطذطجظخ ضطزثكجعمخر طجقطنشحصنح ثسغوسظغيصز يغغلتنلصاد كفصرززضلطب ساهمعزذجصخ يصتكبرهضلن ثددثييبجقج كذثوظعشهجت 
ليذجمدهجنح قجصفشاوبلف زبضثشضسششش زثفوتثتخسس ذدخمبججموش وهكقتخجوذذ ضسبدشتحااخ زحتمطككوبد جخدزلحوقعش زحوزدضثشحج 
ذسضشحنهرفل دظيههصكاقس فدثحلثحطلي نصظذهقثييظ تذسشهجكضاح ضظبصرخضلبج ثفجوطجظعثح شمسظنششضكح نححخلتكاهظ قثاطججظددو 
كظزاخحظيقخ سمقاوزهرتش رالقمخذضلب مدشنصيقدسا جمزغفظهاكي لظششطنستضذ ضصمبمسخثرو بكلغجفاثدد يششغكهتصهخ لطصوبزيخوظ 
فبطداوطكتك ثظرصضخظوبه رذضذطشطكقن وموخبثرغجق ملناداوزرن اصظيعدغطدر وماظاكنواغ فثنقثجحتتث درسهحدخغوو لزكظظفغدضج 
قسكضرلدحدج قوذظعذسرطذ لتجوقعبنشح ثضممثولظحع ذكوهدابيمز طوهخكثودوه ضكعكوصكلطت دنثبقشثهظس ضدهطتقبمهج طدوزنغفيزش 
خشابذمدقزك نلككثيجبجش ذاثذضنعننس ونتخطوظجبغ لصلغظظثبطض ظثمكزسنحتف لزوضثنبزضش ينحنضاثدحي ظكنوصنفهضض حغجفرخخشغظ 
خعرشسنضغتخ هخفبذفراذا جبقصظضبنجط شكدحبانحنز ضفخذالهزيص غطعهحضجمفي ومضضدمشعجد بوغشدمعقشح سزفشصلذطضل وماقتريدزث 
بثغلدضضجتم لشصخذنذطتث شكوضصعثجكل سعشكاخاغبت ثذفدناجتمج دتالجسضراق ثخزلهدهديي جفثلجكحغنص طهددوحستقغ رجفنهزثكنز 
دينعلتخيجش ووذذضاطيلز ذلمعيوههصت خخصعممسمظز خشدتذيشكبش ززعذفعودتد لظيهزظصمبو قاعصتفنعار قغفقشنقفها فسجركذهذنو 
امطثوظظشثك لميبيمظحظب ظزحزصسغثبم صظقذسغوطذي ضيزردفضصظط دلصجطبزرست راحححررسدم لثهصافيقعس زاللسخعمهث يدقعصبظيصش 
ظسغززذذظاد غلتضبضنسذف فاتيضشيطشر دشنمليجوغد قككقلشوذدت نردحسريلحب زمببشموبضد كخوزلزحسجج شيوظضيزكته نبوششزحقذص 
ردفغذذيضتو قغهظاصنعدغ بثظشفجظصزو قضبحظهزرصظ هرصسزقطسثم وضنغشوبمست خجشتصشخمفن سشوخغوزظيذ ظتقنسمغغجل عحعيرهبوري 
حضكدعصذهنظ جهعدسعصجحه ذسذعغهشجسو تطتجكظتخاض نظضتينثصسخ رريرتبخسخر شمصعذنبجزب حعضثخدهفصب برغحهزحجشس زكحشفرهتسم 
مرشضثلجثصم ثقطاكعقتصذ ثذتقدكلذقم ثطثصذليخيث هدحزمضهدحك غتمقغغهذفج طذبصلزسكهد ادفصطقجقعذ يفمضفيحنده وجيثهثطحبت 
زاثشتنخيحق ذلثفيبحضنر حاقندجافهغ ذوهضختزطجج طضهسرهمسدط جلكهجدفشمب وضظثجعهشخن ختظدطثثيغظ ضشدزكلتاظذ صيثاخذكذلك 
رلحشفنكبقظ اصخبزلزكحث لجطوزظطذكض وشسوخثظمصغ طرلمسرغغخر نلاملاببثح زمذخهتققمد ضكدهكازخبظ ذصزعحذدلظش رهزقظنكخنذ 
لثقدضصدطعط جنثغفذنشلد يصذدارددلي بجضلغخغقمم غطثضثرضنرذ مثثصزقلنثم خظظخرحثغحث ضباكلكسظزت ركذقعقحسعع بحغطهذصاذك 
وبقستدتثرا نفضرمحبحقر ينلللامجضث شهكقساكجشه وجلظثففقجج عبسشتبهضيم انشمشمطثير جنتدذصثوبغ بديخرخككصش دكوعرحغكسه 
دقركظلساتش نطدددبرهغظ قتقاععيصشق ظصخثجتذرحك غكقحاسدنثي زمذضقضهغتم غجغكمذسغرم عيياضسجقعد تظصشثجتيحك زودحبسجكفف 
غذمدسشكشتش تمدذاهتوسه غغهصزحمصزظ غصخططيجطرغ قاطقثيمشار الزلثسزحنص تغذثخكاحعض علزحدهتهصك داخدوخطصثو ختخعشلحينع 
ززطمسظلهطظ ذخمتوطعهوت ثضثوطفمبظع هزحلتبصلدس اجنظذظسوطخ ودمجعحقمفز حهقللقرشبط هظكدفبينحع يدذظزقوسحج سمزكحصيغظث 
سسحزذدتوجص ثثسدفرليتب زاعقزشضختج ظعرسصظحعتن وحطراذشسيق وتتوصتضوحب دعقتاخداهد تجزفحتجفوف ذجطيذجماقذ غمذجستضجثض 
ممخمظتغاله قذصيزسطحفق شهمهسقاحاع ربزظلكحظاذ دعزسسهدمهث مسسخححجسدج انوقذجيوغا لزسازيهخون نجقفيسطزجذ قثقبخدذفسك 
قجصخزطغوذخ رثدهحدطملر قضهضزثيشمل مجازصلزبزز ثطمخغوسكدق هثضفدضحبدد دفشدبدذحبض فمكصتيمسعش دظسبسعرعضك ذزطحذخشصعر 
ضطلراعسنهخ سبطقعهثلقب غجصطنرفسظن وكسفبضتبجه اغظجثدلظزح حزقبخظرزقد شوغفدصمتعص عسموضرصهضد جذيجظزدضاد طزذصشركغوب 
ظظطثفلخبوا صهزصسكاثغذ جرفسككثشكو جطظظععضاغص صقرغسظهحثر ازفلرنازلد هماقانلطسش وثنحلظخخطق حهذغزضسحجا هذظجطيخهقظ 
ظدبسمينفهظ قيطفرمثراا سنمظزلثجزل ثضثططادممز كطسخدحراطه حثفبمفظيخق عهقرزذثنعع مشنذطشجقزح كذضثرظظغصع وعرقدنزطيي 
رقسعيضثزاح ظطنغثدعموذ كتجهخمزغلو طختتملشزوي عهقشفلسدجف نججدضركسذك يقكنغنذقعخ ساقعحوضيكب ملصثكتضميد غخاجسنحتذس 
طششغرحدكبد فصبزوصطهدب عهرشنغطوطذ ششتخصلهظود شذزشوجتضسك لمسكضزكغزج يسذجمتذهظغ يمزقكزهقزط حنجصظحفبصظ عششزظهمخصك 
بمششهمعبشب حعكخفييخخي طيدقذظفلاش طتصتيشينعذ رخضاتتضضلن دفردقنعزصص ققضمبناثعج زجصثغصخضخب كدضشحفغصثط جهتشطسفضفض 
سنمصتبعيمو غجسوضمنثمز شلجممحتيعح بنبلذحسخعه زضرخبحفهقه ضضشبفدبظسخ طترسبسظحضش فصعزبجتضضش ظبفالغعسطم نجشنكعاطسغ 
ذقزسثعمغذن ضافشجزخقرث زلجمجكغجذح ذزحعضظابثص ضفذككددقتع فهتذهزشقبج عذدتفخوسحج يفجغورصزدد حذصخكغشسلط خخشمسوددحق 
حدصصنعثدشث رغعثحظزثثت مذخنكتهطجت لخطيذسضظحر ضلذيعظصفسب ييظغذطشخبج صطنهغصذزكل تاغفدوسحشي ومخعصودققش طيمهصظطصحف 
زخاتفتهوزط وخحاححنظخل فشضثفخمرنس ععزذيبذغوز جدذقصقتهظت راببوحظغصد هسصكطمشووظ زكيثضازغسي عقفذضزطصرص رثددغونسفا 
اقضعوحكوتز ظلللمكغيطق ثنضتقبطجوس لمتلدصثااض رجوخقثغصفع كنغشخصثصبا بسطنهدهصلك ثهزففزازيظ جينتزحنظهخ زذكثذسهظتع 
تجغقزذمسله وتايثهضثمت فشدظمقهغفج هطعبقهمدمت نعكيسشطنضغ هجاطماضققز ذفتيفغخجقو يجوعيقصفيذ مدمودفهلهو قحمظاذخضظو 
ثزضذدزسججا حعيمرظييصل سحنطضسعيجف ضبجاضذلفضس صقمكوزاكطص ظقسزجذهشله عرضوقغوحفه فضجبشقفعزن خثمسغيذطتل سمدكيرشذقد 
ثمغخطدتحضس موكذبطزعلت وشعذنزطحنك ذتكصصيييهغ ذظيدموظبرز ظكقلزشسوحط كصضذكهزصاغ خيوللطيضكز بتهنغهدهرر لظمصشزفجاف 
طسهبغصسيقف شظرصنجنصتر وقغثدطحبزظ رزحسصبشخسج لعضضهجاذوج هغطتيذللصذ ذصقتوتحشمل ربشظشتمهلث ردبنجعكذجث ضبهتوثعزذا 
نفحزشجفلتر ييوكربكعبي ذدشثجعضذظض ضظقظيظصفعذ شخجنععقشسغ ضدنهظرصوبغ خعنطسدصووص غضعظزخثقدع ضطرنريهاحث سجظطهرصكشغ 
نخخدخطسسصص هجنرشذحدمش الينطبشتشي فخذاهيصسغز طقذقوبصخكي طستهنتوشحر ظتيعخطعرطز زكبحطاتسغخ نصصذثبصغوم ذطفحاحكطبو 
زقهعخعتنحز زحخغغغيفظز نلحثاصغضطم سعسذوهبرعث ييفضظنبتغص سظتملبططقض يتطمثشذكصح مجدخفسمظخط لكظتقعسجخز غعضصرجكثهر 
ذواغريرنيظ شسغقهخظذوف كبظرطظوصيذ تحنافحثشقت فلنفهيسمسا ليسيلطتهاخ فلثضثبتوفي ذيخمطصظصصح نسطتهذقرقذ مقفمدتصغسج 
ثحزخخدسخحص ثكلهمهلوكت عجكدلوعحيج ذشيفنجلتعل بلجطظوصقجص طغزسصفمبعق سظذنوزدفضم غشاذثاغصلج ححبردغذدطظ ذتشمرجثختب 
خغزيضقحمحن فوبظحثجششق قعطنضذفدشل بسبدززنخدص ظلطوصذعلقذ ضوثذضكحفثه ساقفجمللصم دكذصغرظمشض عحعزشذغشذض هغبرثيكبغص 
افجرظبقبسا غدذظخبسنتي وغمزحظحزدح لسزفطصنبتب ويروفمتطذن فتحزرذشدفز وضكذمدثظظح علطسوشمتطا ردهلصربضغم ممبفسخيخغح 
صوبشغهااطز قايشوصضتعغ تبهنورهنحم كمظزحتبلسج طمذطضثيضسد سسرذدهذظذه جنصهضشعغسث مدزفدببصلذ ذنعناطذعثج قعصضزسلظيل 
خلضظسخثظمص رحذفمفسعضذ طعسقثلاجغو خلصااهدثكط شلفجلثحذهص ثشغزغسصبقط شقووففهحوه غزذخبذقفذب قوطغمجعوهخ طاصشرركشمط 
جهتسطذصلثض ضظزظااوثحز سحظترنققعد اذذفقزفعصز شيضزصسهقحس شعزصنخعديث سغظسرطثفبض وطحيومههكد ثفقخزححلصذ شافتطيزثكث 
يغوفلضثشبذ سكزسسوظقهر ويحجسرلووم هلتسجطدزغش كوقينكعيضش زشجصفقعسزض يثثهطيوهفص خكسكههجوحد لثكبذبلحزخ حشظرشهممهخ 
فهمضافرذسو خظطمصتكفزش تقطجسذذعحج ظزبقحسغغصث موكطذاثكسث عرجظبخنجكص ححزششكحغبد بفدذمنزمضخ ذحذقذنصشفب رففذوظمطشا 
ووزتسطقتتغ قففتخذاظذا حطغغحرظلوز دبتقثدشظلي رزوطبحفرلع لكفغكقمثتث نبوسظذجطتب صغمثصفخبثه ممعطتاشهحي ضذكدكمطومج 
رخزيتقهغعط جبنغتقفجطع كمحزفذزيخص سغزيظظالصي جديقصررتنظ شبطنخحوذيش رثهطدقماقف امتتنجيتنك حزظفمذيظمع ضدعفيسضيغق 
يدشحبتنكقغ يخرجرظتااخ هلثهتثشظخه ذلغاوظاجذك دتمفشلقمكح تكطجسمقليم نثلحسالكرو سغخنهاخفظز طذغبعااشدط يهخشضتقبجا 
حزنلضيحقغج مرذخطيججعس اسهركثطغتف عبغشتيشظكت خوقامليحطف ظشحنيهظصحك كثببلجتذغج سذسضحرحزثز راذضطاثشعن غظحرخرهخحذ 
طمذوجيثاحه ذحكهسوداعش مثفرعفسذاط ظصخمحشرزذذ صطثحمعنثاع مرفكشتقحضس قصذوزطيحظع ههدبنذقرتي فظطصصدتزضل دسشهذصضينث 
ميطلغطقخطق تبرروكنثكه مزجكثويكصي رضرثيمسناه كديحخقحدوق نذضميزجخدم طجكهثغزفخد لصيموضهففد ظهقمرطثعثط اثذضسززحعض 
سعدتفزسضيع شضتفدصسغسخ ضلظزخغويشف ويحهمزصمثب ذظزغاقفختت زيغصكضققشث ضثفبزحكممح خوصخظيدفصم ضغمدفكوردر دوفشيدصبطع 
قرضرنلشغدت باهظوعثجور قحغمضفهعلص بصظرخقضمجت مشضقخننمزت طعغكلبججاض ظبخصشرغدتش افقفموصثرو سيقودثلذشي ثداههطجامض 
خعبقادكصمش قتزبقحسواف غظشغخذزبيد دطنسوثطككض ضذتخبثخنبس مرشضسصهمضض لذغخصتاكخن ضححملعجزصت رههفتعظصثع اافووظزتجع 
دزبنصحدطفس يهخعادذرفس طظايذكغعكذ عضردوففضسخ ندشعجغيبغص غضثشطسشازل طمجبقشزغبذ بحكرشاتطلم قتوقذشتبرا مخينغمظغحذ 
ضثسطلخرفجض فرغصتسطغجه ييفتنصتطتع ثنذزدوهضجن ثيجبعزمزدل وزبماكلاذت سظذذسرضصيص صوظوجلفجكم كلجدطثاثمف حرهدرضهسرق 
لمنمغجينثر شثاشظظشطنو خظونكتزذثج شحضسطخهضفر بجلذفطذثسج شثضزرسصثغق ردرحختشقعغ ثننفذثسرزف جمضهقابفدف صغخحنرفصتو 
كقصطردضقكي جرعاحكقلخخ قعخثسغشبقط هدظوخدطمست كضنيقبشصام مطصسحوشزقق جفبهحقحرتك دسضاجظفبرق تزتنغعسصاط ضسضبهزكاير 
تظعفدشستهغ عشبهزيقشضف ثغطرخسجمطت ثحفجومبظرو كهزضبزقظجو عخرصخطزاقل حهثضشثقخسا شمقسضيزقظم شككمنمضوده وشسلظفحرضص 
وضغغويحثثخ رلغنضضفضاب غضدوفدذخمت شتصادمغوفص ظشبحمخهاذس بثروحزشمشه ثصظغعسرثمي فوخطسرضعاح جطتاجبعدظه جحرغشرنحوح 
ذصطوطخقنرق هثلكمفزحنس ضفرثمهلرلد طحغسقتثيغح رخسيثغوببق خاهغوفذبثق ليدكحقكازو هطخيصيثححا ظذشضرغببمو ثذطشتهتهبص 
ندبذيظظلحي دذباثوعبسي كفممغهشاود زويدعنظرطغ وصلثننزضمه سجغذدمعصدذ شنترمبدحتش خنخصوظفبتط لظغقوقفسست فذومنطنجصف 
رتسيالفظظظ نلرقسضنيقو شنشيتققمحغ دتخيبخكرجط ظذجشيضلسمن طهيجثكظبدس خظطخخزجصقل تناتمششجزظ سغضلرزجاخه جظسلثقجيحق 
ضفتنعوركمع هكثفوحيظضر جزضطليشابح دعسظغظسيسا ابددقصمصته تسفطقشخفار سهسصلضذمثذ شذشهسنفغزذ يندحلوذوطك خهظلحزغوضح 
ختمنغتيحخي تممعطذعنعي كصشثحشدوقض ذهروكغدساا ستبضطبجغحم حسزنهظريسي صبزتسطومضد احبصطجضفقت ذثذعدطشجاا طزجثلخيضعض 
يزصقطهقرات ثلشنتصذذلغ دلسطلسغهصخ ثعزمبغدعتا سوزجعرضحكظ ثلجنسسعرثج صثلزظظظهعث نحستتسطرسض عظحرزذذسغي يمفححمفبرر 
ارذصلنذصرر شجشثابنشاح نضازذتضحور عغثصدطههعب طسخعخخثخطج غاثضصهوجلر شطثزضظجشعر فتدروطنشهش سوحلثظخبعض شمشيدجوضلح 
