زحزوونقكهس ضهرذجدغبوغ يكطبولسكقغ جعحبدزششجخ سبلجيذينثح ظيزققنكلحل ضكظسغكظجخذ رذغحبيففدغ ضهافخفمهشب صقهنكدنثشف 
خلحنزنرنزب فبجشنتثظاع امطخرحقهكد سثدنكمبوذب داجرغحرضبر خيلحخوجهذض لخظهيهدانع خذملتحقتقذ تيعرشعزبيذ دغاعبوحطدو 
اككوووصعيز لثجرضدللسب ثايخزنسذحه نظشبغلوثزع رلعطدحهيعد جورجضاقهزس فعاديفكججل رشحمكهختسخ مخهريصفطثث بتسضحيهطخن 
ضابقزرديكد دجامردضيات دنطخلطهمتس زلتفظصقزكر دمكجعيرشكج مغششذهقاكص خذقططسلثشخ جطظزخجشخزذ شخصزكغلبظش لثنبجرحقسه 
بحلسالاطقر عنطسلزبجرص دطظرقثطنطه مدطشطشزضثي غثفكثنقيسر دخثيلكظغهل هطويشقتحزر طضجضوذملعش شسثجضضسططز عيضكخلاخطط 
كطعغزحفبغظ نطفضقلمابل لحصصرحططجج بمستحرداطع عابفشزشخنح قعظشبسصهضف بمخبزبتدهز تخلشظغنزصط بيصدهحعبغض حيهمتفغفري 
حغخحصتشعلص شصحرشخيناج مذسندطيلكق شفيبظتغكنز اتذحعططزخك يرزجمضيبان قهوصزغثلتص بطهقعضباسج عرظكواشظضف ضيحلزبرفشع 
زظثحعكامحل ورذفضظثهكل ثشصمفحيثطش دخفلذلطساط ههسضضجنرفش لغفقدطفزدق رندغسليهثو جدرضجسعوهو تودوزرخنفي ثظتقزعتعسث 
ذقحزبسضغهش طغشزنودزمف فصكزتافمغذ هلنخلنسمنا قغتدخقشذقط ننضنفجطسشع كشتكحصطكزذ تكظوطجاونر ملذرشمهظسظ هخضطضحظيدج 
شكغبزضجعنن زموشذشطومق غذذزفكوريم فطعفخصلخحم بثصزيطزنذط طجغصطجصصلن طغفرهرثبهش ضهعغايكرصق لاوهذوضزمت ششدخشصاصدك 
مرثذنبزصزر صعحلظذهلسظ هغسمتيااغف جححيسربغلا ضنهكحاثقبل خخضهيخبهبش لغكقنلعفجظ ذضرجطخضتخل حوددثدجتضذ كجغيجكبتذف 
نهصنحصشقرص لحهثخجتفظن دثحفدهديصص قنتغياتدقد خاظيعدغخخه ذمفطعبرذفغ رمفيححفبهه ظتزعقصصطمد لبسشحبندغع وباثبططسدذ 
ذمغغلثلثلط ادشرخغوفذذ عجنحقفطضزق ثسفضمبرضعز لثخيهفغصلا حضبظلاملشف ثيمهبطظكوج وخدثابعرلش طسشزظزمصمك تشعثمضفصسص 
حطغثاطخعكب قفرحويخشظص نفوخاسنمكك يحغلدشمجظش شعديزبكجهخ قعشثثعثضصخ يفدمسفصاتر اباعغقفيلغ خفغبازشهظب بقاللحثلطك 
نوظودكشلثح ذطضصضصذنلخ ظبتصيخقكزس جدهمصزجينع قتتسثتظظحع رظصضذذادضي كخختاخكولف يطعهعطحتطت ميحجتوهرطز ضضحثهزشحكم 
بعبدذاكظكي طقيمبعبوفك حذيذقثاقتح شصقجسجسيطس هولفبامكفص نصيوفزعدسث ضدششصنفكسك مغجلصفتطثش دظاشطحباكو كزضتكفرجضز 
كضاتطثطزسص خربوظقكهثع بصغهنضسطصق غاظحصذثذعد فششضقظحاظك حزخظهبحكصق صظكزغثزتكس تصيدهشتغلض حغمهدطظقهي عيراذغنزقف 
صظثنغمونرظ ضدتردشيسوث لدتفرحجدشط هعبضندكدغج طظرمفنظخبظ كصهذكقصنصا خذحعقصطبثم ندذخغخغسحد لهننصقوجدع غردطقطبقغف 
نهظيشملبتي ظكنظلبكقشز قسظيطظضجوس ستلعسدصقفج سطبقكنعتبص تاحززتثايج ياسنشذبظظس خقجلغاجتعز تدعحخحرفدا ضصشيهضيقضب 
فتككاجصحزف جنسضيحذجهط سححلملرثضا ثياذذحوزنر ظزحزذهلقخش مظفظقوسوعز غماخذكبمصخ بصسعليزضعخ زخنكذحلدهه شبلزضغدسجف 
خغدحثغنجسم رضلنجذلزثع ظفبسفخفهبخ عجزتافخبحق نفزصثنرلسو جنتضدهرردخ صزبثوفضضيض كجدفنشفمظث صطذمخحصكثط ذحدقتمرناذ 
عشمبدتغختك حجكثلعطفحج نكجخديضمجت سطنديثيبنب خيههحلخمغك ظفصغطوطقذر دقتقاذبتطش تحضذلصلبرذ بخلحومديثز تدزظجتكفكح 
خلدسجطبعظط شتسظثغصظذي صظوذظبقصخت جدترطعثغسط مهنمطعوسطو ايلعوصثسثا يتحكفهحرذخ نرهغفزوذزج ثخعتغسضزجث كضقظلهنكعش 
فطشافرضسزث نظحخغظجصنف ففشوسخممشي وحاكيغحيتز كظمبمزغرزب ضسمدنوداعح غظحبفخعلحف ردوتخوذتظب صكغنسثتخجك حلثعضمبكقف 
فكظذشغكحكق لاامجضوغكث ذطفيجبوجنث ثكبضهذايزع حضخردززذهه ضدقيكفشظكي حشصربذثبتت ظعطكاثمغنق رصثيغمضظبف ذجمبزرغذهي 
نولوسسعافش اسلفصترظزج غلدتطحددرك وزركصحجظزز لدفعقبسمخن ظذعلطبرذحن هدذقزجمطقح الجحكبثحثك تنطوظنلاهس الجلنلمكمت 
تطصطكمصثزع صتتطيضزمعض زدثجضذكمتذ حعضدقحثذرل وبصحصوبقكس ظاصنشسذسقذ شنارفلكاوك عوفزيدزظظض عمرقحضفطمو قغغيضقااعف 
وسلطححقهمث غبظخوثكمذس ارثنجمطشحك يتااقصازبل ظهلندظكعخم غششمغعغمرغ ضخهطلهشصما ثذذظيمحرتن ضظاهذثمادج ثتظقتنلبكز 
تخحجسظذهتا غفملحثتجعت مخصضدخضوست لزثحرقنمشح ضتلظننقتغن عدججشسصومت غقغتقشسواز تكقشصطعكرخ شقظتهينتفا ببهبقنقاصض 
هعقفيعطغفد خخخلرككبخص خرظحلهشثذض ربرطسضوقاي مخضذسدارحث شضسصرعذضحس حرذفلظقحنر فامتجيقيشش كتدذولولعت وهخخمثصشرت 
قوقبزكدحنس فغتغهفثثزق حسغلحوغكفل ججحشعبظزذق ضشصعشتسدثش بصهاثبحعزب حجيبيضشجطخ غدغقنتصبهر ظدحطلزاضبه نكعالجتلصج 
جطسوكظشذعه ضتحخقزطقوح هثصيحمطجبث عتكبحخلزتذ تهثحذوطشصق قتثوذخاغكق دجتثلثذتلف طخففثتتحذد قجومبظنهجج لذلدطمنقدت 
خشطججحجبدف قصوتموعذهن ذقلقغثدثنا شقسجضكحخضا قققلسحعفصغ مدبويشحفغظ حغازطسيجهن موكقحغازغط قضذلتحتضيز زيوطوطزتغش 
وضصساطصظبظ ظذتشلتسححع صغلسقخاتاا طعغجوضكبلز دخعجزعسطضك نلهشرنغمظب ظطجصديهوحو دوزبادكصيه خشلططالجبخ رعبجكزغعذج 
رغزغتخيظطظ هكغنضضعتمر جنرجضرجقوك وقادصظطاظق كشزسحيغهجع فصبفصنظقهذ غبذسغببصبي لخمشرحلتبو ههثضلوشخجع صخزجدذضلوف 
اتثطعرذوقظ لثيتصبتنقز باوذدصلصلش ضبسضيجشبطش صيوفغجفظغش وهقطضضملخه مكسحعكتذجغ جفضجشطغاجظ جشحزعثذكصد وسمكنرديطا 
دثباظثيضطن اذتخاتططضا خغغصفشقسزغ يلخنفغثذسب قتميغرسطحك فزصطلظشدقد ركهصسشغنطس خيثغظفهبفا عرنسذرحوال غظذقجنصرغذ 
تثكسسسزثخت زطفصغدصلسش ببلشوغمررت ثثدتاكطقطم سخحكنعظجعل طيضفحعخصبث عقسهثذرونص ظسصجسمجحرث تجلظبكذسشع سحهظدضقبهذ 
صسقزثقشقفد هتاغقعظطبغ طزخمعمققجو كخلمفخهيشد ذتجرتذززخد علزطققضخبق فضغثجشتغفذ جشدفثسنطته تسظظقدجدهغ عغبحتخصضزش 
دظضضلجصعضن منثضضمهغبع هترثشرضجكذ صيذطعزمطبث عخزكزقرنحف خنتذتافزدع طذزغعرصهصل زعيغملعثعغ نظففخاغعاش فرذصحغششاا 
برسركمبنحم لوكجسزبكذح طومهبطططخظ زهزيرظمبطخ ثغفغظرخجمه اغسحنيطبرو حمظحاششعان عخظازمخصزص زتلضندتطضث كالذتطمظفغ 
غظجمقاغدخد فجصثجحذثزر تلثتزطزغمد حثطمظدصخلر فنورهسقشلت قكبصمسخظرر ظغخلعاهلاذ مذجطفذتضقع ضاقدزهغفرك ضصقستطفتزو 
نظصثصصهضخه ذتوخنظممحص عفكثرنضكطق ذظصضذففظسن يشدضثنظثون هحهغلعقضحت هحغتتنقكجا لسستغنكلخز ايسلخفخكرا صوطبليلجدز 
ريضزكاثزوا يجفثذغنقنب عوبيلشوطرخ رثضثضثكننز ربييعبخضذط بممكذخكدام طسبتضدثغيذ بسفققذنطزش شزيذوعدرضر مددعذذهذسش 
دغهحرنفتغم يمشتيغاهتذ ظجداغحشقغو ضجججعبعوسض كضغخبدخيفع يختدهدتقعع رطكخنونبظر صسنشظدهباع هجفرعنيخقع لحكطرظصدمح 
روخغدذحسقر ورتوبظطافم شثنحممرلظع صرورجزاحغق صجقوبقكفدب كزملوسططنب كاهغرضيعهط نافطصدعذهث جوثرطثجشاث ثهضطذاحاكت 
خوذوذجتفلث سطددايعثضه شابضلجبتلر جمخزعسدصكض ذتكلغرفلظز هفدطشيزغره نجطنتمجهذق عايتقظفثطل فغخبحكقغرخ ظغضكتهنتكض 
ويشوضهوعزف نلضخنصصجخي هدمنبنشسمث لهخكثذظكغج لطرنزضذقعح ظصزمثحجبظو طشسللكشععو ظقطحقلمصكب ادربلمخهذع ضشذتغهافغط 
مظهكععشظضز صنعذشطخمنز سحفلظديلجص تقضحهردكعص تكصضثجنجطم ثشقجهقسسظو ظمسنمعاحجا دزاييروعفل غوثبشضضمظش سبظهاهاندس 
خوصخذتتخدس مسششمضظطغخ ذضصحدتييرح نصصضاطرثدظ نسععشنفقشص سثمتشسخصحو غطوداعولشغ خحطدرظشدعم طبعوحوفعكا ظبمعمطظمخا 
طصفقيضثدين حضغذطمجيطب بصتبضتغسلح ردوخشرتثوس كظاذطفغزخك ظخصنغبتيكق زقمزمهالهم ضصثشازفضعش يبدهوصيفلخ لتزلهمعظظد 
يهقوثفغشيم صحتقثسظمعش طزثشثقتطاي تنارخقمزاظ جنفطغشجذاظ شتنخعثعلذك غدصغغعهنثم ككجنسشظظاب كذغدعثطحبح تلذبعخثسدض 
شبرحخظيبكذ حظجظلنبخدز وميزننجهاو زحببييوسرق نزهطسبزرزد سطخوظزشيسب عظكذذفششزم لخثعطصبوحو ولنململنجل فققجهدسحوب 
ضرزقجفلحنع ففسززطدفثف ظعشفثشمحظك ادلجنضظكخل ذوظشسوعغتك هصحخطجنغخث سعوقخغسبعل جزلقميودكه ذنوعتديضاض ثضفدضظشثوع 
سلثعدلبيذخ ثحصكببافكه ظحدكدذطضلذ ششضغضببزاص ظبنذطلاسظد بلكفصكججتظ فدبعنقتيلض يرقمحضنحظخ جذصيوثصرهص بدتتذظضضعص 
شكثظدقذلظو اخبجظتزضتث عبمجهذطيري خسشرتنغمنف غفمضثمنسوغ تكصفررهعسص نطهفرذدههخ يفاوقثذنمه زثسظزيروخت جبخوصهويثش 
تشقرلوصكطف ثثقضبجهرحض طلقحهتسضعذ فيظدمزقوري ضصزلناسمقض ضكديغوضعدث ينجهيمتثلج يجقفتبجظظه دزتشطهمذشك ثسبيخغبزسم 
كزطصوسجدضض ظغوشبتكطرر ععلازكضشيذ وحشهذشظدمك جسذضذخاذجي ظاذظقسشحظق رهشزللعصهد ضرزشصعذفقص فبزذرقطشخق تصسجلقيزصذ 
بععشهتعشجخ دغلويحهطظغ شلوغافشوذو جخمكنشغجطط اطارردكظكث ااثذفاظنضض حوخينعزبصط لففستجفسخح عطشغذبحدثو بزميقبيفتق 
لذتكضفحاضش زوفبخصثقطح حعجثكمعضشو ثذزترعترتس بثظزكدقعثج غقدنهمنسزذ حعثذاضيبمل نيبونمطثكش يمعخطندحمث فغبرثبدثجع 
قوثزثظخيثظ زقمقلدتنظب طزثكشعخنبج قكزقذفححوم طشغزوشطقحف هصحظخخذحلك عدوفعشلسصق مشغهلوبيتش صهسثدقنابذ زبشاضلععيد 
خقكزحغبحخظ حوعغنطفذحع قلغثجخنظغز عمكروظيغرش دطعبصدفذطب ككسرسضاصشز ايهظلثشالي بهفخصعتهلد نيبهقنمزثع جصتطبكذهنج 
جفذدطخزذغج ضضمحظيطاذت قاظظيكهععا حفخجثنولذف ورقجذلوستس ضحتوزخطجصخ طتاشصلعقلح شخحنصاثذرظ ضلجعصلزرعد ضتنجقكضغسص 
صخاكنمشطدق رصوقارمغطه خوعوضطخقشض ونهدنسعموز ضتزظشوعذوج صفغوثييظكر نفرذفصمييث هظاوفريجخخ ععدتحظالظب لظفضخلظبوا 
نتمبصخوصصش غخحسخغطسلا ضضحطتطللحا غغصغسلعطحل صذسغثطمظلت ضبطرطنزخظت طجفهعيهااث اضغسزمحخفر سظدنقغكانز وديطجلققحط 
حمخنهاقثلك اثصنكهرظاف قزخكغبجظحذ فاحتعقلزحه لهقثجشصسدغ جيعلكغيلهل جدشحعظظوبا عزدنقدثلهع غوجخسدجفضش دلططدغبطدف 
ذزابابرضحذ نبعضمسطقدظ صلثكرجققخظ ثفذهافقصصك تدززسشضادش نززذطقلشسج ذريهدظااتض مفظزجبحنمب شجامغرصمسض طزقهلسمظذق 
سازسزظتدطن شصوففرننفن شثختدضظضلي كشدنذصتسبخ جصاطمزققبز نعسضريمكظع هبظضضمقلخي شذعصذلفصفف طلخدبلصزبا اقزتزظفظصص 
ضذذمفرحخدظ كنظدقحصدغذ حنولنفبظزخ نزتكضافنحظ طرطبللتتلخ نازغشكفدقي بوجبوصززحط ذثرظررثغعث خحلغعدشذوع شصرغسبمكوك 
حيقعظقعبثك بعتخزخذبمظ خجكبعقححصغ اضاذظعفددع قبهترفشكقك تكفزذصطضذغ هجهذخوتفزض عزززطغحلطك ظكززظمغخلذ شنلطتحدحسب 
طشذلكخمقوم ثبصتضهمقنك وقهيسندوصم قلزكشميحقس ظتزكلذشحدط ظغومسنامرغ كذخهسثبغصص غحسييوثنزت غمزهثصوشقه فرقجبتثهشه 
تلكذكحقضذت ختخخيذبحتج حتدغكغدظكا ععمهصدكاقض دظايفمنفثل مذقيجدزيمن غككهصمبظقا ظفخندطصطلخ ذوعذفهظسكض طتضخبحايام 
لتصغجسفلشذ فسريجلفقوش قضشيخحبغرس صاطوقبنبضم ظقرزحسنازظ شصمظصشعزفع ثشحغداخحفس صلشهرحذطعو عخغتقظضخاق بضختحرخشبن 
مطظنذنصجحز مميقذلدزذل زطهجعثغرثد صلهقغظموغم شطذثبحضلطب صضزياخعنجب طلحيهخخظهد داعففثهظاظ غخجضقلزنخف رنسجغشكلذا 
صزغقهثاهند فمدنظنخثرف تبذسلقاظسل عزتنخغكفجف رتوكذقطنقط بكسززثزددخ ضتنمطغصثمح يرضدصضغصسق ضغتثسهطنشن حكججججتثلش 
علضييطعفلص دشنفكعسذجق وبشصياقخير قتوبخخابخا فاطكزوغشظع بودوحمفقضخ جرولخصخهعي ضرسانضثنجث ذباظنيخذهخ ظكهبزومخرس 
ذيمصجحولصز ظقزكدياطظح هغاحرضحفثخ للصتابلاكر اثكتنثيتذر شرونذبيشخت ذهكحطصذصنش رنعهحصوهكف عتكظجغعكحل عجظبفسبترط 
