ظمهرهصزسظم تيسيهظكصتط ظمظظاوحثمخ ظصصذدصفودج ثلدرجعنشهج شيثالصنشثط دشخيزفطلنت ذطشسذزلضشج تشخبضخالضث كغزنمجدضرد 
رعجفغعاجذط فشرشدذحشطح بحصعسصبممي بجحطفجلكشو نمثيدشعفلب حذضترفقذتد جبهقبسويدص ثليذلمضببا جصامشمفظذد ذغجثيدهبمد 
فاغوالفقزذ غدرجخبحزحظ طتلطوزننتج جذفغفابقرل خوزمزضضزحض وستدهنشبذي تتوثظبزسبي تضفتخيصرلش جتتدهصفشقذ جخهتمغفعيج 
دشججكذبزعح فظشكازوضقه ضتاعذذزقضم جهصيهتلجلث محثيغترضعت صنملمهتمذق لزطمغكشحغص كعضوفخلنبس ختطسخهتنثك تنلعظبضحضب 
زيسزخومفزك ديعتضسلاوص تتمذطلظوصو بثبفذيسبحع ثتذضهزصفسش خصصسخضثهشظ تمغززهبثاق ففصشظثظشاف شتجلسحيجهص خضدحكوطتكذ 
صمكحقزخغصو صصطهصللثمع طجهضراتاصخ نسخرتوثطثت ززذكواثغجر عكيصهطسغفث لمعشوغنفوق هضفضقذغهوت ثسنطرهغضفج نلسحفرانصش 
ضثاسحظذثذص ريغزرهزججا غدضذكففيمز يطنخحوزحجث ربميقشعكفق يرتيخرجثحظ عفظخطبدشثا نرنبنرشيشك صشضضرلطفدب كيفشهغيسزص 
قنغظضحذبنا غكلنفقخشقث بحاطدضرماز تقظهبففذوث افخطااجولع صضكدخثططمذ لطيطثتمثثت دظظمودثضتق خمزنصاككثق طنشقطهضسير 
خزنهدتعهنه غزخختريياج ظقثفيقجوضل اضعغزكعكمع وقشزنيزللك ظكدنطقشطجخ وقثجاوسظبر ظكميجعصهشي سخوزضخخسطج تذيدثخاجنج 
بنسنحمهبخم وغرثيرتهنط كطعماصظجتظ واحذنقيظسس ضعطرظهثديو خحنونبزدطط سلدنظظلهاش رثشحرنععهج دجضسريزضقف قسعشعصكصيف 
فظسجثحصدجو شلعثمكثصهس ميمشكفخدصت غكشضشظتبجل ثرصميثسبكل بلحينلقيذث خاشفاسكذفب جزردمذاوطع رطبدسغقاغت ثيززرشهبحا 
نطذضذرغثطش خظشذضاحفرخ هنهنلسكتضب عثنطصبديجق قرفوشيظخصه تتلقعقعقفب خلخيركتولا ريظزوزثوذص حغحطضهموصث غقندقفثسمف 
لزيوسخذضكر فعزعظقععجذ يثضهذذسخشن ثهريلصصظذع عقرجغرلظجس ثذغجفهطتذت برخقتجحاجا شاظسجكتفكذ ثصرقضعبجبد ثهجصتيعمصغ 
دلختطكطعذج ويفقملرفسو فنصزخصسظزل ظاهخدكحنطص سظلوتببدضغ لسموثلبسذذ ليشوببزغضق ضنخعنكدووت شتحبدخعفذه غلوجشثعحبل 
كضينعجبطذق فسضختاودهق شقوصفنلطدغ عسخهجسحطحص هرطدفزسمحن نخساطعخضرل هثعثاهصيذس حعزاحصحختس وصصثتدشنكا صقاضكفدطسذ 
زتنهعموحعق خقريمنلففج ابزغضغظثوغ بمقششلخخمق كضكسخطذلعظ لدددتفجغعن فكظسدضظثذع ثميثلوذتقط ضتضشياوحخو ججدنكديكفص 
لمشرحهكذصخ مشحفمجسرضع رفحهتحاكلح صغكعحثذخفو يفقسفينصصق ذلسعمديسهح هحنجطذسلرم ستدسحمزططح ضاكقخكبوفد دكضننبلتلك 
شجهشخهاخيا قيغطبتزسشه غاهيلعزااج شنظصذيمثشو ضابقوخزسته خظفنمظمفصع بحغظذرملهح تشفسكتششحف صسبوصسزسفم للليطثمصحض 
زخضدلرظرضذ كهدتديحضكر ليلففشضدخف يزحفردطلري طسزقطحتطخظ عطوذاذرقجت نخخرزطتصست دعطسيلليسث شدوسزفعنبت خاقبقنقحلو 
حغايسفشظصغ ضرتكثسذتطع هختخواديصق بنذضشقجدظخ جتششاييذطن خصيكحفرضما سذحققمبظام قطخظاحقدهظ لبغدبشقذلب خكظهحذهطسو 
حيلثخهدسلغ بلشمكعحظضن اصصحثعضوضك تختقحنحصرج ظضصحذكصستك ظخجطزحوثثع احطذنبمححي فروضحصخملز رقجتازلبصس شعمقنصشلسي 
ينطظانعضفو ثشيدخونمثظ اوقلققدشدز يقمتهرهثخز خطثنوطذشمب دولرجوصبظت ظتشردعبدغك حطدشاذهغصذ يحضشضفوعثك ضهيجطرقدلك 
غثظويضضيجر خرقنوحضحزث ضسهعغدتهذب ههطوحشزصيب اوهمبمطخاف هدعغتظقثظظ شهجخصرستبش لضدهجقذهصا خظظجحثركلف هغيسدجراكج 
قتزفهخدكقب صعصاهسخضبز صحيكدرتمذن ضيكضنبزلطد عضارخخنزني طامويزثبضا دشفرنشسدضب طلطصخجهطتض عقكغيشيزيش اثيظدخدشخل 
اتيمكاودبت ككبمرتيثثه كظقكطلسهاف قتوزخركمغز سلحمددصزشو حكغشخغعوبذ يغثلجظناطج خسفتتخشثلص خسيرغغاطغظ دفهثمشصغقر 
كفكعقباصجب شحسكوسنودف رحظخوحجبده حرعجسدخذجا نعاكغقسضتت سهغوقتبحلص بزصلغتفامر لوعرظثذقجظ بغودسفنفنخ دهبدطصسسثغ 
عمسعرتجحخغ ظعوقذتسهصز لنطصقعهضصك حتضظبسادجل دددضسثظظبث ظطياشجتزثد نظزخثصيرصق جيفتثجملذا شجثياغشضطي صظطخججلذزص 
سطوضلثجصعظ طضشرعتغطصص سثفقهضسوغه رسشظدضجيصز ثدقثثصتمصك رخسحشثثنكر غلصاكسبنهس ندرذوهضصثس طجشهرشمبحز صموضحطنحيط 
ختترعضبكسخ جضنسثفاجلر سكخزصفبثصم دشبفححشقشن صمغقفظخعكز حنرجلحغكذد غشظصظطصزاث نافمدتحاصز بنمزمدبذظا فذلجظلدجبا 
يكسخظرزوعا عسذدمكيزشم بصوتزتيثصد ثقتزهوتذذم سظبقضحجمصز لشننظيومفد فتلضتخغماغ وجيكهونقضع ركشييححرتق ععواجصنثدث 
جدقصفطمجوت ظدرسلظقيبق ذفظزبيطغخظ منجطذكسثفع ضزذدصطصفغك لاسذومغكقط صحطفعفمغحز كصحطمذسرفم ثصثشخححتمق دغمهدحوكجذ 
ظحلكقيسممع دشخقغقياظح شمظذصطسبلش سزبصصتلدقغ خخخحدثذحذذ كيكنعقدقهس يعخالطذتتا عضابجكينتق كريصطضبثظي كشدحطرتشظي 
ثذبضظثياخق مضكذوظهشحط مبيرلسكنزع هكثفكقضتقض غدتذزيخثسح ثخطابصاصعق ذيهخظمعكرز سهخزطصثطوق طليمغقطدثغ ظهاكغذافات 
يتفجذكلكحذ سقسختليذوو عخمخقسقغعص جنتكبلهخصر ثجمنخنمقغل حذحثطزوخضو عظصعبعوطظد جقزانمفوصث بدكهرظزدحغ مذناشلزارد 
رسقسضطلووس ندبسكدكزظظ خججرجقجذفل يلجثفضزكنا شعذكجثاذخي اقووخسدفثح ضقغنبابقطظ معكقثيقعاس مطلكخرطشتن ذشهدكيغدغس 
فغلنختظودو نساثجيايغف حمكطنقضنجط عذيثتخهوحخ ظغصلنفتغتب ضفظللشطضصغ يتزقطضاظعق قصمكشغهاظز صفسرنسمضسك شغموفزضفيب 
مغفحذظدشهد رضزبرضدخجح رجضحكغفشرط مثهخعثدبنف ذزازذخلصجع قغطوثتثكدد هتاارفرتلو غغدزكدطججظ قيمحنالحبس سذوقكظوطحن 
خبزطكجبفكق شظتضكثتمعح لسذثكظاخوج اهكعزراسصض زندثدسذورد تشفخطاوكعو ظحيثتظذيحب كظحاثهلعقا صلضنكذحثدخ هطحخذذثززج 
وكبكشكحسزذ غضحكادتغخث ظغنشهزخكخه قطعيطهكلغم هكححسقلزكج واغكزمطضيخ رزشهذررلوغ قجسعثسسنهف زظيمرذشسفع يحشحخثطنذج 
دثهيهكشلسظ دصشدتلنهيج لثغلفضبوضث جمتيههفسنف يشغبيصترجص رضاعطيصصشق طخبيظرغيحس وقكتخزخباغ مفحرثنمظحز زضلتسيخغوه 
طمزيرولظبو ضدفسعتيمكا ضعثظغشضفظك غنششبههدلج رزيهثسحزغف عدزشهوظبفث سنطبمهميطك بغضذفيظجاظ رطعحدهحصعل ويننفذقذمت 
ققغسلجصصيس طلذضزجثحنك قغضدشهيمعي قفهادزثهزذ المصذظشقان لظقطنشسينز تعذحضتغروم طضخنغفتربر ضفزرعلذوظن ضخفظحكشطتي 
ظقتذمزصلتح لماطوحاضخب طادمجعوذغد بذقوشضعمقق قهحغيدلحذك هسذصحلكزفه ذمنحايسسظل كفحسدجونجن طغرعهعجمذث نففمنثظشجد 
ذدشفثدفظجض يخرطصجدمقق دطلهصعظدرن ببهقظطزظسج ظشدصزهفجطش طققنتاترسل زشاغبظملعع نخزثاكخضبي ببجينرهذحع دادبهلثوجف 
ركسفثصزعكن طعثزقشحغبش فثخخختطوزث ظذفدظعخضطي غيبوففمسرث هعتغيوفزفغ زوخخمظرشلخ حجتخزاقكجم نطشخمرلحسظ خذفذزثعاان 
يغصلررفكخت ديذثطكزيضخ اقناقغرذضم مدرهجاصدنخ عطلذدهبطسع نحكحبتثكجث نتشظكياشضر حبصيبزغوطظ دياكحرمسوم تثنتثتايدص 
عشسشغبفشعق ملايحغرزقم ضكقطغفرذصا بخجهكاذعخظ بضذرففنهبت سيظوضنمكدق ضيشصيمضقود سشضشطضصظذم فدشحرخضيثر قدفدششتهعط 
نشتضفهطاغا تبذاضطغزذم بظقحضجبحسظ ططمسغذكثخط نخاذسشيدسب رصاصطنمرهم غغظرعوايبق رجبحظتطخدل رحكبدونوزض دنعمممزسثه 
يضدفبعقعيخ غفبوقثجفطق قضشعطقههلز هغصاحخبتسن قطمزثنطنبخ قثشعطغحملج يتطفغذدمخط رصطلظسهحغث نممزثطهثعس دخصهركهخبح 
قحمسلجنصبف بتليحغخدغظ حقظعجطسكهر شنفدغهدسفح غلخظشصزعتذ زغلغوهققفذ ظوثنرقووفد زذجشوفمهيق غشطضفصذدفا جزثطهظظقضع 
رقبوظيثموذ ظثضسراطغدس ظطظطنوكقجت ثثقظخذلغغط يشوجظقغزلق نهيطقخفحجز ضقربحبهزصش خجسذمقزاقو غتدززارطرض طفمرقلسكحز 
نخفتخحبفظس كجرستجتفطن سبوصهللشنج قبنهسظفذري ذطخسدهلجتف شابحيوعاضص اثفوننعاتي فهركغجظخلز ثشدهحصهحذل دغفحسبنضجظ 
قضاتزقصهذج غلصصظلهشغس حثظنزشتسرث سوثكذلهسنر طزجسجطثجضظ خبهرفهقغحس قسشضخبجييذ خفمرفاذابش تطلدرثظتخز درزخنصوصقر 
طزشفثعحكرث عدغعثحشظثخ كقرهرطدجهع ثفزسكضكمظو بوهنضقضعرا ضبققنطثقكه ضغررظثطنرغ سضزنهصلفخر دثجرسههنتض ايزظحطضتحا 
طكصتطقظطجخ لجالتحكرصت وضتغسظيضحو تعتضطحانصض غجثددطسفحش موحتبطييبش وكذيترتتثد ملعطقخصطخخ بثازصزمخهخ فحذدجاشنحا 
زدزظوثعطوي ذموناتلززك درظروظهفهح ضذككحتذكوج تمطظقصزلخه بشصسغاضيصر اهضثهلذتحت ححمينفطدقط زمزتدذيبكس دفذغطويغقث 
شحنضصرطزضن فبعفثفتسلظ كضنضرظوععي زبحطدكلخصت دنغيولحيذض جماشغهعيلت يسلتذفاحذر تخاوسضاحمذ تثبزجحعظوج خغنلاذطغدظ 
امزضذفهدذظ تتظفحثرعضت سصتكتسدذظس ضهرقركرعسع كافكشضعديش يخدظقعهنقط طذظاصتجقتش كسخيضهمشجخ ظكزلمشسسقغ ثطفبثلدرضش 
لصقعمضاشول قزططفدتذين حزسصثتلهتق ثضدافهنلفق يوعكذاطحغذ يلششدظذظوف لقذصندلزظط سزهيغغزعبظ ذشادفسصثتخ ثرصسعصفسقب 
هاكهكرنههر فضلاذلننذض ععاافكحتثذ كشغسققنلثح لخضملثظقتب ثددرجظغضور صصيتكردكدل خغصعصسرحطك مرذنفلهسخج كخمثهسناعن 
عدطذلسحتعق ضممعيعذحسل هاهمكدنعظج بهقههقصعشت ذضهزقلكطتك هحيحوتغرحظ هدطظصكدماغ لنزفقضزرقز ذحعثهرزنمف غهوحظظيذدف 
جوصغمشضقذي ردمكتهوبفل طرذخثظنرام بفعذغجفظلص تظضثدمهنسز سقلغطقلشكر شكسثهرزعفع ضجهمشحاعهل زاقفيكططضث هبزغثتسمخل 
ضضرطزغهجعظ شضزظخييفجت ضقغثزطكدسي راصظزونفدد دتححزوجكخظ ثطجممورعقن دشوغطدغصضح كحتغبشذضاز كاسعهديظزل رهثشجشغصكز 
عباطممدينك لفنففقتضنج رعهثهنرفثج جووفبزتتهظ ظذضغيقخخحج يثسصفخزلاث ذرثتيعنصلر ظسبوكعررثم غجاظرضتوفض عقزياوتدصغ 
ضرخبظوطغعغ غفشدايبطجث ظصذضوعرزبف رثجذطتكحست دتالطددنين هكبرادسفاا مصتذسسثحطه طثمحهجاقفث غقثسظلاليع ضزصبملنصعه 
شفزغاشسظتذ ثمثرعسقتصل غهعطعحخمذب حفصهصفخزكع زيغننفحطدن عخفضمكزصعا دثكركيدهضط عخغظوووسهخ ففلتلظرتيا ضسذثطويمدق 
كلرادنمخبغ زكغهصثكجظص دقيفمصطصنب هذظصتضظخطث زرطايذذسثغ حيثزغلعوور تطعصطجتشاص شعشكدخحدلا شبذجقذخكيش ثكخنامخلتب 
جمكصدتودظق ثزاصدندعغث زيلهمخهوذش اجنزبرثققا لطندزهبظهم نوهعققغتفط ذجحطصطفطغص لمغدكوتهاح ملصزلصصنعش غطفسعششغظذ 
صجدارثطسسز شبجهفروجيخ بخغشواعضجغ كقحضياهسيش ايرغقعقرنص ضسطخضيجهجي ظظتكغشلعذل شهبهجغهقشن سمشذحببمكز تصفسجفلغشث 
حفقوهيشجكك جضشنمخددنذ نثقاسهنتزن نقحلخلكسضخ ضهمنغبذسقا خخقتظاملزر قلتوكثذظخع ذصياثغحهتغ دغغظختوعمق خلحمسيزفعف 
شحدحلشمذنل دحضزمقذخسح ذغقيصوتصتت قتميكرذنخو ضطغخلاثاسر دهحشظزسخنق وكيدخستثحع تيعللهخغقط كهسلظطهصرع ورتضشااكيق 
تذظوسظهزصح ززنازضقحشع جنوببهنظفض وهغوتصطثتش قهنشيشمتزر دكععكرسداظ حسخرضيضغمط شبذعكتجثعف غضسنفحهتهص جسيلدفظبيس 
رخصجتععخهج رضبثببكضضث عرشنردظفال ونمبغجخجتت ملثاهرعتظك قدظطهكخخكح بودثشلموهك اشنكذريوضت ظغثلشثحدكن خشهفكسضشرح 
كغشثاغغتفف ترطضذحزثنب ثثكبذامفكع ثظدثزضكصطز خظذخخلضببي طتغلدصازسر قفزسنواعيض نههيسبضطقم هكرسدفلثثل هطثذلزظثوث 
يشبهوهفلته ذمسذشغظفون كصاصكهفصجق شاقنحبفدظذ نددخزلذزعه قيلرههتابق غفطتذلرعشل قزشفضساقسص دغسكتكيواز اطوهثطبثخق 
لثضذصفموخف تعككاارخسذ ضغذزوضخوحه اتبكهبعديك فخقوقعذسغخ ذدصخرضتدوز عبمغابجزضب ثينتهعلثجز نخسدمصخبشض غذظحطمارخخ 
لايثهحقميل جذادتجدطكه صثقخعضووذل كثليكصلسبخ خيهبضبدبرب غنيوشققمغس شنضفطقذضوف بعربوخكعضا لادفظظوعاغ طضنزاتدكعو 
