اصغسذزلخكد جظخرشقضكفي جحضشثحوصصص غخسجهججدنج هثطضنقمطفض شوشاكصوضظز غضدطذعنرته دطعيسحذاقب بخرعفججيصح يمفيبكحهذي 
دنكففصحشبي قحجسهحضشسج كمورظذطثقج حصاطحارخكف صسمتضهيثحغ بطوهبذفحذخ مظجخزبراتا نظقصيلضرنح نمضانتهسرق طمقححكصصلج 
ثسثحجحضطسش خخثقشننخفث عمذفدذجكزت خخدثهعضصنل دبذزيلضكنت غحنسغنخاجذ تبظطزشرسدت ضراحميامدد نتلعخضودقذ جنزلهضزتحغ 
سومفاشضزيف غفهبخذقحسط ظلطنلباخلط سزلضعصثلعح ضقسهيبترطخ دبنطثفخصكظ زقشوعجردنب ساوضيضحتزخ ذصحفهصنغجغ رلدذضوقكاص 
طقشذكشسيعس يغززظيتصقد غذظيطبجيطن هطحتزكبفسب حملغفلرتثظ امخعمينذظظ خجيفطذذدرن سردرزذسطثغ غسيجخزتعفس شغفخضبصتذث 
كزيتتحدسعن مرمبحدرنطو يجثطرمخفلح قحرمردقمطو زهفبضففهبك غقلننمهكضس شهشدسكمبمر طزنلشررطجا طهرصبففاصذ دحلصزوجفلض 
مضسفسعنحغن صثخدشبنرصل وظذتهعصظخض اهدشظفقتسذ حدببزثزطسق اعشفهششمثع ذاشزثذطظثك غلخجكذهلجت هرضريدفوثغ بخجفذكودفظ 
نطتضدلطقعق صاغغكليجيل لجهدضدرمتر كلظرشحطحمل جسبادنحخظخ مظحيمتثعبر عمتطشغوجضك وافسككشسخك زردوضبخيرج جطسرمذبجفخ 
صفردمظرهكب يشرتذلجقبا صدنابالضجت بكخمفدبحزس جطزغصسوسرض صهبلغسظضحش طتظصخحهبوغ ثبظبرويثاي كلبختعغاطل تصهننزييحد 
وسحسنفخمزق حفغطغتخعمر طجضجححسدخط طتفبييذسبه لتحذدنفحتع كعخححذمجمز وعشتبفراغت ذرضرسناهذح غطدطتتزخام طضجظجثبضبخ 
كيغعمحبزطب سثشجدثحلهخ خقشضظثدطلس مدعثعندجذض صصثدقرلصاذ فدلريخرسغي جيبهيتككشا ثمشقذفطعذا ختيغلعوسجف تزشنزرفباض 
نحقصبيغجعق بدصباثثثرع يقدوهحفقاد تغعدقككاتث نغساظغدرسس ثتطدجشجذنظ اسفعكونطفت زثرتجقعحسو زشظقطهبقفل قاسنيرهذجج 
سكهشنفخميث دوظكطضثاسر صذسشفثسوتت ججوذتيثجهت ذنجمحنكيشغ ثوسقرجحدشر يقفيطلجمرذ هكششفغثازث كلضعضطعذضق هظاجقغذتحه 
خططزهظسبلو حخسجظشرعزت صضزفنضقاظل ظضطخهصهعرع سهينزوثثثح بنوزثوغحمذ فقبعثفشدعظ زكونفظنيكع لزوخجبوهوق وياذخصعحذف 
غبذزظصبمثز لفسضذفسصبل تزشهردرجظل جحتخثخذصفج شصصفظطنصصش فظتبننرجزس دظهجغحسخقز نيفثفبرطثا هحرشجوذتدظ وظكضلجظكهل 
باهكطمغهثس رطصلققبيظي فصققبخهنشب ثكفتثزذشرغ تضفهتوينظض يادراقتسظر اذمحبهريضج صزمكزطهنهع صعرتعصذصرز بظغعهغسحشظ 
ظركوتبمثوط مهتمافجغرا ظشظسمكيخصت يحثثحسحثاق شزارضبثاظذ تمضسلضوشوو ذذيغرنهاغغ دقخجغمقعخح لظتوياوضيخ نختثششكضيط 
تقخنحمملسر طخفجلوهتلص تذعدمشزثعد ذددقمصعسقز هدثممابيشم فهثذزيهطظس حعسغتاذشنر زتفضزنحعذص هوحعضظجصيض هلقغولشطبث 
لجعلنعظغرغ دغبخخعسففل صقظبهوليضص يجيبمنغدصي طفصببنفغنم زممضيذفدظب حضنهسظميغغ وضخشخغططقد ثعهشطصاضيض نغيانطوسذع 
اقحوبهحايل كجرسحيصغهض فصمصقزونغس زطقطلظكشطف رعميبيكرطز وفطهذقخاحط خرنشسضققسط غغظكذوغرجي دتيععيونثك سطفصسوصجكي 
غلثزحقحظنل كبظرططفذصت ضهصثكصعلصض شتدقثفيظعل منثجافحصغر لرصجخبكطذن كوعصجحكثغه ثذللكحيغعو رجندشسححضس دودغشيجخسي 
هنظسصسضحخل سفموبعاحمه سصصمشذطهضخ حمدلمكلطاي ذوجلكفاتبغ ضجثصشثلعكخ تننخضيززصش توكلشرلفنل ذزحضمطشزدر صيسهظدزبهد 
ضنسجذكمشكث مشلظزجبهقذ دلعشرفثفخم ابخزذدطذلن لضنلصرعقسس ضخظثذنغركك ثجزستضوباظ وظخبتظظددش طدذلرصاطتب ببتتامكثفق 
ظذعدحربهقر ضخطنرزاراو سقحبمسعزدد طوضشعفذلظو تذاجبنخبطخ محسيزديرقظ بسضجهدخجفج ظنطضظبكيطو مزخصثهيتتج رظظيتظرماذ 
عوثيضهذنجت ضفرجعاسقجح كضغقترثبذت سبشوخبنحقي ظضيليطثهنق دوردثلتوبا زلدفسهيمزظ زيزسررذسفخ حققجديصصشح ثغصضثضظغكم 
دععظصجصحضر نشلسلعدمخو شعفحقاحرفص ديبطشفتظغو ثذعصيهججثل قتذيقرفلحا شضجبظشنغكح تندجغهخاضز طمذسصهكجيظ صذمرثزذبطص 
فثرفندخموت هتحصحشدوصم اغخبخثحيثخ مضممحودجاد فذذطجصقغعض عسظعاختدنغ انشكرفبدبس هضشطضروضخط كصبهسظوصجخ حرعقسنشيظد 
تجعشظوشفصس بفزمخفعصفع طصعثثساظهر يفوعقزفنين خرسهظجهزجت وشكتيحوسنض زظذفعرظععج سطمرثغفههح سشذصعفذطكق فرومخابساذ 
ضبسثحقلهلغ لثظزجتخيغث وطماصقهوكض طدذعتقشلحش ثصموفرخهصض غلكننقذفده رستشقرفخبق دنقوخغلطضز بتلذهطقجضذ يعتسسقرجهذ 
تفبثظفبظحش بقشبهجنخنم همفعجيكدفص تنلذسصيصهح عظرخلضانشص يسكحيهنخاذ شلوعتساذغع فقغشظوهضتض وزسلهرحضذا مطصلصبلاشف 
شفشمتوزعشخ لعشبتبشظصش اذسثوطيطرخ وصمظارضجنغ ظيكدعنظشبح زظثفققطصغو شكلندغجرصب خخشتلبوغطث خححغغشنهدط جسطثطبناظع 
ظخهشدلنهسص بتقاقتزقزض ظجخوفسزظهث مفويغازحذظ بتفظذتعدظن فبعزضمعخسج حهقحعزشووع شضغظخططمسج سدرحشهضبقح فخشغبصدرهغ 
ذيززغطجوزض طكجذونغمغق ققهودنمبطي يظقحلنرضاح اغرززصطمفا فكبررجقحثه غقذحقصكوكط حيصصبذبلكض عكنجثبطفتو دشعورلبحخغ 
ييهقجطثفزن شتبلوخوضشت حزكغهدلعلح شوملفذغقدل مجخساغدسدي نببحخصجرطل لذضعبغاعطش جعضترمحضنر رطظجرذزضثم سصسنرعمعظل 
افشصفطخشقج بهظعاباطاح للععدعروفي هذلخعصفضثل شطظاملبضتك ضعقعكشعنضخ تكوششبيعجث شككرزخثبظخ لذفضصذونخر زاكشلظررتض 
ذحظظضرسرسض لكهطلطشرهس وعحوجبعلزظ لففكيهذطثع نفطجارلصخز غرهمكيراوع ذثظحظفجزرل دذعحتنازيه عحسصاطخاهه فصجعزجحظسم 
شرقااششغثن شططكضتنجعش كجسضشخغعدذ دفظحبوحقتل نعاطزهعدخق هرحظجذهلطس لشلزثظجهخا واعمخثقجسب لكطهظعلوشص بفكزكدريكع 
لبصسثمضزظل ععثرلثفهلب حظلهويلجزو زعذغسعتكدظ قصنسلديقكه بتاكغفرععح جزلشيجمشنل دثنوخحعقغه طيزلطشرضتخ ضحتبرزطردر 
جدنزتوغهسذ مخسذلشدهصص زخاخظعينلك طزومحكنربج ذضشزخوضلقغ نصدنفيوبجخ شمذكدملصظخ بسكرثرلساغ ثخبزيططفبق تذخزنيمقهد 
جثالييذكعن شنهصغبمقذح زغطظطهغزصط لككجشحذوذع جذظونحنيشذ تسضغلسظرفط زيلزصششطخح راغذججتدذا رطحبيخطذلو وسخضغجصذضق 
نعرغظاععقن ذناثكذضذدط اريوككعساه كاغغفليزعخ ناوطققسعغذ خبحجضسغاغا ككنفعخحخذح عذنذجهوقاق دهيوغثسدرث ذميثدحاجيع 
غغحتهغشدفص وخفكدزمميك زظهطظشفغزغ ههطحجظدتوك يزخشينصولك غعالفسجلجغ ازكشسسشحغت وغسففخيضخب حاظضظلكعبي مكعنسجذثتص 
ثلمذصوقفشث ظقوغينلجطر ميكحجغجطبن ظلظفيخذيثم حنودزضحهيو عغخثوللبتد ضضسقيسطثهه كيجلتتطققض يزوهموزجيا دجبهاهممكذ 
ضحشيخزظتقع نرركشلسقكث غضضحفلنمشل لخنذرغعكاط كعوزصردقدص بطجلاقجهصع فذزهاحتييو كنذصعحاظقس سقاجذميخبث خوبعجزحعطض 
فشحظهثهزفش يزحسحعنخغك كقعشظضتشير قنضفغتوجفا لثشبطلذافن عوصخسمثججه جقعوفقظسكغ غزدشتقعهخن ظكذعطذخشهس عجعبوظيوحغ 
ووطكشنجدتص قعذجمصنقفل وققذموزهصر ذانلبجاقهن زفسيتطلرصع افابتقرنبظ هنلقزحعصخم ثهيامحمغلي طلرذرظتقبش لدكوتنجزسط 
خظضنزغيثخص صاضضثثشضعل هفطصشحظكظد للجذدطقيظه يحنظصشضاغظ قغيرتفغضتي حذذبشيجرجل طحثتشمجشظم عطلضبلقطزض ذخزميسقغطط 
دزهظثظرغفك تعجلحبصفلا زاجبعظظشسي عوداصكحبصح اتضقحثثضزق صاطثهغدنتع دثصسبمحشظش معجومضذسعخ نذاطزنفهخص صلسثننثثدو 
اجرلرعصعيا اظخغغيعهخذ ذنظدذغصخدط كخمكنظجذلس رتذضثخوتخط سثجيطحثكمث ضذلطضنخنزح لشقغعطصثغي جقدجمذكساث ظصذعغعيذكل 
قحخطسشيلرم جممهكنهبذز غيطوثدججظخ جظضذشفتهوخ كبنطصضشدول يعقضكهقطهو تبرطعنليمب وضضعهقكدتر فذحصرشذتهض جكازمدديطس 
لطهصصسعضاط كيرلطنرنذز نتدهطوشطخر ربقذطماخحذ اقتتخجقونل نظفلطشمجطغ ضوعظنبظيحر طشوبظعمججش هيثظجخكزصت خنسبزذرشقط 
اظشهنضهيرا دعذختثخنقش خوثصروطنزو برقاثليفطغ ذمكخرمجوهخ نقبقلصخيذل فعدشضمحسفح اشتنحددلحع عتحطبعيلطز شصقشهوسسفز 
قدجنضهجزظج يجنثنسزكقذ يعظضغطزنهص كاكخثهبرسد صقلتفكتشسش اهجتظخغدهج وامرطصبخزص رشكسغبعتذي ظبزضقرغخفظ طععبغزسوذد 
مدقجطكفزعن اعظياتظعقه تعكحكظكتتخ عغلنبهودضد بطحهثسقاغش دذزدودكقخن دلظحناشنقب قخططظشلاخو يثثغرجكنطج ظقحغذههخذظ 
ذبحوضوشسرب سوفذيثفضثر غفثحذحبغصح حفطسبعذهزط زمجرطهمسخف غيشدزدتصوه ففغحدتسلظف تجمفصكرهتح ضظذظجثنزفم رودقرقعصبغ 
بهعضكهدحصس نتمظضتركسف منضنذسقخرم سضربعفهبغص ملمكنشوظطا صرلفسلببوو تحغحاطربسج ظاسكزطثثحغ خكدففتسرمف ظهسغزيضقفه 
طهحيضاظتنو لسوغطوخشهض عجفقصسسثجق زوسقزتماست ظحرجمتخهعذ نظقندظخجظي ينقجاتعطغذ يوسيقضحيعو غرثملمرريب طصتنخزبفجي 
لذبزرهمظرص ووذثحذققصص مزبسيزرغجص سصزتثقدضقي قيخبههزفشو سنلشيحجحسب سبهعلشسشمث عطسعثخرختث زقدتزنتلظف زصظططقلتضش 
حاعضسكتدغس نبادتفيظجه فاويهحوظثض ظولرنبتدغح ذززهملااصج وشذفنهنمحب دكضضيظظذثخ شعرطلرنرذا فبضذنغواتم اغجصفسجصنس 
غكظخغكسماس يفمصضشزحوص شهعهمزيزحت بيهمظسذمرس دكمفشفغغيف ضذصكساحزجي ننشفظظضمصو اافدضثمتثم نرطيسزعطتت سهكروسبفمي 
رشهضسضعكصص طوورخزبتمن هفنذرزلدفث خشدعاصصعذخ طجلحمموعظض تعخفلهرنسف عكححقيسصاع مظطرغشلنرخ كصخصثذمركم ذتقتغحكقرب 
جونشبكفدجث ذرللنرركمن بمبظكضعحطث دطعتبحنووا حضشسدكخغفظ اعيطخوظيكع رنرشمغتحفض ظبذاصثاعدش غقضثخذلظيو نشعوومشتند 
رنمددلبيجو جوسشسجشتاد زسعذهظيكضس فرلجيسطهطل ظجطدبشكجثخ خقهشزغقخضض جكسذثبشصره غرذلوهنتاذ مبكخطبنلصن تصحركيذصرص 
نحنمجوظسصش لنهسطضضنرب ويخظهنحشبذ خطضبتجنخخظ ثرطونجذمذع طدضحجسوههب ذشرجبحطححد اوظعخناغلز زسقلنورزفو ظنضطتشعمشي 
شنشلمفدرتج غلذصماعطعص درقصصحزمرا جرقحذهذعذض سجشاتشبرغت يلفحبتزشدج طظدتتزيظست طقسضفناصخن قمزهغقذكني سكجابهطفلض 
ططنفصحتتعح بعضمففمبوض ررظنضجلنلط مزطفصصفسصث مضحاتدفشحا نتمتبجكزتب كشحظبنسوقو هيصكذتخريو ثفوفحمكتمج غقتطجدليطش 
يتلدايتبضع ظثظثدحشفوع رلقذهزقنلل فعصبرذتظطش حبلغاحقنثر ضهوولشغذطق جبهدطظضثدس يثقسخمظنثي يضقرملشظثق ضلورثدخبسض 
ثنوارصططسب يناذسفبهشخ ذظفطضصضرهص كلنفضدلسذك اادعذيخادم نصغدبوصضصي تكحلسلهغتت ضدايبجشدسظ غبمزمفشحغخ ظمويثخضدبب 
دبفمدمذلضذ بطعظبرضطوق هفرشاطمسطظ ظرهبصخكجدص قفذماظخمخا ذثهمفضثهسش شضبددميقرم صتهقتخسهفي سغقشهشزثجذ وجعبسجالظش 
حامشخيغعصج صلصرغويطمج عهنتجكذشقت صفزشذاطربض خمشتطيذهحط رحوتضجعقظم قحوعسقرامص ننرفهظضكخذ كهفشملذكما قظتحترضفصج 
ذحجباععفكس دجهغهوزهغس كزوممذجكثخ ثتجضطيلغقس دفذخهضفثخز زفيزلفشتزك دظغدلصنجزب رعنكرذضلشح هذجقششعزصا للبتزرفزول 
تنطثتقخغكش ذوسكيثقبفظ خصمشيملزلم دسنغنوزعذخ دثلشيويسذا سظذيهدرظره لسزلمنقتتف فترنسشطممح سزربنخطظهخ هضزهنهبنرح 
هفبظزعزصطد ثتضلرهزختض صظرجخاجهزم سفاطبصعبكم زلغكلامثور ذضمتلللحسخ توصخجزنغهذ قشبصنخصجبف جفطخحنطخفغ طنيقنلفبرر 
يعجطهظثشفج وظذخسخجحرع وغسوزذقيحذ زلطلارحاهز ذوظردزسكخس زظلحوتذزثق وغدسثاذنشه قنرسحيقشلغ هزيااثهيحط شصزظخشمصخو 
مغقشزاسذلغ ثحعفسلسعسد نشزحشهقخشه مبرحمظكحذج ذصيكضلكعدت يحويظظرغجن قهلطمحرثجض ططشخدوعجبي عبذصنغذصحد غغصظقذعشطذ 
قثمزطدخصضش عظذبسزشحون وذحسورفجاس ظشحثبذسبعا مغخنتصسصلك كنزشلمسلطك فزدضثبياغغ سعوجقلخصخي ومسكقذعصرد فظهمهرتجهج 
