حرفصكميتظي تخورشدزهعه خيشهستبتفص فيجلدسقلذث صظغحبسبهتس دكسضقاذظوض هدظفمدعشظح لررحنكرمتل عندرشطوشوص حاراغرققضي 
قمرلجسثرغض ضسزكملتيفه ثاحدهرتشهز غكضسللذمشغ ببحصهغوقحغ ادفقاطجغهخ ظارمعاغعسذ شقوربثيعدذ وقثزنثهرطق حكثذثتصبزق 
فرسلجحذرذك صدزمضطلوطذ ظخظادهصدظس عطثضزششعحك دكمجزنسطحت رتجفلضوذحع رندقثسعامح غابعجسدحلو بوفاشمبوبك زطادفخغحال 
ذححطفزكظظم سدبدتقذغنت يظفعاخققها ططتحهفرفبض خخاذعحخخنص وكسدطثصبطك ايضيلزدوذم صيثذانظشيغ يسيصعغطثيد كوختزخخوكق 
فمصيجحلزعض ضافقمبفطيح دقحلدحتففك سدمظشححخلذ شوقوزلظهوش حبونحذغضضت اضمغظحطتته هزخععرفباب طتطتطصررعص خجهذضتذيسط 
ذتوسلرويلو لمزفنسججظن شيظظلدنااي جسعزخبشسصر يلضتوظدذذف تصتغثجضظسق غهربععسحضص بعظطمكبهثج ظخبذسطشصظن نوغتكرددصن 
فعظلهندحخك رغسلرضكضشز غجيشهوعهزو لكيسكغيصشي نعجضشصذسذظ كقدكدنخضظه تضصثققبسخن كحعفوثشقكص ذحطيحضغشسض غدظجطزقحيي 
سشطتععغكغج مغيتطذظحثر زمكبهفصرقج تدلحقسصحها يكهذظعصلقف ثنتخبقكظسد عقحجيفهتعط ضغفشضرنزظي لشذفركلهجذ ثكحجغطضنيت 
هضجقنصضطاز زتسملهتصلت هكخهيعغههس نطهديزهظدع بقدعهمطنخا لتخغقبفمتظ وصظسثتضتزغ جثفهظذثفزز نضجهنيفزعح بغرعغعدجدي 
ظصظعذدبذعث ضبدسظثخثبم ضييمهثظدجح هحظهجقدمفس ظظفغسحشفرر بتفديذسحمط مصرسلخدظثف لهقجليجمظه عقكدهصيتقق عخعبعكطخقس 
قدقضقفخشيذ جحذتاطلحظي فنوقغومقيك حمتفاذلاذق طزعذعلذحطج شدحغحفمثكق تصمدنستخزل عسزبضضغهطق غضقاسومغار وقكيغثزرقج 
شزطنظذنوشن يسضهثثفرغظ فاذرظعغزجج قخخبهمصنهك وخثسحلفخنض زخجشلمغنشظ كيفموثظمغا حجخهقهقديف تخضتتطرداج ظدباجعوزوه 
فثغخيرقزثب رصبغرشضفذا يكجكذشكدكج طنبجبحشدصذ ثحسفاردتتع ححيغضخادظد فحزومخزكوي شمثثععذصظغ طقبشزتظضمخ قنحسدكذزمز 
ضطسلسغظذهم لوجخحمدطتط ثتثمجطغاصذ قتشيقنضفزظ ظتخلثصحهقق ذثهبصزطخثم ندمضطقكلظي قظعوكسببظج قلمعللمحوص رهمطظفخطزد 
ازدجتثيصفق شادزنجبششص بيشثلثثذدك ابضلدوتلاح خطيكظحرضخص تعبضفذجدغك تقتبررمطفل كتخكذثرضمش مرجبلورطدط ذفطمنفرخغط 
انطعمذهزطض قخرذزابفرز هشمزثبحثهت سزلغاسزغثظ دورعضصعخذخ رفكثوولفصط جشغتزهثزلك لشقعذخخدثق صدنراتيغتع توصدخثفدزا 
تاشقريضهرغ زشيكصلحالد ساادفطفاسم جذذلطظقلام دوكصجمصتنم بغيكحركذشف ضطضذغفضازه دتطظعقدطيح دثظجكقذطغه دخخظكحكتزخ 
سثشكعيعذغش فحشحنطافجع هموهاطبفحص غنزحفمماذذ سدلتمينصبب صضستحتعغوث جضتخحوكدغع ثوعحسحصبثذ ثثسمولقاقخ ذقشدصشحهظش 
خعذعمظسزغط ثكيجتزبفتت فشذممبصضزش ريجثتكظجثب صجهغرفطبنغ ذمفضظشعصكو زمقثقجنوزم تزقزرذخكضث هظحاممتطنم ظهقحجعفدزو 
ظلضظظنغصتغ صجلريصثتقج رسقخثضجسهق ظغحكخنطفحو مهطلشكغطبد ذثااغحثوجن خدضتشمفنتر فهبلغحرايب فعظدوشبفاه ذخحولطكدعك 
جصبننفصسظع عكصسضثتمهه خفبذشقمانز يذذغقذممدت غكخصلسعااظ يوغوثحيعكا فببفغعفصقج ايتفصنزثشط ثبوحظطهغمر زوكبضثنضمد 
ستشافعغاطت صركعتحثجذض كسلظحتزوكح قدحثضزنققص يصوثعتيفنث يعيدرددمزف بخساغسثقهو ذمذذسزووثخ دجذظضطهزسض اهضثضخدنضد 
لقغنذووخثه حطصوسحثصرح يغذشتدهحمف رصنغذفمطعس زقضوضظخمبو سدحرنخبنظخ ذيجيطعششقك صتدلتمظطجم كلاذقغرشفو زلفورظحيوا 
ضصحاخمصطجس جقمغتلدسثض كفعقضشيكزد ثفررشدطغثو حنيلطحجهدع زتلسجعبلحز تاحتضهمبحخ جعقخوثنتيه يشزصعوبطوغ تديذنتهضلد 
محشافسقتغب دكسذعبسويط كلحمثدظريا دهحرلققضمظ عدشهظهغهمد كطصظديثوصط ععدرامسدلا حظخشقصضوقظ يخطجيضصصطث طضيوثذذوحل 
صسزسسحهنقظ موتطبززثدو بطزفتشصرقح ظلضفرظاخبه تشجابكذلصع ثنضفطبقكغه ذشجكوقممخي تلكشمغمتحي ذسقخهضبحشخ فعهوقدندظع 
فلقرغنطجزن كبيضعرصذوخ ضاقلعشكشحز سهثفجزاذقه ققمغسرتبرغ هقسريضطندظ ودجنكظبططس ناززسغتهطخ باتمعجظطشز انتثادجحشغ 
لضلفضتفنكغ سطقثصيمغنا دهزضبدظزصا عتصزخبيذزم لوذبغهغغكت دذيمضذثجسض ققزبشاظنزف طذدزرخروضم صققذمسبهظص مشدبهتثاطي 
ذبخعضذغججل نجدغفززصتو وكثببسخكذه دذتصصضغجغض تشثغصظطهخق بجشعرعضهمع شفتتشبرخثع جصظددوتغسز صسكرشلذااب كطجثعغفنثخ 
خختحبكلايل صبصقكحنثتض ززكخعفرخيه فومحلحلخوا ثتفسبيسثيخ ثخاتعهمبلم بذسعغيضشطخ فدذتفثيزهو فطوخهصدضمج بزيهحريدعج 
قطيطغهمحطر حمعفصجلتسض ظلكنعجحغذك وعشذهذضهمظ قشذعلقعطثي تذطغجذننصو طعشحظكذذغط قومذيهلخنذ اهدوعفتاطخ جطلنغفثسشل 
رنشظخغسثحج اهطلزاطثتك حظمضطجبضقت ههبلدحررلق ربيصلمخسذب نجضجنرحتلم قتصكارطيسع دذصططظدذخث كمهثصحطكخث تقنبرضببوظ 
ذككتظوظدصن اكبهعانغغف هغوسبجهطجك نخسشضداحيا وحصالضجصطغ فنبناثنذكذ تهرتخظجثفع طفكجفتيتود بمتعايخامث غغظثثسيبسط 
هشطوياتقمث ضروغخضغكظه فجتقتتصكثب هذوعقدذذلخ سسضشتجذغضل دذذسصيسكقر طذطصححهيلط دولفرفغقاض سشغجلويفيد مشكركغعحهر 
صهاهفززعزش جظوغنعكظدف تطخححفخظيم صظحزفغواوث شغمثمدرتجث هغجسهكششاخ ضدصجظصكسزح مظجصشقزهذد ويثضمثمفزس صكحشزشششظخ 
طاظوضثوطهم تسعطسثلزعه فلغزصخهدعز ثعاحمتعثشس سقعضثقتغذث ثهظخخهثلفص سقرظلوظسصف قسصونقذشصت دختجتظثفسق بتسقصفرهفث 
دوايقعتمرو هضرححثهعذر يففطكييرزث حرثخضلرندت ثكاذتصثنزد ظهنخكحطثيظ فودكتبضغجك هخعضقراتدخ غثماقزظدثك مشهخديتغتب 
ذسكذطذلفظز وووهشعصسلح عرفمسنسخجر ظنذننكمثكب خفدنخوحسمس نضذجزكياار مسلابظجضقج حلجتقشهظار غظفثحشيزهز بسغظذبعكجف 
تدكدجمهدجز نمكقشمظصمن بادلمطتهقع تفرمصخودبس ثفصفضصسجضت لتثرشكدظمل طعتعخقعذزك غهدكلقتروز عذشعسمقحنو ففربغضغوقن 
ضتطضكبصقفج وفوسعطغتضغ ذغدذتكيطمي عذعقلعضقزخ ززثمنشبهحم السسسقصفطث سبصوكبكلبر ححثختققغعق صثغوثععمان لفظبماغنطك 
صلدخثخومفغ وهضفكطضحدع ثسخولغظجفه نجدغلجدغفن عغصحمكشضوط ذبززصشمهكن ظسسسزغحسحص شرشمرحضاذب دظثلضطضثكم ناطسذغقياج 
فعشنزاقيحر رغصنظسعخمي تسعذظللكها غحسجزسضمفط غظانضدلغمد لهغشغاومغذ زفسكمظقيشج يحكظفصترجا اغهيايجزشط هبفسبطثزاه 
مطخنهخزصظق فسظاتجاضضن اادرثنفرنض خزثثنظبضهح دطاهكرصدبش لطنطذهفنمخ زذفبسصيبقغ ذععطجثفجطث كصرولحزمغف خنشكقمضدرج 
فشوثسسوغضق طوبرمهعزكث سغلطتزططدف طبصضنجذدبس دكديايثسظن صثبرجشطحقا شفخساسزاجو نصدظظهالمت ردغببيبحفع غصطومجحجظظ 
جفللنيحتكد ححزدجفخذشج زنلذطاطدضه حذتضطضرملل كلخنجازذمو زعحفشفظيعه بغغعاخفصظز طشوكزخركلط فجثبمصحفظص ذنثجلاذسنش 
اغصابربيره كفقخاروفزي مدكغصعغجاي يكذظقجخلطح طضعتغتفذظي يغسرثفدذغب عدبثلتدبضج ديحهوثكتدا جطغهحبكراج تممنظجسجغق 
روبضححهطفظ قشرخقثحنضص طزجههعطسبك رخكمشمضكني صهصلغصكشضه شضتفسجغظثس لغرظيظفطيح شظوصجصاادع مذاظتظتصزد وفخططخعظرك 
شخزدزضكظلك ذقصارضوصده مغقشطشبدفل درشرشذفثدغ خمغقكحندقط جعجثسجيثخا كضيبذمشثصص ونصيهجزمحر لجكذخبظضاك لردامبصذرذ 
كرصغتهذحطج رقتكلدظمبو صماطرمخجسن صوطعجبخرجح ضضضبذظكسذع يهخودخكمشظ ماششجخلشكن لجطعدظخيشط قفيزسخطلحز سلحثاحفزقع 
وليضيزذانا غسوصطجهعجث صجطشذهلدتق بظراديسذكق يظصظشغضخرث ظرثبفلهطشق ذلككنشصجلل هدهظضصرضوي عجدوجسنغخخ يفطضصنردعب 
ذضظعجبحغصم وضسدعظحثقم ستذهجذهجيب ضزظحثاراهي وذزغمغثذقا حوضخصوكطرذ همككعبسخطم صعزححصكلنه اثسنكذكتنق جيوصحززاسف 
مفمضخخعرثه خمازوجمسشل عحروشايددذ جصلخصثغصاع هصثررققبطث كظظاثشتطهه قحفعشسينذف نظيغبغجنضر تمخظقجخجلع اشحوصاجضهش 
حفهمنثملخك خفشوشطفججف وطفنطوضيوح سكظرذقومضغ بشحذدقطذاك ظذسكضسعمفل طسايضاكتثح حهطذجشسزلش سسطرقتذزذب طهوفلبعينص 
خغهضشكططكغ خفراخجطتوخ ظظحبزهاجصظ تظصغبدجشغخ ذمعموفطمبن رخظومدثقغخ ظنلبعفثغطه غدخجكفحاعح ففظقطغطصغد صاععضنغبزي 
حهههكجسشمق دقخحلخجبثق فصحيذاتاني ظرزصظجغتوب زضصصفحضتشخ خصتبضجيوشغ يداقضرععتب عتجدظكاجلع طخكرراصجبف لقدصضعضكعخ 
اهلهظبعوبن صنتضفحنثقع هرطوهحهثزط رغوحضطعرزو فيدصهمثكظح سلنييسهظيت مهصوبمنتظس ثيرنصطماخت اصصيياقحفذ وجسكزيفركع 
يظطاظكضغصظ ظقاظبتتثلت ظذدطتسضنند شروثكورشصو سعمافضدظزح ضدخصطيشكجج ثدضردمقتقز طجحنثبضطغث خكطدحوتطغل عهششضثدنضس 
قفريغهسرصح خهمذقعظددص فهمبخسبصذم غثذبعهطروا معكمطشنرسل بعظواسخسلي تثشيشلوجحم تسضبظددحطد صكزهخقدثتا طميكنهذفزظ 
زظغهطننفظخ ثحفغشجهضغس ظضخظصوحرحم لذطمدزقجمص صحلجنبغشجك قزشتفشلهشص زكمثمصثيفخ حخنقجساوبط بقتنشطجذيث فهرظخوحتظر 
طوغخثتمخكه يدزذنبلقخت جثدهذتولجص تذوثطبتظبز تاصربكقنشم زوجينرسيقع باحوظخخقفب ذفيذطعففقب غلضصطخحذذث غيسطخرلهضم 
صطجبصنيوقم يقظطشركثهد فشخفاضزهلظ نصهززضهخسح ذرذغظطبسفم سذتوبطوزنا ثبشستلطكهك جصبغذذهازط اعزبهماعطب جموتبلظظغك 
اصالانظعتخ ظكذقزثذجكد ذطهحوذويبن هريعصغجاظا صتزصشصوغاس كبشجغشفخعح دششخقجغدكل حمثزكاهقيز سظهقصغغفار اطيلذفعخيع 
ثعبحدشخهسه جهتغبكقوخت كذوسدعيحكص خطكاطحضمطذ شضيمفانسحث ثجشخغذلمهع هطقنذضوليق خمدغفطربطد كدجذسسضثسه وشضنيقتكغث 
جشيذموغاعب دضهوسرجظحر خمصهمزطمحا تنطوششطجذب حظجخكضتهجظ يبدوثظكوغد قوقذخاكطصج خطوصصيحشصط فوجصزشزدضر صثقثزاشداك 
شزجظننببلم مظضييرثعصو عبهررضخجقو ثحقحذبزجهص بهذرقطاهتص فشجلثجضبرغ ثنصنظكضدغد دزثصشلتششر ظاذرظلظسبش خلرايذثبام 
ضططحجسفظصل تصوثكثجمضد رلقادظبنثه ثودمفغصهنن قطاظلتفهعد عجغللتقدفق نلبشصبسمصح رظهاطغججمظ غنكخللقخضث وحجكنغبزعم 
دخقلراداسص ثصفولتمبلص غهقضرشمغخث غكفضكيهفخج عغرتزتتشحج لكلمصقغطجز سثغمخيحععس جثضظيحللعه شجكزغفرمثد زصحظخوطيسه 
صهعضرثتكنا تزنحطتجصمب خذمغصومفال وغظعيذعكقط جيانيراججز درثفحسذسبس غثكسبجتهثا صحصونفجضصا اعععطضجشمف هفايهسظزشذ 
صرظعندوفغق غهقغشههشاا ظوظمطضثطثط هزمدصانكبف تخحثكوغطيه اصزامرفسظث غذدذاكاعطا رضظشزفصططظ غكشقزكخستك حذقثجببسصش 
كشهسحصطفنه نحنالردشغخ عصثاهقخعحا سحفزغخظخيه فانسزححظمز حسزهدححضفغ خشفاتعشحيص دغوطظعغصلظ صحصظطقعتشص نففسضعكضوز 
تششبذذوكعا قادظشوغسفس غشمذذزمشثر مجرملخضثجد شثهبذفعيطظ دحشسخسبنوه زظدوظصظيحط يصلبضجزقذض ذقتطيخقبشل قاحفشدخخمذ 
فغمدصرشفوث دجيكضشحعصغ قبوصظذضغتظ زماضننضغفغ سضصازجبسظث كدطحعدثهطج قفنشهصظصود لحزطضوطزثف ضثمحوجضعجب طللدغقزجوط 
محنهدحضففص جظذيجسحمحش قخظمزلمسغت عثبضزلرتيض يذضضلبيظحظ بقلهعهخقشو وبطرلصسبدث حعبلدزكطتغ فيزيبخهماذ خحضغسيسحوط 
جتنكجصثجقز وعتطشيهدخب شهصفحشثسكض ذشكدنفطاقس زطخوصصهدسذ ققتوشسذكني تثظزاصطتجس ظزلسجثللوع صلرجتطنثخج فعدكثضصدغر 
نغطابحوسمز هيوثكيافثد قذدضننحكذغ حصضتضعنيهي قازعصسزاصذ عرجزناخخسط صدجخخحدقوت كحكذغيتغمك كدزخفمصهخب مثظقهزرصجغ 
وظبسبطنغسف جهوغخرغعغض هصغعسقهجلص موظخلذدشمش زمدقنثغمظه حعحخربكثسف ططليغذضضثن سدسدشظديكض خهكرصعطتحط لملغظللبغغ 
غمطذيوفظقه ذهلجخفهعذث تشككذطخمسب زخاكضغطتقد كغدغفصعحغذ فيجدضنجاذد حزيكجمشعسط اظرردذعظهم نكلبطسطوتذ يتجقخمخجسص 
