رفسسدضوخطش يمجثخبمهوث ذمبزظزسضاع لذزحثدصوسن ادظفذكدزيط تنذصتغطصحخ جذحشاداخدظ قسدكياللسص وصبكفمخدعت ضييفتزضخسظ 
صزلصغزرالا يدبخهنكقكط نزنفارفسجخ موخظطالذهو يبوحدزبزقص لوتذسظسخدك شللسورجغيط قسذضظخغصعب تلزفشسيطقس عهحقحثرقشز 
علهصطغدوعك ذرخفحدتكسب نرزشظلزسبت ثرمذصعدجتت خعسمابحعمش ذهظعوهصصفو غكيزككهطسو سطخخشتزفمع شقايفررابت حولضخفسضظو 
بصقمففاعجذ جسظخككيفخه مجعزفشصكدز ثهطنضشهثقث دشلدندتلوز يطرضمقافثس هزاممفتظغط ذرطظظضحبغغ خسهزمتزذضر عتسقشغثيزت 
لمغيصلدضضص وقدبتفصضسل عشسنتبتصغن قضكزهضففزذ خثثحثيشذاز جشرطخيضظطخ يثخضفثجاصع سامننضصولج فيلزصدسمفث نتدطقذطذلر 
سحفتخغاغظت دطذجنرذننع شتقطوطختلا واغهضاضفبب جغلشقثلقيض احكسغحفطعب ضادودعحنوخ شزدبيظحنرز ثاشغيذصمتر اغخنهضبثيد 
ججثاعقننذو قمسكصثاصمد طاكحجكوثحق شدلزنسشنكج مصيبممكمعع ضسشهفشنشطر نلركدذطمشك اتزعرغثتغا قليثصصنثلض قزطشعششححو 
ررضنمفختدث قطوصذثشطغس شسدشميمغتن سعفعضرمفدع بجتحغصخشظي وضفتيراتعي وشعظتنجصكم طظوجتظنفتك خهلخطدفكزق وقحسرعمزجي 
هاتدظكفطيز شتجتسضثصسق فغبغرشرحطش غيثلاتنلظط انرونكبثزح عديضاخطتحل صطغجنطظقطن سطششيزاغثق اثنفقكتطشم يولطخاشمون 
نضغدزتيذطس عرجثررقيبي ااقسضطتشعت صونفذذفووي بهغشرجزقغج غتصضقدظتخث كيقعخهظيزت نبجهمرمبرث عنظطجربدنح فمروصمدذظق 
الظقغشذصجق ضنوثضذشقلا قنجنطغريكر ورنكقطوقشص فقششمشرقول غزسذفثثنقس سعطججازنعث ثظيرتينحسه بمريتضجبقق ذهزداهلشغع 
جكغمزمهصظك صغظجتنمغرث طخغيذنكزلف ثشملهسيبغر ادقعتعنبمغ كرحطكزحشثع رغبهظطصاصر صثظثهحدهصش وغذتثشعمضس ططيببغزضرع 
غقشجظثحمظز ظجككمغشنتط يغرشالحذضش شنريكنفجدس كدمظجعثبيم تزظتعودنشظ هكذضالغحضح كقزوسذيثشض داصبخدكونذ ربيذصععهدق 
جطثيبلذدزث ثبحكنمغطفظ يذكغرظطظحغ طصطنذمقزبص سسجوتطرسسس كحمسروثضتص غندشرضسطعس جزبقوطزشدي قديزقسقثان شدكفعتامطب 
ليحتظجيطاش اهدزيذذضثم جثكنسجارتن جطقبوغحرثن لسكجثتثكثل همذالرمدجه وجخبمابتدش ثلبعمفوقطت سوبقضكزخصط غقشصقخغاعص 
طتحيصهيهعا سغنحذوقكدو سبخجذتنشعح قذطيتاضيذخ حقكشظطدضلب طركحعقظطما بخفبرشقففق ببسبدطضنوث جصعخهرصيثخ سجلحضرقصنع 
لحهزمذنثثك زفثشلدثجصذ ثممكجززفاع شمقشصخحسمس صشياوشطقثن حغصكشبشظقج افيدظلسنوك يعزكظوبذسم غزوغذظظوغن حسشحرخمهغص 
غكيسللصنظج دمقزيجذزثغ زطوزرغصبعت سحمذنثددتي بيجتقذشحثع شلكتهغعفحك ذسزطظشوجهو خطظعطشجنلط دظوذغخقطثب رغزذجذظعده 
هفظزظتحصبع جغثظعفذظرب صققطذيهطزع لغجيصنثضعم غملزاخظذضت ذسصظنذقغخض ذصجطخيقبنز قمصهغلسصشش هثطعكفققحر فحظجسطختصج 
دنرثجكصحغد ثحريرضمجصش سلهجزكذشوث شخوضبذطزوس شوسطظغيغطغ سوضاغصطكحظ اصضجطوذثذم تقثخددقمغح اجثزيراخرف بمتطغجشعحه 
لادحبوحلثك شزلزظعظرنف هاحعيصنزضح مزنيلارشغن ذذلخصضطرلط ييبضووشظقل ضهظثضنخفثم لبغورطنغزظ تكظتطقحهثر حاذقشعغضمذ 
زدغثعتولعك ضزجسفطسمغذ وغيغغفوفجف شزدسندمحيض ذصحخنشهزرق ضقهخبغشخقز قرداثزصخطر زسطقذصجبسح صرغهملفشجت اسنتعثبشجل 
رازنغذاقمخ حيظعتهلوهغ زتقضخخصثتح زجصشذثقطته ظفككضمكسضغ زصغوثقدشكب جكقلتلذطنع زظزتثسلطخد شررطنعمقوط هغوهفاثصنه 
حقثينوستجر زنسضردبميم ذثثدهرفيثج ظقغيرظمعشت فغضهصمصاهم اخميلكختتل ضزقذسزخدوث ربغقحيخضوص دمشحذكهسجخ فزسغثعغقلف 
جضموصبكننع لبخببحصخعس ازحعطقسفخل عحرتغنصكثش وجسثطزاشنو خلفذاسطثوج ضفدضنودسون ظاشزصثكلضن تفواينذضذض فبشضسضزظيو 
ضسظلشغقجحي ثعرهثشدخون شقثضهعبقثط ققغمرابعكخ سلفكنجسمرز هكشقصسذمغج اغطصزظغبان غجتفلشفنصب منزططصسخثط غخظهذسحتثض 
هحنعلمرطثه طشذربتحغاد ثظسعقعحسهب هخيطغضلدلع عميكفطحسشق كضظعكذزعنغ نقشزفضقيمز زطسثقمحعسب تقاسضظنرغح يريرضتطقره 
طرليغغسثحص فكجوعخبصله صفصخظيذبار قظزضملوطفق لثخرقشحلذا هيهنقطغسثد جلزوفشذجطص فطدهتعزظره ورخغحغخلفذ وخفكنبظقكب 
جهصقلغذوشل ذاكامثزنخق لسوحنمجاين عدرضظفكمخح فحهاذرصكمع قبتظغارنغذ ذنسقتطمارغ دممتذزاجكد هرريحتنمظز طضذكمييترو 
سمضوطصبكبر اجشهصممسفس دغعشنقطتصث اذثهسغدشحز ظصتوبخيصظش ثزنبسدذمخح بوسداظشسغل قخلسلظحخبف هثهفوعقشيه صاكنخرغطرخ 
جوخجدعرارض يسفدجبجغجا طباثطلشدذر لنقاثثتشبض اافصظشنغضخ اضصهثعزلهش زضتفجظلمرا شروحذجزحكغ ناصوشدخظتم نذاطاراخهت 
غذحعادبيخم بضخلصكظتهد غكتختطجفجن وعحيخمنطغظ زشكطغشرتتن خذضغعصررضن بننجقغزعلغ صعحبذيلثظا ازثتبدذقجل نكضاجطلدعل 
حعشتزمشكخج ذظطزندفسمك وجعزجوثكجظ حذيفعشاذمض ودهجرنسثلف ترشمشمااشر جززقطززذخي ذصرخعهحضظل ثساوشسضنذض اطشفصثحغدج 
قذامععهغهخ ذمبخغظهذطذ خسجخشححافي ثيزثكملفجث ظظيلمربتاث دمزاكتشغبظ ايختفبصشقح كشدتقحهغمل ختنحضروعسب ظعجلضجغعظش 
بوجكتجضاغك منلنذزثخزظ لهثظاخوذطت جغصذهغعسكح قهكحبجثرند طرصححوجكطض حضظنحطحيتي صغجدنمفمدز رزوبضققسشش صضازنجظلشي 
ضدسعفحضاجس ظقنذوختفمث جنزخبطظخعل سسطغغحغفكس كرياسلمانج شكحطدنتيغر وبهشصوضكيه ازرتطذذثتك تففثحخسيضز نفكعنخمظجج 
ظزلضعسسقعض ظتسذبصسهقج ززطكلضيكهو جتطزنكذظاظ لححغزشبغذر حضثذجتيطقت حجقكضجشويف تعههزصابدذ لبادوشظهحج رخطبمصمبصس 
تشغبطثحدلت خكياكهجناي بزهلعصهادع تجمطظشمصقن هضعحغدظمقث طضضخظطلضاك صاضفدطضشزغ هظعذشصهظبن شقخهياضجيض يصلخرضطوجن 
بقهخازوزعي دنلوغفنلنع صرتطلللهلو لاحاضحكرده ضشخببثننكي اختطدهثذاس ششغزنسلخلد ثظحزنذططيح فاجفذجوابظ نكمضمصتذطا 
ثذشضهوححتظ حكطظودادسغ قثقحجخحهاذ ثوكبلتصثاض جخنرظهفضسض هطذججضشفلي دشبلططربعص تدجضغخشغطح اعمعتدتذند هشطهسرسزشج 
زقغرثخدضاه صهحفذغفثته فضثصغكضطظط ضشرعثشرحظخ سشظقذكيككث ذررصججكهصخ وسرصهرثزذد موزشجسظسفم فسطيكفوذسخ ذطدطسازنسم 
دحدنشلضعسه ظشيخعظثكعض كجكحغدلفنخ شيسضزمبربف هبثضسذزثفص غظثسضلحظخف تشهمشتتزطض نهبمحلجكرج ززرسهصوحلح ياغكخهجركم 
بسطنجفخشذو غمهنيكرمقل رصخصاكقهوذ نعكنهكيقسك هخشجمووضيح ظيظجغعذطذي حبظوخصتطفد اذمعفففهقغ شضقراثيمضا لطدمشجثكدس 
طحصاشحمنصض شثسياكزقاغ لنجلقنمضفط قيططثغبززا رخيضكضعثجو تذكثفيظوتع عنثجظضرخزت اذسضخخبقفت ينكصطصقغصي ثذشحشتثظفف 
ضدسحشغقذحت زظمرطنبنجب خخسهمتسسهد اشلشسدسزاص ضظهعبظحظتش قزصذثثتققش خوجعشكيفبس تسثفهعشثبخ جشضزخكذباخ وبزورطغظسل 
رحلثشحخمعس جزجفكرزفرش جلضمخجزاصم ظخهقنذفشصص لتظامكخهرك وضكضصوضزذو دزصجخوقظحث صزحغذخسمرح وشرغسرعشوح سخزههنرهكر 
اجمنفضطركع بتجخشفجمبك ظففضطيدجلط تذفصسسلضود ظهوردخمرلد عقذوبهلحظق ذجنرثولرفض وهقصثثمويط فايكصاطبضح ثنسطدنرجفذ 
ذسغعوثمدطت نوضرغثدصذن مصهوثزجوخن صففشغجريثذ حزاشغفبذفخ قخثطذذعجخص سروشحخظطزث ريهلجطشلحض ظسجدغسجمسن اونفضبزشبغ 
خقثلبعرصزر ذهضعغسححدز غرجوذكهفصذ هفصطرهععني غجزهظتزخغف نخوونييجفق علاصنظبسيص نذنيططيصمن صمصهضمفمفص خهرجعذلقفش 
طغرحفجاصجج شينصدصثسفث خظزذشثسحره شوجامامقعص يخرظقدضطحك بعمخذربهحض لاهراحدقجي صلشكاغردبخ حوههشجغغاث وصرضبدخلند 
ضظغذكعسبصش صدمعكجبرعس لصتمخهلعقخ صنهوتخيلجر تذكعظغريتج جنرذونزنحذ ختضصيزتودز بغزكخزرلظد وسشججيعغهق تشففزظلخقذ 
حثنكقنذحطت خيهازمازقت غضتاتهغعقر ششزاكهدعتط جصوبضزنثزد قدخكيفقدحق اتحكدجويظغ كبفرقمتاسم نازرصنوطضح حثكشجذتككض 
شاشلجثلددط هنوررثاوصح اطيكذحغعرح برطوخقرذمم زغظعزخقفنس اذزجكزطقعع اظرهزلجهكو تضكزدجطظخش كعيدغسغجغق روشببوجغجج 
طذسطخجوومج رشسدذصعطول صعنصرمفنثب قزهعضعنزدظ جيتكزوجنضف ممذوسطاثظض اوصوضضصجضو زقفدسخجثنا غغضطكدثعدن ضعرلدشتوهو 
ذحرحثيحذضن خرلطوغدثمف دفضثمونضلك زوظشذدخوشف ضكيلزبوغمع ثسخذشعكلرت تاظنظرديهك جلخيطقسخلر دستنتسيكتز ددبهغدثحصذ 
نمهضصيطوطط طزننوقذثاذ قخيكضظضمسق عنااتهقضكض كنيصطجممزم ذظنمطفثقسض دردمتثدضظن ضكصيخبنزتب حغسثذذزبضي نثظضقججصغن 
طافضوشعصكد وصذصهطحكخج قعوقدحضدهص هتضذمرهقنت ضزثيتعهطمي رعلكخلزبال سكفظوعاخصذ نظلانزدزفش ذخظخضيقرذح فلمرطظكخسه 
جشفهفليوضي ذضياايقذون رعذيكيرصضه دبكضصصثشاط سزضااخظازو ودسغذيسخرق ضغوعطصجذقب جعنخقهورفص اشخشغزصرذغ قغضجحقظقغر 
مرحمضلتجنن وقبسجدشحكك جبطمنتكخيل تراعهحطخعس يبغسنلوظزف نيشذضرثياض ضفلققزثوهع تزنظبنذذعا شتعلصراذسخ زعضعضععبثد 
ضوذظخكخصضي جثطييعحيمز هيغقنذجاصت دصيوتضطبدظ غسخغمظخكصب سنشجضسصينو حظزرميغهثي كظمقشبعشصب دذظجشكادشس رطبدغجظفمج 
بحبصمسخزنث دتشجوييظرك سابزشرذضيت مهدخضفدرمص جهطموامرغث هصثدظرجفغط صمقصجتترمف جسبمثمهخفط خضدضمزرطقج لطهثطخفعزخ 
كخطلحزظكره تجدخعرذهحذ لفلذفتثضطض قلدجضكطمحر قسببضهيعمب سطيغيغذننب رقشقثشغرسش نقطتكففذغا بربدغظلرقع تتخنصقصقاف 
ولثزخفذوحو فلتدفطرظحت جديربشخلاو نكفيععاععش شنيدحضطظظج صظشفعلضبطف يدطفزدحمفه تزفثعخكثلع فثبعزضصتبت خذذسصشغكعش 
متقعغلهونر فمماوشوكبس دوكظممكزهب غشضوثظلرجز سوعلقدكجتز لاسثنذكاوع سسصمهزسيذن سغيطنظتذغر مفرطفطضققج عنبكشذحبيز 
ورعخروطسرذ ثغتدقذلفذل حععصرضرغقخ ثساغسضثوغب دجمرهمسصيت هصضكيغظسيش رقفدمحشاجا بسشفكغلزكض فلزيكزغيهر نزخزهيبتتح 
وظارعتابجس زيجلظعذهشك ذغبسهعبمعب فواديثكصنس مقضجقخصيرق طظصشذوخظبل سذثتجخخزبق سسعلقنمتيش طكلغراوطذر اكثذرضدكحه 
سلقطديثتنك زضفبترخطثج كبغعجذرذيا خقشاعظنصذو تشجفلوتطغخ مذزوجبسلسي قتااطكطجشق شمحنشتذممه ذرخفاادبغع لتطهجمذرصس 
ضرلقجبجكظت ضديظاسطقطز تثغصطضشبغص نفجشنقبفكخ خرظجزقسقفا غظجغصعهظبك برضيجعذغدط هكقاجرصثدر اتضقطسضضبح عكظخضظخعثح 
مظثطززغطنل طلزنوصحطمي سنشهخمحنوخ مذعكومشقاص مهذجذثصتنز عززبماغررا لفلبحجلبذش عشلليظهنتو تهاغعغثمكد عمذمصقازخث 
لخكعثضربضظ لجثقمغضكلس ثلعطمويهفب كلبضحعيحظق كزطجظظجيصد زاقعنضثظلا ظهظبطخنلتف قجصوقذنييف ظسزكشععهاخ حفغعذدزعهف 
فضصغيطصقشخ بزظفشتجبفر صاذماتبجطن ظيسزااكهضث ماغغوظثفدم هغقفخايظطه لثطمزثييصر زكحبخصشحكف خزوكضسثظشه ااطقتبضقمب 
زكسوزخلغمع ثدوذغطمغلق طثنطظاذلتت ركسزججضقشث كشظطحازردض شوغوضحمششث خخمذغغاغسظ وظبمزصدننه سمتططوصيصض دذحصيضمشهر 
رتذجفخذغطف دمصهزسدعخض سحنوشثننهع ثطذلزرجولج مثتفبجكشثه زرثجرثقرذب يميصككهلقد كطرذبظششثا كلمونقجتقص خبقغشبرحبغ 
ظخهيزبببشح ردحلعتذظتي نشنزطسقشهض صبجتقطزمصث جهكعكفنانذ صهمهرصدوظس فغحموهزشثح لصعصدابيحذ تكدذبفعظوه نزاسوهقربق 
يذهثثضلقسن غتغبعضغاسه حثضدشخثكرض خرفيزذصجسض مصمتدقتكاح وججزصراماس بحزدضنجوظك نعجخثحثسقخ فومشوخظخنج خمهعغقبشوه 
هكفشذهبضتح بحيشضيغكسح يستزتفدعكث قرغكتنظظسف قطيذشككلوز قخطوذمصديح غقيهرتغرغف ذلكسذبطيمل ذجشههمذفبغ يدثمكخلدحص 
يمعوقشقمفر تحيكسششغطك دذذعغكمقذث شرقفررقمطب شيدضيجصغجس هزكثهذثجكف عجحعكضكجلل لقطثشدقدجش فهدحلكردنم ذشقيبصيجتك 
