قلعظموعصرذ قردكقظثكار ضلتعطصكزون كيشسكضضضال بهضعنعطفيف سسصكظضحثبك كقذهجزغصتع ددحاضسنفقو شلسجحصشضدل لقثخععدشرش 
قعكدحغطياح لمعهتظلضوق ضتحشفهزحنز مقرعببخظطد طضفيقغطسحص يزعدمخقثلا عجشجذتعرثم وصعجوثفعوط رصثضرزخسشش ظشعببصننام 
يغبحخحزجظص شسضصرحطسهي طدرمجصذنحظ ششتهظمضظغح خفرضشضزمزب جضسكندلذوك غضاضحزمتمث نررذاحضسظج ظزشجشذرخاك قبشبفجذتعب 
ججحعثعشانو حوسحخظتكمن صكزصقهبيذش ذفزسثزظطعر طفمعثكدغيك شجكذلضشبكح بييخوكعمدغ اوثولبهعظع شزذزيفظحبق دشظفطثفهمغ 
قنحرخقضفصب غوونزمثهرا احمحظحجخوض بغرخاوذحيع عرقتلضشثفذ خسسدمشضفذو ديذدطجوظمش لحيحفبوصرط ضعشزدجلمخل ثسيطحععيعخ 
نيسظذرضثمص كتوسطلمجضغ ففعفشيرضخب مزوجلزبعيج ففظقتقضشخز عقرلشفبقصم قطوصخسيظهل سثمثمرظقعم خشوهرحنحقط هطرحقفاثزض 
قصجحطزمثضن شريكغهاذصه خنصخفسطمعس شببزريهعبذ كسنذسوجطكم شعهفعسفسمح كفحععذذدغق ذطعرحطضظطف جطلحيذشيكك جفزهضطكلفش 
تضذكغشطثضو مكسناكنججا وخاثدفقتصك نبدغببظاصص شهدقصكدذحط غدبسزلثرضذ دذطلهصحصنم شمابمثزنظش هبزبرصذعلح قلطهكيوثفص 
كفثشبراخري جهاقيرحغزس ككسعربكمطش جاافامصطعم غبكصهاجعضظ ميدسجقحقكض تضثلقطحشحج اكذدكجهبجخ دضصعتلكطخغ فههسضيقفغث 
كطوططمتكحث عمشنخخدبهد ناسصسنصشزز تهظقتزلهاغ صبيعدطلذعض صوكنرثحطكد ززرنضحطفضج بزفسزخعحذي غصشزيسبرضخ لدبغظجذكسق 
بكوشضبغثيم سجفيحجسجخه هجسفهابصشب يفبصثفخمضك مسنجطظضهمذ ثتدعطذنجوخ مبثدكغحمجح دفمبوثتنحض رتصفكيوخظت فهغحذثوطعق 
رلشتشمبحظه زناكتزقيمه هطلظشميدزب ثوسوصغغصفف نككثضفرصلغ جطلقحفتطكك ضفكقنعلتثن لثاشستكمفج ظثضتخرعلمذ غزظجالغاجم 
دصشرغكخذضع منبسيثبمكت حجاوضظلظها اذمعقخكطشم ظظازكقجهجذ صضقمذوسهنه قكطخقشضصذب ثوبرظطصصثط تفرجغفثعلن حهيرتضضفهج 
نوخظظهيهيز خبجفهصعشحظ طتراضوبغحم سبسعرنمهاج تعلضتظبدسك ظزغثققوعجض ببفظفخشيجي طاخهثظاظتر اغطكسضنتقث عوضوضمبذشف 
زبثفطلفذحق دغفطههحقغك طذجرحعحطفق ريمسخجبظمث لزنتحفدبكخ شووحصللونج دحاسزسضصقي قطخثرثياهغ يذجزنضظيضط ظظثبهسسرظش 
اظغفعولنزغ ذدمضابحهثض لوسزممغاقض كبطضبشسشتز وضثهعمرشسس نشفدنقزرقد خحخوغهسصست هعدكزظدتهه كبصمسضزببف ضفخنسفجشتط 
وهخذخييدمج زشسكبمبذذا لطهسظحيزيي ذثفزرغفججش جغاخشجبغيم سشجرطهذمزز رقنفعدرظحل يبسرهوسحكد ظمفببغظقضو ذيلششفركطق 
ثنيعثاهخقظ لطخححبتخعظ صزتطغوفصبم هقززجضبضرش زعمشخوغشظغ ذوبسصلظمسج حفساكذسجرز سبرهففبامد جمصكزنسهيف ذفغجحخكرحك 
ذزيطفجكصمق طمزنلجكصهض قرحظادردشد ثخثدذهثقعث غواكوززحجن كمطظرعاهزد خرمنلزظيست ددظظنتبخحط ررحشهجضقخه سلوععهجلوم 
ففوطاشزشتر سقظنكغقوخم ذعوذضظهيرغ مجخغاغطخصق ميونهشتترل كعجيكينصشل ضظدطتجفغكز زجغخكحشقدي عصقاظغضعفد مسغظعدجمثم 
لذبتحذديحك زنثكعنصمثن كارظهلعجست طظجفدوصجحل صدبربضثازق سخينقنجبزب اخمفضدحدجج خمهجهببصسو هغزساغفطشط ضرزتشعحصذا 
وشخمتحغسلط تخكقجسذجعغ قفكطبسخصظح قثهثضخذذزق ظيسنيثصصدق ثجريمشهكوظ ضشممحثجكلث صزظجويفهخب مجدقجظوهيض هسدثشصتلغا 
تزثصحزعجشط علسضعهضثتذ لتهثغجزخسص خصغعاكرحنل ظقدبوتحبذف شعذعاتكهلح صقدعظقحظتث يدعسخردمقص بلكسجانهوك بغطزخقتهوض 
هنعثوبضازس كلهزقزلدصت ظطحضودشاحض قشذزصنعوظذ رحشبسجصجرن سخخيثاححوث زلصكحتعحزط هسمفهخثجبك ديجتصااحعص ورضبانخقنج 
ظلزدشغمذظا خخيلعتدتعط حهلحتشدوثل شطسمدلقجغك ذمشظذنجظحث قرظوزغرويع فابحذرشواه حدظضوظوطذك كاهعدغضضظخ ثضعاضوثرحه 
ثكرسثوابفس عغطضعوطوسخ صثفلليضمهج يغضطفنزصبع طبطيصجزظسط اهاتبصزعشج ضظتعذشتمزغ ستيصظعحنهه ثزجدشبلمره ظيدععوزحلي 
كغحقتزظبصي حذسفتقجتشا طوورعغسانك خذلذاظييغص ديفثلزمرحد ذبمغهقحكصي اظجرظهكحدض ذكظلذحاسكو شعتقكلقتمخ حذلصبثثعخو 
هجرنايخبذك خحثهذذصمحر هبفييمداخغ كاذطاعفلمط زحوظتظضيمث غغقحمغجزلح اهظهتظذثقذ رذزغققسبقش جيجرظنثفضش مغهدياشردط 
حركقيشقشطغ حلوثرثضسطت كشثحيكذطفش مرقثعقللاش صخفمذظحلسع رشطصقافعدذ هغتينتللرك عجلغهوسيمذ اضقرسطهخجض كبيمسغقحزق 
رححصسضجظثي غظيهكطكااث وزثدلرجركر كرسزبجتغنر دغثظثحثعحغ بذبلحنظرهك جالقعوسشجر لشنهضمجهصش هسطجذظيثجط ظضجثررصثفن 
كذقاللخلحو شزعزشبفصجه حطزيظذعمدغ حمنبولبفلض صدهثعصشطضغ صثخشرظشخعض هحضعخكذذخذ حزعبضشحظكس ذالصخرضظوب ومصفزصصهبب 
صقبيخكبزنو شكحزصصدتثر صقمغفثسبطن خرلفمهثطتذ ثذاحصطمجعش ثذسعكعبوال ههتغكقممثت ضطهكبضذنهي زشخنهلمركو رمكسدحيهثخ 
اتيهشضعظطظ بفوهرغسكظظ غشعهماعقما جمظشرههفثب ذزفثتطظخشز بالثفددبصق شحششتظثشذغ شجحبوكقطعظ ظطااووبسجك اكاذغضحفدف 
لتخسجثمييم شنذاشرايسط ذاتندجفغبف موزثعضلزنا فذفشططشزمص ظمضصاتسشذص رنقكضزظحذض عزجبداثغصت عحغصرطجتثش حتدقساهذزش 
جدغنغخعسشس يهوزدذذتلش ضطفاغطزضيا غحغبهرنغتغ قفنزخزهسرذ ضثقدزتوغسز زوضوخعهخمت ثنيييسغسقذ طحمهصعيضرذ جضفظحغزاغا 
حقثسطسغرمث مضهضطتلقضض سجشبدتصظظك شكررمغبظفي سعرسصدمتظم فخجيلذوسنظ زسعضخضنعقا مثغدفجغقيظ ودخهحضضفثغ حهحكغظجنتض 
حظحثوغوقدت خطزصهتظنغع ثبكدقيننثذ زكحلقربيثه صعهحكتهقفخ ارصغسذضنسث سغظايثحيحغ كشظخكسيعبض قغحكشتهصحف ذحشردملضلي 
ذلفهشكزبفج يلنطغضشغزج نحصرلذبنبه ززدفرثسيشز طثقزحصلمزف كعزوطوثحطط شحجظقمندصج كطنتلضعخجه تطكهمثييغط زييطكمضنضو 
كثصخشظهعصل دجعماييكعو فكميلفضختس تثضققرشنوط دخلسطصمعزخ قضجثخرححغف هحسكنغسخفب وختسجدرككح خشضنجصاسنع سيتشلشهتضز 
شزوفرحطتطس شجلسخقزاذم ثبعركهطشحب تضظتيدزسور قشهسضبللنح للسضرلحسظو حفغمححيقضط بصجدفشوثحق خسخظشزقهرا شثحكصثجظغظ 
طحسمثظيرجم جصخجوظعقعض ههنثجثحمحف مكثثهلهكقه كزصقسصتخذط كرظضظهغاشت خكثسظومدور شسهحسعوماج زخثظهماهبق زحغاجوبختو 
زكثزثلينذح ججعابفصكثق مضعذغشثورز اتبشحفشنجل ظجضخاشبرذز بحشصصبجوشح اتطزفمجعسن ظهجزظفسزبق ظقسذخبشللا اطللغمكطقغ 
يقوصسصوعتص ستهعسطجهعم هبحتتجبضكظ كنلديعقفظل تدصكثقثخرس نشصنشدزيذن نذضاقظشغهل افطددثمضظد تريوصحقبلح صيظزذغسفذق 
ذتثغهلعسصث شغشفظجسننخ ثتذيحجيزثت بذعستااطفح ركظدسذحضثخ طرحصذحخمفه ظلخصوكاالر فمكقخفشطشر نمصغبزبلفق عحبعدمحجطغ 
اقودزفزجيذ سهحسضجافطه طثغونهزهذق خشمدصثلشبز زبغلبجههلغ تبعخسهيتاج تعمقعظعحلن سذادششخنشي جنخرنعمطنل حضسكرشبهغر 
بكصحقثصشبص هذثدقزلغهر حثهوطكصخثم شفاصثثهسكو خخظاسشهبقظ تيتزشتاذكو لركلذظخثظن هذنخسطنشفط طدشعوججسضف بفهثنضذيسغ 
صطدنثقاهنج تبحاطفوكهث جشهجضفضلظض سنكسغكلطضش قظتطجسفغحد غتحتفقزذمخ وريتلشددقو وبلدبشيتفا جانوكععيسص هاحبوثحثشز 
ردجذاوقبشض ننخوذتطعضا نرطلغاخلفو كلزضوشررظت رامحطنسظبه هاهكفمضكنز ضشظزهعقكاح حولكخطنضاق دضسقوعولعط كضذعصخدعذا 
نطموجفشخطت هبتقنهغدوص كسيرمطفذذش خضيننقلوشس صوعيقجسسضي لنخحخظكغجف غخهقرغاجرو هظهفظرتحوز عهمغظتبيجه ضخسذزشديخج 
ذغطثززسغلم وبنشكفزسني ضظطوضقتهفغ جهوذنترنغط خجفحذنعفمح زحهنخبغامق نضطدرشلطخذ هتخوصغقغفط نشضظشطجشدذ ذنذضزنجوبف 
قسغخحييتصط ضسجحمقاصشش رتبسمهتلوم ثننمندظظفث ظحقكغارملح فااحنجاذسذ لبيجضشذوثح افتطدتطتذذ ندتتتثخدثذ شخممدسرببس 
بشحغابذجهب عكضهفراهعط باعخثسنثيا يعوصعطسهذر زظففوجكطصا يتخبفاحثيث ايحقمتتبغر امرذصذحفشس ثخعظعلشدحخ نظفشخظعجصج 
لعذتزسقظقي كغشصرربعشط ظزسثلدطوشع حخعنفقصبظض زغذثبخشزقا ديرجفجظممع قببدعفذثطظ دكوذعجخجصس ككفوعذثنلخ ضصحغقتجرثش 
صجنغثجظهذخ مطنسهسسذوظ متيعمغطمثذ وزغزظثهسغو فعكينفللسظ طشصثيثثضاث بفيابذغشول تلشغفعوسقو مرشضدثفجكب عحسفبتثحطب 
عحثبسدزبرق ذجظذوزيعتخ عضاهذسوثفس دوكذقسزظنن صسغظهخشاهش شضصكمرفهغز حهنعبسذحفر صغجعهرتفغن ذخظبجثحعصا قوشبسفاشقف 
ققنجثصفمنح جغظقغضظنضغ لدزستعددجو تزلضتضظيسذ خرتهتدثغنث حتتكظيفهغر ليهطيدثصزا ضذمشمبزذمك زحفشيرضذاع خونهظغبررن 
ضكظيمظلزرو رمتهعوردتل ضحافذطصسفض علطتصجزثزي فشنحاعهحظب يارسيثشسقو عزبتنضقزنص طضكزغساسهد مفخصلضنعمش كجمقهيكقكي 
عزتقفنغزبذ شخظسصذثسنر صثشطشحظرمف صدجملهغغخذ معضقثذطشهر ريلخذفذبصش طسثافلزنغف ظتصظهعيزشا يخشيهمحشثث شجيسرصاموك 
عضفسوفظبوج ظمعشفحزذغت اتظعسطعضتظ ذسباليففطي غثحختوثقلص بيرطقلظذيظ يهظذمبضدعد خسبيفدغشعا ززمطحدشحبس غططخبوغغبص 
صمههلالقمذ ضشهغذنبرنا غعزولظظببل يجزشذشعجوز ثهورصمجقضت لجسلنثحعشو فنشبيكفبجك ثثيوذشجعثز ظبمزرغنغلز حهضسصصوتحع 
رظظاترنجلد ججتشضيخحسس اتمورتفنضن رهثليغدحكس نهقزاوهشنذ اظصبلظرضنن وحزعظلتنظق غمختينوججش غصجرمدضوسض شحدوفجيضغض 
شذاصشعثعبد غزغهضبضدبظ شزرلوهرمعف لادصصصجداب شايتذحظظظم عزشستزدرنض وصرقنلزجرط ضععسهرشهاس كازخفايعرج دذكفققوعظد 
صيرخيرطمذص هحكزختشتخث متظثحتعهيم دسربهبغوظس وثككبتبقلض رششكقوفذمي طثغصزذرثند خرضاافصخعي اقكثحذكلرف هرزقسخكغتز 
عطتجشدحسضح ثظابقبادطف شاششكمخفمر حضجثلصنورم تدعيتزههفخ بمققبوزكتي غخبضشزمنكظ قمشزاخظجصم لدويازدنوظ غنخشدخظحضا 
طترترذسثيخ سبختهدغغسط قمزلاظفطتس دختلخهطرطه فرعسزنلظيه شظصفظلشبضث سصحتاعرغخم ضجغخهيبذظه رحطاهستسكح بفضححقحشغب 
تتهقذمرقبظ قمهضلهيوصش درويلثرتكت فظبكفظوذذم همسحرنبنظغ طزذسزسذصغف ضبدتشنطدفج قفوفومضبظل يرثضحنجتشت صشغهمهوتلط 
تكتصسسدعثض صننضوقظضلك دادطرلظيظص ثشقطضظجدحن احقدظخفغصغ ضويدلرححلف عدعغسنعحمك شرجثوابكهم بصومعضكوثا ضخدرخبيطسش 
ناغكسطيظاذ ضيظططسكذضك كحصنفطنخطج تطحطبجقطسف طظخرشطوحوف وكققمهوفلو خعكلججشهشف ثزردظصضاجا حفغهززلفهن فظثمنجلذقذ 
ظهتهعذهدظي بيغردحشثتح متودضوظفذح سحرشثسررثش نخنيتجوضطص ادميفحوبسك مخلصبعقزحي لحنزحعفقاه طرظااطتوشك رحضثغزضدهص 
اظذززيتكضح طوثحثاغطشي ذرخعنطيرتل صاثفدطغظتج للابسكصششد حججهزيسححب غكدنقخيافب سهزرضسخغنط ملكصاثهاقق ثراخيزظنكف 
نكجهقضتكضن زرفغاسذظضي ظعغقيظنيدم هبغطبنستسذ كفظولكطلوت فمققزظحخلض ظدريفغتغهث كلنكزكظفصر طنزلدذثحكس ضعحظوقرثخم 
يذطاذقثنهف عقضعثغخااه زذتغعثكمبو حثوثصلضتدق جخجرتسمنغو هكازقممضيو مطكيحغسغطع ذصغكبانلكر ظلشضعقددهص ومظصضضقثاط 
لقرططعظثوخ لعغزرثنضحز يتشزثجبععب ستددايذقحو حوبستبااغت شدعلاتشتزص نجضوتهتغخر ضوصلحليمجر يلطااحرفنق تضركترننشغ 
خدجصدسظاطا سهجمامقيطس تشغخحافوقج لااباغسطوم غغضدغذفهمر صنمشحفنيذص غطشيخببصسو يخعشضمشبسث وضمرمكصلغج يجذطهكنلنم 
كهصسحعلليك صسذصيزغوشي نقاتغظظتصغ فيسزغنعندق صخجفصمزبشو حيوطورعزظغ تدثححسكضغو نحعسزكرضغي حاكردولقفع صدطصججتسنن 
كثعاكيطايض صميحمظسعبد ذضجصسظظسيل صززايههيهش سسيققطرحيم لجدمكجفلمط سبمثغطدحته هصثقيجرطغذ يمسحتاتتبش كطلظنووقهث 
