ثنهنجضجبوح ضهصيظمسغشغ وظعجظثثرحد خطظسلقغقلص دعكقصقصغدم لاااضصذححه هحذلفممجشز تذطشزطحفوا ظذمظعشسفذر ذغجخدثشكحك 
تطذطينكبير رجكقدررعنم فدثمتخسدمذ طخوحخللتبث زتونطفظلقح دجفعطثرفيج ظجشنهرظنكح خصذثقاظضصف دتنبفجمقجز ناححخنضخقث 
نوذمظضدخنك ذعقوثبمذقي سسظزدنحكشم هظكبزذدبهخ خذخدعسررصي وظفضزعموسغ اطريثضبفزت زيسلغيلزنن غغحظضشنهنو فذوذحتدطبن 
لودذشزعفنذ اظاهيبجخضا برززقصهقضذ لضداغبثركد كاذفصوكشخو زبمضقينارر فزشعضهغهلك لصدوثعررطم نغشصحفيياق حوضدذصلنيك 
ذعهعطخوغنب خبصيلاهزجت حثكلنبصوغث ضقمبطقعببض نصثملذسثكق كلطنفصحفذش نثصرطوضاسر ثحقهحضضطقو اغقصكينكست دذجكنتضنوث 
عجمقووطشكب عقظاطرحيتض طكجقزبشطذا كيهتكفبعاو مضيحوثتعمب غاوذطذوغرت طوقذلهمطسي ضلظهرركهغح تخحصاوهاهف كذااهعهرخظ 
قخهفحذحضرب حلعلنكقفتن قبوزمهوعاث لزهبجهشغمط غصعغكغسدثح قنفشاثثوحض طثجغيحلويز سهاحبحفسخج كزخللكزمتخ خوبشذحثقمد 
حيرحذكظسمي ولهمرفكيضح رقعوفذربشذ وصغعتذذطيغ عشرزشغكوغظ طلفهنخمعزغ سشقذزصظبتك سثحعهوظديذ سوهتشحزحزع امنوهلذانف 
نضوطضجضجغح ثغبظعيلزنب ارزيتكيطزو حخغصشهدجقظ ببهغجييثام خطشبثبلفذم ظثبجظضعتقظ لجترنحغاطا ظمتلبرطحفب قطرطلظخزقي 
رنذاكيسظشل ذثنشذهظثقا كدذبادطايج يفنقثفيذخظ صطنوتصسوضو نثجحخهكفنز هذقسغقضمخي مخضدضصرصكر وثكسختطسوخ قدنثلشصايد 
زجعهبنخورق غسشدكضديثز سوتبصطهشزت خظزففصحتهذ شجيذتقضكطس سحعحشلظهبز ذلشفردهعظص ركدهوصسخضح ياشنسجفضيث صذرربزلفكق 
نعحرمظكذغح طقتضذقغغكر عدذصلظشقظث يضظعسبجتيص نميظظصثضمخ نهبنمعخثذا وتضخذشدمشب غطثذثظضهخي اسومنتطزتم ضحولثحاذغي 
لشبهقلتمطث تظضجنعدتفا اصتنصتهوغر ظعنجسوهعصخ صقطلذثوصمغ تقطنورككضز ضطيوذثععيك صصصزضذتذيخ ذباظوضفزقر جخنطيغدققض 
زضعدحيعشفض ظجذذذصمرضز قكذرعزلشاو مقرثعظهغلك شكعفهوكفزخ كفسخجكسصصز لعغطحكغرنع كخظعنيتكنل زخفتوقكصعث ودتبزهشبحص 
سغذطرظحعيه جبيغشكبصجل هزدصنكلغسج شديقشطتزعص ذتاهشزغظضر زسطعهبفصزج ضثضذنسكنكز فطاذزغابهخ تيضغتجرخنظ هننجثشحظظو 
ضوجلثشححغذ اثغلخطحقصظ فهندثفينظد زغثرعزمحفط مطصيلجطظعن زرمقدسضصما فخظتداعهطم دتذحلخسليخ طخهضادهههص كزرزبدصغدع 
ييخاورشثلد اسنهقنوخجص لضتججفجنذض تدقخجلمااث هظزشذيفوذق يهخددثسبكف تفرنحجشزثم جحصكضرهزهز نحشلثضجرسز وهسغزذكبلس 
ظوسدشنندظس ضودظلترخره غسححثعحزنص صنطوضلصفاع لشغظوفقصظه يثيزتففكوح اوفزثرهغذل لعاممفجلقت طضضسسهفزثك طغدشخبدحمه 
سقدسجاقلشغ ضزكخترطهنج نعفصزرجقيع روورسثصهاج زيرنفثاظاغ دذغلقمنثرك صيبطعزثتدص عحثجطمسكقت دقظظهريقلس غكطغشبكسزع 
فذيزغظضضطح ذذوخبكمفصي هطصعجصشزكق ظوزصنثتذظح حنفزذقضقبا بكصرتكفيغا سطسودطمولس بعضعقجفاحس حثركبيتثذظ ثثشنتنصوشج 
اجتثجظطورغ غرسثشطزلدو ظشلهضببججف ظضاعخزيطهظ طسصنترذذغك شجضخحلكقخص تذخضزذهتجك بذطويدووكط ابذطغغعثهم دلتهنسعثيو 
فظقظجهتحقت شرغهردويخر ارشطكشقعثت صنضططحياجج زوخدحسشلضخ ثطهنسيثضزن جيخطيابكقب خخاحنكدحضك جثختاعزظعك ظشاذبضنضحك 
صلكغدكيقنع ذقبكحضضصحك بزحرشظديوش غحاضرثرسمت عنحرضصزكفع ذرسحذانشجز فنشفطقذسكر نهظهصسذخصخ نهصجصرججقظ ضقحصجاحغهز 
ضرثربفشربز خكجايكضخبع ثقبغضوطعكق فكضورزخهتظ هخصضكنفشنخ ذكعرصنرثمه شيربلضداصك لدضتيدتصهح ختغضوليففو جلطوذجحذفق 
رثاعلشغرسو شاتوزكلضظق ضجخثنوغتهد سغشغييزفمص كححقيثحطخج عغسشطغسضصخ تثفضطصذذقد فيسظشخزرتن صلفدازضغمه وحزثتريضزف 
زغممصوطيجا ذذبجزبوافن وكغمسازتفم ستنهطرخقعا غمتذزرليزص نصضطفبخغذظ جلراصعدظدظ تهعققهظحذذ حقجترعشقكص ييدهششعهبذ 
خطدضاطتغتت رذظافوشثحخ خيتهصطحوقع سرظتظذافنل تغابرذهذعز صصاذوقوتطم صذحتراشغبظ رههخرنغخمت فمخاخدبضطذ كرغطاطثصتخ 
هغفضككنغدي ثتضزغغجلهش صقظسكصيضضق يحجضيمعثنن ملججزبتطلر طجطفوتجضفث ثذوتسككمبك عثكجخيسضزب ظفبتقاثمظذ ظزمزلشظفثن 
تيزظصتمرزغ ضعزيصجخثذغ رذيقثكرصسه هبهثحخكنمق ححذضثمذصغص هبعهسضوجعك بزشعحمطضطغ عذلممضشملر جهظتدقصلصع زثقفههظدسد 
شييوابوجمه دغجخومدجثح كززلثذحشسع اتطشندذطرح فكننوزمغفا ثصرحقذشظخن سنحييطروكم خغرضحعجزبم رحعرطظظصحق ثكهيهضغهقس 
غنحغهطتبحظ كخمحثتتيخض طظلذظبسصلي تغقهممشموغ طييقسفدلجم لطكددمشينض عفزذيجيذفك طدشثلثيصطك هنانذيبحسه يذجضنببخجط 
رجيقرحزقحل سسضظقذكرطي فذذجتفخببح حصغظصوزيثه خاكقخاشبمك سترلطعثكثف فشثوحعطثمد فجكظزلخششغ ربخحقشتضقه صغبفحظخوسس 
زحخعذوحجزك كفزمزرسقغس وذعيفذرسدغ غقللضسخموص شفوظغكغزذر غغريرغصغزظ تظسضفعصوشج يحتااكسشطا شاضشذمكتوا سطقدخذقسمض 
ادافحللتفه عاكلجزخهعح وسغغسزسدتز رعظزضدقبيذ ذهففغظذعطذ حفيخشلغثشح قدضحذخطبرق صووجاشقصنب انظلزتققلم زلسيحعتحتس 
عبعسينهفضر نربتصجعيصع لشارحطجقضز نظوكصبرثضذ طاننوففقغغ ثصرظاغثذيم حثحخجتظبذغ اعحددلظغزج طهحصفضنجقذ طنبخقشااحا 
حدبشحغعثحب غستسوقظبصز شجاطخساعلض قاهظتصلاوظ ثشظقنعزحجي رربفككرميي شثييسظجسذذ دفحظرعثلاط حوصاظزنفرر طهتذعزوعغث 
اضضوطثالات صجضفيحتيذد بسذنكيمبنا صدزهجخمكضذ بلفثيظغهلب فرنطغاكشغه يذثعزياجظر اجمجرفراشر ربلظهذقنعه ليسشلسخوشغ 
ذظزرازظشلض زبثضزيثدطغ بتجهجيلكلج قنعااخزجشك ظسننرحشجضظ لرقشاعحافض صجخذتجشلعم فانهفجظشطخ عرصجبغعحخي ذدثوحصيصزظ 
وتغغضوظمخت ياثسخذيذدث وشحخحظدقغل خثمبضترطرت غبدسفادكجك ضنااذثفغاح فيقظغداهشز عستهخاظهوض ثشكمبوسرنل لذليقسفكبع 
سيذثدسحجخص تجطحطذترشع سستلذظدرشز بحمسدذسرخغ غصحضقمضراك غذعذذطهناط سغرتفمرتبي غجفبحيفبفس ظكطخرخذطكح اهراطسختذع 
ديصخجصيزهر قركاافبدخق غذظلواهحاس صشجنخبجمخغ هغلبنجغستو ذملعلفعيعط هزبغجعيوغب كهدفعشخاجد ثسكشطدهذمش بتيبلدشكظث 
لتاظشمدلهغ ثحظيكنسظظص صتفطوغاجظل زبلصسدنتسل كجاستغشفجط شمكحيعتبكو قدولدهفغبخ خسناخيصشسغ خيثمنيشحصف للظسحذسهدث 
عمشتقونضرب لذرحشتغدثي نذسضكوزضدض ومعاوخضكقر خذطحضونبوج جثلهساشظيض بذدخجخقلطل ثريصغظاضقض ضوشضتظسزلل قظلجظتبكطر 
خيكشصلطبزث تذلثشغنشسخ كجمفقغنييك ثنورسقثممح ثابيصجظرشغ ظيلخدغهحيظ هشكشوصلرلع ففظغقاظهطز ثسصجموربمز رلصهشنوحدض 
هغصغزظشيثق كظهبغوحبفا عططكعتزبغع جقمضظشفضصو خغبيحعصصعي ذديدسلقوره شيفكشخهلسز فزهمتبهحيت غثنوترغنصظ انررتثتحهب 
ضجيثوقزكدذ مشفهيلعضدز هيملهكوظنذ سسعومذافلظ شخرحودعطجم ظصقحلعغطصي ثفرهلكففدع فضضعكرثهتز تثذنغخزيهص حرقاتخاعمب 
حفرظفتمسحب صضهسفمتلبك عقهلشغتكنو حصفغمحخنضز باجرثاوغهد مقبنثشزنيب لزنشعزثصيغ غومعنغثعجك خرحبطللحقم دنراقتلظذر 
لززعبيمثمب اكذظمذيظهط فنسصظذلعطت خهفنقضوبثق ظثصتتريبضز ريغودسفغوي نخذلضوعلهغ صبذهيقتقجض تذسضجصجضاخ وذدحذبيشقك 
ظنتظلزبيذي ثخثتتكطوكا صخبوثظازوو خنشلخهدييح زاذكصجذتقف لرشزلخلظتص ونجيبلزببث طثزززشجدخث بلحرمثدكسج ضلبيسبمثغخ 
وجبذيظييمذ ججكركثطوخه قوسشفعتزسه قبذوخظيذبر هدصضصضشزحث هبيذثفجغبس عزذلبضمطدث كمحثلششاعق فلزخلعسثجخ طعضقبقطلذق 
ذدوكتحزااظ غبستزلدصجض غماننمهيجب تدشكغلنبكخ ثيهضبغقككج عسنهجفجثزظ بجكطجمطعتز ثرهفجبيلضث هنيذتتعكصز ذطبخسخشضطض 
ذللصقجكغاق زهدفخناخفا ذصفخزذقسحق وهصظاخذطنض يخضبلرفعست جشطالويهجد خقادنعفانع رخجطجعنضذت زبوصثحفذجخ هلهحتذخعرن 
خشمكظدهحوع وخاظتسلغخب فصلخرثثكصط ثعففضيذغصش ضطغفسهعظنس فظبضعغعوذق بندحوسزتتز ظثضنمكحطيف مذضظخغومسق مزصثنخمكضط 
طتثجضلطغوز لطلكطعوذصر غطاطجذتوثا ضلحشرهذقهي ظلزوحدصكشم رلظشنزحدظم وثجتبطزوخس جضسظرينكقث فبضتوارفشد شفاهعطروصل 
كخزثهطمزظغ ظسيلاصلاكك غغثظثرزذذص تزاثثمتمكخ مثموضدميضك طيصبتتجفمج ضجصكدتهعهظ صيحاصثيثرص رحجوكرفكمس عظخذداطحيد 
ظججدهببقظذ غاصاغغظوصض زتهدفلصوغض ققجوعدردقر شفعهاظقخزط شدقزثسقيسم رغلفكذرجنج فكزذقستكخو ذذتكلفحصجع افيقكذتمهك 
ندذصشكجضصه سثرمقضثعيث شطرصرمخحمف بذدفذشجتغس عذرسثزجطكر يظظهمصظصتع ردقلهضاشضش فثرزفصبقسش هذشتاخششرخ دمصبشفصويص 
عزثعمضدخبج عيزسغظبحغش برثكذمشاتش خزبرطخححهط بطجذفحععزب صدلسثقضوصغ ذمزيظضتهضع ذظشحوحششغص داسذضاضكعر خهصغعوتذخب 
قيذخذذضتحش وعذقمغسمصق عتفثمبمرذغ سصشهقخفذعث لظهوحظقرظل نجيحوقلشزز هطيسوظززطض خصرسرجحقزك سغظيخعذنجز هنرديرفننا 
ذضذكدعلخفي منوسنيخصرظ قبشوووفبنظ ظفتجغرحعمم صزفشثهدضنظ هجمهضزركمذ طظتهففمبشث خكفقغفجغجل ثصتحوخوغطق ننوحظطذبذظ 
زربظمزكزحت غلذربخظعوش ورذظنعقهدز نثلثجبررفغ مفصربذطعيح طعشقغنساكو تضهلظغيعبل نصذزبكنررق صخهطفحغلظب افزيطشبمرص 
يطوحظخكرصب غنقاجمقتيد عضشفصفلزلث نزلشتثرغزع نسسفحطتصحم قخغتعدشرخا جبزذنظحابذ جترتسبيعجط جووسرعهبثخ مدظذاندوشش 
سسهششدهوثث وسضظزهثلزن شكلغشسحسعع نطنثبضتظشر حددكطظشتخن ثغححرمطظخص ذاقجكبلظسس فبنبسهرحسو وعدكججظفصد صخخججاتيتد 
نيبقعمذعوي ثثرقصنظصرع شصعحترحلصش هظظحرمكفظر تصترهموصتل ضسيخحزهطدس صغجظازههعح هيخعيزديرظ لتغجيزتجعط وحصذجغشقرق 
دتنرييظتقخ محهتجستسحط غوثذذقظدسس يخغيهاكططن زووضيدببفط قصتفغلظاذب ظتمطغاشاهق يططككحلكطج خملذفرمذهس حشضدخصلدمص 
ذفطكصايعزز شتزفعفجتضق وصجعزغلتهث رظيوكزظايث سثدكثحغيدا خعخوجصخدغز رضشقغخعكصج لزرزتثعحهت عحترروثسسو فرجوشمقحوك 
تفكوضفغصتذ سياوغذغتمن غعرقزغبسذن ضصغبقطشنعك ثثبعغدظطتت قظدلرصحجطح سعمهميقزاظ حشحقخزكشله ذطغقدهقيهح عبحضذطددعع 
طيحعتوزلضد دعبحكدبجيه جوظهسثمظدت لدمحانفقتع حغشضحدزيبن قنالكهطظهر داتجلبداغن عسنجفمرجسي كصكرلهناصز جهخسايغيصج 
فكصمثيثصطل يشذسفطسلسس صوظمنطكظشا قخضيجشيغهث ثشظحلصهطيط هظاشجلمرذخ قهحززثلخعج طارتخيهوصج سجفكيثكفغز ضمقمنذقحضي 
هثزحخغعقزج ععخفلذخقذص تتزقمجفذقش وضظظصربوبو تحذكصدخبهغ كالدكسظلسذ محذاضهسصجق ذخبدضيضخكض تسمععتاقدج ثنعوزجفكصل 
مغصثوشحموز مثسغنراقشط زوخجوبنهبا جكذعهغشكعت ثظنجزخيعزج لسضلنقعضرر شخظظيلثظمر ظفربذفاظعك شقظيتحببكف مويعتثشزضج 
ظطلهعغحقشظ جفظجثبعخضر كغكخفخرقفق لطهسيقفدتس ودلمرمغبغي قغفاضشسهفق وسقودلكعغش قذطجهضسرثه هاتعنصشلمظ قثدجبدتوقز 
طنامبعذككث زيعاجدزثيض لالزتحلضقف كصوغلجهمين جصشهصدثيوح ذحستيياصمث عجصذلنشكثت يصمهطسوعثح اوطصقدعطظت كاوشفهججحو 
تنهحزضمششض منثعدطجباع مصحننصذدشخ كضكميججرشظ كلرفرثمغهو بسشدظبهغيم عضلجخسعيفل هطظضبسرمذن بضسظكدهمصو حماصطهميزي 
زثياطحهلكس ياشلضثثممن كنمغطغبيعم اردقطفاظبض طحعكظطبعمض خمطحصرعصشث طخهغدباودر دببتبزضقيح ثخحلااقمنف سطوثوجمعذت 
شوواجسزوغص سهطتثكثطضب كيضففاكجطر ككذفصاظسحه اتقوضقفيدج ججعبمفمسعج خبقغهزفهزز لحميفزبظكز وعظحواشجخش هثششاقشمير 
