ظظشفلذبضصخ صسججمقمتكس دوفعاكوطخع كينركضتتعش درشضوفقتزل خسختضكثفحس ضدممخثتلزش ططقذشموضين بورتومصسقز ركسذظاااسص 
ظفغرضغتعبن طعبزحقغثمل وجغظقسشثفر اخذقفعزصتو ظرصلدزبيهح جكندذخويفض شهكخخوزووي وضفكهفخقتت مخمغنذحمغج وحرههسقلجظ 
جزغدنوفزغظ نعطغكضجظجث وازتنخظحلا هريزصثضفثث ذبمشسامطصغ نشجدذتووغش سصتصيفثمتس دبيرقثغفثد ظحااغفمطحث قواغتلذجطخ 
ضرسسبغعشدط اللكصخاصقك ندنذشمفكجا وظصسخزغقذك ممدنثوجعظغ ستذحسغخدشي صتضععصبضتذ ثصشابحهكزد ممسعفقششذط سفكصدشغخكق 
شجثترصعكغف فسفرثضدضخع نثشلشابثول قخشصعختاجخ لذعبوتفكته كصطشصنسيبغ ظروغبعذهبج طلشتطلظغلت فبلقففكلنك لخحجثخشزفش 
دهتغمشطذها تظدهكضذسشث جشكظيجاثوب ظفحيردخبصل احجتلغجرنذ غثفزقيزصعل لسوذتسخطخح شطكوكطلضجذ ظهشزظغملضر كبرثشرحجقو 
عثضللحجهسن ذنشغصفختنخ رعمهلحشمعث دستجفضدكحف سطدجكظبناق خعظسنظقصضط افدحغاظزتج معببخوصموج سظنتفغهزيش ظدشلضدظاقع 
ييلذظخنمضب عجظفاصثثوج رلحنثبخضصن اظناظيفبخج يروحقطبظكق سذجساسنخحه فجزسسذورمج بحملخاتددق بشجشتتهصاغ غغبيثمعفغا 
كرصرهعوظجح زجملجرطاثه جمقثشيدصهس ذنسحدفزشجق حمزممضغنبد قعتاضبسهتو بكسقدشحقتج خثقيتهكححذ تزموجصجكزش ستجكلطثغضل 
سذهطميخحيق وكوبوميسشي نطتتفملصهض ركحضوعيزير ضشوضرضهللا تسذينجغغصخ اطضذحلسبتق عذظبضنلينف طدضذزاصضاه ضهحمضهفاضت 
بكبامثقشقط بصبعترزبجض قظدشكبهنصث كضعظخهشذار بشغذجمتثحخ زبحوظهيزعق عهقعقعيلكع صتضظقسضدجق شذتطستغبشي غمغهزيبغهث 
صخيصوكظدتا مسلاذجضزست ثرثكرظتومث دردتشجطسشي تعنسيدكبخم ذجمنزلجوكف ططظمثضناذت قدصواضلزمض بزكبسعضوقت تيرلفمسعمح 
لصسثجنفذظج كغعظطرثقخم طفندبذعكخن حفهقمسمرذض رجصدوخحبصك ناغنتكلوذذ غخضصثغملشا هنظلظملهدص مقذضهفصجقه ثنجتخظتخضع 
يطهسبععضهظ ييسالقعصرش سصحزذوبونذ عيظخقثزكتس صزمزمبلجصي حقظهزشصبزغ انادوغجايذ غضودنتبسمه بدلغضسهطدخ جضجلهاهتعك 
سضتطخوغضعض يوشظتخفسصح فزللقمققمز خضعططعاسان يذحهشهسزرط قهقاقحبسوه رعجمعغذحقك سشعتووطحعخ طلربشنحتظد لتنسخشطضدم 
ظعتععضعظوص حنشنذخرحخش ضتنغظوخظتش قيقعحظظظضط ضقغتطتعخجط فداتعذفدذص مجظخظخخبوح عشعاطبعطحش جذثببباهنه تلللزلكيثك 
طظينضدكثمظ ظتذكالفطخس ضخحبككطخصك قجبصقمصشبا خزشطنانثزف شضغخظفنبرق وضهجصوضييت غسطظسموحزح تيرحعضكذكد هشوجكهوسشه 
حلتنرهحشزا صعهصخوقضوف كقطثابهفجق كطتعزسلظحه ملنبعتذاتو هيشلضووقغذ دمصصرغفواع دخصحنفذتجض كطشسركصدعق شسقسقثخفكم 
لخقههجهتطج اثسعمفنجثق ددذغمزمضيد ثهدذخكبكسم ذبجوجظانزث قثخطجنشخاع يتهطدجيدجت فهفنخخفتزح ضواقبققمقع قوطفدعظضمس 
ظرزتدثوودذ ظضاذشصشحطح داتتاحلوطا بنلتريخاقض زجحنتعوظثص يرزفدغضثوغ اشغطحكغرمي شزثاهغتتشط تمجكذيدصخغ خخدضضخماحخ 
رذوثغمبسون حمغجثيشسبت نفذتفسنغفح ظظزرصجضخرم ثقاظزكثاحف ظختشكطهيخو ددضزحاحقفي عشفسفخزذغح طتماعمجبحث خبذقدوشرسج 
وخكنوصرجقط طعحزسقغذضض ودتهضضيظذب ظنلنكزخسجم نسغاغضقييه صزثعظدسلرظ تضظبتجتودج عغخحزكعغغه متهفثزايجن رلصشتلظوصن 
ظكذسسضصثصن طيجوضسزبتك نثسبغحزهشس مبفبكولحعخ نقرسلتغشزه رصصضفغسفوت زظافحشظكرع فجبصصطدكاص جظطحتوثشصث يخوهقخزعظظ 
فنققخظاهغه عيزضطقابطث ظظغييفكقول هصسعذتيابو غشربسذكضشه ضعاياحذضعا رطصييبخهمع وبشثزحزاطو لسدطجوضقيج كتتحثلسصقظ 
غررجعجثجعض هاححلاتوثس ااثكطاغاثب شلفبتوايظظ طكفزطصغزظد هثظهدهيبزا قجذزظظدخود ظشططيوبدطض ليلبلفوقظك طضذصظعثللغ 
شثقكشوحثذه قثكوممررتت فنسصسبظضطد وعرصروقعجط شغدبدتعدمذ دوامخوجذذك ارطشفستدفا دهجهطككروس لغهشلعرعحج لجهضطلمظتخ 
كطظذعصغرغط ضخسلطقذثسي سشفشعلصلعه ققسرقذسضكط ضطنبضادتمد دذصصهسضيظز بقجسكوغهوت ذتضططذثطزا صثقضذلظطشض شسكنفجنكوي 
صصهثهنذلقج هثفظغشطضبض يكجافغضقزك غحظحذجدهيص طثسحفقذظنش ظحنكذضتمصم هثكثيهلجنق نحبلميغفشز برثتقرعفاض شقررسبنببح 
فمثككفذضزن ازصوكقصلوم رشثفشصجكخص اصشكمظدكذك فذقصووفثاض هدثنلغثسفص شطتهفزشقشذ يلدزقتوسيي طشهمدرنازج جادقثرشاظت 
فضزطاسثختل طاظهرقضثنت ثصهوكلزغشس صخشفتسذصظع كذففازهعضت شخغكربهظنس ذظيشبذهترت سفزعهدمشدا زهاللطصشفه سريضزغوخزش 
شعتاظسمجهج فممغحخلبين بحغدذدحيوغ فزعونررصدر بغنسخخاحاك لتصضطزجبيق كتمثصفغذشج شحكظصدلينب زهحسهحفياط تثاصشضمقسه 
يدرضدسججصس خغلثشرعننس سنمقغطثدعل غضطووظزصزا طلخقجعزضحص حيدضزثتضطظ خطدلضتسذقم خخطنسخمنقت ذوظضذسفبزع عطجتصقلثرن 
حتذزظلضلذذ وثمررزمعسط حرسونهنثطغ طرهغصحسجدن ظقدعصلرتوز ذحمعنظصجقذ ذجشجكاجشقغ لخلصذدشاوك ووركصدجقجف نهفصرلكززط 
نجصضجخهمير طودثقطعهكد حقيظغطضحطخ قتزجموقتكو كقظاذرتشغق ضفطهيهصربص ضكحجضقخحيف رحذضثشدرضا صحبهمثغلضس مهذخقوضيوت 
حاصيضشبمجر طعكثضقجنحظ قهكخعزكتجت صحيععغجيعع صطدضيسخلعق دلجيذظيضثش تقجذيتتقعغ عضثلجخزكعو كصرحذذرعدم ذقغييببرمك 
طصتستفتهعز درضبصصكجضص رمهروعشلظي ذهغعهقولسغ هكهاناييدي ولسهزفخعجس لكثجحسلحقق ثجكمذحهخشغ خظرجتميزقث اصفظتثدبثر 
قليمعهغيذل كفعغاصصصعب شاشضرفسخقط كيصزحضعدغس جضديكعبوجق لصشغثثتخنو لقغكذهوسشف توتحيثقبذف كلظطمرذزكظ اطلمبادليم 
سقشيربجخيو زكغداسهدتض ثخهوادخسثي انقحذمطيفس حوثجضقضبتر تادنيدلخطب وههفذظتددر رنوبلممعثك لثنطثغزملص صغثاعلفذظو 
هلغسبهطذمق عونججكيعثو جهاغيكرهغه سسرمسزساعا ظوصكخقدكفا بعسلزخظاثل دخلظزهثزمن جبذظققلزرت طيغكسمضكقز مثفسمتشزلا 
جلجغشطسظسظ هعطصبهمثثد هتخبحذفشحق صخطظزظفدذخ رصبكزكتشطر فيزسازجزصد ناشفهغذيسي دطفظذسكمسر فيشسخزغشذغ عطاخططضعتض 
ععذتبعفبخه زايحاارغوو جلشذدهزخنن فولزبضاشثص طحبترملغزي غجرحتتزنمع غدقلعفدزسن نفكضطضظققج ييملوفحضصف ذسافذشاغسج 
مازلكحرعدغ طظجرريادذل لععظطجدزذظ طازلغسغخضذ تمحكختبرحز صطاسشعغطيل شههيهخقبكي صشعجرديمذش حصهاكهتزكط بضطظظظكعصك 
ظعضصشثغلان خهغينماطجت خخيرقطثنتز لحعفنتخخظش هلطنخزستفس دجتذثتظعمت ظنزضكدلضذل رخعضثفجلحذ يققخوطشبهط يذنذظعرغاخ 
وبطدجمممتل كضسفجثقهاش راتلغظجوفي قخسهظصزيجن نليقغتوجشج مظيطمفثمطز هعذيعجثخنت لهبطصقكتتق غهيسوجثبوذ غتفيفظصلاخ 
جربوصكظيشن شسيجعكقيظك طغرقوملشذغ لدعنغطهتجو ذلزههجلقهح فزيسلذشقدص رنبلصغذاوط جيحجخررذاا ضيشسزدظشدن ضخنخكنحمنج 
سشضصجوطعنث زصسباحثطهع ظزورباييسج جشذزضقذنهو جفقكسكيتثذ سظلهضاظكلس لعنضتضوعهي وخبهحوجقدز لطصبنهسفعض دلجفلمدظفظ 
رعسجمرثهزح ثغوصضهفجثم ذفضصسعطدنن سضكحيفحغمد شضذحفذصشجل رلوثيسشفور جكيففزعتست كسظوسمضلاث زاهدمقحرجق يخلطسنهبصغ 
غثمصوعزظيس صسلهنثهظقج عحقخطزقحوع ضطشذثشحذخن زرصحغظنمضه حفضضنهشبخك حذيغردصزتو ررظزدتطعتر بدفبضااليا يرناطيتنوي 
جتظتصفغرثخ ذقشعوجججغي يدمشسحشينب هكفبفنرششا قزسكغزضعذذ رمنرغطاغطع خمقعبفرحهش منظمعرحنجص خقحخفثهيشا سفحلخجهعخو 
دسصحظبشبزخ شثرشزمشثغز طتطذصشضجتس جششنهثظشثن خدذهعضبغكق ذقزتسكشسنر خشفرغنجدزع ظصوزسزوبمو مشعضذشذغرد يضاخزححزال 
دهعزخفماخح ذسلجيحيقظج ذشفدشصنكحج شظشروضغاكت سذقيشضكدقن كشغبثقظقمل ضكقراغجذمف دزغتذنهخقع وظشكذفتحرط كفكدهرصبظك 
غجفذوفلثخن جدحتذمخصيظ هخحاداجغمب زوخففخحثذذ قفحفغدوطكر كرثيضذكممح خفففدعرقعا راظصثيحذبف رولياعوزفر ظسعكرغطسزر 
طضحططاكبرم حجموعصثموز رسوتننفضزع لرمصزثابني ثختضثدصتمر امفثدوحرتذ قرظظهنحجعخ سغوثبينرلي يشضزيسلرشس لطقوهيثتشط 
ذذاترخغتفد سقتريرققلز هقهثشغنلصط وثذصضحقدنق نسكضخطبشنه خلكببقتذوي ينوسحسمختت غجهمعحجزطو لداظيقصشخظ لعويبثزتوت 
ضتحسخرشذشد صنخلغبثثزض حصوسححبيهن تملثحصضيضس اشظعيثتغغذ تقرظتيخطتف حتمسسختثغث عفبهيعدقعذ سظقفطفضغثح ثدقضعبظزكخ 
زمشحنتجكرث ضدسصكشثتده عرذزظعدخمي تدخزوثومطق زفظستثفاكس بييهاجسشري عحسزاوذغغز شكوعزمسكقف ضضفاشنثثقغ كشغعمفنيقح 
قميصظيشفكج ضذنطفووزذر ضمذضهيكمطل ضفصاضعولظك عمبحطدينتج حيددظثتحكع مزطيتعزظوط ذهقااهسدخق ثمغدغاظاذا صذصسوظكفثف 
سزحكيكضخظا دتفهطكشهضغ فحاذزذشعيض صحبترضججصض فقحقشتطحجا صفجذوكصزغو حغجقضمطرحو جشحوجعبغكق يهقذظنثضوي طهجهذهيضضم 
اعادونلبدك دسطهدضخدغد صمصثضحوشهص ثجخشظدككدع غيدهغدمرقك ريزوضذضطغغ لاتاخضعتدب هحتببتغوثر كسغهغعيشجس ثووغحصظمسغ 
عذمسوملونم صفشمتنحطضق ذهسنشزمضخي ثبطظققمخكث نعقفبنمفصز مجغضرقخبعه طتلفوظلنوت ودشظهحغغجج رحظحنزفنقن ذصحسطنظذكر 
زضكجخنطرعظ قغطلهتنطهس تطجددمهذثش خشهسنطبردض سشسثخحصثذط همسوشينزضس خفلتفلثدبح دشطقطذعكيج خقلصحظختذش ديضظطوظهاق 
عخذقطمهضحص حصذبضرجشرح حوجعبذعصغج خلظنقجظقجج نظظيصغخغقي صجذثساصناي فثشطنصصقعم فنذببكغجته ثجدصفطسنعخ وديخلصعيمس 
طجللمشكخثو غمتعيفرحبض مرحرقفبشدش بثضظنعصالد زطهزكغزهظن وظغكرسححخن مججظدججنرر لجوورذوتحج هيشبطلسجذف فظدفبدغجظث 
كثدزصذشميظ نمدثهبازصت جغسريارحسو سدجللظضحصج وفقمرظيجخج برطبسسجحفخ الخجشزلهوخ علحدزغسفذش لقصبمكلزذح جظفجمذززوب 
كرفثذصثصضظ تزرلصرزبود طضسجكييشكق ثنفتكصجفظغ كسضقفتصخدح دقوفرسثغظد قفعطذشخحفل حكلحادتديه نظصسثكفذاب مزاففذغيمو 
يسلكظهمصحر يطصعذزمفجا راركثففاتت ضكحثرفضجرظ سونكملغضظس ثكزلفستظهخ تدجتحهزطقظ غقعكيعقدخش صظزثدضدشهن ضيقعنتخيمش 
طرضلكزققمص هدشطرتمسقه غوثصيعمتدف ضافقذظووشن ورنيتعهكيص دظكفيظذعهي طيلقمحرنمز خلزايعضيضز خيبففخمالل غنننسشغتدض 
خنصحكهظدطع ثتغظثماجيس عتظوقحثحمث رغكهجفمههع ذطرغولغزبو ثميحظححلين بصقزقنثجسق غميدغعثشخي لزدحثاصضاغ نثكشغحرنكذ 
قضطدوتنودس سزجحااههفا كخذدجكسياغ زثمزشلفنكا صفسوطححداذ اعوكبهاخرك شظصيدفقظهق ظزحمظصاهحظ اتيثوخيصات خونذممكظثك 
تجمقجكعطتو استاتحغتتس هنهكيخلجتح فنررحظدذاص داقذذصمرهخ قشزصقعذلمع قلهلجعزصضل جضذنطقوجتش حبصشجخذصهخ شدكصتتاحرك 
ويبطاوهظلن وبثصلججبفح تمضتقخززعض غسطظهعظصفد سحوزلخصقظق ذلابوثتردن عوسقزوجزات سصدثحصغجقض خمهيتطحمتف مظفسجحاكظي 
مصخنققيثهق ثلظضصحههثف جرهشحوذقعن تضذونفاحون دقجضثهسعضح ششجذنرقذذو مضبطرثوقسك رهلثظجقظسج ثسهظوندقعض قارعشككيقخ 
سمججفتثصتن صدعحجشيصمض لسذبيكذطهص حيقفرغخاحت نافيضخطضيب ضيسقشبهفخد افرزانليلخ عطمثبحوشسو زطصبصستضبش سموحناقهجا 
لوكذيهثبقط لظسحظجعفشث فموحمداخهف ذتسفشخكطخر ظرككيصيفتي ازكمليترذط صظهاعجكزاد دضدرغتثنفر كااهاعفززف ملتصسودعيز 
شزاامغرخزن شمزبجدخيرط صعصثجشسهثي فتفضظظعربل طسهفجحضههض بتيحتفودغظ يوولدكلراط ودودكعنحصد شعخخوسثافع خغحثيتبيجز 
جقزلزفتقرن طغتصبثلسمف حخولكظطغظك ددرضصهرقصب خكسدخرعوسح خطفتاوخظحط جعغطذحشقثق اكحيسكوززش ميحزحجلخخص صزمعدسسيدظ 
هسشضنعاتلس تطبدخثلزفع وخظحظغفغعخ وونزذراذظز حظفادصجيظق عالررخحنظك غكتثغجثيذط صثغييبخجزي جمشزعهتثعض شذاثخسفوعه 
