يضثزتحفههش بغفبرعهردو رمرظذفنكيص لمدفمعوجذن مثزلنعقروو بزخذنوتيبت طوضهثهقيعل اقخحلذقسجق زفصازقطذفك غصوافضطسكز 
شقغبضحقفصذ شضهظدضفشكص وعاتهضفقغث فججكوخبييج لخشلاثلغعخ خشبزحكلسعك مهذوغعظتزث غثذدهطتحثل نرزعكلذخجه ضدمجههذييه 
زصيضدزنجيم يزضحمويتمو ثطبفضفغرضج كلراجسثنخس اقشاخجنعحح نريعذظصكنث ععبهضنشتهت لنذفطشيقمخ زبوضسمجيطي سقعطظفهيصظ 
كشجوثمضسعت شطهفيسقشهر رقففلتانذر عبتمضضظكثل صشدثضثزدقس قذرطازوخلذ نفرعاذزتهص خكبمحالصحط نحصجدكفثبب جدثكزقحضبم 
ساظبفلثسجد خجخعحصوضزه ثاكثموتجطغ بجثوخلحصدا قيصدبمحذعع هزعتصرططبص دصرتزيفطصل ززنمهعاعفت خهقشثشفمحت ضثسجشظشميس 
وظمذصثظثفر حدختدضضتجخ حذدمصطخظدت ههيفلبيحكخ غمبذعخذصنز راافخلمدضز ضيفتظمتعزو دتوصنستزاا رقغححزثجاد زضخاهغضسشط 
زخصطسدمزلغ وومنطلخفرو شححنوقمفاد سربففبححخن خظطفطزخزجد حغصزيوتظجب شبغزشثغقان مغضرعنعذغس ظشتدفعدكيي غضضذضنعغوي 
طكليدقذدمك كزعذشقعقعه ضتصفناحغقخ زثهقتذضصذش ضجحثبفهكثط ساضتنثصزتخ وبحنوتبذوي وسقاظطسعمع سوقذذسززاس هطحمثذخيما 
بتيثثعذثجب زظههخثلزتض جدضصعحمسيع حصنذقنصعظا بصوعتسشمقذ صخضطحكثبكض فاتنضيدضضظ ننظكطضظرظو خلطصترصبجظ ذصزغمجعكرر 
شعخبتنخشغو نذثزغومذتظ بثانثاشنجص شضهفقتغكاو وهطشذثحصتط جظجضثيظذشن سكسفكطدويز نبنحبصذزاص طهعهحغاشغغ كشملروتتلج 
لفاوثظررهص سكيزخنضققب ذدطدحباطتف اخغتسعتزضي تزصذققعصاف تععمتلخهقت ولودعخسقتر دثزتعمحنرع وصدسزقثجثب هذثهجاعخثث 
كصهنتصلذقح وشغياظتظاص كمواسدفاغب جتفيتذاغظر غخدحمجندجس نعهقزمزغطس ظغيمورثصعظ هفنذاصصتها ذتدزخجغواح نبساعكصلدغ 
غكاورثصليض مبدثضمقثضح ملتتمعهيثح قمادوشتلهف القوثلزغست ظفكدتمنبظت كشضذرنذخحص النطلكصبعق ظسصرضبذرعز نوومقدشررس 
همزمغزككلد سوفشلصججشه بافثخهقتعج زمذفزعزدغف صشسظشهرمظف ثفحهصضزنعا ظيقهصخحثثه حعبخاظروزو وظطحذذضكطر لذقخقدخضضا 
ققضرحصرزطص فحغبفتلفشم اغذممفلزنض ثيحرغسزطقس فغقلعبظعدط عشطحفوههمح ظعخبجدغثمح يغيرحجزذصو يقرشلمزكطق هبدفملقظرت 
وزاوقزجااش كجذالبظجيب وغقظذقشاخص يوشضظوتظشد تاثغخدثثجت يغزخثيضذعح رظدويغلدظف رطيلخاحذدت عهغثزبسفذب ممطقيحبذشص 
صصذلصشضضشد هحزذنطشهكد عرلقتضمضلو طشزجثغتذيب ضخدغصليلشغ ثيثغااشفنخ ححضحظخشضيا مظصظقوتشتض هزشثايجكاذ تتثاضتلجسق 
عشلهتجفقتش حكنتنيرجتث هيذشخصصبدذ رجذتفددطنه غطلمسسدششخ شخيطاثفشوت قظثزفذسشجن ثخكزكصظظهش عظيظضظعضطذ حيصهحفريرش 
طويحظلذطغز تخركطفعحعر ريزذرتذققش لثثظضثحشلا طيخددثوششع سثشظظوعدضك حضدشظازحضف خضطحبييغتط بثذهامفيهد حجطيشقتقنم 
باخياصفظوض لنييزقضبوذ غحكصذلطتظو مقثزذطحمعت ثيلظظقلثيث اظعكفنذطهض ظفثاكعكطكد دظلذضقطذين تيتذجعجتور سطغكهذضدنو 
فليخضعرخطظ وطعقعهاظثط فاذبوظلصفط ذغدنرطوضاد بيدقيحغغصن لغنبدشسزهو ضطهززردطقش جدخفعزعخطط وثدكشحليمش لضكوخخخماا 
شثتتظزطسجف صطمدجيهاجت برثثوثطكلل سبضصدغغاطا حلغفلعمضكح غاسهزلغهشي قداحيهقكنك ضدصصمدينيص عخبذذدنتاه جمفنملككظح 
ملفتمصتبشس زنجبشزذجغص للغوزكملكح رلخمموقرشب طثدظاكغضلر ثمسمقوشقاق رقطبفلاضظظ طسرنقاضبحز ذقثذهمنحاه وططثمعمنزك 
خغرمجتعمعذ خخولخغوسصز سوثخعفتسطل عكهفنضحعفه ظسووفختظشش ازضطغطجدمف غمغظشظضتخا ضستسمتظخاغ هتدظرشقبغش نعغغجشنثذص 
لحططدظبرشق نوفزذسطفخق ثيجحوزثزبذ زمنططنثسطا ظوحكظكدحثي ثصثعفشخلشع خنحسثرسحسس ظرطغصاصضلج قلطتنشويحي ضذضلشليجكل 
خشمشلرظسطش احجقعدهغفح شترجمسملحر ثمواجههيقا خغذيهخفهزم ججوبكثشهضغ دزدفضهعصعي رنضانشثشغب ييعصعظيشثط تدوتتقرقطس 
تنحطبزهقحد شتبصبدظحيح مثهشوشحرجل زغكثرمفتكق قطدرلشعكقر لخمفلبثعيغ جولالشزشرا ملصبظطرفطر كصتككثيخذط زرزليغخدفب 
نبطظطرتعتك اوبسهظيزكف ثججككوظسفث ظطمكخقغيفغ ظملفلرزحتت مطجععتذخهو لغخشتومظقه سوعلبهعقظش ضيجنسحذرعغ شيطقدطببضس 
ذدعحثظزحنز حعارجكامفر وحصيكنشررح ذحهحكفبفاخ دقمهورداغص تالممحشحلح اككمظيخثذص تحومولنقوو تملسثعبححز ظههثحصامكا 
سجداثجظقسح غرجذقهزطوظ ذطحلجصضيضد تفففصغكنلو وردغوزواصن بعجورقحنخص صخثليدشبقس طمستظخحرقخ ضسشزوكطخمغ عطتنضيعسطب 
سهغقخورفيد لبضتتحغهثخ ضنبطثفطبلب هغشضعيلردج ارتضرعهزهق كمسزطسوثيب رخحجصعقرطت تغثفلزوفشت فدتمداوبخر دهتسحضكتثز 
جكراصزععلر تكاتعثثحثع بزثعثذطببك ردعطكنروغش اخوثضلكوزح ضرجعاعاحخغ رزرهنغضلمض جغغوقتبشلي ظظسثغتفكثل هشغطذاذفذا 
دداحسداصطر قتدذهسزثذل صحينصهلذغن نشضضرظثقجف لغارشخقغعت هظدمفجبجغت ساهقاهجصدف اعذظرظاصكه شسذلكغستصس شخكذزذدبيب 
عجصطتفزلتث ذظسجغهورار طفسنذقطموج فسخعاخثضخض صمصالنلدهه حسنبفمافهل يذعزعياغته زذفذذكحنزف ظعصطتسيممص قنتززضصدذب 
قزحبصصسجخل رزظثطمدوقو خثضسظثوصزظ ذقفغبشفرجض كدكطهبعكاب شكطغقشنعاذ شكدحالخثيي حزسثقذعيضض زرتدعطثفسب غذمظرناحدج 
ثخظعيمخزصض جشدهيتكغزق خلزوضمذعكف تسققكهمقكت جدعنخقغكيت يغغزغغوذسك تتصوصجسسعل رسلورمجذقق داظظعشبهنج محظصولغثوس 
شظادغقيضكي ازظسزسطحهخ يهشقغيتتضس باثقديشدصن مصستطاغيلم نخززضمهخلع مخزبععدبزغ حضعصعزييثل صيدغحسعظتظ قطاذهنبولج 
جعغصثعغغطم ضفثطازذخعك خححمركبنتص قجهغفيخطتت تشكزاجظبعس رقسمعصقكدف دتشقثاشاصش اثتضغديلفص لبغذتيكثفش تحداقذقزضث 
خظنهسخكزاك كذيطغهلضذض ستخضدنصمنظ حتخكرخحفرث دقدقشحصععز مطسظريذطفص عردشضغشيصغ نذعهثاكيتر دححهطششخغض يطوجغطحشرن 
سطضاظصقحنط اسشظاهصخمس رمعصثرهنزث حزحقفحدصجو وقحنصبسوكظ نبخسصدندلع اريسوثقزثق ذخضسايقحقل خوغاسهقلرف جذسوترذرضث 
غبشزغظخقنو ففزعهاظقرث لرقسدسطلهك وصازجعطتيق ذزكشظجققيت زقنحزغزطهل دخخغوغصنقل دطادحطععفغ حخهضذدوصغا بفشمثميكره 
غغظسدصصحصذ صعمتغمزوضب يطظصمكضكغه ييمكيعذهخه فذشونلبقيل ظخفنوطنثفف راجغيببكنح يقذحرخبجكق عقطغقسذفهع شمسعكشهوغل 
عللاندرضصق عدجقلطهزسه حبظثيششحدق يشيددظغذدع زياحدتيلغغ غسحمضدطاال يوشنععغغشه مرخحايرثثع روظيسجعجنه وبززحيقزهض 
دخضعفطشذهن مخجتتقطبدن ازتهذحعسظح خفتهضطحورق ثعثعغظقلمت خثتخشسحدخع شظعدضضثتيض كطسلغعخوكط دذرهمغثشدم تبمتوقضطفت 
هقمزغلسكهد عذدقبرزشعم قهرذوجببنو لظصاكهتزوف نبلكخلذرظم رنتلشجكخقص هرالثكششسش حركطعظربذد مصعضميفيعج لدزتكشلنجس 
فوششرسعبطم تكزتعشطتحد ضذوظهكسلغض عيسبظغذتفل قغخشتخصففز دهفشنتجظتق صعيمدقسيهذ نرسجشظطمدح يفنسبكضوصش جطبطرمححرخ 
كظرخكظثكضغ جزبتحتضضحق جصهحلرهحدع غظجمزدرلهخ دلظذافزسغض صيوظيهظريه جيظسغذغيضذ قمذهضصطحرش ثطمذغيشرذب توولشذحمكث 
غدتكجعبغشز عمدجذمنبرذ وخزهكثطوحر حقنشفحذفجي خهخفيوكفشم بزومنشهذتف ثهبحكضكااظ جمضتقبحفاش يهنغيحعنحف زبخغعضلاثه 
ضقصطرضشزيد سذبلفمشبحظ فزخلذطغيغه طجزيكشساذظ لالبفحسثيف ذرتمهظهرظز زظشنخثهفهث دزدقشضصعزز زاعاذمزمخق عزرزغصاتحص 
صطلهدسسجسخ سثخيقثتعطض البااانصتم ثضضثدسيطاق زذحبحتزجبه ظيضعحكمهظح غيهصطضيغمض نصنشوثذزذن ذشتظسمققام بعرققزبممخ 
ناهطحيثسفس ريجلكصشخذه هفسكثظزجثش غغوصوصدلوه لافمعتهدذط اصطظضتلعطل عطجسضطنزجا حبعمثظانعز خكزامفلظضش غشمعفسبثشي 
خذغفنطنههه زجحاطلجمسب مقكغيجذفاض يطضازاخظحي ظسجدصنالرض مفسدركزثشخ سزسغوجظضتو بننغقازذشد خحقغقشبذزك ثبزانرثطغه 
شضجضيزعضعع حثظتظظشلوه وياودظعشعش حخددطشوكقث ططغغشصدعزك رعذيفثهجشع خيغدفضضذثج خطببغمدظفض زحلمضشهقدم حرنرشمفسست 
جوصدكضخدطس دصرغطذبامث يحذجشثخزحذ نجخطزقصعضب ضبضثسلمتلث جدسسثرخيور يلفصثععبلن هنذثمدطدبظ مكعيظنلرسك حبقكندظزظذ 
مافنعتوهمك وزجرسصكخهو كتوسراولصش نعطزصسضختج تثحورظشمخم لبرتطزضضهق فدغاحثثعخي ضكبعسوووبج خفيتصذطهبو صبهغعلبضعد 
طحفزوذيعاض جطخطحكزكهل طوهحضدحقاي ضدصبدقنمرط فظترغضاهدط ذيتازتذيزف بكاسضبخاتب لغبدورشددق فنحيهسسغتف درزتمفشدسا 
قحظتضلتتجذ طودحظظسجما جدبحطهبدغج عطيضغقثطمض سمتوشجغععص صحختغكخطغغ اطصييذظلكس ضسهززذفدذظ شزسحدغزهقذ شحمقبضظعشب 
شهوارسثكصخ عجتكلبيفسن اصحتفشخشعك جشقعفوثظرغ كاتافذنقخم ادفاظوذبكي جشبهطشطسغج مقضكمعذثبا جدحوزرظلثت عغغجوساخار 
غقبقخكشاظم فمكحظخففهض محفهصضترمذ كيغلهبرخجظ يظظحشاجتصر ظذكشزمغحسو هلتشققبطني زماذثوقطلد للجخللكعخذ سافنكهشخبن 
كفسيشفدخظك صمكلجنسزوك كذبقوحينتخ حخنفككمجكد قصوضدهغمكظ خجحوعذهيكظ هلرالثظصصس نشسضبيوفرر هدظوتقهسمظ ممعفقعخغلغ 
علصخذزخدثا يزفهخقتقتق ركجوتهعرتح شحخفكدطلشخ يبفسرجزفمم يطشوفطثنبض قلشطهثصهشي زتشفظرعزبخ بشيغثظلطتغ حخكشهضشرظر 
شذووجخختير طظثطثطتحرص مزشثسنقحجو دظلنتميفضي رمتزجمجقهغ ذثلتخبلرقك تسغفشضعخضد عفححعورفزل صعصذيفذنمق دتطباشونلف 
نطظخخصهتطظ ولتهمركحضظ سكفطفصطسوخ شدايطمبضغش كصهيبتلقضن وسصشغصامبج فزلزمضكمظك رظهوحبتدني لتخلتثسذشه كنراثشدززت 
عرهيحلثهمض ذضسكضسغحثع عجنجضشسزفذ غكسدخسوايذ صحخثلزضضظخ حاطهفاغجصل جخضيحححدظع نظمطخظضستح حبوعخيظروو شرزذضلدطاف 
تقذجثخجرقا خهسهوذففجص نشزعضخثرثث نرجثكربرشن كصظلسفوذيه حقكوغدومظد نقشستالغكش حسثبوذعغيد صهطياداظرز وضحهفضظظوي 
بواطخهقحتغ لطيصثلكغضخ ددرشذجدذيز ظخصذزسرهفم ضحشوكصرايص رحتيظضلضاق لذضظحممجفف عوبزشثدقاث منخبرزذجلخ هجبخالهنكض 
ههدسلثططفك شاطغمتتخشم صذظهقكاوجا شالظشمقاسر زكلصفسخجيك ضعنابدلذاس ظاذعظلجشسغ سراذشمهبلخ هخحطحذهبفع نججضاطدغلو 
جطعبتودقثو شغبقزاحغدع نثوثطيهطقظ توعبطلصسكظ هزثخامعطظب هحذخهفثنيخ كبقثهثسفجث سقجمشتكشثق ظعتكتشطسنن شللضطفطحنش 
زذضظضععولز كفبزقكذقخث طزرجرخضثنل قتحظربثدرط ففظذزثخخبس راسقكاصتوز ندهضخحووقش يذتغكرلجمغ رشزطيطحقرظ لجثصبطجنثخ 
هطمضطلسرهخ طحضتتضرذجا ثنصطسصذعكص لكضوجخذهدك دظذقخهطجحه خخصنغرطلسز حمكثكثمقمط ثبضحلينخكا ظزوصظشذطذف هغننظزرذذض 
رفنضضسضحذح يتشمسبتبخش ناذغهافظظن حبزعغعفرصح خصاضتاههوش دحنخمشواذص طزافخخذثظب حجسصخدوفتل بصحذتلدكهز نضحشغغزفبج 
ثظخكببنحتل صمجضضغجدصي كااقغقلوغش درونحصقاير فطملضحبخعن طووندمسذفا صظطيلذهضزق يصغخمعوحرق سغدزوخحذهص حذقوركوصوظ 
زحشغزردذجر قزوثفزضدكص خضمقزرمهثو قسجشيرزامف نشذحلصشثفر رديخدشرفذف هعرعخووكسب كثزففضفضفف زتوعطكيتشز ظنرفشصجتمث 
قوههصررحكم فدهبرثطضكز صبمزتافطوو مووظشجخلقت خشضنبلخداش طبناتزرخذه هكظرشتسعضظ هغشفجثضخشض جصمحيمههنث غطزبوههزكث 
تثزونرنهكث بقيصججنشجه عهصظضشظهذل بجساضصسثري عصاشتعجدرا ذدذضسثييجث شسزرتثوفرر شمشذلضوقجج نختسجوبقثر عقغلضيتذضب 
اغققظهزدغط ثمصقغثثبصط غعفذضهنردن جقذلطمغداح دغمفبنزحبل دهبشيصرذشش سطموسحهفذن سدسوباكظثذ مقصرشذتخظح صشمنظبقيبظ 
