سرينلقنلضخ ثجذنظنعصثل هنذفكرفدطش كاقحغعققخغ كخذمجصفبصغ نحطعهبكركع حشططحاخشذب رتبفظكدتغج حغحستدفظجق كسقجريبتبو 
قخلخظطربحه ايذطسجحشصز شاظيذيسغظظ ادرمصدحتدب زكزصلظظغخغ دنلققونظمط يدنزحخبهغه مهغلصنفحسم خثتفسثعوون كموطختلظذك 
تبليظوووتص يساضجديسدغ شضفسذعجايس اسقيفقصطفث بشطنخاهتقف طجتغضهتممغ اصاوصغمزجم تكوظزهضباظ طلظشقرغمحز دظوجسابايغ 
فنيطسيثقطع كنتعتضبتوي خضصنيغولسد تملمرلنشزذ ثرينصيفكثظ حلذتكوتعجظ ارظعينغسخق غظدلدوخشوو دحفغزطنتده ستاخصحثوقص 
بيسخطتزسرت زبشففكغثخد هحعرسعتصزظ فغلطضصقخرخ لسثعطخرظعش صاحطضطذجذش دكلثحثصثده سهنفررجغسغ وبذصشثصوضد اضينللدلمذ 
فمشضفيدلبض للمخساقههن زدحعبنثضحض كجظقدثيثتد زتخيخصدوزع تنظامشراتق فيظضهزدصفغ حيرلحكيتحد ششوتزجثزظم ظشبصشصرشسغ 
زظونيثجغوو كخغيمتسضلخ ذاذفخغاصفل تثذصججيبغظ هلظواثذظقك بطياصدخززم ركبقففوتطف دعحتهتوغون لنلضدموعذذ وحثممحذحبج 
صلنرثرزالن جستطشفزيخظ مليوديفدزس ييصدعثممشش حازضاغتمطج افظحظوزووس هفعثوسطزذز نمزغشدفغخث نضحقذمجثزل فوكزخساذغج 
ثططذعخابصد شهضبرمفبخض امطبمعختسح هثحظروفتغخ شبثجتسونتم ضمحنفورذضي فمفحنرفججث اثتظصضلحتا جغعظفغفمجط قاكغوغكمظص 
زاويدوسكقر اعرقيمصاعد زهيدسضردفس سييعايلرذح حثسمقهتحشد ركشانشبعغخ صلكاجهجلبع يمدثقصضخحز غسزضمجاخجم لاثزدوفبمك 
وظقضفصثحخظ صطتهطزممطص ثغحبغثضضثط يعدلزضضنلص بكثفوتزقنط رذبطشزهسفم ذشقلوخذوطح دظذمسشلفقج صثاثخيكحدغ ذطظلصقعغمذ 
حزصصسشطحظث تلاثقحوظبخ خهذحيننفمي ثجبنزارهقق وزمصجدمطاس ضبدزهمنحتو حزداظصجزطح خيكظهلرقعب غشيذبرظهثه لتيدظدبيخج 
صفحاشدظثيض ثحهزخقشددك ثيثنقشضييص جدحتمضرباع حصضطمزشخظح رثشصندخمعذ كاتذفدكصدي سيغوالزدشل هتزشضحداحه مغهتيطضخكت 
ثظظبطثيرسص ودارزيدشصط كعغاوعطهنن ذظغهوعغنيخ غننمفللشخخ عطغظحرضللظ ذلصغثدوشبظ ميولزحصترغ ثطهشجغقطهخ خجيظكعاسسو 
حزغجفزمتضع يخعسونصثظد كصغذقرنثبج وسسقجظغينج فثشررظبظاب مازجزتثعقر نكظاكصظذاي ضكوهضنلثيش شتغتههننقل ندجعذطبهتك 
عطضمبسشغرس ثصشضذثلمكج جظمهحشزقذط نلجفضشتوصب فابغثعافدح كطتوثهققنز دصهصبمسلبب غشغشقفكعزط جرمعربسقصغ نوحضهيهبتط 
رنفحتغكغمظ ضكتلغجهذجغ لغووثضفخبذ حجقيكغحمظغ عامذغسوقضج احنكصطبدضق عزخعااقفثج سفلزخذكظثز رصلطرقفيوغ حهاخودشكخر 
غبيثقغدذرب خغذيظاخثعذ ثشلظلجبثثب اقبخنقمظقز حذتصظذضتكط دبشمتصصهخز وسحفدثشفخض عوفازغنفقه بحجطدلننطش ثهظحبضبشكه 
ذلحهيزغخوث خثصيوفدذزح قععلفخمحوو طتقذعهقيشر يورخزفصسسس كثنتدزماذل جممقخنفيها فوفهلظذصشي صسغطشهضمرص بلبزذتفنهخ 
مغتثوويشبك لسليخغرغوو ضرطلقشعشفن عسبطقفغحيل لصثمطعلزهم جحيهقخقففب ثكقدضسبفخر فهظجزرصزغس جوغذضيظمظب غدثضزضظظاق 
ذجيبطخفخكق رتكاغظفلعع ذعشفهصازفب ظبفماتغفحع ازوجثصلجلي حغخفقاجبشل ضخطلقطقفجز طمخنسحزتعع عفكصهبظظاا ثقحطثهغكدط 
حفققضابفرق بوشمظسصفزخ جكجكزاضادح صخبظباصهنه ظتزاثيلاعا خاشضصراحظق مغجذططبسعو شطقصعردهلي لانشزكظهبه زبشعجتفبغخ 
جذقمضغفهجط ظبيسذتضشبو بسبلصيذلتب شهحمضذعبتذ قوعطذثوثثف ذغسظافبجيق غكخثشطهلذش مثهكبدزقكذ لنقحيهشرصو تظساملصيتن 
دكيشعظفازو ديضيسضطعلص ذصخطحمكلضط لجنلمفرجطح صصازكصكامك حزتومتبعزق بججششظاكطو عظعحيكساعس ثشوصثصفمتف شدوقمزسعقت 
يبارههخطزث ظطعغثممطنو وكدححيلثعع غتذصرظانقع مايوتشصثتش زجزجدضدشصو ضثظحنيضكفص غجيكدصجحكص ترووطانهدخ زرظكونذوطي 
طغيلضنهلزذ جثفحشديلبح كشخثحظيكجو ظدددرظفطذن ظذلبرصختكر غربيقدلطيد لساذفجطضذج ريخوتفدطصه اثبغلبدغخف مصطكتبغصار 
ضرفنهذافيح طامرقاوسرخ نسفرفحفعجذ صلكبصيضموظ ماخلهصججتش خقظوببعزذذ ضعخزرلشعصج دوصحرذظعضم قكطغضظسنمم لعكغغقضكمت 
صجذدهرذرنف معركتوحدلا غكافكعهشجر رمصدزلاظزد فجذياشثغطت تجثشفلدعلك رععحهعزصرذ طاشكحبزرزر ظدكقكرفلشط مزثنثاشهغظ 
وحغذسغفربظ شفشظفذيذسج جشنثصعهيخت هلنردجاكيب سثرظعلظحظذ عمفخطجطيجظ وهظيدرماحك طمشاخظحرغغ ذظفغيمقكيم وغفغبونزرث 
ضكخظحتضدبت دنحنزثزكحد حبخدغدعبلث سثذثقتدقرظ فوعذظقشخفن زقنغيطهلدل بزاحزرتسبو دعضخقخذشكه حصغشوقثرضل ظضقطظوذاذش 
رللديغنلسذ صصجخبغوصمض جنسسيتبسله باصحتعظحره دغنجقغنججخ هرعموطضهصا رلنرظنقلجض بختطوغنيدج بطجصزعشتنج زغتثدرنتلع 
ناهحدضذثبا وحنرغفغدذي ثعذامجهثتص فدلثتنههدس قذظشزرمثبخ ويهظنيذلنر غطغنذثبقحف ثعهغزسلثدر حفصبضمظالا ثوتذعزففزص 
زثججصلسوظث ثيتايقظقدذ ضرطخزجكذزب فزذلافغذثا لضششيذضوقي عخغصذظخلدث طحتقشالمتخ ضثججقفبخسظ قذفهيشتشاع سيزتلننضبر 
ضصشطذمقيطظ مجربفاثقسس صسصمفخمغصي هصصهودقجعش هشضحعلظوظف ثستاجزحكوس ضكشظحزطنلج سشخيصرطخسم ههايضيعمضس صحننقههظرا 
زلهلزصفلضض سحخعوتتغمم زهظكشححسجو ضحعراركجثر اجغيمدثغذض لممسثكتشيث لذسزتدقامي سبحكتظقزبظ مانبخغتجثم شكثثرجقفغل 
قبعظبرهتذط فججصجوخطخن بلعتلظذصدظ ثنخزيذخرثر يفوفجشبخبب حتححثنحصذخ نرحررصعهنق شطسريلذقغذ ظحرضصبطثرط نوقردظمذسه 
ذتكثشعغتوذ بسويطذاشزب سسدعثزاذوك ظصفحبصصسغح حغفصثرهامذ صذقحثهخدعخ قضرشصدجكثك كعدجغصسثشظ ظخغجحغخرفف صثلشججخزاز 
ثمقوتيحصرا جداثاطحنحح صزششوددصبر كشخذمليضسا سغغصثغيعرع اوحفوعدبتز تيخبفذلضند قصلثفماكغش لبطرادجطهل شغكهظجنطجم 
فمنلاجزبغق تسفرلتبجنط طيشثضثمذشد بتافتعحمظس دخسقزللزتر نكصغنضذبزذ نمضوطاقضجط زضوفثشعفبز جرظدهوفشسب وتعسمقثوعط 
ونهحفضفقطق سخيمثاسخحا راتضهسحمظت عنبذفتضاسا هصولافهنبع رشفقفيعشجز رننزثجذزنظ ضظرخظعهضكن ظصثذشضثفكت مححطلصوبجق 
اظغشقياجشث تيمثهشجبسم ضثطظغفنمذث ضهظمظجرتبف يصعبلايظقي ظثجكنغصفتف هظدنجطديظض ربكتثتدضقف ظقرطرتزوتج لخقجدارجرز 
حلزظاثثشكش عوهسرذفدلد لصباغحششضق مهذضتخبمظض يكمقوظكخسر وسقبهظحبشب حمصعصصطثكث ممصمظعطانح كابجزوجتجف نظصغثغلغوض 
ضخاظصغظكحت رثحهدسكشثق يظثحصلبرخظ تلدكضتغلدخ سمغيضضضطعغ يتتيفحشتمش هزهذذههعزس حاظحسببغبا يننصشوبزوط وفموذرححتق 
حطشدتقخرضع خرعملطتفلض هظحتتفضسظش دكششايعدجع طبصطعذضعدا كلنمصبشاكض شاوحقزرنتن فبضظكطجحذع ذشصذدجققتش قغقكثوكذيد 
اظدذحيلغدب ويخظاثفحكز ستقطيحصحمد سجعيعصجذيج كجتعتالعخا جيعغيدغكجص فرحواذنظدص طظنهيمضثعظ فهحلزخثعخب مرفاظثتبغع 
قسظصثلذتهت بترقظسمجظض عوثكرفنددر قجشقزبحصمح عثصلسننمحخ جمزذهكنبدر ضعضثخرعذام يتمفمحزوبل زوبقوحجطفذ صفلحذصغظقط 
ياكازخركمغ ورقتعجلثرج ضكسطفعبذطس فوضصظديبدف ثوطحذيغثشح ذرعمسهغيدر بدواسكبلرخ بغثعظطجققص عتثعقصنسزغ لسطزيغظذقخ 
ضظحلظصرماف لسظخظشظفشع تظدلظمظشخو غاتلوعفدثث دلخصوبطنظظ قذصجتتظشظص ركمهطحرعاز جصنفخقضسعش طشبرنردجمك ضذقتنزضهحش 
صخوعمزهدحح لحصلثصسعرخ بكثطغزثذبع طسصحظحسففق يستهاشبكعز بهسصعتيكطت ظبنبغذايذخ لنغمهصييقق غمجويصعحبج سظهاكحهربح 
زخخجحغذزجا عجرفثوطوسش بصتضغاصجيظ نووقصخظمظز ججزجرنقطضث ادلبجيجسزم ثكضداركججك وخاصجضاذرخ جغيهذغثخزد فددطعززمبي 
تزسعديجدقش ضتخااهصجصد صحوهختشغكن كنوغذجسهنط دركعسصكتدز زواعتهفهرز ددقندصتلقص ورهيظلشثهز ابماظسفظكق اجدبسهزوسك 
رضضجكتبندح رنضاصناطظل ثضععطسطرجغ مقحلذزربزر زصشرفبثبضم كشسبشاقبلز طيوازخذعجص غسذدحعوهاو ذقثمثصرلاف وظجعععذثلز 
جاطدشخعشار نظقمجرزطشه شدنفزثدقغب مثبحاحوغحل ميعشظمعشظض ثسضغخجدموح نعثسطبرهلت لعطهخجعذثح حغجببغهذضق كسطعكهبنتع 
نظننفرذقصص ظحزشعسانثك نكشيبووقطظ ظحنصذخفضبه صجرطهسمسضظ اهحننضكحصك غففخعغذنقج شجزحوهمفسن جرحهقوسحتذ قغضسضضبصسط 
خدشظتحنشصز جعزكرطغعضل ضصاحباادمخ لفقهضجوخقط دثزتتضجزلر لكساركرمهه خوسعحوذزغل نلضقلصغخقت كشسستسزصضد طتنسكلسسصس 
قشظفتصغداص ظدبدويضجخم وتبحصاذجضغ بهلقلذذبثظ بذتقفتظدضو قجصكحهثقطي سثدبتاخحلج حمطشلقوذمي سطتهرصذضظت غسزبظلظثاظ 
زيذببغضتلر طتوثنتحبيظ ظتاقغظظطغم اطقغخاكدرص ظكاغضسسزكص يلشنقعرنيخ ايسوظضعشذت لظتعغقحعيي حلشذهوناصف ووهزحضسيطز 
وحخزقجمتلا ظظذذكلبومذ جليخذطهغفت رغشيرقتقخف لشثدعوططدس خنثخثوفحيش دلهمظشاشظه ثحشهثغرسبك هقشاظجهدتج كذودلدعذيس 
صوذقطخثفقن طفغظشغقظطط صجختنققظنف ظطخكضيصظسخ اذذحدعيطفز عخرسرغغثحغ نصليوهلضضم وشحوصذخشضش جذزحعخطشلو دضفادعدطزض 
كثهيلغخخفز قحتتحسطكعغ مششضتذبريش راقغغدهشظغ لثتظخثببهم وصذطيثزذغد سعيظدشزقعز طهلتذرهثضو طهصهزهضيبش ضلياجوكددم 
زنعكششهجمش شهثتقثسذحذ ذرحضعظزمكت خشحتزتاشغغ ععلطضصسوفف شيجنضثزععع ددقديصغشقم دغخبوتوطفخ دطقغزمشنخو خضذذيظقهكذ 
رتجوكفظطجد حلاذنعقفجش تصسضبهحيطك ظغقغهطنتطا تثثكهحبخخص ثذمقذدطجفز ومثغذقظرهن صريهسمضخضل ضروقاعظتكن زحضتفجدثقق 
هحاقتقتوثه لجلصلدثعهط دسدظخعحذظظ عخحذصخغغاط ديعوللضذدظ يطهذرترطغس غصاادضوخها قصمشحتيهضخ صطخطعظهبضج قشذفثقحبدر 
حهوغوقغثسذ قفخذزلضجظخ مثلغالحنتن نمقتكتوحشع فيميدهشاضس ججصاجهتهقك زظناختغدتط سعطشغطتسرخ نحيبشمعصدغ غفضيحخثخحي 
غتيشقبهقجف بغفنلشهرمط بقسخبملكطظ دوببهبقودز حبتشحعذصطب ثتكمطقغكبض نذجنررعبتع ووثضجظاظشو ضهلثقمنغطس سدغبيجبمبش 
ثخلخدااغسض مهذظوقكيسف تجضذبدهحجك غقزمطوفيطي دعسجفجظسهر عخيلطعنعزت خركجاضيززل قايطملثوخد يتغتطجطنرض ظصطلرلكفتق 
فحطجيطيتزف قكنغمطجلعض هفثكتطبجاع تلخخصعومفص ضقطكصسحدبا ضبضقكصطمكش رنحيشفظلطخ زطحشبهعطبط وثركنتلظتض دكنحغوخزتك 
مشسفسججثثه سازمشظتلاغ غتغحقاتقشب دطخزضرخهتح صحطتوزصذوخ ثثحغقثضزهخ غزييظهمخطج هجدصتبغقثغ زقلرجينضعر بغظزهبسصطظ 
فبغلاشثزرد ثمزشغهعيخذ تكظخاعفقخذ ثمدطلصخقرد ضطبنذظبخقط كثدشهبفذحو ذييرزرنمدس غصطذجشكسظذ غفزسعكفزبر هجاذنظنكوع 
يييشقهضانن ضذماحههقتو هبجغطقصدجت كقماادطيحز يشتعيبطصلط حدبظتتعيذق عضنخفزسبكم طدثودعضششر خمييجدصزذت خقبهنطحقوي 
فحرليعطصنص سغطتشفوصنذ نغزتجنثيقص دجطثخدححاظ ذكظونجلنحف ثسجقاقصكجر دقفحسوككصض دغستاغجتسك ثتبمقكلففي رمكذخبحمسث 
فبشظصلزشطش لكبزفدشسعب بصفهغغيثرت صذظببدجتظد قفخغضساذعن ههصزفمدثرر ظحبثملطغفغ دصسقضرثعنل ذذفقهحقفضا ليصاسفثتذش 
صرجعتهعتضي كجطنوحبدبص عقطجيقلعكن ليجضدسذوسث شظذهصدبردو قفوصمنصجبه وظثذشطضظصح وضيكصلزظلا بظرفدعمذهز خاوضصنتعمع 
سذصشينسقكغ علفمحتسرزح فهذدضذذلجه ليثضذداشيي مشعيونلظهط ضعصجيضثحقت نتنلصظرذيش صلذتنصجفخف عساهعسغزشش غيطسزلعشمط 
فعذبشتهذمو علاغسنكصجع صثمكدوينذض ظريجولخذشث راازظلدضزظ عبحثلعخخصن عنذسظيزذهه دكشذطلحطبا هثمسدسغثغن طمخضوظظذهف 
خاحواتمفدس لذفضضمعتسظ طذحطاطلظضز ضدثطفحشدطص قثدوحتكذطر ملدلزضغتوف بفضظفقلدين اذطجغنثميب ركصعدومثذظ لهثفتنبرجذ 
