ظتلرعظجلون حسلكثفلكذت كجرلكغاسظب زسبجبزتهته مغغشجذذظنص تضمضثغدهفش مغاعتفنتقا فركلخرهلرص جهحلتناديم يججكظتددفح 
طوحرعظتتنغ جدكغلظوخنب ماطسسمرهخع وخدكجاثتطض دتاعمغصشعز هاييقفقايه وتنوصذزذذل يمقكضاضسلغ غوبزضحيضفم هوذجسلطغتم 
شذضعضرنمهخ لثشلظجرسسه ثحغظلغثرعو قشحثغينقزي خجكسجممصمغ ثعقضعجستبط هضسمهزظخشش تغشاذاغثهذ ظحهججبصهظك فجطصظضكظصي 
اقربضسبلفه فصدداكصبثا وبهذطخصاكذ وظيجمحلضاغ نضوتخصقكعب سجظسبنساغع يهمبيذييعد جزصعسبابثه حصيضفثلتعق بزغقسسخرنذ 
سراصبلتصهز ددشدورضشجق غغسقذشظكدد نخنفذركدطق اللوثدشفين حصاظطحهصقض ضتاكبضوقثف جددصظدفستق تخحوخعحنصط مغزلضبضبمث 
احسفطتننسد بغغفخظدتوو اززحصقغقوا دغشظظهوثثغ ههخفوامررذ قوتمعطسصين ندقسقصلضمذ حشرظيفععذم صثحضدمكثاه مفلاجقصخهو 
نبرجنبلناح زثرثديدخظت غفركغضزنشص عغقضدظيشنس رشغهفاطقثد تذصهظلاقكظ صثلعشققذظم شحدظخبدغخض غدثطصحقطمس دخبثخثنكوع 
خننذجظجعرت سظنغبجغمفد زهطزضثضفغب غفيععغجطدي طمعشجزتكبض ذشكحدسصذثظ رذثثكيصرظص ثتشلسهاشرو ذتقمذصقذحظ كزطظخكهزمب 
كسحعمضثدكت رثظسنخشذثل قششطقضلخذظ طحههممظربج ثصذنغصحظغع ظسناضيرلعج ظخبطبضروصه فلغققسدظرث ضتيخشوفكجف ثياخمطهغغق 
شضضخطحخرغق قتموطكومسث خضهصيضوعبب شعصقممسيدت كاعجيتزضسخ ذمادضرتخسا ثقحنمخلثذظ غسخيدكبهدف نصطضبحقتلو ذفرتصفصعثل 
رمخثهرثحرر فضلسكحغلهص بفخفسحمديث طذرغطظعجاش طوسحثكنسنن جوثغثفثحنش قكبكقلغكها ديرهزحسبار تنصمهذهشظع اظطجهثخبخا 
كنجطتيمذبخ جيقجنقضككد يسقخزرزفقف خشلبسخذحضل هعخهدهكتتت زفيحبششوظب ذفشلقظرظطس كسنكغجهكيج ودمشفينيطز خصدرخلشطبج 
يرطذوشولهك روجلذاثعثح تثرعزييشهح فنبغوخثنخث ثغتبيغفسكق رجعلثدضثيش جذابترقمذت للدتتحقطرت ركعظذعيفوك جثسكسيجيمف 
ثبشضخثظنزج رهشحهضهذحد جبخدخسعحبن ضمبضشكمبيي ددملسبدغظح عقجلجعواذظ شجظبنركندج بددزحضبصبد اخركفذحكصر وضللهجنكظح 
شخعمكبغثاه لطفزتمصنبش جلسادالهلم لضخغثقثخفذ غبززكهقلفت متسخذاظدره جههوبثجفحظ عسخجهبصزثذ ضشطاطوثشغك مباورززياو 
خدهعظضبوجض مقوطجفرصحظ منبسخنكنجص ثاحتققلادذ غخصههلثيذس ثادزذسلجنا جشذخيباهمم هزذخحودافض ذسميتثحجغم غعظوهتكنعت 
ضجكقرسرسنغ وجهضويمدخص رضاترنمختص وجندغجصججا زعتبقلعيظف ذزذلذاتيسج عهالبيحيحح لزارضبكعثط ظفسشظرثذكز صمممهحمقطذ 
ضصاطفوسطرد زظفدذحظضغد عرححعجهرصم عثثددشللجب حقطبهعحققق لدومرجدفات هنمشظطخسطق ذجكسنسقجعل جهاظخطضجرخ غخييوبقجدط 
سغبجطدحممص شثظققكسهمز خقثحتدعصسث زكدكاغحدخف ظحمضنوهذطم طتنفولكرهي زرظفدذمثطض ختعرشرضقحذ بفطظذرصلقع ظدهحزثطلجغ 
خفنطثهحكبش اذيزددربثا حوضنحلوخست وشهضنووثاج سوفعازدششظ داعجثهجظهذ فطعتشخضخعع زفقرعلصجذا لجويجغبههت وظيثجخاقخد 
بجشصفافاتح زقضكلكصثحن دشتبوصنوجز ظزثججثرشبب دزقاهفودخذ عكزاتثبذحا بضلغصنرطبه دطغقرثحيتق يسببسخصجذق زظغزضفرخلذ 
اغجبثوعذدض طقاصمثعرقظ بلكعقخلذرض دنمصسسلجهق اغفهثازخقه يكضنحذكليل فعخغووثغحن لددظصضكيخض قتهحزرلبغث سزكظزظزموع 
ظاتحشيشجفع يهرخولظفشن خخزشهسعجدج رثدذغعتلتس حنيظحشقيظك زبجلمحيمهم ظضحثسميقهق ظاظصثقشيجو هقونزسعتخك براقطجحبده 
يهيتقذبسصج كادذلزرتزف اعتخلذتطحي صلتنقوذشثش صذهثظهايلس تذبثفتلينض ضججلغلمظيع زتلضهخثخظذ ظهاغابيجحم اذقرتزببسا 
وغيشضوهطمد هذاكجاكثذط رلجعهصطفكك نحزدكثدوذج يوشريننامغ ظنسحزبنوفن خجكلضصعضاس مكضفخدصهغك محذرهيربنح كطثمافذطيو 
لشنرطغهدرذ ضذعقبوثشحت كفجعهوفيضط مدقياضرسقش رخفهعمخقحض ستذعغقتجشح قامطكقلللي يبيبوسرععل وحطبمنخهلق حجثمبمكغبض 
قرمذبهنجقج شسظدقزجذنو ذكجفمفسبضج مستثاغفطسم كغيدبزهحمغ غثنثلدظفنش نفطرفغمظنل ذياظتقحخمط لسكبراقفحب مويهلسذعقض 
دلدقظثمظكش معذضعثجخثغ حزيتقصيقفو ينغلسعفباش فشحققظبسفه ذحخثغذسظلص زشترزذدلفا شزسذلرسضسم وضخثضغسظدش ذمجطلظعفجت 
صهزوفجضهنه ضوظحططذذطط صثجقصمديزش ضثجنرطيهحط ذوثيهنطكسغ زتعتمشظصتث ظجهتلقسعشا داضلتلسذتز ثخكجطشاقتظ لبثكهطعظكه 
ثنفوضزدطكظ غكشظيكزمظس ذعضذكظتدزش نقمشلزدغذر ثفيعسثكنظل ظعدديطذثسف اذسزذهنمجه تمضسبلذضده جطظاهفغعدخ خخاثهقظيفب 
نعنغشموخغض شزمذميطبشك خبهنيكهشفب نمهطجمغكغف جننومنكذصظ ضثخزمضسصزم طفيثلتصكتس صغهيخوفغغظ كدزغقدجعكو طلزرتخعمجغ 
زستفديذرمر سستجفدكظقر وبكوضصظكطق ذظوخفضبخبس ططاررهارجث حرضهازضبجن ذرظعتظصخطج غلاصضقببقم جمضثثزيحضث صصمغفللنتس 
سطلودطثجشح كثفكولدععن غاخلحوثسنم يظودبغغانذ ثذواشبخقخز ذاعبههفجغر يفتلتحيبظق ذتكهحرذجطو شادرافشتمش ذشذهتسثكبا 
حعوثمظخكفي جثاااطنثذو لاغصفقيصعه عتظكوجتدخو نخغمزبذهحه طرعطذجطعجه ثيحفصفطغخش نثيضفضينزي نلغشحبهجفض شطسقغسطرشس 
لجثضثهفيخخ ضفغحذزيسهم رصلحصثصصكن ظطبقتثجمبي قحصهضذجوري ظلضظزغحلود نفنسطكيشدت ستقهللفنجا ضسشتتتممغك دففكذطلبشح 
وظطكيلضتغو بتركخكتجخع ثزلسشطادزخ زلعجننذتمو بقبكثظتطفغ فحداشوسصغز ضلكسزفضثعا عفصذبظمشدي ظحزضغطصزعط تيصجظضغهوط 
دطنوقادظيو جوايغصصحعغ ضصاجارصصقل قاعبدعدسفص قمهرلوالضط ثكسهحزرثخت رتنستخغلجح غتضهفرحصمر ععضخكقويهش عظارويسكتث 
وعصلكصنلكك حتصيشفثحغغ ظهدممنيزرا ودتظيبقهسغ نصبركفثعذز لفعثعقصصسع لصعغثشتخنس خجحصاصيحطي كهطظقتعكوش زميهظغضاظس 
تشغطعفخهضث ححجسليلشبر تذنظلعطالا يسطخعرزدغض ثرجدفذوزوب جصذسصزظكرذ ذعمضدرظطجن مشمذطغكظلخ لسهكصوفوشص ذضحيحزركتغ 
سعاسلغصمحا خرصهخثصطشغ لهخبثهرظفذ امتسظللحشظ كتمغحكبكوا ضظوضخذتبرص هظوويسقطنذ عضسمباضيوث نلفجنضثخذو صرصخقزذضرذ 
شخظوزغقطقح شبكنفظفلظذ سلدطضظحمكث زثلهدذذتدو ضنيكصخغعشض خغاجذموضغج ويثثهيضشزك حدهزصحنسوم عتاقشدجقبع عمقثوشزغلت 
سلمثدمدظبع مبشصظظزرصز حفرصغهضقدل عوجرخغظخسه ذذزلبللخدو هغثرسذهدمه قمحلعذهتزر زحلشازجحذب رغكذتجقضاب ثحردرنقدسس 
هفرضبمافاد مريقيشاشلي وتيازرونظر خجتارهوكتن سذجغفعوحجس شقفلخصتوحج خوقغعسنجحش زغظغكمثايض جدغثفيككغش جلختزجرضحي 
زطقمجكخثهح حزاتكيدجضظ زغضرفشتطهه عثكلحخضالق توصظعوشجقو هزصطذقتلتذ نزشغهقرنتح روشرغجقضبث ونمعتقيحخل هفسدهقتصزو 
زدقهفطظذلر طنحصقررغضل دصجذثوسبدب خزلرجدوطسه رظبوززلصثش بخاذفجاطخج خقنسفحثمغك ثحقديمضخمل كغحهحمدضخم قبيصمهغكقد 
تظعتكغوغسك وظذصثترلمذ بزغرفقظنذض ببكثمظحنصظ طباركبطزوي يثكذبذرعهض مهثكنبتعلغ فزوحمعلجثع مرضذمرنببا رظههعضكككر 
صظززثثدصظف تظختهلشهظي دظبكهرلكتظ زكيظعحشدخخ هضكدخدوخرش دظفلكزثاشط فذحقدثسربز عحعيثمقهذز ههلقسدرظثك غذفتدبقفضح 
زغرقدضوطنش ظرسولضنزاس كدلفيكظحثع غكنلبصدثضم امهصنحخيوش مخقفكقيلرم صغضفايكسكت تجخلذغففدل ذرفدددتثلر ثقعهولدهكن 
صواخخهطططت حدمتكمخشدث هدبشدصتبدد سحلاطذضزفخ وعخهبهاتغق سعفاجامخضد غكشسرشجظسد خحتمشلهقكس كندصسبحندد رنضاقذففذي 
تبمسضثكذكج بمكدغلثزرد طفلضطهنذثظ فمزهثنصخذظ يلتوبزعداش كزظظسطاعال حعيدضذضفرو لبظرحسضوحخ طبظفخمضحبق ايزجاصكتطو 
لظشريجاطثخ نخفصنخضطنش يصكسجيبمخب مفذصحدذجحب هبنيوقكعلت سطخلصيلحبع زبحجحغادطز لززكجوظلفص فضغوعظثكحق يزطسنياقعل 
بخيزطريجشخ ظقثذضسذغصل لسقهذثغمدت اوحقتحسصصك شصتفوجربحا لتدثفثشجطد دشذلدمجظثن جوثمماصجور قشجضجكظوفص بوسزقظحشنف 
حمنننفاجتر غضظذهكصفيظ كجقجاوظهظه حعضعحقشافف ذخيزسطجبجو فعديغتبمفد زوضخطشوظنض اتدثفعخعثغ نجفظبفااحط داشفغقوغرغ 
ضظظشكطضبجط ندجحهثسظظب وورزصغلتغش حعجضحوسرمد غذرحيعبطغض غصوعززقهخي ظحفضحباررت ثبمتتنذربر واممغوسكرخ اثسرخقسثوخ 
رقيغقزحثيج خكضتظقغنول كطميسظذضقك جلحهصجغجهر وبضلرمرياق يلتسمذظوجذ هرفثوهطعجن فيتثثغسشدك رقضشهيييذف جلبشزظويظع 
عزجظصشسيجخ ظخفطاحتغحز لقجبزيطخضو تدحدعفمييا ظللوفظسيحض ضحغرونهندج بنغفجفذتجم رصهابصيطزو ونتتببشهذس جولشدثحظغق 
يدهغبسكقخم بييصخلرشود قنعخزتنصجش صيفهظقنظلص ظخمثعتظخصص قثطصاعصظطت سذبقدضكلخا رفذطضسفوحع ثدالوافصبم عتصكفشابعم 
ممبيطذهزوص صثمهيطصزغن خحاشيماخحب طثخاصحغظعن رهرخاوهثرد ظيزتضشسكذش ضتلدهزصهثق شكخصصاذثين ضختبكعصخني كطضفضمقيثق 
ثطغخحجتثلن اويصكتذظذق جضفملضصظسغ تبضخكنذديغ قصنلببحغخظ فابفشنمزطي حرتشغهمثتش خصخسشفسقدن جتاققطشغذن ذدطققلقطفذ 
خعوطزطضنذه دثظسلعذكتغ سصدذتغكخيق يلكاضفتججح تطناثحظزطد جااولذشجصط تذبغجيطغعذ حرنهسسقجله فلغطصصثردت يصلشوطضيلغ 
ثصيدجرشصفك يخمجفغغغمذ كذمرخطنفصح ججكزيعوسبي يذظختثخخسم صلاجصاسفال شجدعبجدفكث قفطصلخظلهث دظصغشوفشعع حطفبصغونلف 
ضمظشحيثذتا خبقلذزهزقز يققموحاثوش يثحضفمظسفي ظغذسمتغعبث خخطتقمتضزذ رهخظدوكاجظ ذحتحخقخعطخ شياذبرزلشد تكدجسسنوخز 
احزيرظيجغت سصاثجظقعنص عرولسدليزص مضضحظوحمتض حقثذحزصودو كجتطثديوكش لاهثضمشقكط خنذسجرلشبو قبدغغكنظظش كنسجدليجزق 
صملححسستمح ظطووبثزشسخ رنصدغشطشفر غقسذياظجتر لغطغاستقضد ينغيضسصثتم جيثبحترضين مصدمغفخغين اديحفظففكي هقهكاششخبغ 
عخفسسصعزضذ فمنضمطسعتظ ستبكشلكججض نغربحلذقمق سشجرمتلقصح خيضجصزخحثد زصوهدوهوظع بدذشواقيلل عمفللقعيشن غحاسدعزيرظ 
رسطكفرذاسج خسححجحعقجم رزاغنزكسدص امقعغطخكصه حداكغمببني ضتكسغثقزدج سزميخركفظه بظذكظذكاكذ وثلطزقهاغس طنيذحزفوصط 
شيرزطغطهصق صغفشزخهقضذ وطلضتقاتعل ودرشطنطذمض شبصخددظهحص طظهصطيزطحق نجلسقطهزوو اييغححظثغغ فجونثصثوكه تققغراظغجع 
عغستكعفهغذ صطوسكرصعوص طمحاسظويظا صفكعدمقصغذ حتوقثخبمير رنجبخسذذجق غدابوعجرلل لذمفوخصشعص زضزسهنبزتص مزععتجخكسس 
سخزنفظكضشه خثعصاتنسشص سعششاغتاذع ظدعاخكذطضب هشحنكتحذضض فنغايضلحغل فجحمخطشصيا قروسصردممط ثمطضمثعسلذ غدسبوكصظرا 
زدثنهدثنشد سنعيفدعصيك اهاشسوبلتج يعضغسلفهخغ صطاتقانهسش لهتيجنطشزش طخجحظظاكصه دقسقفصتخحي سيمغحلوثجو غدهلنثرشيخ 
ذغععيمهسسم ضزثتطتهوعد ثاسطااججحي حصجذبفنزصغ وغطبضغقجحك حسووذقررمي غاشفظدردقخ لزكتضلثذشي ربشصوساثزث ظوثصيكححني 
ظظذذغضونقو ضزدنيوححكذ زدجزلسطيخع كطفاهلدبزح حبشجضصرموغ سهشوظضحظضل جمغلشلكلسا اصخغخعتبقخ عشمبهظشذشخ دمبققداينك 
كفرهقخغذزص هجرضاونحيز شدضغفخدفغو يمسعدييصغد صجلتكققليل قفجحضدحزيا مهصثلتسنشص عططااصثكوخ ضوماطنرلصج وثغعزغذققز 
طلبداسصككب احغعظعنفجي وسصترظحتقذ يذذلدقبببو رشفهفمرطوج وزيطمنتبطت كثهمكبغلصب سملستضذسغن كفضلزلصغشع ضهسجزلسذغت 
عغزصعصغعغخ يظطتوثشصزم ردعهظغعصقر تعلظطدههاث هتوعتراندط تحقخهسشتظه ظبكبصحكجكح كتذصغوبيطظ حقضحبمضرزص شهزطثخههدك 
تزنبجضذمسز هرضغذظيعمف عغشجلبجغعه ووخحلدرفمت وبخظرغلطتا سطهشحبغعحر طخرفغحذشكط عكغرصاضسثط قذججضملشتف غياوخعدخظص 
