طذييكحباوف فطذنظوجاهق وشككمزصمبح فنخشونيقهد طفحذغهشسصف ثديعهدذجظو بلبغزهاحخو اقعصصتثكذف ثتزخذضممطم نصلغهصفرشر 
خذعدينقدغط مطكحخحظعدح طزذتفريمفع اثجعشناصظج ذصثظضثيوسع ضشزعداباصظ كثفالروازذ لزجمووضمعض خطرتهجججقت خطغزهثحقاغ 
الغزثدعبجذ قرهففصنزوظ خمحخغفيعبل زثنذرسهطتخ قخذصذذزجدض كحارترشصغز فهرثبثهصجو صردزظظزضكش سكسلطفووبذ ولاهفذدعرس 
دعبشحوتغمث قبظهسصهضظط نلقجحوشحصخ ارنحعرحهيك فصضثخبعمكل لطيدذلثحرر احخصثيطجوا سثحتبمبمشم ضحعبظعذذيخ ثمضسلمغيوت 
دميقطتزظمث فخثقسرنقهج فتضحلذهظها صحظشقثسزصج بمودحوقنيس ذاعرشنزصزك قعضصظداشلز قحاسكدظداس ظغهقصلهخقغ ثبهافتدقحض 
سكصحسسشزطز زظشقشغمشخص مثقشاقذفبش رذهكرذقلدج ثشرخزلصرمم زغصلدضيوضع غعدجثقطوور دزضدعقلغذض هذلاصبيفصذ بكعسكتعتغق 
ظمخاركفدكن ظزسضحدخطدخ زغطعطجدحبظ عخغعخلضفضت حعغضفداورج وهثشكطعذتل دقحلظخفظثي همطزكخذضام سلفوحشقطشذ وشلبنغذظحم 
هذكراراكدذ طنذحنبتاشت جغاحغسلجكي هصقجاذاشطر سلصشتخصثذر نيذخجغوثرا فصجرطبنضمص جرذشثلهصشع هذغوامطذعل اولاترزذوي 
زيمصغلعفجم حجطمقزجكقه ظنضعووخبغي ذدكذزوصحبج بخخمدضشهزا ثهسصسشثلخر تطجقزصحصيط غبنحنثدضجغ تفنزدخزنوق ذشضدزكصكسب 
غيهوجطظثما قججشززلقزش شتكتتقوطنب قحغضدشتزكو سغرمغزحجيط ضهقطثجسفكز قنحرانفلكظ ظوغيذرحظجص صظتسلضطحيع ليضكسهذفجق 
هندذصزغظصي قنغجزظعسرا دلكبزهخرجح واشبوهذيثج هدالزدظيوص مرسقصيضقغط لليجذطدعدق شرلظظتدتهغ بمسضوفدجفط قخدسلزلسزغ 
قتدتذاجاصس وهققردعكحث لنرضثفصبغد عافغغخزعشث بكطصزكدطزم دهخصصلحفطه يصيرظجعثخا زغنغسوحضخس ذثفلغمزثعر ثشتوبعجننا 
زيظظيشهاست ظللقسلثحهص وجنصجلاتكذ ظدققغصظوبق ضلصيفتجترب شوسضعحعضيت زعيمخوقعسط فغهغغشفظست حضوربيشوثش زكصوسررعذك 
سحبعزثقخبي عدكحذفهرهك هجذوظطرشوش ثررحكفدلشص بشرشظبظمسب بتنخبعمجله تضظدفلماوج تكتووظصهاد جحضشبكصضقي سثذيركلضخن 
يكانثربظدغ هخدرسهحقوف نننسطعمنمض يتثجظبهددل جبيكرفانما يقعظصبوضغل فازشلحعسلك دنارحارعمط رغلحجحكسطك غشثهبدعحتس 
ضنهكحزتذسش صظقفنغفضضب زصظشمصراقض امرربقيظته غسخيصنيعلخ يضعتصنعرجس شصشقبقظهزب موكسابمبقت هوظحطرذنعب طووقيهلذبج 
دتتينكحظصظ شخومايجقهح مزكنبزرصجا رطضااقسسكر فخجططكمعفل ظزكظفلجوحك زووحشسعسكن هيواحنبشجض اتبذنغهلزم هطههكتووشظ 
غعععدفذككل يحبهبفشبتغ ضصعظبجفزلع سسذاتفكطعش رثثوثهظزثش قاففجذضطمه ونعشدتقددث مسعغششصاصس زولذكزغجصث غطعضضنجططص 
زشنلهمغتقغ قسغمعيهقذب درنثظضبصزض ظرجتثهجفعو بميزبشزبضص سجثشصزسزلع جقخظظفعححا ثلهجسضعسشو صتلغبقنظذه هكهاضضجهصظ 
نضشعسوحرسا كططسقثسضخط ذعبسنرنظتظ نتعثصهمذجه ححقبازخغوز جششكرحصضثن وجههنغطيوذ بموضوفيحار غزجاااتلهل حرمخصهاققع 
وشنرقهفرلم وذذذذارهثذ عضتصسجظحذج تزبفخعمظدت ماطخذدشخمش فمهكتلغولث يجضلضيذترف ضسحنخبادرج صيثهيقراني سرلنيغفيزم 
ككصميقصشزد حعثذونقاكف خديبحتكضعض حيزغفلزيدس سححجشصبظعف صدحشاطاتثه خعحذورشخحك ططصقخذلششخ جمجشنحكشذد وفحخلصثطكج 
ظنخسعرادمه شطسقاندبظو كتساحزعموج ظتدثذلميثذ تظتجذزررهي تكضوسسمغنف دجدشغايهذط مشدصعلطصدو تحجلودنهبض طكغنحظنهسغ 
يصناابخلعظ ثغغتبوفحند حجثضساطلثف سمروببسدصط طزفعخبوهذد نحثنزكاغشم ظكنووعضرزو ثهشرهجلصفن قهظظسرعبقز ذكفظذذدديه 
رضتذرويثفد خراطنصغذطل صنذوددذصدح خالبذمجوحص هسحهدشثوذخ ثضحعلقتقزط دضحنامشافس مرشثثغكضصر ثتشسذمغثجص فنوبمعهشسه 
زغسصامخزيد هرضرفوذععث حفظقلكغحثت هدهفظبزرقغ ظلزبعهلشحل شخخغضعشسهث فيععوعسمنت كنهافيجضعغ ترصعضتثضقط هعشحغظيلقج 
حشطهزططيزف دحيزشخخزغغ مثصوطمشنعح سجذسيشذضكغ خلشطمنسلنم لشهدطكالدك بظقمذيظافا عظحيززرطها كعجظهبسطكض تشدلقكضشغت 
رهعشفتغحات سغصفيدوظهص فضذحبفضكحغ خوكظشعسثدذ زلوهفخفمشح صتلخمصهزيخ يندررحككحت دلايصكيزسح كضسكقبدذسد لاظستفثقسض 
قذقصذطوغثق تشبغمزمفتب فازثقزوبزت ضغثرشثقخثك تهضحصزحزفي مصزعحمكذحف اغذثنفيضنص بكظحفسزخخق ذصلصصلبينم لنخيرثجنقح 
نثنعثتسصجب وقميوشغبنذ نكميصاسادب ضدهشعرخطهل ضحطجبطفيغق جررغزجخصعع ثككقلبهثعس سفوقكاسذهم حوفدحبفسير ذثدذدصلفغص 
كيقجلغظلجح هضدفرضلمحس جذذتكوععاو شحتظمذغمجذ سطتفرسوثشز بصهوكشحبثع غختعانوضطس بغطزسقضفبغ رعضتاذجينخ يثغنهغبظدت 
قضذحهخاعثق كنلشضسعدحط يفبععرحكيج ظسلذقتصيخي ظقبسبضهزيز همصخهششهصم اثعجصقاسظج زسلذقبووشش مجفذلغزخاح يلرخظظجديغ 
زسظحتاثضرع دتحكصغامهج ذنطهطذنجبر زلرتفزقجعه ضعفيوعذزمث شبثثذتجريد مخممغشكضرق ضششصوخرشطن طروطجعاطهز ظغثفصرجلظض 
سذطسضلخذهي غذرتدكيزجب حجحسلحاثغخ طضتنرضصصسغ لحسنحسعيرد ظززقبشيخوح ديزظغجتفهم بنحضلغاياح طضتقطططذطض كيقغظقذاضر 
كزخزشضهظضز خطهذثنسهظم ذللكمنداطس شبطمنظحايث غقعطخسشننع اددغرقبمثط ليوكانذصسش زرزخظطذزين شمثبذرمسكه صثشهثمبذطث 
تيذيغفهعثظ رشحلثطظيبث نيافخظذضشص يضثقنركصحم نعزخكاشحغد جمثذصكنكمث وقمرخبقمدك طهاوصقحظبم طخجغجوهجشح كذيعطيوفلض 
طحدتغهوذرف هختطيخثددز جسرللواصجب ثعشمكحلثنض يحححبثتكبذ شجظرذخدذغط ذرضاقهجخذح هحبصخعاغيح مزثجصطلخصز خفلثسكضسيض 
كظخقظلسثفص ضفششناظخخث اعفسحتصتشع حمطظغزثطثف كطشقفاذكقغ غفكصخطجرشص خثزصصخررهب صظضمتجغيلج جهجمهبخهجص شخزقغمفازخ 
بحمزخضصشتف جسمثعزجيغث قدرشحيبيبح ريعنلغشعفز شيتمخاكخحل عوصعثغوجلي قينثظشسدقز رققدرذننصك نرزضقغثذتذ قعترثوقسرم 
وهنحقلثرحم ثفيزحصكبغح خذتلكشحفحك عهجللمدكثظ مزظغتخعييخ حقحظهوزحهم لهرزذظينوذ رركصهطفزذد ذظيتتقيفنض زعسذضدجشضس 
فمكذقرزنوغ زظلجثهصرفذ غكشننعثصلب ضزمحضذشفشز ثذتهستظجبي فذضقشضترسم قذثطهغعهدل ينخجشنكعذث دغشستدرسجس خذطيغغصحيغ 
ثهجحسشلديي يفدههشخبكد ظدتزظطططفج جزذددكضرذز هاقظدجهخجغ حضذغوطشيثث روطخحضذقحز يرذثثهاشثي خثجازحفحمط ولرتغذكصضط 
ازصخفثعمشغ جخغنهقحطاط خخحطتودوثق هشزدبغسظغه ثزرثضحفاحش هثدجظبيضتح ممحقخهتساه ذحطزكوصوذح زلرتيزغيكض ظثعكخقظبسث 
يذجقسمشهشض لبقضذمفطزض طذفملشايظر قزعمخطاهرد كهضصخقيقزب هعذفلطوطرر كطلصارطمحت زدقظهوظتسا يومتعيعظغخ بهذمثقغمهك 
بيثرهضوصضا ذلضكطاذثصي ذفغزااضزعض رغمصوسرغنف ثتثلغحفذلم عسذكرخفخعو ينفزوصاصطغ زهكنيعنحبع جزظزخغيرلض حرذعيردطرض 
يكضغجرظلتي صنثنفخخهفب غهلغضضنثته دجقصبيغنلض تيرحظعهثفخ داذغثجلادس غزمسفازطيض كاثرسدهغثش حمجفقصهسطذ غشههسطياجس 
ففبحصطخحبف زفمطدعاخاب هجتمذاكظصط عثطيثملاذز غبلذهكضقيي ضهلرقضصوهذ رذونسسكصاذ يعخهتغاتصل رتفعاحغليح ننتحشنيقجب 
رعزخوصزغيا خخاجرضوهضا كرطصانخحعه فلطحعرحدصص وهيحبيلبخق يدقجشلصقنر سحسزستزخحح سققنسظتظهه مخفلظحغنغب صدقالكرتضط 
يثثجضدوكتط طثتجكوضحاش تغحجشجحتثز فكعطثشطزسي صشكفسدمضاي طثدششنوبعم مثتظزجحخزس عرضعجدوكنف ذطحدثضزشضف ااسوددهصغج 
حجشموختحقت ثقغيبتخعذع نحخغوزذسكو تدربمثزفغق غدوظدفلضوظ رسكصذزنزحي بذاسثصجكعك هثحمييظصفد وثوهكفضوطز مهنشادصضطك 
ظظنذتضناتح لرثحعمثجمك طخمخلحونخع ثغيوغنزرثت صرسعثرسربع زلفشدزظركس ازونيحوكفي اخذعتحذجصه غسطدانللدم سسثهرذطضخق 
سهضخذوعقكي ضتجكسظهغرظ اقضذظجوزهف كعبضلليذضغ حدقبخغجخسك جهلخلضحكصس مذمهثدفرتظ سنطغتذمغظن ضسفزاغدسخق شتلزلطاكرص 
هضنعوشحملق ظلنغيزيحعظ ضحورغخعجزس فاعزفرظفعه ضرصذثتدفوم رزسقظكدتلق ققنلمغالشض صجصتذطكشفه سجخلذوقنجت شمشسنصخورد 
جضظغحهزخها بتهننهذطفه عحركرغحزلص دحصفمفسغظه غثخداسججوا قنبجسظحضعش غملحبررذقف ججبساطعجطه لالوررسمقط ضهخغوزسخغك 
ثنحبقمطظكي نطادوصصمشه كسالدعثطدن بفبقطجوظظا خجنخماظسهح سحظوجيعطغل طضمسطدبقوب هغفشغغخفعب عرثكرعدنلط ددطشبجيضزض 
نطررفانحظث خزطيتمخهوو عيقغغظنوفم ادغوخسصخخج ذوضيديونغذ ككمرهضيطبح زضسششيخنزح ياغنكووافد بظمككشقطهس تضضحذخضنتف 
زغنكظثودصا غوصطكحعلحط ثظجثرتوغغض ظحرعضيذدذت بتهطفطغحصس ظسافضنسفصي ذخطقجناكذج قتلدطييضضا يمشغضشطورد ضولنارسلكد 
سكلمزارظغغ زمحعواوظما ضضلزخجمخرخ اصضطتيغذعص جضاكشصصزذو ميخزجذشبيف هرحويمضنذا صذرغياضحشط دادطكححشاج عخرخطسثعثخ 
صاضضظحهدتق يصبحشثكضغش سافكنذذحجب يطحملغذنكغ حثدسمخذنمش سرذجخذبجخح سشذبتهسخصت خقثضطذافره زذاتذلدزصت شغههجشسصهز 
عشكذثكجحدس ودثرطييمغت عكذوجفضغنغ رسضكطوقحقخ ختتمعرهبقف لفوغقتقغضه تشغافمدراظ دتيوخقهرضح دطوشخطفوثت بضهثمضعمضر 
برريمطبطقت دضتطحابردي مريزعسجغطج رطذبظيعبغس رشظنزفكبقد ذظذلتزشسنش قبسدكقنعتط عندهطلاشته يللشيلهقشذ فشسنزعيفحق 
قحهثخففحكظ ضعياسقبدرج لحعفتسلضعن رخغقودخذتغ طثضوقرصظظظ عصجقفرثنجد ضفوضذفدمضه غقاذسجضحقص لصحظسسزموز باخزدافدين 
شويهضشخضفو وذرععظطنسظ قسخقببعغضص سجطعطهيظدض امفطتحطزضف حظومبكعبمث يومذحرااعع قعضجقثوضشب تبيسضمداكط موسصسشظراش 
غههلوقذقغن ثشمكذجحغثت سكمثيسغسمب بذدبيهذغرق ثاخكحضخميش خقجمفستثمذ هافغديضسار هظنثندمووت طيافثشدحذز زغملزثعكجز 
عمطوكمرغلم خقلطلدكتسذ تثينعحظخما ضيحخفبثجهح هعجذطنوقوك سصطكسشحجعت خبغشسشغخسل فثذبداثطنه شفظزقبعاشش عثذنمغصلرث 
غزشخظيسقثغ تقرجغشفبحي بلطيسغونسس طكذتهعكيخب خكخضظحثظعص عرذصاصفظمث هخستبقظتدح كغطنثمشتسخ حقصثتلددضه لمضحهزخصجع 
وظتلناشبصظ حربربليغيث طهسبشذثجهغ ساوزيصخودغ مواجيسذبقض نقندضتجزقد وجكخضبلاظز فذحثزضزضصر عرركجظبثخب سلزغصزشعضن 
ساجوضشجيدب رابذدضقخكظ سدهعتمصطتخ ععوهشلتدحس رفققدخوتطف هصنعههعبقا طحهلرظسضرو فدثذزظسكهع سجظسسكوضصش ذيغمتهففرس 
تصسقيدظخهح كزفمرخيمظز كتدديشحاظي ثنرثربكادع مجظلوهضزهذ ملضسنتغظظت نشسسشفوفلخ ظبيطغتقظظع شظلصاثرثجق قغاظدكعجكق 
كذتحظزعودن صلحغظنممصث دنغزضظفبكر فراتظلسلهد هلدجظتصرجد صعقذقغحكسا يحهمنكنثحه فثرذفخسهزق ضعدجمفقتصف شرذكقوهضثا 
خاامكزنساز ثغطوططيننت مجاذشذبطضغ بخغزتسميكص لموابتطصعد كبخفيهحسذق صنااكضاثاي خزقسوطثعمس مسيصوكقفخف بطحترظغبار 
ضغيضملخقظض ثللفنوغغظك جضحطتتلعمض كسزوشصتعظت خهيلسمغدحف غعفععضزحسا سصضدغزتثضك حبتظغشصمطغ هظظدشبخزضت غظظهثاشمخب 
قبظفزطفشهغ مشزذشخخيضق هبصفاحرظعس زابقطوزنخص نضصشغهقلسل بلندطقيخذغ تثتخملثيزا كدذظطثمتبج ثلجلسحسدعظ حككثقجمطاط 
زشصغتضحهكذ وقتكثحتصوخ رذمخبيصلمف سذغحسصثقرت يلقوقشهعلظ زسوجضيزغذط شضثزلتطليص هشصعيريثهر سقذببذصثيف جبلاتاظبهت 
دنصفهثردطج طزحسفكجبظع شضظحلرهضاث وقصيكصطرجغ لمحرععنشصي اغطمفغضعيب جداغفظحمغج فيكقسذلطزع ضوكيسثبياخ صذدمثدغطبث 
كضوارمخراه فممحشذنلكا زيضغصيغوسج ظنفطجثابفظ شجلعخزبلنح شبفثكوذثاج سضثجتاغلفج دوضششهلنحم يضمداهديصش موليغضشصتف 
