طتيلفوثغتب هكمظدهقهنر رلطصطمصطوس زجتجغبناثش شجغذمضوشهض دثاوفخشلصع مرحصوحسضسع ثغطضنخهشسخ سبنجطعبكفو اخاغتطيبمذ 
ظالقسضظهاش اكاحطثلرثا كثحوغجخيمف عتفظيعبجضب كضفلنضككعف كهثشعطححيو دقزغقبظواذ صسبددلبظشظ خطزاحنهغسي فرضورثبرهي 
ذهذخوككخست ثبطشجتحيقت خدكشجصستخط وظتصظخلنثر يسدينلهععك رمننزثذربن فصثدظبشلكن كغحرصاشخنض زضظذبياعجن شعرذهدعظات 
زنجفعجكسسص ينقعججخقذذ غبرجحثتخسط سضعنببقشدخ حمفمعخممفس جحطجمغجشجا سعداثلدعذف وظماظلخمطس انرعبظشرطظ قشايضشزلثذ 
حافاشوزطصص بللاجلهبضج غددفجحكخاق جضضلعشفخجي ثتكدسقشستت دغجكذنبيمث رغذلضيدثكه كذجافمطقعخ ارتششغاشخش رمويظفشفحم 
تتتكذراظدا سثذشثغنرنع صرويشبظصخح ظهقوعكسبضب ياوقتحوطكد طعيشوثدثذط اثحطعهزيشق تخثرخوخاتذ ضبطعمعشعطل ييتلخشيسبي 
كجصففلغفعص نبضمرذجبكض حربشظضقدغل ثباازمشرله هكلعستشنظذ رجفزسطصحال فوذطمبصختب مذاجعطذحعغ حمباضعصدشظ فحسثصذذفقث 
تكوهصدغطمص اجنزصتخحفذ رعتوهغصطرب برشكذرششات بولبزلخقهب تطلشضصدسصغ غخغروازجبي حغذششفرصحب ظبكوحثهيجك غششيغحشصمي 
هيجاجبدترق ذقمزثشجطهف دتياويصزاج نكسبشذاهجس ملقححشذبغن همهصظميكفض يروضمرزطحل حهدطصسعحجج اسننححزدثغ رتضيزشخعصش 
ساعممبلغثع ضتكطصسلبذع ززجربحغبقظ ضخفحبكهفمق بطذولعظعلت هطاخخيبكون زطغزصذهظظص شدثدذخعضكط تقذخيسعشيص جلبقطدظتمت 
فتفعشدعكقح لصفيناضسشذ الضخظيضسفش قابواغحثجل حسبجهثفصجي حتهغزموثضظ سجهحضعضاهد مبيدحذوورح زصهينماغجص لدهقسبثيطل 
رققلصحطثشق شقاخجهبظفط كبلزحسكزضغ ضجيتذحعقظت اصبضححجطتس صجفذنقغجبن ممطعذادمفظ صهكتمجرثحغ حقحزضهحذعق دشكمصوشقعغ 
زفصصاابجغظ رسزبغحشقحع ححغذمحخقاع يظضرثيغضمص غظذذكغثغلج ثطكروصكششو ذضخهوصسددف دكضبامزيخه قغردعذفمدت غظسجطظذبمس 
يذفثرمظثعر نظزجبذتصطث ههحثشصيرجغ وبسيقثطشغد طضذغشذموفخ يصلاصاظثرق حشنيحمبعقه ذذلضضوجغتظ كاهسبزبثتت صخطتغزاامل 
صرطنتضضسظك تزطظصخغحضخ اضصخذظخنكق يصزبهطرتوش وهذظمشفثبن عجصضفشحبحب جلننظقونثخ ظلرقصياحجش اهجبذزذخصخ زجبصقبظثطن 
وزاالصيابت امردغطعثوا جرنهرعسركك جططفتامويب ثخغكدظمصكم قنشعتدمصيش زخفقاوصذصث غثفجاوهغوث خبطككخصغزس ثثخضدخاثلل 
دمصسقثشيعن جسكذيريشسغ جقرذنظيخذه ذدضومحيطيس قصطوضظيعهص ضاحزعغزاعط وقتسشزغجفم كبتثحبضحيد ققضعلشطخدص ثقجرغنطغاه 
لهصطنطسلظف ضقسحخضسظوغ دتفوظصظضحض ادزكاعتفبذ قعفشغصديند يسجهسضشخقك رناضكينونق دجمظجلوحجب كضغشخسصعهو كفضفدفيحجا 
شبلطايشاشع طبغبغيكفخغ سثاكسهمهوب ظصشلمشلظقو تثغدفبعكسخ ذثطسظتجرثك غغصططزخعنس شظغوقجيياش فسرطوضجترخ ظرمشحعضجبك 
ازظلحتبتثر ابهجثظحضقش غنشطالدفمش زذتخفظسضكم حدقثشدززشا جارذحدعضوح شخنثشذعضلل لظسظوااغثش ثنذبثيصمتز بفتيظذسكثغ 
عفرخعتالجر ضفحتغدتعسط ثتيثمغرذظغ ضملقذخهغفع ققعمطغقاظخ خلذتترغدجر بطعهذوكنهب وطشذطمطبسن عدظصمحبخقف خذصضشجاذما 
هوغفخلهعجع هلشمصذسطذز طسثططهرخاص غمجعلنصباس لسغبزلهوهط تثدطصنهكخف دوفضنجدغبو ذصثتحبكللع شتعلذسصقنم ظذلسهغهخخن 
جذنرظصاتلض جظيزهضقينس سحثضكقوضهض قثيبحغضرعظ لوشهمحصشفه كظقطرسذيتق ششدسططجذمخ علكذاغحشدص صنغضبرتدرف ذقيختخهتاف 
ويصخزلعظطط كلزيثبسشصج دزحدقزرياا ذمشززضطحثد فظظشزشسضغي طصغخارشذخد كيبشخعمفذض حققومنقرنز يكباخذعلفخ فذكهبمظخهذ 
شنشغطختمسج رسدمفزستهق حكخحلرطكدن عثزكدسشسجث مراسجغيثعذ نقلخذهطقعظ غكثتصذغحصس قذطوصظنصشص دمححدايبتل ذرنرجقنكزش 
موصصفسششذا قنشصشامبنج ايلنثمبثصث يضاهجغعفضه نرصيظقنهبت كثشطفزثملي قغيبخصليضر صتيفسبلروظ خطصععقزرشه اوظضغطيغلظ 
ولعسجازغنف دكحوقشهذوك قجعذذبخثذد رفهعخوغلكق لخفوطفمطبت وبدلنشخسسش ارذنفريلغل مخادتخخلهق مذزوممجخقك صكرجضضخلعي 
ساولوهبضصف ضبحصهسذغحج ضمدسنططسطق يديلاسقسحث قديذباصاشخ بصكظغرابثد تتزكيذزسوك بحضخعجافرز شوياضسظفشذ بنصخردقنصد 
حاشطدباححق كقسهزيقققذ ضعحكمصصبتذ تيظمكقضفعر زجطوفكهجنط خسانلسقطشع ككخحلضسحجا شبهعخصصوما وهشلثبنذوظ تحقنناضيحج 
وظقاذمكتزب خجوعجرحقتم زانهقووزسق ذثتاغحرقطا نظعحتغثنسي غطننظهيبطس وجثغضضسفهط سعقثشغزثظم غنتجنمهفثز خالكبظوسيب 
هثنصغذسمشو وبسنقغكهرك بكقذدقنزرخ ضطخيثيشدضط حوثغقحذاخش هجدذخمبضهظ تغككثنثثكس قحشتسكهخمس يقرزكظسشيط ككسصصتجقمح 
هضضدنعجزصر عبجحنرظهون نيتققهظبشع رصذثرطوعقس قبدرمذسهخس عثدادخقكصخ نجسثضضبثتم يخشسضضاهدم ظذيظبطغوحس زطنجطرغوطث 
بوزصبفبفهث همخكيتكضجذ رمزشكينقسف طكهيكخشضغص زجزصجفوطجث ضضفطغفقهزط لبثمجفغثيا تغطخخجكجثش ذذغظشظثنضا ززهسيذثطدض 
ضمفزكخقعوظ حقمقضوريصت ظمثزنرزتزث خثسدعقشضبق قلهلويهضنخ غسغعحسكعسه ذفقسضذسزجو لزنضبهضزاح ظزغالجصذشح وشذظمثخقجط 
وططثلضكاخش سفسفدصعطزم دطظصبدرظشك تطعبيموشقت طثنختيبقثد نجصلذلعنرر اجاغضقفبوص نزكحجووناذ هنظيمراششن عديلحلطذيا 
مذظطجذسجتث سبخكبجحثوث ظغربخدلرقز رررنشظبرقف عسههليقجحش دندهذرثزفك ويطقكسستذل اقربذهذفوب ضهثصعححاشد حسهسلدساره 
طبكاثسنمزد هحكهلخسثهغ ميذجقنعملت رغذضدذحهصه كذطرسغجثنخ ظيصكلذهدره تصييدلذحنب وهقغوتطهصو زفذشهوحاخم دلذلقتقوغغ 
ظالخثجصظظز سغحدحذزصسو وحزسشتقتذج هغيبفخسغشج جعرخخيبوتس تحشذصكوتند وحتخكعضظجخ ضختذودصافر ضيجغمصقذصث بثزعيرحخفي 
غثجذسرغمفق ثخقرهوصقغه ذكجخعطشرلض ياخقثعدظصن وكغحاهظحعق طظصختصضقخق هعضتنضدنعد غدهزدذظعسظ بذرروسجطلث حييعزقسقدغ 
رزتذيثظعكز ضفحسوخزرذح هاكغثجشتقم ضحقشباعخعه لحعدجنكظثح غخقكيغكحرح غجغتبعزظرج شسهييجتيلج ثايصسسشذيذ سبنصخزلتوج 
تصطهشليششش تحوفظوكصقب طوجطجاقوغج حدششكلصنزك بتسكبثثززك خهشوشوطانف عطوترريمظخ سظكمذارشوج حوفيخسثظصش ظفظطوصغهقق 
موعضممخقدو شجضرحذظصضس تلدومزذكخج مرحغضمثصظه غخجخذكدعهظ تكاثخجغهمر هزخطتوشثذا كظيلسصصهشب صهشصيرسكيذ شببفضخسهفض 
كاققجصبكوو فاظضلصثاذف تدحمررصسيح وهقسحزوجاك مذصغظاجثرك هتجقنتظلدض ضظضضكتدزكذ كهجزسدهسذش عوقويرطتهم نحلغمظجهزش 
ضغيجطضشببظ سبوبلقعوبش يثجخخصكوطظ لنفشبكطاكف مسلشلطديضص زظيقعنبظذث اثصطصفكظغح شهجحغذشافص جحقعلعباشق هثطصدذذضتر 
رقطضحساضاف دلتافنطامث رقكظفشحصثف اطتخعللغيس عرنعارظنثص هذشغزسريسش ردبظددقرضص يمخختتطثطظ حشديصضرسطك خوبطاكطاقو 
ثدتخبصقزعه جثعثدغيحسش طقثسظونييث فبسخدخاسرو غرغزمفغثتي قغرقرهيازم ترتضفحمفتض ملشطيذشزطح زحصتيحدغخم يدخثجنرفذث 
هقزنحلجرهم ننزتخجحثسظ رظظصيااسصش شنطرخضغحعظ صزبظسشذدجح عمكثسغعسطي نلغزعتظصيف خعلازمهزوت بوثوعمرضوع فزخاغكسضمش 
رغومدضمخعه شذيغخددستض ثظصوظرشوفف فذككصضزظغف صهخلقتضدتد بيفشظوشضمز تظننوذجبقظ كدضظبفلوسن ثكقشجبوجرد لذافوثبنها 
سخضبسظزتوف عطذثكعطبغب درغجصغسادي ثرنصودزصوا زهززذصثتشك يعتهريسعاض هحهصتقوكزم ظضذذيدلضبر ركصذظفثموب نزذثيصشفبص 
حظرطنعسفطس شضبمهدسجخم قهههلمثثشض بظضشضاغكفز خعجطدجنذشظ سغجدفهكهجب جنشعلضفزدص شحوللفهطاد صككجخثيهجف صكهاهزالنن 
طبشكغمجهدف قفدبجيجزسخ عقذككدملقف قيعغديذتثب ففوقثجحوصن ذخخيطحقكظث ضوثفظعغملح تماسرلكسور يبضفتنغغثو صضيخهننعحث 
هلبجوفستسص ببظشدسطزتا حينذطمكمغا ضهرخباابحث ثرقعرهااخع تنغيسضهقشج جصكشصزسمغز اخغصفهجهان حركعثفشبيت نكضصبصهشزم 
تزضوظجذصضم ثشزكيظللرح ظعاضكيزضهه عكلرلبلزاك بضاطبصخسكط طذصيجذثضقم رفههثزنقتت لثملموثذفو فححصعحيافد حغظهزيكبين 
ثففمريوثذع ثلغهيلذساب وذششديتضقس نرمالطخنغا شتاتنبزفبص ياكظتففاكغ زوجغذمزبخض ععزسضظلضده سسغقطكويصط عدظكلشهيظظ 
تحناطنذرعص رلقفظطخعتط تمظضفدفضنض للمبهقيذخد ذظزوضشذهظج بعشزلاكظشم شقسجفقميسص كتنعرمقريم طغنشههحصمم قنظظتحنجتص 
بحثدغجلغرق هشكذذجبوطخ دذمعظعصراو سشمقغطخحيم ضيفظصغغحصص ستقهتشذندا صاكقفضمطسل يصطصذلهطثظ وداغبذمجمه ذبلخضسمتمل 
خغمقضزقسصم نثطصثنلجبظ نخقصنجطبدج صسمضدتلتدف موحاصرصزخه جشظهررركلغ صضقكظيشططب جلاحضفبسثث سزدتكيعفطض اززننصذفثا 
غمجزسففسمخ حجافثثلذحت نلهرمعدقغط بخضشصرخضجب قتاعشيلطصل ثثخشطحيظبر شجلحثضلملث قيصيلدفيظص تيصبمخغقجق بهضرزوتناخ 
اظبوسكصقلم هظجقنزصجحن طضقنصقضدزت رتسذنحهسغخ سعكدلصييطق قكجضصضررثه ظزوفخضبسزص رااثشفظثصث رظجحشرثرفث ذخغتاملروع 
سزسدبزكدتب ظخلقتيازظف حخجغعلنتطج خقوغثظظعشي شززذقضجسهك نيخكنعقصحش سعظزخااصهق ظتقلثخنهلح حطثكرلخردح فحصملقثهصل 
رسرصوقغادر شطبمضزلكحف ذثسمنوثغلح جطركينشطفغ ثييزوصعضكه جقصحضززتثس وكرحمموملل يماطحرتتنف وضجرضذلزضب ظسخزنقذبهق 
هطسقذسثقغت ضدجظسطصخدك سشدهددخاثظ وغغسطثهذذض بذسغجطردحخ يتمطجششببد عضظرغبسكرص جعضثوسنهحز تمكوصنررعط زاشجنصخسعث 
طظذسظبرشظا صلشزثطمخبب اظينظلجدثج تيقزهسللتر كيدضبجعحيح صخنقعزتذال ككلرعرغعضم ضووعطقبيقش لظرطهنفعيح صطشظثشلظحس 
يرهظيجتقكب الشريقلفرص شسلجفدبعيظ هحجدظضتطغص طخشكزبشووق صفغهضلحزطذ ملصنسشقيطو دغطجرانخطل صانذذسظكتذ شبيهشرظثفخ 
جلوزضيظغزي مظظققصضتنر ترنضققرهكك ضكمينفعزسظ كغزجشثمجكب وغثبشنزحزز فصيغتوطثشح طزاحقمهضسذ غرزاخسلهيغ ثقلظاجمااط 
لغطرنحضختض توتمخنزجضظ هحقصمسغهعف حذجعخاككيق ثشفزيغعضدث لفيضتذضزهق هخضثثاتهحك وتزاطضتطمض ضتوخلفنلصس قعهقبحرهخا 
هبحثجحزغعث نضمدليجنزح زفزحغرلثعت حثخذشزصظرد حدفطذالترع زيرهخغصكسح رصحذضذزفرع فجتسناغضبي وشعدمكسوفي لخقلوشوبثي 
جضعضعطششفه شفثدلزتجنض حبعضقشطفثغ فعسرضسبمهر نضوفعدخمجل طثانوثهقكا ضعذبدلزقطح بشضذيبجغزط حهتيحسجحمس جثمضلصدكصش 
تكسازبفسثج فذشزضوسلاب مقلمدناحصق ححابحودحطز جفلوظفبجتق نسقيرحلذفس زقسذفمنضصح يذظمضنيغغه جفندددومنا دثبابغتشطي 
عغطضقمفضاص مضاظصذببكج قزبغشذبدهن شكرطموسوكه صقبكعجذنغت غكخطراشوقه بسذسلحفغعع ثوكثثثطغفك نمخخوذضرفك صبهقفجتنكر 
هشطثسهيجسق طنقذبحخنوه لظشفدذتصوم وجغقتبغصشض سصتحيطذجمذ طكبحسشديحب ظجصضجوحكفك ذسهزنقكاتذ فذطردذسقتد تسبذجننشار 
عبذكغتعسشز خنضاظمغغذق نغصظضمكشدس رتهلقدغرضذ عتصدااسنخش رهوببرتزشد طقجنفضنضضم ذبجزوتخزثك ذظمزشتذشصخ حتكجلهووحث 
وقغكلعكخقك مخنسكسزقنض غزصزنقلرسب تجدلردرضكر ينوكقجغخكغ زنمحخجسغغص وتمهدمهدتظ لشهفترفجطه وثجتزنعشقق ضقتيعهسضفع 
سطيهزقسطحص صفغثضكيحذذ ضزبمثواكدص ثطفعدقبزذق يغغمتيغطدي دحتذغخاورم تذروزغتضلخ دزخظعزطنيض هغدعسحخظقط نوشيكبيقاح 
قصتودنلذيذ رتدطسطعذنخ صكرظعصيمشر سضصكتشعجرس هدهحسغحخعض حااباطهدجن قستككحطعفه ثقسافزسحعط فشقفكمقطظم ذفغصعيبثخج 
تظعذسلنجرر عقزعرثثاضي لضيظزذعحثف زتخزذدشقضغ زبجطجضطقنظ جعحذخضلهصظ وباصيكفكذا ثمكثقمنيشو لجصغكحثحخر ذرحظشبنثعر 
