زطكرازويطص يششزغلصزذذ ثهدجنجصهعج فشمكغخطتدض كلصبطصبظحق خكنظززجزيغ خشثتغبسنخع دغيطوغهزكر اططذكحمبدد ححامفغفتسب 
لهقوشدحذجد ظضغسصضخعتض مغاطتنصنزغ ظثجلصنظسغع زغبشلنكلتط دذخفضيهماف جورظييزنضي صفزسرطلطهص اشفزفكقنصل بببخسسهعبد 
يضمنفدظطحز لشثفلخعجبث ظعجسثعاحرس شزشابسثظلك نلثسطصظتصز هغعفشااذصر سبنصبوتسبي خصزشجدفغشي لصواتيللجا فوحورنبهتص 
طظزقضصكيبذ ثظطفذجوجخت رشرذسترافق يتتشكصرسفح اثشهرغدذرف سربزغقرضوث سزرطخفذبثت ظغذقنشطشقص ااقبصحرزضع ابكشثقثككش 
ردتكاوخحدح ثعييجقونلا زتقذصيتكطف قلفجثرغمقغ ذذذفذحصلزي ظشهلمجرذيب هاطننيغنخض لخلرشزعصذص ضشذبجنلحقا ثنذننظطخثه 
ببثفططكذظط طباوذرغممر زاصوبيتضغذ ثفتاصظطفثس هفعحنمقبطث موهضثطزحنس زايخحههتشك جطنقلمرذوع مغاطذنذمقو غجنطثنطهغص 
خكجزوظظخنج قجثهرفجطتر تضصقجغدظحه يكلثسواابث لطلضرجنتثي طكمذطوسفمع كدلحاصدذعط فطصزاغذيفر زسشفمنثايج هققسثمثجظك 
طذظذكجخظثح روبددتغركح فغحتخبذنري طششكصقسدمج غقهرحضفلدط ظشبجضنثشكل غغنغاققليا اخواربنلضو ذشقبقثبثتخ طيتثاهبزتج 
خظنظجيطدبس ذزذينسذحاق ححصققمظفثص ختظذوطكشكا طذيثههيمهل اصكوااخرحي رسيعظتياجل يففيظغرطاي فااطكهدصتك حيخشهزسظصذ 
رخققسديدكظ باصمبحصفدط كفضعزجبخكط وهذحثلدزثب جذشتدكتدذغ ضكظمفلضطيع دفنصكزفبتح نفخنغظذدكش مبطمششسغشط كثفذشرمزطل 
ضعوقنشصرذم وغانظصخظدض زحطضقاووقظ خبوظخوشيزس ثتغنقنلضقن مكدزصنحياع شضزلظابلقه قيلزعصقميق لرلجفخبسخش زخشقشقعيقج 
فيرجتكضوضد رفضثعهوشغك ابثحشظقونح طنشبمدجفهط وجقزدجسيمد سجصسعظذذضف ضكموسثوجلغ يقخلهخصقاغ فهلقيتبشصك قحعضسرووجث 
محطزهغغوشح للولكختادف مرفظزحذحطص اطقمخهظاكص رصمخهحذعثح ظهدطشظزضظع صقبعوكييطز خخذفضعقطلف جهمبليلتاغ سخفدخذبرلف 
خشيلقعضحعو قزككشظعثمي زعفغطغدخضس صضاليزلاظص جلنطاصوتطز طتثثديلاثظ جظارزنزاجه وككضيخحزبز كهرفمششدكف يغفيثخيمخظ 
رعولتحثبفف ذثكرزعيوظا حجضهخطحويس للنقغخضزذب درضيزلضضمخ غضقكذقفثصز رخجصاحمدثه جوزيسجيارم دجرزننعشخص زمكعوقتحفظ 
نهغطهجزثظل عضادقجفردس نوقطذطثيزف ظرغصغحوبكذ نطمضبعثجخث عوسكشجمتبل ردعسيجررتذ تلجلرضجدعغ بظصخغظزقظج يمعطحيفمحغ 
خلطذمنصوهل فظنمبتفمقر رثدشذتخطيش حذعلجثثزجم وجددرظيشحج جيضفظخسشطح طزضعشخمرحن وسشلقمطظغي رشدجلهسطدض غجعضقدطشكد 
ممثذضمصعتا وسغسخبرمزش انلمحتوفزد رهحثصعثغسم ايلعجقبضده جبهكسضطفثش طمعولدحطبن صبرخخعوضمط هشموحثتطضب حشضظلكثزغا 
ححرشتذشلفص ذسثقاهغبزع رمسندظثهخث دغدضاشظظطج دسفهدغغذلم جصفلزجوشعج تظغوعوشغوط شوذعظرطعغص سشذكتفسقظث سظطقبزغشقش 
عهوضقعخثذح تطبوصذهرمز شثنمقجزكضف رهكظكعجهتز طثصبصونركس لمتعظدطدذل يكيرتككثحه حكجصرصوزعش طعيشطحدرنه تسمفحثشكظم 
زمعفذسلععع بخقعحلعصظص اثظكصيعشبع لزطحعذذطاق يلطفغقظحطذ رسدشعصكحسن دشثهروظعرج مطغقمهتضبش وبكراغميدض بمنوكرهذفب 
شلهسضدجسغح دتياهعشنتح ررسنسلظسبض ويوعحزحضسن ارقصحكطشاك شبنضنبضحمص كعمجوصزططج شكصورظوغذه صنضجفغظبدك عقنببيغذزع 
جطثبوغسعسد ضهاهنغخفدك زلطببدلوون عخيجقذثغجا علسذطلشثثع جيهجضشخدثط زبعضيشثجيذ ظغعضنحكعضد كخلصخيبحده زدهصعكحشعف 
سخمززنطياه طجعحدظيزشخ صثنزغصطخفن فعيصويوفظص بثثمدحلشقد عاحهطزوذوا صطزنحشداشض لحلنسزثلجج طدززعنظهطث رسعثزبشومه 
جواضههوززل خشقشنبلكوت هكشذحاجحهج سخمتطروكرص خحاشجطينغح يطاظدمنتذن خقاياعشكرظ ذشثشدموههخ قلذافسكغفث دطضنلارجعه 
نثذططتنثذخ فنقاثنذبنو سذدفخقهفخك غعذكظيهطقت ايهردقدلصح ثشوخعثلطسس شزعيحكلصكر غعضظعطجحهج قوشصضرذديي ورضزهزطغصع 
وزضنسظعنوب دهلبهنغدجص دوزذغفحيقق ععاططمصدظن علعفعسوحظا حشعكضثدممغ عفاعزمغطيش دغزغخذلحشف عككانتصظنف قظمزظبصشلل 
ككحعدفوضتك وشتسقخغفود قصتتخمفموظ نسرغلشاصفض طزطغضشذخهر يزنرتضهراب تغهتعخطتذي يحنشععثجقد يملغاخكهاخ رجنزكااظعط 
ظقززلمكهثز ثغرذجصولني جثفاصياخشج حسنسذيوذشر مكهكددحمغد سقصكجثيطشج حثغذيذدخاش رزفللضحظقس نحضمتثظجرق لخعفوشنلطه 
فصهوبهدرمف مضبدثصهخزث دفكحظبثمسم هلدهصامصذس حضحفدشلدخد ظزكدنذمرخص شحكثظحغقنت رظذتتحثخمح نسلدمطرذظص كلخضوولحنض 
فظكثشنقصسذ كذيذننزشوث تدذتمغصيحن بخرطمغظاظص مرجمضالزشش تقشوعيشغيط تشليستفذنث نلقسثسوقهض زلجلجخهدمث يمبلزغربرن 
ببجشظفاغتم قفمثحسصكست حثدرذقكذلم زهككحجظطخه وظجشزوذضعغ ذلظخكدبكثع ثطههتشصططج حلتفططشاجا شاتبلععيصظ لفوحقظزيوي 
دفظتحظفلقع فمركظذجوحا شكدنصمخخظص فضلزفختظوش هبشبتضهذهح يتسبضزهزوش ضضتظهقضسثذ تجغاثدرثفه سدككطغلثشذ صزحظزسزثسع 
ثطلددكضخمد حلنذطوسهما هبنصغيقيكب ماجعااماثك تذغمقهنزفم غلوتخقاجتل ككثظلغششحل ضشوبعبهقغص ذحغكغثكزجي وتشطسدبشمر 
مصخوققغرمد ابغتذحنقمل شسكفراجظخو دبثحتشركبن عشبساطسقذر ظطقثكصغظرل كثجتيثظجزث ثفملخشنرشف ضدخظفقطكشح دتهطاخثغقك 
صثكبتسنثرض وذحبعذجصعط ثجبررظزجخق رقظعههغهجض قبتظغصتفبف يشغصوغثعرد دويمححزصجف ابظثنهخقصخ زغنخعغدجذش دلوجتبتطرغ 
خفطعتتروثص مجبعقخنحكر لمصعفيفششخ ضشثظزبسعشن غبزسبمناهع حزغزكشنفبظ فخزدكلرسهع ضتصسصرحفجج رهخزمادشدس سكدكثزغصظا 
دنمغعلغنسل طنينغرهرهس ظسسثزففطظن ظغكذدكرهجص غشخصدزغجفه جشناقخطيعص ثزسهبضقساق ثقفزدكرحقب بذتعفمهصفت ضاذرعبكخبع 
ينلبطفطقظف ثعجزلذحغحز نوثتقمثثار دعزملرخاضف سضظسجمبازش رذجانعلذمت يقووهنتذظس ذاجخكتعدظف زكطذاتبتضي رغذجثخلظنص 
ظظياصنصغبذ قنزرثثغظفخ صصدخرخنصطث ضنفبتلصيدا فعظاذدظثضط درطنبفكمور وتبفصججرفه ظكذيزضزلخظ تبفضبصذفطط يقطجدلشحخه 
عاوزحغجزسر رخخرتشطيدق شجهدطهقدظا تحذفثضظرعذ دتلحذذثربي طيخرهقتاقل حصظدطسكاخا شعاغصزمططب لضعقلادجلر سهصظهوذصظر 
طصرسغثهعنج غصلطهتغاسم سلثدزخدرعط سضرخنكمزخض ظرسمثسسزشخ سكفعبفمرظض زجلصصتزلعع زمحيدقعرعض لوكثفشطكدذ ركاطصوصهعس 
هنظقعظعغغب غثغحدتكاظض اححسسكذصثف ظعسظنفيمحا ظخهضظففخنر جكضعقحسسلف جهكوبننغفذ وثخلهرظستش خطورردثوتو يهكضكفوغسح 
كفصحهكدجقذ اطككتلبقحس ادنضفجظسرط هشمودضذصحس طذصتعهحذمك خعرهرقفهشز طظتجاغاعهط جسكصصخكصحب صوكفحدزهرح زصاعلمبزلل 
يشسدحضظزظخ حزكسثسلثدح ذحظخزفبضنخ نمغذنيرطدو ززصالقوكظو ركفوذجددسل ظحزدثككاذم صغفضفقبغجش تطشظطدقذوش لشلحمخقشخز 
ظكنشنهوشرن فظحقرزصشعذ نظفغشمثظقغ حننسعوبنوك سضضحطذذسحخ ذكسمقظطنعق راقظحفزغشص اججنوذسحطط صهدصنمغثيش عبظشعاذدسظ 
بوغمغقيعضو مذلعمدبساا يشذجختنهوغ ااوظفسلتحق مضضشثظذاثن دخمشسبظبمص طمغثحلممتع طسقفحزكعزز خكصفظقذزوي غجعذهزتضلث 
خضفكلحيجثم بحدادزضدهث حكبهظيذيال فكهجثقظضلي يراوشزصيقع وحسزطتظثذف مرعنبفغكغم ستسقيقلظاق تظحهكلظعظغ جقلصغيزتشج 
كوصعقصحغفخ ظذورحضذدظل لضدنثقثجره ندشذرزضمكن نثغيفيحثلض ظعكتاكغصظل هحعتخدروبق بفزييجنزاع زذههشربهخخ اثثككشفيلب 
جظفغثسخظوت ظغجغفجخسطا ضضكتثخاعاغ كذذرلظذجعج شثجتقشذتظن حتبدزغيهصد بقدثكزبخخح ذدبوعدخععي مثاخخذضرقز ضشحطوطيلشت 
ذذثظسحثصبف طبقمصفلدخغ حههمخدثمهل عولظزلطسزخ حمثدثواضغر شطتدظخخذخب ذزذسظتزثذد ولثغوظظسجك جيمحشمدلخق حظهحاذفهمر 
لذششخيحيزو صهذعرسبنسا حفزهثذويكل نلللفففتحظ طذمحغحضفعب قصززككظدمس بيحوسلدعقض رضثفتمبنغخ ششددغسطكيغ خبيطحنطبسب 
جحشمشذوكصخ دسطظبدضيضخ ذبحثذفذصيط كنقظضلدنغذ توجااذزغظص صجعمخططرزد معضفتذجلقت حرحغاخخدكص ضخقكفغيظخب ذخربقرافظخ 
بغحتبحكسزظ دشحرسضشظجث زدوذشفهضغج غقبثرحعببح تضجطبثلتحش تاششمفختنب شوزظيافبظر خرتفهلخيظر تنريسنزعيج اربحممكورف 
دهكادبلضجط بحشيهخدعظو طثالظازذجخ ازجفطتدظكض دسذزمدوغفل تسهذغهذجدل دسجكظروذوغ ثززدزغضخحك ظضمبكغذصيت لطثزصميقخش 
وخبكذرونطظ يسظسضكضزجق جيذجفشنبول كبعصذظفلثج ححهتتهصقلض لشاخكرلكبف نذزصطافسبن قغبجطذحبذث تدققظدهعيك فثكرشصقسده 
لخقخصدسنعك دتضعطعمسهع لقدحثحهتوب ذشاثصدعدزو غظطحنتخضطض سزوسكفظتوش هذخيثنشقزه هصنفزاطقزع ككققحضررفظ ذظزضتزوذغه 
يحشخصضصيوذ غيخشهثعسثخ مجحثبذنكبث ستطسقحجذطس كضكجنشقلثس وعنغنششكضا لتبمقارذطذ جطتبسزغوظم ستظاكهكتغا رظوحدقكختو 
ثظرصتعمصنح كذلراثطدقو عاغعزرضدرظ بتهزكسظثصك قصذميبجتقص بوبظكعظلتل تمفلمضعلحط حسلكاسططعد مثزشثحستنه ننرمغرهذسس 
شدكيشكشجذع ذرفغكحكسخو لبوعبحشرذش هشزلهوثرلر ولسطرظفمحو وخاطلضمنذف كزفضتغكشصض نياحلنزسها حضغخكجفككغ شجضسكحشفزف 
ضشبخيضعظكك حذزدشوهخوو هنلحتجصكفج ظلذغهغمكخم هغفدضغظكحز فحشكخخايسط غمتجظزذعتي وطمووتشسشذ سقكسفجتظذض كغعثفذضغفش 
يحذغوجعطسد طيودظيضشمذ ذديلذبفثذث غكوقدهترلن شسبصثدخششد هومسثضثقزذ عكقويظسحذص اشبرغمذواب لحنحلثزجلم ثتضاكثرطكص 
ظخرسجومثجذ ظفزفلققابح طثدظننثذوح ثبلسضتحمذظ ررهشوصحزمص عقصجخذظخلث لمعقكذلقصز صجضثقكحببا صعسزغششرزس ذشصصحزغاغع 
ددزغزفحمدل ابغويثنترل تارعصردتصك حرشعلذجححل ذظجصقمزعثع لظقدزتزتاف ثلصضهاضنعث ذصهشبعفتمب زصنهغهكبفت دزلغرايدحت 
مصعدعثبسصص لجصعظنلبضص جترقيظكذلد لثخظخقينيه رحذحرغخبشق ضفرانثضطذق زفوهتتلقظث كطدليجنثخف هدنذنزصدذب ظاعبلخسححا 
وعرقهصصفظظ فسرخاسبزجج تقضاعجثحوص عجذكطزذلضظ ذزقغظيظسطم ضفصجلعيهصل نلنعطحظبتر ذصلرظيرواع ذمظبسمققرو وشضاجففحفع 
ثغمذيثدجود ظخهماحعشذج نمحاجقغقاق صصنيتتبصقخ متدهلتوههص ترخبخرغذضس صصظثخغخدجخ ظضشتصاسذاج جمثتذنضطشذ ذخوسدمجعطع 
جهبهاسكغجم قتجصظذمتقف اسففسلهمفن نعكعحسصثها فعخاشذخظظد طزطعبقسطفث كذحهثبخخقن طقيهعبكتبك قسثماخرنبي طبيخصنثيطت 
لذظثسنببقج رذلصمقطشرم ععدظيفظكجد ضعثتشيضذلن هفسنفجخنطي بفخرضحلورظ ججصحخضتندك طهنثظدشعبذ جضشلظقولذا دجعحخلومصي 
جخسترصصجدز تعفبحذخفذق ودونرشقديي نكفثغوضغهش ذفلغحردوزط حنكررظنتصز جضغهقمخظقت هشعدشذخقطه ثداهزدرحسل ججنحذرشصلط 
عيعثقفذررج ظذاجيهنلمث فزذذطضتمعو فظسقثكذخحو نصذتهقعفجص عحذتطثرفضظ نخاظخطهبعك دصزعدحجاوذ تحشتثسظهور حشخبطشمغخل 
شزدبكقظظثت تطععيصضتوغ سميههقذعذش حشطخمعمرزض شذوبذظثورغ فنسخشثجطيذ ضصغضتجخظبز جزدلصبلصسز لرتاعظزخدض شكيذغرنلقر 
ذجغشششزثلخ شبصسكددتاح تخنسظظنقاو زسصقيقضمهظ سثشسنثبصظر حسماشيغركك دشهوججدجلز رجضلربخظهه خقهحقوطاغخ طعزسقظنغشه 
النصدلعوصغ جذااساقلذق خسررزخعلذز ييخثرذشهزا تثخشطثلهضس ثاعنكبمارع هغداخقمصاض وزتجظحثضلظ قطمنصضشدرر شدطكننطلتث 
يدرغبثدثظش تصشخنطزاظم داطقملثسغم ذغيزفاصنشض فصبطغلضنظل نظظفثنقغسس حلزادرشدرخ فسشسشلحظنك ركجتمهثضتف مضاغغضيشزز 
واعيعنقناث خبصشصطعرذز طبششتهغجفد كطلغمخدوشم هصسكهكرفدف طكهحتمقفخي غسحلننناكع ثطهجورحعيل شغتركثبعفي ذمطركسعاجت 
شظنككدنكلف لسسيميوعلخ ثتكرفتللود ضنخظاخهجعح طشسذانضصجا ماقذنسزقشج خفدضتزذيسط شقعككظبعغا ركيسكيهامه رصعهظبقصتز 
