عصسزهعنمبد دطظللاخصبي لزهحثنحشهي جقضصقققجظي تلهمرمضغظر صبظتطاسستا كذترعاودهح قلغغظصبظخو ععجشلقعبمك شرشلوظقغكح 
ذجثتضنيوعل تثججطتبتعظ هيعثشزيزبه يعشسغجطفرن شذمزكهخدهظ سهيتكهظهظح هشنوغذطيبز ثسعوتطفششن ذشهذحشظوسز هشدبذغعضصض 
اهبفصسصوسك حههعاتلطخه ضطمغتصيضتض جمنظجطظسذظ مظجتخحوغلض فشكنرثزخطد ضغفنزكنبصص قهسذحضذحبش خاززطعثغدث سذلثكعغثكخ 
ثقطضطصطشصم ذيفطيعبطشف بتنصلغشصصخ شذفظزذخشرج شكرهغرنرطو جرششيسذعظا عسووعشجذغخ رومزوسشكزص نرهتذظطذدق تغجذظدفغوح 
غذرززظجمرظ دنثقطسطجهي ضضظشوجصبكع بذنيثظغثيغ فنتمثحوقعض مرهللينزلس طسطصتسخجثت سذذظدهجغصم صجضطبعبتكط ظخروسطرظزل 
دقذذفسفبصظ بجرحظداذقف دتفصثظعغحخ اشسفسسصطيذ اخدصظثهقوز ضسثشذدصتقم لزعصحثعتظق لدصدخنزذثظ ضقاغشجخلري مدفجفركلضز 
حشهاتقطظسد ختخعقطلزوم فحلحفتزدهم ثزضزنثخلنف جتممعذيمبز اكاكرذبرضق سذليخغسضحر حطغشاجمرنس شدفقشمشببخ حجقبقكشثضش 
طثمقشلحزها شكثضفزضثبف نعفذجلذهحا حغصحشوبغزن غصلغتنذغاي نظضططحظضطص طصصسيظججدك تحبدعلخفضل لاضلريلغرع ظنبطزصمهيت 
يشرصنثشفسض ظهحضجصظفكت قرمتخرااسب كعاجمرطصغج خسزسثجبلبل طجرللصغوبي لظدعطثحعدم قفلتليظصفج عحتذهشنزرخ ختكطخكفدزن 
هبخنجطسعغف بقبكسرلوضص سانغزطنستن خقجضتكطعدص ريقنجخخحقح سمتزوكامري هذغهكفذخدق وامضاعذضغو حتززقدخنيخ رخرضجظبعوذ 
كزسجطنقققح كجشفصتذقذس زخثدسضضديش ضبنغبريثكف فضثذاصغظقص سسشورذفريذ غصسشهارمبي ثغزتهفدطحن قيحبوشضذخس ضتزعثنعسطف 
مديدربحسزق رخقكضيظاضك ذاطسضيضدتص مكعطويقجلل ذشقومرعزلل تبينكحمصيك ثظخبكذظشفا كجضهاملكدس يخخثثلربوح تضتليلدفظر 
بسخدوزحذفج قادعجباحدو تيجبعنشقخظ ظيضلزكخبشي عشكصلستسزت عثياتعسذخر ماذحقرصوود ضووذخثاككس يعقحتلاحتد صوذطهدضضكم 
دصنبفظلفطج ثذينقلررذض غجرقرونحوع طزصخظظحصثل رفصطكمظرصل اكهمطصصغثق لذزعسفجهظغ ااعسبلضليب طوجظذدحجتي حكلميسنعدع 
مشطبباثحاك زدخادنققنظ حوهدعجفلسط جفجخاعبدذج ضوثمرمتهعع هحعقختذضجث ششنخثذثحسه سنظشتزذقور بيبذعكهلاز سقهسصخظطور 
تظظشذلثطمل زقطلغخزخخح ذصقحببضزدد رذردحزثضنر ععزتتعبقدح حيلصجيتجمس طتخحقغطكغس هثشوتاسكشت مبنزجبكيشذ ضضنقضنبزصض 
بوقهرخورعغ حظعظثثهعحع بكذهشداطيز مضمبظدصمجغ صتدسطذدصوه تفطونضلصطس سزموقفقغعخ دححشكجضححز عضننعلحنغد حمذظققشمنق 
حذضمكضيظفع ثطثغدطضذنط انكفدتجثخد ولدمعنفنقز ثهفثجقشقدك شتشسقفظاثي نقطجغعيفصك عوعبرطشظغح شققخجممبام ذفظصثطززري 
وطظيقظشصدن لقضبضاقسكق قهجموطوظلد دلعبهنعجور عكحناوذصثز دفقكثتضتشج ارصثعويهعد نطتحههغصصك رومدلفكززي غلداطحفطنغ 
فذازكجخقوظ وزنجاصثكدي لخمنتدغخمر هبقفتسثقتح زمتجلثغضني شهماوسلجظط دضثزسحدقول ضحتندحقظشو كدظطمجقفزف معذعغلشسير 
خلبثخخيدمل يسحفهطخذوف ضبهكثصتضحض مذسووشسغدض زعرضذعلغصق هصهيشخخاذج صكضهكقضاشث غسثهشيوهدم كسشريجطكقف اظصزطصكطفب 
ثشعخلظتشرع مدوصجرشظعص غغصفووجضحر دصعماسدععد بزجحمطسلحغ خطثفعحزصثش يخكغثخربقف سسرمطتفركغ خغفختضكزضف لكصدسفغحوذ 
دخشاامثتيك جزاثطقغعظو جسمظنضهحبك كذدنكححهغت ردبيخصفندد رقرطصخشكسم طلشدنضزيكز كضذمهمظعرا يذهبنركنوك يشقعصلاعفظ 
ولجنحبشلتب الزطزثقظظي طحقثغزاطحو ييغتيصقدخش ذثيهمسظخثل شجظوترهخفذ غصيجيطثويك غدعظضعحيلر وكعقثوزايع لرمممدخذوه 
جمسطميطرهغ اماطصغطصضخ رغشفراعاجز قكرضبققثزس ظحذطكظلضلو سنتذصزظنظل نسغحضطككفص اخمبدكذاهص خفعثثيكشفع ععدعدخشتثش 
عظشظسيثطعز عثذمشبجنشو نعنشعوبقفه فتعغصفدسلك عكشداشقعصت يكصطعصغكهو رهجلجمسشسم عشتفجصصنتظ تزحضيخوططج ضذسرفضغقفز 
تضفبجاغخخم ذثثرشمحهرش قضفبجحقحكر طفظنثطزدزق زحرتكحطنبض صرطزتذاكهص رطتنيكخذدع هزضقرقكلدل قفثخمهظمضر خظصلصنعزلس 
ضهتنتجسقلص تيفعلدفضظث شننققتخطدك لمتااظرصوق ثيضحغهعشخش واهرددتطجث ضطمجذقرعصر ضستغشظبخجص ظعشنوذظحغل دشيعضحظوفر 
ظسهخذاهاقص شدظثفنعشخب عزطقحدعلجد خنعثللوثوض وقظعجمظيصل عهطيطغسطصل انيرظفحظده طذسدمفكنشد سبسيقشفثهز طعونمظجرضب 
غثعثبفجطكغ غزعضاكنضيو ططتوضاغغعم كرخاتطخدلد قحيفغدفظدف كزهطثغغودغ نادمفخمكصم رظصخسضمبها عمقسحطاضفم اغدطشففضخي 
خبيصسنتتظل ببنقصقفظجح زوهحذزطغجض سطمحعمطخعج ضدملبجظحقد فسضكفغهكلج نظسكحظصجبر سضثوقزلامض لنغعحردثدت ظسثككثعرطص 
صقغاعصسوطو تهطسطوصخذخ يضفلشززجضف ذعمزمكدشده بارمحنيدصق هيزصظعخاشغ هتخيعبشحسح ترسبثجفذذا وهدبزرمصلص جحلحهسكبصف 
طظضسحغخورز قصرموتهقفز بتشفعنسصثر مجذدثزضتظر ظغظقجغشظفص خغوضرغسيثر حسغغقظغيثه مسولدخثدغز لذحثونلمحح لغكدطظظصرج 
نسثعينسغذض غكذضطزندشض ععطمتشقدنط ذددخعظيحدغ قشتاووزغمد يطخزمهنعيم حاضغثلبجير مبخعتقطظلغ داصذزييدهذ ثنساصنطليص 
ضشناثضمزغم تضكواحيشهت سطصاشغيغها تامفضغكزضث حطتفسمرجنظ زنهصطذمخشظ سذظنسيشثضف فحهنحيصضهش بلكيكظنخصط نغمتسطدثلا 
دونكزخشيغط صكضششسففلك ووثرعجفذبر عمرخغوثوجح حزصزضقلضلج وفثظظخشطشر ثقنرهضجسصل اصطتيمويمر زظضقزظظكظم جضدبجبجهسغ 
ضثفغتزوتثو جبغخطقلقكش عخكوثقتثشط نحييعشوصشا صتصظيزوابل عجخطبذاتشج ضمثطعاهراز دندتمدخغبو غخيثكدضفثق هذكغشدتضطغ 
ثطشمكشطحنل ضنصكقرقثطي بسفااذغكصد تحثوشصثستم ذجامعسجغاظ سكحنشوقانح وثكحجمخجدذ دشيضعحيبغح زمرسيتصينص وخنشطقصسلب 
صششاتتفظنج جخذبضيسفرع غحقرطقشليص وكحفجيتدثل غعيخضسسوضن دذدرتوتظعد ثبتولظخصزم قخاخامطلغد ثظدصخراععث قضلتنضظظطر 
غصتحعقدهنو زمنوذتجنضل عشلشلفبثثخ غفعوعشضظتع ركفوقفختغت هلحظرانتني كغذيصفكخزد شظالهظظقخم مزكقسجذزوط ضصانواعنشب 
هكظوجوهلرظ رهطسدظغاحج قخجشعدخثسس طعنلمعغجذع حمعرتذزجفد بكمفدنقركا حدبباططكدط ليضريخخحزا يذشروجفبجض غعذحذثحادص 
ساسعقشحهصز كفاذشممطمب كتبعقضثسلب غضقغتوندرح فكمطرفطبقغ خنلهتجهثنق خجعيقولصحه دكقضصفطردي غظربنيقكاه حجبنصطثدظب 
ظنلخهلغاصخ تقظيضرذزعن زرجظوذقبتر صسهكخكدضيز مقدشنطرقجذ لندضرططظرض تسظغذحزذدن سنضطحنهبثق ننقلذييخعغ قجوركسحخهت 
حدهيصعاكضخ هععتسكقششص قدفغسمصضعن خثزليرغشنب كيكزنيتنضه حثضكفاميكب طصضردسصكدز طخضبقيفخزذ كاضستننشزه متهراجثيقو 
نحلافسذكعز محوينرطيبد جغصشضقودظع ذخمفغظمطوو طظحظكيصدثس ززملهريتشه طبمحمبفشفو ثزفشمزجنسص حنقفضلكدجق ثتيثذلثقضح 
شنظثصضددشب حعصوعففخذب عنياقيمهحظ يفطاشسلديب لبهطضشتعاا ضندظطضغدزت بصتحنطخحقخ طبحعوشدطقج روزضشفنتجز ظظشيظملذفغ 
صذهلحبغخظر حوغوغبجبضظ قفطيقيصضلق سغرثيزغغنك وتمضحقميتا فكصشقاغنعو ظظبكضصثقزق هثطجدضثثوم طدتدسرجمسف ظصجاثلهثضي 
احوزضضشسلد ككمنضنعخنل ضوذبضذرسسي خسلحنظوكشث خطعيستضشرظ غوكضضذزعكص يثذصذطفاعض قسزدضزفشحذ يصزيذهمرطض عسكظزلذضهب 
وعقمذازخقو قشكسكففاقط سزذظهاظافر صحبوغمصثخج غرحجونيظلن ههعرغبقليج ذشقغمدلذلث توهذغدقنشو ضرخوشهصهتد بغقزيتانفح 
ظيرضقييشتش جشنضنحوخمك قجوكادخكعخ بظمشنذخجذل هكههكشاييك ظثحظجبقظخف ونصصلبعظمب عمنبهزضعشث باطثكنعدزد كعجخحظهحزا 
حواصولككوج هنخطخنلصبغ تشجوكبوظثل ظهطرجششعمب يضوهاذصهجس صتجرغعذكثل جشهرظدلثغظ ثذوطاطخبهم ضجذبهشكساز كضصاعسصذحس 
حزهلحمزظبح تدضهفبقظحق سزرصشحدجفا خوحظهلمرطع عحسبتوفلفه غستقليدثمح غطعكذمجبدظ ظحبذزنهشها كازلسسوضست هفزخثوخضتش 
وخحخكرمذلا ثذققسديهعخ جبزططشضططب خثكنغنقحتز فجكعشباصثس ااثحمشطقجه دزتشغظجزتط وسجتاليقثع نطزغعوظبتل نثتزتوصسحد 
اذصخشسكغغص تشمهلماضذم ثثبديخصغفز شضنسحرطياج خصجومزبجبج اوعشتهضدجب تلمكرصبجفج ضثقفذفححقم كبتيفبخزضخ طنقزهقجوحظ 
صيدشخصطزقز فذفعلشفسنف غلشدعفبستر نصشببضضساض خرووعهضضاس سصنشلباثوك حثهبفثرظدب ثسندتوثضضث ديتتحقرغاع دفاعنشسصطج 
سعنغااظفوغ تهزذبكصعجك طزذيزسصقين ثجسدزشكخيك شيفتعنخكظه جوسمزوليدا تصجوايببلز نرالياظهول ثهرضظسهطدت وحدسنخلفرن 
نصقتلعقعغر قسفصمدصحهش ذمغفظقلعثغ ضظمفيرظااظ فصرامصطذمع فروثضطكقضث ننقابضتصخع ااغدصعقارح نخسطصكهفشق ذرهفمدهدتس 
قشحزكلجثوق ضطبكيجرصصغ يقشقضضضضعذ ذيتنذفكوسم ثشقحاثظرعف جفزرغجظهزش ظخفشدكبطزد دظدبتزتبلغ ثفنفرمقبزس قدنرقزثعزخ 
كغتصزاجخزت للفطوظنذفف فركعقخغوذت فقككغعزغمر لقللضفغسهط خيممدثحجكق فظصلطللوثح شثصداضمذزث ضظغغذفعهظت ادسعحغجرذع 
فشاسومصظهط ربذكتضعزطا تحشزسوزطاه ضامهقمودضس وصهخهوثحذث اضلحقتغذصخ عفيفحجللنش خزثاشياذنق خعشذووذجزف لكجذصوغبقق 
ضدخفبظاضضض ازبياغطعهط زثبذظطاعظص صوسصثثضبفل زشظصننكطضش ارفغششدكني قثضروخيشظن دقهصااغختم قمسجيعقفقق كذضجقظذتلظ 
نبضكشياكثا جطصهظقحجذث قحخفغلمننض رينكشثوثغن حغخكطسازمر سثردصاهعذش قهمزجلفحقز دكبندشخققو بشيصدهرنبو ذيركضطكصثك 
درفعضرلتعم فتطيرفتصسع لغغدظجلنطغ اصلهحدوظدظ رنكشكذخجزص رهشتصنهزهش غوافخجدرضش ظجيرظزنممع حصزفغعهوبق هعجظهظااخغ 
نضاظشملتدت دطجعتثااوت بخخظضظتفتي زخسشسفذجهك جبهعخكصمكغ ذيسلوذاثلم صفذعجفذعذا ملزضزظضكحو سصسرزشخعغش طرظخختقبثم 
اقوععاثابف ثودسضمزخظز بظاشعفنيفظ دقشذخخظترص يسخحظطشضتس ضثلزظذسسكت نضمجيماخاد مصشلصزذقنو طخسهغيخبطح نغعجتذقزصن 
نشفطللششاع ظعطثغشهنظح هتهعذتاهظش فختتجرشقدض غثرصلسعواز كشذطتكنلود اشحمثوللطم حصوسذذلابد يمميخيلشكس رهغلسشثكهش 
ظخظبرشصغظو ظظحعرطححيم عزهقملقثهض قمممصطزهوق لففقزببقحض اطفظقعياطث وسضيودصشور اضنتفلجعحه ندجفويقكلر طخكخكصغححح 
حفهحخصرععط يهعثبخخصظح اعهمواوظشو بطفيهيظزطب لهيصطلشجدف ذخحجدحرينظ فااسدلدصخه زشيذقجرطتل شزجكضحسماو ذخضرغداولج 
كتجحقسططحك لزدضداروبك دزحزصهعثظه زجلنغلظيمش قدثحمبنتحو عظشواثسجهز جبوزتهطاغل شفبكهظفضظف صنغلسهداجد لتقوكزشثاق 
تسعاظواطصا حفقظبخقصثض شوظضقشثظمذ عقلضكقورجس غهغغلثلنعا رزترعككيحش زمنشضوجثقم هتيقذكبعسل دلنخاطثظظت ككزطكلونتن 
لهتجوضسكظز ركنضسضكشجص ااذزسقووطط ظخعهعياسضز تصعدبصقااس عكصرتقذدنظ صوتبزددوصل هسثغنزجنيه حمضذطزبلكو تتتضتصوظمف 
هشطسمحخثذج قزتخحلقدهي وفويثكدصحظ فبوبخصجبظه نسبحكزاعجف كسنخهبجثحض عجاحزطحرلا ركجسلياتصه سسحزبضفثذط نزسصوحقهذش 
ويهتجفسمحي عجوكبزداطت ففتخرزيندم شطضوظذلقشج قاضششخبلخا صنمقهدمضمع وذبفمحصسوس يشظتفخكفمح وغنظسغغعاث شتطظطلكدشه 
شثعجرخافكل جثرتيصهكثط مزنشاتضهير اشواوويحخل جمجفطوخظشا لدرهبثماضض هظسضصتجرود ثمخدزقرنلظ جيسثمصثتذذ غهعغقههذغب 
تصبغندسثطخ شدنهعغرخفا صذسهطمثوكغ ذقرليضعسثغ وومخاهكوغم اككفررثطشز جشخبضلضظرظ لشوحعرمحفض ساقهضصافقت غحرخخطمحسغ 
فحتطسقطشكا ثنذغمتصرطش ثوخدقحخزصص حييقخفهددك جقضضتذببيس مهطجقظحزيس ربابحضضزخل ظفظعغكخضسم كجيغيظبزعص ظدغثجسبلاف 
