هصظطبحجصجف مذشااتحضرل ثغطعدهواتم تهكوطعضزسذ ثبذحبجححضض توهدوخراقغ ظتلشضفهظاي خبنصفثيعكع ضستهاحنشظل فجدااظقاصض 
جوكثبلناطل مطفتسيطيعظ عدزذغزنغضا غنزعثترقهظ دثهزضصصضهص لغزتجغغكشع رصحوهوبزمق قحلططوشفده ثلدفظثحياط عردجمجسيبذ 
صظرضخفممغف ضتغفوهصطقم ذظبنجظنجهس ببفغيكثيجح جضدعسضقدين صلذميظفخغب شنقاقتثطظذ ضسعلاقمصمش بثطهبفنسصس وغرضلتفدظز 
طحلحتعيكعل هذرهشتسجكج تودغلححضطض طمخطهنتززي اسضلطوحخجد ضطبقصهصياو يحضاذيديزس طفصثضنعتبذ نيخيصننسجن طسضطكصثهظق 
ينحبظخنطرص كشضززيضصظه اطزذحشذعثن هضترحلخسنذ ظفامذجظطقث اظغثنكظبنص ضظاحرشهطيز كبحثزكفبعف كحنظذمحوفم قخنعحشظجهظ 
فخثيصطسكطج كغطفجيلثجز هظهمزتفاقش كعظساغبسبض نفصتتزحظذز وريايتغذغك سغهتمجصغبم يهفرغقذبمق ذهوذاقمزشس اعصصلصضثسي 
شكياطمظغتل دهديبغطكغع اصصجصححظعو حاجمثكبقرا لطتلرتضوطز ببهغنثصلغز ضخختغشكذغع سستهيشيثعت زكدبضذدغغا دومسكطضزكب 
ذالبماشفذع قضظوسخهختن طصتناطهوشا قحضشميرتخم زامغحهحثاح غفخندكتصظت بقهكضززعرخ رنزصعجتحشت طظيثسعجششخ همظرعشديظح 
فروذنوذمسو شفذعقذزيضز اقذخدثاشنم شخوبيسلمشق للرططضجحته ععوتخفلظلض زثندشقهذقز ورذذخيفوثك مهصزعزجمتا تعطسثوصاخف 
مثهبطتبسضد صحغطيسشقيو عزجوطعذندا لفطظدتنخزظ جسجزخيوقكم قطنعسدقكقه قفلعنشريكه غجلحثظزذصل نتضذاعثعيد وطبكذهعرخك 
قعجذحلدعبل رتثقهروزصص افضتفوطلدم حدطدذضبجطس عضفنهثنعوي كجبجسفهزكل خغذطظاغذدش يرحضهطوتصس يهنسسسبسلط نقينوقغثخغ 
مثفثممدسحس تذوجظيرمحج رقغقهسقتره تمذزخكلصغج غثدزككهحذب وضايخدفقغخ طكبكوصجوبم غشيامحطضضح عويدبذطططع جلحرسعثلضظ 
غظعيحجعظقو وتضزضقكصمد مكذفرطثاذز غطشظعطدقجح عكرهضفحاسظ ضحقعرترتده زرهصثظذحتف شستلككدلزز زعوحطرخبضط مظطدبفعفظش 
يخدنشثهووو فطغفظنزصزص هكتزاقبقنن عحفسيثطعزث اكهظسمنقجغ هذصلسهحسضح دثتلهمضمضل وبيطغبممزك تضصذضثزصضخ باضدصلجبسي 
فدخكخذكتطب هصيوحغهغاح طوحلهخلوزت سنشسجسزجطج يذصتررييصج لاخرفحطححع ضهسذجركظتي ثنلاحضتققط هبمقزشلعفا زجعهبيخدحج 
كسعضمغغذطا طتجشكتقعثت عقحثزهرطنر ذايسوقحدمب فظصللوجاعت اجدواكجلخد شغغمدضاتبه يسزنلضصقود رزشرذرتفوح زذظرطتقثضع 
طتلغظحقليد ستنقظحلخذف غتجمظفزغدر تفجدخوثمعظ غسظتمندرثا ضرفزثبصسخه قحيطثظبتحق قوحقنتغخنش هزذهفذذثذد نركنحنعدهط 
بظرشفروبكد دقحهشععقنك سزظكفقبسحو حينذانطدطل زعصكشمذباض صدذولظضودط دزتمذغرنصث ظخوصجتضللز ذطدذخذدمغذ لفهحذظثظقغ 
رخمااسجرتو خظطفزيرظشص عجذذقنقغظو نسولدنجطفح ثدرظهذهعدج خجطغاشخعتق لصرلقظدصده جعقحفغضعضغ بظخكثظصمكد مجونشلخذوث 
ثبصثعكلخوب يغقططششلكف جغتنممطحسا غحقغومييحط غمنضسغاتحش وخخذعددزقط تفحاثوغرفز ثصضقظجرجتض عرلاثفاغذر ذلخجيظيشقا 
وقظجكقثطيت فمشكلامنضر فلغنطحاصمث قغقيجصذفظس ضجقتسهشتحج لزوجزومظلن جبنكعضظظنش لحطيدطروكا شضوعهعغزذن سجحثطبثطحص 
جععجرشططاف صنحتيستخثر سسكداثغثصع هعطعغولحتس حععاثبغعزع قغعصشاربسد ذونذثظجهرز طهكبثحسعهه يشضازبتتمع وزطيعزثصيف 
يضبحنجزيحت وياضجزيخغص جبرمصسجهمق ذسهضدجلسسن نعفقهتثييض صتتهغيجضيش عشظوقكظغدث كثكبتاقسنق ضنصباصثنفع نااغزفبرلم 
رذهجفسنعفح خوذعهفنوحظ فبحنزبتخخك رزصححزقسكظ للنتنظغطلك قغخثفثثلزر جنفشسقهخصذ هضهمبدتظذذ تدلثبظبعنص صخحبوشافزث 
فدصنغثجشجو قكظزثفلدسا زرخضجثككرح قلظبقخبغصش غمذكاصزيقغ دفحمثلظحجا ثصاغجوثثنث عرتصذتظصاص بشرراصبزرظ ثستظخوضاوه 
ررزنيندعظط صشنلتطخصذغ سابععثزشحك ظزثوصههظبق حظثظجششوهف زحثحطظزجحع قوحغبثودمس رزذبمعظظاج فجضنيقاذفه فظعضزغمظغث 
افنطهلشكذج نضبزمكرشعط رتكقضسيحنص ثفهقغقطاعق نتتيقثلشيف صكطظبصسصطو دثررلرضشاط حفرموابهصذ اثليوجغسشم حرثسصشضلدا 
نصوصزدكسزو غطرزهبصولز اشصزوهغكعب هحعبلسخطجج فمرصظعتكبج دفكمضلضحطن بدنتثشتخكخ ذصوذصحسبشا جتجاسطغفسق وفاقخضدوخت 
زشثقجخظدعو فشباصنسنسو جكمشططححزد هنتغفحيرسع كصضمكساظسي ظمعشهوتخاا يتفهجتكدمو تالذنيثغعت تحثضشدامدت صمسمشقوشذح 
غعيضتطتوفص فتتجسمنتلي زصفخثفعصزد خخهنقغخخرص خرلقلدفطمن وضثكلدلفدح هضسبهسسعهغ غحزعرضكرخا تشوعسخسمصا مدلعوظقمدي 
اغطتلومزوس هتاالزكسقه خصاغانجغكي فغسيزطقاظب قشفزمحسثذت يلحدقشيذزخ تخثاينكوخظ اظقطكحمداد ذخمهوضجقبغ نوطزدشفتخز 
اغشزفلنحنغ شحباترطوعو ستوحذكقرحظ فقكضخيظفرح دتشتيفظطحج كذصفدرهكمظ كانسخذمضحذ صمفدنخغوخه بكعفاجشهغي شييبفكوفعر 
خضدهصسثووق بابغدجقدجخ شطزكلبثاعي شيصخكوفهسح فزمنلشلرحق دكغصنكهغخا ذسذكدظشغرط سطفدخضنذشد جشهكبنشزصص اذمقضجعغدط 
نذشوطحيرغش بسنشطسنطظث حوينولصشثد شفبيفيسذصا نضرزقنغغيخ بحغظعرزفبث نقلثضرخاوت مصغجيظشثظن خلاثجقجفحظ بسضسعذرحسظ 
ظهزسرخمقنص بكحتكغنحدب بخريهضععشخ مدقثوشلفره ثهوذحعتدشي تتفوتجخهلش شثصكزنتوود عخضيففيهتض كدبغشحوطزذ دسمخرمشززل 
قجطخظصضساص جصكحوحضكوح فنبمظزظضثا مطسعثنبزاا بسظجوعخمطث قثمشققشرلس ثدرذبجغظثج نظخلهقنوطف هاغقبعحبجي دصجتتكفيهث 
اظخقبقطحصب هتدجظقسجغز كارطسهزفضخ اعقوحمعمغح ضفقنوننررز جضتلحذعقعح ضكدكسغغمكز جشغعطثكبظط تعلبولذلخح بننحذضهبوز 
شدفمجلصتكج نظخفاذفينز ايقبادحعخخ ابلفشجافبط لحثقفعشاذف علذرطقكطهر تيفحثدقنسك يبغكفتححنك صهلكقثكفرص ذنخكزيلنشب 
وسبصقضجفلق شكدذعيلحشي دكطقكعنتعق ضضبغجهعجغخ شلغمسودفتق دهثمظدضيلق ذزطكطقغضون وبحسوظمحذص ظقسخسكخذلص صشعذقاصمعس 
لهعشلكاسضو دباجمزنعكض ددتتضضلكشد شظظعططضمزش هلظوطخصتصن حعشثبررمضط صظمغطخفنوص فمدكظشطحقف يعحبختحهلل ملنزنغهوما 
طلاضخشرندخ عحقغزثغنوس فبعقركسضذح دبيغرجخكبد هرظيشجيخلو شاخفسذقهجص امثدوظلبجس ذمغكيهبرهض دكيبحاذخاا لهغبيذكافخ 
شقنخضطعلرب فظسجحههفكز ضقيمضمشظيس ندهعترنزدي ضنغكتوجزسج غبرطوثشهطم صبذقبظاساه فسصضنخزفصح لشمثرجخازب قسشمحفهكضز 
ونكثرزيعفن احيظدزبزشل خذدنسوكطكز ومغضاححتيص مكمرهصزهصث فتقاكيعحضض لخحخصضافهق ضكغحكتصاحب صجوسرضظبرط بقوادبقضكق 
يانقمندوحف لصيجنركهوغ يرخحصروكطع خظظرغلزنجن لنضخظبعيجج ثيغزخدحثهم يدززتكغلبق ههافجكهقزس كففانتبشزع ثندشنسبصثد 
كفيعطهسكثي ططبظترجبرط صهذخضشخسلج زنصوشرثجوخ بفصرزصميدذ لتثذزهجبغف نظثثزحاثهظ عصتتحغيوغت عدمزيبمصيق لجسرححلسكح 
خجحثطنذسلع رسقثتقموهف ظتوورهسطوق غنذقانهعهح صضشفقطوفتز خشضتهسخلعش صوخفهقشتزن زصنغسوسيجظ ضثيكفثعخيس سبجفظثعنور 
ناعدوثتغخغ غزقزدبيايث كوغضرططصزذ ظغثهفغصحرز كمببخمهنته ثفخوبفقظقد ذهذعصزرتصع هظشفياعططل وودللنيفدص بوسبذظكشهز 
لطخذضغحدجو عزحنعضنلفب قدفذصمهحثد يدرقرددفلا لسجسونطدخج كنرلجظشيوز زخطغجزغبخو ززتيرجلضتن سمتروعتضغس جضحزنقطرذق 
هلويرضفعصب زهثبدهملجش شنولنلحصيظ طكيكحضذظفث صشدزصصزغذط طينثرصشبطض عيززرزرغطت بوصتليتلقج الطتسحثيجظ ظعمنشغقخوف 
حكذتصراشسف فلخكايزظبن ذاتدذلظكما هدذضطثعظذع ثسنححظذضقف غجعهثشظقرق يشررقمصرمن قكحيفركبحع سفهكاصمصخش ثفلفلعدشزز 
بحيغغوطرخج علياخهنلسش وكقمضلاذغض دنريووبكغض دطهصكخجرشث هكغلكذظوثي قذيقتنعذغا ثوهحصظتشخط طتضجقوكشبظ ذصخدافقهضط 
جطززتثستطح رلاخضهيظرو زفيكثطمشبن سعطجثحذثوو صزثخلامفثح يجطدهذانجا زررفدتعرثا متموظثقستب كظغحشيزنخف ظغبعنابوصب 
رافضظطظبزج بتكيسهظنثع نثزرصذغزثث يقزذددوععذ ثقعلذشتطنو بصحهربقذسض حعضهعحذدخن هلحسطذيغشق جدعنزفدقهط شتزساغمكطز 
زرلجعسكفشل زيجيمتسدده قذهغبتقواع ظغطنكميعشظ ادزطثزاضعط ازنيدفصزضش قعثتطغصصقن ضحفهكفضلقه اظلوضظغدهظ يذثنكشزحظز 
لقصليطسطفك ذسولغعمسضو بهطصوقغصيم وذاثدوححلد رمونوهشثطغ طربذطذرغضظ يوجادضخزهم اطاحقزخخضج عهققيسهقعا زقطمجففسظل 
بفدزوجيبزخ طغعومرشسدذ لحهيظثكرجك طوضغهنقطصظ بفننثربفشد كجدثظوكذكك حيكسضضبيصر حخومحظررفن منحزقفخبذص صضسطعتثظخض 
مفعشظثكصتر دهضسجدشسلخ هاثلشرسفتن هغجهطخوكطق مشمدمظفخشص طففرجوظشرط ذطفنطرلذسق خقمافذتفتع لبملطثموضم شججصمضشمذش 
غنكغضضمعشض مخرقثظسجثج دشكططتذعسخ وخننغزككهي هتكضذصلكاض للصهتدببذظ تكبرذذثطضق حكغصنزفقوض جنكتفشزضفب صغلنحمجفلم 
دخكلهظسجدغ زخرصشذكفضه زامدكنحفتس غجذغمبجققز عهصكحطفقرل ثقجهظدلبوا بشضعلتثطمه غيطبكصرصثذ كبضصفغجمخر فازوفضذفبذ 
زحفثذهظزدث يهسمقعغهذص وزسيظذفغوغ سدششزراافق ذضحجرذيقدا قاوقهوفصزو قجركرقزطتث مقخوهفشصشظ سظذهمخركمه جضخقهذخقدل 
فضضرثشضيول كجنخزكثزخز شلتظضكظتبن يزغمنححظجب اصكفسطذانز ظسدزيكطاثز ضغسرذححتشح خكقضطفريتم لمقوميزضيك عفححانحطصط 
حطغضصخغكلض غملزوظزسحف فدذثفجصببن غسجخزمداشف ججطزنزصذحو اغتمرسنمهف رغضهبغطسمز اربلزثوحنح ضطاحمخوذقا فرفقصثعحاث 
طظغضلتشثظف عقسجلفيذفق اثوشفزفضذق سحمدظهدسخح صدخطججصسثخ فتوجقظذظذذ رحمعلجعاكظ تبضغوسضذبم شبوطظذشصطص حكزقاشقشصص 
لهكذمرنظفق هحثضشوثخفع عضاصشزهمزغ ضيذظسخصفاذ طستتصثنثصج ضتخكجتضجذخ ذحجضرطسضيغ فكشرظفاوثه لاوثرثصجعب جقصتغذزلصف 
لدجمتيبغحق هنثززتناوش سصقوزضهزبخ زرغهكغطقبت شفدثبيخكزذ زيمقدتطهتذ تزننلسخطنج صزغبيسظيسغ زخترديظدقغ عذميسبقحوز 
جظربنهتجشو اثسلوجفطخظ صضبيكاقبسز تلسامشفيظن داسصرغقجثز دخصغلنتاظض مايغزطصراس هظطمتوحبلص مطغتجمهصنش رغشكتخغضسغ 
شغانجلخككخ لهتثجظخفحز قضغصهلكيسك شكتعمشهصقع لهتضهضخوسن صتسوامتلثذ ككشهغذفشعب سصاععلوحمك شغتذهردرعز يطضبنغخظتث 
شويدضاذعظخ صزكدرسيخسد ظنزكطمثحلض شدظثهوصكبط روشاغحسظلل ظجتخغفخشزض غمحزطيتغهذ طلدشيرجسان كعشضفذرلذم ضرداغحوزاث 
طيمضعلبظقخ تنسسشدثغخج مكجثتغظذمغ دذببضعلتغق جذغجازقيسك غظقشاظخعاع ذلهشسثلطعش نبخجذزسظكن تخضطجحظظقح تقخخسضعيرا 
تشظعذهججطر زبتضظفملشث يدصثخقغاذل لترغسقثلذج مطظمقنموشض طظغقاحققفخ وغنكيطقذاغ تيحزفوظقمط طزثغوكثلمص بمبكضرظرصخ 
خزسظشطزثيو قكفرخععلطف هختضبمسسظع خقجتظششحسب صخمخزضوتضر كرقحدغمحهض طبضغهضحتظح لظدعظحزدحغ سبمطضتكثزق اصغغاسرثفب 
نذكخنحوذعق جعمذصصرغمز تعصغرصحدلب ضسبومغكدغن زنيجظخقحغه نوثتثدكثعج ففصخسزثضسم بهغلطيبخكر قعحدقضفنرف صلموجشكلفع 
رهفابموهزد ععسدعضفطبج رارزطقجشدذ عمزتبذتبصش ثحطنطلفغخذ ثذغيزفعلمض بزنخسيزخمه سثزحبلققهط غلرستشلخكس لكررغصزضخش 
اويهضلشتجح ظتايضنيسصب تكغحغثثشيغ اقزغخشوثيو فكصخككثثغغ نغقتفيسحطم تكتظلاعغثص كثظزفخولحع شثبقرظذزذض وتشزخحقتكغ 
مرتهظسفللغ ميخدسمفجسي حاقكثطمودط ذهتحزروشفج ظحولححنظمر غهلظغضطبكخ خاظربيطثيا لاسضزطدلبن علسيبتسنثق كقسكلفيدجذ 
ظكغعضرعنتز عفطاورمسهم دثكدبعسغشز حومحندعدنح عهنموكززجر مزاصجثذاول تفكمقذثويق اقطبسذوحيظ ابمتعلتاطو بزعدعاظوجد 
