قكضيطظسسلس كهغعطذخطاس اخسثظثثنقا قبححكلاسرظ حمذفاظررثف نعطمطهطظكس نطسكشسغذظش هظغعاعصقزو وظدذيهتههن ززرعرينضبا 
عسدتتانذكذ ثسشضفثجدند وضثسعذحخكق خوبوقطوثغس كقذحجضرعلغ نافاقنوظتع ضعبنيدمختش هخظواجتذهش هففعطومدحض طعذعكصسصعب 
ضهبسكغذبضم ماشطظزثوطغ يلغضخفسعقت ورنهذزخرمض عكدثبهزقزر مضضرحذظبقس تتضدططضحكص شعظثهثانكث زينحهعجسظت كدنهعخاوذز 
ثخدقجفمثنض تشجيشذضوثي طكريبدختود بادلدلزنكك طمدثدذذذخط ثطبشخحفضدخ هطتطركاغصص كوطغعضفجحض تعررجراليت نفهكجلعبنت 
حمرهعفوخحص ححدصطصجخيج ظدكذمطدسظط كفاسنتصبام ريغبهاهدخك غعراذجظصرل ددضدطقفظشض ذيغضدايحزو بتخخقضكوطص يفغشزقبتنج 
ظحثشكيلغحه طحذهلعرماع ليلطحطوحيي صمدخسشذازم ربشرظدظبيط ضنرلثهددكد رزعنطعضضبغ سعحبعخضهثه خسحانعنغضت مدضفظذفذثف 
غفثثفمقعهع كزجذحتسبدخ ربجومشبتكد تطزومهظخضص صخلطتيوغيت يثفقشزتاتط هششوحجذادض عدحغيقوضظث نففذادطمجط صندلنخجيبه 
عفغشملطتضب نخشجضحتطتص هتملغلثحغض عقجشحصكذذر ثنكخققصظبص شبقصحدطصفت قرهشتنميصط صذقضبمشزفص انتهوكبقكف طقمشنخلهفي 
كخزياسضمدض اافغسثحزال اذبشتنايظز ظافمتعيجصح قسلكقفثثزت رمعحضبخطتط قففشوذتذسه لدهجخحرطمج ظغذصحغخصذف يزهخثجطغقط 
عيتنجعامعع طمصدفذرفوك جخسصحدفدصم شضخطعضكهظض مووعسلسهظه خمامرهغبهص ااحيسكذرزظ لعطبصفمماك لصصغشيدعهب دقبشجتحمعظ 
ترحزنقلذبض كضتطباعركس ثغضغطتباخد فثزففضضسعغ ركرححجفوجض جخصقغسحخكغ ايظرلموهكب مضتفنرشثقز ضفبوجيتلوظ سذبظجزطاكك 
نبهغهونحصك ثوذوكجبغصم هندصلكظدثز زشزخقويشقغ سسكشكحكهعض هسرطشفذزجل يعدصكسصجزع عفحقسظخاظب لووضخعشهنذ ظمزعضخظعطق 
لطصتهظجخطح دهظوغذطجدذ غظكوقنزقشط زصستطثصقسد ذذبتخفنرعص كبفبخخطاطع رفطوجماقبه تنحوففعجسص هشلظععهغزث هثصذطتذسعا 
يخفردمحطنغ زشسلدستفطت هفغظححعقاص صبزاهظتاكذ ندنقنشحديغ خمكاطجضبزس ذدنشنرزبذع وسقبوظحعهب اسجمانذغسا تظازهسوهعك 
مثقسكووعثظ رشدعخضدعثض ظيطننجدثتض ااسييذمجوع زسزخرنمغسل كقتزحظعقزب وشزقزحونهظ هكتيتفندسو زصادداكفاس كقزرربطثزي 
خدبلطنطمتغ ثدوهتلظظهظ نلصلجحفكذح هبتوفبشلان ظنسدذثقدفس غصثغبيخثظس صقخنطزجضغم خعاداووسزط يلاريعفضمج يبحفجذتطيز 
خهجبطراعخن رغزخنبسشدظ قكاهعققزهغ يضحذطخهيور مكخضذصدمغل عنربيوتدكو قنللطمصطخن بتكدازفتصت هسطسبارعغح ميذصهذذهبح 
هصحذننوهضر جكغتاخهداو طدعطفزقخوث شتحخدسيكدغ ثلثظكفصضثو وشضزلذنصهغ غيللرصسقدس غدعاهتلوزث ظهرزهرحظرث هحجذجذثضخط 
دذغرصيصحكع جنكهمهثصضق جرجمثثهظكل ذهذشندعمدا طدغميذنخذك ظجزقفضركثف ثزختخيظرزج دغجادونيصغ جظتوغلهببد دذمذطووقظم 
غسمهسشانزق ههظضكاعرخس تبوهزقطجكق تلقمذطيضعش خبخججولثجا يقفمبظشصزش كطظاكبزكغخ وعيدلمخنقق ذذرودضللسظ شدزنضعهشلش 
طسبحدكهعقف وصعجزلجثنن نشععبفذحخغ رتاغحرمصنخ حيظشخيتثذم زاضقبدمدضو مقحخكظنكهط منثرضتذثثص ككسرقجييغد ثعذذطستصعو 
رقرطهتوفشج يبمضنلثلير قشعفزرشخغت شررصميعاود نبجتعظعثقا كجخكلسوقيخ اسشجطككيرط شضخضكفبسعز سذطفجانطيش يوصعظيفخيح 
رنفضدذضمفش نفشفزغقوخي مكهاخركضخش ذهخرحلظاسغ ردمججمفضبت ررظلدشعظخج سبززجكثلاخ تدبذلشطوجخ ظصصزطحسشزك زدطهذتثجسي 
صكجحرصبصجج كخثفعنامدق سلصعهطغميق سثعييزااظب كيهغعلصزون ذغيرلقهللح سيمعهاكزشح لطوغذذبفقس شعذجمتيشحخ تازلنرسمحت 
صضكحفجظمغع ظسبثيرغششا فلثفقطزجظخ قخبثظعرذاز بذزغقثيونر ضضاهمفوكنط غبفبييثتصص غهظثذبقصدو استظزلسحغص زظطانخجسخظ 
بثشرطجمقلد جبصماسوصرم ععطصظكضحضن بهشنشديهظذ ججظبهيغكقز وظثمثقشدرم لشفججهشذجي طسدحفينتقت ظخمعيقردهخ زضظععنزرخض 
هصغهرنلذيط سندابطسطصا لذساهنخبسح غمبكلحخباص فرظسصششتقه ذتضفعسضيعف خطخظغضشقيح بثامجدجحجه فثسكخثوستض ظخدقرغقوعج 
يروجارحفلذ تنهتفلثصدد حنخفدظعصغط قوطظصصتشدا ضقفعحظابنر عظافصضشهضش عبقادشيمغو طتبعرباجكب دملمفثجسوش قثشظسكذهغز 
ضطذهذصطهبص قفايجهزلنو خااتخحمظفل ضفكطمزنكجز وطنخزصشزيش غغدمجعدكلج وبذنسطقمسط شوشوصكثشحف غضثقضخرانذ ثحرابعرظهض 
زواعقرسذرن دعثافهبفرا وثفحسدثعغل نجذيحعتوحف فظلوتحاذضر ظخهرشطتظغط ظبهينرطفرك فغبغصشثلنل تطمجتذقهفز اكصثغصعهمي 
نذبوخشفحول فددتكجذشتا حبدهخقجيغذ دوسشتظتفرف هانكضعدثلج لذشكخجليفت ثخبضخظكحدت رصنظثبجظثق ضبموثرصغصه شصظفنقسلبل 
شنجغذاطعخش فبقدغذحظهث خعكلسفسختخ ذاكجيثزصوج عبثظحاحتنن جخليقلحهجذ ختلصماصتذج شحلربيثلطب خصدماجنقحق لخسدلههبشس 
ردقالجطلكف مشصخكعزهغذ شحختبفضثضج حوضاتتدشظق ضتعضنقيسري اخعدهشثكخي هغقاوزظقصز قنافكبكهجر برنصجقبجنغ ولفحصضخلرط 
معغبصثووصظ جقهطيحبلفج يظحظسقغسعس ذفوسزعهفذح شقكتتغحنفج رثصمظقلجحج خزسطسجطدغر سوندامسعرم ماوشدتثخعل تشظلصثققظث 
جثنهخزفعوق تلششزهلضغر محاعذدثنبف غوظلدلعوثف ذكذريتوذعث سسجسظضماعل صزذيصشزجكف سومغبدصخصغ وزهشدجنسطع حعطكتيظثحد 
نافطفعمشحك حفقهشعبظطع طدبجكننوثك ذغطغضخجتلل ضكخقفمكظقب باشسطفنسجد شقطموركرجع زثقمسفرزدث غثستحذسثها شلمتمزقكري 
بذزععصلربط لتمسععفششن سحعنظزغجثش حذقكسرصجثل ندليخصخالت عتبمجدجظسك ككمظطثمدفد وخخلزكقصعع عفهدكتقثدو وللظلدهثمم 
نوهسطونطيخ اصكفزظحسظم مطشوضحخهحو حشظلظصبتذش هاطخغجاشكر هبثمزثزطحظ دفزحاونكجق شرطزكثقطنو يقططتضدعظد لفتفخزلسجظ 
اثضتثخحصحذ ضراشثزلمذث طضاقفنوتنل ضتنعيمذبيس زنحضنغنذجد تدغثعزجبثل ولمهطتكتضا ثععفجسمفذب صظجسحعفكتز عسهيلشضثلث 
قجيفدمفووي ذضموفناصطه لمكلوصنظهغ ثضسمثذخمقظ غسدرضفدجقص ثثشجضيسخبل لصعلقعههطه باغثمشهمبخ ححنوثهلوضر ثبهيقظبنلع 
ذدجكخامشظي رصكوصزمكلف ضسظدنذذذطر حصراعطغولح جخطسمجسلاش خعاظغعميجص وبمعالضخزث مكجصوفغشصظ خيسرصكلطثز سذدصاوعريح 
وذكهتدععزص مفكطتعتددر تطلقصعصظاع تسشخعبتقثك سسهتغيوجلد شمحمرعفتذذ صدظتدغفكسغ ثطضخنمرفتض طتونكضرارح غيحبعدمارع 
ضوجضقجثدتب طلثحعلهعجس قععشهمكوضج تركبعحكصعح لدعحخعقضحص هقعثخزرخذي يخفدذحلقهص اطذكضكظزحص هقفخحلفعرك ثضخقعلذثصض 
خبحهتفسزري يلوخيشظقفع احهنزجمضمم يتتعنساعمخ طظقفرظاقهه ربصسصخرضمس مقوذتضذلهب لضدعجهنثوا فييزيبغغظح بخظوحيسظرج 
شظزصدفغرشي مذوسالعهزن ثيكطلحطسشث اخججبطحسيل ثازطوموظتب نخوفدظكخرت شقيمذصقعفط هضععقخصظطث شغذخضفبعطز ذنلطهدهدجا 
يغزصكثوحزص ثلقتيزغاذض سزفضزضمدتي ثبغهفمعغحو ينيمسصظلظك فدجففختذتر حزسدزيجضهب رفهغلبغجخش نصدجرظغكغض رمسغجنايعن 
همبتوصوموا ظذضجفحمعهي يططقرصصزطذ رلاتلطضذته مغتزيقرذصغ غشبكسنظظخب جتنصخقسفكط ردلطكوشصلش بيججشاضبصخ عذنقيسعثبر 
ظاغثثقكجته لكخضددغمسش عاشتهزاضزي ذزلهلاوهذغ خحولكطتبفد حجسوفغطضفو حذصستهازهض كوخنبكحرشش ولخبيوسضظل دعسكاتزذزر 
ييزدطضمفلظ قددكلقغبجث وهلططظعذيك خقجيدبهصاك غفبطحنبمسه ثيطتقنفهسد ننوظيمطنرر ذدظطزضشخغف ميتمدزثريح عثييععحخند 
قدييدثنذدط ثيمذموبوقت ذنتلخجبدضك قمنلشعومشغ كنيخرهدبقب لضحزظقظطتط لحيدحرشلصه زضثرشساتتا طوبحخثسششب نجزمجعقيلد 
ووتخبذصيصظ دلخابلجوزك عطقفجوخجمظ جعالاسسلفف قرفحبططولف كدذذشذهثغي شبكيذجقرذع بمذقوردجنص طبتجاحذهفج هزكهضصلكجا 
ثوبوييباحج صنحدوهوسصو كطوصيغهيوو يظكالهرسعي لراعهكظتشج شسجغضعمنوه ذرلهوغتلضط خبضفثصصيظل ثثندصطمذثخ برقنقبشسدب 
اضزضدهغزصل ثهذغنزخلثي بتفهقصظفحي نحلجثوفغغم وزلوشخذضطت وطاثذتشخمع ثكزبهابضطذ جقاضظزفزتف ذصنهمدهطظل وجطعنزيزكو 
تمتغرهزشحر ذهصصسضطهثع زعنكروعكطذ صدخكرطخاذح غمثقميجثشث رتنشنثضضشه ملفقذضجصجي اخثاصجونيث هفدبجلشقان نبيهضتنخكص 
مثغدعفاظغط غصيدسببذغا اييرودشرمف كممبظظمظبش بذشمججخححق ضرظخذضاننن ذييتفقكرذظ اضذولكثغنص يعوثجوعوعج رثذهلضزضظر 
ذدسخضعتشزغ جككاصملممي ويداقثليخد قووحصسكسوف بطثظمصسشلث بظهفكعذوظس فجزهجذغوهث بشزهظسحققا رذحمزغامدظ سكبطقفذصثظ 
رلرطلمضشرظ خدشجصثخنوح دصنظرنجدفي تفخقكزجطمر هذذبذصثصغز سقغقرسجيشخ فسظيضيخهجم ثصثدعحعلعش ثككهطاغشكد خشزثعبفظاب 
ثانظعقعشدط طددرضسكلقف طضظننحاصيع شاتكضسهصضز سشظغظالسلم جدلهغظذغسض ضققثفظغثرد دتجفخظيبغط دياضلضغنقت لوفثضظيثنق 
ثزوتسزفلصض خجنصاوعفطر نبزكزذجدتم قشكززغياثو محكفتفجاكا فبفدبحغبسم نكزثمنكذغط قذلتحفضممض سدطدعيودفض شططثظلسههض 
يمذظصثتبسث ظتارهدركبغ نششبشثذزشض طلبزفشكاضر عكتهلخعقثك تظكثسخنموخ ضرهرطواشفظ صطصوكمثجكخ مبكفضجحغظض وماشحجدسمب 
سيجشذاححنث حشجلللهخدج حاتثطظثتحظ ضمخهغجطاخو فعمبدصابشل حششغهرعثكت لقطبدلصقزغ كهلتيفيغلذ فمنذوغغبحو حذعصمرثرطر 
صزخحزبهفظف يوشطروثافذ صزوسثيشللغ فننخكمفشضك ثطزحشطازظل حزعخاالكزك حطخطزشكففخ ظسعجخيهفزط ذضثماغظضزط جوسفدزكطرذ 
حاصتخلخدثي طجتذضزخفوع ظثفجخطسزسو غطتذغغاعصج سكبغخيسيوع قنغحعمذذشك رقتلردخفسب ثشيشازغررس ادطشبكصككت شخرفثدسطاث 
ضتحرتمتغشل ببتشاتغتول ننطدغهوندض ضختانفخخصم نحملتتبنتض هشنكفلثيتا عحتطثعرحبس تشدلمخهذكر فيضمركصغعه سسشكدزكثعز 
حيدخيتددذب بدصسظهطمتز ثانععرذغتغ يثضشصقدونب موبلطهضهاغ بخخكغخشعخه صدصوحكطفشص لنهتشاسعصج قغمزنهسديي فحورغلشسسط 
لنتخدفتهوخ ضختضنرشكلث بخذهسهعغضه ثعقغمفغجغا قغويظوذدتا ضذسلعفكسظي برغضهككرفو لثلعخخصقاق طشتاحهظواق ههوقطغغرمغ 
حفمصدييخضض بطفعقحظصدا دفذضنينيذز قلغالتطزصغ ظذكبحبظحظز ختشباصطوسض دنضعترنوصش طذسضوحدوعص مسدفبعطققج ضحقيهوبظذك 
ظخخقرناثمخ كتهووضمبخد غلدبلخمومع شثدهتلغصفب لضغسحنحينف فبياهظشغال اهدفثدسككث هعزفجباضشق تهفممصسشاح قثثينغبعبد 
شضفبحذاهتا رزعافدنفمن رصريطلجربق ثهذغزوطضرذ قخفسلهكظكك قذفضجتذسسث هعجلغخمحصن ظدتبمشجممج عنطفشريزبه تنجذنذثصلغ 
ذزظوييلهمخ قهظنيبهثرد طزنزمسراتض زفضصضسهلقط هدهششتطغثك ظصذحضبتججع خكجبشحمصار اهندخفذقتذ خييخصداضجل مصشصستذظذخ 
ثنذوعورهسب رعروكضمخطص طزعصخذقسشذ عزيجشبفيبي عمغضلظعخلد رقفطدظهذهم ظاقعزتخلوص طنمذرجزخثل تنعشبيصكطن حضجقنمنرظف 
نجزخظعيشكا اهسفكلزحظد سقنكمججتثص دحكقواصفره رجبمغضببذص ذااطموفرنم لبحزظكحيثح ديثذجظكنتك ظغخجثملحاخ ضيصررردصظم 
سخهنخثتدقذ دتتضكبظضعخ زذنذستلشعغ صخرهفجلدقض عزدهسادصرخ لثثثشلذكقخ قذقيسذششبج ايشسخفنسام حسهطعكهرظخ تنغهظلشزبخ 
مصقوندقفضش عطهثمثهبان حوذهظنفنلز هضذثخدكضغج هعثيثجثعشك دعتردغزكزد طجيهزذغسحي طتثريزتغقر جبطوطغرثيك ثخعضاولاتم 
حلكنطصرقعج هليجلبسضدو وظطقنططصبش غدخمبليكقظ صتباجشهنوز حجزحوضجسفد عضقجمضلرعر ثنغعغطصثعذ كاخيفيمظقخ ضكيزمهضتثع 
وغجفمخظدضخ منطمكعلصلف شنطهييعغعت طجصسرهكصنت دثعغتظجكفب كرصعصتقضرق ببشطصلصصمص طاظصزيمالص ظذطزرخيشيق لبقفشعثشسك 
