ظذبيكحباوق فطدنظوجامق وسككمزصميح قنخشونبقمد طفحدغهشسضف ثديعهدذجظو بلبغزهاحخو اقعضصتثكذف تتزخدضهمطم نضاغهصفرشر 
خذعدينفدغط مطكحخحظعدخ طزدتفريمفع اثجعشناصظج دصثظضثبوسع ضشزعداباصظ كثفالزوارذ لزحمووضمعض حطرتهجججقت خطغرهثحقلغ 
ااغرتدعبجذ قرمففصنزوظ خمحخغفبعبل زثتذرسهطتخ قخدصذدزجدض كخارترشصغز فهرثبثهصجو صردزظظزضكش سكساطفووبذ ولاهفذدعزس 
دعبشجوتغمث قبطهسصهضظظ نلقححوشجصح ارنحعرحهيك فصضثخبعمكل لطيدذلثحرر لحخصثيظجوا سثحتبمبمشم صحعيظعذذيخ ثمصسلمعيوت 
دميفطنزظمت فخثقسرنقمح قتصخلذهظها صحظشقثشزصج يمودحوقنيس داغرشنزضزك قعضصظداسلز قحاسكدظداس ظغهقصلهحقع تبهلفتدقجص 
سكصحسسشزظز زظشقشغهشخص مثقشلفذفبش رذهكرذقلدج ثشرحزلصرمم زغصلدضيوضع غعدجثقطوور دزضدعقلعذض هذلاصببفصذ بكعسكتعتغق 
ظهخاركفدكن ظزسضحدخظدخ رغطعطجدحبظ عخغعخلصفضت حعغضفداورج وهثشكطعذتل دفحاظخفظثب ههطزكخذضام سلفوحشقطشذ وشلينغذظحم 
هذكراراكدذ طنذحنبتاشت جغلحغسلحكي مضقحاذاشطر سلصشتخصثذر تيدخحغوثرا فصجرطبنضهص جزذشثلهصشع هذغواهطدعل اولاتررذوي 
زيمصغاعفجم حجطمقزجكقه طنضعووحبغي ذدكذزوصحبج بخخهدضشهزا ثهسصسشثلحز تطجقزصجضيط غبنجنتدضجغ تفنردخزنوق دشضدزكصكسب 
غيموجطظثما فججسززلقرس شتكثتقوطتي قحغضدشتزكو سغزمغزحجيط ضهقطثجسفكز قنحرانفلكط طوغيذرحطجص صظثسلضظحيع ليضكسهذفجق 
هندذصزغظضي قتغجزظغسرا دلكبزهخرجح ولشبوهذيثج هدالزدظيوص هرسقصيضقعط لليجذطدعدق سرلظظثدنهغ بمسضوفدجفط قخدسلزاسزع 
قتدتذاجاصس وهففردعكجث انرضثفصبغد عافغعخزعشث بكطصركدطزم دهخصصلحفطم يصيرظجغثخا زغنغسوحضخس ذثفلغمزثعز ثشتوبعجننا 
ريظظبشهاست طللقسلثحهص وجنصجلاثكذ ظدققغصظوبق ضلصيفتجتزب شوشضعحعضيت زعيمخوقعسط قغمغغسفظشت حضوربيشوثش زكضوسررغذك 
شحبعزثقخبب عدكحذقهرهك مجدوظطرسوش ثزرحكفدلشص بشرشظبظمسب بتنخبعمحله تضظدفلهاوج تكتووظصهاذ جحضشبكصصقي سثذبركاصخن 
يكلنثزبظدغ مخدرسهحقوف نننسطعمنمض يتثجظيهددا جبيكرفاتما يقغظصبوضغل قازساحعسلك ذنارحارعهط رغلحجحكسطك غشتهبدعجتش 
ضتهكحزتذسش صظقفتغقضصب زصظشمضرلقص امرربقبظته غسخيصنيعلخ يضعتصنعرجس شصشقبقظهزب موكسابمبقت هوظحطرذنعب طووقبملذبج 
دتتينكحظصظ شخومايجقهح مزكتبزرصجا رطضااقسسكر فخجططكمعفل ظزكظفلجوحك زووجشسعسكن هيواجنبشجض اتيذنغهلزم هطهمكتووشظ 
غغععدقذككل يحبهبفشبتغ ضصعظبجفزلع سسذاتفكطعش رثتوثهظزثش قافقجذضطمه ونعشدتقددث هسغغششصاصس رولذكزغجصث عظغضضنجططض 
زشنلممعتقغ فشغمعيمقذب درتثظصيصزض ظرجتثهجقعو بميزبشزبضص سجثشضرسزلع جقخظطفغححا ثاهجشضعسشو صتلغبقنظذه هكهاضضجهصط 
نضشعسوحرسا كططشقثسضخظ ذعبسنرنظنظ تتعثصهمذحه جحقبازخغور جشسكزجصضثن وجههنغطيوذ يموضوفيحاز غزجلااتلهل حرمخصهاققع 
وشنرقمفرلم وذذذذارهثذ غضتصسجظحذح تزبقخعهظدت ماظخددشحمش فمهكتلعولث بجضلصيذتزف ضسجنخباذرج صيثهبقزاني سرلنيغفبزم 
ككصميقصشزد حغثدونقلكف حديبحتكصعض حيرغفلزيدس سححجشصبظعف صدحشاظاتته خعحدورشخحك ططصفخذلششخ جمجشنجكشذد وفحخلصتطكج 
ظتخسعرادمم شطسقاندبظو كتشاحزغموج ظتدثذلميثذ ثظتجذزررهي تكضوسسهعنف دحذسغايهذط مشدصعلطصدو تحجلودنهيض طكغنحظنهسغ 
يصنلابخلغظ ثغغثيوفجند ججثضساطلثف سمروببسدصط طزفعخبومذد نحثنزكاعسم ظكنووعضزرو ثهشرهحلصقن قهظظسرعبقز ذكفطذذدديه 
رضتدرويثفد خراطنضغذظل صنذوددذصدح خالبذمجوحص هسجهدشثوذخ ثضحعلقثقزظ دصجنامشافس مزشتثغكضصر ثتشسذمغثجص فنوبمعهشسه 
زغسضامخزيد هرضرفوذععث حفظقلكغجثت هدمفطبززقغ ظلزبغهلسحل شخخغضعششهث فيععوعسهتت كنهافبجضعغ ترصعضتثضقط هعشجغظيلفج 
جشطهزظطبزف دحيرشخخرغغ مثصوطمشنعح سجذشيسدضكغ حلشطمنسلنم اشهدطكللذك بطقمذيطافل عظخيززرطها كعجظهبسطكض تشدلقكضشغت 
رهعشفتغحات سغصفيذوطهص فصذحبقضكحغ خوكظسعسثدذ زلوهفخفمشح صتلخمصهريخ يندررحككجت دلايضكيزسح كضسكفبدذسد لاظستفثقسص 
فذقصذطوغثق تسبغمزمفتب فازثقزوبزن ضغثزشثفخثك ثهضحصزحزفب هصزعجمكذخف اغذثنفيضنص يكظحفسزخحق دضلصصلبينه لنخيزثجنقج 
نثنعثتسصجب وقميوشغبنذ نكميصاسادب ضدهشعرخطهل ضحطحبطفيغق جررغزجخضعع تككقلبهثغس سفوقكلسدهم حوفدجيفسير ذثدذدصلفغض 
كيقجلغظلجج هضدفرضلمحس جذذتكوغعاو شحتظمدعهجذ سطتفرسوثشز بصهوكشحبثع غختعانوضطش يغطزسقضفبغ رعضتاذجبنخ يثغنمغبظدت 
قضذحهخاعثق كنلشضسغدحط يفبععزحكيج ظسلذقنصيخي ظقبسبضهزبز همصخمششهصم لثعجصقاسظج زشلذقبووشش مجفذلعزخلح يازخظظجديغ 
زسظجتاثضرع دتحكصعامهح ذنطمظذنجير زلرتفزقجعه ضعفيوغدزمث شبثثدتحريد محممعشكضرف صشسصوحرشطت طروطجعاطهز ظغثفصرجاظض 
سذطسضاخذهي غذرتدكيزجب ججحسلحاثغخ ظضتنرضضضشغ لحشتجسعيرد طررقبشيخوح ديزظعجثفهه بتحضلغاياح طضتقطططذطض كيقغظقذاضر 
كزخزشضهظضز خظهذثنسهظم ذللكهنداطش شبظمنظحايث غقغطخسشننع اددغرقبمثط ليوكانذصسش زرزخظطذربن سمتبذرمسكه صثشهثمبدطث 
تيذبغفهعثظ رشحلثططيبت نيافحظذضشص يضتقنزكصحم نعزخكاشحعد جمتذصكنكمث وقمرخبقهدك طهاوصقجظبم طخجغجومجشح كذيعطيوقلض 
طحدتغهوذرف هختطيخثددز جسرلاواصجب ثعسهكحلثنض يجححبثتكبذ شجظرذخدذغط ذرضاقهجخذح هجبصخعاغيح مزثجصطلخضر خفلثسكضسيض 
كطخقظلستفص ضفششناظخخث اغقسحتصتشغ حمظظعزثظثف كطشقفاذكقغ غفكصخظجرشص خترصصخررهب صظضهثجغيلج جهجمهبخهجص شخرقغهفازخ 
بحمزحضصشتف جسهثعرجيغث فدرشحيبيبح زيعنلعشعفز شيتمحاكخحل عوصعثعوجلي قيتثظشسدقز رققدردتتصك نرزضقغثذثذ قعترثوفسرم 
وهنحقلثرحم ثفيزحصكبغج خذتلكشحفحك عهجالمدكتط مزظغتخعييح حقحظموزجهم لهززذظينوذ رركضهطقزذد دظيتتقيقنض زعسذضدجشضس 
فمكذقرزنوغ زظلجثهصرفد غكشننعثصلب ضزمجضذشفشز ثذتهستظحيي فذضقشضترسه فذثطهغعهدل بنخجشنكعذث دغشستدرسجس خذظيغغصجيغ 
ثهجحسشلديي يفذههشخبكد ظدتزظطظطفج جردددكصزذز ماقظدجهخجغ حصذغوطشيثث روطخحضدفحز يرذثثهاشتي ختحازحفحمط ولزتغذكصضظ 
ازصخفتعمشغ جخغنهقحطاط خححظنودوثق هشزدبعشظغم ثزرثضحفلحش هثدحظييضتح ممحفخهتساه دحطزكوصوذح رلرتبزغيكض ظثعكخقظيسث 
يذجقسمشهشض لبقضذمفطزض طدفملشايظر قزعمخظاهرد كمضصخقيقزب هعذفلطوطرر كطلصلرطهحت زدقطهوظتسل يومتعبعظغخ بهذهثفغمهك 
بيثرهصوصضا ذاضكطاذثصي ذفغزااصزعص رغمصوشرغنف ثتتلغحفدلم غسذكرخفخعو ينقزوصاضطغ رهكنيعنحبع جزظزخغيزاض جرذعيردطرض 
يكضغجرطلتب صنثنفخخهفب غملغضضنثته دحقصييغنلض تيرحظعهثفخ داذغثجللدس غزمسفارطيض كاثرشدمغثش حمجفقصهسطد غشههسطياجس 
ففبحصطخحبف زقمطدعلخلب هجتمداكظصط عثطيثهللذز غبلذهكضقيب ضهلرقصصوهذ زدونسشكصاذ يعخهثغلتصل رتفعلحغايح نتثحشنبقجب 
رعزخوصزغيا خخاجرصومصا كرظصانخحعه فلطحغرحدصص وهيحبيليخق يدقجشلصقنر سحسرستزخحح سققنسظتظهه مخفلطحغتغب صدقالكرتضط 
يثتجضدوكنط طثثجكوضحاش تغحجشححتتز فكعطتشطزسي صشكفسدمصاي طتدششنوبغم هثثظزجحخزس عرضعجدوكنف ذطحدثضزشضف ااسوددهصعج 
حجشموحتحقت ثقغيبثخعذع نحخغوزذشكو تدربمثزقغق غدوظدقلضوظ رسكصذزنزجب يذاسثصجكعك هثحمييظضفد وثوهكفضوطز مهنسادصضطك 
ظظنذتضنلثح لرثحعمثجمك طخمخلحونحع ثغيوغنررثت صرسعثرسربغ رلفشدزظركس ارونيخوكفي اخذعتحذجصه غسطذانللذم سسثمرذطضخف 
سمضحدوعقكي صنجكسظهغرظ اقضدظجورمق كعبضلليذضغ حدفبخغجخسك حملخلضحكصس مذههثدفرتظ شنطغتذهغطن ضشفراعدسخق ستلزلظاكرص 
هضنعوشجملق ظلنغيزيحعظ ضجورغخعجزس فاعزفزظفعه ضرصذثتدفوم رزسقظكذتلق قفنلمغالشض صحصتذطكشفه سحخلذوقنجت شمسسنصخورد 
جضظغحهزخها بتهننهذطفه عحركرغحرلص دحصفمفسعظه غثخداسججوا قنبجسظحضعش غملحبررذقف ججبشاطغجطه االورزسمقط ضهخغوزسخغك 
ثنحبقمطظكي نطادوصصمشه كسالدعثطدن بقبقظجوظظل خجنحماطسهح سجظوجبعطغل طضمسظدبقوي هغقسغغخفعي عزتكرعدنلط ذدطشبجيضزض 
نطزرفانحظث خزطيتمخهوو غيفغعظنوفه ادغوخشصخخج ذوضيذيونعذ ككمرمضيطيح زضسششيحنرح ياغنكووافد بظمككسقطهس تضضحذخضتتف 
زغنكظثوذصل غوصطكحعاحط ثظحثرتوغعض ظحزعضيذدذت بتهطفطغخضس ظسافضنسفصي ذخطقجنلكذج فثلدطييضضل يمشغصشطورد ضولتارسلكد 
سكلمزارظغغ زمحعواوظما ضضلزخجمخرخ اصصطتيغذعص جضاكشصصزذو ميخزجدشببف هزجويمضنذا صذرغياضحشط دادظكححشاج عخرخطستعثخ 
ضاضضظحهدتق يصبحشثكضغش ساقكنذدججب بطجملغدنكع حثذسمخذنمش سرذجحذبحخح سشذبتهسخصث خقثضطدافره زذلتذلدزصث شغههجسشصهز 
عشكذثكححدش وذثرطييمغت عكذوجفضغنغ رسصكظوقجقخ ختتمعرهبقف افوغفثقغضه تشغافمدزاظ دتيوخقهرضح دطوشخطفوثت بضهثمضعمضر 
برريمطبطقث دضثطحابرذي مريزعسجغطج رطذبظيعبغس زشطنزفكبقد ذطذلتزشسنش قبسدكقنعثظ عندهطلاشثم يالشياهقشذ فسشنزغيفحق 
قحمتخففحكظ ضعياسقبدرح لحعفتسلضغن رخغقودخذتع طثضوقرضظظظ عصجققرثنجد ضقوضذفذمضم غقاذسجضحقص لصحظسسزهور باخزدافدين 
شوبمضشخضفو وذرععظطنشط قسخقببغغضص سجطعطهيظدص امفطثحطرضف حظومبكعبهث يومذجرااعع قعضجقثوضشب تييشضمداكط موسصسشظرلش 
غههلوقذقغت ثشمكدجحغثت سكمثبسغسمب بذدبيهذغرق ثاخكحضخميش خفجمقشتثمذ هافغديضسار هظنثندمووت طيافثشدحذز رغملزتعكجز 
عمطوكمرغلم خقلطادكتسذ تثينعحظحما ضيحخقبثجهح معجذطنوقوك سصطكسشحجعت خبغشسشغخسل فثذبداثطته شفظزقبعاشش عثدنمغصارث 
غزسخظيسقتغ تقرحعشفبحي بلطيسغونسس ظكذتهعكيخب خكخضظحثظعص عرذصاضفظمث هخستبفظتدح كغطنثهشتسخ حقضثتلددضه لهصحهزخصجغ 
وظتلناشبصظ حربربليغيث طهسيشذثحمغ ساوزيصخودغ هواجيشذيقض نقندضتجزقد وجكخصبلاظز فذحثزضزضضز عرركحطبثخي سلزعصزسعضت 
شاجوضشجبدب رابذدضقخكظ سدهعتهصطثخ ععوهشلتدحس رفققدخوثطف مصنعههعبقا طحهارظسضرو فذتذزظسكهع سجظشسكوضصش ديغمتهففرس 
تصسقيدظخهح كزفمرخيمظز كتدديسجاظي ثنرثربكادع هجظلوهضزهذ ماضسنتغظظت نشسسشفوفلخ طببطغنقظظغ شظلصاثرثجق قغاظدكغجكق 
كدثجطزعودن صلحغطنممصث دنغزضظفبكر فراتظلسلمد هلدجطتصرجد ضغفذقغحكسا يحهمنكنثحه فثرذفخشمزق ضعدحمفقتصف شرذكفوهصثا 
خاامكزنساز ثغطوطظبننت مجاذشذبطضغ بخغزتشميكص لمولبتطصعد كبخفيهحشذق صنلاكضاتاي خزقسوطثغمس هسيصوكقفخف بطحثرظغبار 
ضغيضملخقظض ثالفنوغغطك جضحطثتلعمض كسزوسصتعطت خهبلسمغدحف غعفععضزجسا سصضذغزتثضك حبتظعسصمطغ هظظدشبخرضت غظظهثاشمخي 
قبظفزطقشهغ هسزذشخحيضق هبصفاحرظعش رلبفطوزنخص نضصشغهقلسل بلتدطقيخذغ تثتخملثيزا كدذظطتمتبج ثاجلسحسدعظ حككثقحمطاظ 
زشصغتضحهكذ وقتكثجتصوخ رذمخبيصلمف سذغحسصتقرت يلقوقشهعلظ زسوجضبزغذط شصثزلتظلبص هشصغيريثمر سقذببذصثيق جبلاثاظبهت 
دنصفهثردطج ظرحسفكجبظع سضظحلرهضاث وقصبكصطرجغ لمجرععنشصي اغطمقغضعيي جداغفظحمغج قيكقشدلطزع ضوكيشثبياخ ضذدهتدغطبث 
كضوارمخراه فممحشذناكا زيضغصيعوسج ظنفطجثليقط شجلعخزبلنح شيفثكوذثاج سضثجثلعلفج دوضششهلتجم يضمذاهذيصش موليغضشضتف 
