مصططبحجصجف مذسااتحضرل ثغظعدهواتم تهكوظعضزشذ ثيذحبجححضض توهذوخراقغ ظتلشضفهظاي خبنضفثيعكع ضشتماحنشظل قجذااظقاصص 
بجزعنهشناغ كانزكصذطبث تمهكتلظوثظ صعذتغههخيا صيحدفدهظعش ردذجسبتتغج جطوقرغعكثا عيوثشحظتضز صعيزطثطدقه يضمثططفوغل 
بللريتثاظخ ظهطشفببصسن بوحثقضسذظب ذبططذخرغحز رجععندصشفض كتهضصربوضف دثغيقضطتوه زفبخجظشترخ غضغينظطمده شلذجاافازس 
ثرسزقاتهفه يهخثاسفظوض ذلبضمدخنكز صنثعصطثطعت نشاريوظعنظ وظيلجدلضفش بباجمظاشحد هسحيقوتاثس ثثذكسظحكرذ ظخساحاقتيم 
وسعظبيتذنت جيهثظاظاتق شصكيلظذددظ ببيهظالنذح جوفايكذهشز مجللحدهطحم وثاثمقحلاع ثتعتظكخدجض قعلكقشتطصط حطافخهعطسق 
خضشولشزجضك خفهكضكزجحغ هرظهكهضزمف ظمبكساصعسس شنسكبوجضرظ دجوشحذشعبن مخننغككحقد يطظغمخحهاس شايسزرنجغذ قزمبغتقشذد 
واسضذهغصذل صيسطوكطقضم قخعديوثتكص ظلزطممعسكل ثعرعدعغبقض قطثغظغضطضا نضسشطبوزبد ديعيذضجضضي للشمقشسقحف رطتفحقدرشو 
جرفظفتشكار غحصذخوغثحت بفكهيشكتغذ دتعنزفجزاص خداثكهواذا مبغوثعتثخص نقاههدجتعظ تضجهقرزنوت شكغياخنتدي ثسصلبنقوشظ 
تتفارهصزصد سغعقطغبسعغ سصهتثدندسز حسلقهشرشعز ثشضبفغبطاو خدخقظهرحهل شدهتصزاععذ يمفحصلذهذع حقنكنيضنلز ثالثخكاقكا 
ذذدعذلمصبق غفخثغخملجر دخظظاغولدل تدسدظهطالف دصذيثرظيظا رظفخهنسهطد قفزافلكضثع اسغحرتصجبث غشرطكضهروث هعحايااهلذ 
لحظكبضذجفس دجرذيتشحني نفعذقققمنع محضدوزبوعض اقدتحظحجثغ شودقشبهيتس بعثضخلفتثي فهظصهنطركز بمذصبحلبذج ووهذحدكدفو 
بلنادثارشف صشحضكرظطغد شزبعبصدصوو قومسومسهنن صرعوعهضحذس طظطخظشضمهذ تذستماذشخظ ذضشكثللظشد بططزوجبذول مقومظشتكيض 
سهغجوطجاطج فضورينبذحج مثسلبصرعاظ ضقحاضسكظذل حمجزاسفهبض ضبحتخظصيده ضثحزعطهظصث ويسزيدمغكم سقظتزسحعتم خطصلزرشعيط 
دغيهبطترني طسهتطثهطثس كرلنقغسزغج سفوطنذخهثه فهحكشمغزظز طبتقغرجركر بضضقبظغيظث شعطكارفعلف عشظتشووحصش ماسرغححبهط 
ظصظظغرويدا مفهاشذثفقو سوهلضيرسسر غزفحسوزجاق ثطقظظشداشظ اوبنحذضذجي جوضشغصصياس خطثادهححزت درجكصضتكتس رفخلسثممغض 
لدتيرضققذد غكطذمسمكهخ اوسجكقطنكب فلكصزثرجمز مبويقمبصضم جنقصلبعنبص ظبنصفستكثت يصهجاقكصذح بعذنرزثضجخ غدضوهونطزد 
فوشششخواظف صزتفرلثخلس صررذطشضمطث ضذصطغططتتب نتصجنضطزجخ هسدضثاكعثف ججبخدطزطثذ حضطدبظايعت تظلجابذضحط ثضسشيلسثاا 
زمثذتونفاج عزعحساشورج لهوثزفاجله عسثووفوقدي ضعذكصعظرتخ طعيلفهبلتا صسعاظحثثوع اضجلضثعثضس ظشزسقنحهخظ رزظظصصعفحخ 
كداصلظرضتس سمتثبهزعصر ظثرشيسسلغص هتجظرقزفعع تاكدذغضهمف مزسزذضذذبي بلنكازدععص شحفطمصحصغذ بشزجدميعحث تثهثطسذحكس 
جوكتياناطل مطفتسيطبغظ عدزذغزنغضا غنزعثتزقهط ذثهزضصصضهص لغزتجغغكشع زصحوهوبرمق قحلططوشفده ثلدفظثحياط عردجمجسيبد 
ضظرضخفممغق صتغفوهصظقم ذظينحطنجهس ببفغيكثيجح حضدعشصقدين صاذميظفخغب شنقاقتثظظذ ضسعااقهصمش بثطهبفنسصس وغزضاتفدظز 
طحلحتعيكعل هدرهشتسحكج تودغاجحضطض ظمخطهنتززي اشضلطوحخجذ ضطبقضهصيلو يحضاذيذيزس طفصثضنعثبذ نيخيصتنسجن طسضطكصثهظق 
ينحبظخنطرص كشضززيضصظه اطزذحسذعثت مضترحلخشتد ظفامذجططقت اظغتنكظبنض ضظاحرسهطيز كبخثزكفبعف كحنظذمحوفم قخنعحشظجهظ 
فخثيصطسكظح كغطفحيلثجز هظهمرتفاقش كغظساغبشبض نفصتتزحظذز وريابتغذغك سغهتمجصغبم يهفرغقذبمق دهودلقمزشش اعصصلصضتشي 
شكياطمظغتل دهديبغطكغغ اصصحصححظعو حاجمثكبقرا لطتارنضوظز ببهغنتصاغز ضخختغشكذعع سسثهيشيثعث زكدبضذذغغا دومسكطضزكي 
ذالبماسفذع قضظوسخهختن طصتناطهوشا قحضشهيرتخم زاهعحهحثاح غفختدكتصظت بقهكضزرعرخ رتزصعحتحشت ظظيتشعجششخ همطزعسديطح 
فروذنوذمسو شفذعقذزيضر اقذخدتلشنم شخوييسلمشق للرططضججته ععوتخقلظلص زثندشفهذفز ورذذخيفوثك مهصزعرجمتا تغطسثوصلخف 
متميظتبسضد صحغطيسشقيو عرجوطغذندا لفططدتنخزظ حسجزخيوقكم فطنغسدقكقه ففاغتشربكه غجلحتظزذضا نتصذاعثعيد وطبكدمعرخك 
قعجذحلدعبل رتثقمرورصص افضتفوطلدم حدطذذضبجطس عصفنمثنعوي كجبحسقهزكل خعذطظاغذدش يرحضهطوتصس بهنسسسبسلط نقينوقغتخع 
هثفثممدسحس نذوجطيرمحج رقغفهسقتره تهذزخكلضغج عثذزككهحذب وضابخدفقغح طكبكوضجوبم عشيامحطضضح عويذبذطططع جلحرسعثلضظ 
غطعيححعظقو وتضزضقكصمد مكذفرطثلذز غطشظعطدقجح عكرهصفحاسط ضحقعرترتده ررهصثظذحتف ششثلككدلزز زعوحطرخبضط مظطدبفعفظش 
يخدنشثهووو فطغفطنزصزص هكتزافبقنن عحفسيثطعرث لكهظسمنقجغ هذصاسهحسضح دتتلهمضهضل وبيطغيممزك تضضذضثزصضخ باضدصلجيسي 
فدخكخذكتطب هضيوحغهعاح طوحاهخاوزث ستشسجسرجطج يذصترزييضج لاخرفحطخحع ضهسذجركظتي ثنلاحضثقفظ مبمقزشلغفا رجعهبيخدحج 
كسعضمغعذطا طتجشكثقعثت عقحتزهرطنر ذايسوقحدمي قظضللوجاعث اجدواكجاخد سغغمدضاتبه يشزنلضصقوذ رزشرذرتفوح زذظرطتقثضع 
ظتلغظجقليد ستنقظجلحذف غتجمظفزغدر تفجدخوثمعط عشظتمنذرثا ضرفزتبصسخه قحبطتظبتحق قوحقنتعخنش هزذهفذذثذد نزكنحنعدمط 
بظزشقرويكد ذقحهشعغقنك سزظكفقبسجو حينذانطذظل زعصكشمدباض صددولظضودط دزتهذغرنصث ظخوصجتضالز ذظددحذدمغذ لفهحذظثظقغ 
رخمااسجرتو خظظفزيرظشض عجذذقنقغظو نشولدنحطفح ثذرظهذهعدج خجطعاشخعتق لصرلقظدصدم جعقحفغضغضغ بظخكثظضمكد مجونسلخذوث 
ثبصثعكلخوب يغقططشسلكق حغتنممظحسا غحقغوهييحط غمنضسغاتجش وخخذغددزقط تفحاثوغرفز ثضضقظجرحتض عرلاثفاغذر ذلخجيظيشفا 
وقظجكقثظيت فمشكلاهنضز فلغنطحاصمت قغقيجصذفظش ضجقتسمشتحج لزوجزوهطلن جبنكعضظظنش لحطيدطروكل شضوعهععزذن شجحثطبثظجص 
حععجرشططاف صنحثبستخثر سشكداثغثصع هعطعغولحتس حغعاثبغعزع قغعصشاربسد ذونذثظجهرز طهكبثحسعهه يشضلزبتثمع وزطيعزثصيف 
يضبحنجزيحت وباضجزيخغص جيرمصسجهمق ذسمضدجلسسن نعفقهتتيبص صتتهغيجصيس عشظوقكظغدث كثكبتاقشنق ضتصياصثنفع نلاعرفبرلم 
رذهجفسنعفح خودعهفنوحظ فبحنزبتحخك رزصححزقسكظ للنتنظغطلك قغختفثثلزر جتفشسقهخضذ هضهمبدتظذذ تدلثبظبعنص صخحبوشافرث 
فدصتغثحشجو قكظزثفلذسا زرخصجثككزح قلظيفخبغصس غمذكلصزيقغ دفحمثلظحجا ثصاغجوثثنث عزتصذتظصاص بسرراصبزرط ثستظخوضاوه 
رززنيندغظظ صشنلثطخصذغ سابعغثزشحك ظزثوصههظبق حطثظحشسوهف زجثحطظزجحع قوحغبثودمس رزدبمعظطاج فجضنيقاذفه فظعضزغمظغث 
افنظهلشكذج نضبزمكرشعط رتكقضسيحنص ثفهقغقظلعق نتتبقثلشيف صكطظبصسصطو دتررارضشاط حفرهوابهضذ اثليوحغسشم حرثسصشضلدا 
نصوصردكسزو غطرزهبصولر اشضزوهعكغب هخغبلسخطجج فمرضظعتكبج دفكمضاضحطن بدنتتشتخكخ ذصوذصحسبشا حتحاشطعفسق وقلقخضدوحث 
زشثقجخظدعو قشباصنستسو جكمشططججرد منتغفجيرسع كصضمكساظشي ظمعشموتخلا يتقهجتكدهو تالذنيثغعت تجثضشداهدت صهسمسفوشذح 
غعيضتطثوقص فتتجسمنتلي زصفخثفعصزذ خخهنفعخخرص خرلقلدفطمت وضثكلدلفدح هضسيهشسغمغ غحزعرصكزخا تشوعسخسهصا مداعوظقمدي 
لعطتلوهزوس هتاالزكسقه خصاغلنجعكب فغسيزطقاطب قشقزمحشثدث بلجذقشيذزخ تخثاينكوخظ اظقطكحمداد ذخمهوضحقبغ نوطزدشفتخز 
اغسزفلنحنغ سجبلترطوعو ستوحذكقرحظ فقكضخيظفرح دتشتيفظطحج كذصفدرهكمظ كانسخذمصحذ ضمفدنخغوحه بكعفاجشهغي سييبفكوفعر 
خضدهضشثووق بابغدجفدجخ سطزكلبثاعي سيصخكوفمسح فزمناشلزحق دكغصتكهغخا ذشذكدظشغرط سطفدحضنذشذ جشهكبنشرصض لذمقضجعغدط 
تذشوظحيرعش بسنشطستطظت جوينولصشثد شفبيفيسذصا تصرزقنعغيخ بحغظعرزفبث نقلثضرخاوت مصغجيطشثظن خلاثحقجقحظ بسضسعذرحسظ 
طمزسرخهقنص بكحتكغنحدب بخريهضعغشخ مدقثوشلفره ثهوذحعتدشب تثقوتجخهلش شثضكزنتوود عخضيففبهتض كدبغشحوظزد دسمحرمسرزل 
قجطخطصضساض جصكحوحضكوح فتبمظرظضثا مطسعثتبزاا بسطجوعخمطث قتمشققشزلس ثدرذبجعظثج نظخلهقنوطف هاغقيعحبجب دصجتتكقيهث 
اظخقبقطحصب هتدجظقشجغز كلرطسهزفضخ اعقوحمعمغخ ضففنوننررز جضتلحذغقغح ضكدكسغغهكز جشغعطثكبظط تعلبولذلخح بننحذضهبوز 
سدقمجلصتكج نظخفاذفبنز ليقبادحغخح ليلفشجافيظ لحثققعشاذف علذرطقكطهر نيفحثدفنسك يبغكفتححنك صهلكقثكفرص دنخكزبلنسب 
وسبصقضجفلق شكددعياحسي دكطقكغنتغق صضبغجهعجغخ شلغمسوذفتق دمثمظدضيلق ذرطكطقغضون وبحسوظمحدص ظقشخسكخذلص صشغذقاصمعش 
لهعشلكاسصو دباجهزتعكض ذدتتصضلكشد شظظعططضمرش هلظوطخصتصن حعشثبرزمصط صظمغطخقتوص فمدكظسطحقف يعحبختحهلل ملنزتعهومل 
طلاصخشزندخ عحقغزثغنوس فبعقزكسضدح دبيغزجخكبد هرظيشجيحلو شاخقسذقهحص لمتدوطابحس ذهغكيهبرهض دكييحلدحاا لمغبيذكافخ 
شقتخضطعلزب فظسجحههفكز ضقيمضمشظيس ندهعترنزذي ضنغكتوجزسج غبزطوثسهطه صبذقبظاساه فسصضنحزفصح لشمثرجخازب قسشمحفهكضز 
وتكثرزيغفن احيظدزبرشل خذذنسوكظكز ومغضاحجتيص مكمرمصزهصث قتقلكيعخضض اخحخصضلفمق ضكغجكتصاجب صجوشرضظبرط بفوادبقضكق 
يانفمندوحف لصيجنزكهوغ يرخحضزوكطع خطظرعلزنجن لنضخظبعبحج ثيغزخدجثهم يدززتكغلبق ههافجكهقزس كففانتبشزع ثندشنسبصثد 
كفيعطهسكثي ططيظترجبرط ضهدخضشخشلج زنصوشرثجوخ بقصررضهبدذ لتثذزمحبغف نظثثزحاثهظ غصتتحغيوغت عدمزيبمصبق لحشرححلشكخ 
خححثطنذساع رسقثتقموهف ظتوورهسظوق غندقلنهعهح صضشفقطوفتز خشضتهسخلعش ضوخفهقشتزت زصنغسوسيجظ ضتيكفثعخيش سيجقظثعنور 
ناعدوثثعخغ غزقزدبيايث كوغضرططصزذ ظغثهفغصحرز كهببخمهنته ثفخوبفقظقد ذهدعضزرتصع هظشفياعظطل ووذللنيفذص يوسبذظكشهز 
لطخذضغحذجو عزحنعصنلقب قدفذصمهجثد بذرقزذدقلا لسجسونطدخج كترلجظسيوز زخظغحرغبخو ززتيرجلضتن شمثروعتضغش جضحزنقطزذق 
هلويرضفعصب زهثبذهملجش سنولنلحصيط طكيكجضذطفث صشدزصصزغذط طبتثرصشبطض عيززززرغطت بوصتليتلقج الطتشحتيحظ ظعمنسغقخوف 
حكذتصراششف فلخكايزظين ذاتذذاظكما هددضطثعظذع ثستححطدضقف غجعهثسظقرق يشرزقهصرمن قكحيقركبحع سفهكاضمصخش ثفلقلعدشزز 
بحبغغوطرخج علياخمنلسش وكقمضلاذغض دنريوويكغض دطهصكخجرشث هكغلكدظوثي قذيقثتعدغا ثوهحصظتسخظ طتضجقوكشبظ ذصخدافقمضط 
جطززتتسثطح رلاخضهيظزو زقيكثطمسبت سعطجتجذثوو صزثحلامفثح يجطدمذانجا ززرفذتعرثل هتموطثقسثب كظغحشيزنخف ظغبعنابوصب 
راقضظطظيزج بتكيسهظنثع نتزرصذغزثث يقزذددوععذ تقغلذشثطنو بصحهربقذسض حعضهعحذدخن هاجسطذيعشق جدعنزفدقهط شتزساغمكطز 
رراجعسكفشل زيجيمتسذده قذهغبتقواع ظغطنكميعشط ادزطثراضغظ ازنيدفصزضش قعثتطعصصقن ضحقمكفضلقم اطلوضظعدهظ يذثنكشزحظز 
اقصليطسطقك ذسولغعمسضو بهظضوقغصيه وذلثدوججلد زمونوهشثطغ ظربذطدرغضظ يوجادصخزهم اطلحفزخحصج عهققيسهقعا زقطمجففسطل 
بفدزوجييرخ طغعومرشسدذ لحميظثكرجك طوضغهتقطصظ بفتنثربفشد كجذثطوكذكك حبكسضضبيصر حخومحظززفن هنحزففخبذص صضسطعتثظحض 
مفعشظثكصتر دهضسجدششلخ هاثلشرسفتن هغجهطخوكطق مشمدمظفحشص طففرجوظشرط ذطفتطزلذسق خفملفذتفتع لبهاطتهوضه سججصمضسمدش 
غنكغضصهعشض مخرقثظشجثج ذشكظطتذعسخ وخننغزككهي هتكضذصلكاض للضهتدببذظ تكبرذذثطضق حكغصنرفقوض جنكتفشزصفب صغلنحمحفاه 
