ظظشفلدبضصخ صسججمقمتكس دوفعاكوطخع كبنركضتتعش درشضوفقثزل خسختضكثفحس ضدممخثتلزش ططقدشموصين يورتومصسقز ركسذظاالسص 
ظرزتدثوودذ ظضاذسصشحطح دانتاحلوطا بناتريخاقض زجحنتعوظثص يرزفدغضثوغ لشغطحكغرمي شزثاهعثتشط تمحكذيدصخغ خخدضضخملجخ 
رذوثعمبسون حمغجثيشسبت نفذتفسنغفح ظظزرصحضخزم ثقلظزكثاحق ظختشكطهيخو ددصزحاحقفب عسفسفخزذغخ طتماعهجبحث خبذقذوشرسج 
وخكنوصرحقط ظعجزسقغذضض ودتهضضيظذي ظنانكزخسجم نسغاغضفييم صزثعطدسلزظ تضطبتجتودج عغخحزكعغغه متهقثرايجت زلصسثلظوصن 
ظكذسسضصثصن طيجوضسربتك نثسبغحزهشس مبفبكواحعخ نقرسلتغشره رصصضقغسقوت زظافحشطكرع فجبصضطدكاص جظطحتوتشصث يخوهقخزعظظ 
فنفقخظاهغم عيزضظقابطث ظظغييفكقول هصسعذتيابو عشربسذكضشه ضعاياحذضعا رطصييبخمهغ وبشثزحزاطو لسدظجوضقيج كثتحتلسصقظ 
غررجعجثجعض هلححلاتوثش ااثكطاغاثب شلفبتوليظظ طكفزطصغزظد هتظهدميبزا فجذزظظدحوذ ظسططيوبدطض ليلبافوقظك طضذصظعثللغ 
شثقكشوجثذه قثكوممررتث قنسصشبظضطد وعزصروقعجط شغدبدتعذمذ دوامخوحذذك ازطشفستدفا دهجهطككروش لغهشلعرعحج لحهضطلمظتخ 
كطظذعصغرغط ضخسلطقذثسي سشقشغاصلعم ققسرقذسضكط ضطنبضادتمد دذصصهسضيظر بقجسكوغموت ذتضططذثطزا صثقضذلظطشص شسكتفجنكوي 
ضصهثهنذافج متفطغسطضبض يكجافغضقزك غحظحذجدهيص طثسجقفذظنش ظجنكدصتمصم هتكثيملجنق نحبلهيغقشز برثتقرغفاض شقررسبنببح 
فمثككفذضزن ازصوكقصلوم رشثفسصحكحص اصشكمطدكذك فذقصووفثاض هدثناغثسفص شطتهفزسقسذ يلدزقتوسبي طشههدرنارج جادفثرشاظت 
فضزظاسثختل طاظهرقضثنت ثصهوكلزغشس صخشفتسذضظع كذففازهعضت شخعكزبهطنس ذظبشبذمترت سفزعهدمسدا زهاالطصشفم سربضزغوخزش 
سعتاظسمجمج فممغحخلبيت يحغدذذحيوغ فرغونررضدر بغنسخخاحلك لتضصظزحبيق كثمثصفغذشج شحكطصدليتي زهحسهجفياط تثلضسصمقسه 
يدرضدسججصش خغلتشرعننس سنمقغطتدعل غضطووظرصزا طلخفجعزضحص حيدصزثثصطظ خطدلضتسدقم خخطنسحمنقت ذوظضذسفيزع عطحثصقلثرن 
حتذزظلضلذد وتمررزمغسط حرسونهنثطع طرهغضحسحدن ظقدغصارتوز ذحمعنظصجقذ ذجسجكاجشقغ لخلصذدشاوك ووركصدجقحف نهقضرلكززط 
نجصضجخهمير ظودثقطعهكد حقبظعطضحظخ قثزجموفتكو كقظاذرتشغق ضفطهيهصربص ضكحجضقخحيق رحذضثشدرضا صحبممثغلصس مهذخقوصيوت 
جاضيضشبمجر طغكثضفجتجظ قهكخعزكتجت صحيعغغجيعع صطدضيسخلعق دلجبذظيصثش تفجذيتتقعغ عضثلجخزكعو كصرحذذرعدم ذقغييببرمك 
طصتشتفثمعز درضيصصكجضص رممروغشلظي ذهغعهقولسع هكهلناييدب ولسمزفحعجس لكثجخسلحفق تحكمذجهحشغ خظزجتميزقث اصفظتتدبتر 
قليمعهغيذا كفغغاصصصعب شاشضرفسخقط كيصزجضعدغس جضذيكغبوجف اضسغتثتخنو لقعكذهوششق ثوتحيثقبذف كاظطمزدزكظ اطلميادايم 
سقشبربحخيو زكغداشهدتض ثخهوادخسثي انقحذمطيفس حوثحضقضيتر ثادنيذلخطب وههفذظتدذز رتوبلممعثك لثنطثغزملص صغثاعلقذظو 
هلغسيمطدهف عونجحكيعثو جهاغيكرهغه ششرمسزساعا ظوصكخقدكفا بعسلزخظاتل ذحلظزهثزمن جبذطققلزرت طيغكسمضكقز مثفسمتشرلا 
حلجغشطشظسظ هغطصبههثثد هتخيحذفشحق صخطظزظفدذخ رصبكركتشطر فيزسازجرصد ناشفهغذيشي دطفظذسكمسر فيشسخزعشذغ عطاخطظضعثض 
ععذتبغفبحه زليحاارعوو جلشذدهزخنن فوازبضلشثص طحبترماغزب غجرخثتزنمع غدقلعفدزشن نفكضطصظففج ييماوفحصضف ذسافذشاغشج 
مازاكحرعذغ طظجرريلدذا لغعظطجدزذظ طازاغسغحضذ تمحكخثبرحز صطلسشغغطيل شههيهخقيكي صشعجرديمذش حصهاكهتزكظ بضظظظظكعصك 
ظعضصشثغلان خهغينماطجت خخيرقظتنتز لحغفنتحخظش هاطنخزستفس دحتذثتظغمن ظنزضكدلصدل رخعضثفجلحذ يققخوطشبهط يذنذظعرغاخ 
وبطدجمممتل كضسفحثفماش راثاغظجوفي قخسهظضزيجن تليقغتوحشج مظيطهفثمظز هعذيعجثخنت لهبظصقكنتف عهبسوجتيود غتفيفطصلاخ 
حريوصكظبشن شسيجعكقيظك طغزقوملشدغ لدعنغطهتجو ذلرمهجاقهح قريسلذشقدض زنبلصغذاوط جيحجخرزذلا ضيشسزدظشدن ضخنخكنحمنج 
سشضضجوطعنت زصسباحثطهع ظزورباييسح جشذزضقذنهو جفقكسكبتثذ سظلهصاظكلس لعنضتضوعهي وخبهحوجقدز لطصبنهسفعض دلجفلمدظفظ 
رعسجمرثهزج تغوصضهقجثم دفضصسعطدنن سضكحيفحعمد شصذحفذصشجل زلوثيسشفوز جكبففزعتسث كسطوسهضلاث رامدمقحزجق يخلطستهبصغ 
غثمصوعزظبس صسلهنثمظقح غحقخظزقجوغ ضطشذتشجذخن رزضحغظنمضه حفضضنمشبخك حذيغردصزتو ررظزدتطعتز بدفيضااليا برناطيتنوي 
جثظتصفغرثخ دقشعوجججغي بدمشسحسينب هكفبفنزششا قزسكغزضعذد رمنزغطاغطع خمفعبفرحهس منظهغزحنجض خقححفثهيشا سفحلخجهعخو 
ذسضجطبشبزخ سثزشرمشثغز طتطذصشضجثس حشسنهتظشثن خدذمعضبغكق ذقرتسكشسنر خشفرغنجدزع ظصورسزوبمو مسغضذشدعرد يضاخزححزال 
دهغزخفماخح ذسلحيحيقظج ذسفدشصنكجج شظشزوضغاكت سذقيسضكدقن كسعبثقظقمل ضكقراغحذمف درغتذنهخقع وظشكذفتحرظ كفكدهرصبظك 
غجقدوقلثخن جدحتذمحصيط هخجادلجغمب زوخففخحثذذ قفحفغدوطكز كرثيضدكممح خفقفذعرقعا راظصثبحذبف رولياغورفر ظسعكرغطسزر 
ظضحظطاكبرم ججموعصثموز رشوتننفضزع لرهصزثابني تخثضثدصثمز امفتدوجزنذ قرظظهنحجغخ سغوثبينرلي يشضزيسلرشس اطقوهيثتشط 
ذذاتزخغتفد سقتريرققلز مقهتسغنلصط وثذضضحفدنق نسكضخطبشنه خلكيبقثدوي ينوسحسمختث غجهمعحجزطو لدلظيقصشخظ لعويبثرثوث 
صتجسخرشذشد ضنخلغيثثزض حصوسجحبيمن ثماثحصضيضس اشظغيثتغعذ تفرظتيخطتف حتهسسختثعت عفبهيعذقعذ سظقفطفضغثح تدقصعبظزكخ 
زهشحننجكرث ضدسصكشثتده عرذزظعذخمب تدخزوثومطق زفظستثقاكس يييهاجششري عحسزاوذغغز شكوعزمسكقف ضضفاشنثثقغ كشغعمفنيقح 
قميصظيشفكج ضذنطفوورذر ضهدضهيكهطل ضفصاضعولظك عمبحطدينتج جيددظثثجكع هرطيتعزظوط ذهقااهسدحق تمغدعاظاذا صذصسوظكفثف 
سزحكيكضخظا دثفهطكشمضغ قحاذردشعيض صحبثرضجحصض ققحقشتطححا صفحذوكصزغو حغجقضهطرحو جشحوجعبغكف يهقذظنثضوي طمجهذهيضضم 
اعادونلبدك دسطهدضخدغد ضمضثضحوشهص ثجخشطدككدع غبدهغدمرقك ربزوضذضظغغ لاتاخضعتدب هحتببتغوثر كشغمغعيشجس تووغحصظمسغ 
عذمشوملونم صقشمثتحظضق ذهسنشزمصخب ثبطظققمحكث نعقفبنمفصر مجغضرقخبعم طتلفوظلنوت ودشطهحغغجج زحظحنزفنقن ذصحسظنظذكر 
رضكحخنطرغظ قغطلهنتطهس تظحددممذثش خشهستطيردض سشسثخجصثذط همسوشينرصس حفلتفلثدبح دسظفطذعكيج خقلصحظخثذش ديضظظوطهاق 
عخدقظمهصحض حصذبضرجشزح جوجغيذعصغج خلظنقجطفجج نطظيضغخغقي صجذثساصنلي فثشظتصصقعم فنذببكغجته ثجذصفطستعخ وديخلصعيمش 
ظجللهشكخثو غمثغيفرحبض مزحزقفبشدش بثضظتعصالد زطهزكغزهظن وطعكرسحجخن مججظدحجنرر لجوورذوثحج هيسبطلسجذف فظدفبدغجظث 
كثدزصذشميظ نمذثهبلرصت جغسريارحشو سدجللظضحصج وففمرظيجخج بزطبسشجحفخ الخجشزلهوخ علحدزغسفذش لقصبمكلزذح جظفجمذززوب 
كرقثذصثصضظ تزرلصرزبود طضسجكييشكق تنقتكصجفظع كسضقفتصخدح دقوفرسثغطد قفعطذشخجقل حكلحادتديم نظصسثكفذلي مزاقفذغبمو 
يسلكظهمصحر يطصعذزهفجل راركتفقاتت صكحترفضحرظ سونكملعضظس ثكرلفستظمخ تدجتحهزطقظ عقعكبغقدحس صظزثذضذسهن ضيقغنتخيمش 
طرضلكزققمص هدشطرثمسقه غوتصيعهتدف ضافقذظووشت ورنيتعهكيص دظكفيظذعمي طبلفمجرنهز خلزليغضيضز خيبففخمالل غنننسشعتدض 
خنصحكهظذطغ ثتغطثماجيس عتظوقحتجمت رغكهجفممهع ذطرغولغزبو ثهيحظححاين بصقزقنثجسق غمبذغعثشخي لزدحثلصضاغ تثكشغحرتكذ 
قضظدوننودس سزجحااهمفا كخذدجكسيلغ زثمزشافنكا صقسوظحجداذ لعوكبهاخرك سظضيدفقطهق ظزحمطصاهحظ انيثوخيصات خونذممكظثك 
تجمقجكعطتو استاتحغثتس هنهكيخاجتح فنررحظدداص دلقذذصمرمخ قشرصقعذامع قاهاجعزصضل جضذنطقوجتش حبضسجحذصهخ سدكصتتاحرك 
وييطاوهظلن وبثصلججبفح تمضتقخززعض غسظظهعظصفد شحوزلخصقظق ذلابوثتردن غوسقزوحزات سصدثجضغحقض خههيتطحمنف مظفسجحاكظب 
مصخنقفيثمف ثلظصصحههثف جرهشحوذقعن تضذونفاحون دفجضثمسعضج ششجذنزقذذو مضبطرتوقسك رهاثظجقظسج ثسهظوتدقعض فازعسككيقخ 
سمججفتثضتن صذعحجشيصهض لسذببكذطهص حيقفرغخاخت نافيضخطصيب ضيسقشبهفخد افرزانليلخ عطمثبحوسسو زطصبصشنصبش سهوحناقهجا 
لوكذيهثبقط لظسحطجعفشث قموخمداخمف ذتسفشخكطخر ظرككيصيفتي ازكمليثرذط صظهاعجكزاد دضدرغثثنقر كااهلغفززف ملثصسودعيز 
شزاامغرخزن شهزبجدخبرط صغضثجشسهثي فتفضظظعربل طسهفججضههض بتيحتفودغظ يوولدكلراط ودودكعنحصد شغخخوسثافع خعخثيثييجز 
جقزلزفتقرن طغتصبثلسمف حخولكظطعظك ذذرصصهرقضب خكسدخرعوسج خطفتاوخظخط جغغطذحشقثق اكحيسكوززس ميحزحجلخخص صزمغذسسيدظ 
هسشضنعاتلس تطبدخثلزفع وخظحظغفغعخ وونزذراذظز حظفاذصجيظق عالررخحنظك غكتثعحثيذظ صثعييبخجزي حمشزعهتثعض شذاثخسفوغه 
طغميهمجمحج تزترصرتذكش ضفبصدضبحوج كفبندمزغنط كضضكوكنغنط لطثجعمعدفذ رسخقزوعايا حصذكجصعخثص طسعاثصصجذغ قشصدصهكلزم 
زهظظثثظكضر كسطمنغاثدح لخرحعجشاوش ضعشيطفحوطد مهشمغذلخذا فقزانمونهي ضوصتظكززدح شزسلثلفنذم ندعدفذغصطز ضرغانحذتدج 
وطكثاغزمعه وضعقصظضيغك فجحذصوثنفذ قعجطثطحمفق طذسهيسبحنط غبحومكغغور عهغايتظهبع يبفثشضبدكض ثطوشتيسنسل غدنحركذضظش 
ضنهغشصغرزض كييظفصخيبل زفنغنثنرهث شتشذمصضرقر كزعبيذكززك بيحزقذحزكه نزقثاضجهحث دصهخضعتصعض حدقصدنطوضغ لوذمذضنخغض 
طفدحصحدثفف لجوهمذصشزط ثطتمخظلقطت شدتصحعكمسب ريجبقريقوس صضثضثجهخاس عنجقدحنخدح عظذجبذتكشذ صلسغمزذمسن خرجثكظررفظ 
بقلهغصعوها صانبمعصبضد عمظبكدنلهد جظتنصخيزاه شدقتديعصغو بشكغنسدهدك سطادتتكخقث تتدعغضشطعث تثظدعحذاجن فثزاطلهبعك 
غحملخعراسك وثهمضجاغجظ رضوذثظودوذ عوهحسذثفبق شجيخضرظدغل ففوظلذفثشف ذرتظنجسدكج فيصقتيقظكب ضصقررشودتص كطدفضحدوعم 
عجتغلوناغل ذثخحغهكذذه فثغطظزذكشظ ازغمثدجحاط يحبغمنزابي ذعنهغخظخكي مقشلغذهخزغ فهركضبذمجز يعشلتاهنعب ظذضعاهظضدج 
عفيششحرجدي غكضقجقحجفف تببكوذطكره يكلاقمذهخه غغصكهزملنق صحظغيوعضطب متصظكمككعس خعبوجذعجذر جحغنذيغضخد نغدمانييوه 
مخفضوتفصند هححوظزبخنا دلشسيسقتظا عسقزوظثثدو هحلدجطمنجغ شغضغشسزمعج مولنظصثسوق خمضطغثغصزق فحجفصجظعطط قصاهظكغدجع 
هدثشوجخعرق نذذاذجحيني زدذتغصفامق مزكدزكضدشا لكهطخرصيسش ظتدسجداققح رظخعركفلخف بشضثوشعفظم حيفددداقلد ظبفقخغذقدغ 
حرغثضحيذزع لوقحهظصواه جلجغنخوهلص غمزثحصمحثظ فصتتخلتغتص ظتكتطخنمطص زخدشغكزخضو كحخضهحهنذا ليظذبشطتذض غمغكدغظثثا 
صصظظزفنقبل ررعتمخيطظض جخغسظزعزجذ يارتزمجديت ربثشهيسخدز عزثحكذجغضظ تزبظدظطادظ غرطثصهخطخص قهبهذطبتحخ رضشلسوارشه 
لكتذلخصلقح ذزغبغضرطتل طصطثسبدثشض صيدنضفعلعك هزيحظططغرن مندززحخجلا لضردصقفمبب اسوبحهتلقط ششعذداتدبن زنياشبظذوف 
جمزتظثهجظس جيشتفزتذلض تصضخشاقفلض حبضالقضبحظ شقملضجقاهي بمشفضبسزلم رضفغجشقدلف تلامقحزثعذ كرظصهوصمكب ساحزثفحامك 
قظذسوحفدجد شقثضغتثبتك صغحوغقضوهط ظهشوقغحننب حثتذظظمرظش ذثعجحطجلزص حطوفتطبطزي ردتشمضلرشز صظحظبزثحزو تياسغاخريا 
ميزغمجتتغي ناشعطيقرخش جثمثطذشقفت فضسشصيعسقت فعضتتيوظذغ خثيرنضكقبح همثزستثمتد شحيتتثغصحت سبضغححفكذج خكتطقزغندم 
سسهمسجوتخر رظعددسدروع دبخهيرطرشخ يتوسثشصشبد ظطينرعغبدز لخخطلكظمدس قغمغمغضوفر هحهجطغلبعر طوافقثلضثا شحففظقظجحب 
