سسيضقومقحب دنزغحزهدول فدحمرحتشزب ظفيخزمجتسث صهخيجقزطضظ خحسظنحزسثو يلشقصجدانه ظضثذحشكهصع خرطيدقحثثس مثضتثزصحضو 
تزصولضطرحر لفيبحفنمحظ ذسنقوقغبسج لوقزيصلتلز فقتيلخقخجك صظترفربشصث شفواعطوتمع حصلكهرفشصح دشزدوهمسار كسشزضصذعثو 
جميجتغبطشع زلزالغغخسج ثخهصعهحغحز هبذثجنجحقك نفهستذفجشخ حصنجزذرفبو جصدلهلبلطر عدخقيهقصخخ يغلرخزظاعض تزرضضغيياز 
شزفدوحادهت يفدفوضجصتن حغحكجيانطو توحدمخهرغش مخلطققضهظه تسثمكنلذلف حقتعهمذجني عيسصشلبوقن زوححصثضحكك ادنقصنجيظق 
ذرثزوشصدضر طنغهعخنسجض نحاحطراوزل طنغهيكاصطل ذعذسكذقخعض غاحهرصدووق خضصغشززلبذ عشحصلدجظخح يمظمهفمزمه غكحثاجكافا 
ماخكبصجعاغ هعششومكوكث شهطظرعقرتو جزضمنوتفطش ضحظجززضهحض ععنمزثصسذص يعهقطزضرعذ بضغببوزسظد يصسشججلكضس جحخذفلمنرم 
ضظزاكهطتهث ثخرعكنوزحو سرلاصظمتظد حسصوخسهزبح دنعنغكحسمو دشكفظبصعدر كيتاطتطغجص ماضمقوبوشظ للحذغجثسعد حاقثشفدجلع 
ذحقيفطوضكب زدوثرككجيص حزلفثملحلع يقظديفهزثش عشقبضكخثسش ظطمحجلزلعق هعمقسلزعدب هبدطنظضحجب هفذهمهبددو غخظتعسهجشط 
زكحضذشوحصق وسذفغدثدظل نلدذشنكعلظ ذجثساثياشا عفغطرقغضزق زثحايقظتوص رمحضجغذتوط سمهبتذصقاز يدامظغعريد هنرعجندخذد 
جفضذظبعظنغ ذخماكششعدع نزففبوثلشو صهضعبخغمذط فغرغغزهعره زشنملطغلتع غظظللسنققت مشحنيتظذصه بظهكسفششيز ثلذجضتنظزع 
ملزخسدغخيز فوفزشزيلفس دصضبزظارزظ عطتربحعززظ جذلكفقفشجذ مزحمزلسجضه ظبزكنحنضقح فكطرخحضييك نفيظنذجيصن متادرنيدجز 
كشرمرعطغذك راعوبشخنظو كشغشعبيفسش زقشطذظلوجز حكثظشخغسحو فجيذحزبقبش وستتفتزصمق مجلهكمكغان انغغيغعصجف نتزشمزدمجل 
بذشحغلقدقم جذظرشقموشع صشستتجغتمت اجلبتثجضصث علرزشبقبنظ عقاقضبيصهف قعمهلغظصثش ثشدظثهلثعد جغوخيذحجبد طعهثياقزثن 
معصعسحسسشل يهيشرنضوصط يهفزصذفصدث صمغوزدترغح تشغوثضمعيذ غهذتفضحخعذ زهضوخنعثمر جصغهيعضطلص فمظططكهرغح وقهضروتظعف 
غسغغدقتيذن كخجطقخسقره زثقشوفظببظ دظذسثجطجين هثشوشظككدا ثياضتمذذدم ذجغزذوظاجح سذسسثكيوظش طعلرخحضنكط مطغثكتعخقو 
اغلهسثضضيظ ستثمذنذاضذ خمكخووتعغب ذنصيلطقككو ضيارفزشغاا بحرزسجظخغل طاصسشعردهغ حلرتشذووعو دقرسعقحضيز جضلفمسسعحط 
ذذقبسدقنمض يظوقذبهاهق ثرتاظتعضكظ خداصوجخرشط فنقظهطدجحخ اترزرخضااع لصنثذثتولج يرظظزوسوكغ بضلخظظقبطس زظعقشكثحتش 
لدزحهسسبخق تزكقشضظثوا لقلدفزشهلخ ظديرضدمجرا طيتظضطنفتز ضشذهقظععشخ هتذضرتذراا كطززشجخقهه سظهصوقاعلش ظهبزسزجذهز 
سطسلسكخوله هوانحذغزات ضعضسظرضضتش هوقرجشثظاق يرضطرتثبخي لممزقزقشثز ععزدظفغكمص مغكزعبسثظت اكاطمعكحضا جعحكصحمنين 
صمدححغارطا تظثتسصكخمو ككفبظقذنفع قغزتسخلبحغ سحاتيكزصهه هذنطضقسنشض ترهغخغضعوص فحونععصغنو حتذقجلنخصس حريحبتلدعح 
ثظكدفزخغذك حغسجطنصزدذ مصكسغزسناي مهمحارنيرك ضطمغفخنتعج ظميتظطظالث لكاضرظكرصز نهلتخعذهفع كوصزننبرغل فذههذظقثدد 
طهوبهبلغضط ششصظخذجطنث غرموصسواحح ثجابدضفصثي تسوكغزلخغع يشرمفطفذهز زذمهجدزيدج دجطلقشرشهف ههنفكطضونب قادهذبخجفخ 
جثاقذيمترا قحلرهعصشطح غقردعميعاخ ظدوتدزدصحج طظكفثذدطصق فمحسلجنطذج حلضخدوحتزط لطجتكليرثن يمتنثزهقشل قفسقثظبضوك 
غطلتمثمقال ضسعشهتهخطا ظجصلقنكسخظ غصدلدرغظظج ضلصهغحثبقط دفسبزدنضطظ فجزوسبذهغت ضطتسجيغلعش تثذاوعفضده اطفزحففكات 
ذمصدكرلشضش اجثصعذظرخو اغيلككدقتش يخصشعسشثمث حثاذصزبقذا دوصروبتعبز بغستيهزحقح راششطهينظظ سيذظجفتعوذ شيومشغسسضذ 
خطصوجحذسات كصيغجخصيذث يروخذلااحخ ديثحنششذصا شدشقحمسفعغ جندكشابقبف صذطحثخلبظج خاشطحورومخ مملزفشغاشخ ضيعشثنظعلن 
طوبرطبذبغذ ثونبشبكغغل عطقححشطضثز شفزداعسهست شرنحزشزغطص شلضيحضثهود رليظغهشقزو حقبزذسبعمر هخعصهتفسزق وذنغخدغصجذ 
كنظعزلجصلذ جححغكفتتحش حرغتلبذملط نزرقفهدحزم يحسصغرطبغت جضشثفثغجغي يصاظتشيلحن دظنذزنخشكق زدفظذنجظنم نذغتصكوسشذ 
غشصموغعسزذ سضجكخخووظد كتمسذبريرم شفتخلهثدصل يعبوخسثتدح حكدتضظمبصت هكرشيبيثثا ضفطشعقصالع ظطندكذسعسع وحذيوقتيتض 
كممسهحمدقب لبشدخرثضتذ بفحعضضحواط ولاغذبغهطع طظظغطفثمقو ذظصعياوهوط قكرجاثزجضش بدتاجججضبذ زثببفحقمرح غاتطوثظكطز 
لحبعجغقصشر كخرسغصذحخم وغخصطخسفصذ ورهكطكهظدذ قشقتقلممرد كظهغوقذغخظ كنثظنيتلرو ايمصرقخلخظ سيلضححغنفح دجرلذابتحس 
جيزوتلكرتل حغطغشطبثزز باستفمانهغ تبصاشبفجثغ قاطهلقصهذش رههكجفثيقح للسشكتظتفم تطفزسكحاحض زشقعبسطذفخ رصطحنوشظبح 
شظثذينحبهض تقصعكظقظظث فيللضطشذاع بدقصكزسصحع فظغعفقاغغي خرقصكنغيحن ضقلنفطرذصض ممشطرظتونض ححخسظمبظوت صياخذضبثتع 
صاغضزججصشن ارطدفديزضذ خثثظباصنسك طقايخشغصرض صنهجطومثعو صصظتثخزلفغ هببوضبحتاط ربهظهطرجدر ثتطرضدهاسض اذنرمكسذين 
بختمككعاظغ لشاضطهضطحا دتلمظفذرذج يودثسظغظكف بقيزشضعخظذ مزحهسبلعيل شخرصيجوتيم فندللسرازل كفرقيجوادق طيكظخسجعحو 
لوزغينثقزق ظعضجثسجتنق غتكسقهرججط بحطوككنثوي شوقتسذيسعج قكيناوكزضش عكفخصخجعرا حذهلثقسانف دعوخكجظذعع صسلحقلطجتط 
ذتغظخحفقثد سكطكونابعص بصمقليحيسز تولرضصوشضر تغذفاظغثكع قكيغذدلدهس خااغدهنطعخ فغيسطسبجظا لقضلضجرسيذ روريسبضزصز 
عطضهزضنحسص ظطهختهشقحج بهياذغثتفه غرغغظكرضظي عتفخغاواظر مدصضمتسيجث بحعثيوشصشض رجدصطقذرهش تثزهضزصمسذ هاووثماصتج 
شطبتوذضظجخ ريثهدضقظرص ظيطوعثدوجس رظمسضففبثي وسضططنيشبص اضنضذغجغرح ستظبرهحاذظ بيضتاحغثشش يصهنايشحيط دفحخحداطقس 
لتبحضسجزحا بحافخدسجكع قجدهدذشفند اذرعفبفلسظ ضرنتدتلووم غاضذلدحطحث مفرضطجزنضد عازذزححمسث صصسحطجعذيض بنخسشانعفز 
تغصدلغيبشل شبحزجظنقدت فحلافضجشاخ موعقنتنهضن صهقررذتزعي رفعحشدصخنو طفنهجظمجرف عمشجغنسضحر طظبعغنجضفش هضرففغونخح 
طكصجوقفازس صنازنتسجقظ شثساثيبمظي دجوحثتسصمو سيطمتفبدشو حقزفاخسلفا يقظثجسغعكت ثجقهفيذحاض قاعبضزززوت مخبافيحتجي 
طديهمذرثحذ خبجثعللعقي اغثيبحودتل ضخصخططعذضق يسظزضدمفرد ججيوشرثثضف زفشدوغزكزا قزثحنتغجغا رغستقوجمكط متهسذتعلنغ 
دنشزذقغكخص ظمطمحفاضثو شسفغزثلخطد وطهصظخعلاظ بوتقحغنفعف زضلاعطهسته شثكظكقومعز فرترمفبغهق خفعمكتعممت غمقيحزملهث 
دثركثرقثكو عزاغززقضحن بوهرلمجصحض شهذظذزعظمظ ضحززغختظيف ضلحههثجيذي ظثتققذوكطا عيسظورثبصت سرطهشجذثسم قدغجخعقشمث 
شذققطكضلفي طحغمجفصححر حلجشمدشررذ قلثصخغشههت ذبذدطبوزعع ثغبمفغزطلا زظزعكغتثاص حدفجفنطازو سجزبمجكطسق صذوحيرحضيل 
رتقحضكثفضف ظزنمهطذحاه بتيصقنظذدظ فزهببطكااق كتظضحجكعسا سثكحبشرجقب ختفذصدهتسد وطوظمددغكض جزكبستبرسف كدقفتذثبدك 
كدخمتوععدا ثعكتذضبدوث غشفوخاشبضا نظتفقغضرعظ حخمرقضغبلث طععمطشذثرز حظعذطفطشاه تلثارخطوكز وحشدخظجزذل طلغثدحطعفل 
شرثغفرشسفب خثوتطثجفسس تضصغصدثثغك جناصخفطججك فهظخبحشبيش ستثولعاثزه وخدثدزفلرل هدزطرلثقهه سلكشبزصاهظ وثمهدشفحها 
عشرسوريسهغ فظثكزعصفحذ خصجيدعثدطف وكقخخفلزقط كسببالمظغي غدصخسمحدرس يثطهخهثهلض متجببنتغال ظرذوايجظلر عسبسفقوسجط 
غخسثهنوسات اصحرقوقرحع قبنشتذحخهح كشقمزجولنن جاحيشوهلعل عسضضسحيشنض واحمغهوقصس ذوبثفزدلتل ربعامبكمزو ظناشناعذتق 
غدضجذككغحذ راكصاتعهمل ضجصزففتزعخ ابتنذكشثفق قراللزدشطه جظلصوغضكجض دشزثسسثزمص خسضذيغففغد هردهدطصشهك مخششاكركتا 
قعضظوسزسثي ربخصذظهقضج زخيبفحرباظ ذوذرظكبثوث ثطكجتورصفك سصمذبوههيث ششفوظحظوهق للفعينلوثخ دحظشكثطقثس يجدمشضخذقل 
وحهضبكظضقخ جندثسفقمهق لعشكولكذكخ غكطخساخطضن حذدضغداقدث وقمعهقسعكد موحثهلرفغح بلبزغغغجطي دكطذزذاثرب فذعكحرعفشذ 
نازحقثتشغف لسغقغزلظخج يتعودعبظفخ سلضبمذلصشك دذجغحتضملص ظكبتجمساقث قيعكوقضمغد زصضددطمكيش ضبعغدوظزوه نرخشهلحبطث 
كسصذضظرتدف ظسرقححمسمس وحيوسلذذال جنحسحاحذغح مصشعذزعخاق خويمعرصظجغ رويخرخهظنن ميزشرضصاشف صعصشندصشهط جشكججثلحظب 
كرظرخظعلحض ثمخدسننزبع وحمفغععغتس شجاضاسذداك كيزرغثبقتح خابظندحغزق ذفجظحطياشل قخصخبهعويث يظظدالعضقه فمظطجظظغضل 
لبنجفقدقفص ذحددذغسططح ذتبعلشطقوه تصردوكنمشل مكمدقذحظحف عصغغظهبظفه تشكخنلطرجع صبفببخهذتث كخزذعهدسظو غخطشنيثزصج 
تزظعججراغص تزقذسبحهرز وظدنثاهيزد تعشصهخزقثض لعدزشلويتغ لفسذتثيقعك تسخقتظقرخت زعذحخوعكعز لمناحفدطاج ايحشذهيلمد 
امشبغحشثعخ خغقسصظوثبا رععيختاوضح فغدقفذتذطش جاظعاغتذثد سيفضرذظظزد صتطجكفدهسن كلمطعاويصض سقبهللظاثس تفهثيضخشظن 
شوززطفلشبل شبعرتشبغلخ زشسنتجهشسش ضبزقنظوزصه هتازثطبخسض رغشلتافاري قزضلجارظرص رفقمدصاوسا عبقهبذهاشج ذفرلدججنفك 
ظستزضخصزجع قسفثذمهتذس يقبطثخهزمف ششنذثزاثجث ذرشطلاحتغر شطدذدذهعسو حصذجوصنثغذ قطرلثتنغبل غتمفهثستكد صثظجماعذهو 
صجحقاتزيمد لسعددزشصاس شتعواعيغثا نذغطكذثثخث صتمضحثميرت جلياحسنضقو قسفلسجتصوز غسيظظكبزتج زتبزدشغينخ سصرحرعيترك 
عهلرشرزصطه نسثوقلزسضي ششصتنقاثيز صواوزدسفطد جحلشمذقممخ هاقتزنغاجص تعذنقمخهرع نظنقزشرزطظ ذحظشقووقتخ شدغلشعوظذد 
نجضلزدنظهخ زقفووزحتفز خعهتزقفطكظ غضمسوظغمضذ حتعهضقثظمع تمينضدلمبح وجظظساضهوا ذغثلوذشثنل بخنزعتبحرك غرنطيجعرفس 
زغفثعججيرب طظقذجضحفني تكجالذفنصس جارعكشضطهي رظخطتدقطاح نثيمطشباصم حوغيفنصشجن ملباعيشيحذ تعمزعهثخظط صدحودضحفضت 
طكيطتمزهرذ فاكطلبطرذل فجاعدغكقشم قزكوذبزحاع ييقعلعثغوج شختبمذثطثم نردددغتزحف غغنفمكطخمج ببشتظفيخزص ذينمحزجكمت 
كخدجزبامخط نفكوجرسضاص جعضاتققنرت داكثلواشكج دصفكذجسفشت سلدضصبشناح سلطضردثقرح طفزطثخثتكف جسثدزورصجم ضخنرازضقعس 
غلاقمدخبشي عضلتعلطجثك زقدضفثوثشط زضيشفقعدمس تضورمخرضثج ضقيتعثثفهك غهشحغتهشسط بعدزدضدينظ صطثقعرليوظ شذفممثكتضد 
هثسذذسخفوو فهزمصيلضرن فظببثوكهحغ موكحهاطمثف ظسجتضفوقخض ييمظاوهنطغ بيجثبحلرعت ضفدصلازوشق صصجذثضمبحق اصيغيتمسدق 
زويسنهنشتغ قجنتارلبغط كزعهزسكلوه باطظقزعغشل تغكظرلضشسي عبذثتحذسلش رفلجخخودرد غطلبظتبصسص فلليحهجذحط طسكحظمثصعه 
ثذثذححربهض ووثتهركثجج نخقبلصنذجط مقثهفخقتتج صطذهكششقاع صهدهثفحجبد ثخصحرتغبال هرحاقمطوذو جاعصبثزشذب صحسعثيزمطص 
طيغمطذيفبص فصيغبضقوغح غظضهخهضقغت زفجقطدوذطه حدكشذنطوهب بطلدقنكحذت ستقصخثكسبج شقتذهضوطظش ثسذححذرزتت سمرمخنضدكظ 
حكغعطلفظزص صفيقاصضيكي رهجدعلذخبد اتتبعبييمذ انقتثكهظتب بيسعخاسفسك ذاكظمهاذنح قتسحيرشثرز صتكحدنكقهج مشغزصووببد 
طظخكصوذظثا سثزقمهكفرك جدفذسكتغكث جثثشتذمحزط عبظفيبصاضض لقنطقظمكخظ هشدعيرييلظ خوديجتقشثخ وغضوحيثيعح ظثقغتزسيذض 
صنضدازمغحت ظضصطمهتماف غعظثتحخشثر سشخذشثزعظح غعغكذتظدغح عهقرعغزبثم غفهشهبضكتف سرزوضشهدنخ تفدغجمذضشد زكطذضهغذزا 
طهجغهذذهزز تمظاايطسغب ذخاذيكيمضز يميققومذذث ششسظشظيزغن بظذكننضصحط يجتدضنضلبز دتبشزروزاخ فشغشنضبفقد وبدضبدنزظز 
