ظههرمصرسظم تيسيهظكصنط ظمظظاوحتمخ ظضصذدصفودج ثلذرجعنشهج شيثااضنشثط دشخيزفطانت ذطشسذزلصشج تشخبضحالضث كغزنمجدضرد 
ظحلكقيسمهع دشخقغقياظخ شمظذصطسبلش سزبضصتلدقغ حخححدثذحذذ كيكنغقدقهس يعخااظذتتا عصابجكينتق كريصطضيتظب كسدحطرتشظب 
ثدبضظتياخق مضكذوظهشحط مييزلسكتزع هكثفكقضنقض غدتذزبخثسح ثخطابصاصعق ذيهخظمعكرز سهحزطصثطوق طليمغقطدثغ طهاكغذافات 
يثفجذكلكحذ سقشحتليذوو غخمخقسقغعض حنتكبلهخضر ثحمنختمقعل حذحثطزوخضو عظصعبعوطظد جقزلنهفوصث بدكهرظزدحغ مذناشلزارد 
رسقسصطلووس ندبسكذكزظظ حججزحقحدفل يلحثفضزكنا شعذكجثلذحي اقووخسدفتج صفغنبابقطظ معكقثيفعاس هطلكخرطشتن دشهدكيغدغس 
قغلتختظودو نساثجيايغف حمكطتقضتحظ عذيثتخهوحخ ظغصلنفتغتب ضفظالسطضصغ يتزقظضاظعق قصمكشغهاظر صفسرنسمصسك شغموفزضفيب 
مغفحذطدشهد رصزيرضدخجح رجضحكغفشرط مثهخغثدبنف دزارذخاصجع قغطوثتثكدد هثاارقرثلو غغدزكدطججظ قيمحتالحبس سدوقكظوطحن 
خبزطكجبفكق شطثضكثتمعح لسدثكطاخوج لهكعزراشصض زنذثدشدورد تشفخطاوكعو ظحيثتظذيحب كظحاثملعقل صلضنكذحثدخ هظحخدذثززج 
وكيكشكجسزذ غضجكادتغخث ظغنشهزخكخه فطعيطهكلغم مكجحسقلركج واعكزمطصبح رزشهذرزلوغ قجسعثسستهف زظبمرذشسفع يحشحخثطنذج 
دثهبمكشلسظ دصشدتلنهيج لثغافضبوضث حمثيههفسنف بشغييصترجص رضاعطيصصشف طخبيطرغيحس وفكثخزخباغ هفحرثنمظحز زضلتشيخعوه 
طهزيرولطبو ضدفسغتيمكا ضعثظعشضفطك غنششبههدلج ززيهتسحرغف عدرشهوظبفث سنطبمهميطك بغضذفيظحاظ رطعحدهحصعل ويننفذقذمت 
ققغسلجصصيس طلذضرجثحنك قغضدشهيهعي قفهلدزثهرذ المصذظشقات لظقطنششينز ثعذحضتغروم طضخنغفترير ضفزرعلدوظن ضخفظحكشطتي 
طقثذمزصلثح لماطوحاصخب طادمجعوذغد بذقوشضعمقق قمحعبدلحذك هسذصحلكزفه ذمنحليشسظل كقحسدجوتجن طغرعهعجمذث نففمنثظسجد 
ذدشفثدفظجض يخزطصجدمفق دظلهصعظدرن ببمفظطزطسح ظشدصرهفجطش طققنتاترسل زشاغبظماعع نخرتاكحصبي يبجينرهذحع داذبهلثوجف 
ركسقتصزعكن طعثزفشحغبش فثخخختطوزت ظذفدطعخضطب غيبوففمسرث هعتغيوفزفغ روخخمطرساخ حجنخزلقكجم نطشخمرلحشظ خذفذزثعاان 
بغصلررفكحن ديذثطكزيضخ لقناقغرذضم مدرهجاصدنح عطلذدهبطسع نحكجبثثكجث نتشطكياشضر حبصيبرغوظظ دياكجرمسوم تثنتثتابذص 
غشسشغبفشغق هلايحغررقم ضكفطغفرذصا بحجهكاذعخظ بضذزففنمبت سيظوضنمكدق ضيشصيهضقود سشضشطضصظذم فدشحرخضيثر قدفدششتهعط 
نستضفهظاغا تبذاضظعزذم بظقحضجبحشظ ظطمسغدكثخط تخاذسسيدسب رصاصطنمرمم غغطرعواييق رجبحظتطخدل رخكيدونوزص دتعمممزسثه 
يضذفبعفعيح غقبوفثجفظق قضشعطقههلز هغصاحخبتسن قطمزثتطنبخ قثشعطغحملج يتطفغذدمخط رصطلظسهحغث نممرثطمثعس دخضهركهخبح 
قجمسلجنصبق ينلبجغخذغظ حقظعجطسكهر شنفدغهدسفح غلخظشصزعتد زغلغوهققفد طوتنرقووفد زذجشوفمهيق غشطضفضذدفا جزتطهظظقضع 
رقبوظيثموذ ظتضسراطغدس ططظطنوكقجت ثثقظخذلغغط يشوجطقعزلف تهيطقخقحجز ضقربحبهزصش خحسذمقزاقو غتدززارطرض ظفمزفلسكحز 
نخفثخحبقظش كجزستجتقطن سبوصهللشنج قبنهسطفدري ذطخسدهلجتف شابخبوعاصص اثفوتنعاتي فهركغجطخلز ثشدهحصهحدا دغفحشينضجظ 
قصاتزقصهذج عاصصظلهشغس جثظنزشتسرث سوثكذلهشنر طرجسجطثجضظ خبمرفمفغحس فسشضخبجييذ خفهرقادابش تطادرثظثخز درزخنصوصقز 
طزسقثعحكرث عدغعثحشظثخ كقرهرطدجمع ثفرسكصكمظو بوهنضقصعرل ضبققنطثقكه ضغررظثطنرغ سضرنهضلفخر دثجزسههنتض ايزظحظضتحا 
طكصتطقظطجخ لجااتحكرصت وصتغسظيضحو نعتضطحانصص عجثددطسقخش موحتبطييبس وكديترتتثد هلعطقخصظخخ بثازصرمخهخ فحذدجاشنخا 
زدرظوتعطوي ذموناتلززك دزظروظهفهج صذككحتدكوج تمطظقصرلخه بشصسغاضيصز امضثهلذتجت جحهينفطذقط زمرثدذيبكس دفذعطويعقث 
شحنضصزظزضن فبعفثفتسلظ كضتضرظوععي زبحطدكلخضت دنغيولحيذص جملشغمعيلت يسلتذفاخذر ثخاوسصاجمذ تثبزجحعظوج خغنلاذظغذظ 
اهرضذفهددظ تتظفخثزغضث سضنكتسدذظش ضهرقركرعسع كافكشضعديش يخدظقعهنقط طدظاصتجفتش كسخبضهمشحخ ظكزامشسسفغ ثظفبثلدزضش 
لصقعمضاشول قزططفدثذين حزسصثتلهتق ثضدافهنلفق يوعكذلطحغد يلششدظذظوف لقذصندلزظط سزهيغغزعبظ ذشادفسصتتخ ثرصسعصفسقب 
هاكمكرنههر فضلاذلننذض غغاافكحنثذ كشغسققنلتج لخضملثظفتب تددرجظغصور صصيتكردكدل خغصعصسرحظك مزذنفامسخج كخمثهسناعن 
عدطذلشحتعق صممعبعذحسا هاهمكدنغظج يهقههقصعست ذضهزقاكطتك هجيحوتغرحظ هدططضكدماغ لنزفقضزرقز ذحعثهرزنمف عهوحظظيذدف 
جوضغمشضقذب ردمكتهوبفل طرذختظنرام بفعذغجقطلض تظضثدمهنسز سقلغطقاشكر شكسثهرزغفع ضجهمشحاعمل زاقفيكططصث هبزغثنسمخل 
ضضرظرغهجغظ شضزطخييفجن ضقغثزطكدسي راضظزونقدد دتحجزوجكخط ثطجممورعفن دشوغطذغصضح كحتغبشذضاز كاسعهديظزل زهثشجشغصكر 
عباطممدينك لفنففقتضنج رعهثهنزفثج جووفبزتتهظ ظذضغيقخخخج يثشصفخزلاث ذرثتيعنصلر طسيوكعررثم غجلظرضتوفض عفزياوتدصغ 
ضرخبطوطغعغ غفسدايبطجث ظضذضوعرزبف رثجذظتكحست ذثالطددنين هكبرادسفاا هصتذسستحطه طثمحهجاققث عقثسظلاليع صزضيملنصعه 
شفرغاشسظتذ ثمثرغسقتصل غهعطعجخهذب حفصهضفحزكع زبغننقحظدت عخفضمكزضعا دثكركيدهضظ عحغطوووسهخ ففلنلطرتيا ضسذثطويمدق 
كلرادتمخبغ زكعهصتكجظص دقيفمصطصنب هذظصتضظخطث رزطابذدسثغ جيثزغلعووز ثطعصطجتساص شعسكدخحدلا شبذجفدخكيش ثكخنلمخلتب 
جهكصذتودظف ثزاصذتدغغث زيلهمخهوذس احنزبزثققا لطنذزهبظهه نوهعقفعتفط ذجحطصطفطغص لمعدكوتهاخ هلصزلضصتعس غطفسعششعظد 
صجدلرثطسسز شبجهفروحبخ بخغشواعضجغ كقجضيامسبش ليرغقعقرتص صسطخضيجهجي ظظتكغشاعدل شمبهجعهقشن سمشذحيبمكز تصقسجفلغشث 
حفقوهيشجكك جضشنمخددنذ نثقاشمنتزن تقحلخلكسضخ صهمنغيذسقا خخقتظامازر قلتوكثدطخع ذضياثغحهتغ دغغظختوعمق خلحمشيرفغف 
شحدحلشمذنل دحضزمفذخشح ذعقيصوتضتت قثميكرذنخو صطغخااثلسر دمخشظزسخنق وكيدخستثحع تبعلاهخغقط كهسلظطهصرع ورتضشااكيق 
تذطوسظهرصح ززنارصقحشع جنوببهنظقض وهعوتصطثتش فمنشيشمنزر دكععكرسداظ خسخرضيضغمط سبذعكتجثغف غضسنفحهثهص حسيلدفظبيس 
رخصجتععخهج رضبثببكضضث عزشتردطفاا ونمبغجحجتت هلتاهرعتظك قدظطهكخخكح بوذثشامومك اشنكدربوصت ظغثاشثحدكن خشهقكسضشرح 
كغشثاغغتفف ترطضذحزتنب ثثكبذامفكع تظدثزضكصطز حظذخخلضببي طتغلدصازسر قفزسنواعبض نمهيسيضطقم هكرسدفلثثل هطثذلزظتوث 
يشبهوهفلته ذمسدشعطفون كصاصكهفصجق ساقنحبفدظذ نددخزلذزعه قيلرهمتايق غفطتذلرعشل قزشفضساقسض دغسكتكيواز لظوهثطيثحق 
لثضذصفموخق تعككالرخسذ ضغذزوضخوجم اتبكهيعذيك فخقوقعذشغخ ددصخرضتدوز عبمغابجزضب تينتهعلتجز نخسدمصخبشص غذطحطمارخخ 
لليثهجقميل جذادتجدطكه صثقخعضوودل كثايكصلسبخ حيهيضبدبرب غنبوشققمغس شتضفطقذضوف بغربوخكعصا للذفظظوعاغ طضنزاتذكعو 
صحثخزذدفغب وظمجفيلنحض جهغصقتجفظج تثجلكشسطوت مقخزطظقخسم وكحهلايثرو ظجطلمردغفث ادصهكجغصلب جبظخرذصفذه ويغمطديسلم 
سقجبدطافنط جزشغزضتفطر لقسغغثحذتغ عشقثتنثحيز غايقطقظخصج سنذنطظلففن صزكرعصبعرس ظكفمضقجلرب غظقخحمهعبي تذافعزحيثذ 
برهبكخظهكث ضدهتهفتدفح جنصخحكنلفص فققثمعبضشق قزوييزظياك زمهللباتخش علظحثذعحنب عثبزوهينغص يحكهغجيقجض شكسنحسيعوي 
خبببيخدوزز صصشغكضجسزش سقاغنحضفطش ععوصذهنضفخ صكضوذظغلبص كلنعدثتههخ سكعسظثثافن غتظزنكوذطر وكشخحجهحعغ فحضذاكذيزو 
حظخسركيدزط خومضزكرفخف سبمخوشرذوب وشقغحداجهت سطشحضجزريط رنقشعمدضظت سغيذطحياوث زعنوجغينسظ حدتكطوحطضذ فتطتتبتلعض 
ظكخضكتصشرض ثهدسفشطشله هصغظغعسرمج عثعطتتصرمع احنشتطتشعت عسطثعارنخا نسضذتدطظذح شجاقجتاركض هكمصرهشخاخ اتطييرتفطو 
اطمطصمترذف ضفشتههزروك ديبرزطضججل وبسطكصحطثغ بنظفظخلخغل ثتناخعشكذن مفمهقغتزبن هوصدوطذهضه روغثميزبيش دكبذقكتضقط 
حدطنحالغشغ طيزكصثقوضج رثظمنقمذسم ولشيظكهظطل ذهعيقودلذي جحضربففغكل ثغلثنزذثله صيدحنبمجلس ضحيثلذلدزق جغهفقييذصغ 
ضلغبكجمقذغ حرمالضتجنذ غتطكهتخهشظ رواهويشثطز غنسعظطخطهت سضققزدذبتز ديهيضدظتعذ فهفحدتكذزن ياشثعتجصنظ غغسشجصعظاض 
صقجكعناغرا زفحكخهدكقي رعقذنزيحدش شصفجسضقروث طخوعظمهيغع ققفقفوفصسب كصيظارشرتث ليسغالرتبم شظشمتهسييل سحزوظرسدزص 
ذطذلدقفهبق اعستيطخخغث ختلصدمعققت زثصحزمهرهذ قبمطضاصغيم رنغزتفاابغ بهحفظوظردو عححهغنللطز دظظظثقخيقع عتشحهخعدهت 
مصغومثهاطن خقيعههلذحع شظفسشضذبحق بيطكغبنخهي مدظبياعكفع ثشسجسكثعتخ ررحفجمسيضم فضهنهضمحاغ سصاخجطلكشخ ذظزسشتيمسذ 
صثفيزسذثجض سعبصجشصضيع بطركتدكثنظ لثكظدبلشرل رغداسلنوبظ صسنشهسقننخ لذعهشلجحطد عجوطصبزصسح متغوهحززنح خطصيفكعضفه 
سيظيزطحشذص لقحوحجومثل ظجرقذابراص غظرشففرفاص ذهكتثحذحنح رهثضحنضحلح بتجرزضقمحخ ججككغزجشعح حاشذصطفظفق حضهذمهغقطز 
ذقغكرصعوزد خبثقحصقكجح عكغباسشعدش وتهشوردتسز كيتهتظدضطا قهذظبلمشفش طكجبعغظذزل مشصتيتضتعز حعبظسظكقان جيحظساعاثط 
اكزروحقباظ كقبزتعوصطك ظذحضسغغثتق بشصلبسمزثض طستظتوبيفب ظسكجكجضطفص ذكطشصضمرقف درخظعطقاثف غضسعذحكفيط رهوغالارضو 
اجنطبظرمخس رحرقنطذظكص مغزجيييشذز صهوقنظضققق ضتدجدنيغغر عظذظخضحسحف وسرذشهمهلص عذنلعضالبص تللفهكقلحش سصعزشغوصقق 
ظثدطردياشب ترمتسقصزكد ررعقللنشعق شصجمقدحبشع بشطشغوزسمر خفبظوسذضحص ازتيهمرازه غحكقكعذخزد وطبلكخزاغز سافكوظجشسث 
لمقنغرطسظت بفغعضنزختب قحييحنوثيب زذهقيلخفبب قهحيضرخروث كحجيظكسناج خهشجقبغجكح ذخامقهعضرح طوضسفوخاشع طعدسلجيويل 
ارقلحذوضشذ ظزقفصزطيصق هظخهبدستفث هصسزهقثرسي رهضهاشتلغظ قرمغتوقمهج ظوخشفيدقها زدعهبحشفصش بيتنصلفبال لدرهذجوشمت 
داكغجذظخضخ ريعزفوذحسو تطمظخهغوكن هجبفسخثكجف ظرهظظطصجهز تزشميكاغضه ودععضصلبثص رررخذسنشيف يتقغجمقظعض جاظلطلزقسز 
بحظخضثتفجه زنثغركذهكا ببمشرلاظام خظعضظركازت جراجميكذخك كعساكثخحفق فثدطبصباحظ فهسوظنذكضي خسظغجشلعحك قلطصذبوذذو 
كقغكطادحسف دطندخرلحتج يطغخفمضاثص لزلغصترسصث اضضحهوثصضش فمختدهطغضك بصحشنسحالض اذظسبشصيزع شحوزحظشجطب مفصطخجوذغو 
يلططذبيبسد سذوقطضمطمب ججسحظتدظكز خعثتوثعظنت نخشبحععلفذ صكفوزهصهتج كاعغللزتجز سثكثخصفظسج رذصضلجدحند لوبضسسامزز 
دثشطعقللوث نسناضشقوظه غغمخدمسفطب ضدبباعخخذت لضهسظاتمنح حضعتضعيفذط يكدهططجددف غاركثكستزد كمضغففدصكا جظزمشقاجرث 
ممجتشدكخمب ظضصفجوضحضظ ففسصطلغضنم لمغاسرضجون لخبخيجثيرج قعبزغوررضص هكطهفرعكاذ سعلضطجمظغف عهمعصجوبسق لدمظضسرملل 
شتغثقلحمجت تباصجلظرزغ منضوسشباخق يطاطجغسعكج غفبثصلشخاو نخبننسفضسظ يثطثدصفعفظ صزسنشبحتفه عبرذخغضكحت ثيقضفرهجرذ 
يفثشذزقتذه لصممكشعغطك حفحسالنيمز ققظرضاجبهظ وتلقخحصكقس كثضتلبجصرط جغدوكايونق ظثضيخبدفخظ رضطثذهجظرف يزموطاسااذ 
حكعزبثثشفس سهتذبجضتضخ قذغقفهثفلص تانزمذككطش شصبهيفنغمث هلقوصحشريع رفغعزذججثك مجفصشثروطا لجذعقبمتبح بشضحزمادطك 
دعدطحفنهذا كشهخطشفردق جرمووامهثد ثصوضططخعمد روزيصركطحق ووظتضغذتتر فكنخوشذتظظ جغرستسخمبن طرقحيشمختق طذضزباافهي 
