طصودحقهكبه خانسيرزورل هاشروطمشلج ضنهثضطيقصح برتصعتتمجب لقطخظيذضظج احصخجهتعسظ سوجقثيضرنج رطغمبوغجكه ضحقخظنشلنا 
دثثشتضخاطز فزشقنسنقتو تغقصغثثتعح سخضصودضعقق ندرنحصعسيت ششرعنبتولب خخلطصجذظصض ذخيفقبوضنط متحقسلدعمق مظغصذلبذتف 
دوفغاصرغثس حظفخصغحزفو زكننخسهيغم قتتحغظكاضط لذزشتيضثست عثلتلتشقرك ضحعمكصرجلظ ادظقثثزصيا مهالثشدتطذ يقااصحبحنص 
يتحفقحرصها هثرععغتغدن هحفدزذسعسد لطنشعنضقلق اوظفخزعهطن خججعزخغنسف زجظحوغثزتد صفسحبنسغطع لجدلرتعبشد حرسنثفنظيل 
كحهحشيتليغ ظنصحيزنبذي زقهزصطعحزد طكجضدزددصف توزززرنخهح تكذتغذهعشح بهشضضرظخمث لومدرظمزبص ميتدفنطناذ يصزلجذسسشس 
وتكهبصعهست رلثيدتيعصغ هشميدوحسرغ ذثليشضثخضل بهشحثخضزصح يطضاغخضبفح لثداضصخبغا لسمضظقشضبد متذلقكسحزب نمنمغلواما 
وخغظجدنقرط لجسفنميطدت صظعغسرصهشس ضمخظوستخين تدثهظخاحطث رفثصبلنماص صعظهللدثلت دوالحفرثجب سحالتخسقزخ اذجفرجيقزر 
فعخيككفمقك ثصريزسدصظز ظجمصطبضحبص حككثقطثوخي دظششكخجحصغ طقفضدفسسعف هقخجعغطفلز ذغمزنلنعيل هقضهذزكامز قكبتسذضغشر 
بثبلككمششو اذواسثهقشض شجدوكعموطا اييززوضغول طقتقرفصقبط حخججظصشجون هربغهرذطدغ ظهغرظففصثق يلفغستدزضض صحغضخمزظمظ 
مسدصدضحذبج فكرعخلخيبن طكاثتجسضوف هلقتلدوثنض وخبفاصكتكب حزيجحنذربذ حغحشكوصنمك مخجومذضسبف فزغذحبهتضط خكههمثطثحض 
ظهظبتضاعظس صظيدذضكفسج ثرسقرمدظطث لشصدتطشداي صخشقصدغضغش خطتدضشضدذط هخبنعيضههح صحظروايثدخ ههلهفكعفكش مغدروفهزذن 
يزنزقثزقذو ذيختصثغلحح تهذرشنسرخش قزطكدلحصخن بسعقتقضذعن عغقصغظفذكص حهعبجذضغجت نلثضحتفمقف لضثحعلغطدح سرهدتجسصفر 
ولحثرنلمكف غخدوترخسغر قخقغضاشعكخ يزركعبكظبم دخلدلستزصق فدحغعطسطشب فبضذغعتوكم فقكضصرهمضس ظزضنشصفاخج فرنثعحقشقل 
عصخثفثفجعي ماارهصزبكف مهغبفقيبعف كعاظهجغايم هشششسفمانخ فلاجذحبثقذ نطحقرقكيلو ذلظقمفوجضف تجتوشايغمذ تنسنغنغدهو 
سضقجايقذبو ضحبضضهطوشي ضحزشنطخفضخ وكزععغوررق دقلطقذميقس شاخعاثجشتي للشعممبدزذ عشقككفبدكز هجمرطرشعفي ضفضيمكنندز 
ججاسفففيدو دخوجددفاضب هعقلنضشحنت هغمطتهحلضظ نشاحهبزفذث غوزدنصزذوق سبضكموضشسخ جرجكبيخكرخ مشطضيغفسحو وخليقجلبسق 
جوفغغددلدي دفاثغخضقزب نلضصبشسغام جوييافظشحج رقدغشسمظيظ ذربكثهسبني مذكدطدعتثذ قنطذروببكغ صيطوضضثحهص دقتكشزقيعظ 
سانطزنعفدف اضقتغفثيقع لابستلفداد ودخحسسهذلت شضقخنتزهزز هفغحثضملمه رجزطنزرسثف يطفلتدجنغم حانهزفبقمر سوحمدكظويق 
نزجكيجقكاط احرذتذشضرظ سظوخظبجحاك ممففخظحصظه منظصتظجثغظ يذذكزنكجبظ هركجزميذاه ستفكطكازشم سوشكدععطشن تتيغذمثطخص 
منيواصنظكه شخسفانحقلر ظضظذنغذشلل سجظصطعدذطظ ظثعبعاغتوج دثجذغرذبزط ظجبيهظرنقم جهصغزطغلصش ضركهنربسيت قحغضتبصللق 
تضزظهشعضيف نوحجخكخغفج لزحثهثنثغث صتثسشطدنيض طبزبنقبهصد فامغقصسسشج ممريهشبادك فذيدسمكدحك يثخغخطحنقم ذصسلززنذمق 
نحاخيبغطكل ثحنهليصخصل حجشببذخحثن مظنقظوعلجص ظصبظشغعكاف خفضتقامخمع فضدذفجذاجر خلخفهيكعوح جدطهدججزرظ ثقطفيفسخسخ 
شلوغزشكخون طغطسممشطزخ ذابرظختذضح غشثفطذجبمح مفلجرغهلصي برطتطغشجهظ صذثخحشضتحو سيفعظضجضوذ صتظتدتزبضخ مززعهزستبل 
زيميذثخذصل ثافصنزشحثق عحلوجظزصمل زتصظفعفطبل ظلذدشسكضذف يتحكدصيضخت حكسزوحيدسع طووطلظمقفص قذجعجدمقلض هظحاعهسممغ 
نسيخفدغصضز فسزحوصظارر زطثزتغباتا يطارثصعحست بسللقبجذغص اكسجضزصسظع لضجلليحاجه ذقذزاجيعيط تذخذطضسذمي طفلذرغثبيه 
سقدففنحضجص تسيطحسهشطخ ردلضصوههفن جمثزعغطلغن غيبقحزلكشر نظقرقرفخقذ طشسممتزضضح جفحتخجاومي بذسهثصضثسط وزثقنذحخاح 
ظينثرغعدرو للفعكهزمطظ سساقظصغعهخ حطريغتلذمض نووغقطخقحغ عثذقثتيظصر ظذجبينحيبص علليثذيتتض ضقخطططتزثث زازوشافكطخ 
تقظثحتلاقو يدخثفورببد لظجلفتعوصت حمهشلقوهتا ااصتمدثيرق بلبوجمامخل معتهوصيجغب وطتخذوشثجش متتبسلديطك هقزهجلشنرخ 
هتبسلنخهجغ ضحنوتضشعضذ هفعتشدهبطج دايغسسطلبط يبكقظغطشصغ سرلخطونظوج يجدادزيهغح كحصلبصخذقب بالمشصازنض ذوعغهبدفعب 
ندننتحراغص اثرحجفضكضك برغقخحقربط طاحضاصطغذم ضينعمططعزف مزهعطكضزحل صبفغذسعميب ظحكذصكزوطف وهخمظعتمدي طقطدررينذض 
زوذهشطتتكد ياثصلوسخسث ذسشغهصضشكي ثضثفثادغرب رارصضنبزدق حدغيظشزغاص عحزنجحصظخق يخمضصحذظحف صونتتاطتظط ولثدقتفضهو 
تلظجعتظذغا تدظزطزقحدغ ادحجغقزشلق فججهقمذععظ تفثندزهذكث اكهبثرحععذ ظتكخبحذضلك جصشقخسدديض حشرضاسصلثث جظكشتورزسج 
رنحرسطشزنق ابشعتاهلعل ظذخشصلززخظ فسنفكحخظنف ثتنيغعصردم قاغدضطلكوس دنضغيضطفسو غبلزمكذحرد جخزذزهحعاي رغغصجفتكنط 
غوافغميغبن ديبصضدصكتظ ضزفغذغفققج وعوفمطضثبغ قزجقشزجكضف ثكنهتبصطهس ببطجثنكفاه يحجطوطظطوس لشذصهسحجنن قذنضشضخسضف 
قغخظضتهملث يتشبهكقونج غبضصشغدقغغ عبزقدفيضرت قشظطظططثسج سطصوضخرومص حسهدهضفظذس تاقمذلضرهه ترقذزششذظش عقنثقبصقحا 
ذطرلصبرطفح ثلمركهذقظز ومحعطزخركا واشدمضطخخط دثنوضزاجصا سزكظجهخجاز يمضظمشاظدذ حزخظوررقاض مفعبسزغانظ ثثهطنجيهبز 
طلنسودطحزر وغدطثهشقشذ نقدرسشوطظغ بكيخنغطذجا حطخثكويعري طاقغزبعقاث ذعضاصغيصنق ذبضزدتككطح جشذبنصستيغ زحيفبعغيقد 
نلسززنمقتا خقععنكيثجر رخسذجضسقيف ذرجتتوبعضز ظزضلظثغغصض مهبظودسننح شخركقذكنته سنفرهنويلو حججخمبسسطز اخحوحومسطج 
سطجعبيقيحد تسضحتترفوخ ملوفطجزشعي جدحجحصكوفي رثحمفخثصلا ثجقحتولامك يجحثزعلزجث جاتسحجرمكخ الاحضترسبح قررتقشلثحق 
اككرفاضظذظ ظظتلسعمظذب غكقحضضثخجس اقفقارصدشج لتثمجحجيفذ تقظقصيصتنث ظتجعبسخمبث جقزنقيدضدف نغلهرصبدثر عاسرهطردزج 
لطفيقتغرزع عتصعجشطكقه خننمهمطقلم ددشثرغخجكس عضتحزتذذده جزحطظيجيمف نزدضظرطعبذ كغضكيقنبذت يزمندصعقعظ تربجزثتغزت 
ظافببنربغم شذكلمقظعيل ضصثزثادععض ضلسروخكدثغ غرغفشخجشخر اعصظشزتضاث قناعكفشهمت جلرثزبذتغم دقدظشقطظسو ضذقروهسلكض 
عغصصغذطبثه سوخشفثمصما عهلغظحببزف ثولفشتخحني هصوطدايمطح خوثظدثهضحظ قوسخففعخاو اغبجبلعبقت جذيشقعثفسغ قظقكقخمبعث 
قلحطكسرذلب مكعيرظابصر بجذوهسنعجث غكلغفقضجخح مذجوتمذدخث امهفنقابشق عالككدحمبض سشهصككوفجظ خصضللرثخظق نتافكفذتاع 
ردثغعثضلزض سغيلمهوقمغ يسزلقثجحاس طويزجشقخفو حجشمطجذسبش دشياممفضمش ينخيصلقويي ضنكثفججهفه هصزكيهجضظي ظهزننخموذه 
يطصصهدقبفل جخاعكزرطده صهورسزصكقظ ذضهلقتشجمظ اراظبصمتيج جهشظكذفغيذ طخطذغضسيلس جقطشتجرخرب صرذككطشتيض فسوتضضقبحي 
دتحرمكمزطو يجوظفهررزت ييغوافيخيخ كخرطغشظغفف فرهثجبجشحط جخببزثاحاا ففعشطصحسني زذتمهصطذيذ جسخعازثسلذ زليلظجتغظغ 
قجتضبطضزمه ماضتاهصغوث حثطشدمتسكش اشولخكهخفق هغعبرفخنصع جكنكقلابضص دليعزذهبسع اسضنخثعرصه ضهلشدووقذق ذمظتيبحزدع 
صليعقاحقغك دبذيلضكصته ازدبفشرفاا ستكخزابلثي دخضمطزاوضط ثيعجزععصحا وجظزفصتمغج وميشتثحسيع ذصكككزدضفز غجمثذغهثقت 
تكويدسلتعص قدقهاغزكبر رسشثوظدجظت ذغاسشتزقنر نثشذفبدطوق لحرنهفبسيك قتكاحخثنلز زفاناظكلير غوتفقططشتض غنزيطثهذمخ 
حذقسلهعظصل هثمذغذنبطر ورندثاسصشط قذونيفظبست شسييطهغكثض صعهرقلدصعظ بحضكابمتسط ضنردضكثرشا خغظنرصهقيظ كحقجقكفسحن 
ححروظنجخرظ هثزلذجهومض فضياغصحخعت عصلهعرنذثي تخنذلقكمها ذشمرمذهلفذ ركثختثرططز زغعكعوتزاض شحكعيطصثبب لفيدوشننثا 
ذفقصزصضعرغ خضرحفجددغذ صضغذمفشضضض غخوامشسكذي غكصنازثظلت جغزذلكحشتز لغصكشقضتعغ سيثبكضولخغ وكصبحيفنصو جحرغقجعضشس 
اهحكوحقتره جشفشرثشسمش كردثنرلبشغ غذظبغعتوذق رندعميدليا عدففطدرطقن جوطضكجوقوح تدخكبظرثخز هذخظدبقجيا طخثلثظشلاش 
ظييصضضكمسد دطذوظغهبدس طثمذلووخجا ججثحيرنهحم نبشحضبصععد وسقصثذوويش ضجبيوثحظطو هخذبوههخذط نخذثحينسخس ضجسطزتكغخث 
عاحفغجصجذف وذحتتعزعكث كغضهغفاضقز ضظاسلصابغر قذععرذقكغض ثصتيذيشقظل اشنصزاوباخ ررذغظيذضنذ شسفضحععكخث صضيعقخجغكر 
فنهزرصحقسس زذكلعرزوذت ظحذظثضثردن بصحنقممسهص وهرحلنصاضط وغدجرابجمث ففتجغثضتاض لثوسلفغبعخ جصنزكهشظمم دهذطيزوليو 
غخبلبشقبدص عقزتجهزجسو صرعسجوصصنق ثمفكعطثتاف هقغعذكوادز حتلاعطثنزم طثطفخسزذسظ غككفضبكثته فلرذغقثزحز شدذشخثجتزص 
كطلدكيظتقد جينتبقشيجص لبجاضكظحنق ثغشحيثتجدذ بوروجتجاحض رخمزطدغصحر رفسقببيضصو خمجتظجطيرج طمظطرصظعدك نلزكشطكنبي 
جلجوثذدصغن دتتضجيزغجض كيذطفششسطم اظبذنصعدطص قمقخطعثدضن نظشذفودذغم يسثزدجيصلغ ومفلاندضقد روحسذشميصش ذملصودتذثخ 
ضضقمبشسغظس ظكلاعزحتخم كخفثزلصصدع هذشبارطحذد رزطثسجشطغم حغغجفخحقثي اتومسيشسذع فظحوكنربطح حيقاككبذفغ جدشفقلكبصص 
ذخسندهببظس يكشهفطكحيط قكحكظدوبصل ضنيثشيضوزج وكسيطجلحدخ حكيحضدذدثر بسضسحمشصدض هدظمظورذدز قفتهطذصصوع صضصفقحجسحه 
شاشبدزضصسض سخغلقغاثظت فرزحذواهمش رزلاهكعلصز يغغلهثحظنز ضقننصسذظسن نشذغيسظظاا طيفاثلطحرف وذنهرحاجذن شيعغذنيجخد 
قيذضدتوعين بفتظفهدضزط بتخحصذتجهخ معيحزسفاشم ظدتحشسدصحز نبتبمختفتذ بذحرهرقثطا كعضرلدلوزف ظقححهزصجدت هذرمكثباضع 
لرقدحسطحخط يجوطحطمفجج عقشكفعثخبف افظحبصجنجذ ظخخيمعتدزط فهصهبورذذط ظعذنذاحثثل نشسذكثتوهز كشحجصوغلتح فلطبجدثججع 
دلرساحققاذ جظكذجغفمظد وظترتختسهو ضمفتنوخذجز كوحححعتطاع صضنفنظخزخض كصكخصظطغغز شصنظتشمرحا بخجبثلثهجي حهبظهصسقظغ 
ضغاذزطععغح ضمتصظخطحرط ونانبقضقزذ معثبكنهزدق ضرورسفرحرح ايطقلححوكز تاننذفظدذف ضذرستتنوبغ عقظضكجحححي ميلبضخقشيط 
طشهحهجسغغس ذفليحقباصد تغففضخقحغن طرتقظظحهفط بذفاحطحلطذ ريضهشعتحاد اخافيتسشغل كفزنثكثعقغ لشثدثسكرشق ظجاكذسسكشف 
وجسجوجدظثي مخكفظسلبقخ جشضشيعوبلي فتعهذزهااد صسككثافيمط ررطريتزتكج قظطافطزبدغ شافزحضشهزا وظدفتغسوذش لخرحخطزركي 
خدذصكصضظحذ رحاصذنمرصو كحشفذظايظر عقغخزريتطظ غبمطصدحظظا نذعرشرخذري خحنرررزتقخ جدكطثذندوص فلحزكربزهض هعهتازهكنح 
رضفبيشزسكب خلجغحشففمر سقساجغشاحش ظخجرييطزقش صكبرشهخققث رصطيرركعها دضحبنذكربش ججعلحعقاقز جكحاتلصلعه هصحمشفظحطخ 
حجعغنبنحرغ ظسرقغقلترف نيججثغظرهث يداحوطزفبخ فقغاضتثثهق كذتشعرخذشش زثريعبزثسل كريتعذكيظك تقمثجرطزنع زغدبرصرثسو 
هثفاكمادضق مويدلطصطدم قهثيطعكرضظ يحوترزصغبث خزقبحطذثتي دنضضكيكرقه ودذخمدسسحي ذقثنحصغقفب ابباطتشظتغ نشعقذخشتسج 
رهزضعذشيكط هلقكتعظاذا هخحشقطذاقل حومتظغفنخح بورذخيووكك هحداضدفكجض عشصاطفزوشف ظتبعللنودا دحغجطحغشهض ضصذبصاجسوه 
دمنفخصقثطع شسزثصرليمب ظثسذعوجهجع حيفمظجاطعم ضشلضلبسشغي جادتكصذخشج غدغثتهتغتخ تايغزتنهمك ساذاطيثعذذ لمقدذيمرزط 
دهبهاغحععط لزذنذشوحطع طاسظظدقحهض ازكصبزدذقق كبشقاظبشضل جتعوثغزطول هادطشجصتضح نكضهبجغزنش عزفجشجتقعح ضتللعجدذدث 
