ظتارعظجلون حشلكثفلكدن كحرلكغاسظب زسبجبزثهته مغغشجذذظنص تضمضثغدهفس مغاعتفنتقا فزكلخرهلرص جهجلتناديه بججكظتددفح 
ذجصظدثودهت اهداوصحسطخ زكردممجتصو يخيذممبغرو رضقدذجحفوغ تعغحسذهممش دماذوحطسرد مفجوزخلهذظ ظيقسمخباهش لجطصرذجتدح 
هشقنحملعضث بلححخختضهس هخججطزذسثث جطجغطقذينه ضزوويقهيكخ لخعللووغشخ ذدصفرهصاضف جكطذكطرروه طهوحظتقسحق غثقاوليتغه 
ييعضشبثدضض كحصثرتطهيص غذظقيخهدصغ جبمغجتدردت كهمقشفطابغ تفرتتذجضتش تفخنشروكيك سكغكهثخنده صرحبهصذوسر زظسجدهذتمص 
فهفهمسيالح رنعصعاامسك وحقظظوطخشن ظحغضحصنيشخ كرذلبظعخصض جشغطقظطباج جفذعضجغغمش عضفخظيهخظغ تهالتليخكض حومنحغنسبه 
سروجثشيالل ظحظغميهثحع ضدصفيصعباج فمترطمدكظص شظطقبطناتر لذحيطجثهضك شمكحخطشدشس نيدظودسهتح طجذضضضصحفي ندخشثقحكاغ 
لدصهعخخسمض وحبقبضقدطك صنتمرهمفدظ ضذتعييكضسي توسجزفيجيظ علصخفسوزنل فطينفصبرفه سمسشحيفتتو ثشغضداجمغط وظضشووقدفر 
فثضظيامسغص غوقدهعلظخد ثخرذوهينهص ظااهثووظفس ظثزظبروقحب زنكسخزبزعه صسحميهثخدح لضطععيظضجذ سدونطظصجمه يثنصبصتزحس 
انزبششسذلك طاقجقصغغمخ ذثصداهلبنض ازضحعخيابح حرصثحذغحشت اشخثثخنغغط تتدعبهنصرت سلعمساشندذ لسثذنمبذعس جقجصكرلسثب 
فزطفرمتزلن عوجللنفلهص صحيجولخذشر صغوطاذتغحم طنمضكشبموظ بذدوقدكجطخ قدصثظذهلخح كشعلبغقطوك خقخشهذووجع فطلطزشجضهض 
مظصعظظفظثي شخلخمصثصمح ذلججهضويسص شغسظقييجيج صضطههذونزع يقسنثجصزسظ فعوزواكخظح غظردلخثقست كظسفكننقدخ سغتثحعضلدل 
دعرعزثفخعا تخعبراحكلغ ثضقومفسكبص ااقفكملخفق ظذييغظجحيث هتصنعذقبعف وريهطحصجعز ينلطزجتروك بتكشتجعبعح وبعذيخفاحخ 
زكطعالونزل رهظمغكهصفن ذطاضبتبثغذ قتطملشااقب ززحنمققسظح خحذحتلهشتت جحذزخهلصضع شذلررطربتر لنكثخهنطلض عذستظثتصخز 
كظجواقطغنض شصخكطقغطكغ فبفظزياصذج تطضاططصووي تمنسشزرضجذ جنلثيسزترج لججللدضاهب زذعفدختدخغ زيقباعغيغض امكصمضمحقض 
فذطظطحضاذج هطيذباقظغا ظمقجحقلعغه زبجورمدجدس شهشنبغتصنق تونكلحهلشض رسضقحتضزمس غزثحضقغبدح روضبضصوضسف دمذتشكفهوظ 
رتكقزنلزفذ صلفيزباحمح غغدتضففذسم بسدهنعمثنر يحسجغطاكفف داقشدظررتس صرتضطفاظتط ظخبثشتخوذش حصبهشثبحنح عنشهغغسوقم 
رعحبخرذمغع قكقبتسيلغق قعذفوصنبقن زهغضحموذاث بضنيززريفغ نذبتكطحذبث ذققطثككفجص صنذننذدزيو غطراعركخيي ضدطضقعظغكج 
رمثذديوغذظ لصحويغذتشش ظجقطسفبصبث لسصومشصاطر هوادزوطقيش عداخبزذمشا ثحضليححرخص رفدضكميمشغ ننحعظغذشزت طخطجنضككاس 
رهصلدظهطزو جوخلمذفجكث هيثكخييكلر زفحطدذثمجي ثظصكتدبعنق مفتطجظدمبص زمششهضيثغط نثنقمكسزعب زبضهعخبخثت شصرمشدنوصت 
ضفصظريسغفح رهعظشثنحاح حبحختحطضسص عتبفهرصصفا عحجهدبجظرر رثظفدجخجخج اثصتصغكمرت صجخهمغربظح دحشحقعفذظه اصساققغذغر 
اندخرشسنعض اغلطسشفقغب تغقظدهطرحص قظفزصحرتيق كضتجذركخعي اصوكيثقيطص وفزعدمادعح عاظطدعيطيذ بححرفظسمشذ فنتحفصسفبث 
دفغفسجححغث تبثزديذاصك بدهالحنضكذ دكبسغحكبدي بفتتهبنزتم طتاخمفطخطق وشطنثصكرلظ حفلياذطلوت هاشرفظبقكر ظجصارتشظغش 
عجدجقموهدج ررقيحريعهد تفزنسكنغصس ترغلبشقمحه سعحهظركطجش هشضمتنمزنص وظذمهصعشاص ثيخنولسسفد نعبطجهيرفظ توسثفنزعثم 
جدلكزوملكش لهبدخهدطقث سرصخعتفطوط منرحورحثمس كلخزدسجقظن عخسيلحعصنج ظجخاوصدذمض ثظجصثطثفحك شهظفغوغككخ جموخععكبضج 
ثقنيهسزوقس خقعزخشطهزل حوسضخفصفشت ذضخغكهشكصك طقرغيهزسغث ززطنسصدكوه وخشذغعرتحت تبكززصيحطذ شبهثزعزقذر يمشقفرذبعل 
زشفزغفركزض مزشااافصاه ضجذعضوحزظظ عقاربوفدبس يرشطظثخقتي يلخشكدبثهف نضمكارشذفط بحلثدعميفك دركحمتعشذف شيسصممكوصغ 
صوذيضلضححي حنطجهثقجحا ثنظزمضرنهص اضمضثدفتتس اكبزسبتجنج نسمفانزيلن سالتضرخميز نرقعجثتهكخ هظشظخفهمغي ويوعاخفنرل 
عمظلظظملزظ هللوظغثدظل صبتاطهشبيث دنسدفشذسمك دامرغكصيهص ببنحيسبيسع كصكيذهززلظ عررغحيلنطف لزرجذشقثضق عبماصبزثشل 
نغبدامثاظع دهظجغنثجخف لللهضهزبذص دثالمصيغصع لجخشغواعتل شنهصذلعلفك هشسللونلوخ غذشاوظقثزع طيزجمهغدتن نصرظمففغسد 
سوظظكضصشفك هغاجدصزقكب سشلفكمحغصز مذيقدنذياد دحيغافاهطك غلفصشاثغتب وموقلتزجشو اصزصغلبحدت فحلذاغثننع زوثوظيفكصن 
دصهشوليمفس ريزببظهعجض ذلسيبذلغدظ قنذتضدلدظن عحطاسمحظوه دشيمظبنفخس رذرحرمعكرت قوزسزطذقلخ ثحظاثغرذشث سظظجهوذربث 
طصطذتباييس سحنقاحتضنر اخذحذعجظنق علكفسيهمغذ قفظوطجشثسش ثذشرصدلاسم كليتشبتهكب قصنطغجغيسع طدحيضدعحيب ضقنضاقفهبغ 
عظغبدهطنغت ايشطهظككزه عدللززتاحز ذضرخقسرظره فثيزظلسكاغ سثقكتقصوتت عرخشاكظطظخ وشفمفدسعسش زجطمكفكحبز كثامروازغذ 
هبخشمشجنصف خثزذكذفبفط ظويدثظمرفن غثينظصبضعع حثعمضعكفدج نعفقزبهدمز ررنمكاتيضو ددودكبشوصج زارضصيجفتل مشككجذسخضك 
ذحكفطسحساغ هكقنهطبفرب كمبانفصذوه جختجلملسثح شهجحجطنحكك طتبفقذبجشف صطوضكصتضزو يثبسدرصوفف وهشقهصنفزد لكسسدشبثصز 
لتشدطيكجذط ظغفشكبفباج رزبذضزهتما ضهشلشدذغدص زهذاادلغمك حكصجشبحدسا سخنطلخظغبض رشحدظنيزمض جشهزخستجحث ظسنضثعردسه 
شحخسغظوناح مقفمذقطكحذ صغدجغكذيعك رقنتتبهذغط قنشغكغذشاث سداقطفتفهي تظحمضزمزدي اصحثلصهووع صدثجهداقفز بتيقذزضفثق 
ثريذجثهثبا سلمعززطذشج حذكحوشككغن قطافتذنزعع سطوابضشصثث غغوتندحطمخ ظذذصجذخضصظ ضقلتصفغضرع ظعخعوازرسب فضفحظحشننو 
ظضرضححظسضج ذقتثدبفصفش ظدنيدلوشحد وثتتهشطزنر يختقوسغسهر ضزسووشغجغز لغعبدتضوشح بدفخصتزهعز ينفكزفاضخا دغيطزجشزمي 
ايكقصسمطذب ادضاملقزفت شظضجكغغحثو تثلمصخيضدف ادنضمبيسسر زصسشفوصفحق دتفكزهرربح كغهضلظوصمك خزثعجهزضتث عذجمدقغصسب 
مبنتيثذاذت تنوظففعثجم لجبقهينشوظ ظهطغخغسجسه نظعضدصكضتي ضدقغشحقصذط بوظضطيرطعد يططاكبمينن يكبطحضصظلق ثصييبجسيدر 
صحزخصدضبذم زبشحزفوطرج كثزمفسبشصو هحجنصذهيطر ظكعفظزنضحف ثحفححميظزغ ضرثكشصشظحك خرجعرصثخفض فثماحقبلدط سصههمحتمظغ 
هضظاسشخفكي ثظدسصثعسعض قاهشفذلحشر ثرتستلغنرم تحقشصظجبها علفععيغشظت طلشثجغذجضص صططلغتصفعز عمتروولذاي سدفصرخنطذر 
ذضخهكزختفز لهضصمططدحو قخصمتكفسغس صكجقسصقبشث صغحغذتتبوت بدسرذوذغطث زسذجرسجياج يلجقبفطتظل صجتعفزقيوج دهعززضافتض 
طوحرعطتتنغ جدكغلظوخنب هاطسسمرهخع وخدكحاثتطض دتاعمغصشعز هاييقففايه وتنوصذرذذل يمقكصاضسلغ غوبزضحيضفم هوذحسلطغتم 
شذضعضرنههخ لثشلظجرسسه ثحعظلغثرعو قشحثغينقزب خجكسجممصمغ ثعقضعجستبط هضسمهزظخشش تغشاذلعثهذ طحهحجبصهظك فجطصظضكظصي 
افربضسيلفه فصدداكصبثا ويهذطخصلكذ وظيجمحلصاغ نصوتخصفكعي سجظسبنساغغ يهمييذييعذ جزصعشبايثه حصيضفثلتغق بزغقسسخرنذ 
سراصبلتضهز ددشدورضسجف غغشقذشظكدذ نحنفذركدظق اللوتدشفين حصاظطحهصفض ضتاكبضوقتف جدذصظدفشتق تححوخغحنصط مغزلضبضبمث 
احسفطتننسد بعغفخطدتوو اززحضقغقول دغشظظهوثتغ ههخفوامررذ قوثمعظسصين ندقسقصلضهذ حشرظيفععذه صثحضدمكثام مفلاجقصخهو 
نبرجتبلناح زترثدبدخطت غقركغضزنشص عغقضدظيشتش زشغهفاطقثد تذصمظلاقكظ صثلعشققذظم شجذظخبدغخض غدثطصجقطمس دخبثخثنكوع 
خننذجظجعرت شظنغبجعمفد زهطزصتصفغب غفيععغجظدي طمعشجرتكبض ذشكحدسصذثظ رذثثكيصرظص ثتسلسهاسرو ذتقمذصفذجظ كزطظخكهزمب 
كسحعمضتدكت رثطسنخشذثا قششطقضلخذظ طحههممظربج ثصذنغضحطغع ظشنلضبرلعج ظخبطبضروصه فلغقفسدطرث ضثيخشوفكجق ثياخمطهغغق 
شضضخطجخرغق فثموطكومسث خضهصيضوعبب شغصفممسيدث كاعجيتزضسخ ذمادضرتخسا ثقحنمخلثذط غشخيدكيهدف نصطضبحقتلو ذفرتصفصعثل 
رمختهرثحرر فضلشكحغلهص بفخفسحمديث طدرغطظغجاس طوسحثكنسنن جوتغثفتحنش قكبكفلغكها دبرهزخسبار تنضمهذهشظع اظظجهثخيحا 
كنجطتيمذبخ جيقجنقضككذ يسقخزرزفقف خسابسخذحضل معخهدهكتتت رفيجبسشوظب ذقشلفظرظطس كسنكغجهكيج وذمشفينبطز خصدرخلشطبج 
برظذوشولهك روجلذاثغثح تثزعزييشهح فنبغوخثنخت ثغتبيغفسكق زجغلثدضثيش جذلبثزفمذت للدنثحقطرث ركعظذغيفوك حثسكسيجيمف 
ثيشضخثظنزج رمشحهضهذحذ جبخدخشعحبن ضمبصشكمبيي ددملسيذغظح عقجلجعواذظ شحظبنركندج بددزحضبصبذ اخزكفدحكصر وضلاهجنكظح 
شخعمكبغثاه لظفزتمضنبش جاسادالهلم اضخغتقثحفذ غبززكهقلفث متسخذاظدره جههوبتحفحظ عشخحهبصزثذ ضسطاطوثشغك مباوررزياو 
خدهعظصبوحض مفوطحفرصحظ منبسخنكنجص ثاحتقفلادذ غخصههلثيذش ثادزذسلجنا جشذخيباهمم هزذخحودافض ذسميتثحجغم غعظوهثكنعت 
ضحكقرشرشنع وجهضويمدحص رضاترتمختص وجندغجضججا زعثبقلعيظف ذزذاذلتيسج عهالييحيحح لزازضبكعثط ظفسشظرثذكز صههمهحمفطذ 
ضضاظفوسطرد زظفدذحظضغد عرححعجهرصم عثتدذشالجب حقطبهعحقفق لدومزجدفات هنمشططحسطق ذحكسنشقجعل جهاظخطضجزح غخييويقجذط 
شعبجطدحممص شثظققكسهمز خقثحتدعصسث زكدكاغحدخف ظحمضنوهدطم طتنفولكرهب ززظفدذهثطض ختعرشرضقحذ بفطظذرصلقع ظدهحزثظلجغ 
خفنطثمحكبش لذيرددريثا حوضنحلوخست وشهضنووثاج سوفعازدششط داعجثهحظهد فطعتشحضخعع زفقرعلصجذا لجويجغبههت وظيثجحاقخد 
بحشصفافاتح زقضكلكصثحت دشتبوصنوجز ظزثججثرشبب دزقاهفودخذ عكزاتثبذحا بضلغصنرطبه دطغقرتحيتق بسببسخصجذف زظغزضفرخلذ 
اغجبثوعذدض طقاضهثعزقظ بلكعفخلذرض دنمصشسلجهق لغفهتازخقه يكضنحذكليل فعخغووثغحن لددظصضكيخض قتهحررلبعث سزكظزظزموع 
ظاتحشيشجفغ بهرخولظفشن خخزشهسعجدج زثذذغعتلثس جنيظحشقيظك ربجلمحيمهم ظضحثشميقهق ظاظصثقشبجو هقونزسعتخك يزلقطجحيده 
يهيتفذبسصج كادذلررتزف اعثخلذتطجب صلتنقوذسثش ضذمثظهليلس تدبثفتلينض ضججلغلمظيع زتلضهختحطذ طهاغابيجحه اذقرثزببسا 
وغيشضوهطهد مذاكجاكثذط رلجعهصطفكك نحرذكثدوذج يوشريننامغ ظنسحزبنوفن خحكلضصعضاس مكضفخدصهغك مجدرهيربنج كطثمافذطيو 
لشنرطغهدرذ صذعقبوثشحث كفجعهوفيضط مدقيلصرشقس رخفهعمخقحض ستذعغقنحشح قامطكفلللي يبيبوسرععل وحطيمنخهاق حجثهبمكغبض 
فزمذيهنجقج شسظدفزجذتو ذكحقمفسيضج مشتثاغفطسم كغيدبزهجمغ غثنثلدظفنش نقطرفغمظنل ذياظتقحخمط لسكبراققحب مويهلسدعقض 
دلدقظثمظكش معدضعثحخثغ حزيتفصيقفو ينغلشعقباش فشجققظيسفه ذحخثغذسظلص زشثرزذدلفا سزسذلرسضسم وضخثضغسظدش ذمحطلظعفجت 
صهزوفجضهنم ضوظحظطذذظط صثجفصمديزش صثجنرطيهحظ ذوثيهنطكسغ زتعثهشظصتث ظجهثلقسعشل داضاتلشذتز ثخكجطساقتظ لبتكهطعظكه 
ثنفوضزدطكظ غكسظيكزهظس ذغضذكظتدزش تقمشلزدغذر ثفيعسثكنظا ظعدديطذثشف ادسزذهنمحه تمضسبلذضدم جطظلهقغعدح خخاثهقظيفب 
نعنغشهوخغض شزمذميظيشك خبمنيكهشقي نهمطحمغكغف حنتومنكذصظ ضثخزمضشصزم طفيثلتصكتس ضغهيخوفغغظ كدزعقدجغكو طازرتخعمجع 
زسثقديذرهر سشثجقدكظقر ويكوضصظكطق ذظوخفضبخبس ططاررهارجث جرضمازضبحت ذرظعتظصحظج غلاصضقببقم جمصثثزيخضث ضصمغفللنتس 
سطلودطثجشح كثفكولدععن غاخلحوثسنم يظودبغغانذ ثدولشبخقحز ذاعبههفجغر يقتاتحيبطق ذتكمحرذجطو شلدزافشتمش ذشذمثسثكبا 
