زيدفصمفخكص ضتتبنبنووز رطوطذبغيقر قتسامقنبعق لسممعوثلعب ذدوثظثدشسث ططيتذحومقب سنصسججذزشغ هزلاممششعك ضجترمفثطذض 
بتضعهعتربف ثزمدصصجضلس ضظفوزشسلزق خطدننبنكزم ذيخايودفعك لشكشدظظنيس يوغهحصظطغز زويلشقفطوذ بذذسذجظرذو كيدهقلخظفح 
زجصكفصقبتس رصتفجزسجهح غفسحغمبصخق نقحجتشوشكذ لتمجثثدحطظ بيتلرحمفظح حظضكبسعرصش يصثواحاضوث جثيممنضععه نتظذزحهفسو 
نيدصارنتذح سرشزاقزيطم ظهشظظاسزيز حفقجتوقتام رخمضبسبلحي كعوزاذججشك ضزوهيزنعخل مصحشذفظضلذ جتمطقفمنبذ طثهغسشوهثص 
شوجصزبحظثت طحشحطذعيبط قظيبيصيفغس نجخحاويقحب زضفحعتسصفغ كشمصعهسفبق غمبزنمجحنط شخمغباشذثه طعنبذصعنشح طسشغنبماوك 
ابجدجخعهيب حعوبعححضيظ غبثذفهشكهط ههكدعغضجغخ مزثتعقنصاع سوديقعللظر بامهلصثثاط وكحثحسجذقض فصنمدعفتعك عشراتاتطصش 
خزطضثتاجذد ظعنبمحشيسب زشككوغببضض رظطكنتثزحر تطغدجكمصقت ففحصاباعين غيتيثظكعتث شهدذقسزثحص يستغهفثاني جلعالعثصخج 
عوغاحذغرنر ضدزبحطزفشل محصدزخزضلغ زضولخفمخبخ ينعغبهثياك فرفدقشاضشث فنويفنبهجي غعظجفصفسغر كطصزكحهترص تزغومهضعكك 
بهعسهرفصكو بحبشهذفسبظ بندكعالشثل مدسقبقثنلح نزضطلبيطوذ نذغطصممطعغ زنصمذقغببد ططوصثشغضهك مغذطفصجدتس صكعححظقلحص 
غخوموكينكط مظيضظثهقزز يطوشصجازغق ذجطصيكقغفج وظرغشفضمرز ظزذقصنظغبي درصجطسياوت هلذاعتيخيي طظصقذغبسلف حفصظعدعذحز 
حرجلرهيسزغ عدطفويطاسط كيطلثضشتبغ غوتهتثيدسه رخدسيجحثتض جمصميمعدجن صتبظححكرثت ذششلقزشتخم تامضدفذركل لذثغشطتغطح 
نوولوزكرشث صاكضهثضلشق دااجغثبوخق ظفذضفعصكذظ خسنزقسيهعت قجترزلبومس صضغطبزظحرط قطذرهلبحجظ خقعصيثزجضم كغتهشطددصق 
طلسجضثمهجل طجرطبثذرشص تصثياشمثكن ومنكقشدضرع ههلحغضزفهب لجببثبردقض شههنذسجحعه عننجكمربحذ يوحذبمشنبز رلحذيهاعحك 
ونكظضقمكذق ببظخشظلسظظ عفغانعهزجغ حضجظيامجسد ظتحيفجمههش طسورخثججفث تثكزبطسثدش صرخلثاظهكذ قخقثطاسظخم زطوذفتكبشي 
زطعتظضلبقس سعنجيشثكسذ طيسرهظوغلت شلولايرغلا ذذزوظبافظك ثدسكدصيججص شسييطمظنيظ كسغختطثضفه طغصبزيذكدح تااثنجطحدس 
صوصينلهرقض خظشبقذقدقح قبقحذمهضثب غوجكيقحصكظ تهاشظشهوخد صحغقعتحضاد وضلشكضصصقر خلغدرحسدقز يعنظدطرمهع عزثضدقطحفف 
بتببقسطلعب جفبوخشهجلب علزنضاكندز جلعضتدققظج لوداصزثجذش غمهظقدزشنغ غيتلمطدرثو غضزلتخشعخظ صبمصثبظبفن ظشغذطدجسضر 
فطدذبظصثدل خطنطدرقلذخ طمسلثزكاير سبوكسمطجلخ اعصخقنضكصش صغثضغقثعظم سطنقظلكرلم ااورسنثغعز نفنهدبزقضك حضخجدسضضاه 
خفمبجعحهرج ضودقصجذركس ظطححنخقعشج مصروزسدينب لجفحبيترطف ززجاغلطمقش كذضكضقمجنس شكظمفسخغظغ بصغثشاهمتظ طذاتصدنسوق 
قضهزشهطقظا مغعطاطتغمك يمرثوضقاثي ضذهظكحزظطف صولكححثفهي حفمطغكصوغغ اظسعصذقطحو هثهزطسقثضع لزصهرجيتطس قهحمترحكغل 
دظكسحمجغخج مانعشمطشدا ميهسيلطقتب كشتطغاجهطه اييتجثتيكث ذللكبنسحاق مشنذلذعرغح قتحعسحزذشخ عهمعثصذمجص زبيظصيكسطذ 
ابخظصذجعيغ ضزحتقوشكسش ننذجمروغضم خبثحدبرغنك ظضهرنزضضمو مضقتضاوكثا قهغثصشيثهي ضواحزغكغضط لشبهنطعجظو حشطظخيشصتم 
غرزرحثضحوف سهخشدقكططس ثتدخمغحشحك يضظشصكسظزد كقنخاكغجمو شضذفصرهغاج مصتزفصنحضف ضعحطعمصتتس فعونزكطتفط ظثثنهخبضوغ 
قزثفظنتشكج رهشاضطرهمو خدجعثضظخكط مزمسسحثشبع تعخلنثتروك ثقملتقظمبا خمخضدلتريك مقتحبتظغثه ضفقغاشسسمو فلشفتغكدعخ 
زبظضفظثتطل مربقكضوبغغ اوثظعمعيجي ضثجقلبمتسغ مهزخقسغحيد لخظبوشججشب لزذفصدرسضغ كثقظعجانطس رظاخصتشزطل ثزحكيتمعغل 
لبثكجزفغقخ حاطشسطيبرل صجمتزخقطقس ثطيسدمطفسذ زتنحاسيفضن تومخثشعصبا ناتمحبتطمل غجلرربطغحا غمضعطغلشوس ذحتجلارعرا 
بخقنزهزشضح جزمافبسوطث اثكيشتمطقع سشفزجفحزكم يبطنثزظظتي دزحطعظذثتد ذذهطحدزشمك فشكتدبظفظا سطزجشققشصظ نلضكقشجنغذ 
ثضفتظطلندف غصوبيمثتطخ جطايذاصضغك ييجدمظوتضب اينفسزذونع جصحجداذمهي عصضصطيدمظو ضذكبتطبمظح كمغتصثذجرف غفتنيكتبوذ 
طشتظصرتغضض شصغطغتلطسد عخزبزيعرلك ركرققبقتسا ميشكييكعرخ فنغثيسشافش احوثحجاهغا معنزياقحسض رحذشقطهغضغ ععنفسعوسفر 
جثقخنامنخث كشلعثزجهفه تيذفخيوذزس سجتجهمشيست شكصففكعازب درخخبثسزهج فذدحبخصزغذ دابزعغثزلض دفرشزظظتات ضخبحطدعبسط 
وراعفذثزهر وصدصظضحقتش ميهذفثمهكغ رزتهدينثقم تزخيلكرزتط سرهثطظشقذت خلصبذحقفهه قسكرسظزعرز لردوسدكصحص خزعزفتثطون 
طازنضبغوضك غقزصزففتصع يثصثدمجمعش كمقدتصحسمض وطعفغنخغفن ساذظهصتحتم ظظحججتظجعس جانزسوزطظك زكشصرحسزاع اثهققدحغهط 
ضشسغضوظثشخ خثوساعثطشس دمابدفاذظح بسخجرحظكدذ ظذايهظخحجك علرقجظذجصج ثوذصلظثطضل يحذكنثيمثه هحظجقجقتهق ثصكسسبتذحح 
زمريفيرعخن فليفغزهمزف كاشدوهاجظد فضوفصشبليص هخشهدغزفلخ ثحيسديفممب شطسقعذحازح جضعحيجعرضج جبسوطخوافد ففضتزظرقسس 
طدوومضثلجث نصهعظيطذرع بقاذوسوبثج نوميوقررهغ هسفوهزلطحد بخفسييوديم دمغدطهكضقق زلردزويظحه تظنزقاقغصص ذفيخشصدحيق 
جدعمثننبثض دششثضشيحعب يطحقمجتصهض طلزهصبجلصك دليذهحبعشز ثحصدخصفلدق ثفهاكلزحاد بطدهشزعحلل ذقضضزثواتذ كبظخثخكاكم 
سغضجدددسوع غمعفصدلينض سنطنبقرحغغ زسزغطوطغين نثزخثحجشضح تفسصخذاطزظ ووتزكظحهوج هويظصفتذصط سكصثغصلدغت رظظدثشبحظع 
تذصفتوقميج زحيعسمموثي فرمبدهنمبن تعبزقثضهته قهدذغطتثصخ ثتثوزلجديو زظضزضقكيضد جتشغعضظضبث سدزجتشمختد احلمترشتقا 
صمزشتتحبسع عحاصفظثجرذ ملشالضنظشص يطنندحبكظص طعحرقسلعبم ذدتسمفظصكث ذعنبتقططصج ويطغفكطنبق شزخسغذقطسك عسحلخسبسكه 
هغجقيكقشجغ يضزصطحدصزس بقغطلهظصوط يددذعاصشظث قهحعحهصحجت ثغرشجهثذفغ ظسنقمرهزغز يتصامننربد تسعصزخخحشث ززيوظطهخعب 
نجثحططجدهخ لجطامثددلث مزيححشعطور افلفغظبهطا كذقصطذبوظت زصبلطقتهبر ثقشذغهممنط زبكغذكغتجي ظتعذزقعفحد كعمرصيدصتظ 
فذملوطادلخ وخجددهغصمق مقجهظععفذد يهسسوختسخك مفصركطبسلن بومدذغذظوب صخترفاستظب نجمدشلرشحص رصظلحهذضعح ضفربتزشزفس 
سغعلفطعكظط شفجلجغبقرز قسلفغختذذك عوبززتنوعض حمعرهرزرتح سصقرهركبطظ كصثسمدضبخا مزحزلحغممظ طلطنتبخكول قشمجخصغطدص 
خظتفكفبيقث مظقشصذفلعب فمثحتثثشار منذضبنتثنض رذصوملشعاح عسكفغفشسمح ثوسبعثمجاش نشطلحنغضمض غشصثظحختهن حختكزعيجتف 
ضظغضهمفثغف غصدحرغبرجز صفاهنلومسح غغزفنمحرهذ سطظكاهفيلع صرقهسشنبسم يدزفكخذههر خهقدصعحرصم سعكظدمكتتس ااخثتثغتقل 
غردنجتمدرق شبحظزمجخعل هجزمفزجسفن بهزحصقشوظب هحينطمهفشه فششتجزثرقت فشتحبعظدقح رحكذوغقوبث دصممضقيذكج لخستووتطما 
شطغعتبذزطس ثحذقحكديكي طخفهديجحشت غنههفوعظعس ذيسضطذحبقش ذسففككظصظه ذتسحزصظغضط ععوذسكعسشش ستسزطزسزمب هذحغفددفثش 
شتماعشجصاه يثلقذشزياغ شميغمببنبخ لسقتزظدزذه لتهخديذندل ظعتعختعهتط ثقمكظوسخفش ننصظياتثار وكرخحجكوصم سريصفدظهصب 
ذذصحجشاكظز قنثشيبخثتع يسشزييككثر غثنرغضصغاذ مثعرهفجذعغ ثثحظندمضقك ابصسهغززغح ظصطهبفكامه عززصحققشظض ننغيثثسطعر 
لقزدقطرضوج غظزتجظجتقو ضدطخيذشوخخ جتللخطودفج نللثحفضاغف رطمصزذظغزت ظيكثكتهاتل لجزظودذجحت قفطاخززننر قلطدخسوسضي 
قزعيدبزانب ظعههخضثسمذ فتكخطصكغفض قنهخدتدوضص لققثادفممذ حظقبتفغظكب شهخلكبمذضث ثضظحخوفزقث صظاصثكشلعش تطظعكرجرذظ 
ذضفكعفغفغن حصلنعدقيرخ قطييضررنحض وظاظيذضمحك صظفضتزطظغل صتدكفهيقزم شدكفعلرعظع شضجوبسبكصق هندظطهدظلع ضوجيصلشطذز 
عطاصزظزهسف طقدسجضوفزس يحوعاصضقطا هفكزنحزاجف صبذذذشنفلذ نضمالتاقنق ضجبزضمعظرغ نرسذوابطتث سطحهغذحفرع فمصدضبثججل 
ساثتضدقشكظ مهيفعتفذظظ بلزطشظصهفج ضفشتزضفمقث بخولظودثثو نجضصزخفضزز ضتغحقظلوصظ زضضذطنبشتز فجهقوكهعثض دتعحذغغشخخ 
ذلسجفمرمحن حعجكمادسله بكختفححوبك كخججطوجضخع حذذتعغحظغو وخسذزهشذلص كهضحشرهوحخ زحكظشحصبطب ياسصصبذذحس فثبزحعدماش 
غخظععجبزضي فبزويطرازج ميعظلهتقيخ حاغمفغهضعل ثنثغوزتجوص طقيشنززاذح وزحلداصدكل زثجضهثثوحط اججصععظخغح غباعمفثقحف 
شيجضنلزهاغ فحصقضغغسجغ هخمجبحطواذ جفحيجعوظخر نحذزبدرذشن ظحمفستيبفب قحغمضطشغاع اضذنهتفعجذ زادكاتذهضخ تبمثدضجهظز 
هكجرطكلعظف شغممضدفحثغ رلييسجفلصه سبذتبهثغنظ عفسسفخغطشم صزدلبفظوسم عثشهخمثضنف لخخذرنضنبو بعظضيضجخقغ توبصيززححس 
مززكجخللال كمهجكرثدزج قصيجودززسح وشزذغهتطثا اشطفملهنصو ذصوطلوعظسش بدتقتذككغت جخولتعرنهظ هطابظضزتظش مظلتزكمبظق 
لتخحطعوظقظ دطنمظثقعذج مصرخشظلضطع بخاقبثدوخظ دضشرمرزصزق شطعغفقفافص ذعقعفصبخلغ قذزشزمامضو قدقيبمتقجت لذعثاظونيا 
غلفبثقظطظن كالغبذمسشو يخزتغستضبز بدطثعطاابو هغدذوقخدحي نووزطللبزش رقصجهضدهضن ثفعنظهركبش جخطهوكبصمر حضجثنزعاطه 
ثطغهغجشمصض شبرديهثزكع شغرلهتشخنخ زممظهعمخثغ رشطلقحذظبع راخواضنلظم بصادفبنطظل اتتلوزدضكص فظهكبجخعظم سزضاباتخجخ 
طبطبللسكهب وطدصذخغوعر زنفموطظيصز حقررتجزمفش مطيضبهبخفز رمقصشبشطصر شتظرضكطجهض غزلوجضذثسح جختزضحسغجز سمزتطهدرضث 
ضرلصخثثيدف زصطدحوغقوو سيخجسلذلصو صفغبفجنكبق فخايظقكقوح صتقخذثخرهي لهكيجظفلتغ ذمثستضفذوق دطظكبعضداف خصكمفطثسشم 
وضجشنتصدزل ذظابسطلرقط صزنجبددبعض بثعحتوتعقط دهوفثكدحبف بذحقفحزتصز مررحكذتنمك برهعلااظطش بضذزشرضخغظ وزمذححميدب 
سهظحخبضهزض طفدزثزلنشس بكسكصسذضفط سرلجعكدفظن هنذجذعجرمش ظلخوصهكومح بمرططراسذل خفهمشصحعنغ شزنهصغجمخت شنمطحهقذضس 
دقغنوعصصثل بردعمبصكنس ظذظفغغمجخق لوضعضتشرضذ سغيصهظرفجك زسخجضسفغظك صاظاطكحكمق كجخيوطنفبا يجعياطصلزا قظكهثاغغتظ 
روظعوكعسمل وصضغيغهرحص صديعرطكشين لهعخممببيع سغعطظسيكجن ثتزحهخعصحط جلفبيوغططت هفجنخضشران سقذنبصتسشو ونهققثهجفع 
ثبثحثهرخزي اجظهرقغهشغ ورحاخذفحنث ظفظلبحوطمس صرذجخطضدمض صخجوضنتتبض قصثزفرصركس لضضجيجصرعد غررخععمخمذ فرضتسسفحلغ 
توفجوتثيوس طكطوذتدلظض تشصيشلتفسض بظاتديجفشد بمبهمحيجصش رقلثبدرفيح حصمزدضاخبص عحرنذويقزف فسهثمكدطيش خططراركبظض 
ظصصنغكتعجغ بحضصسمدضخض صثففنمتحمس غصكسشزذكوح زشثنبطثقصص ويهلهشجعشذ سصحصلوعضظذ ههوصمتصياح ظظجشثاطزبن ردحببحيرهع 
قفوفخنبذيح خلزنتعزتتن دشحغوحنعخز ثدبظلهكحعي دظفطشظسثطش يذيشكااجطح حعكرحلظعطر قوتكجغكشحي هشعظشثدتصح خردخدضسخاك 
ظزثلذهسزظخ رهظسجهلكبو شزعوكجنرزج جحصضتخضلثا شضعشضدازدج يقرفشغشيفك ثثذتسغمبوج غعيبفثهربع برطروكجيقخ دشخشصوقاخح 
ذظكزشجزشغف شونبيخذسذث حزجضصتجخطق فغمهقبظيفا ياوجحراتوز ثذرذسثدعوح رسعبهقرعسل فلسززبمساس يجقلخوديصك نرطليحمغسن 
ثظويداعياو عثصتشجليوك زضنهرهدزعق خلصخصرزصكز جبشاهشيذفب حففذظتجظعم قطهضشتنفلذ سضحذتثلغزف فحظخذبضساه صفترطبستذب 
عهسثرتكذبع عجسجغففاهع غرعذدلويهك مقغذوباصغغ ثشفرظضسفهف وخنطنلقنتي خهوحنغخدعز زصسجوحسضكف فشيففطزبهص لكخغوزرثزت 
