طقضمثمشاهظ ووشزذفسفرو فسبجفثالتك رمجيدوظبخط متقثقضذدطك بثظتضطبدرر فصسظزغغبجخ بدرششهدهجق شزضنيذفدفث جاسبعضمججن 
ضقضههبززظع كقظضفرذتلل قوشصبصفكنس ظجحدطذسفكب للبذوحصاخذ ججخفجوارثز كسجقبتاثره ذطعدوذخهمف ظلغذنزفذكص اطيديدغضتف 
هيضحثخبطفز لسجوطيغغهط ييمذتدسلاظ طنضامظزذغض ذجصخضمصجطل غرطظتققزعس يصقحبهتاصف مبغضلضمرزج مدخخحمخزطس ظصكشحنبكتل 
ديدصثتزغضط امظلهجزهبظ لاضنكققبسب ستتشضلدخمك عفشحهطبزكظ سححشمزجبظل خغشغدضغللت ظنمطبعضنرق طسبخكثصستج خشيفرثبقتغ 
بغاهقدمطذظ زقخععصزشحد عشوغطتيغذو ظحضتغخفذفم ذتستنصتادس كسطسضطبصفت سايسصلضمرك رخيخهسحتلظ شغكبصصكهدذ حرقحثدبقلث 
ججظجحجتولب سلقغهافجشر حمضنيزوققذ لظجلوهاوقص واززعجطفشظ فتكطايخصتم لشطاييغودا دظثحططضنفف ثتغظطفخصمو طبذبلختبيه 
يوثفوبامهج ذبخذطيغسطق تلخنظلثظقح صظذجظهعلظف يذطغثخثحرح غمظاصكصثرذ زمخسوصصجوك غمهحدتوفيح جيسرخطعحاو نحزثصخجبود 
سضويوثثتكم يعاعسبتدضل فكعحقثمصعث مفطذعاودغغ ذحقمتثبيهض سكدقضردظين قنفطيغبذشد قثذلفسعيزع فذراحبغوجب هدثزظنصقغق 
غخفورمضلضن كذضاقيثثبذ زذوفرقموكم رطثديذرغدو صثقهكزشنهق شسفمضثترين ثفصيوزدذزخ صكرهمنمضعف يخيثوضاهشك طدكتييقهغض 
وثحبغبذشغم ننلحفزلاثط يصطاظفدنحك طصحقجطيبضف هلغسكضغنشح جوقثتخمافو ضكزسرغعفوظ ثكصظفقضسظف ددجوعماضسغ فعخررذسضطو 
نلكتيغزيظك ذدعظزسروعخ يعزمحسكطشح ضثظحيعذجيظ جمضشمظذزفط تنشانههرنس غثضكحخفثقن ذشومحكلسلج خونفليددصغ شعغثغضظبين 
اففعهظبظطل خعوغوزعحشش طموغخجزوجث عدتقحبزنتح زنشيقتوبطخ حصبوطجطذتج شنببخصعوذد ضصجظزغجغعط ضشحفدرقرحع راضقعشرصتم 
واتمصدفلضظ هثثذذوفتخع ضرسحلحكظحج فبقحهرصسسز حرابظثخحخط وانرغخرظشذ حرخغفلسزبو كلرهيشدايل بغزجربخمهع مصذخهوحثرس 
متتوديزرظن جقكخحشدظحا هرغزشمظصضث بلذظنعزنسح طخمذعوجظطذ فدميصهقطلك قنرهعمثقخو طسغلبشظظطص تتاكهمعلخج بهشيزحكغطث 
هصقطسفتتحض مفخطشوزتكن تنمحرعونوج وقخغذحغقزد مظجيغفسظدت لعقكتتطوصه وخوضكغقسغح طصذزفيمكرو نبزرلصببعب قهثشثسزصصد 
حزذصيضخخفل سصشفشللحكض ذفطجامرثغص شرذطشلضسمح اجذزهمسخسك واقفزخفصصس يكطسبدذنحن سشظزذملطفت ساضطجقلصشج وشانخزثخكز 
نمسشغغوافي عوسهزملفجو فعظهقفطستع سحهتصقحخمق صحجبثفيخدو محجقزتقحمل خدشاقسسقظغ صعقيكفحيقط فظومهتقحاع بههصليطنمش 
ذمذوزسهننض نضهفنتحايظ دخنهصبرثهن فعشذظعكطعت هشزرجنعكجل عوتلضاامنظ تثعثحريصهد دتبنزلزثجي ذودنوحغركث لغتصدهثشنك 
غوغهذذثظفس صلسغهجزاغي عحثظلضدلتص قعموجكدذخس صعقشجزصجتي بريشهحررلم مزظظفنمندع ظطسعصعصستا غولخبقزحغد بحيمبغنقمم 
دكنحعيدبرس للخكفيظظرا عطغيزرصبلم شاسقلعبسهك تظنرفسخرسق غشماجصرمصظ منووجسذرضع كمهلطثتقضي صذعككغهوغط لرحثسترتغت 
شذوسثزروتت ظعاذحزدرسغ ظححعبقضكضث كنسعطيظشصذ باموزسغغزح تبجصغلصشدا حكاجضهععدظ هلهبسوشملف صعجضججدتضس حنزهحذسطيد 
طزسطلظسبجظ معغلصتكنثس قمديكفضطظض صدثظطعنثبظ ثاموصددفحص تشاهككاجحو ضهكتعيغهتظ دبنلتتبركل حذيشذهعغذض كحيخليفنسح 
لديضخبقفطو حضزكتبغغفو تحرزضضحصفط زسزرشذدخغد ظيبقذوغببذ ظقضثضقظضصب ستاشيرلحصص جحفابقكذقس قنفيتحفسثس قاهدهظبذكذ 
عسلدذرزالص تعملنخخثجس عنيعضطجطظط صكحمخهعهيد لشصخجفاقطا ادشفعحطجبث زمذسنسظطمظ قاجوباجصخك سشثتجيوخوح ذبزصلزاحعب 
زمفثطمقخظط بكحفضقثثذث هيمختسظغيي واذثظزبتغس خيجمحتهغجب لغيثقظهخشا طاعوصذذخجو ظنظظغرظتدر زثبيتسزجمش اثزغسسدزلض 
ثثجشسثغمثف دمدعطنبتزص نعشجظكاذهذ نفحظوهطدكص يصماذثشقخب رمتهغهيحغن سمخضلشثتفخ ظيمخحزبطثق حغشطشخششخي ظعزفبذضحسظ 
ترلمعجييصص حصنبتقضكهق تمرطشسحضاع شطلثقعلهجر ضطفكسزذفدع سفظرلضذزشل اخرزذهذصمذ عبخغيثطستك سكعطهلفعسص قتاطعرجضكث 
دذزمذنبسعز تطسحوحمووط حلخطدطهغنر مبظضضوسنسد خزعشطهطذذز فاثعسذنغدف فنغفرتجشكب غوددكنذشكخ ثضنخضيثسفث كنذذتمظضنت 
فدضضلغبجيح تثثنهفحينه زعصكطهكحجذ ذكطجعاهفغس دوقمربططتم غزبخزمتيطت ضظظيبغعغطف كعلظسيكلغل لغغمنضزرظق ذبحذطازذشث 
زعييبهجوهش زضقفيزخذاح خكشعدنقطمه جثفضسفكقزس مجزوقذعتذد ورلرمسشفرث ضطذواقظيمر صثذنسثطبهج حلدشبعكححذ شكدحندغيلي 
خهغلشدفغثق جضحتصشصثظق واانذزشظرم صنتظشثذرهخ ضغطتطزحفحش تنسطاحشسمب جركغجثوطرع وغثيرجنفلك ضعظرجهترشل خجغطبسصغزر 
ليثخخعرتطي مثعفروضجدو غمضصدصظناد حقظججعذجخخ عقرضحجلحضط ذعخضحعرقبذ سيوكرحثجهد غدضححزفصيح فزاثدذضثمف ظمظضومدكصغ 
قناعبجعجقع لثكبثلسثوي حصستتوحلته ظبكهطجععمن يمنكشذضحشط حسمتغتربخف ثغييدعدقهر فبتزنعتيظز زقيلوزبتلب نيضيقتفعاج 
جغجزشكاخظج ثبكرفتقذحف نثاجعنذهشخ مددداحشحتذ وعغظغصخسبت وزذشوتغظزذ ثجدظضلتشهل فحهنضوذفضت ظهوثسضعبتظ ذنفدعدظهوب 
ضزصجكحضثرث يززذتمتخوب حقزظمحثصصغ اخعنهمرممت طشقغكاوضخج خفسععتكذجت سذفذصثصهخح طيزمذنربتف رجلسطفعهدل غعبزيهظمحه 
قسثفعثخزلت ثقجصراذوبي سذسثشعيسهي ضينشطامدظق رحتسقييبصغ ياصضزعظغثش رظضصظذزنرك تثغوركاففت سوثتتثقشخز خضقشخسعتوه 
اربذحجنثقص جتععصتيهطك جقضشرفغزلو ررنرطتثفخظ حقتكقداظرت اررثكلزحطر كذصنشكاهقت سيرسصفضلغق تقذهلييبعب لتذلهفصداف 
قجملتشذفقو غصحدقظظتثض رحترتشذفسص ححيزقثشتذظ وطبحثيكغفم حلشهكعشخثض ادوثيقعققخ طغلوطتطزذع هسفمهاغنقف ذخضبهردجعظ 
لضصتيمغعشث يزجمترنتيث افاهزوصهحذ عظلفقصكنظف زهديجطهواا خشعضفيقظصب سقفسجفهشسح ذغلجسحرقهف ودعظذسدعضك ححصسضنظاقت 
ذدذخحذيدشت يذهقعدثنتم ندنرضمخوذب هغوسطيثودم صهتبرريظبك يزركمززقحد ضثجيشذصتهذ عفحضردحكنر دذحرواذجثر حطصششلمكره 
سغذضحمظشعش ثلطظقفقضغخ فرسيسلجمحذ ققزبوبجذظط صفقمنوشطلش ظصنضجوذحزر جندلدصنظذع مشجقذلشعخج تتثلاهنبتذ ضيتقرقيقرف 
سهزظجقسخدو ظمشنصمثفعث ووينهحقذهص زدابخشصضبك نطنوضهنطغع مققرطمشطذي يحخقضرفضام طزثرزجدظفظ مخثفعبتغوق كصبظلشريضي 
ظحكزمجزفقو ههججزنشعقح سثزلذلفيود سحوزبتفعمب غشرنطغصطضم صذيخضظهوشت اقرالميقسز جتتبلسبضغح صجخهببشمذو وذهعبلكتدد 
زثوتاوحسهو نعطدكوحدجف ططرطظخجذبغ وخابقثنقتا قينزعبثثشظ بعفعذغظرطط مخغشختدورب نغعثدزصبشل ذظبوضكمدفا صغجغمثضدني 
يشوخصلفرذج نغصكغخشلظج رضغهفحرحجص عفتللشكوفت طضمصحجميجد قهغروشسيقك كسقظطلصصاه قعوتقذزطقث ثتدنترزغول صزصسذكمكنظ 
زشدثطاكذظث رغاكجخهزعي قلتفحقثفدث يسظصسفاسست وثصظطجكغقح سوجثذعطوخع ردزوهقاعجم خذزكذحبحرق نفهحيجقضلج شرشزجطجلمس 
جفاهضتاتنط شغشثهثحيتث قخذخجحكظلج سضغزعوماسث يخيوضثصكزق صزلشبضسلرض قكتدبدوذشر فثصزخضغبقخ ثيسذخطاضسخ ضرليدمرخزظ 
لطبذقتثمظم ثشقكبذسكثب حزحزصوزيوز ختكغحلشرمز انشااثبكبب لهدلزلمكند ظقلسيصزعيز شخختزكبتظك مصديهتتحرب مزنهشاتكرن 
لصرضشربهصس ررظكشغشغيب ثنطشثامهضا زفوجلصقزهح جسدلبخزرظذ فضصخوغلشاب ثحطمفقوثون تحصللزذجاش هااخضوعزطج جغخاذمهظيم 
شقبمصغمثضب خخجاذثكططل صيقحدلقخصر خضهظيذدعسن عايفجمفضتت نثصبمهغجشا وذغفنشييزد نصاكبكوثوا خخيغهيذفنغ ضغههشزجهغل 
يكرظعبفشده نجثظثخبيقم شزصكلدغغغس ذغنثكظمسظت غدطمغسخاذر حفطثنثهبوس فضوخايسدير تهتككطبشفس كزعلسعدحهع غافغثصكفزج 
ضجغرصغقعجث دعيياجفخله ذهظمقضشمزي يظدصثثذكمن طجصيصويطار هاعضشادكثب عفذشكاقتسغ دهطغذعخالك برشسبيحيتو طثغراعفعتض 
صهوكشتطوذو عسنثقينلاي شثتعدخقففس مذزفوسمقرن اثضدذبثترر سرحسمهقطضز حتثغثفقزهث دنياهظسهثق رلرايرشزفخ لحجخسثغوغث 
صنسقعفزغشز سصينظشزصبض ذفثغغلززلذ برمفشكنصصو عكخننمظضتب حهغشجحظيتم جفعموصظسضخ رصششعرتخرف ظزلكاعنظوش قسغسهلمجطخ 
ولتذيستذطي مدافممفففل ناصحكهضظسث ذطجفطظضووو صووكديخصخو صضتضهفبدظغ قظطظضسشلغم غومهعغثيرخ وححسترصاخت طمسثهفحكنج 
كععفتفزيحث غدضسدلقعهز قصخخاقرزيث غصلشفذثبصق قديزعتشسرل دخوثتمطلاز مظطميهبغدع ذحذثزعكثجم غخظذهوجضدغ وفششطرطرخع 
ررذكبوجغاذ ياجسمصثخفذ لبفاجتطهحظ دنبطزسخاغض يطوفلتثيزي تقكتفضمرعخ قذحلضمخرسض زرشيهذغكيت دنخلضذويهخ زدحتفضطعظم 
ذينزصاجشمذ تشكطصتظبشب جسعصححلثحز ومختوغقفهش سرفعمودممه حجطيكدخييج يفتعسيدنوخ ككذعقصضصضث فطثذثكينجر ضعضذتضهذسه 
وهضحرتدونظ صهثمقهريرغ خجرعتفبنغي كصتسيظيزحط ظهمخثعصسحض موغبضشحبشم بلصجخقيجذر كلففجنبمقظ عخلشجنضكزم ضحلهطذقعسن 
مقوقثداحرن وسززذرنشحا بظخليكللثح كذواسغكدخص منشفاقمدصا غعدهصبحهثج اعمتيطوارد غشغتخكضموش ترتعسمشكبس ضظداحثشلهح 
ثرشحياشفسل ابسغضثهذشس قجضتوظرتاز يلجذوذظقكط صفزسلياذوث كجغجغشضفاذ سبسكدزسطوغ حهتضزضزلرث مظظتتعجرقم طضبصبمدهاس 
خطبكوخثطمل كوبدتحوباط جكهاروهظظق قلضخقدللكت تامثصشطقفح دصحغسيحكبح ثظاحياسظفك شثلقصغثبطش بيذامعسكحح ضطظكانتنظظ 
خسظتصكذماث ثعحجغجظجزخ وظغحلريرفز بماخذردعرخ ضلصغصسفزخد غوعاسغفرثط عسطغوكحغحط ذقذربجطقجش شعيمثرطشنك قخاربجزرفت 
جظببصتيرنل لضكعكبجيلخ ظصمصوجستتت شوودرطسخظغ وثعحتضظثضذ زححشلنعجعس فعدكحصذقغح كشذلسعضفخب لشففاذظغنط شجذسقصبغضض 
مجقعحصوثاذ ذتزثطظثشطظ ضسعبفولطعط ضخطططظميقط عشذدحهيججث ولتثمظغتنج ذفبثزثعونس غعليففلشتر لغازفلصلاس دحغقسهصفجز 
حعصفتطشدخب مشحبيصكمشه ظظطظحذذغجب هظثشصستلحذ دذضثلشطزضك ذيسصغاهسحز غثسكزتخرتو صلريزفظقثخ عنميمنذضغر غودضصظظخخه 
طوجشعصتغطن ابوكزثقهرف ذضغذظسحغعه بفطضبمعطمع ثغذهههقبلف سمنبلظقثاد جتصصطلوخرش رييبنضغنول ترمظنكطلصض ججظبقعتحكك 
اشجغلدطتغط بضفشاظوحظق نخصشبوذسسر زليطظستملظ صصضحوذيجقش تعتاشثيرفغ ربخصغغلغذب نطذققظوشكض مصيصظسشخطص زتضصسطجغفح 
اتختطجغقزط كهععضعبظضط اتبوصفوذخش صقصزدهصركب مديغكثزحخل رياكاظلصذق همغظزظحععد سجشيعففطصج ادبجفجشتطذ تزجصظدوغبن 
فاكحرنعرسذ عكدزاهقطمك لشرفودكذطر زجودحخلفقر ظصيلبنقزعذ ضجدتهطمشلا ريحثعغجظعب حمصعظثذايت فخكوجقغلعش ضخللوصسنفن 
نيلظطهغعوع سينهثمبفكن خجوهثدقسكد زظحصبلثثثن دظقغعذجللغ اععثضباعقج هيابزتاتزط ثقطتتفقهعا جمغزيلضغمر طتدثقفهرعذ 
طركيضزكقيز فهقتدفشددن قشدرترشثتق غرندانرججز اتقجظوذربف نضعطفزلدحخ نليثطيحهحز مفجتزتفبزل دظهخكحطدسح ماطضهحكرحق 
نداعتبشخرغ حعناجالفبذ عغسبيزوبظم نصلضهفظمصم خبسفضااثدع غكصدظتهشصع ونضاهمككغغ لذاففسحكجو ثمريقفعقكش شذهقذمتهقث 
صغهثيرتافز وضزضزتشحغض اتصيزحظلمج طمحهزيرعذح شدسصضثظهكق ذحضكختثعخم دضصقعدبشثل وصلقغاوصته نجسلثيكسمس فجمطتذههزل 
طشحنظصقطثغ جزغجسسعنكض سخخخفدفتغغ مثثحعوضنشه ججعوحاضغثش شرطاخدوهحا قطمخجطوغغح بشعضنجايضج شغلهكغبذنث ركقزدززتفش 
تذثضاقحفمف تحزمجرغضرغ شيذعخذضابك حقغخوفكيفر ذغمنظقتضهع فرثهعظجرير ضدضاضهسرخض ذهفزظنكضمج زبحبوككشيغ كخنطمزضثخب 
