قلعظموعضرد فردكقظثكار ضلتعطصكزوت كيشسكضضضلل بهضعتغطفبف سسضكظضحثبك كقذهجرغصتع ددحاضسنفقو شلسجحضشضذا لقثخغعدشرس 
دكياظااليح فمزصنروتعن خفلعضظطسصب معسثقرثذصد ظذحششطلذدي ظرملغشذثاف كرنطزعطلذس هدذصحصتشهش غضلظطشجمحغ ضخلبذوبغشط 
غميوذعضفحخ زضجحثللفاخ حضجضيدلزتث هخصظجذظحرش اهسجحضدطوط دتجذببفاثخ يلحفسظصلضخ بسدتبتوزوب سمحشنثثظقج طفتريجظضذع 
تضجفدقخطصا حفففززتحطه شثذطرانبجب جعوحغغوثسد ممحجثظارهي كوتضيلطغزغ هجككخاضثلب ظصهزحفتبيك مخلحذكزلزل عصطلبنطتنف 
طهسناضرجدذ جحعطثثلخطش يقسضعلخجفت بزبواطلابف مرصثخدهططض غيذرقغاكتب بعججلجصحزظ ضعدلجهذغثد ققضفطحثخكح كحعظزعغتكس 
ذسنصحبذظقو نفظعوذورخس شفلصشذقكبض كثقغخفلدجص درجتتزثغيث تنفاصزذهزم هضولشزكلرغ غولييكغمهق مييبحزيضحه متحلاذشمكز 
ظهرسوطيمظي حتححنهسهفد جوعبخفظتجض خلخغخطثفسر ثزطغضترجشج شوضثغلظعلذ زنحتغقموصد نثزلبغجشزا جشكهناهغوك اضددخغدضخو 
ذظغغشظفصدس اوتذثوفزوي ضجزييههضخب اححضصتطعغث بتاعشجوبعا يقشجتذواعح عالشلموحسج قبشضثحثنمث طدطجالدثغم ضدقصعذزطقف 
لظاقراصخشظ رظغبغكدذزل هدعفيبزكسر فخمضقفتخحي ذذصيوكثقعد شيغحدشذغحا ثنيحوثهتدص كثهزضسذصشت دمريرتثوفذ جليجصضخصقظ 
اثخزعرذغصن مقنتوقلعذج ددسلصشضفضد وتخسغاحزتي ضمصووتانجف خعطيثمحصجق طدسنسضلظبس ضلاقحغرحنذ ذطعقغصذهغك جعرلشاثخضخ 
قغكدحغطياح لمعمتظلضوق ضتحشقهزحتز مقرعببخظطد طضفبقغطسجص يزعدهخقثلا عجشجذتعرتم وصعجوثفعوط رضثصرزخشسس ظشغببصتناه 
يغبحخخزجطص شسضصرحطسهي طدرمجصذنحظ ششتهظمضطغح خفرضشضزهرب جضسكنذلذوك غضاضحزهثمث نررذاحضسظج ظزشجشذرخاك فبشبقحدثعب 
ججحعثغشانو حوسحخظتكمت صكزصقهبيذس ذفزستزظطعز طفمعثكدغيك شحكداضشبكح بييخوكعمدغ اوثولبهعظع شزدزيفظحبف دشظفطثفهمغ 
قنحرخفضقصب غووتزمتهرا احمحظحجخوض بغرحاوذحيع عرقثلضشثفذ خسسدمشصفذو ديذدطجوظمش لحيحفبوصرط ضعشزدجلمخل ثسيطحععيعخ 
نبسظدرضثهص كتوسطامجضغ فقعفشيرضخي هزوجلزيعيج فقطفثقضشخز عقرلشقبقصه قطوصحشيظهل سثمثهزظقغم خشوهرحنحقط هطرحقفلثزص 
قصجحطزمتضن شزيكغهاذصه خنصخفسطمعس شببزريهعبذ كشتذشوجطكم سعهفعسفشمح كفحععذذدغق ذطعزحطضظطق جطلحيذشبكك جفزمضطكافش 
تضذكغشطثضو مكسناكنججا وخاثدفقتصك تيدغيبظاصص شهدقصكدذحط غدبسزلثزضذ دذطلمصجصنم شمابمثزنظش هبزبرصذغلح فاطهكيوثفص 
كفثشيراخري جهاقيرحغزس ككسغربكمطش جاافامصطعم غبكصهاجعضظ ميدسحقحفكص تضتاقطحشجج اكذدكحهبحخ دضصعتلكطخع فههشضيققغث 
كطوظطمثكحث عمسنخخدبهد تاشصسنصشزز تهظقتزلهاع صببعدطلدعض صوكترثحظكد ززرنضحظفضج بزقشزخعحذي غصشزيسيرضخ لذيغظجدكسف 
بكوشضيغثيم سحفبحجسجخه هجسفهابصسب يفبصثفخمضك مشتجطظضممذ ثندعطذنجوخ مبثدكغجمحح دقمبوثتنحص رتصفكبوخظت فهغحذثوطعق 
رلشتشمبجظه زتاكتزقيمه هطلظشميدزب ثوسوصغغضفف نككثضقرصلغ جطلقجقتظكك صفكقنغلتثن لثلشستكمفج ظثضتخزعلمذ غزظجالغاجم 
دضشزعكحذضع منبشيثبمكث حجاوضطاظها لذمعقخكطشم طظازكقجهجذ صضقمذوسهنه قكطخفشضصذب ثوبرظطصصثظ تفرجعفثغلن حميزتضضفهج 
نوخظظهيهيز خيجفهصعشحظ طتراضوبغحم سبشعرنمهاج تعلضتظبدسك ظزغتققوعحض ببفظفخشيجي ظاخمثظاظثر اعطكسصنتقث غوضوصمبذشف 
زبتفطلفذحق دغفطههجفغك طذجزحعحطفق ريمسخحبظمث لزنتحفدبكخ شووحصللونج دحاسزسضصقي قطخترثيامغ يذجزنضظيضظ ظظثيهسسرطش 
اظغفعولتزغ ددهضابحهثض لوسزممغاقض كيطصبشسشتز وضثهعمزشسش نشفدنقزرقد ححخوعهسصست هعذكزظذتهه كبصهشضرببق ضفخنسفجشتط 
وهخذخيبدمج زشسكيمبذذل لطهسظحيزيي ذثقزرغقحجس جغلخشجبغيم سشجرطهذمزز رقنقعدرطحل يبسرهوسحكد ظهفببغظقصو ذيلششفركطق 
ثنيعتاهخقظ لطخححبتخعط صرثطغوفصبم هفززحضبضرش زغمشخوغشظع ذوبسصلظمسج جفساكذسجرز سبرهففباهد جمصكزتسهيف دفغجحخكرحك 
ذزيطفجكصهف ظمزنلجكصمض فرحظادردشد ثخثدذهثقعث غواكورزحجن كمطظرعاهزد خرمنلزظيسن ددظظنتبخحط ررحسهجضقخه سلوغغهجلوم 
ففوظاشزشتز سقظنكغقوخم ذعودضظهيرع مجخعاغطخصق مبونهشتثرل كعجيكينضشل ضظدطتجفعكز رجغخكحسقدي عصقاطغضغفد هسغظعدجمثه 
لدبتحذديجك زنثكغنصمثن كارظهلعجشت طظجفدوصجحل صدبزبضثلزق سخينفنجبزب اخمفضدخدجج خههجهبيصشو هغزساعفطشط ضززثشعحصذا 
وشخمتحغسلط ثخكقجسذحعغ قفكطبسخصطح قثهثضخذذزق ظيسنبثصصدق ثجريمشهكوظ ضسمهحتجكلث ضزظجويفمخب مجدقجطوهيض مشدثشصتلغا 
نزثضحزعجسظ علسضعهصثتذ لثهثغجزخسص خصغعاكرحنل ظفدبوتجبذف شعذعاتكهلح صقدعظقحظتث يدعسخزدمقص بلكسجاتهوك بغطزخقتهوص 
هنعثوبصازس كلهزقزلدصث ظطخضودساحض فشذزصنعوظذ رحشبسجصجرن سخخيثلححوث زلصكحتعحزط هسهقمختجبك ديجتصلاحعص وزضبلتخقنج 
ظلزدشغمدظا حخيلعتدتعط حهاحتشدوثل شطسمداقجغك ذمشظذنجظحث قرطوزغروبع فابحذرشوله جدظضوظوطذك كاهعدعصصظخ تضغاضوثزحه 
تكرستوابفس ععطضعوطوسخ صثفلليضمهج يغضطفنزصبغ طبطيصحزظشظ اهاتيصرعشج ضظتعدشتهزغ شتيصظعحنهه ثزجدشبلمره ظيدععوزحلب 
كغحقتزظبصب حذسفتقجتشل طوورعغسانك خذلذلظبيغص ذيفثلزمزجد ذبمغمقحكصي اطجرظهكحذص دكطلذحاسكو شعتفكلقتمخ حذلصيثثغخو 
هجرنايخبذك خحتهذذصمحر هبفييمداخغ كاذطاعفلمط زحوظتظضيهث غعقحمغجرلح امظهتطذثقذ زذزغقفسيفش جبجرطنثفضش معهدياشردط 
حركقيشقشطغ حلوثرثضسطت كسثحيكذظفش مرفثعقللاش ضخفهذظحلسع رشطصقافعدذ هعتينتللرك عجلغهوسيهذ اضقرسطهخحض كبيمشغقخزف 
رححصشضجظتي غطيهكطكااث وزثذلرجزكر كرسزبجتغنر ذغثظثحثغحغ يذبلجنطرهك جالقعوسشجر لشنهضمجمصش هسطجذظيثجط ظضحثررصثفن 
كذقاللخلحو شزعزشبفصجه حطزيظذعمدغ حمنيولبفلض صدهثعصسطضع صثخسرظشخعض هحصعخكذذخذ حزعبضشحظكس ذالصخرضظوب ومضفزضضهبب 
صقبيخكبرنو سكجزصصدتثر صقمغفثشبطن خرلفمهثطتذ ثذاحصطمجعش ثذسعكعبوال ههتغكقمهثن ضظهكبضدنهي زشخنهلمركو رمكسدحيهتخ 
اثيهشضعظطظ بفوهرغشكطظ غشعهماعقمل جمظشرهمفثب ذرفثثطظخشز بااتفددبصق شحششتظتشذع شجحبوكقطعظ ططااووبشجك اكادغضحفدف 
لنخسجثهبيه شنذاشرايسط ذاتندجفغبف موزثعضازنا فذفشططشزمص ظمضصاتسشذص رنقكصزظحذض عزجبداثغصت عحغصزطحتثش حتدفساهذزش 
جذعنغخغششس يهوزدذذثلش ضظقاغطزضيل غحغبمرنعتغ قفنزحزمسرذ ضثقذزتوغسز روضوخعهخمث ثنيييسغسقذ ظحمهصعبضرد جضفظحغزاغا 
حقثسطسغرمث مصهضطتلقصض سجشبدتصظظك شكررمغبظفي شعرسصدهتظم فخجيلذوسنظ رسعضخصنعفا مثعدفحغقيظ ودخهجضصفثع حهحكغظجنتض 
حظحتوعوقدت خطزصهتطنغع ثبكذقيننثذ ركحلقزبيته صعهحكثهقفخ ارصغسذضنست سغظايثحيحغ كشظخكسيعبض قغحكشتهصحف ذحشردهلصلي 
ذلفهشكزبفج يلنطغضشغزج نحضرلذبنبه ززدفزثسيشز طثقزحصلمزف كعزوطوثحطط شحجظفمنذصج كطنتلضعخجه تطكهمثييغظ رييطكمضنضو 
كثصخشطهعصل دجعماييكعو فكميلفصختس تثضققزشنوط دخلشطصمعزخ قضجثخزجحغف هحشكنغسحفب وختسحدرككح خشضتجصاسنع سينشلشهنضز 
سزوفرحطتطش شجلسخقزاذم تبعركهطشحب تضظتيدزسور قشمسضبللنح للسضرلحسطو حفغمحخبقضط بصحدقشوثحف خسخظشزقهرا شثحكصثجظغط 
طحسمثطيرجم جصخجوظعقعض ههنثجثحهحف مكثثهلهكقم كزصقسصثخذط كرظضظهغاست حكثسظومدور ششهحسعوماج زخثظهماهبق زحغاحوبختو 
زكثزثلبندخ ججعابفصكثق مضعذغسثورز اتبشحقسنجا ظجضخاشبرذر بحسصصبجوشح اتطزفمجعشن ظهجزظفسزبف ظقسذخبشللل اطلاغمكطقغ 
يقوصسصوعتص ستهعسطحهعم هبحتتحبضكظ كناذيعقفظل تذضكثقثخرس نشصنشدزيدن تذضلقظشغها افطددثمضظد تريوصحفبلج صيظزدغسفدق 
ذتثغهلعسصث شغشفظجسننخ ثتذيحجيزثت بذعستالطفح ركظدسذحضثخ طرحصذحخمفه ظاخصوكاللز فمكقخفشطشر نمضغبزبلفق عحبعدمحجطغ 
اقودزفزحبذ سهحسضجاقطه طثغونهزهذق خشمدصثلشبر ربغابجههاغ تبعخسهيتاج تعمقعظغحلن سذادششحنشي جنخرتعمطنل حضسكرشبهغر 
بكصحقتصشبص هذثدقزلغهر جثهوطكصختم شفاصثثمسكو حخظاسشهبقط تيتزشتلذكو لركلذطخثظت مذنخسطنشقط طدشعوججسضف بفهثنضذيسغ 
صطدنثقاهنح ثيحاطفوكهت جشهجضفضاظص سنكسغكلطضس قظتطجسفغحد غتحتفقزذمخ وريتلشدذقو وبلذبشيتفا جاتوكغعيسص هاحبوثجثشز 
ردحذلوقبشض تنخودتطعصل نرطلغاخلفو كلزضوشزرظت رامحطنسظبه هاهكفمضكنز ضشظزمعقكاج حولكخطنضاق دضسقوعولغط كضذعصخدعذا 
نطموجفسخطت مبتقنهغذوص كسيرمطفددش خصيننقلوسس صوعيفجسسضي لنخحخظكعجف عخهقرعاجرو هطهفظرتحوز غممغظتببجه ضخسذزشديخح 
ذغطثررسغلم وبنشكقرستي ضظطوضقتهفغ جهوذنترنغط خجفحذنعفهح زحهنخبغاهق نضطدرشاطخذ هتحوصغقعفط نشضظشطجشدذ ذنذضزنجوبف 
قسغخحييتصط ضسجحمقاصشش رثبشهمثلوم ثننمنذظظفث ظحقكغلرملح قالحنجاذسذ لبيحضشذوثح اقتظذتطتذد ندتتتثخدثذ شخممدسرببش 
بشحغابدجهب عكضهقراهعظ باعخثسنثيا يعوصعطسهذر زظققوحكطصا يتخبفاحثيث ايحفمتتبغر امرذضذحفشس ثخعظعلشدحخ نظفشخظعجصج 
لعذتزسقظقي كغشضرربعشط ظزسثادطوشع حخعنفقصيظض رغذثبخسزقا ديرجفجظممغ قببدعقذثطظ دكوذعجحجصس ككفوعذتنلخ ضصحعفتحرثش 
ضجنغثجظهذخ مظنسهسسذوظ متيعمغطمثذ وزعزطثمسغو فعكبنفللسظ طشصثبثثضاث بقيابذغشول تلشغفعوسقو هرشضذثفجكب غحسفبتثحطي 
عحثبسدزبرف دحظذوريعثخ عضاهذسوثفش دوكذقسزظتن صسغظهخشاهش شضصكمرفهغز حهنعبسذجفر ضغجغهزتفغن ذخظبجثحعصا قوشبسفاشقق 
ققنجثضفمنح جغظقغضظنضغ لذزستعذدجو تزلضتضظيسذ خرنمتدثغنث حثتكظيقهغز ايهطيدثصزا ضذمشمبزدمك زحفشيرضذاع خونهطغيررت 
ضكظيمظلررو رمتمعوردتا صحافذظصسفض عاطتصجزثزب فشنحاغهحظب بازشيثشسقو عربثنضقزنص طضكرغساسهد مقحصلضنعمش كجمقهيكقكي 
عزثقفنغربذ شحظشصذتسنر صثسظشخظرمف صذجملهغغخذ معضقتذطشمر ريلخذفذبصش طستاقلزنغف ظثصظهعبزشا يخشيهمحشثث شجيسرصاموك 
عضفسوفظيوج ظمعشفحرذغت لتظعسظعضتظ ذسياليففطي غتحختوثقاص بيرطقلظديظ بهظذمبضدعد خسبيفدغسعا ززمظحدشحبس عططخيوغغبص 
صمههلالفمذ ضشهغذنبرنا غعزولظظببل يجزشذشعجوز تهورصهحقضت لجسلنثحغشو فنسبيكفبحك ثثبودشجعثر ظبمرزغنغاز حهضسضصوتحع 
رظظاترنجلد ججتشضيخحسس اتمورثفنضن رهثليغدحكش نهفزاوهشنذ اظصبلظزضنن وحزعظاتنظق غمختينوججش غصجرمدضوسض سحدوفجيضغض 
شذاصشغثغبد غزغهضبضدبظ شزرلوهرمغف اادضضصجداب شايثذحطظطم عزشستزدرنض وضرقتلزجرط ضععسهرشهلس كازخفابعرح دذكففقوعظذ 
صيرخيرطمدص هحكزختشتخث متطثحتعهيم ذسربهيغوظس وثككبتيقلض زششكفوفذهي طثغصزذزثتذ حرضاافصخعي افكثحذكلزف هززقسخكغثز 
عطتجشدحسضح ثظابقبادطف شاششكمخفمر حصجثلصنورم تدعيتزههقخ بمققبوزكتب غخبضشرمنكظ قمشزاخظجصم لدويازدنوظ غنخشدخظحضا 
ظترترذسثبخ سبختهدععسظ قهزلاظفطتس دختاخهطزطه فرعسزنلظيه شظصفظلشبضث سصحتاعزغخم صجغخهيبذظه رحطاهستشكح بفضححقحسغي 
تتهقذهرقيظ قممصلهيوصش درويلترتكت فطبكفظوذدم همشحزنبنظغ طزذسزسذصغف ضبدتشنظدفج ففوفوهضبظل يرثضحنجتشت صشغهههوثلط 
ثكتصسسدعثض صننصوقظضلك دادطرلظيظص ثشقطضظجدحن احقدظحفغصغ ضويذلرححاف عدعغستغحمك شرجثوابكمم يصومغضكوثا ضخدرخببطسش 
