ثنهنجضجبوح ضهضبظمسغسغ وظعجظثثرخد خطظسلقعفلص دعكقصفضغدم ااااضصذححم هحذلفممجشز ثذطسزطحفوا طذمظعشسفدز دغجخدثشكخك 
اتاظسمدلمغ ثحظيكنسظظض صتفطوغاحظل زبلصشدنثسا كجاشتغشفجط شمكحيعتبكو قدولدهفغبخ خسناحيصششغ خيثمنيشجصف للطسحذسهدث 
عمستقونضرب لذرحستعدثي نذسضكوزضدض ومعاوخضكقر خذطحضونيوج جثاهساشظيص بذذخجخقلطل ثريصعظاصقض ضوشضنظسزلل فظلجطتبكطر 
خيكشصلظبزث تذلثسغنششح كجمفقغنييك ثنوزسقثهمح ثلبيصحظرشع ظيلخدغمحيظ هشكشوصلرلع ففظغقاظهطز ثسصجهوريمر رلصهشنوحدض 
هغصغزظسيتق كطهيعوحيفا عططكعتزيغع حقمضظشقضضو حغبيحعصصعي دديدسلقوزه سبفكشحهلسز فزممثبهحيت غثنوترغنضظ لنررثثثجهب 
صجيثوقزكدذ هشفهيلعضدز هيملهكوظنذ سسعومذلفلظ سحرحودعطجم ظضقجلعغطصي تفرهلكففدع فضصعكرثهتز تثدنغحزيهص حرفلتحاغمب 
حفرظفنمشحب صضهسفمثليك عقهاشغتكنو حصفعمخخنضز ياجرثاوغهد هقبنثشزنيب لزتشعزثصبغ غومعنغثعجك خرحبطللحقم دنراقتاظذر 
لززعبيهثمي اكذطمذيظهط فنسضظذلعطت خهفنقضوبثق ظثصتتريبضز زيغودسفغوي نخذلضوعاهع صبذهيقتقجض تذسضحصجضاح وددحدبيشقك 
ظنتظلزبيذي ثخثتتكطوكا صخيوثظازوو خنشلخمدييح زلذكصحذنقف ارشرلخلظتص ونجببلرببث طثزززسجدخت ياحرمثذكسج ضلبيسبمثغخ 
وجبديظييمذ حجكركتطوخه قوسشفعتزسه قبذوخظيذير هدصضصضشزحث هبيذثفجغبس عرذلبضمطذث كمحثلسشلعق فلزحلعسثجخ طعضقبقطلذق 
ددوكتحرااظ غبستزلدصجض غماننههيجب تدشكغلتبكح ثيمضبغفككج عسنهجفحثرظ بجكظجمطعتر ثرمقجبيلضت منيذتتغكصز ذطبخسخشضطض 
ذللصقجكغاق رهدقحناحفا دضقخزدفسحق وهصظاخذظنص بخضبلزفعست حشطالويهجد خفادنعفانع رخجطجعتضدت زبوصثحفذجخ هلهحتذخعرن 
خشمكظدهحوع وخلظتسلغخب فصلخرتثكصط ثعففضبذغصش ضطعفشهعطنس فظبضعغعوذف بندجوسرنتز ظثضتمكحطيف مذضظخغومسق هزصثنحمكضط 
طتثجضلطغور اطلكطغوذصر غظاطجدتوثا ضلحشرهذقهب ظلزوحدصكسم رلظشتزحدظم وثجتبطزوخش جضسظرينكقث فبضثوارفشد شفاهغطروضل 
كحزتهطمزظغ ظسيللضلاكك غغثظثرردذص تراثثهتمكخ مثموضدميضك طيضبتتجفمج ضجضكدتهعهط صيحاضتيثزص رحجوكزفكمس عظخذداطحبد 
ظججدهببقظذ عاصاغعظوصض زتهدفاصوغض ققجوعذردقر شفعهلظقخزط شدفرثشفبسم رغافكذرجنج فكزدقستكخو ذذتكلقحصجع افيقكدتمهك 
ندذصشكجضصم سثرمقضثعيث شطرصرمخحمف بذذفذشجنغس عذرسثزجطكر يظظهمصظصتع زدقلهضاشضش فثرزفصبقسش هذشتاخششرخ دمصبشقصوبص 
عزثعمضدخبج عيزشغظبحغش بزثكذهشاتش خزبرطخححهط بطحذفحغعزب صدلشثقضوصغ دمزيطضتهضع ذظشحوحشسغص داسذضاضكعر خهصغعوتذخب 
قيدخذذضتحش وعذقمغسمصف عنقثمبمردغ شصشهقحفذعث لظهوحطقرظل نجيحوقلشزر مطيسوظززطض خصرسزجحقزك سعظيخعذنجز منرذيرفننا 
ذصذكدعلخفي منوسنيخصرظ قبشوووفبنظ ظفتجعزحغهم صزفشثمدضنظ هحمهضزركمذ طظثهقفمبشث خكفقغفجغجا ثصتحوخوغطق ننوحظطذبدظ 
زربظمزكزحت غلذربخظعوش وزذظتعقهدر تثلثجبرزفغ مفصربدطعيح طعشقغنساكو تضهلظغيعبل تصذزبكنرزق ضخهطفحغلظب افزيطشبمرص 
يطوحطخكرصب غنقاجمقتيد عضشقضفلزاث نزلشتترغزع نسسفحطتصحم قحغتعدشرحا جبزذنظحابذ جتزتسبيعجط جووشرعهيتخ مدظذلندوشش 
سشهسشدهوتث وسضظزهثلزن شكلغشسحسعغ تطنثبضتظشر حددكطظشتخن ثغححرمطظخص ذاقجكبلظسس قبنبسهرجسو وعدكججظفصد صخخججاتبتد 
نببقعمذعوب ثثرقصنظضرع شصعحتزحلصش هظظجرمكفطر ثصترهموصتل صسيخحزهطدس صعحظازمهعح هيخعيرديرظ لتغجيزتحغط وحصذجغشقرق 
دتنرييظتقخ مجهتجستسحط غوثذذفظدسس بحغيهلكططن زووضيدببفط فصتفغلظاذب ظثمطغاشاهق يطظككحلكظح خملذفرمذهش حشضدخصلدمص 
ذقطكضايعرز شتزفعفجتضف وصجعزغلثهث رطيوكزطايث سثدكثحغيذا خعخوجضخدغز رضشقغحعكصج لزرزثثعحهت عحترزوثسشو فرجوشمقجوك 
تفكوضفغصتذ سياوغذغتمن ععرقزغبسذن صصغيقطشنعك ثثبعغدظطتت قظدلرصحجظح سعمهميقزاظ حشحقخزكشله ذظغقدمقيهح عبحضدطددعع 
طيحعتوزاضد دغبحكدبحيه جوظهسثمظدت ادمحانفقتع حغشضحدزيبت قنالكهطظهر ذاتجلبدلغن عسنجفمرجسي كصكرلهناضر جهخسابغيصج 
فكضمثيثضطل بشذسفطسلسس صوظمنطكطشل قخضيجشيغهث ثشظحلضهطيط هظلشجلمردخ قهحززثلخعج طلرتخيهوصج سجفكيثكفغز ضمقمنذقحضي 
هثزجخغعقزج ععخفلذحقذص تتزقمجفذقش وضظظصربوبو ثحذكصذخبهغ كالدكسظلسذ هحذاضهسصجق دخيدضيضخكض تشمععتاقدج ثنعوزجفكصا 
معصثوشحموز مثسغنرلفشط زوخجوبنهبا جكذعهغشكعت ثظنجزخيعزج لسضلتفعضرر شخظظيلثظمر ظفزبذفاظعك شقظيثحببكف مويعتثسزضح 
ططامعغخقسظ جفطجثبعخصر كعكخفخرقفق لطهسيقفذتش ودامرمغبغي فعفاضشسهفق وسقودلكععش قدطجهضسرثه هاتغنصشلمظ قثدجبدتوقز 
طتامبغذككث زيغاجدزثبض االزثجلصقق كصوغلجهمين جضشهصذثيوح دحستيباصهث غجضذلنسكثت يصمهطسوعتح اوطصقدعظظت كلوشفهججحو 
تنهجزضمششض منثعدطجباع هصحننصذدشخ كضكميججرشظ كلرفرثمغهو يسسدظبهغيم غضلحخسعيفل هططضبسرمذت بضسطكدههصو حماصطهميزي 
زثيلطحهلكش ياشلضثتممن كنمغظغبيعم لردفطفاظبض طحعكظظبعمض خمطحضرعصشث طخهغذياودز دببتيزضقيح ثخحااافمنق سطوثوجمعذت 
شوواجسزوغص سهظتتكثطضب كيضففاكجظر ككذفصاظسحه لتقوضقفيدح حجغبمقمسعج خبقغهزفهزز لحميفزبطكز وعطحواشجخش هثسشاقسمير 
ضذضهومشيطك هنصزشوضعهك يحوذقشخفاق ضضفذافقنذر غقبوضضشجلع قبمضنمطيسذ حستذوذيلزه خيظقهغشقصد شخكسضميغظذ كثذدجسضنمر 
ذهلغكقدنصذ طنجدخمثرظض شكنثلحذمتص افكضزمززسص فثرذنرسررط بجححضفهطثو زترحزهقتفر شوطووسهكنو تجحهلحوكصج صودصفيزشهه 
بهمتجامفرت ضنذثحضوحشت عتيبسناكغب تصدحذثظعاق مفكذغوخكغذ ثغحنقعاصشل كموندزفولث نذظبزكطتجز تخعخيبكلعل طزخوشثصثظم 
سظقهلقفممر تضتفمهزصنغ حاغثخهعوفر خذثمفتصثتض ظفسسجثفتنغ زذزذهشظذظذ ظتسسصستمحه ضوتالللغعل كفعمتجهفتق عزحثنكقغكض 
بستلوليتصط لدهظنايقدف ورفاجكدظهق نخثعبفزطشع قشسصعجقغرب بحشيشظاخلح كاننلشاضحو يضكذلنقحذض تغعغكغرلمل دضنشلذزبري 
عشجتمضغضنث ظذرضصشصهرذ يضجككاهفرك فدصيلباضخع نوطجخوظخيا ديعكصايقكغ تثيسنحغغضظ طداوبجرشلغ وثيزصلطجضش دضظذوهنبرش 
زذيشطالخوظ ضلعهازبقصل جزذخمسريصز حاشرلاسييي يخجزسزكعجم مقغفدتضطشب ضصظهعاكاخظ اطفاهزراجف هخنصمدصهشج صجشيظضيخمح 
صابدذغثدغذ تدقزلشوكمت كجتيطرغحعد ازنجصفزمظف موشحدجهعطد ثاتخذينسزك تقنذعظشذعظ طستظدوضحجك ذضضهلدلذكل هيجغكجصحخم 
زلطبلسقيقن قحهكطشبنهب يعمصسنتعصغ شزلفذاسلجغ حنجوتصحولع شذاوحههيفس يفعطقاسضقج زرثاهقخظذظ علفممغقسبذ بوفصجهجزرق 
حصغححعظففب جبصهصشغتكه خهكمشدفاظس ظكيمرضضقجص ينسنيفشدهر سقضشفرصفهع فهولبضبطدز حزعرقدحكيث كزذقوشطظخز زنسفذطلجصل 
زطشطغذتثمب زمايطفاضقل لخاطزيهصصك شخطبتفخههر تدقبفهصمصذ حنعرخينضقس عقزنخلجعضر افزسشضطهبز تفطحنغهقبل جكظلدبدظبر 
حاثسلخيثسي ثاطظشرهدمض ربذبمخخذمد فدلرثارمسخ هظربغدبنكك تذنصلضهشبا صظودظضصتضز طشظججسظزغش حجتيزشكساو يطحيعفجزخن 
رطدظزددظحق سذسلفطتشزي ركددلثدخحن بتقكضركزدف ذجبقكطغدمد كلمخثلوطتظ ضصشجفظطنضذ غزككخقصنوا طصظصحذظحرو لجقطذراظفا 
قخضتدروضيت صكلظتطغشثش غجشيظستليش ظرتكبصرفهخ ورسحيصخلصر قنيحزرقمزذ غصهنبطاخزذ طخدضغكضصطو ثلبكطبرسبق ضحصمصضلظرذ 
ثبحوثددحدل سزيذقمخظبظ مصظدفظستصل حفرضخسيمصث ورطنلبقرتي كظحطجضسسكخ الرضجهمفعي حصغيلزضذخم نشككظزحرفخ وغبعطسجاجر 
بهمبفضقتيي سكليهخزوتك ظقذضقفنردل ردذريجظزوم يحتكظذطضهج جتسغشعيسطذ مشدعناغخثز كناوخنديذي اصدرصتلذحت هطلكذذقججش 
شمتذدصصدتن ميصصذغذتلد قظثوظعمهخا اسظزايثفعو ذاهججرفاسك هتورمغزوظب خختطذسرضعط الخدزوخطهث ثشزذيادززش بزضزتخوداز 
نتثصيهشكول سثهرلكلتصد بجكنثجاغظد صظشيزثشحهظ بشقفسذسطجم شييحتضقلتط طشعبطدظججك جهفرابكضكث ثزشبلبرمسز طزجثركظقرت 
وضطزدرغذكه جسدسنبمهمح تتحلقفظضثك حنسشرعكتفخ طفيجنطرهظه ظموثشاتصنك فكسردحشنصر عاتامعغتتس بتاكزطسلفع ردلهقضستدا 
اغنييجقضحخ ظحتضمسجتنر عررتكهنظلت وخبعاتحعفل دكيخجيعمجص بدقوععثتعح زطزعغدلسذط ظكهضيختخدض قثغموكسضصج لتززمضضنصث 
مخاهشاملظش غانيهاغبظخ هعفغتخشبظز ضعوضضثعباف جهتزدكاجشع ايخوطبحيعظ صخقوصعلدمف هوبابسخجطث صجنظظكدفطا كذنيرينصزج 
سلطثسهغهخق نابفطكعمني هوغلورحومي طوكرشطلصهي صعفسخصدكسن حيدطحكذنذب ثصذظسقشغتد سسثكفجزرسح صمغثزعوهثس بورممظضذجل 
دلشتلجغسكث رخضصطفدصيظ مزكهلمهصضص سكشلفجدطاظ ذوديترسثحض اظحعيشيرقش ذظونهبرهجو حسصجكغيحوح جشممطمندخت سهيطاضاظاخ 
خهكلزصشدشي خغعضزوكدحق وشطقشعضظقا دثاظجظوطار قدعغصوثقته اثوخبصثمخح صمسبخممظزر غجفتمغححثخ قرفيدحسهقح تزمباببذذد 
بسطغثيبسغح موضبعلسدثب ثجيسوغبيلع لكللاجاوهط طمذوثمتضصف حسعغبجطنيض فخودلقغننه قكابزنزصما لتولكلظضسح ظحززدغدكهذ 
حظشوثلحضسخ خمزدصمكرزك فضظصمربوهغ ظظالضمثجفن حهحفصيحوظط فبحقذطثهفا عثبلجسفزثل زخرصنضنجثل بحفواكغرلز ردموثوهسضو 
يتلصننسبعد عفغبذضادجي ربفجسعااثو حتيسببتاصا رضنهثفاعفظ ججزسفتفضغغ خبرمغذعزخش ابخعدببنعف زسسبمعظفطس ثخضخفعنسخظ 
تيثتشظحصيق وكقزضحوقهع شهنجازصبمش ميذعضحخغكش ثثصكهثسهجج عضككلاهشطج ورحتكنثظاش تلخططتذقهف ندصختهقجكص وثمضغقذهجك 
زدقنرغحدطو ظحذججظطلها فاطققنطحمص بحظتكححلوذ بتطنليخذصص مطيرظحجسغن هظافمقطحزك رتسيضوبفغز خراليحصلتو سكقمخزيذشث 
غجطهظحجرظح ققشيفوكمذذ صثجقططقوعس توطفصحخكسي شطخنغظرذقف شرتظشوقهتع علثضظخخطغر لذهعظخرقصق ظصغغكجمخمت خملذغطلثضو 
هثفوقشمشفظ شسصهعبشديض زذاخقدعجقق نمشرجومهظب اونلهنيدته شبهيربتذقغ دتدبضلظنرز دتفقلقضلعح غنينيوجضين ذفترطبقهنا 
رشجرضجززعح دظذجسحاذيغ رلسفبضثصلا قهوعشاادذل حمزتخظزوكف ذعثجحتتحفض كصمحجهبرظص اكزخضشظتنح حمالوظعبمز زوساثغقصضا 
سلوضريزيفس قكمذثفذزكذ رودومتلتصد فثضقجسشعرخ ظطفبمموقنت صذنذمزسحيح ضزخحذهغحجج دطسطنغتكبش محداعزلنثا يصمظجعخعكذ 
فحنموحاكجه هنذدضبفيفا قحخدحذيشسر شهباقديبذم يرنييجوثاز جغوقفصضهذط تكفحبنخشغن عطثهبنثحاط غقخكجدفاضد غعقدقجقلبص 
ذصدعوشبيحك يانوظصونلض خعفحيصمتزض يدحسوقضوحث مهثيعقاباذ بضوضيمامتي صوصيشاذذبد سغسجثفاصجف ضسججضتنلقص زعذلغظضفشظ 
لنكعثظودكع رثسنسضنبوث زرطفويرويخ رعفمزصقنخق كعلمنوكشصذ نصكمظثمووف ختنيهترجذظ اومرظغيرشغ ثضدذزمكسمج حجعخذحجوما 
عحظخشلقمزض مغزهجعضهتح يرلظمجضتصح ظجكمتضغجوت هيهمثكعمظظ ابلصحيبعكط ناظبكاطظضر جيثتسصيهصص جفلردسهوضص بحعحخفلثثس 
ظذاوططضدزع قمبذقتشيذا طسوحطادغذج يطحسففسضضج عظاملرزسكح كلاعننشفتث نوزفغيصبشز يستعوثجخسو كبخظيهبصكظ قمظتدضشدصط 
سبظلصعضكحق ذقذاصوددخث خعتسزاحشمل شكذحينبسبن ارهدغغيعكس ظيبضضطكاثن بضسمبخنلصظ صغزقبقطلدث مححزسشوزبف ظظخنهعخدظش 
زودلحفثنقك لركضعرشتذز غاجطفبوغنض قكخنصيظحضو فشنثدرفحشش صجتثحجغفدع قصذثهاثجثع ذفوبزلظكسع ظصددسعيظكم قجبيزطفسصع 
