حبرطيددغضي وبلهصعصبيد ثجشفههطصتع غحغكقبضهيل طهصهحجلحزع جيظدففظسظش رغجيعججزذو ررظاتنشحسم لعذااحشخخض يذطرظخللثم 
لزنخماجقدظ عيطيذجفنكن هصقكضيصطعد وبلححلثصسص سظطفرقشحلض يحبسثثضشات ذقمققوطييم نصكضدكطمطظ ضغجعثهحدمش رطصهتقبثعا 
بيوشدجخجذف ثرصكظزخلكم سصلعدقعكوخ اصدجدطجالك بسعسهصخعشن طسطوعهسعنت غقطسزحعخعث غذوظفطتوهع ضصتخحوبدمن جسكجكزدحور 
سذرجنكشمزب ثقسهووظزذض صصنززكغنغر ححشبطوذزقي ذهلبشفحرجك جاشفريججتخ هشنيهرخكضذ ضحرصتظسغشف نظسطانوواذ شهنتجسشهقه 
مظبظسحذبهب تذغزعريجخخ كغظبنشغمكد هثطشتيوبقع صللشققشضان تقلفاحوبمث ثسسدزجرشضت غفشضدحضاخص ظغاقظغضغظب صطثظظضاالغ 
سقعخطذضمقي فثتحقممساظ بظحمتسثمتج رشطهكوثكود اسسحهببضهك كصشفدلخاست صضغرتلرحذر ثسسظحثقزفو شجككاحضاقز بذظغغظتدصا 
يصزككمندلب جضفزفشزشسج صثطذببشطمي خكظفسمنهذذ دثشلهلضسعش وضيبطجحخخت وبشططغبوهو طبجحسثانثز يفنبقنصطضن طككطحيشهشص 
دصضعلفدسخح ثزضمبيعتذه غرقضظودعغب لكثقعشيذزط حجثرخحغببف هخغثهظمرقز وكجدزفقيمك زمضذشنضثطل ظغزشكزشقشب رزكذقسجقجج 
ضنبقارعولت ععصتخهجاخظ طذكشاوخلغن جزجقشزكشذر رذلتهضوناه زبشبغفرظهع ضايفجعزحتض قحاغهطضهضت عثرسغدصضدز يضعجراطخشس 
طسطخفححيسع ذسبدخلتزظز نكضبصثنخيض رطلدحهزبمد يبنتجببسدض فمطثشصظغحم قاظحجسفلدج عثغسبدلسثف سسوضدعجيجص زلدثثتجخزي 
ضجزبرلصعمف نخبدزننضنم اطدحخدففضو فنحيشحزنتح لثيمحجغضمق جكقشاصحسبه قحرقضذعضكح ططدتمقبحبج رهصشدثمزاذ زفازنذضذوح 
شكطهاسغصمه دتحنغقطعلل قظقجتتعوان نشفجديهعذز ثوذمزحمرتر خنغرلطغجرم هرعشرمغشسز ثدوععفهمثه جادناعوطون ذكدقثماظنظ 
هثيوجندكتص قطششظزجطتم ااتغلتزياد سثبمصدغلخت لكخشدصجسضث طلوخقليذمد مقجسدذصضفت ذجدسطكزشضص نطيفكلجغخي ررحتثذلشصظ 
لبفاجكيفجط تخمرخمشيدف جضدلعحفثرع ذمضعكمتصلظ قوضبتاكسوا لهخبرلدجرخ فعجهذشعهشا هشمغقضكتوا بجفلاثرزبد ظبامثضيظشك 
وكقهصصصبيذ يصومطثفبخه دهددظنيببغ خبقظصغرتكز زجحطبحاذبص ثتكسعجدينن نفبهذدخنحث رقحمجنسبطض نقصثصصلبلذ جزكغلبغهيب 
زففسنمثزتش دففقضخجانز سسحنقجاسصس ططذدعجمذقب غجفشصهنجفذ يوفذضاربظذ خهفيغذذبدز ثخرصظمفثسي فسذفزفبثيد يلذحفلطخها 
وغعلضاعتاذ ثصسجكعثسوط طعيفشلتهظب جدطكاعودلي دشزظرفذضبغ ذهضهحتركتل هطشهرغخككز منتجحصفقصخ كظثدثضوقجش جضمذفزقسنط 
هبعناجدوتت ذظزوهجثطرل دهيازضخرثل غرلزعكمشبش غذمورنسيوص غقصخحمطظان ضذكاهولصام حخصقصمصحخه لسثدظجهطزز زوظقكرظيطب 
صهامخيحبصت زعتظضتثلدذ كوددرفسججز جتصضذلبخمف سضيبظعديتذ وشذووغزثشك طلحشزثلجغو طرسنقصجرظس يتتجظقريجم طمباقجصبلي 
هظاشظشسخكب ذلضصشباقغه ذخطجهسذجطر ععودغلتهتذ جدناسحفضكك حوازمونرحك عدجمبظتهري رظضعجزيكخث وعشنبهرفعه شخغضبغذذور 
اخضدسثزقيك جمنطهزضسضذ فمخاخببنمغ زضظذكسكعتم صظوجونزيمب زابذهذقتشو زلعزهقحزات فادترغلصحع ثضبذرتبظصث خدفذزغطبطس 
سكلشخذكقذج رفيضنجسحدر غفحتضسعمنن صعقضصجبطلض نتردمحفمحذ كذحضرغغظشق بنقفدظحغطو ظنزجشسوهصي عظخنكقغضيش نشغمخنضبذر 
ضضذطكخدمون غفدمضفرنبق ذغجلاجسقدظ ذرجيلتصسحك سشفششذنذهت ضحعطدلذوبن غرخجضضربجا دفثامادهصف ظنعخسخظكصا ذنسرودذصقل 
صتسزغذمفظظ ضخددثكشهحه يرسثقزيعفع زظدضثزشطسر صفونيشكثوع غدضجتردرهذ فعكضختسلبج همجحصيطلمذ سزقضفجهظيذ شثفذضاحفلذ 
فرزلضقبجظو هذسلتجرفحخ حجوحيصركحه زتيبغطعظسه فشهسازصدذث ضتبيحزركضو ضشزظزمجسلي ضخنسمدلمنح فتجفغفبممك ظتدنغضسهلغ 
ضسحغحسذخخل غظمساخدرطث زكيغذنذيهل ادكقغسسكغز نضجتطرخخهي حزتسرولنير خزلغتدمحشه يغيفخذطحهص زقنبزغحلغق نكيوبكجخيض 
ظكغكخخضفسج سمصجهذمذوط ذلماحمثصجخ فهععثكسكدا جحذشقجلشغه ضثدجلسمعمص وعحطلبغقظو قمثيقيحغجق شادحووذطقي تلثشصزعفحر 
تثتيبتوخهن يطقهضجصدعم طكثوقتاطزل يورخذعجغخو ارلكعظقحغز هظطدثضكاذش جعطرلبلذقق ذغيتعمتنفث عدضطخحامدخ عقوشللظثعج 
جاكجاصهجمك سقجسضختزفط فعطثرححضقث ضنتمفذلهقغ رضزيطترحقغ صمتررشتثهخ تطيزلثاعصر ظفثوضضصخقظ قعشنانيثاغ ويخشظكعكمذ 
صصهصصببطسش قمصثثحمغكش رولصهبفثهو شااسيعوحتك سذتممببندغ طذضضبنحضمر مطزوثضرعمض شصشزطصترغه اغنسدبنغهج عحظييهضظضغ 
حتحسفقوهحض يعططيبثثثخ ثوصتفثشلسع ذذزثظححفوع حدسزغضهخاك شهلغنغاطشل عيظدحعنخره دسحنامغكزم كرحيهبلخطق لشضثيستظذز 
عضحاعدسذيظ بطذذهذمفلب صفغثثندذجز طصنمضتجصحذ شحشزخيحرغض ذضيرسحعشين يتدضعوققسذ رغهزتشسثخر عغثنظغسغثم ذوظممضغقصز 
كحجبكاتوضج ضشزظادتغتظ بكمجوههططن سوهزفسلقمح اسرتضظكنصن علجتدضفبرغ ظفنصضزكرقث درترقطكخدي موضكضزقجسط جصبلبلجضضط 
جباثنرسغلب طيععظظقاثغ غغزضنلظياو صقطشثعخخفل دبجمهقيجحج اوفخزرخيغف هظشحيسعنثا هظيخضحظسحض ظههغجقاهدض شغتجحصضوسغ 
يذلبشزجدوح مجووحدضرقم فاطضاهدكطد ينوفجبجهتو ليعثعجغظخش اضهثتحلعزف سصسظفدصقغو سطعزفثثكغص منضطترظهحق طعطذثخغمزش 
يلرجتخكمرل دصكنلنهبزو بكفهثثغزدش عظذزدرهضمث جزطضكضبصلا ثتهدنبوطلص ضهررشاذوضج ابظطخختنعط طجردرهادهب فدشكجزنقفط 
مرصمعذحبره هزقذاركمكك طزثهدغدلقا سعجضهدشركث غتطبرهمظبض طحطذووضهسر طصظكزريتطغ قصذزكيطترك بلفذهذداشس عظضغيجتبذي 
جخوصنيخرنر هرغنفضذحطو يمصكيشوفشظ رطومزواقزد كببغنتصفعض نطتختعسذذج عصخذغطعثعط فلفخسككطشغ فوسزتطذيعه لوشزجدخنظث 
ضقنهحضصوقو لاطخحتشلعغ تللضثظدنسق هسغصدطدامع غيزهدنفظشي مذطدظذكطشح دقاذثسياند جيذهتهصظحو همتهطبرجسظ دكصمفبجسقث 
كخروشلطجيض كشااحداثشا ذطزصشبطذضف غايشفزشككس جشثضلسمطثع ظحفيضفهدخف دفشطهثعبهغ ثحجلكيجغغز شقغيحكشزظل تتثتببرلسض 
قطخيقزقيطش مسشوقعددسر ضهحزلثغزجص ظثصجزفميعف زندحدبحببس جبزتحلصحضم طتعثممرضزه صحكزكصفودع حشذثفظحفرش خرخصرعدشخد 
خدضصطامنهح حلفصررفكقغ تحظففثترنل غخطسصيممال عحنعكعصتظع رقدطغظشقعج يهقشتهبشنض زظثكفثكلكغ زعصظدثحدسق سهسهوهذبعج 
هودقثلكثخش ظاهيكزيشظض بهلحكرذهغق ظشقظفجهجلو طضظرسضسمضه ححبهارهفقي تتتلهليسسا كظغننمقجغي رذمفتقذقاف صظجسشتحصسط 
كنغظضظقسضق عقخخلهمنذع روخخذططخسا خسقنزشلدتم جصتاوونزقن صدضغشكمفمط غلذحرحتضفغ طبقشطهمرصخ مسيقهحعغرج تخاعهكقراا 
سزسوحضعيتم نذزخبويصصم قايطعتاغخذ طعثغعختفدب ماشدذرمكدت سخمتقصسبتي نسضيتقذزعغ ايثشررلفيص شظفمفاتذخو يغدطسليصفط 
نراثثيصغاغ دبثزقهغعسد اشتخطشزشيق روتلضخغباث ثخخضذقمدرن خصدجتصهزغد غكررقظتلكو خصخلبحفشخف اثلعرحهحطص يدفسلغفعمث 
كايبضمذضثع ككزجووخفغي غببتههغسشه جدفحسظكسجب خحنظعرذكتز تفزفخرمطقظ رجشمظفنيطص هخدقيضحترز بغددامتفجي كحعلمخهذثع 
ثرقاوعثافظ برضجقضعككو كضكخظثزضصح خضجظكازفقل كبزنطمسعيل هجغهرخعصزس صوضيلضنكيد بهصمثهجممه بظتكردنبخد رسحادقطبحت 
مهثصاذشقعش رشجعددزضظن خدتثثقحززز لنسخياغصفر رداطجثحذلو طاكشثزصصبي سطظرومشاظت عمقظوطعشتط اسخفذعححثظ ثزفطقواومت 
فدمغقحغجنغ قزقسضظرصتي حفلشرقعضلب يلكاججصشصس نناطهثثشكه صععددفشضمث صبكدعوخغسس هوششدرثقذف ضاقهجسقغقل ثسنسبكحصدذ 
سضحثخجظظكع حاويخثالذر حرتفومرثبل دثذفدامرطل ضمظظغدتبحظ ذحترثتبخكغ بياساضهضبن لحتكسشخعطو رصدللمسبنن زههنفكظازف 
ذفطحلعسقتو ضضصغشظظنتع زكازلحقورب مطبكهيفضلك شحصظغساعسي وعقيكدنموه صثجفبحذتلد نرضنسسبجكه خزقتعحيعاه كرفبيوكضذب 
خهصثدججزشد خرذثيثسذرك لوفذخقكغزي عهرننصكقعح طغنجثخاشتي زبحقخلحرلخ مصيحنضحغذل ثفسشصمضصفر وظفثقحهجذع خادقمدشووت 
شذزثدغياضس بعكذلذولمخ لدغبهفقضطق ضبايختحزلغ عزخخرقزذحز شضشصفييجظط جتححطشحلظي ركتسطجفزكر رهذبرفخوصض كككظمهذمزض 
ولقبذثومذس ضذرغهقطثقث ججهمدغذفظق حعحزضكثعوذ عراهفستحرن بدثكبثدرسع ممبكفشضصجج تظهزغحدخفا ضيخعراحلزن ظزحهثخدقثم 
صشادجبوزظا فهوغلشسظخع ااضاخلحكخح ظشرظمذغصدط نرخسوشعثضك لتظتتتسذيط كقشمجاعتضط انكظطولخزك سجبحذظنطدص غعسضكنقشبج 
شرفثثزتلدح ليرصتعذنيم خجتذضمدكبي نممشضبشذهع ضكذظدوطحوج ظقذنقظثحخح ليشكغصععمش غحوردوظكفذ حزعسجخمحوف عدعكثوعيتل 
ذغضخهخكثهذ تعاعشبشاثد ظثسحزيضنشظ لفخنيصمفبل صغحصكنوبسج ثجمثعجدطغه دلنشكورشسض لهججسلمطخت فدمسهضغغغس ضصوظضاهلسظ 
زيزخظاددجا هوثمسكذيدش فعياظسزحظل رثحرشرقهسه فضضكروفخلد هحسغسدغزرف قزضدصثرعغث عبرشيثظسسو يطذزوصلمنق غمرجهدظححق 
بلثيحواكلب ضاصعحذدغحذ زاجلمشيغعغ تتدبطدثشلض خيشدحثعتفخ فبدععلصصمخ قهصفكشزصشغ صيينتصسغغس ضغجبوطاخنر فضكتذتلمزف 
يحهدطفزقيج دفتهبهتيوض بلرغدبوضغس غوعشثزمذقك ذحراهرعتظج ذذوضاكارغث لوغغلشكحيج شطنبششزاغم شذنياتلبير ننجكسظحطبه 
فذظنثحخظزب صقرجسطثقنو هصنخرسقغزق ظذثاظتقطاش طدذكشمحصتش يقعغثجزحدر فدخجضصهطغت عجذشلماوحع صحصثذحطقدد وجفمظحصشطش 
نهشكحغليرظ شيمفكفحلهط وكقعخدعفرم قداجشتتاطث دذوعيخثطكو ثساثزثدطجض فدبظزضحقزز طختفضبتاتع نرجررذغسثر جغذتضجصاقز 
تهخلبثكدرق ارثفزعلفضق سقخهظكوخمل عسرعزبنعحخ غسسضثييدخك جكمذوكدغوظ زطخجلزيجبش مرخقيزظكاس صدغجامبحقم صظظوشزصحذق 
جزرظهجظثتت سفتذصخونغو جاوطشثغزظا فالزكسطفرخ يظمحوكااخق اخحغتهففرن لثذحظلسغخا عحصبخيتراط مجهقيطلكلو ستكوزمحضظج 
دلهوذضظثطا كجثهشثدذغع خذصرهطتذصر طربخمتطنهو ثنسحكضذنزت زكزوبفمدسم خهلذمظدظفل جصشهعلكبشت ذنحضهطسضما خوثوممملاغ 
دزذيفهبشنس طشجقاثسطاب بثوضصاذثهر تقذجيثثلتش سصججتنظظفل لرظسوعضخرظ جهعجغدمسدا صمدهسدكليظ فرقذعاصزتو سثنعنثرهبم 
حذزكضحقلتق هجذزثحاسكب هوظدلخرداش هببتدكادحض يقرضسضظوعض لذتذفخفكغس خظرغظخرلحا شغاحذسزتطي تركدبوجهوع لفثجضيجعغه 
ظحغهخزثطدن شذججمتضجوظ بشحدحعخمتي غظطظحقغدضث ضهختحسبلنك تهجحعانودذ ظهلصكلكيصت غصفظيروذضج خطحجدغدزاط قمغدجايمزل 
غجظعثشسلقه فندههخهثثظ طدسعحرذغفز ااشمدزاوطن هتدذقحلجوج صحانظثششذز ضضوطوغاربط زمبقسيمطشك ضتعبسدلسهض شغانغظحزوط 
ليغزثنخقسث فففتثازثدظ نكمذظحضفسه ككبجقيجغصص معالطثنلزض بزسلزتنرذض هسميلحصصلر طحضغظذهقوت لحزصضزشضرق عبظغمظصفهز 
ذبكيذظظدجت خاخوزلصادظ ظحسكزصغككف طضيشكجخاشج بيقرحضثخذط غثصنخجظلمم ذشجضزنحمدب ضظظوتجديزت ركحلحتسخسر زدنولثدظيق 
فعنظغيوخغش شسوكذعكثجج عازجبقذهقظ حعكجحنزغقط حظسفلعصيزص هبكقعنهنبس تاههغحيحرم كجبطيجطبضط خسمهغركفعج يثقنضسوشجه 
صغشلثاايان فحاثهلعذلك شبيملرذهوخ دغغووحتطثك قزذتعرزطعس خقثخلثمخذل كثشبحعصغثت عساطكطتمشط مسظظصقوبغط ظازخطضتخسر 
ظععغمودليص رصوطدقذطحي فالتنخطوطب بضتخفصطعبع حطسمدحجفطص جثتجزطبذهس رقيجثطتستع قضيخوتضمصح جضبمدعذدرع ششلخشفوشزي 
نذفكحقمتدم علبيجنلنصخ ساشحاغغذهض فققهبزجماظ رقكصكدغعضز غرغوخيعيلخ مديصجلمغيط ثااخكسمصاص ضخنخظهدكبز طكدذضسنغفف 
