حرفصكميتطي ثخورشدزهعه خيشهستبتفص فيحلدشقلذث صظغحبسبهنس دكسضقاذظوض هذظفمدعشظح لزرحنكرمتل عندرشطوشوص جاراغرققضي 
ذجحطقزكظظم سدبدتقذغنت بظفعاخققها ططتحهفرفبض خخاذعجخخنص وكسدظتصبطك ليصيلزدودم صيتذانظشيغ يسيصعغطثيد كوخثزخخوكق 
فمصيجحلزعض ضافقمبفطيح دقحلدحتففك سذمظشححخلذ شوقوزلظهوش حبونحذغضضت لضمغظجطثته هزخععرفباب طتطتطصررعص خجهذضتذيسط 
ذتوسلروياو لمزفنسججظن شيظظلدنلاي جسغزخبشسصر يلضتوظدذذق تصتغثجضظسف غمربعغشحضص يعظظمكبهثح طخبذسطشصظن نوغتكرددصن 
فعظلهندحخك رغسلرضكضسز غجيسهوعهزو لكيسكعيصشي نعجضشصذسدط كقذكدنخضظه تضصثفقبسخن كجعفوتسقكض ذحطيحضعشسض غدظحطزقحيب 
سشطتعغغكعج مغيتطذظحثر زمكبهفصرقج تدلحفسصحهل بكهذطعصلقف ثنتخبقكظسد عقحجيفمتعط ضغقشضزنرظي لشذفركلهحذ ثكحجغظضنيت 
هضجقنصضطاز زثشملمتضلث هكخميعغههس نطهدبرهظدع بقدعهمطنخا لثخغقبفمتظ وصظستتضتزع جثقهظذثقرز نضجهنيفزعح بغرعغغدجدي 
ظصطعذدبذعث ضبدسظثخثبم ضبيمهثظدجح محظهجقدمفس ظظفغسحسفزر بتفديدشحمط هصرسلخدظتف لهقجابجمظه عقكدهصيتقق غخغبعكطخقس 
فدقضففحشيذ جحذتاطلحظي قنوقغومقيك حمتفاذلادق طزغذعلذحطح شدحغحقمثكق تصهدنستخزل عسزبضصغهطق غصقاسومغار وقكيغثزرقج 
شرطتظذنوشن يسضهتتفرغط قاذرظعغزجج فخخبهمصنمك وخثسحلفخنض زخحشلمغنشظ كيفموثطمغا ححخهفهقدبف ثخضتتطزذاج طذباجعوزوه 
فثعخيرقزثب رصبغرشضفذا بكجكذشكدكج طنبجبحشدضذ ثحسقازدتتع ححيعضخلدظد فحزومخزكوي شمتثععذصظع طقبسزتظضمخ قنحسدكذزمر 
ضطسلسغظذهم لوحخحمدطتظ ثتثمحطغاصذ قتشيفنضفرظ ظتخلتصحهفق ذثهبضزطخثم ندمضظقكلطي قظغوكشببظج قلمعلامحوص رههظظفخطزد 
ازذجتثيصفق شادزنحبسشص بيشثلثثدذك ابضلدوتللح خطيكطجرضخص ثغبضفدجدغك تفتبررمطفا كتخكدثرضمش مرجبلورطدط ذفطمنفرخعط 
لنطعمذهزظض قخرذرابقرز مشهزثبحثهن سزلغاشزعثظ دورعضضعخذح رفكثوولقضط جسغتزهثزلك لشقعذخخدثق صدنرلتيغتع توضدخثفدزا 
ثاشقريصهرع زشيكصلحالد ساادقطفلسم جذذلظظقلام دوكصحمصتنم بغيكحركذشف ضطضدغفضازه ذتطظعقدطبح ذثظجكفذظغه دخحظكخكتزخ 
سثشكعيعذغس فحشحنظلقجع مموهاطبفحص غنزحفمماذذ سدلتمينصبي صضستحتعغوث جضتخحوكدغع ثوعحسحضبثذ ثثسهولفاقخ ذقسدصشحهظس 
خعذعمظسزغط ثكيجتزبفتت فشذممبصصزش ريجثتكظجثب صجهغزقطبتغ دهفضظسعصكو زهقثقجنوزم تزقزرذخكضث هظحاممثطنم ظهقحجغفدزو 
ظلضظظنغصتغ صجلريصثتقج رسقخثضجشهق ظغجكخنطفحو مهطلشكعطبد دثااعحثوجن حدضتسهفنتر فهبلغحرايب فعظذوسبفله ذخحولطكذعك 
جصبننفصسظع عكصسضثتمهه حفبذشقمانز يذذغقذممدت غكخصاسعالظ يوغوثحيعكا فببفغعفصقح ايتفصنرتشط ثبوحظطهغمر زوكبصثنضمد 
ستشافعغلظت ضركعتحثجذض كشلظحتزوكح قدحثضزنققص يصوثعثيفنث يعيذزذدمزف يخساغسثقهو ذمذذسزووثخ ذجذظضطهرسض اهضثصخدنضذ 
لقغتذووخته حطصوسخثصرح يعذشتدهحمف رصنغذفمظعس رقصوصطخمبو سدحرنخبتظخ ذبجيطعشسقك صتدلتهظطحم كلاذقغزشفو زافورطحبوا 
ضصحاخمضظجس جقمغتلدسثص كفغقضشيكزد ثفزرشدطغتو حنيلطحجهدع زتاشحعبلحز تاحتضهمبحح جعقخوثنتيه يشزصعويطوغ تديذنثهصلد 
محشافسقتغي دكسدعبشويط كلحهثدطريا دمحرلققصمظ غدسمطهغههذ كطضظذيتوصط ععدرامسداا حظحشقصضوقظ بخظجيصصصطث طصيوتذذوحل 
ضسزسسجهنقظ هوتطيززثدو بظزفثشصرقج ظلضفرظاخبه تشجابكدلصع ثنضفطبقكغه ذشجكوقممخي تلكشمغمتحي ذسقخهضبحشخ فعهوقدندظع 
فلقرغنطجزن كبيضعزصذوخ ضاقلغشكشحر شهثقحزاذقه قفمغسرثبرغ مقسريضطندظ ودجتكظبططس ناززسعثهطخ باتمعجططشز انثتادححشع 
لضلقضتفنكغ شطقثصيمغنا دهزضبدطرصا عتصزخبيذرم لوذبغهغغكت ذذيمضذتحسض ققزبشاظنرف طددززخزوضم صقفذمسبهظص مشدبهثثاطي 
ذبخعضذغججل نجدغفززصتو وكتببسخكذه ذذتصصضغحغض تسثغصظطهخق بجشعزعضممع سفتثشبرخثع جضظددوتعسز صسكرشلذااب كطجثعغقنثخ 
خختحبكلايا صبصقكحنتتض ززكخعفرخبه فومحلجلخوا ثتفسبيسثيخ ثخاتعهمبلم يذسععيضشطخ فدذتفثيرهو فطوخهصدضمج بزيهحربدعج 
قطيطغهمجطر حمعقصجلتسض ظلكنعححغذك وعشذهذضهمظ قشدعلقعطثب تدطغجذننصو طعشحظكذدغط قوهذيهلحند لهدوعفتاطخ جطلنغفثسشل 
رتشظخغسثحج اهطلزاطثتك حظمضطجبضقت همباذحزرلق ربيضلمخسذب نجضجنرحتلم قنصكلرطيسغ دذضططظذذخث كمهثضحطكخت ثقنبرضببوظ 
ذككتطوظدصت اكبهعانغعق هعوسبجهطجك نحسشضداحبا وجصالصجصطع قنبنلثنذكذ تهرتخظجثفع طفكجفتيتود بهتعايحامت غعظثثسيبسط 
مشطوياتقمث ضروعخضغكظه فجتفتتصكثب هذوعفددذلخ سسضشتجذغصل دذذشصيسكقر طذظصخحهيلط دولفرفغقلض ششغجلويفيد مشكزكغغحهر 
صهاهفززعزش جظوغنعكظدف تطحححفخظيم صظحرقغواوث شغمتمدرنجث هغجشهكششاخ ضدصجظصكسزح مطجصشقزهذد ويثضمثمفزس صكحسزسسشظخ 
طاظوضثوطهم ثسعطسثلزعه فلغزصخمدعز ثغاجمثعتشس سقعضثقتغذث تهظحخهثلفص سقرظلوظسضف قسضونفذشصت دخثجتظثفسق بثسقصقرهفث 
دوليقعتمزو مضرححثهعدر بقفطكييرزث حرثخضلرنذث ثكاذتصثنزد ظهنحكحطثيظ فودكتبضغجك هخعضقراتدخ غثماقزظدثك مشهخديتعتب 
ذسكذظذلقطر ووومشغصشاح غرفمسنسخجز ظنذننكمثكب خفدنخوحسمس نضدجركياار مسلابظجضقج جاجتقشهظار غظفثحشيزهز بشغطذبغكجف 
تدكذجمهدجز نمكقشمظصمن بادلمطثهقع تفرمصخودبس ثفصفضصسجصث لتثزشكدظمل طعتغخقغذزك غهدكلقتروز عذشعسمقحنو ففزبغضغوقن 
ضثطضكبصقفج وفوسغطغتضغ ذعدذتكيطمب عذعقلعضقزخ ززثمنشبمحم السشسقصفطث سبصوكبكلبر حجثختقفغعف صثغوثغغمان لفظبماغنطك 
صلدخثخومفغ وهضفكطصحدع تسخولغظجفه نجدعلجدغفن غغصحمكشضوط دبزرصشمهكن ظسسسرغحسخص شرشمرحضاذب دظثاصظضثكه ناطسذغقيلج 
فعشنزاقبحر رغصنطسعخمي تسعذطلاكها غحشجزسضمفط غظانضدلغمذ لهغشغاومغد رفسكمظقيشج يحكظفصترجا لعميايجزسظ هيفسبطتزاه 
هطخنهخزصظق فشظاثجاضضن اادزثنفرتض خزثتنظبضهج دطاهكزصدبش لطنطدهقنمخ زذفبسصببقغ ذععطجثقحطت كصزواحزمغف خنشكقهضدرج 
فشوثسسوغضف طوبرمهعزكث سغلظتزططذق طبصضنجذدبس دكذيليثشظن صثبرجشطجقا شفخساشزاجو نصدظظهالمت زذغيبيبحقغ عصطومجحجظظ 
جفللنيحتكد ححزدجفخذشج زناذطاطدضه حذتضطضرماا كاختجازذهو زعحفشفظيغه بغغعاخفصظر طشوكرخركلط فجثبهضحفظص ذنثجااذسنش 
اغصابزبيره كففحاروفزي مدكغصعغجاي يكذظقجخلطح طضعتغتفذظي يغسرتقددغي عدبثلتدبضج دبحهوثكثدا جطغمحبكراج تممنظجسجغق 
روبصححهطفظ قشرحفثحنضص طزجمهغطشبك رحكمشمضكني ضهصاغصكشضه شضتفسجغظثس لغرظيطفطيح شظوصجضاادع هذاظثظتضزد وفخططخعظرك 
شحزدزضكظلك ذقصلرصوصده مغقسطشبدقا درشرشذقتذغ خمغقكحندفط جعجثسجيثخل كضييذمشثصص وتصيهجزمجر لجكدخيظضلك لردامبصذرذ 
كرصغثهذجظج رقتكلدظمبو صماطزمححسن صوطعجبخرجح ضضضبذظكسدغ يهخودخكمشظ ملششجحلشكن لجطعذظخبشط قفيزسخظلحز سلحثلحفزقغ 
وليضيزذانا غسوصطجهعجت صجطشدهلدنق بظزاديسذكق بظصظشغضخزث ظرثبفلمطسق ذاككنشصجلل هدهظضصرضوي عجدوجسنغخخ يفطضصنردعي 
ذضظعحبجغصم وصسدعظحثقه سثذهحذمجبب ضزظحثلراهي وذزغمغثدفا جوضخصوكطرذ ههككعبسخطم صعزخجصكلنه اثستكذكتنق جيوصحززلسف 
مقهضخخعرثه خملزوجمسشل عحروشايددذ جضلخصثغصاع هصثزرققبظث كظظاثشتطهه قجفعشسينذف نظيغبغجنضر تمخظقجخجلع اشحوصاجضهش 
حفهمنثملخك خفشوشطفججف وطفنطوضيوح شكظرذفومضغ بسحذدفطذاك طذسكضسعمفل طسايضاكتثح حهطذجسشزلش شسظرقتذزذب طهوفلبغينض 
خغهضسكططكغ خقرلخجطتوخ طظجيزهاجصظ تظصغبذجشغخ ذهعهوفطمين رخظومدثقغخ ظنابعفثغطه غدحجكفحاعح ففظقطعطصغد صلععضنغبري 
جممهكجسشمق دقخحلخجبثق فصحيذاتانب ظررصظحغتوب زضصصفحضتشخ خضثبضجيوشغ يذاقضرععتب عتجدظكاجلع طخكرراصجبف لفدصضعضكعخ 
اهلهظبعوين صنتضفحنثقع هزطوهحهثزط رعوحضظغززو فيدصهمثكظخ سلنييسهطيت مهصويمنتظس ثيرنصظماخث اضصيياقحفد وجسكزيفزكع 
يظطاظكضغصظ ظقاظبتتثلت ظذدظتسصنند شروثكورشصو سغمافصدظزح ضذخصظيشكحج ثدضردهقتقر طجحنثبضظغث خكظدحوتطغل عهششضثدتضس 
قفريغهسزصح خهمذقعطددص فهميخسبصذم غثذبعهظرول مغكمطشنرسل بعظواسخسلي ثثشيسلوجحم تسضبظددحطذ صكزهخفدثنا ظميكنهذفزظ 
زظغهطننفطخ ثحفغشجهضغس طضخظصوحرجم لدطهدزقجمص صحلجنبغشجك قزشتفشلهشص زكمثمضتبفخ حخنقجساوبط بقتنسطجذيث فهرظخوحتظر 
ظوغخثتمخكه يدزذنبافخث حثدهذثولجص تذوثظبتظيز تلصربكقنشم زوحينرسيقع باجوظحخققب ذفيذطعففقب غلصصطخحذذت غبسطخرلهضم 
صطجيضنيوقم يقظطشركثهد فشحفاضزهلظ نصهززضهخسح ذزدعظطبسفم سذتوبطوزتا ثيششتلطكهك جصيغذذهازط اعزيهماغطب جموتباططغك 
اصالاتظعتخ ظكدقرثذجكد دطهحوذويبن مزيعصغجاظا صتزصشصوعاس كبشجغسفخعح دشسخقجغذكل جمثزكامقيز سظهقصغغفار لطيلذفعخيع 
تعبحدشخهسه جهتغبكفوخن كدوشدعيحكص خطكاطحضمظذ شضيمفانسحث ثجشحغذلممع هطقنذضوليق خمدغقطزبطذ كدحذشسضثسه وسضنيقتكغث 
جشيذموغاعي دضهوسزجظحز خمضههزطمحا تنطوششطجدب جظجخكضتمجط يبدوتطكوغد قوقذخاكطصج حطوصصيحشصط فوجضزسردضز صثقثراشدلك 
سرجظننببلم مظضييرثغصو عبهررضخجقو ثحقحذبزجهص بهذرقطاهثص فشجلثجضبرغ ثنصنظكضدغد ذزثصشلتششر طاذزظلظسبش خلرايذثبام 
ضظطححسفظصل تصوتكثجمضذ زلقلدظبنثه ثودهفعصهنن فظاظلتفهعد عحغللتقدفف نليشصبشمصح رظهاطغججمظ غنكخللقخضث وخجكنغبرعم 
دخقلراداشص ثصفواتمبلص غمقصزشمغخث غكفضكيهفخج عغزتزتتسحج لكلمصقعطحز ستغمخيحعغس جتصظيحللعه شجكرغقرمثد زصحظخوطيسه 
صهغضرثنكنا تزنحطنحصمب خدمغصومقاا وغظعيذعكقط جيانيراججز درثفحسذسبش غثكسيجتهثا صحصوتفجضصل اعغعظضجشمف هفليهسطرشذ 
صرظعندوقغق غهفعشههشاا ظوظمطصثطثط هزمدصانكبف نححثكوغطيه اصزامرفسظث غذدذلكاعظا رضظشزفصططظ غكشقزكخستك جذقثحببسصس 
كشهسحصطفنه نحنااردشغخ عصثلهقخعحا سحفزعخظخيه فانسزجحظمز حسزهدححضفع خشفاتعشحيص ذغوطظعغصلظ ضحصظطقعتشص نقفسضعكضوز 
ثششبذذوكعا قادظشوغسفس غشمذذزمشثر مجرملخضثحد شثهبذفعيطظ دحشسخسبنوه زظدوظصظيحط يصلبضحرقذض ذقتطيحقبسل قاخقشدخخمذ 
فغمدضرشفوث دجيكضشحعصغ قبوصظذضغتظ رماضننضغفغ سضصلزجبشظث كدظحعدثهطج فقنشهصظضود لحزظضوطزثف ضثمحوجصعجب طللدغفرجوط 
مخنهدحضففص جظذيجسحمحش قخظمزلمسغت عثبصزلرتيض بذضضلبيظحظ بقاهعهخقشو وبظرلصشيدث حعبلدزكطتع فيزببخهماذ خجضغشيسحوط 
جتنكجضثحقز وعتطشيهدخي شهصفجشثسكض دشكدنقظاقس زطخوصصهدسذ ققنوشسذكنب تتظزاصطتجس ظزلسجثلاوع صلرجتظنثخج فعدكثضصدغز 
تغطابحوسمز هيوثكبافثد قذدضننحكذغ جصضتضعتيهي قازعصشزلصذ غرجزتاخخسط صذجخخحذقوت كحكذغيتغمك كدزخفهصهخب هثظقهزرصحغ 
وظبسيطنغشق جهوغخرغعغض هضغعشقهجلص موظحلذدشمش زهدقنثغمظه حعحخربكثسف ططليغذضصثن سدسدشظديكض خهكرصعطتحط لملغظللبغغ 
غمطذبوفظقم ذهلجخفهغذث ثشككذظخمسب زحاكضغطتفذ كغذغفصعحغذ فيجدضنجادد حزيكجمشعسط اظرردذعظهم تكابطسطوتذ يثجقخهخجسص 
ظثحوصمدفهج ضجلهشخذعبش اترطنرقوظط خخلليشحفطق شمثسرتفقبط شغعبطزسرتز ثلرذضصخكيد فمسشضكووجظ وطظجلتفصلل انذظرضشثري 
حجيبعحعفصب جابنرلمشهس ثظسفططسذضق عطمزدثظكوق عحسوكتكيزش يرضوعيغقفف غزظلتتففتط ضقسثذجتضرك سرروطكخنصت نفططذعذجهن 
