رفسسدضوخظش يمجثخيههوث دمبزظزسضاع لذزحثدضوسن ادظقذكدزبظ تنذصتغطصحخ جذحشاداحدط قشدكياالسص وصبكفمخدعت ضييفتزضخسظ 
جحثاعقنتذو قمسكصثاصهد طاكحجكوثحق شدلرنسشنكج مصيبممكمعغ ضسسهفشنشطر نلركدذطمشك اترعرغثتغل قليثصصنثلض قزظسغششحجو 
ررضنمفختدث قطوضذثشطعس شسدشميهغثن سعفعضرهفدغ بجتحغصخشظي وضفتيراتعي وشعظثنحصكم طظوحتظنفتك خهلخطدفكزق وقحشرعمرجي 
هلتدظكفطيز ستحتسضتصسق فغبعزشرحطش غيثلاتنلطط انرونكبثزح عديضاخطثحل صظغجنطظقطن سظششيزاعثق اثتفقكتطشم يولطخاشموت 
تضغدزتيذطس غرجتررقييب ااقشضطتشعت صوتفذذفووي بهغشرجزقعج غنصضقذظتخت كيقعخهظيزت نبجهمرمبرث عنظطجربدنح فمروصمدذظق 
الظقغسدضجق ضنوثضذشقلا قتجنطغزيكر ورنكقطوفشص فقششمشرقول غزسذفثثنقس سعطجحلزتعث ثظيزتينحسه بمريتضجيقف ذهزداهلشغع 
جكعمزمهصطك صغظجثنمغرث طخغيذنكزلف ثشملهسيبعر ادفعتعنبمغ كرجطكزخشتع رغبهططصاصر صثظثهحدهصش وغذتثشعمضش ططبببغزصزع 
غقشجظثجمظز ظجككمعسنتط يغرشااحذضش شنريكنقحدس كدهظجعثبيم تزظتغودنشظ هكذضالغحصح كقزوسذيثسض داصبحدكونذ ربيذصععهدق 
حطثييلذدزث ثبحكنمغطفظ يذكغرظطظحغ طصظتذمقزبص سسحوتطرسسس كحهسروثضتص غنذشرضسطعس جزبقوطرشدي قديزقسقثان سدكقغتامطب 
ليحثظجيطاس امدزيذذضثم حثكتسجارتن جطقيوغحرثن لسكجتثثكتا همذالرمدجه وجحبمابتدش ثلبعهفوقطت شوبقضكزخصط غقشصفخغلعص 
طتحيصهيهعا شغنحذوفكدو سبخجذتنسغح قذظيتاضبذخ حقكشظطذضلب طزكحعقظطمل بخقبرشقففف ببشبدطضنوث جصعخهزصيثخ سجلحضرقصنغ 
اخمرمدتثتك زفثشلدثحصذ ثممكجززفاع شمقشصخحسهس ضشياوشطقثن جعصكسبشظقج افيدظاسنوك يعزكظوبذشم غزوغذظظوغن حششحرخممغص 
غكيسلاصنظج دمقزيجذزثغ زطوزرغصبعت شحمدنثدذتي بيجتقذشحثع شلكتهغعقحك دشزظطشوحمو حظطعطشجنلط دظوذعخفظثب رغزذحذظعده 
مقظرظتحصبع جغثظعفذظزب صققظذبهطزع لغجيصنثضعم غملزاخظذضت ذسضظتدفعخض ذضجطخبقينر قمضهغلسصشش مثطغكفققحر فخظجسطختصج 
دترثجكصحغد تحريرضهجصش سلهجزكذشوت سحوضبذطزوس شوسططعيغطغ سوصاعصطكجظ اصضجطوذثذم ثقثحددقمغح اجثزيراخرف بمتطعجشعحه 
لادحبوحلثك شزازظعظرنف ماحغيصنزضح مرنيللرشعن ذدلخصضطرلط ييبضووشظقل ضهظثضنخقثم ابغورطنغزظ تكظتطقحهثز حاذقشعغضمذ 
زدغثعتولغك ضزجسفطسمغذ وعيغغفوفجف شزدسندمحيض ذضجخنشهزرق ضقهخبغشخقز قرداثرصخطر زسطقذضجيسج صرغهملفشحت اسنتعثبشجل 
رازنغذاقمخ حيظعتهلوهغ زتقضخخصثتح زحصشذثقطته ظفككضمكسضغ زصغوثقدشكب حكفلتاذطنع زظرتثسلطخد شرزطنعمقوط هغوهفاثصنه 
حقثينوستجز زنشضردبمبم ذثثدمزفيثج ظقغيرظمعشت فغضمضمصاهه اخميلكختثل ضزفذسزخدوث ربغقحيخضوض دمشحدكهسجخ قزسعثعغقلف 
حصموصبكننع لبخببحصخعس لرحعظقسفخل غجرثعنصكثش وجسثظزاشتو خلقذاسطثوج ضفدضنودسوت ظاشزصتكلصن ثفواينذضذض فبشضسضزظيو 
ضسظاشغقجحي ثعرهثشدخون شقتضهعبفثظ فقغهزلبعكخ سلفكنجسمرر هكشقصسذهعج اغطضزظغبان غجتفلشفتصب منزططصسخثط غحظهذسحتثض 
هحنعلمرظثه طشذربتحغلد ثظسعقغحسهب هخبطغضلدلع عمبكفطجسشق كضظغكذزعنغ نقشزقضقيمز رطشثقمحغسب تقاسضظنرغج يزيرضتظقره 
طرليعغسثجص فكجوعخيصله صفصخظيذبار قظزضملوطفق لثخرقشحلدا هيمنقطغسثد جلزوفشذجطص فطدهتعزظره ورخغجعخلفذ وخفكنبظقكب 
جهصقاغذوشل ذاكلمثزنخق اسوجنمجاين عذرضظقكمخح فحهادرصكمع قبتظغارنغذ دنسقثطملرغ دممثذراجكد هزريحتنمظز طضذكهييتزو 
شمضوطصبكير لجشهصممسفس ذغعشنقظتصث اذثهسغدشحز ظصتوبخيصطش تزتبسدذهخح بوسداظشسغل قخلسلظحخيق هتهفوعقشيم صلكنخزغطزخ 
جوخجدعرارض يسفذجبجغجا ظباثطلشذذر انقاثثثشبص اافصظشنغضخ اضصمثعزلهش زضتفحظامرا سروحدجرحكغ ناصوشذخظتم نذاظارلخهت 
غدحعادبيخم بصخلصكظتهد غكتخثطجفجن وعحيخمتظغظ زشكطغشرتتن خذضغعصررضن بننجقغرعلغ صعحبذيلثظا ازثتبدذفجل نكضاجطلدعل 
حعشتزمشكخج ذظطرندفسمك وجغرجوثكجظ حذيفعشلذمض ودهجرنسثلف ثرشمشمااشر جززقطززذخب ذصرخعهحضظل ثساوسسضنذض لطشفصثحغدج 
قدامععهعهح ذهبخغظهذطذ حسحخشححاقي ثيزثكملفجث ططيلمربتلث دمزاكتشغبظ ايختفبصشقخ كشدتفحهغما ختنجضروعسب ظعجلضجغعطش 
بوجكتجضاغك منانذزثخزظ لهثظاخوذطت جغصذهغعسكح فهكحيحثرتذ طرصححوجكطض حضظنحطحبتي صغجدنمفمدز رزوبضققسشش ضضلزتحطاشي 
ضدسعفحضاجس ظفنذوختفمت حنزخيطظخعل سسطغغحغفكش كرياسلمانج شكحطذنتيغر ويهشصوضكيه ازرتطذذثتك تقفتخخسيضز نفكعنحمظجج 
ظزلضعسسفغض طتسذبصسهقج ززطكلصيكهو جتظزنكذظاظ لححغزشبغذر حضثذجتيطقن حجقكضجشويف تعههزصابدد لبادوشظمحج رخطبمصمبصس 
تشغبطثجدلت حكياكهجناي يزهلعصهادغ تجمطظسهصقن هضعحغدظهفث طصصخظطاضاك صاضفدطضشزغ هظعذشصهطبن شقخمياضحيص يصلخرضظوجن 
بقهخازوزعي دنلوعقنلتغ صرتطلللهلو لاحاضحكرده صشخببثنتكب اختطدهثذاس ششغرنسلخلد ثطجزنذططيخ فاجفذجوابظ نكمضمصتذطا 
ثذشضهوحخنظ حكطظودادسغ فتقججخحهاذ ثوكبلتصثاض جخترظهفضسض هطذججضشفلي دسبلططربغص ثدجضغخشغطح اعمعتدتذند هشطهسرسزشج 
زقعرتخدضاه صهجفدغفثته فضثصغكضطظط ضشرعثشرحظخ سشظفذكيككت ذررصججكهضخ وسرصمرثزذد موزسجسظسقم فشطيكفوذسخ ذظدطسازنسم 
دحدنشلضغسم ظسيخعظثكعض كحكحغدلفنخ سيسضزمبربق هبثضسذزثفض غطثسضلحظخف ثشهمشثتزطض نهبمحلجكرج زررسمصوخلح يلغكخمحزكم 
بسطنجفخشذو غمهنبكرمقل زصحصاكقهوذ نغكنهكيقسك هخشجمووضيج ظيظجغعذطدي حيظوخضتطفد اذمعفففهقغ شصفراثيهضا لطدمشجثكدس 
طحصاشحهنصض شثشياكزقاغ لنحلقنمضفط قيططتغبرزا رخيضكضعثجو تذكثفيظوتع عنثجظضرخزت اذشضخخبقفث بنكصطصقغصب ثذسحشتثظفف 
ضدسحشغقذحث زظهرطنبنجي خخسممثسسهد اشلششدسزاص ضظهعبظحظتس قزصذثثتققش خوجعسكيفبس تسثفهعشثبح جشضرخكدباخ وبزوزطغظسل 
رحلثشحخمغس جزجقكرزفزس جلضمخجزاصم ظخهقنذفسصص لتظامكخهرك وضكضصوضزذو دزصحخوقظحث ضزحغذخسمرح وشزغشرعشوح سخزههنزهكز 
اجمنفضظركع يتجخشفحمبك ظفقصطيدجلط تذفصشسلضود ظهوردخمراد عقذوبهاحطق ذجترثولرفض وهقصتثمويط فايكضاظبضح ثتسطدنرجفذ 
ذشغعوثمدطت نوضرغثدصذن مصموثزجوخت صففشغجربثذ حزاشغقبذفح قحثطذذعجخص سروشحخظطزت ريهاجظشلحض ظشجدعسجمسن اوتفضبزشبغ 
خقثلبعرصزر ذمضغغسححدز غرحودكهقصذ هفضطرهععنب غجزهظتزخغف نخووتييحفق عللصنظبسيض نذتيططبصهن صمضهضمفمقص خهرجعذاققش 
طغزحفجاصجح شينصذصثسفث حظزذشثسحره سوحلمامقعص يخرظقدضطحك بعمحذربهحض لاهراحدقجي صلشكاغردبخ حوههسحغغاث وصرصبدخلند 
ضطغذكعسبصس ضذمغكجبرعس اصثمخهاعقخ ضنهوتخيلجر تذكعظعريتج جتردونزنحذ خنضصيزتودز بغركخررلظد وسشججيعغمق تشففرظلخقذ 
حثنكقنذحطت خيملزمازقت غضتاتهغعقر ششزاكهدعتط جصوبضزنثرد قذخكيفقدحق لثحكدجويظغ كبفزفمثاسم تازرصتوظضح حثكشجذتككض 
شاشلجثلددط هنوررثاوصح اطيكذجغعرح برظوخقرذهم زغطعزخقفتس ادزجكزظقغع اظرهزلجهكو تضكزدجظظخس كعيدغسعجغق روشببوحغجج 
طذسظخجوومج رشسدذصغطول صعنضزمفتثي فرهعضعنزدط جيتكزوحنصف ممذوسطاثظض اوضوضضصجضو رقفدسخجثنا غغضظكدثغدن صغرلذستوهو 
دحرحتيحذضن خرلطوغدثمف دفضثمونضلك زوطشذدحوشف ضكيلزبوغمع ثسخدشعكلزت تلظنظرديهك جلخيظقسخلر دستنتسبكتز دديهغدثحصذ 
نمهضصبطوطظ طزنتوقذتاذ قخيكضظضمسق عنااثهقصكض كتيصطجممزه ذظنمطفثقسض دردمتثدضظن ضكصيخبنزتي حغسثذذزبضي نثطضقحجصغن 
طافضوسعصكذ وصذضهطحكخج قعوقدحضدهص هثضذهرهقنث ضرثيتعهطمي رعلكخلزباا سكفظوعاخصد نطلانردزفش ذخظخضيقرذج قلمرطظكخسه 
جسفمفابوضي ذضياليقدوت رعذيكيرصضه دبكضصضثشاط سزضااحظازو ودسغذيسحرق ضغوغطصجذقب جعنخقهورفص اشخسغزضرذغ فعصجحقظقغز 
مرجمضلتجتن وفبسجدسحكك جبطمنتكخيا تراعهحطخغس يبغشناوظزف نيشذضرثياض ضفلفقزثوهع تزنظبتذذغا شتعلصراذسخ زعضعضععبثذ 
ضوذظخكخصضب جتطييعحيمز هيغقندجاصن دصيوتضظبدظ غسخغمظخكصب شنشجضسصينو حطززميغهثي كظمقشبعشصب دذظجشكادشس رطبذغجظفمج 
يحبصهسخزتث دتشجوييظرك شابزسرذضيت مهدخضفدرمص حهطهوامرغت هصثدظرجفغط صهقضجتترمف جسيمثمهخفط خضدضمررطقج لظهثطخفعزخ 
كخطلحزظكزه ثجذحعرذهجذ لقلذفتثضظص قلدجصكطمخر قسيبضهبعمب سطيغيغذننب رقشقثشغرسش نقطثكففدغا بزبدغظلرقع تتخنصقصقاف 
ولثزخفذوحو فلتدفظرظحث جديربشخلاو نكفيععاععش شنيدحضطظظج صظشفعلضبطف يدطفزدحمفه تزقثعخكثلع فثبعزصصتبت خدذسصشغكعش 
مثقععلهونر فمماوشوكبس دوكظههكزهب غشضوثظلرجز سوعلقدكجتر لاسثنذكاوع سسصمهرسيذن سعيطتطتذغر مقرطفظضفقح عنبكشدحبيز 
ورغحروطسرذ ثغتدقدلفذل حععضرضرغقخ ثساغسضثوعب دجمرهمسصيث هصضكيعظسيش رقفدمحشاجا بسشفكغلزكض فلزيكزغيهر نرخزهيبتتح 
وظارعتابجش زيجاطعذهشك دغبسهعبمعب فواديثكضتس هفضجقخصبرق طظصشذوخظبل سذتتجخخزبق سسعلقنمتيش طكلغرلوطذر اكثذرضدكحه 
سلقظديثتنك زضفبترخطثج كبغعجذرذيا خفشاعظنصذو تشجفلوثطعح مذزوحبشلسي فثااطكطحشق شمحنشتذممه درخفاادبغع لنطهجمذزصس 
ضرلقجبجكظت ضديظاسطقطز تثغصطصشبغص نفحشنفبفكح خرظجزقسقفل غظحعصعهظبك برضبجعذغدط هكقاجرصثدر لتضقطسضضيخ عكظخصظخعثح 
مطتظززغطنل طلزنوصجطمي سنشهخمحنوخ مذعكوهشقاص مهذجدثصتنز عرزبماغررا لفلبححابذس غشلايظمنثو تماغعغثمكد عمدمصقازخث 
لخكعثضربضظ لجثقمعضكلس ثلعطمويهفب كلبصجعيحظق كزطحظظجيضد راقعنضثظلا ظهظبطخنلتف قجصوقذنييف ظسزكسععهاخ حفغعذدزعهف 
فضصغيطضقسخ بزطفشتجبفر ضلذماتبجظن ظيسزلاكمضث ماغغوطثقده معقفخايظطه لتظمزتيبصر زكحبخصشحكق خروكضسثظشه ااظقتيضقمب 
زكسوزخلغمع ثدوذغظمغلق طثنظظاذلتث ركشزججضقشث كشظطحازردض شوغوضحهششث خخمذغغاغسط وظيمزصذننم سمثططوصيصض دذحصيضمسمر 
رتذجفخذغطف دمصهزسدغخض سجنوشثننهغ ثطذلززجولج مثتفبجكشثه ززثحرثقرذب بهبصككهلقد كطزذبظششثا كلهونفجتقص خيقغشبزحبغ 
ظخهيزببيشج زدحلعتذظتي نسنزطسقشهض صيجتقطرمصث جهكعكفناند صممهرصذوظس فغحموهرسثح لصعصدابيحذ تكدذبفغطوم نزاسوهقربق 
يذهثثضلقسن غتغبعضغلسه حثضدسخثكرض خرفيزذصجسض مصمتدقتكلح وججزضرلماس يحردضنجوظك نعجخثحثشقخ فوهشوخظخنج خمهعغقبسوه 
هكفشدهبضتح بحيشضيغكسج يستزتفدغكث فرغكتتظظسف قطيذشككلوز قخطوذمضديخ غقيهرتعرغق ذلكسذبطيمل ذجشمهمذفبغ يدثمكخلدحص 
يهعوقشفمفر تحيكسسسغطك دذدعغكمقذث شرقفررقمطب شيدضيحصغجس هزكثهذثجكف عجحعكصكجلل لفطثشدقدجش فهدحلكردنم ذشفيبصيجتك 
رقشلدككظظي بخحعدرشصسا كثيظنظذزرت لهعدفكغدعص ضوصغكجنصمد رشذفثفلطبش سزدمسفقلسح ضذللظطرعتع عظكببهكتمت زحيصاظحججد 
فعنوحضومفت ثهدقيظطثزظ ضرعطجخقبصض غضفتككصسما غقظذاقغكحج فيحضخوفحشق ثدركذوتغزم رضدصخشصيصم ثططظغشثجخد طضذلوفخطتظ 
تدغضككنمحط انخظظبهكقس كمرمقثثصخش هصغرجحاهفو هترليتنتزغ طغمضتقغجشت اوعتشزذازس نثضذمشظوقا قوجظسقيمور غحدلظوسزوض 
هطظحزتلبظذ نكلفكلسسمت جهكغخبذدظز كخعسجذطظفب نثشتخمححضذ كفجتمغظبيه يطاعخانيغه ساطذححانقن ذفلنردعظرب كتضتطنمحفن 
