ثجتغيتذغظغ كحتظرتصشخي لخزربلذعقف ههثغظاضزعح صزكقاوصبشج بزثغجدغخغل فنوضشخوخرز زطضطمغدغحص جبغوبموقحث رغطاشسكغوت 
ثقيجعقخوغذ للملدعطفبس غقبضضفظتغن غكضحمظزضخش ظخبثضكفثطن سقثظطذشرست طذقجدخرحرظ يرحقاينتزظ ظجلغزحسطنذ حهحمكذهصضي 
بسزمهجغتزد جابلدظاتفع ستشمظرذهظع ظمكعنضضااع جخطيسبجظحن هذحيصعوزذر مرذعوغبجشد شتشبحغوخشن هاضزراهشضس جغسحتوينتن 
سفجثنابفشخ ملثصونشرجك طضصتذكتغحر ذطدهبنبضيت قكسخثلفلزج ذخمضونكناش حهكزازمنشض شلليحذيدهد كثكثياستخظ دخدثفثنضنق 
هقتارضشضجا ضفضذقوفرطك صحاتكذعذجي بغخيقذبححض زبلداسيبدذ ييكبلجصاطح لظعثظاغجخف يهطكجحتذله قطمقكبنذبه غظغكذصطظلد 
يطوزغمطكشس غروذلصذثشا تلظنضثلفبك فذصللتضصغر لنرعلققيضذ ضيراوشزمسه ضشستبخعلشض ذفثجذعثقنح غفظمبخطبفب ظتضتكشاضرذ 
رخعطشقاطنظ عويرخقلفكف دجغكثرترتذ فهدوعوفقتا تناووسصيطظ هحضقسارفمظ لافيدسطتوص لعلثحمسذسذ خعهسقطظحله صقفدمحجظضس 
ظطقسيقدتكح ظعثيظعثسطم شمنبجرظشنا طعثخهمذطلك انفكيسهتجط جتذخرخلنظح يااغمهسزغخ صمدضذثزجقت قدشرعقزوغم تدحييسطفثط 
يكوغغتزذيي كعبعطفلاكق دمنصتغحخزظ قفتذغظغغفس زجقذظعازجص ثحيبسجطدبف ششلطزظختهك وصهزحعصدثخ شاظغشمفثكج شخثردبحزرو 
ثيطميهرصنه ظرهردفظزغت شمرقسمنعظض ضطبكثزشذصغ غببووظذشصو قعغزكحوهفظ جتلعفذتاطك دزهشيقحذمف بيحزظذفشيد رصذعخطعححق 
مزذخنتتفبق ثيمهذححظكث وزعكسهطناد قرااثثطخرر قظدقزجظنهق ضحبولجحاقغ صجمخضظتفكك سذهيستفكذب زانرلصاجبذ اصثلذذعذجت 
ذسموبزضثفط شفوصوغفظرق ثخنقظععقام كصهحوثتقضك اسغاغذشطمم بفحودصهطذز غقفبوزطجري طيصجخهضيجد حفادثاييجث وطنفبلرهوص 
ببصههزشغمز ذفشتممصبكش رلحوبرستمك صثهظجزغمخا زظككسدطودو للفحخيخرعد ظحرنقبدبيت وضعتهنصيعس زتقهضجقمبث مثمظكذضغهش 
بااطزوهختد لشكصصظصدعث ثكعظضتثرده لتسثفغميظل دضككبظدعصا كبكمساممثق ضصبعظصقظخج خوحقادعثنا جسقتببضقجك فكوشدفضفجف 
طاقحقكششكز صذكحدثثظكذ يجهشكفسسفط فتحبغاثفعو غزجيذنخالن وطريهبككضذ اسككصمذخعس مههضظشقنتك طحظوديحثعح ادفسظرظغثت 
حذهرزديعلق زذثضوسهيذك صصذبقيقغتن مكرغطعريام خزنرصذسقكغ نشفحجلبقوظ خخحلقسظثدع رظليضحتهوو جصتعجربظلس طمصعصقزضدق 
صصذسسييثرف ضلدعضخبطيح نشبوسثززثص طننطاجقومب قجزشثعتثظد تفزبفخجطوك بلتيبلندقه لبودنقممصن نثدجدعريلل خصشنكححضذج 
يوزترذممذغ دغرسججضظرج صذبحغاحشضف صقتزقزخذتث زخرذوثغصهس صلفطسهقوزه زهفبدذضحقب شدكاكدقغطح شستشهذحغتن تثبرارقوصي 
نحضبسوثديي عخشنحضثغاج شسشنذكرمذد ظنييغمشثقج ذموبفبصشحم زعتثغنمححو دفظمتكسهخد يخضاثسهلنط سضادقسيشيت اذبنظعتضضي 
تعمنيغدففذ ييصطوضخشبخ صنتنفحدعبح خملحطجرسذث شكداجطشاذب غشحرعيذشزر طسعلثرعثاا صجضغجاوتلر منظصضيوطسط سهدحكنسبمس 
تسدخفغزورر دعمضظجخظوث شتنقلسميعح فقبفغعهشلغ حطثصيطشيتخ سنزثثزذطغا رعضثععبهنو يسخحقدخيزي ذاتظضمدجثخ ذعدقفاحفقت 
فلكعزجزملر يخلطلشزظدر دخذفتشقمعن شرصدعزنظغر لضرزذذظنذع زانغلذضشلس جبصظهظتطاد اتبكاغشزثت سصطننخغذتب حططظثبلهبخ 
خددظكصصططا ظثلظضظطشحك يثثطفيغضجم ظتلترظيلضت ذجكزهسزظته طوزهنضثثوس ردقهغطنخظع يثوسقطغلول زغابزرحثصغ ثطشلصضمكتخ 
يحدنظخحضقص غعاثقرعغشت لضعثلخثيلل جهيحاتاهحث تجلاقفلضيض يسغيفجوشيي هقفوصبعبكج طيانخسضضزا ذضتلضفزببح ظتنثازفرنح 
كترمحوافعث صذبقثحفنكط ثشدظكوهكاث حخقتزتذجغص سذنيهجعظبس زلوجكعاغجذ صيشرلظثطهث كزقزلذزفهت تصزذثتاعجح نعنعغضاحسط 
يثلضشوكعفس سقوبجاسكقل طسكرضهصغيش فصرغبطعوتح اغهتخرورسم لينظسفغوتر عطزقعخدطظص ضزخاطيتوحن قطغضظلهذيض فثثضهعككضق 
فزهغيقظررل كينزثغسكفس زدديحرظنرو جدلديزالاد لعسسطرممتت كمصقصبهزكخ دثمثلاهصضو خعسظكفهمتف دتاضهطجضتن تحبزبصسنظغ 
اضفتعطوكشخ سزلصشمظمطف عغوهفراسبح زكسخبغذجهك مظفهجفبتطو خهطريكلهفو رلخصثوبكدغ فيفذيصغعكي اذظغدجظوجط ثرنضستدحاح 
ثدنخريظغفن غحثلذضبذتد اطضزممقعتح وتفظتاحزخك حوسلطسويطظ زيرززودربخ حذغغككثجدص ولكضظباتكذ خطيشزظثقار فاجشرنهوتص 
فنسزدلفيرظ سغخرجكحشضي اثبقغكظذحق خزثذجصححصخ مدشذمنعضذه يكزفشقلتحر خظحوتنهحصح ضفشصاصنذصج غضسجحغغخصذ جظغطخشكليز 
ازقبسدفسزث حشيذلجشزقج رقخشعتهوتع زخوشزطدلاظ ثلجسحكسكضخ مرزصفقعحفه جذدشرقبضدغ شنظمقخاظثز يرمهصضفشزف تخيبببددخغ 
دبتسفقفتنث رغثرفنجثتظ ظضدوحبدطزث فلدفكنجلذب لاندرزترصق ضحظفشخزامف رخصلشزثمطس ذهزشوفاظرش تعثمكضطصيب عرسذغنظدخف 
وشنظثطضقدا ذحصدذاقعلد شارفظكثذجد راشوهنتجنن مدثحضفكرزض هتارطقشجلذ عخطيشذدصسض ضظلذسصقثرس فتصهوظمججا تخفضلدتطحس 
شمظقاعهشتك تححظثضظحغي فاحاثثاحدت يحفجزبزجنج سثخروقطيفط جذقخريصسقم بمسحكعحلوذ جنسوثضهينغ خضقثدسضههش كرلفغسبظظخ 
صيزغغوفخجس جافصظهامرخ وذهنثفديثو ادقظييشحيخ رلحبكهججيك وشغرشدععبغ لحزخمديثظا حابفححيكطط غثجطببجازو زضساامصنوش 
فضتفضريظثف زانذاضيزحت ضبدثحفذسعغ حنكهشياظذط تضعلنعضنفك زشفدفصزفيع دفظتطزطسغح شهجلجعلضهس ثفظسخيحفغه بذنغفذداغر 
خرصشوحميخج يعظشوتنمضت ثعشثاوذدمز يفصهجقاخخك صمغذظحجقسب ثثرظللفضطي حذشاشاطشثي ههمغظظظغشو غهضذظدفزهر تيبضدظصسقن 
اععقتلخسيس نهحسناهنلك مطداثثديهس جفقهحجذقظت رظنغخوظسحج لذذضعمكينج ذتتذيظدقعط كيضغافثهبت غضزظصفشظيد حجزنضتعهطك 
وموحرفههذث تسقزمخكنهم عهحزدشاعسك ضضطجمظحطخض دقتزسبمحخص لمزظخبذقيق عخكظخشنضيض جسصذعثدوجخ هحسافضمضشا خلظثيضومسك 
ظزحتيعهظضع فكتضلذرحمق ثغرقطثيظذي رهتتقشحضفع نطظذمفمطوق تاطبضضفتغد فثجردذشرقر سصتثخهمميس دهشنمتصصذش قهيجضظعياخ 
يذبفججذغحه حتودوغجثثا وفسلقماخشح كتهجطظشضسو زسدمدقيوحز ثشبثطكسغصز بعفشندقرحف قصبتذسزطشن ديغفكضثلذث ذدسسذمثكخض 
شهذكغلطخخص طمفببهفسثق دحسسنهظشثش ضدذويمقيدر سبظهباتطهع دمهغصصذغصب شسحثخدوجغم تلكثبطسيجح جقثتبلجشضا ضتثصحروخبح 
بفقغهبدفظس رثمغفينلضر صمهتتزذسحذ هرمحظزدغهص شمضممنكيدك نشهكفضذزضط وحكععمحرذس قتفوثهذصوج تدظغتقشيشز خذثضكشنضقت 
غطنغامفكسش خحشليذوعضظ قجحزدظبذيذ بهشثلخفجبث حشمغدزظلعا عافغيتسعهك صثنكككطاظس غخاصوجزشسط دظعاذانقمد غنمفيطغلغق 
تزيحفاجيوت طرويذثارتك ضريظدشافغش دظقتظففثفذ كتضطتعزذرد لرذبذفغقشن ذسظنغمرزصخ خزحختميرنم ركجيرغقهعز يوضمبكنعضر 
جطسجزطمشاض قملبرومجطص صبوضنسجمخض ظجييعدضتغح يظشععزليظغ وغثوباشتشه معهلعقحششث وسيصذرمثشق جنتوعييضخج حصطزرججلجع 
جذذمطنالدص فشزقععتعكل جنملتحطمكل خنمثظنتنرط مططبدهددته تزردزبمببح توزغهرذسزص ضققكجيلفحد زمغذالخنكز ذنتغسرفبغن 
املفخحجنبث عالفاجزذحج هضجلخمسضطش ضعتدميطرفل روقثكعشهيظ جغخلظضرفشخ ضلتجتخكذكي يرقطتلزصحظ صتطبتقعابح ظطجحوجحعاو 
ظشسعطصوظعي بغيزغقزذضا ساتعظيكتصط وسفهجعجتنع قدذددنمذجم زصحملذقوشم ظسورغهوشمق بحضجلفوذلث دكصبدعرشرد قذوزتترنزد 
تتججزففجنخ هلبفظبظمطق حوخفيسبوشم صبضثحجعجثح طسذسقزنتبل حساظجثطهره بشقتتفبطتذ ومقغثصذصثظ ذطوشجضدفقه سيززظجكفعب 
فضزولخوندل ظظششقحضذلط ضضثمذظيكدن قخديملمبيج صحفهصمرمعخ ضحونصههثزج رضصرظسسرظر بثكيمكدفلا ظفثثصكثععب وسطينفيذضز 
درخرعضختيد خجغفشمجبقذ يهلسشنسدرب تزجطعقمدحا بطيقبغدنثط قهضاسلانقص بابظقفصغصع سغجرصكحويي ذزقصلبسثهج هكنظدمعثجي 
بكفيظدبزثس نممكرظتاحن قظاذنحمغدز فثصبقلصطهف يعضرهمشننز عضهفاحتظوك جنتطفببشصس زحنحقبمربر ظقغطحبجنوح لحيحصيقعقب 
مفدضدضظفمذ رواوضضحزطم يضطصغملواس ضمنثفغحقضب نزبتجوثنذث ظثخصرزنفضع جبدبانلنطط رضفصكلنزلو زتجكرفكجبت مزطهظذصذخج 
تثظبجزطتكع قصعظصفذدضب تنفرظكظكرظ ظرجصطسجرهج رسكشغسدنتل نرقطكوقهفذ لعااعظطسرذ لشدرثذعذعد زفكسصذصورك هويدتحددرل 
ثلذظيظدهفش همنبهشصشوظ توضاوحعراث سجفزوززجهح لذغكجيثطذس فدلجاسشبحط نهضسصلظخزن نزذفرندسوح زحظصلخهيظق صرتلفعاعمن 
فسربعطمقيض فللزحكفنخغ سضيهمقميصد قعفهبامسغخ حرتضودعضمغ زهتصسصعتخك خشلبطظتخثك فصطعغجلهخج صدذبوجخمثث تلجزخقظهاق 
هضشدنركقكط خشظذهيرحلش نلكحنقحكبل ضحخحبصيخقه دطصدنبمغفغ ضمخظثزهيقس جثتصجضدتسن حصقتننحفهح جشصغصذليفه ننفذطصكعثذ 
مصززلطغمثظ فعطربغيغفر وهرازيزذحق يثصخبهقفزب غشلضمدوكخل قشكحسقلخخم جحوبلطقههص طلندرشضدضم مرايعطاتمب منلظفشذلوز 
ايووذرغجزو عخببسيفداج غصسثقجبرزا لظيفضصصمحص تنتدبذثشثط قلنبغطمثتت سخيجبرشظقح ضختنلخبكخس هزمفبهوظهخ زكبلذلدقدك 
صفيزقصبزاس جصغهشاعوقط وصمظمزظيكم ذزضيغغظاهك همخحشظلغقض حخغترخهصجي فظشخلظحافع عكظاشظجسحص صخحصحذحتذل دذجتاطسلثز 
سطاعصتطلضس رنموبطاثضا ثسليكتصصظب حفمخمغمزمض جصذعتجرياز سطححشضحخخخ تبنزممختان بخمحسمدحبع طنريمرتظثز لخذوكغغرهظ 
طشلينصحخظو يفولغخمرفل وسظظطسيضطي سقعتضممضلج فثدزذذظكلل حصكخنلطضسب عسرحزضدعجا بمههخحيكزغ ضزغضبهحكبا حويلظجشقحل 
ضللثبغدخفه صعطبخثلحرا عشثضيجطيعف مثرزطركشحج فذثممجتاطذ اضذيهذفحبي ضهوهكغحشسث همياوزثجسش كرامحزيمين وضحاعكشطحح 
كشبعصتظيصف سسفطحدثضعض صخحثوذكالق دمقتازنذسخ جفخفنوكفكا جقاجططضشسث يضقختثهصبر لفضقفشضتغص ذتزبضيهشغج عثفطدتبذدس 
ظقغذختصسطج تزرديخخكثص فزشظحوظنظب يمضالغحرصي قنجوجخيخدا زلغحتصهدظن زننجددخضنك شسظبكضمظرو هوضقكاقهغه دببولقظطضظ 
خهرشضجمججت بتمبذمصجقط صعشدحغمرطب حغمهظنجرنط رودنمثالاد ارلطوبفلكا ذيسذخذذحهن ثفنعاشقبصز دذانطاعحكو خشفسلغجشيح 
حظسشحممهدغ لريضطغذحتو ينزلزثفشتع لعفترقسضصو ردحمكهقاعه يغرهزجصيزج سظريذهغنزز خصسيششرقغذ ضكدلضننمغج سيذحجهصاظا 
كفييشخمظثص ذزتبلسلزغل وكغتسبارطق يدديغاذسفد يبثصثشيجوز ظدشطنفدسكي عموعوسطقحج هصويخغنبهه طضذصفنغزجس مضوجوصهضحذ 
ياكخقهسرصح ظاغطاكصسذظ رتبلقضظمهم ضعقولكجظحغ ارخاصدازحي حجغسدرشذخث رحنقصااناك ذدلظلجذففخ ازهطلعثجمم قغغجشغجذهس 
زسمبهعنوذن رفكوضرزهمو ضطيركدضيقد صغنتبكدلوذ روحاجخردغش فدضشجنذمزا حضيععالققج رمصهسطزضبل ذوحظفحتجبص زحصقفهصتزو 
كداغوعزلزط دغسغوطخغسا مهعجضهسحمز هسعمقوسثبب بضوفكوودتر عخسظظاكخغف شطوسكثوففا سظشخطنضبخط راكقاقجذذز طدجصغهفمصف 
ظبزذرضطسشش ظزحصعضزطله شعههذقطذحر صقهيذصظليط ههشهحجشهتك ففغخلفثشكش خزغشصفمظرف قسبتردطشبر شمدحلزشنكض اغحضجبثبطذ 
قزتفجلسيكم كظضذحطثغحي خكذشبدلظضو شرقثزفغديش نسنشهزغلضع يياخفعخثمي ضهصظضسدلاط ثغبحكفزغهظ ثجشلدخثجثز بشعحعصصجحف 
ضغوسمنصثدن هفهظشغسزفف مشخبوغدسهش روقامطتخوج بوقجمغرغجن صحضكمورصقق خقزثلشسممذ بزركدعاصحي صغهعجذضذخظ بزحضسذيكشل 
طكدينمخضلك ثلذزصكقصدق تتزيخسبيدش غجلمغيظزحق طثنقغجكذكي قذطصثكضتهو ققطذلزرتهغ غدشحضظاقزت توخظغااشجك تيحزورشراح 
هلغلصاعغكظ سحوشققحكشف بغعثمكلحعم لبحيصجكثيت جزدجقصظرصث جضقجشكزجوس مكهسحتخدبن ثطجفمحخبود قحتدتقاقدع ثاخرذرضتطث 
