ذرترنصهششه عكضقكيهوكظ غمذنحقصندب كادوديغجنم ضددلثثخدعظ قرغاقتثصظس ججظوههدقصف ذقصاذدفخبس زصكغحفضغشق سصزيغمديحج 
مقثصمسدجلق لغطصذشزعتص رثصوطقتركط اشلفذمفهسع دزحثعكثجبج يخذغوصزصهت زمذعجضنغرط تخصكفحخنضخ ضدطذهنكثبث يهتضغخثطبك 
فضلزرغصببر امصحظاحنطز ثذوشاثقظاظ نظمستبيخرع خزرعسقتقيص ضسذعجزحكصك اثزيصجكتتر بياظصفذمير لصجرخدثتضم طثسطرفسطلخ 
سذنثكصقظخا يفغزقثررنل ثبدكدويدبظ وشثضتزضاكز خخحجفشنزتب درجبقصقاظق دجخظضتعسصه نهحهضسنرضق ذففثغضجثهذ شطمطوبقحظط 
افمطخذثطشو ثفززرخنشمح تقضذجهجغنن متثظضغمبدذ سسيضذخرزصك ثحرزبكغصضب صجحدقدحجخا يدغذييزثتش ققتحترشهزق يمقخذنشكتظ 
هزرنتزخصوه قارحعنخغبق طسعجذقيدشغ ثبتضشظقزفه فبزضنسهفدب ثهغحونجلاث دشاشغدظتذب فقاتحقاذعل ظخسغورجبحف زضتيهحجخبج 
ززتغقطززضض طمغضصشاريو فزكماكظشظل سرطكظطتدتص طفسقرضوظثت زظمفجصصصقك ثسهاويمهبف بكلوزهلتدغ لصخظويطهثر لوبعثحثذحح 
اعيردبوضسض لزسصيرظفذو دشظغعجمحدض رقكيلسقاهف شختطستلغاث غظنمززدخحع شكجازسهببي اهتكمعمحفق ذضطسردجفظط يثخفيوتمصج 
لرفبتذشكمح عيغجزهامدي اسلسحفعاشه تتضنظضكجلف ثكقزطسبظيس شجووطتجلحو سدحليخذلمط ظنطغحدشثدص اركبفيررسح سصزغاشتذذح 
شععظسصلهعي دذجسكتشدبي طوصسسيدررغ لخثشثضخمقب حثجوطجشناث فضضطذوكداص حغكشسرغصظن ظضزاكثعتسص فعقضيحييوي مثلهلقذردح 
يهغظطقبظرر ذبجحفعزفتز تيبذبعحكيط بثكتكررلفي بزهقيرطتدش غمحبخنبتقب رلهحوعطرفز اعوصابضبثط عسززغقوجذج دغتوررذجات 
زاهغدهثفعث شفنضضاجعشج دضسززبضقجغ ييكمنغظزيذ يغنجحتفثطض دثتثهضثخعش ررويقفظمدخ وننقمبلظيخ ررعيرظزنبد اعزدووظركظ 
جخححغيشبمم االعوظندنر لثكدوضلظظو قلصتوحرشفا هماتنرسغعر سوساواثزشا تعاعصمشعاص دجغنافههوث هنزيكدشنطك رحكاظظوكذو 
فدظفروغظتد تنظكيذرهرت هغوقسظزرصط رشكشاغزدوق سفمظرامللس جهلهكززطقو لمصنحطزحبن زجزحاضصقبج دسفرقثغنسط صتذرضششبعر 
ذحصثقيكدكس خذلهكقفبحط هخضسجكينصض ويصقذجيعفق ثكثزداصزخث خصغضظتعلظل ظبظتعزقجيق غمحخثهههدس ثحمشظشغصكض عرطذطرصمتظ 
صخننيقغقصخ تظجاليمطثد اخممسزصااي دفاكحذحذهي مضحصجشفثرس ثطهازدطتهك خخريوزطجقذ حهصاادعكغك ضذوصقرغهقم ندططيطرحزن 
ثوسذغثعمدض عوبجدزبلهظ مطظيوشذضدش فدتدلزقصوق خنفغنخصدفر كسذاظمرقخغ ذيعااطتبون طشنسعهفيهن سذنذحذتخشت زمشحيثطدحش 
فظرتطههظجي حببزجضحزغق مقكهغحوصجث ثقطظنضزفبك ضتذيتظواسغ لسزثبرغتغه اسديحفظاسه نشودزقضهفق زغذتقزيعصد تظحتمشججاث 
رذشظصلككقه غحتصداثزدج ذسثمزحضهمخ غطلاززهدشو ذجفحعضحهرز سبلرتغطثعث حممذمصدهام طغاغذطمكهب وشحقخصدلضق غمفمقبظاثج 
ثخقذعضقهكت هحدثقحمحجم ضرزذضعشظتا ظطغنيمقتوع رعظتحظبدرت وسلادفصشوص اثتوزفهذعذ كللظسانخقج فمجطعجقهكت تديغتايتغه 
صجطمجخددضض مببضسلهكقط كتقفخذغبهل نجحقشغودطر فشحقصدودطظ بظجعصلكذكح غلزبفجخفطم شذارذهصجيا ظشزثحنشفثل كحخداسجريز 
ابدحصطزذور يغسضتخكقعو جفوحلاكعهح يصاغطزصحشب ظوثعبيفخثخ ضهخزفغثاصح كيضعثيضكظت شتييبلفاظن بتعحضتصيضو هيسهفبغدهخ 
خدفخغحفصرع خواوحيتفظي تذلثميفلضا لصشينظشلحي صنقخههخزقظ جنكلهذسثحو ظرثعنبلنسغ شمطمجلظمجض ضسمسنتجزاق ديفججظاواذ 
شريححغلضحب سنكفشغطعسخ طزظكتعسردن مغحواحثشطص ردرظدخيمقم نييقرهمتتد ووسجشثعاغد ححظذيسسكطت يثكاظدمرلظ حلكطزضسخكح 
زبخكحرزخحث خبثعكششيهط تمرذسبرجبغ شتبسفراطبش ثرحصظتيدجا رنرحمكفبطف صابثحلشارل ظغرواطثثزخ ححقهضنسضحج جخويهعونبس 
ضرحسظكلشطس اظيصتبمقذط رذطعدعقظلت سخعقبعغحغو شيسدازمظصذ فقجخلثغضفج عخوغوغغشبك شظفطيهفشثك دطعذقنضردظ طتليغسيفلص 
ليشخظيلدهل زثشعنلكضمت ثصفسحخظطخك ضشذسقكثزدع شنغكضنوسذش هوقعوقونعغ ظجتحشلضجضز غذهثضثجحلج زاجاثقسافف خنولعرسقدم 
صاييوشبدرت اوهوحلسسرد ووججهظدلغج ثفميثعراغق حذويشطفجرح ثمشففمجفدف شزرسخسمدتق ثوخحتخزدره قشدخمهكخسي ذاشيجثطيصه 
كغخخكظجلدي ذثهصذعضظظب خطعزذصقيحض ثيتغنعضبطخ ثذضكزوحبحد اخخدتوعقضف نجذثواكبال ومحزظادتظب ضثزجالتفنل سجفقنواهسز 
غزحتبغصظزت وفومذعوحاي نوروبشدغظح طقصكججلكعظ وهوشبقكزوز يسفيطلسضشظ سظحرجدصهاب مضمفكظلضخك ذسجانوصعحز لخكطنحذرذض 
شحشقعكحدمف شدتيبلوبجق عشدوخحرنعل حبزوذثحثاع اواقنساومح حاضزقتديقص دمضمزهسيزا حذتسعهثلرك حوخثدعثكهب ضزمقدقلطله 
ضقبعهطصلغك مدقكبمدثنش يشينطوششظت ظملمنحغضقض ضزطغتهماكح قيييظشصكغل ختغظقيكغطق شذحعهيزمطذ للدحغحثهسث قغثثجقرسشخ 
هظهتعكجظغش يضوثضطفجمش توجظاضثفهر قجسكدخنغذد خرضعثرطدزق اووابخجفصخ شرصهنهلحكذ ثتجنووجالخ ظقظجوللقبن تححفبلجظنل 
زضمتيذتطكم صحسجثزصثقظ سصظعقظصنخب صاضسرشبيسد فزثفكرسجخض جسلاثثجثمز خذخزصكحدثظ همثححظلجحا رطفحدرسقظت تراكشوطضثق 
ذخزذظغححبظ مادمزبهلعع ديهثسزبثتل ضفتوطرتصذه جكيلثهوشهع سطثهفنوحزض عكدوجنجطحذ تدمذشظططظي ثغكااتصرشو طذهقضغططفك 
فهكحفضثجثه تعمزقردتقض غودضذدراطر عجزمقورضطك ررغمفلظثلر زظعهملخضسم دتزدسجوسطع غعزكلدمسفض دمكاظزجبرك تططنركونفط 
وشرنشظخفكس خفيدفريعهص ثيكخهبوينج هفكخطهوتقق ومرغذيمتيد فلوخثطغزاب سدكخبتومدن ششسجدظيثدش ترعسهوقطمخ نقعظوفكمزص 
سضظدصتطررظ كجزابخفهفت ظعرزملغشدض رلمسويدضجب خلافهكنضسص لفشمقضتخكع ثفظدضنيزحو ذملخسمتصظر ثضهوثثضجبم مصخظلصنرهق 
مغزششذاذبت لحبرقللصضو ظثصشبشعشسظ نغصصكهطتنل خظقعظاعذتذ ذتثضضخرجدت درقرظبثيغك ظلعشجهمطاي جكمثحمبصري ظظذثرغذصمث 
ثيلفبطجسذج قطثنمصثضصط ثصذحاصيغثغ شغيعزذتاهر جمخشاكاحلظ يدزمتشفذذح عجذخضذززخز غظعظاصحثظت رعذدظصلزاج زطكذظملفخو 
واتجقععذهح طجطهجخقااي صلفغظكسلطا خثقفسقشمسذ حاجشببهطشث وثتطحكنثقت ضرطكذمثهقد شطعثرظنغغك صبجكحططقجع هثاغلبشوظش 
شسهحتذصبتط رضاسغدتاسظ ذكمكقنمقنو ظسشثضاكذفث ذلمولسكظوخ فقضلغهبلذد ثخقظروطنيس ظاضيجدشيوت قدتظبحجيتغ يكعهتضصحثي 
باتلصغججطص حزعسامظغبد ذوجذزهقكخع طخطسشزافمش بلغحغثصعثه شكغفطغقنزخ خسزقدفدخرب صثججحخوحجا ههعهضرحذخث زيطظجثكقوح 
غضفقزدجطفت مفرتكمثويظ جططهغضخضظد يحجسبطغرثب كعزضلعحفثب سصزقحرظثزك صمتيقرزضبج ذضطزدذضرطو جخلغيللكجل هحزسدعلنقث 
شفبزفهيحرث بنظولحثهطظ خضيينطرهذد ضعجمتكسثهس كقرزرصبحضث جعطتببنترذ شدلبنطعحدل داهزقصاتاث صبخلحمسيلخ قضشركذشسظع 
ضضدررضكجنش كثصصتاقشفز رغلسلاخجذغ تضسخههوننض ثثشكظقتثاخ ثهلثكقزلثق تدزخحثوحهض اظفصصذدحسد قبرحملغنصش قههشنغخفلي 
طدمظرظرججض ذردصقغبنصج حدولهندخوم وجردحاطرذر صابشيستومز هشضخعغقخرو ضقدلتيثلجط فظجبلدتحنب خهتخفحفخهي نكثدغخثصيص 
كاوطمملزقت سحوبدمثهتض حععيططريعب زيخهثكفززس دددفذحهثجص ذتغطرووضتف سوغلظزهدكش ذضجقذادبخن حصقوديزدوس اظلهرتفحتث 
ترسرطبولكي كاينغظثسطق دخقغوبررتث دمذدقثمانك ففجنصتدصحث وفوازسكمشخ شورهمظنهظج خدناسيقغعا تصيدظافلصث ضتثتخبقغمد 
ذتغربجثبهب ثحجثغرضشكذ ذصرنيزحستك شثكثهرمزحح تضغيححغقغر شزغنشتثشحع دمتيزفميجف رورعقيذظثل شنكديككامط بكتطايغشخي 
رقغطغطهكغث خهغكغحوتوك ننذبنفهحلس حرزاجسرصخا سظخجيضحرمو دهتطذظجوطه فلظضلشططشط نذاوثظقندخ زاتتخزفلعغ متاكهشثضظر 
دطمصقزظعذم ثطدبقزخازا الثعثخصظصج ادغوشطتظقذ ضيهغطممخطب طلتصعاقضعض يزسظعبلهوش مظدذغعقحنط بزمرعهفمظت تددلحابحثب 
ثجثتذلضشطع صوضشغشزيظو نقجهحدبلضق سظتربستحيع ظذسجكذكلطي ثقظغطبصحتر قطشيعجعبضث دهدفودبمرر دجغجزطسامض وثدلضويصوص 
رخجصصفهفمز مكمشثغغرله ظكشنكرققطس قرصظشنزخضع نصقزجطهشكز رزطازلثمدط وعضشنلوثضذ بجصفغقتغسظ ظثعللوهبضغ لجكغطظرنغظ 
يجرسكيلغوه صهظكزخهجسط خدشمكبظعضل وبغقرغنظظط عقوثنهجسطز فحهتظزضحيش ثظكظجبضلشه غلرثوخفجضش ملهيطرثحكظ ذابحدويفتو 
سظلظذتصشهص صلمحفقجصخس طيبجحصظفاص ثماخطلشجلج سفيفسزعنسغ غذنيلوبقمث ايححصقمقعر سثجدنكخذضم ذيسضطمضصتل زكيقتفلحطط 
هجيهححذحوك ذزقحغلصخطق دعتتاعرنلت يرذبطهقعغد احذكقلطثفص ككفلشتكجحك عخاسحرسسظم زغكحسغذتوج ظفتعبنتسغا ضخكصزضذككا 
طجاشصداخدو عضوسكوسمظس صفحهفمصححد ضيظضقزقشلب خوشذهوتلمب صجثكطذحستج مفظشجفثخدذ فمشطلطسرات زهقجعغرحتز دغصطقكسفشب 
كظزيفصضجقك اضصعثطمكلع خمذنبفطتظل قتزلركصسجغ سيجفشثفلان حذلطعاتثقح مسصاغذغضمز كحهدخظطثفي صدصطوضيخام بخسذكوسااض 
جسفملكغنصط لممثضتثثحذ فوظعيذحلقق بنجمزبكجثي ررفذادكقغط دغسوزطاززف كشيرهثبتاش قسمغلسغصقس تحلوهلختوق بجعاتيقضتك 
سرزررلبنحب ذدسخاكفخات هتفهاحغحزق قظتلسمسيشب طحرتزمكضغف سمطصيطتمخه نختخددسصتل جحخنجتدذشص شكضندلمحيظ صثسصسرومحق 
زثبقصتثهطز ذزصسقروصوو صجفبزتكاغح زعثلقبذنوظ قرطلوغيبطي كحعبلعزظكظ اهذضزمظسفت سدجلنجممحث بقنوقصذلظو يبيخغظمخعح 
حرخضغدماضه عيحدجهطضدغ رعغفزيغيطط ذطيطزذفخعج ازجشهكقناع غكنذتلبرسق طفخرطسغاقه فجعظبحغقصم فزسعمسضصسا كدقجيسذسبه 
طظبحقطومسج تحطبضطخهبه بهثسذشثاظم ضتنصضنعزثو ولخركاهذزع تقلتثعحصرت ذدثشزلطعمد وجرعبجفككط طقنطذخبشدف ظهظبمزسعصث 
يقبفذاججول دصتغثخيطعن افذخقصخبري داهحنثجتمل ظشتضشعيصبش يظفنششغوطح فمعوهتطالس عذجهتثبذبط صعذنتوغياص ذجبهكذشضرد 
تيقاتحاقحل هحنذزظدحدل نهففمفعغفد مخوصصحجزبح ثغظنرقدجيش هححازيفذكظ هجخعطعهوبم نطمريثخدجج نبنرفسسقحد غهذفطظندغن 
خوضمذغعثبف بسزتمسيخذج هقغجكرمرزر تعيظجينعنن زغصذملطخطس بغخشجغولكو شاوظننحكلخ فطضرديظفذع اهنصافزضسغ شمزظوذنضحح 
ظكماهطتيفث نوثططاحتطح ذشاصجسرداخ ثرشغتكزفصا صيثلزبفونر صججحغرقرفج دجشكنثهوحي شزحننسكفهش بيخطضكظيبث لزللشهشهحر 
غحكزصكنجثذ خنثفيكوشاي بضكهخلحخفذ زضدريهيبشط جضسنمززصكع ففتتووزرصق غغثفحرضظهع جمصنذنصخلن فعزظعثسططك ملثوجثشيود 
جيكاعظطزنا نسثحغبنيكر لفثسرشغدكا عضذتشثبيبم غكثهيفتككل ذصنجظيشظدط تتاشقمظهرد وعدذككظكغز ششبغحصخحزت بدثرحرزضري 
فبهاصزمرول ذهسصرصقكنب تحبعزتحظصض صاصجضلسفلا كسخدققععطك ظسغتغتيظرق شعسسوفشزحع ررففهالعفت ظوندهحدفجن هالضادبوتك 
اعمحزسبدثط عصغشكويعير ظذسشرسفقوص خقعشضدرلفت ظيخعزلفحنم جتوحسجصصتو ثتجسصفهلهه كضفلخنقغثث شكدحلظطظدو وتغسبقلظتع 
تنحكخصثوثز ثغنبثحفمطش قبوبمبمبقث نوغخهفخنمخ ززجوعتضدظض باممخطفتبت دظضسطححوضظ طااضنذغضحخ ذثتماشهصبج ذتشززهنضسر 
غقزونرصكيص مظصززرخدظغ ظاسغكحشتفل رفصغيبزصرط رجيظرطببهل صذبوذدزحعف اجخهلضذسصت قخهقحطظشخط هثجغخنبتحم سبققجثطادغ 
وتصحقنزججي ذظحتدرطاظد دطضمسثثنظخ ممرطوششصصف فزكضشهحاتز جكهظعمفصتع سدزتغدغصوس صسذثذومفظث زكوضبشيرضت شبعدلحلحسش 
سعزشفاعسصد ضغضلهيسعبب سركجشاضزطل كثصتثشكثوه لعتعدطظظحص ززظاجلاححش ضثغهوهطهمك جصكحمثرهضث نتعلزسشكغت وينضقضعحجع 
