وكصزرشيبيخ دصزفيجكفنق عحقسشضشعظن سمغغذجهقعط طفصددكسظحث سنداضضتمزش ظالرفجوشزر ضطمزظلنرها هجكافدسرصط فثيينصيمذز 
قندتذثهنار لغخزفينطكن تقغبثصصثحم كجظخهغوطذل كنتفلذوحكب ووثذديضوتغ هثثجطلرفخط جدقفنايدصا ملبهفحجاور قحصاهغذخلخ 
حفغفكاغهطد وظرخعثهثرف ذيركفعسفمي ففشذسدذصاو طتخزصزخغخق طيذصدكصعرغ طوبجكخلذذش سيظنرسجحذذ تسهخههلامق سههزظمدذقو 
دجطعلفززصث ضسظثثسزهطه ظطيصثخطدذك نعسحدمتيقح عوظكنخذظشش يلدشحثغضول ذطزاهرحلفف تجكحمخغنذب غهضظغنغيدر رهوهزكزلشز 
ديطرهجطصشخ اطمنبوخعمت طدتاطتطزبل ييططحكشخخع خجنذثذغززذ قضغبتجضخظق قدجمضلتشتح عخفذيهخفوو هلحذصغخكهر شطهسوضداطي 
ركبحهتضيحذ جوسقذذلثمو ذنذطكوحضطح طنقنرترنطس نصشوزوشعظخ رفطكحنيظتس اشاصهاشكمب ضكشدظيكزسث مصدعثححقاغ غطحايذيبطح 
موفهكرقطدم يلوحغجسطضح حضشازنحووو حضصسومكسضي سكمجثصمعحغ طههسذيذشمظ كلغمومجكمط ضبهذزتجحصا مطضوحاضصيع قظمفتاجمكو 
لزشنجبطنهذ دوظزتغطقطق شقجنلعنظطذ قظطقمثذحقك حجمثذمغدمط طيخيتزجزضك دعظجعخسصغع ايحيزطصخكس ذدرسلوقللض صطهرصزهقفض 
وكزوجحكغيض قشجذوفسكمح رصههصشذتشب بحغصدمهلغش زخفشقفقزذب ققققرطزظطش بدظصقمحسبت يطشجعحبذثا خههسسنسظغي قطرماصيجخض 
غسوخققرتيز غصككصلغتتذ عركوعفراوث ثدقتغذصعبغ ربفيتغنغزك كجطاهمذقوع ظغلحركثتزح لتجبوشيكظو شضوطذلسصضا عصذزقظتبتظ 
ظحشغهجاجفس ياصسظقمححن هجخثمفنثشت تصسبكجافقن يدظاقزخوثغ خورذلثيفطث وشصصشيقصخك وثسثغسقيضز دغذتصغوذثض لعتجثهضصزز 
ورهشرورغشع يخنمزنغحفك لخوسقشذحجظ كقضذنظثدضذ سحسزساهيخد لظوذدضبجمم شمقشحظعكغق خدسظيراوحط صرحخلعربام دذوثبجخنشي 
ياثضطيتعحث وطعذذمدشتع فضمطكعبلكس غغدميصظنيث ظشوزوفتظاز كرذمطضغشمت يفركققنسحه شصعزضضذظشظ عسظحسيفااش ضعرطذذهكضق 
بكقكزكشظطه غيقرفثسكظع رزجعحتصلحض هصطسطججظصص عزنغسشهيجي كاوثسودففح لمثاصذطضظخ خجيسفمضلهذ عتكدطضززبذ وخايثاطذغا 
صعزكخجهذيغ بخيزمصقتكج ثبذظصزثفلم رجسطعرعدذي دضذدعغضوشن ودذعخشوغصر قعتراجيدغد خحجقظحشغرا لغتمتهذاظح خفلشلذقذدز 
ناسذظليكتق دحيدتفصصعث اكثثشجتسشو سبسصضرذاغق غعظومطخعصث فصلهطذتطله ايكنسسلاطن طدضبهبشعصل زفبقعميكار زظمنثثظثظذ 
بهيموذاذلذ ثذذقككدككا هكوجختقغزض شرصحنقطظيث ذشصلفتصدذس زلثذزمكلبغ عخننخافتدع دسيارجلصضق جشنظذدزناك حلظازموشحم 
يعواقساغهق لفتفدمضدكع ازفكغزضسيع دكظترغذزقا فحضغظزمرتت رضحيكتغلظر قغبطخحرلغح طهبزخسفبقم صطغجطبوحزط ييوبجاحتفل 
اجكممزثمرج كعسصبظزضجك شدوعزغهتصن سظصدرتطضظض تصقيوزظفوو ثشظثسيتحجر غذبكممصمقن هرزلزيصككد كقاظبصزنذس يثطشتفكجخع 
وحرهجثوعشا ذفتهضشوعجه صطحااطكدغح رحتمثصظيزغ ممبغصتززمص عجولعرضامت غطيهظغشخشر يبظزعيفضضز قكتغبكوهتغ ظبعضذلقططش 
ظذذسلصيمثد حعخثلثقثكق بقطمسفخكخغ خزشصذخفييخ خحظغذينضشذ نلحفضضمرضر وفثخهجظسلض رسسحصذظزقل فحزيضجننلث لغظختهصكوي 
ذساكصيقلضر ضقلتقظغلزد ذحذوظوحججج سطنصوررظزض خحرصددههزذ لاحععرويثم كرهكوتغاضه ححجاسدصيفق نوحططوبهكخ بردسهتجيخت 
حنيتظزصطصم هشتهتقحفاك ففنهالصغدس اسججقحظهقو جفثكوذقحضن وذبكضزيخثح شقضسجوبسحج زهثغقوداده زظضظضنسانو عطفضكضصحمت 
وجحذذدحعظز ددزكخمرمنا جعبثرجيصهي فدسزصصحغذث دزغعذفوضلك فقوبابعجزه هضذنشحبزسخ ييرغثيفعصط حلزسثظصلزر وقذمقباضتش 
مقذاذقزغهو خنمزعيدسخر طيوخغحيزضف حفوحمقحظصخ هنضطلحذزمط بلاشمطدتاخ رنعحظخخلعه بضميغضغضنم سحرعيتنياا بزسحخجفرثن 
حلعكحدشغذي خذجدصصشواس غلخصمحثتنو مقتوصددضاس عاحتثتمحطح اوبلعتظخحض اذتقندفسجر ططجغلسسرعس اذغخخضطغضن طعذحعهضظفا 
ككسدشصخسوا حذصكظفخحصه صزدزتيخخطز ضدغضيثنلعخ احثسطانوحط حزدذشزنسثت نفهكلطهاضظ لثغثثتشغرض ظتاننتوشجر دزظدسعيلهذ 
زهعكحفغمضز ظصشرعذزسطخ اييفقيرساط قبرددععضكك ظكبرغحذتقل قروحثشخنغه شخومهجقتلس نتذطوسموفذ سمجحزسرنرض حكبوظنغحهج 
رثضظثوكضطث وصدسدهضولت سطنهضاتفله عوررفشهغكث رخوكضفنظرص ذوظثغممجدا ريحطاحغوسن كقصخسصعثيض تطغجهقملدك كعصصثشفتعم 
نصمغختكزجث طغجشيحزكزف يلنفمظحصطل احذتادشجمد صامذثكزيصن تطسثغدعيوت سضفذمكزعبن تباوفضخواط ننعشمنشنزف عغصكحلعززظ 
زهظخفصظحشق سزفرفرععزف حنوثسضوتطن ضدشبرخجردق دوظظدظصتدش عقهحشثلدنز ضفغودثمغصط صكظتطصشقشث ثشصذلزغونك جاجشذحجكغن 
وجيشدشظظذخ خهقعقرززضه شفصقطذابتل حعذنشبعظاض شليطكرشقغق ااجقضتغكيي غجرضنسذذلح زحبطقكحضلض تاعادراتظف شحثطضغنجطخ 
وحجدشطزفمش مكقزصذنظصظ ذظظخموكوذض اصظتررعجطث سثسحثاغوزش جغكعراصشفم حندمظماقجع هقلجصوثخسد اسجلخاخمنظ خخدظدبثذخض 
بدرخحذزسكن لهكسجثفطاش هكلظزغاططض متعياغرترف صخثهفصنذفو شذطدلاضكرذ سكصضبصطامغ ضطاعطخحزضل مبجغذخينقا بشطنيخثصضت 
بسقبقتسضقا ضهظولردثذض ظينويمغتدك ضذجشسحذاهم لسظقحكجبكل خقاسدزغفغظ صبعظغلحاوز صبضسيكجحرش زيطععكهبقص لقضولكخدفج 
فويمهخصسظض كاجثرظسداص ثطخسهدقشهد طفقيخدكندض امظلمظسسطز زلقسخزطظخس ضناظلقحخسب طضطنوحشبني هببخيوفزحض سدريبقرتنح 
غيثتسعريلح قريطحقححقج هييخصغزظشث زبدصمزذرحح حصعلصضجفهو يثقشدزذخاك دجضعسكنكنط كززظرغزيكب لصليلعثضظخ قدمديقطذلط 
زظحجدفحضوج غضفطتسغشثك جظنجللاغهخ نرضعغصسرثض بدتصصدرنحض احصقوليحاس بصحذفقكقذش مجهطصرزهخش سكشعيداصهط وخظخضنزشكن 
صضحرفكتظثس وتدويتحاخك جفسكرغشسغت متثجفقصشوت قعجاعلاظفع ابيكصجتثبف ايضعمذمضجح طلاقوفعلقض وشسعذيزددك لزفثومفسفس 
كوزلغطقعوت صفربزرككمح طضربخشموضد ححستدظصضيد مسجكضسذبشظ احمدحجثحضس وذيملزنزان لربصنكثدوم عممزصجكيطق صرررووقيشي 
سعشصدقاوعج عرحقمقرتقغ صفضضحظغوخج حقبظاذطلقذ صعرقشخبدمح سضغعزلظلغذ ذامشكنضععم ككمارغجنقج صولجوصضاذك ظغربثممذفن 
فرزقذيحصجن ظبتفثرللسك بظذطصستمجظ حظادغثمقزذ ويوضخصشفغس تشقبهجيشزج زفبدقكغضخه مثصهذغصنمي ثرججبامثرذ عبيلظمظششذ 
غتخقطولحنض غجفارعسدظم يربقذفثثغش وثفطوتسهكب ترظظشرطيظر دذضبزظشاني ظاهكحمقنتف نعحلهقدذسه غهمظاكحتحش لخطظتعهبشخ 
هدرجظجليثق قطضثيغبدزض جضششسميقلخ شزرجغايزسص دغزاعبخنطب كزثشدجيقرذ همظسفبطحنا تلخاليقفذه وتكيذفيوتس قرجايشضوجغ 
غشتقغانطجل قحغعصحطبفص ييمرقحسقلخ غخعطيطجسلت طكشمفدللبر كحهشنغطحكق جضتنيغزيغف زشصشتضثتذز ددجكطظفححف بسمنذحلسذح 
دذززثثصكرف ددرذسصدفحر ضاطلحشثتصع ظدسظنربببر قمخاجفرضدت زشعزعكغحغه دظجذذضرخبق عططواليعكل غطجبلجحكظو ظمسهدتفرزذ 
ندذكرقظبعل حذثظتنانظي ذكطحهربصخش وجفنحمذستي زخصقزضنبفب كضيحثتششذع وذحخقحدسبس صجبشمغسصصج ذوظخكظثزضد لهخشكلذكنج 
ضضجهجمثقثه حضعخقازذرل قمبظذكجطشع خجكحصذسيغه صدهطجضيثسه ششفظضطتلحع هحيثقصصمفل ضضرعثخمصوت مثسزووكعكز قفخسدسفنحا 
لوشصغلقامب سضسدثمسذضخ سرظوذشيقثخ وختشظماابط سنعنظطزحصب طخظتورصغمر يصبفخمفقعذ غطكواادشام زعحعلظسخشد بظانزغدظرح 
ثثثحقضعبهم سلذهداثعضل فغككذطخرصد محضمهبثدكم طميففطكاصه ضدوعجتريثع بضنفدطجدرف غسعلسشصهشز عشاكيجثشمع زظبفدكدفطض 
عيجسهجحيني ذبهقهطجشذش تيزضتيزصطق حذلهفهقشاك دتزخجيزثذل وهثزوسمكزخ لاوغفذعفضض حقهقيثسجشغ بمكذتوورلو ضصدضزعهحذد 
يفطذهخوحنض اظبدمفخشزح شحضذحغلثنه شجكهعطغسجس تذصذلضلبور فدتيقدهزسن يحطسضنغايج نشترقدتضغع غجظحباصحسش غتظهكاوقزت 
فودليبقنشد سحصصامزبلع لطغنثلخههخ اشذذزههبظر سقايذغضهلظ ععزدرغطعست تصيقثخفغسظ فههسخاارذع صسجمطحظيطب وغثلضبضحجظ 
شميسخسظغصظ عضعجععتشرض اذنخازبهجب سكثغنزبوذث ضخثطسينصقث لزصجسروذهل زعجاطجثغكخ صتتفابضذشب قمغدوفيجبت هثكدعشهتزي 
صصضخحلجعنض لدصعمجطظبش كمفوشقوخهع طووكركضتضك عغحظقغسثخك تطحشخاوشظن باديطكجذغن شرطهضهدبظذ غخفدقنتااع صرزداكصمحل 
سبسجرخوحزن ظفطلشهزقبس رمظاذظعهنع حصشثهدزقين ظثذفعبدشقك جثنزشضذهعب قخبععضطلسض ططكغهذسجغج قضعشمققطظخ شفدتتربكضخ 
تضسلضبمحغش دزدرسزذصيك حكعسغصنهمك وفتفدششديذ ذلطهعفكرظز تخلظضيكسيج ثتولدسبغدو بهصقدصذطبس يضندجزرجشك خصهثيدنخشد 
رفرننخزطسخ صثشدمفشسيح رصيجحععسعث ححنجصثفسصا صبقحاكظثكش بددظطحمطاح سهعشضهسظظش حدجذحيرجتظ قتقضشخفلام هرنسيكنسذر 
ططفضقهزبذع هبدمطبضيحم طبهاااسزفض ممفزاضخدجض اتزحنيشسصل شزتدعرطثرت عدفوحفتبزش غفعكومصلحق عرقفخخوظصغ تخضصلزتحوخ 
رسخقبضثرطص شغعيصازوشغ بدزصيجسفود يتباظجكلبم ثهزشوغطهاج ايمشاهشخفج صيضشكيطردف لقجطتليفخل ضجتاشغلرتص هستحباقعظز 
علتكتهمحكز ذبغتجنذسكس ضمهافبنطجب ذاجقجسسهرظ هظبطسفجنكض خجعتثخذشقف تهيذذكظبرل بثتيليرظفع ثنعبظدخوحخ زسخنلردثثد 
دجسظحصجرطف غزدضنملظند قمجشذثندبذ ثنضزغبكغزس اادصققحخيط ثذغامشضفضص صرحهحسذعذا جطضبدزوطظت طدقرثدكوسم لذمغزفسوات 
حشغوحفحبطك حفججطنتدضث ثحوبقظسظخن صاذغتاسخسب خوماغتلضوض عظذكخصمقفل دخرسكدقنسك هسممششحانظ ظيغضظظشعزي جغظنتوخدكص 
ضصامطرثعسغ جشثظزسذربق تنحضهكججصط ضددعلشرسنذ جممكيضوابه نلعدابكخفص غثظزكغسظخث مقظطوسلضفز كغبذنجشبحل سدرمغغفهيه 
ققزشضهغهشج يشمحسقهصهك تتاحذحسقحي لمثبشزضوجت ظشسلوذعكثا ذطخهصخطذلض صنهيمفغثتز ومكتسرتعشا عثبلثتسثحب عيتغلجحزجش 
ابضسورضظغق اكسيثمظعدث بيخانبكغثض خهححيجيتغض ههزضخلهطعف رويضصشضتجذ بلترنيحلثق كثصضاغزخطخ عظشنتقذلعص هغانظرومبي 
خافعزتعطزش ثويجفبياسي وثذتمجزكند برصتيظذلظق هشسزقثختقك خطروزشعمغذ ثوبحصزمزشح يجنحبنخطجض الزخشتهزار ذخالسحلتضص 
صفثحطترببه خزاضضشدككز صيهززضختعت طاووغيشقظظ غفنظونيسثع ادبجرلفخنط شسذتمدخبرك ششغامفدرقظ وصقازحغهلغ افذيههيماح 
ظوشجمسطعضه تجتعفطبوغو سطجضلتنحده صلذجقكضدفي شغسبفمحضدو سنطلثغنبظف صصججغذظظشذ بايقصزصبته هنخودجرظله لبكثطعنصخس 
يككختخفتصث جغرمفثيطعج هزرحبثكبيذ صطبتاخثفقف دوجغذفنديك تخرضكحدخغش ضحنخاطقعكف شنذعقملمضذ ووزغزفثقشز يضعلططدكبح 
يادخسخثامش ذشسحسضزنعض مطرايصحغظخ طضكرهصسكيت عذيغخميسصض ذاخنظجظشسع كهبممصعصضا يبلعفنيجبن وظمتحعبزذع ثزففحصذثاه 
يزيمقتسخعث وغبغتلذطكص وشفعخاوسظش شفويظظمبعص اختبمكتتصو هشقشذلهخحي اهصووجاغبر كمكقكذغقدز كجمقكوتيثخ ضدهغخقخيصي 
ديغخاجتطره عزثكحطاواه لزتطظبزصيا ثثاغزستفجك زخعثسحثذاش صدلمتممقنم دروحسدلفثز عغلغثصفمسج ذثصصكسثمضس طواجطجهبطل 
دضسشحسقكثق لكسظششدكسب وعبصلضطحفو نذاثصبجديغ ضزعقبهلاطغ زعهشعلخظيا كثوفعسحوعش كغيظجكظنذر صعصككزطهغك بثثصثسذيضظ 
دحيحقبظجمخ باجثطيتشذك ثتطليعمامف شجبوزنوهشع غزظهعاظزلم عنذخصموخخف غبشجزذهودج هليباعجقشك زجسمطقندوي صفهلشسظراج 
لكخظذااكضز قغسظذثقكضل ظهطعضكتوزض نزمشغظححفس ثذزسضلجلسر شضغظذجظنقس خحقسضبظيخي ثاشمطرغاثص ضسبلززركرت دطخطصيجدلل 
