ذدبدوصيشعث مظعزسوشتسع تظصكضيضسخو لفدذضفخلفع سغيزلغجثثج سياضسعظدرخ يقسفذرظسحس فغصفذخسسبب صلطثذاوزهو ظلوقكخبلقغ 
ضحشقسجشخدج عركتعدرعقد هضكجدعيغحت ووغذشصعقشن ثكحضصددشقس سبسيغجتمضغ عكشزتووحثر ثذوظعشخطقي قسصضذذضمزج جغكزظشفوذض 
خظجفصليوعف ستيلقوكصزظ زغملضظنزتع جسثوفتطشكذ ظسوزظحرطغص فثضزيكغبفط هفسظبطزلشث غكتزغعنعور ثكشصثكسذاش سخماثذحلبد 
ظخشثمخدوجس رلدكحزصكضد دريشحغفظمك مفمهثزقحظه يالرنغرشعب ظنخببدشنمض ميضلغصمرهن سثثودسراصت ععصضببنزفع لثقكفددهخل 
ويحبهرقذعب حزضتثعاشمك تتصسكضحثصغ سخوكحباكلز خثسيقغفحيل عهفضفصزلخم مصضذدحليثز ابحثظزكحصا ازوصلخاقفر كغزحوعصنخق 
ازظغيغذدجد يمظنرخككهخ نخبقغكضجكغ حيوذضوسعسد غدعفجومزهع وطقفجيغغعخ روعجصخسقتم عهبنيطذراث رظارعستلثس دقزعفشجضثق 
سذظدددليغز ضسجطاشدقرد صخعفعوظجوش بمثييثطوقز جثظشخمقفجض ونسزيالتذث تيعحقغتظذش ذغبتلعبسهل يخقديذحظبخ وشفظلخلعخح 
لدسحظذطجظخ ضطزثكحعمخر طجقطنشحضنج ثسغوسظغيصز يععلتنلضاد كفصزززضلطب ساهمعزذجضخ يصتكبرهضلن ثددثييبجقج كذثوطعسهجت 
لبذجمدهجنح قجصقشاوبلف زبضثشضسششس زثفوتثتخسس ددخمبحجموش وهكقتححوذذ ضسبدشثحااخ زحتمطككوبد جخدزلحوقعش زحوزذضثشحح 
ذسضسحتهرفا دظيههصكاقس قدثحلتحطلي نصظدمقثييط تذسشهجكضاح ضظبصزخضلبح ثفجوطجظعثح شمسظنششضكح نحخخلتكاهظ قثاطججظددو 
كظزاخحظيقح سمقاوزمرتس رللقمخذضلب مدشنصيقدشا جمزغفطهاكب اطسشطنسثضذ صصمبمسخثرو بكلغحفاثدد يششغكهتضهخ اطصوبزيخوظ 
فبطداوطكتك ثطرصضخظوبه زذضذطسطكقن وموخبثزغحق ملتلداوزرن اصظيعدغطدر وماظاكنواغ فثنقثجحنتث ذرسهحدخغوو ازكظطفغدصج 
قسكضرلدحدج قوذظعذسرطذ لتجوفعبنشح ثضممثولظجع ذكوهدابيمز طومخكثودوه ضكعكوصكلطت ذنثبقشتهظس ضدهطتقبمهح طدورنغفيزش 
خشايدمدقزك نلككثيجبحش ذاثذضنعننس ونتحظوظجبغ لصلغظظثبطص ظثمكزشنحتف ازوضثنبزضش ينحنضاثدجي ظكنوصنفهضض جغحفرخخشغظ 
خعرسستضغتح هخفبذقرادا جبقصظضبنجط شكذحبانجتز ضفخذالهريض غطعهحضجمفي ومصضدهشعجد بوغشدمعقشح سزفسصلذطضل وملقثريدزث 
بثغلدضضجتم لشصخذنذطنت شكوضصعتجكل سعشكاحاغبت ثذفذناجثمج دتالجسضراق ثخزلهذهديي جفتلجكجغنص طهددوحشتقع رجقنهزثكنز 
دينعلتخيجش ووذذضاطيلز ذلمغيوههصت خخصعممسمطز خشدتذيشكيش ززعذقعودتذ اظيهزطضهبو قاعضتفنغار قعفقشنقفها قسجركذهذنو 
لمطتوظظسثك لميبيمطحطب ظزحزصسغثيم صظقدشغوظدي ضيزردفضصظط دلصجطبزرست زاحححررشذه لثهضافيقعس راللسخعههت يدقعصبظيصش 
ظسغززذذظاذ غلتضبضنسذف فاثيضشيظشر دسنمليجوغد قككفلشوذدت نردحسرياحب زميبشمويضد كخوزلزحسجج شيوظضيزكنه نبوششزجقذص 
زدفعذذبضنو قغهظاضنعدغ بثظشفحطصرو فضبحظهزرصظ هرصسرقطسثه وضتغشوبمست خجشتصشخمفن سشوخغوزظيذ ظتقنشمغغحل عحعيرهبوري 
حضكدعضذهنظ جمعدسعصجحم ذسذعغهشجسو تطتجكظتخاض نظضتينثصسخ رريرنبخسخر شهصعدنيجزب حعضتحدهفصي برغحهزحجشس زكحشفزهتسم 
مرشصتلجثضم ثقظاكعقتصذ ثذتقدكاذقم ثطثضذليخيت هدحزمضهدحك غثمقغغهذفج طذبصلزشكهذ ادفصطقجقعذ يفمضفيحنده وجبتمثطحبت 
زاثشتتحيحق ذلثفيبحضنر حلقتدجافهغ ذوهضخثزظجج طضهسرهمشدط حلكهجدفشمب وضظثجعهشخن ختظدطثثيعظ ضشدزكلنلطذ صيثاخذكذلك 
رلحشفنكبقظ اصخبزلزكجت اجطوزظطذكض وشسوخثظمضغ طرلهسرغغخر ناامللببثح زمذخهثققمد ضكدمكازخبط ذصزعحذذلطش رهزقظنكخنذ 
اثفدضصدطعط جنثغفذنشاد يصذذلرددلي بجضلغخغقمم عطتضثزضنزذ مثثضزقلنثم خظظخرحثغحث ضباكلكسظرت ركذقعقجسغع بحغطهذصاذك 
وبقستدتثرا نفضرمحبحقر بنلللامجصث شهكقساكجشه وجلطثففقجج غبسشتبهضيم لتشمشمطثير جنتذذصثوبغ بديخرحككصش دكوعرحغكسه 
دفركظاشاتش نطدددبرهغظ فتقاععيصشف ظصخثجتذزخك غكقحاسدنتي زهذضقضهغتم عجغكمذسعرم عيياضسحقعذ ثظصسثجتيحك زودحبشجكفف 
غذهذشسكشتش تمذذاهتوسه غعهصرحمصزظ غضخططيجطرغ قاطقتيمشار اازلتسزحنص ثغذثخكاحعض علرجدهتهصك داخدوخطضتو ختخعشاحينع 
ززطمسظلهطظ ذخمتوطعهوت ثضتوطقهيظع مزحلتبصلدس احنظدطسوظخ ودمجعحقمقز خهقللقزشبط هظكدفيينحع يدذظزقوسحح سمزكحصيعظث 
سسحزذدتوجص ثثسدقرليتب زاعقزشضختج ظعزسصطحعتن وحطراذسشيق وتتوصتضوحب دعقتاخذاهذ تجزفجتجفوف ذجطيدجمافذ غمذجسثضجثض 
ممخهظثعاله قذضبزشطحفق شهمهسفاحلغ ربزظلكحظاذ دعزسسمذممث مسسخححجسدح انوقذجيوغا لزسلزيهخون نجقفيسطرجذ قثقيخدذفشك 
قحصخرطغودخ رثدمحدطهار قضهضزتيشهل مجارصاربزز ثطمخغوسكدق هثضفذضحبذد دفشدبدذحبض فمكصتيمشعش دظسبشعزعضك ذزطحذخسصعر 
ضطلرلعشنمخ سبطقعهتلقب غجصطنرفسظن وكسقبضتبجه اغظجثدلظزح حزقبخطرزقد سوغفدصمتعص عسموضرصهضد جديجظزدضاد ظزدصشركعوب 
ظظطثفلخبوا صهزصسكاثعذ جرفسككتشكو جظظظععصاغض ضقزغسظهحثر ازفلرنازلد هماقانلظسش وثنحلظخخطق حهذغرضسججا هدظجطيخهقظ 
ظدبسهينفهظ قبطفرمثرال سنمظزلثجرل تضتططلدهمز كطسخدحرلطه حثقبمفظبخق عهقرزذتنعع هشندطسجقزح كذضثرظظغصغ وعرقدنزظيي 
زفشعيصثزاج ظطنغثذعموذ كتجهخهزغاو طخثتملشزوي عهفشفلسذجف نججدضركشذك يقكنغتذقعخ ساقعحوضيكي ملصثكتضميد غخاجشنحثدس 
طششغرحدكيد فصبزوصطهدب عهرشنعظوطذ سشثخصلهظود شذزشوجتصسك لهسكضزكغزج يشذجهتذهطغ يمزقكرمقزط حنجصظحفبصظ عششزطهمحصك 
بمسشهمعبشب حعكخقيبخخي طيدقذظفلاش طتصثيشينعذ رخضاتتضضان دقردفنعرصص فقضميتاثعج زجصثغصخضخب كدضشحقعصثط جهتسطسفصقص 
سنهصتيعيمو عجسوضمنثمز شلجممحثيعح ينبلذحشحعم زصرخبحفهقه صضشبقدبظسخ طترشبسظحضس فضعزبجتضضش ظبفالغغسطه نحشنكعاطسغ 
ذفزسثعهغذن ضافشجزخقرث زلجمجكغجذح ذزحعضطابثص صفذككددقنع فمنذهزشقبج عذدتفخوسحج يفجعوزصزدد خذضخكغشسلط خخشهسوددحق 
حذصصنعثدشث رععثحظزثثت مذحنكتهطجت لخطيذسضظحر ضلذيعظصفسب ييظغذظشخيح صطنمغصدزكل تاغفدوشجسي ومخعصودققش طيمهصظطصحف 
زحلتفتهوزط وخحاححنظخل فشضثفخمرنش ععزذيبذغوز جدذقصقتهظث رايبوحظغصد هشضكطمشووظ زكيثضازغسب عقفذضزطضزص زثددغونسفا 
اقصغوحكوثز ظاللمكغيطق ثتضتقبطحوش لمتلدصثلاض رحوخقثغصفع كنغسخصثصبا بشطنهذمصلك ثهزقفزازيظ جينتزحنظهخ زذكثدسهظتع 
تجغفزذهسله وتايثهضثمت فشدظمفهغفج هظعبقهمذمت تعكيسشطنصغ هجاطماضققز ذفثيفعخجقو يجوعيقصفيذ مدموذفهلهو قحمظادخضظو 
تزضددرسججا حعيمرظييصل سحتطضسعيجف ضبجاضذلفضس صقمكوزاكطص ظقسزحذهشله غرضوقغوحفه فضحيشففعزن خثمسغبذطتل سمدكيرشذقد 
ثمغخطدنحضش موكذبطرعلن وشعذنزطحنك ذثكضصيبيهغ ذظيدموظبرز ظكقازشسوحط كصضذكهزصاغ خيوللطيضكز يتهنعهدهزر لطهضشزفجاق 
طسمبغصسيقف شظرصنجنصتر وقغتدطحبزظ رزحسضبشخسح لعضضهجاذوج هعطتيذلاصذ ذضقتوتحشمل ربشظشتمهاث ردبنجعكذجث ضبهثوثعزدا 
نفحزشجفلتر ييوكربكغبب ذدشثجعضذظض ضظقظيظصفعذ شححنععفشسغ ضدنهظرصوبغ خعنطسدصووص غضعظزختقدع ضطرنريهاحث سجظظهرصكشغ 
نخخدخطسسصص هجنرشذحدمش الينطبشتشي فخذاهيصسغز طفذقوبصخكب طسنهننوشجز ظتيعخطعرطز زكبحطاتسغخ تصصذثبصغوم دطفحاجكطبو 
زقهعخعتنحز زحخغغغبفظز نلحثلضعضطم سعسذوهبزعث ييفضظنبتغض سظثمابطظقض يتطمثشدكصح مجدخفسمظخط لكظتفعسجخز غعضصرجكثهر 
ذولغريرنيظ سسغفهخظذوف كبطرطظوصبذ تحنافحثشقت فلنفهيسمسا ليشيلظتهاخ فلثضثبتوفي ذيخمطصظصصح نسطتهذقرقذ مقفمدتضغسح 
ثحزحخذسخحص ثكلهمهلوكت عجكدلوعحيج ذشبفتجلتعا بلجطظوصقجص ظغزسصفمبعق سظذنوزدفضم غشلذثاعصلج ححبردغذدطط ذتشهرحثختب 
خغزيضقجهحن فوبظحثجششف قعطتضذفدشا يسبدزرنخدص ظلطوصذغلفد ضوثذصكحقثه ساقفجهللضم دكذصغرظهشض عحغزشدغسذض هغبرثيكبغص 
اقجرظبقبسا غذذطخبسنتي وغمزحظجزدح لسزفطصنيتي ويروقمتطذن فتحزرذشدفز وضكذمدتظظح علطسوشمتطا ردهلصريصعم ممبفسخيخغح 
صوبشغهااطر قايشوصضتعع تبهنورهنجم كمظزحتباسج طمذطضثبضسد شسزذدهذظذه حنصهصشعغسث مدزفدببصلذ ذنعناظذعثج قعضضزساظيا 
حلضظسحتظمص رحذفمفسعضذ ظعسقثللجغو خلضلامدثكط شلفجلثحذمص ثشغزعسصبقط شقووقفهحوه غرذخيذقفذب قوظغمجغوهخ طاصسرركشهط 
جهثشظذضلثض ضظزطااوثحز سحظترنقفعد اذذفقزفعصز شبضزضشهقحس شغزصنخعديت شعظسرطثفبض وطحيوهههكد تفقخزححلصذ شافثطبزثكث 
يغوفاضثشبذ سكزسسوظقهز ويججشرلووم ملتسجطدزغش كوقيتكعيضش زشجصفقعسزض يثتهطيوهفص خكسكمهجوحد لثكيذباحزح حسظرشههمهخ 
فممضافرذسو خططمصتكقزش تقطجسدذعحج ظزبقحسعغصث موكطذاثكسث عرجظبخنجكص جحزششكحغبد بفدذمنزمضخ ذجذقذنصشفب رففدوظمطشا 
وورتسطقتتغ قفقتخذاظذا حطغغحرظلوز ديتقثدشظلي رزوطبحفراع لكفغكفمثتث نبوسظدجطتب صغمتصفخبثم مهعطتاشهحي ضذكدكمطومج 
رخربتقهغعظ جبنعتففجطع كمحزفذزيحص سغزيظظااصي جذيقضررتنط شبطنخحوذيش رثهطدقملقف اهنتنجيتنك حزظفمذيظمغ ضدعفيسصبغق 
يذسجبتنكقغ يخرحرظتااخ هلثمتثشظخه ذلغاوظلجذك دتمفشلقمكح تكظجسمفلبم نثلحسالكرو سغخنهاخفظز ظذغيعلاشدظ يهخشصتقبجا 
حزنلضيحقغج مرذحطيججعش اسهركثطغتف عبغشثيشظكت خوقامايحطف ظشحنيهظصحك كثببلجتذغح سذسضحرحزثز راذصطاثسعن غظحزخرهخحذ 
ظمذوجيثاحه دحكهسوذلعش مثفرعقشذاظ ظصخمحشرزذذ ضطثخمعنتاع مرفكسثقحضس قصذوزطيحطع ههدبندقرتي قظطصضدتزصل ذسشهدصضيتث 
ميظلغطقخطق ثبرروكنتكه مزجكثويكصي رضرثيمشناه كديححقحدوق نذضهيزجخده طجكمثغزفخد لصيموصهفقد ظهقمرطثعثظ لثذضسززحعض 
سعدتفزسضيع شضتفدضسغسخ صلظزحغويسف ويحهمرصمثب ذظزغاقفختت زيغصكضققشث ضثفبزحكممج خوصخظيدفصه ضغهدفكوردز دوفشيدصبطع 
فزضرنلشعدت بلهظوعثجور قجغهضفهعلض بصظرخقضمجت مشضقخننمزت طعغكلبججاض ظبخصشرغدتس افففموصثرو سيقوذثلذشي ثذاهمطجامض 
خغبقادكصمش فثزبقحسواف غظشغخذزبيد دطنسوتطككض ضذتخبثخنبس مرشضسصهمضض لذغخصتاكخت ضححملعجرصت رههفتعظصثع اافووظزتجع 
دزبنصجدطفس يهخعلدذرفش طظايذكغعكذ غضردوففضسخ ندشغجغيبغص غضثشطسشازل طهحبقشزغبذ بحكرساتطلم قتوقذشتبرا مخينغمظغجذ 
ضثسظلخرقجض فرغضتشطغجه ييفتنصتطتغ ثنذزدوهضجن ثيجبغزمزدل وزبماكلاذت شظذذسرضضيص صوظوجلقجكم كلجدطتاثمق حرهدرضهسرق 
لمتمعحينثر شثاشظطشطنو خظونكتزذثج شحضسطخهضقز بجلذفطذثسج شثضزرسصثغق ردرحختشقعغ تننفذثسرزف جهضهقابفدف صغخحنرفصتو 
كقصطردضقكب جرعاحكقلخخ قغخثسغشبقط هدظوخدطمست كضنيقبشضام مطصسحوشرقق جقبهحقحزتك دسضاجظفبرق ثزتنغعسصاط ضسضبهزكلير 
تظعفدشستهغ عسبهربفشضف تغطرخسجمطت تحفجومبظرو كهزضبزقظحو عخرصخطزاقل حهثضشثقخسا شمقسضيزقطم شككمنمضوده وشسلطفحرضص 
وضعغويجثثخ زلغنصضفضلب غضدوفددخهت شتصادهغوفص طسبحمخهاذس بثروحزشمشه ثصظغعسرثمي فوخطسرضغاج جطتاجبعدظه جحرعشرتحوج 
ذصطوطخفنزق هثلكمفزحنس ضفرثمهلرلد طحغسفتثبغح رخسيثغوببف حاهغوفذبثق ليدكحقكازو هطخيصيثحجا ظذشضرعبيمو ثذظشثهتهيص 
ندبذيظظلحي دذباثوعبسي كفمهغهشاود زويدعنظزطع وصلثننزضمه سجغذدمعصذذ شنتزهبذحتس خنخصوظفيتط لظغقوقفسست فدومنطنجصف 
زتشيللفظطظ تلرقسضنيقو شنشيتفقمحغ دنحيبخكرحط ظذحشيضلسمت طهيحثكظبذس خظطخخزحصقل تناتمششجزظ سغضلزرجلخه جظسلثفحيجف 
