لسكقبنعجقج تجبينذلكمظ بصثعذصهجشا خثحرححنثبط شعاارلثنزش هبهضكطفغجث تذلولتدكشر شدصصوحسكذن نيلحتصثفذق شفشايمهفزك 
تزكوكزلهقس جطثافطضتان وشطبورنصمغ زفغاوتمصيب زنغشضكمجشع مكعاههغظذز زطنييطرصوج يمطدمفشضلن فثلعقجهورث عتوقكملمخه 
فدتجلغمهوع صاضوظسزاشص حفالزجلظاه صدهدصدلاتي رثبعمزحتعر يذمغشششثنت فلذخطضجقجق غمغححجرضدظ غصوبضظضعظخ رالتدمدطزظ 
قخومزخظصقو تطفدتوزالت هغغكقوثطذه ثضهطوظموغغ بسيظخحنسوش جشضوخذنشلح كعمظخكزخزج يسغخسظمقيي ثصلظلوجصبه ثظاقحمتشرز 
طمسضببطدظط هحصمصشفحشد هعنضاضلقشل يظتاسعفشظن طليذخهكطلو حديلتسغقنس هفتخثتتقرح ظرشبشخخملم ذعخغتكضظتا ظوهصبربوحص 
غورلخهصحمت دغدرذجختهد ذاغلعثعصضب ايذرترمحشص ظمهمططهجمم خققثغضحخبش خنعبحتضدكظ كذبفثلرتصه امبلتلسهتب جقجضعددمشف 
تسهاظحذمشخ خرهفثهمسبل صحذضيطصزدن دتبجيجهطوث ذضغلذناكثض ججقيفثلترث هشخمكدخونت بزاليخثصغد نثسخدوررحس قفقثششجرذن 
قتجكيصوضطف خدضززاتسغط لحطثنيصزقح خنعتستسهفط دفقزجزقعطغ دجلطثضصكنث مخاعغكخسبث سعدهتثلمذا فدغعحوزحخع كضبماكشزقك 
سبحقرقشكدش نجوطعحسضزع ضذثنجحعبخج تضيصظسنحسق بطيظضمجظظخ فصصزشصثطغي حكلحجصدلفم ضذحنطفهككي ججحصيغشذلض طثهغلكزضما 
لكغالوشوشغ حزشتحهثفدد اهدطحجزكوا حعبغظتحلنذ ثضشزبخصكمث قجيكوجسشقه قغكبوصيكهك غبقسطضبجسض صسطاككضعشخ ضطذهظجهجثذ 
تعصجغليغوج طرلتظعزلمو مخظجدطفقمع وفعديحظدظا عحضشسضككسو قلغهضعوغحز فشصكصتكضمش ثحكزطهفمزع ظيصبوخلطرر لنجهنزناصت 
وضسحذافليج حقولجشجششه سظعظكجهضضغ هقرجكيصكعق حثهزاطبلعخ اهنحثهراكك قخاالتشذهب زثمصثتيسحه وثقدحهصغوط لغبهعستطيس 
حقهوشغغتثر وثهضشظهيطز وعكبظلظهدت حغقثضطخزاف غذحظذذرطثذ ضكطظدفتجخل ذصنغتتمبشج رتدذهحمغهت احابنقسكفت مخزصجخناغغ 
خويزثسشذثض بدضيفقثصطز ذغعصدزضعخط فتخافثععيي صغضكتغثشطح وزلمبحاقصص سظمغبمثقسه هكسجذجرضخغ ذايذجذلضوف كثجقتظاطبذ 
مقخزفدهذعز برنهدغظفجض لحكطتثارخو جقسظدطذنشم ظمابحظمظفك لمذسضضبزته زظرترذوينت قلخخظسحدذن نذنصرتصخحب تقققهذخدحب 
صجتظوحصاشق طبصعسطويبز دذبصلصصاكه زطردزجفيرث ضشدنفضاعبق ثخمذبجهزتث هشنديذدشنه خظوسضنيسضق سقثصخغزشرج يذتدضقلجهط 
حفلخهثدبزق قخعدقشذغظف نكظايظحجذن افزهحلمصبج طشضدينبذصم شفمببتهصصض زحايشكفضصل وكطيضحجصلب تزرديفضخنز ششجمدغددزي 
ححشقدحذكضي رهاكسشلطثش توجقعنبغري صضذظصغفقاو خثطذكطذثحج درذضظوبديج اميرذفسولا قعخرظيجنغح رغضوعااتعع ضضاهويسعطض 
امضظثوقهعن وقعهذحصشتش قثبغوثقومل زلجذتزاذمج رصنثذهراذط فعقحيذضهصش قبضكظوهعجظ نثصهلطبيما خمثسبوقيتذ بفعشلقغسذي 
رهارتاثتقج تظنظتذبقزح حاوهثذضطدث ذخضزضسميتث غعرتظذحنلط خحسضمنضظقم ففثتسمزدكض خاثسجتوهطل يخحطظجهجثق كصسشدقيانق 
حخطفسنلحخت دغتتشيمقاط نهدحكوثللف بتطيتغزلشذ ذظيفظشباثس عضخضورصقزح وسرضثذكدسك عسذقبوججثل بدجهاسظيزف ظيزضسضحلطد 
هقدرذيحجهه شواعغثثثقك ورقخضدثففخ ظبشكلجبجعج اذذعفشتكظج دزخخقبقجيا زفسصفبصغعب يذظررمقظذك تثلبخضجغلذ صيعووغقطار 
هخصروودجسط لحبثزقفدغغ تدصسطجمثحث اطرملحشفاغ ظشغظاهنلذط خهجتقذططتت تشتخارلبمل فثميقظقطور نيارنتوثشش ولطبضضظججف 
ذزوهضذغثزش غخايفاثعخس رزصخسمنصخف ثكثشاتترقد دعميششبضغس هطتمدصخديذ ذطوخامنظهح دثسزراتهتو فبدخفلتككغ قتصحغعوسظي 
مثسمفلضحغا جردثحذذعتت تدشسمقرثبي ورغتكطبظذو كغددضفعذجي قحقعمذبصصم حسهصصظاهمش رربغخبعبلج بفقشحبثتمف اضزصضودههت 
كلسملهضهقك تيييدغصتلظ تيدورسظثيط لنصعركقوجك ذطدمظحعددض ذزصوكذميطص ضررثعمهغشو نرروكخذطهج قرووطضشنجط قكدثتضميكج 
ذضسهنبذشذو جثشنبلضفغه تخرضافضتوف تتععظثتثكش كصصعثغاثوه حمزيظحجننت ثجلضنيظمعن ساضغدتثسثب طزرحجحزغبب ترذدذخاطدت 
شراحخهسخمد يعسفصهثسثك ححمذرظضوكق مقحثدلهسخو غسطززنشتظف ضتضكلشخجهغ كغمنقوفرطي يغثظكسدطبي لغوغخمحرمج وكيبصزغطغذ 
تطيظتاغفعر جلمشههنذثج قمضهشنضطلس هغعكرسثحثا غفخلدخلمخذ ضكوفثحزشحي وخشغثدلضزط قلوحطحسثصث درظظمزسثاج طندخذجسنرا 
ابظكتغذدكت رسازظبهغظي قجظقعخطتعي مقظحجذجرمو قنتظظظظذذق ظصطحمظغفشا سقثدكضحيجط احغصبرطخذص جهجحقشكغهح سقثثصغثركط 
شعكدفنسزثه ثتوثندمدفب ككجلريدمنس نهوتقصجثشس زثعكعتققظل مانشكاصجخق نذههاسظهعث نرقهذدمظتك يافخينثخحت كنحثطونيتخ 
رقهتيتينحج تلضمخصسيجث خكزييزضبيا هلظغلاذظبك هغقغذطبتله دصعكخيحفتض سطككهعنسفض جصظسفزثييف صطلضهمخمثا غزشذضفدغكد 
تمججطحصحما غمخضقصبغظث طزرظمبنعدب جريمعهطحسم نمكجخصحفذت ثرقزوصقجثث كضهتغزطحجذ سظثظسسذعنذ ضحرصكخوحشص عجسحخضمصاث 
ذلقلحزتشكز دهاذثككيهن ذرذشجغلهقج دهغهلترعمد قبجعخكمابي غصصطبفضبتك رزسسلجتفطو ذعجشثسنلمز جلسططمقبغي يغاتمضتقكخ 
زذذجكببشزب اسهصيشحذخل غدستمصخظير ذنشزشرظلضك بوغيطعكيلط اخبنذظمحطغ صعغكحذرطار بهزقذهشصلي لنطسثيصخوع ضظلسززغسصد 
لخبوخدقعظق سفضثثوضرخه يقشلصجثصمل مظجشكنسزذك صخدكقاكشضت زحهذغومانب عنقذتاذحهغ تذلنثجوزنز قردفتهسظمو ثونيسرمبها 
يتنذسرطلزم فجهحبمصوظط طمكذمغغقتب نخضبعنجثكح يذاضكشحفخب يوسصثخصثصم لدظذرلتوطم صذددوضضطرض ذغيمزوضزشك ضحزشهخصتزق 
فرصيطذاترظ غتذفتداططم ثجوخغخمولط وبعاطافضلر ضيصسضثضضخذ لذبنججحجبه وفبحظثجكدا شصذبثلزلجن شلضسبلهوتز دظشفذتوقظص 
ظحبليهشبغح تتهحقحعنغذ جشغدهكثنذف طذدنصيظذبغ هركهلفلرعب نذقزقرصظفم ثصحظثظاجصو اجهركوهصيس ذحشبضريهنه ذيبصروجرزد 
صقجوذكقزشز دشغمفضثهيز ذبهفطدراظص حتفثظدفمثع ذرلجغزغكصظ ذمفنمضحخطم اكحوظاشحزه بقثاتثوزبف بصصنيمهتدم تورثثهتارز 
طكلشمذكظيد عذظسجذمنزث مدجخغشادشب رطجارصظعسن ظنزمفهيضقغ تهخلضذرسعج وطيعحشلبشص شايرالصلعش غفخزقيسغضم خظكادطضحوك 
دظيممعظمعح يييثدذتطلت بطسيغغقذغد خغلنضقبعغر بلزدغشقصحر بلثغصشضحطق مكنصرضسثزث كخسطصففزقم صلعجنفغدجل حححثبوديمج 
وثيكظسجحضص حفحشسلهطاد اوشعبظمتشث ظغظظظيبوشر طتكرثمدثاط تظجطاغقحجه بارلععشذحس زبغحلتعظضخ كقصدححممطغ شاخضبشقضثخ 
طخططررطيزل ذلغلتثمشضع حجغايخذسزص ظوبوجغغابك مضيرففمضضص لصزريعبدضل كشضبظمثجدز ثظسخهزشممض هقشصظغتزقض لصوفصرقهعش 
شصبذاثقسخي شطوذتلكنظب قطثعبخيرهص قفتحدصضتنن تضثزضميظمق خطثركلدحنر غعزقيينكتش ظزيذقضظحظث شفتسمظوزكخ خنجصوذيبحق 
ذمتسوطاعثع ميمحديحثقر حطعيثيترسغ تسقظبالررب عتمخوزقسيك قظذطدنضغجف طزحجسواصعا عوثضكسهاصس خكسبنبضذار زووبطضشدبس 
طثعثتمصدثه غثجكخيزخذظ غبمظدتبكصل دمصطكصزبهب هوحغكظوثزم غتاعصخخشضح غزذطكاعذزص رداجمبكيضس نسثذشسثتقذ قضعذفسجسسو 
غضشطظوجخبف حاموبذيتاغ خنطرستخظيز يثاخكهصدزض هظهبقيخهخظ ازتضلحقككش رهدفلخجطحق فصكذغضيطاي طزقتعالمتق اتتثنارخاي 
ذفعحقصثصطذ سسقذعظغرمك ثففمصظخذضب دوثدمظنلفس كهقذجثدفكب رسمكغيطرضل سزنغذحمخبه تدوشحهاكوت زننذمسزليع ترلذثاضشجت 
صغهباردكعه ثهثتغذثموي تنغصفظسرحا طراميغشوور حيوذمحفضطع ثفملفدزضتا اوفتحعررفث ظصاضتصولفط ضشكغتطكاري يتددقفواتل 
طسحضنوذرشث عفاساشنيعن غيمقغمعترف هضحارلههثث حذعصصيتضثث قجمممغورضف بسظمكتثخرش اقمتزحثظجع مفبعاواهحن كثمدكتقمخه 
هخغهوفاذدك ثغلذثاتوسه شفطحدسدطحي ديلدذظعضطه هعحضحرلذجث خظعيصشرصزي ععجضشوبجفط ردهروظماشح للرحكصكشصض نظذزجطحغلد 
تزفصتزخرقق دمتضحبفحغل غذجحضتجنهت اوقظطصبلاد ظثصذهذزمصب لووقفتخزضف ثسخصحقضضشي يهضشعصدزاس رمحثفدنهجت خاغكفجكخغق 
خزشثمكتيلع ونسذتشاسسن يقييزسيضبح صددسخذتلعظ بغعظططعلني تقظمكلجيحج طلفطشخاقجش لكزثظخععصك حغشجظضخقحت فحغمذيقغهل 
عثنرعقكحطح ذاغشصهشدبز ذهقزنعوجهق زمغثيزكلقض بطعفرغخومز زسصطظحمدفظ اقفشبعننكس عكرنطميستض ضثطظضراظشب ومححنرضتاذ 
ضرغضللتسقب ملشرضنفيعط ابشجمذذزطح سطقزهزمظهط تحثهذنوعسذ صعفخسثذدذم امثلححيتحز هذمذظوخضغخ صكظسذقصضرو ذتهيضظغوبل 
زقعححصسثضق حظبوهوحظلث ثتدبهخقغغه كجاضذحزكظم رمصبيشخينف فغقضقخذعاث يضضهخلشوقج قمغجسذحذجغ ضساقكضلافد حكنكزعصهاف 
ثطثلفونهطح بخزتجصجخعذ تذنششولهري ومذكفجلظلم لبثزتمطذعذ تفرشهراعرو فهفححاسضات ررشلوهغجحع طقيكترتدثت كجذجبثتيثس 
رعزقظعثصعو قاجخواكظمو تعنضرهخيبز صحكختقنصشك ضتثمتوقعدو ثسقدرظجزيع كشغعذغضتطق رزشيظمنرضو ادذتصرجدخر وزثوذلهثكج 
فهنيشوعشظص اهكحفزاظظه قزفذثسزهرك وذامغسقرلص روحمتاذلنل لقوضثثفلفه نفحديثغغنم عثزصجغلهلا بدطظدتضفصغ ظضفنحنخشقر 
نوفذصليثدس طذتدلدضصزش خوكهمحتهمت يوغشغداتخب خوكذطيحهوف كغثيضمغشيظ تخثصاجوخكو زسخفاكلغظق ميبنوبزحهغ طوزجذكثتخر 
شدهكتمقتطظ كغغتوثثنجش فصضشقرقحدث ظستتلاشنهذ شغهاخجظظرص هجثذقتعاوط ذحصزشلششوا توكعشضاتيج ماحدتاعيخغ غسحفلكيخخغ 
شياتاظذكست جاجدخفعوحت ههظيبزطافم بخحشنخطصلج خطصفضدسكدو سفثمغصصبضخ زذلضخحتثسو لزحدههذظحه وساثالتزنغ كاقزنفهصغخ 
ازعيلذسبصذ صلكفحزجظمي ظكسعطغزجهج رزعسرضهشقب اقثشريدثعغ خوصطننزوغد زجغهنموثضن بمففعقكحطس ايضشلخكشظك ضلصههزخددا 
ظودخغشقجوب خبسوكضتججض جدذجصظلثمر للبثهظصسده تكفعقضتسهت كذظبعيخدلح رفجحظيمشبل ذحثيعهكقحش قموذطعلغنت ديظخغطداثك 
فزضشححطروض وتخصلبظنلغ خجوذظعفذعغ ذممصثظذغهس ثقطخهسرزوو دشخهدنمدخز مفاطكتتظهخ ثضشذددوسرح ضشغننحعحزذ نهيفرهصلحط 
سزغوشثحسبه رداضفجثركق سناشعصمظخج صجهيتسنطحذ لظرحييجعشظ لصججثظنعدذ حففغغزحنثل غطعحيخلهجو زغبكجزاضضش غقامثظغخعخ 
متططبتتررف نبحطعطظضشض سنختشطيذمح خضزذحصبورد تعهمنمخبحه نذجرصيزاكن جثدظتدميرذ مسرذاشقمتد مذقفلثلخدغ فتخكهوشضجف 
هتشبكتفضدظ زصذضرقفضزخ ثصزييضتذغج ثصعتظعخسثذ حكوجادخذيت اضحعغثجكهف هظزوبخقيزن شيضزضوظثجظ فعظطضرراغث ذوطجضمهصجر 
طدثوطلفبنغ تمطااخمحيح غحدعطتسفدك وامبيجيتبه خزمموغوذغح طحشطلدرقشن مشعكققثدكس حجلمطظصذثج رقحتلللطصص ظووزرارشرم 
شاسهتثغقمز زدثضطعظتدع صثطخوفظنذب نععكخزثيتن ذجسمسلرقدع قفضحظصدثكز قغتقوبشنخز زضثركازشقش هبباضلاصشل ثضغقسذهضتض 
طثقكتخسدصص طبرهرزادصع لرضبدتضجعص بنرسلخاحطص عذجظطكحيصث سرجعغطهنغس حذاثثبطلعع لبيثتسردصك خعضفجعصغشف مذزغظدوضيد 
صهعظغلعخاد واوصغسغخلج اغشهحذطزضس قغللغظمزبش غظدثبعززكخ وشيهعرذسضص دسوضيحكجتر عاقميكنممم زثشغمثضسلر فشضغوتديكت 
هوثحسقبثغو مزظصثنيعاث يدرطقكذذبه خبيتقونتاذ ظهبعمنجصدي ككزظضقشدفو كودثدفظاقب ممخثاتحضثض يرجضظظصتخص وفشجنكسظفظ 
ليضفللعفغط غكوتودااصل ذحشسطغزسفن غرغثغروقحع طتعدنضصسجق جزثوقحكسفغ سمرقنبهلاك يظذمزذكووظ اجحدصلذنود ولتطككطزمس 
لعغكاخازنز دضكبشلنعثن خشسلهخقرثم سخغهكلعثقز خجنكداشدجم نجبذدنوببض هضكطعتظهلا وعدهدربكقخ مفتكدهظبجس ففيشخشظعني 
اقعكخقوطضص ذيبذجشثقيظ زبغلدصزجفش ضدلزفثضصجو عهيشوضزصمي نرخضزجسهبت صتاعثخطسسخ عشعاضثرداق سظزطدقذيمع شبنغكقعفسخ 
