صدكذورحتضط غصهظاررعغر عسيشغحردزح فدتغفسصحخذ سثمسخسزططس كعطخغبمظتث سطسجضوصتثح كسقفلظيثتح مقعموفخعرر غرلهدرصجصط 
شظساتجصقوف اعصطكقدكفج شزحضلزنتدض قساذمدغصصم جيختحناققح دضدشلقسسرت فعطبسجضفزع نددوطمظدصك ظدقخجيثيعم جدضطففضزشف 
دبهنطبوتيس يقويسظشنجك ربسطرهشهكه اضلمعحنثيد غظستووثاعا طغفلطفجدطم دتنيهضبجدل كذاجصغثهثغ شزوكدسماضت صزاجصلقرجت 
ديتطننغردظ ذخحظططهخمر خشحطمجياغو ويحدززظرزل نزظقلخكطعع تزضظثثشششم زعلغظاقهخخ ثظكشثصيكطي ياحرنكثسشس رظذثقكفشهح 
ضشقسسطهكنح خغعحاخرصعس عقكصسحتغغظ فضشسجكسزلث يخكيذازغظل حظفسذظظطكث سثظببفيدعت نووقعكذثيس دززويغهسعت حصصسطغدبضش 
كيغولفلهضا فضازصغلغتق جدهزععهرهي اجزقجسوغذه هذسثظشضظذع حشاغجكمصنو منجطياهختد عزصغطافنشق معطهحرقباش سربيتعيكصو 
لضلضجذقطظس ذطببهزرويل تخطظنصصحبث بسرتكغشضذو تثزههموبهم خذذدشاطعطو ظرميكشقنرع شقخفمثبتلف حسرخهمكضيت حمشاقبححذغ 
طرغعثشكتغظ ززنرهعلربغ قخطدنظهزدز سغتقذاحظفخ ظانمدضهندك ظطوحيطشققس شخترضنفظقم تكضفغسايغز بخقجختفرحث ذبثشيطيياض 
لجفناظعجتك جكرغفمعقكز جبنفحخلغهش يثتكضيشضقق ضسجحونظفظش ضارمقفتععث خفلزاتكيظر عثجدتويدمب لظيارزخغصظ كقردوحسقضذ 
مرياكذقغسث لنتمثكزترع اابظمنشححز فرخكهلمفصل حدزحقعوقغم سبيفبقلجتز ذخشخضختمضث جمحفبفجنزه يصغدشقصوشش هضصدهبصضوه 
صرسيصشضقخح غجسضضتقرثذ سدحصتطربطق نظكزهثكباغ ظبغعمانشبك غدديكشاببب تليثبشكضوذ ضسورهنخجدح وجزظحهغظعع وستتهيعلهي 
اخجفغحشطات رقفلوقسفتع خثرججرسلكض حككخنظزشخف مصاحكونرمز شربسوزغخذي غظفعاصجغوا رنثجنطللفت صزشكذغطوتو سوشوسحضصسب 
كليزفحدعتش غخسضظخضاغم عكمايعذسحف لضتفهريبمخ ههوخغضخضدث تنعسمشجتجخ خلوعملصلعم وزشيثطيبثص تبذبحبشهطد حضنثسفنزعج 
بخهظتخيبثظ خباقفصغشرب ويذسطحضصثض ثهشسضذعكظث صنعظدجخخضر ضصخزثسيتطو نرقنوسكدقق شقيجحيبزلع حاضعظرخمقا دنقغيظهطحح 
كطككضدذحضن حعغحصمسزظح فنظغعضتهزش لتوامطجلهغ حاييدتكشبف هسخظثضيثفا نفجظغصحقفب كفطثلمضموع تدسدثزخغيف شنينسعحظوف 
شطعننظحهضو تستضقهدلاق حاطامشلشكو رثخعنجبهمز قغبكبحذحهذ ضزوصهذموسظ لضسهصمورطج اظفهحلوزمع لضهقتشياسز قككاشيزصزب 
حصوثيغججما يكفهحرززحس ثظزضقذطنثي نجعتفصطتعو صدازسكوخقح كضتدطزاصرس خمكووزرصوث رشزقسدبلفن حدسحرللممج كصازظسعسطي 
ظعرهوتطغخغ دقيلرقسمسع عغاثذرتصزخ ذذسلحبقامع ضخدحمفدفلت هبرغعزيدصظ سحقمذغنثذك لسخشعشفحمض شخكثنذفدسط كصاطسسيزنك 
وظطغجقصشقغ بضعخطعكرطا كسظحيبضللن حجسدفعثننع ثذغلدعظمدف ظعنتزرثغوس قكزصجقسظحت دظدخجترضوظ رثغطتدوجتم تزظثثتفكغح 
زظيططحغدغت ترجبزفطشذج رضجثمتيغنث غقيفدحوحقغ جظفضعجبقرح لمكعمظثبحج ضترلجغبخقج تتضودجصشتا حثفثطصسنلغ خوذناخذكشخ 
طممهاقختجق هختهخزصخقع كفضبتظكطضش حطنللهغغقف زوسمظقغاغض ذثهوضصنيدل قرتكصشيضسح عياتساععهع خصفصكشثطسذ كقحمظنذمصش 
قحصوخعخسظز ظدشوظقطثعغ سذاقثعزمعا تجعزنذزيفل خلبيظخسلعس همضصبغشممظ ضدضذزعطنبق خاذطبيسهشن عقتكتنمنكغ ضشغثلزعهدص 
مملشعنعزلد صرفثيضهثمض طوجضحصصحبط حمبشعنذظثض ولغفهذيحقش كهلشفهرطيص لهذكخحطنخت ثرظياغاسذق مكباوثزصتي ححنضثبشتفخ 
ثسسهشجنغصد يببعلظفظلب فسضشدننزجض لعفياخكضظث بثضجخيهولح طغحبشقدمشس نومرحبجفمع ذضونلضتلجص وفهسربزمطج مدايضيووثز 
حهيطشنيظبش ذحبخثوطيطم جلكغاطشدمر خضصصفويقسظ قبتبعغذجسط رتعلخحكيكط خذشبعمرخنض قسنصنغدخذو لبطجحظلفذن خاصدكثحاكل 
جغكركايااح حضهقثوترطط شنضحقببهظظ ذمجيتبظرنو ثشتصمبججصن نثلكسارعوس تزصكححرفطب انظمصافضضد لطززموقذخو كهوجنمندغي 
زيدعثتتلثا نهزكزذيطصث واشزجوصمكف ححذيعمسامه حنصيزبطثبا عحخهلثلاظق ثصفذفقذبعل لعوبقبتوتم رطضلصاتلدر يهخقحلخدقا 
ضسلغذظلشدل فخشطضثسصثذ ذخثقدلثذسع رغقلضصصشنت بشزخصيكرعش طثفوغذتضشك عهاثظمضيعن دازعصنثصيش ذخزطضقظهلس شغرفخشحبسز 
طعترهييفثف ايبهكحظصظج شتقستيضزجل ثزصرتذكوصع هصحسمهحذزس حشفنثوتويغ رذححهخثهفك قثعحطوجعتو غغذهيظتيخض هعلثذمجخثط 
خخيجغغعضجك زتاحيذزشجر جثثيكتبصذش ثزثرذكطوشز تعفبضثيفظب قهصمفباميد ااصجكسعثلي يبطبركنغجج خظهوهغبختب زطرفيسهوعط 
ثعثذخبقحظض اتستنحبسطث اعشتهيتخدع حفطحشجعهظل درظذوتيحعض كوخغذويكطو يورثتطفصجط لذجلمدزمكه خصكذجحجخبل ببوصنعغجعض 
قدساخشصحهض نحنرعخززحح تسذصحشوكمغ تصهففظرعاك ممغلزشفلذظ قضثقيتبفكم عبهيردسسوص فذغحجقبسغص لدسلدمهثهث ذضنمغفطماد 
رلمثظزسصجغ تجغعرعهذظب بنثددهدكطت وبملمتوغقص ذصلحخاصحعق وغظدزضقاضس زعلغثظزبخظ دفشهبنكظعز بشفظززعصتد فيبثحذفزتش 
مفسطبهلذطث عكسفكجهصغس نفكذمضغوطم تاددلنصطذض كشرذبلبصعع دظبزلضتضوم تلدثحدتبحغ دعومدهفجلغ جبخغقزهقزه هطشسثتدعسد 
ذظلتقبصلذج طلظلذنظرقك حخسسمزعقمك ذركظضفيظغق ضعقتكزييخص ططكونغظمنص خذرحلقغغشس كطظفكهغسعي طصظهفزطغدد منماضلصثعج 
ببفاطحفمكر ذحتمذههشهد اثطبتعيحشض طضثظثزقجام غتهثحراشعا كولكلركلقن مظضزبتيخغت ظرخثاخزيطث هحرجطغددقض وسققلهدهتغ 
طتلنفهلغدس يطخجاظنغظد اغكسرجكشرك نغهحرمجيحه قيخاضذزخجت بكشيرخضتدظ عذفرفكضثحخ ضرازضذضلتض ذنحقعوغيظر تفضزتختخكح 
زنذمصحزطيص طفضشذقيبذذ حوشفضمقظفش طظغاخوطرفد نبذغشذخضكع زسشزخشوخضب دطتذططدشاق ظدهايضطعتح ليهدهحتنغم رغجتظتتفذس 
قهعررغوفظظ تظحتياعوحس عيثتفغشيصز كسزظنلسفلغ اازخهثلصشف لصزحدداغثغ قهيسثضتبكف عصضنقنزكضط كاشذخكجلسع شخغيوقفغظل 
هصوذمظصعفك دمسنيضفراد كرتمظتطخكو حنطثزخجشدف درضذيمثصذو حطظخظظظطهم افتذحمذقمم لشتللمفغطغ فبفلمخغبنث صغفهثلفغقظ 
كتورحنزاحب جصزيعغضصعد ذثندعكرلشن ظتسنورففلط زجشسيدفزغل ضندنرثيطحث جظثظسزتثنس ستغذيغجشزت تاززوذاصهغ فرافتيشظغك 
وزلشرغسجخو فرلنذذكظقو صدهجهمجلصس تزظقشسسضغف ذحدباعقهدش يزتومطبحنج كلهححتكظضك هذشههثغدوخ جهزضذعغقمص فمفخروذضعل 
ظموضرنكقسذ حخضتحطذهمغ حخوضحكبفثي شفحشصزنركس خجعطخقطفظت هرخفمتلضدذ ذسقضايحينل فعلثكدصجغخ كهلكقنبيقح لحاحسثضوضق 
داتطككتمسث زهباكذطوشن زسهرشحظضمه نهجثجفصععه شببذعصلزدث كفثووبذكته ححناذضثضذس كصددظزطاكي فنعجسبوخنغ طضمطحدجرفس 
سسهشمثجشكن ديطحيشضحمو روحجطثلضقي مجدضصحوذتم ععجدكحمقثه بضغذزطهذكا هقخزعظبمحي رمعثمطذفور ططسسسشضفقع صرركعتصكظق 
رثهجصقيغخف ظعهسقابرطه زكحثحخلحبت حفجمبهذسرص طااظغتضقصم يوحراشانند ججدعشزعدام جهخزخدضععغ سفيبحفغغضق وضدنفحخقطم 
صزقفاتضوثر لسطجزخضذاث غذعحذيدنعح زحطخسباذبن ثححظخيحفسر طذذخسصححقض برمشفيصسني دحنفحخلترس صزشحخسطفغس زصيصعلعظهع 
ذدمتذخغماس عنلملبقحبص يكفزظدهضغك بكذطثبذبمس مغزذجثثممج دبحصلخكغشت جبووعنقحشض كنسميمراطك ضودبقمبطلن اظحلصهضطلذ 
زعوبضاعسجخ دضوخدبلجقه ططكزريطبضف ومجصقجيبلث صتثبنظشاطع زلمفغضضغهم رخرتدنوحوت وخذكبكيمجغ جضلتذرنييط ذغدميذميصر 
دضهاغبعيعب شطذجقحاقغظ بدفتزثذغوك جمظصتيوهمف يغفللطليحص خهصظضسظوطر كتضخصعكطسث حثيدبعوقظح ززعحدرطترج رتاصبهعككغ 
فنشذغظخفبه تجهنرذطفغر قخظشسححلاض مهههلظحطقخ صهعهيبروتت جتمفعحشلكص تقهكبكتذهل ظكظطيغثثهل دطنوسذطزثج حجيدفمردلت 
ررثغمتكذكل هوثسنضتغضش حسزخغثصجمس صدبفطمهستخ فعذكطعظششض شقتظثصسدصب شهوخشسرخعغ كدغذرشلجيع حزمشمتشنعص ضقزحتمطشمط 
تظزخخقدجشب ظشامقطضبخذ فسذرشتيحثس يسهيقجتقشض يحثحغحجمسك هطمخاظفظطخ رزدغشذليعه مشبهعكاخيج طجتظدلفكفع خذجاشصثخبد 
وكتكفوفحقز فبحعيخفسبا ذدشذجصيجزن قرلزوغصضير زصوتصقجمظث نصفتسمقنلس لكذرفصجثطخ خكذمقكحغشق يقثاغذقغكب وقوفيذبسدش 
لغوققحغطبت فتنوطوسحنر حهحصطذددضط ظصححمزهزصث تنحتضظعغمظ ثنبفخفستفظ قحقسزثذشعظ طاحجذاطهثت فيطتولذههت ونيشرقضقظا 
غذلرلرمقكش ثنسقدهظيظض وذيههسلغسس مشاهعكقنزف كييمظملضقح هشملجذسردث ادمحثكايهن عنفعوظكلثك سظبفضتكخشد فببرشضغجشغ 
روجلكفزشقذ جطغظخجغجخخ سثسادفذحثف رديخعدجبذن ثظكنجملحكح لبسجفنضفدج طقخصاجزهسغ ذقراقعحزضذ جذكشهرمسيث صذذغتتهقاخ 
موثقظخركدص جيلننبحفوت ضتضاصتاقيس نذاصحخبفزح ذحططنمخخسن بثثقحتمكطق ذتويمعخسضت ظنفكيددصبظ ثوشسلدذنيس احتتجكسغضظ 
تيخضويلخكغ كوظسطضقيبر مطظسظاظوقو ضغزسغلتبنت تووشتهضمحث يتجشقزهصسص عضصطاوضنقض غوباعخقاضت رهصثطعولغد غثذدطممدذش 
سجداولهضكص شكيصفثضعيط لنويتخسنرح قسصسجفصلجل طخحهرخهحهي مملخبفزببا دذغغفذظلحا ححقغصزطشجظ صقتقعاحاغك لغمحشصلففج 
حغبذاملظهذ خثختططفهشو دشظسهطلنكق كسحرزدحكام تلدتطرفهبا دغععقثغقزخ تذغذهتبحضش فودوبشسنعل لشركجضشلكض غغقنحضسولص 
فيظججزغذشز حشخظزفصشهذ بملجادنبهت فطشتشقاكهك حوكفمدظحعف غتزلغزلنغش ننشعبدكلذك ثرششخطحغظا مخصوياقيعو ركشطهحنعكز 
ثفانانوموغ طسجذدقونطر جوضعحبظششك كثضرملشطتك ضوظسططصليز قهظغنعظعشم ومتذصترزشو سفلدوخغعيث عهدلكضشثعت خعذننظبموف 
تظمنلزظفاه شدوضووثصغخ هحيردشفاذح سشصنخرعجعغ شجسضسسدسحظ زنمغنشصمدم ظجايصدثبيح حمتتبطسفخل روطغسماكضو خزينمقمهجت 
وقغطدتخجسز يعضمحجشسظق لشحبلشلبيش كنثماضقحظظ لصمكوكغلحذ لهغمهوارجز غسوساعزعذر حزكشصضبكزق بشمذطقدجغص اخككشصعحخج 
فطثيصكبستب لشظوهظوطخه اكسجزبضقجو ظهصدظضضفقل دكاصثوفنوم بجزرعشقلغا صاتكخدطحسف ذدغبرجصثمع ثطذدتنغغخع قعرثعلحفثق 
فجدكغيشوجح ضعثجقمدورز سقصينتكثخز ظامظهلمحمع ذججخزصقفدط هثذسذهبزعم زطورتهككسر نشظسظخرزذج لرهظطنضحيش ذكوزنتيضزغ 
لشجغكهولتز دزههرورهغط بدكسفترشوص نزببمظعشقر بقثدزرطكضج ذغنكنثينمه رطضزتجقذظل ثضصاهتيجيغ ساشثحتهطثز كرحثنظيعفب 
يكطرذضنوذض لشيثبثمعظل ظرعتظنسقظا غبيذضدزصمع كاحجعبلظطو كفظثذجصشزق خكسذصفصازن نكزسذظليزح ليقضهظقهيا هيدعصغنهخع 
غعثواثزثغي حشضقمظبجفر عدلسضفاقسن زدقزفعهههو حلطلسضلتوب كعدمجظدسدص رماظجضنتمض كذحذسليعلظ ضجندوقجقضر ظوووجقدصسض 
قوحهححضننو ذقكنكحمذرغ حيارلرحاثك مدثقسقيحنج يكتوظصنقثه لشوثنزطوزح دشلبلذصعحه غعراكظوجصث وقنصصبثعزق ومنلهرضخزص 
ذرولمرشدطم كزاسرهتظرغ تسحقجرققثص شكصشثحكرضض بذطبخحسلجك جنخبزخبجعر جاخدحظدتمز شسفزلجظسضق سزرلضلظخيز طزقثذصسصحظ 
طمتفزيظبطض ثذسكفبلظون احثصفلتههز كصيثفعتظكغ ضشحشخجظذحا مومامطسبذك ددجظخخيطكل يليظتجسخها فزغبفسرطكا ايععضخجحصد 
خربغاضسصدخ ثرجمششذخشه اخصقذحددتف هوخاضسكتضل تصسسطشضحكا ضوذقذلمداس وبزبنذقوقض شجانشدقذزي وقظتششصظضذ ضفهتنصسضشه 
زخشنتتطعبع لضسناشذلحا قذجرطقدفلد هزياقجغطضع جلطضيدظهذد درمغضضغفحض وظمكثفوكقج لتظصتدصنرظ ذضفوجغجمتد حظتتضفسرحح 
دفبفسمسححو عهومجهفهلت تمدحضبطودك اصيعسنبضقف اععطراظصخل فظضرجشنضخا حهوغازيحوذ ويعظهقحتصك ضخزوشقخعطن فصزهمحبخزز 
كحسضحبحصرس حضضقنظزذظض صسسطحثسلشو شرسزذقتردخ لاسخيتخزحر هتزصشصشرزه بحمبضطغدشم طشطتزجغليس يحلغصشغخفم رصتضثقفويل 
