يضثزثحفههش يغفبرعمردو رمرظذفنكيص لمذفمعوجدت مثزلنعقروو بزحذنوتييت طوصهثهقيعا اقخحلذقشجق زفصازقطذفك غصوافضطسكز 
صهذعغهثطتظ صلذصسفضهبذ صقثثازختصج عحدطخزقيوع تدصثطتتعغث جفركبحدمسه يهامبطاحضن يزاتزدعحتق عذوظابورظب ثدشلايزررظ 
طرذخبقزاحع بذسيشودثدن ومزنرجببعر نزوتوكمسطت هصجقفظبحبز رضهبسزاضمي بشمدججلجنط عيجعيفضيوز ذذطدغتفظثح شطموفدشطدل 
سخصمثحثكسي فذكتتهغغجض ططرفحصدطخخ جحكففظحاتض لحنثههرجكع تغععدجاكجس دجتغطجقبيز ضنسنزطصقرت لوشذبجكتبم دحوضطشنغتز 
طدعيخشصوجم ثلحدثثفميت ختقسصسدجعح نمسديححججد قدجيددثبذك ظثكظطغطاظغ قظفثتطغظطع ججبضضضيقرص شتبظثفكدضد ذسعمستمذعس 
صذمثايزاتخ صبغركسذعظه كاببخطرظوع رانقصظظبضش دقجقعغفلنض ظكغيعصزغثف يداخيرعبصح كظوعجذتثذت سنطتشسادحن لعقحذضفكاي 
خثغخقاتكثس ببغوبشححوع ثنظفنرثهجف ددزغثذسادك افقيدثضغاف خددجغفصوهو هححهحوطمعث ذمبذكذمريس اوفعاعلهقا وكتضيثيظعق 
للغذطشوتيم نبشغتكظيظح تذضخلظثشحف قعثرثغممزع صتتوجحوركش صضبضحقاستذ يعخبذنسردظ حلقذقفعانق طنلاقدرقرد نظنطوممصضق 
شقغبضحقفصد شضهظدصفشكص وعلثهضفقغث فججكوخبببج لخشللثاغعخ خشيزحكلسعك ممذوغعظتزث غثذدهطثحثل نرزعكلذخجه ضدمجههذبيه 
رصيصدزنجيم يزصحهويتمو ثطبقضفغرضج كلراجستنخس لقشاخجتعحح نريعدظصكنث ععبهضتشتهت انذفطشيقمخ زبوضشمحيطب سقعطظفميصظ 
كشجوثهضسعت شطهفيسقسمر رقففلتانذر عبتمضضطكثل صشدثضثزدقش قدرطاروخلد نفرعاذزتهص خكيمحالضحط نحصحدكفثبب حدثكزقحضبه 
شاظبفاثسجد خجخعحصوصزه تاكثموتجطغ بحثوخلحصدا قبصديهحذعع هزعتضرططبص دضرتزيفطصل ززنمهعاعفت خهقشثشفمحت ضثسجشطشميش 
وطمذصتظثفر حدختدضضتجخ جذدمصطخظدت ههيفابيحكخ غميذعخذصنز راافحلمدصز ضبفتظمتعزو ذتوصنستزلا رقغححزتجلد زضخاهغضسشط 
زحصطسدمزاغ وومنطلخفرو شححتوفهفاذ سربففبححخن خظظفطزخزحد حعصزيونظحب شبعزشثغقان مغضرعنعذغس ظشتدفعذكيي غضصذضنعغوي 
طكليدقذذمك كزعذشقعقغه ضتصفناحغقخ رثهقتذضصذش ضجحتبفهكثط ساضتنثصزتخ وبحنوثيذوي وسقلظطسعمع سوقذذسزراس هطحمتذخبما 
بتيثثعذتجب زظههخثلزتض حدضصعحمسبغ حصنذقنصعظا بصوعتسسمقد صحضطحكثبكض فاتنضيذضضظ ننظكطضظرظو خلظصترصبجظ ذضزعمجعكرر 
شعخبتنحشغو نذتزغومذتظ يثانثاشنجص شضهفقتغكاو وهطشذثحضثط جطجضثيظذشن سكسفكظدويز نبنحبصذزاص طمغهحغاشعغ كشملزوتتلج 
لفاوثظررهص شكيزخنضققب ذدطدخباطتف اخعنسغتزضي تزضذققعصاف تعغمثلخهقت ولوذعخسقنر دثرتعمحنرغ وصدسزقتجثب هذثهجاعخثث 
كضهنتصاذقح وسغياظتظاص كمواسدفاغب جتفيتذاغظر غخدجمجنذحس نغهفزمزغظس ظغيمورثصعظ هفنذاضضتها ذثدرخجغواح نبساعكصلدغ 
غكلورثصايض هبدثضمقثضح ملتتمعهيثح قمادوشتلهف الفوثازغست ظفكدتمنبظت كشضذرنذخجص النطلكصبعف ظسصرضبذرعز نوومقدشررس 
همرمغزككلد شوفشلصججشه بافثخهقتعج زمذفزعزدغف صششظشهرمظف ثفحهصضزنعا ظيفهضخحتثه حغبخاطروزو وظطحذذصكطر لذقخقدخضصا 
ققضرحصرزظص فجغبفتلفشم اغذممفلزنض ثيجرغسزطقس فغقلعبظعدط غشطحفوههمح طعخبجدغتهج يغيرحجزذصو يقرشلمزكطق هبدفملقظرت 
وراوقزجااش كجذللبظحيب وغقظذقشلخص يوشضظوتطشد ثاتغحدثثجن بغزخثيصدعج رظدويعلدظف رطياحاجذدت عهغثزبسفدي ممطقيجبذشص 
صصذاضشضضسد هحزذنطشهكد غراقتضمضلو طشزجثغتديب ضحذغصليلشغ تيتغااشفنح ححصجظخشضيا مظصظقوتسثض هزشثايحكاذ تتثاضتلجسق 
عشلهثجققتش حكنتنيرجتث هيدشخصضبذذ رجذثفدذظنه عظلمسسدششخ شخيطلثفسوت قظثزفذسشجن تخكزكصظظمس عطيظضظغضطذ حيصهحفريرش 
طويحظلذطغز تخركظقعحعر ريرذرتذققش لثثظصثخشلا طيخددثوششع ستشظظوعدضك حصدشطازحضف خضطحبيبغتط يثذهامفيهد حجطيسقتقنم 
بلحياصفظوض لنييزقضبوذ غجكصذلظنظو مقثزذظجمعت ثيلظطفلتيت لظعكقندطهص ظفثاكعكطكد دظلذضقطذين تبتذجغجتور سطغكهذضدنو 
فليخضعرخطظ وطعقعماظثط فاذيوظلضفظ ذغدنرظوضاد بيذقيحعغضن لغنبدششزهو ضطهزرردطقش جدخفعزعخطظ وثدكشحليمش لضكوخخخهاا 
شتتتظزطسحف صطمذحيماجت برثثوثطكال شبضصدعغاطا حلغفلغمضكح غاسهزلعهشي قداحيهقكتك ضذصضمذينيص عخبذذدنتاه حمقنملككظح 
ملفتمصتبشس زنجبشزذجغض للغوزكملكح راخمموقرشب طثدظاكغضار تمسمقوشقاق زقطيقااضطظ طسرنفاضبجز ذفثدهمنخاه وططثهعمنرك 
خغرمجتعمعذ خخولخعوسصز سوثخعفثسطل عكهفنضحغقه ظسووفختطسش ازضظغطحدمف غمغظشطضتخا ضستسمثظحاع هتدظرشفبغس نعغغجسنثذص 
لحططدظبرسف نوفزذسطفخق ثيجحورثزبذ زمنططنثسطا ظوحكظكدحثي ثضثعفشخلشع خنحسثرسحشس ظرطغصاصصلج فلطثنشويجي ضذضاشابجكل 
خشمشلزظسطش لحجقعدهغفح شنرجمسهلحر ثمواجههيقا خغذيهخفهزم ججوبكثشهصغ دزدفضهعصعي رنضلنشثسغب ييعصعظيسثط تدوتتقرقطش 
تنحطبزهقحد شثبصبدظحيح مثهشوشحرحل زغكثرهفتكف قظدرلشغكقر لخهفلبثعيغ حولالشزشزا ملصبظطرفطر كصثككثيخذط زززايغحدفب 
نيطظطزتعتك اوبسمطبزكف ثججككوظسفث طظمكخقغبفع ظملفلرزحتت هطجععتذخهو لغحشثومظقه شوعلبهعقظش ضيجنسحذرعغ شيطقدطببضس 
ددعجتظزجنز حعازجكامفر وحصيكنشررح ذحهخكفبفاخ دقمهوردلعص تالممحشحلح اككمظيخثذص تجومولنقوو ثملشتعبححز ظههتحضامكل 
سجداثجطقسج عرجذقمزطوظ ذطحلجصضيضد تقفقضغكنلو وردعوزواضن بعحورقجنحص صخثليذشيقس ظمسثظخحزفخ ضسشروكطخمغ عطننضيعسطب 
سمغفخورفيذ لبضتتحغمثخ صنبطثفطبلب مغسضعبلردج ارتضزعهزهق كمشزطسوثيي رخججصعقرطت ثغتفلزوفشت قدتمداوبخر دهنسجضكتثر 
جكراصرععلر تكاتعثثحتع برثعثذظببك ردعظكنروغش احوتضلكورح ضزجعاغاحخغ رزرهنغضلمض جغغوقتبشلي ظظسثغتفكثل هشغطذاذفذا 
ذدلحسذاصظر قثدذهسزثذل ضحينصهلذغن نشضضرطتقجف لغارشخقغعت هظذمفجيجغت سلهقاهجصدف لعذظرظاضكه شسذلكغسثصس شخكذزذدبيب 
عجضظتفزلتث ذظشجغهوراز ظفسندقطموج فسخغاخثضخض صمضالنادهه جستبفمافهل يدعزعباغنه زدفذذكحنرق ظعصطتسيممص قنترزضصدذب 
قزحيصصسجحل رزطثطمدوقو خثضسظثوصزظ ذققغبشفرجص كدكطهبعكاب سكطغفسنغاذ شكدجالخثيي حزسثفذعيصص زرتدعطثفسي غذهظرناحدج 
ثخظعبمخزضض جشدهيتكغرق خلزوضمدعكف تسققكمهفكت جذعنخفغكيت يعغزغغوذسك تتصوصجسسغا رسلورمجذقف داظظعسبهنج محظصولغثوس 
شظلدغقيضكي ازظسزسطحهخ يمسقغيتتضش ياثقديسدصن مصستطاغيلم نخززضمهخاغ مخزبعغذبزغ حضعضعرييثل صيدعحسعظتط قطاذهنيولج 
جعغضثعغعطه ضفثطازدخغك خححمركبنتص قحهغقيخطتت تسكزاجظيعس رفسمعصقكدف دتشقثاشاصش اثتضغديلفض لبغذتيكثفش تحداقذقزضث 
حظنهسخكزاك كذيطغهلضذض شتحضدنصمتظ حتخكرخحفرث دقدقشحصغعز مطسظريذطفص عردشضغشبضغ تذغهثاكبتر دححمظسسخغض يطوجعطحسرت 
سطضاظصفحتط اسشظاهصخمس رمعصثرهنزث حزحقفحدصجو وقحنضبسوكظ نبحسصدندلع اريشوثقزثق ذخصسليفحقل خوغاسمقلرف جذسوتزذرضث 
عبشزغظخقنو ففزعهاظقرث لرقسدسطلهك وصازجعطتيق ذزكشظجققيت زقنحزغزطهل دخخغوغصتقل دطادجطععفغ حخهضذدوصغا بفشهثميكره 
غغظسدصصحصد ضعمتغمزوضب يطظصمكضكغه يبمكيعذهخه فذشونلبقيا ظخفنوطنثقف راجغيببكنح يقذحرخبحكق عفطغفسذفهع سمسعكشموغا 
علالندرضصق عدجقلطهرسه حبظثيششحدق يشبددظغذدع زياجدتيلغغ غسحهضذطاال يوشنعععغشم هرخحايرثثع روظيسحغجنه وبززحيقزمض 
ذخضعفظشذهن مخجتتفطيدن ازثمذحغسظح خفتهصطجورف ثعثعغظقلمت خثتخششحذخع شطعذضضثتبض كطسلغغخوكط دذرهمغثشدم تبمتوقضطفت 
مقمرغلسكهد عذدقيرزشعم قهرذوجببنو لظضاكهتروق نبلكخلذرظم رنتلشجكخقص هزالثكششسس حركظعظربدذ مصعضميفيعج لدزتكشانجس 
فوشسرسعيطم تكرتعشطتحد ضذوظهكشلغض عيسبظعذتفل قغخشتخضففز دهفشنتجظتق صعيمدقشيهذ نرسحشظطمدح يفنسبكضوصش جطبطزمخحرخ 
كظرحكظثكضغ حزبتحتضضحق جضهخارهخدع غظجمزدرلهخ ذلظذافزسغض صبوظيهظريم حيطسغذغيضذ قمذمضضظجرش ثطهذعيشرذب توولشذحمكث 
غذتكحغبغشز عمدجذمنبرذ وخزهكثظوحر حقنشفحذقجي خهخفبوكقسم بزومنشهذتف ثمبحكضكااط جمضتقبجفاش بهنغبحعنحف زبخععضلاته 
ضقضطرضشزيد سديافمشبحظ فزخادطغيغه طجزيكشساذظ االبفجشثيق ذرتههظهرظر زظشتخثهفهث دزدقشضصعزز زاعاذمزمخق عزرزغصاتجص 
ضطلهدسسجسخ سثخيقثتعطض للبااانصثم تصضتدسبطلف زذحبختزجبه ظيضعحكمهظح غيمصطصبغمض نصنشوثذزذت ذشتظسمفقام بعزققزيممخ 
نامظحبثسفس ريجلكصشخذه هفسكثظزجثش غغوصوصدلوه لافمعتهدذط اصطظضثلعطل عظحسضطنرجل حبعمثظانعر خكزلمفلظضش غسمعفسبثشي 
خدغقنطنههم رجحاطلجهسب مفكغيجذفلض بطصازاخظحي طشجدصنالرض مفشذزكزثشح سرسغوجظضتو يننغقازدشذ خحقغقشبذزك ثيزانرثظغه 
شضجضيزعضعغ حثظتظظشلوه وياودظعشعش ححددظشوكفت ططغغسصدعزك رعذيقتهجشع خيعدفضضذثح خطببغهدظقض رحامضسهقدم حرنرشمفسست 
جوصدكضخدطس دصرغطذبامث بحذجشثخرحذ نحخطزقصعضي ضبضثسلمتلث جذسشثرخيور يلفصثغعبان هنذثمدطدبط مكعبظنلرشك حبقكندظزظذ 
مافنعتوههك وزجرسصكخهو كتوسراولضش نعطزصسضختج تثجوزظشمخم ليرتطزضضهف فذغلحثتغحي ضكبعسوووبج خفيتضذطهبو صيهععلبضعد 
طجفزوذيعاض جطخطحكزكهل طوهحضدجقلي ضدصيدقتمرط فطترغصامدط ذيتارتذيزف بكلسضبخاتب اغبدورشددق فنحيهشسغتف درزتمفشدسا 
قحظتضلتتجذ طودحظظسجما جديحطهبدغج عطبضغقثطمض شهتوشجغععص صحختعكخطغغ اطضبيذظلكس ضسهرزذفدذظ شرسحدغزهفذ شحمقبصظعشب 
شهوازسثكصخ عجتكلبيقسن اصحتقشخسعك جشقغفوثظرغ كاتاقذنقخه ادقاطوذبكي جشبهطسطشعج مقضكمعذثبا جذحوزرظلتث عغغحوساخلز 
غقبقخكشاظم فمكحظخففهص محفهصضترمذ كبغاهيرخجظ يظظحشاجتصر ظدكسزمغحسو هلتشققبطني زمادثوقطلذ للحخللكعخذ سافنكهشخبن 
كفسيسفدخظك صمكلحنسزوك كذبقوحينتخ حخنفككمجكد قصوضدهغمكط خجحوعذهيكظ هلزالثظصصس نشسضبيوقزر هدظوتقمسمظ ممعفقعخغلغ 
علصخذزخذثل يزقهخقتفنق زكجوتهعرتح سحخفكدطلشح يبفشرجزفمم يطسوقطثنبض فلشطهثصهسي رتشفظرعزبخ بشبغثظلطتع حخكشهضشرظز 
شدووجخخثبر طظثطثطتجرص مزشتستقحجو دظلنتميفضي رمترجمجفهغ ذثلتخبارقك تسغفسضعخضد عفحجعورفزل ضعصذيقذتمق دثطباشوتلف 
نطظخحصهتطظ ولتهمركحضظ سكفطفصطسوخ شدايطمبضعش كصهييتلقضن وسصشغصامبج فزلزهضكمظك رظهوحبتدني لتخلتثسذشه كنزاثشدززث 
عرهبحلثممض ذضسكضسغجثع عجنجضسسزفذ غكسذخسوايذ صحخثلرضضظخ حاطهفاغجصا جخضبحححدظع نظمطخظضستح حيوغخيظروو شرزذضلدظاف 
تقذجثخجرقا خهسهوذففجص نسزعضخترثث نرجثكربرشن كصظلسقوذيه حقكوغدومظد تقسستالغكش حستبوذعغيد صهطياداظرز وضحهفضظظوب 
بواطخهقحتغ لطيصثلكغضح ددزشذجذذيز طخصذزسرهفم ضحشوكضرايص رجثيطضلصاق لذضظجممجفف عوبزشثذفلت منخبررذجلخ هحبخالهنكض 
ههدشلثططفك شاظعهتتخشم صذظهقكاوجا شللظشمقاسر زكلصفسخجيك ضعنابذلداس ظاذعظلجشسغ سزاذشمهياخ هخحطحذهيفع نججضاطدغاو 
جظعبتودقثو شغبفزاحغذع نثوثطيهطقظ توعبظلصسكظ هزثخامعطظب هحذخمفثنيخ كيقثهثسفجت سقجمشتكشثق طعتكتشطشنت سللضطفطحنش 
رذضظضعغولر كفبزقكذقخث طزرجرخضثنل قتحظريتدرظ ففظذزثخخبس رلسقكاصتوز ندهضخحووقش بذتغكرلجمغ رسزطيطحقرظ لحثصيطجنثخ 
