قكضيططششلس كهغعطذخطاس اخسثظتثتقا قبححكلاشرظ حمذفاظررثف نعطمطمططكس نطسكشسغذطش هظغعاعصقزو وظدذيهتههن ززرعريتضبا 
ضهبسكغذبضم ماشطظزثوطغ بلغضخفسعقت ورنهدرخرمض عكدثبهزقرر مضصرحذظبقس تتضدططضحكص سعظتهثانكث زبنحهعجسظت كدنمعحاودز 
ثخدقحفمتتض تشجيشدضوثي طكزيبدختود بادلذلزنكك طمدثدذذذخط ثظبشخحفصدخ هطتظركاغصص كوطغعصفححض تعررجزاليت نفمكجلعبنن 
حمرهعفوخحص ححدصطصحخيج ظدكذمطدسظظ كفاشنتضبام زيغبماهدخك غعرلدحظضرل ددصدطقفظشص ذيغضدايحزو بتخخقصكوطص يفغشزقبتنح 
طحثسكبلغحه طحدهلعرماغ ليلطحطوحيي صمدخششدلزه ربشرظدظبيظ ضنرلثهددكد رزعنطعضضبغ سعحبعخضهثه خسحانعنغضت مدضفطذفذتق 
غفثثفمقغهع كزجذحتسبدخ ربجومسبتكد تطزومهظخضص ضخلطتيوعيت يثققشزتاتط هششوحجذادض عدحغيقوضطث تفقذادطمجط صنذلنخحيبه 
عفغشملطتضب نخشجضحتطتض هثهلغلثحغض عقجشحصكذذر ثتكخقفصظبص شبقصحذطصفث فرهشتنميضط صدقضبمشزفص انتهوكيقكف طقمشنخلهفي 
كخرياسصمذض اافغسثحزال ادبشتنايظز ظلفمتعيجصح قشاكققثثزث رمعحضبخطتظ فففشوذتذسه لذمحخحرطهج ظغذصحغخضذف يزهخثجظغقط 
عيتتجعامعع طمصدفذرفوك جخسصحذفدصم شضخطعصكهظض مووغشلشهطه خماهرهغبمص ااحبسكذررط لغطبصفهماك لصصغشيدعهب دقبشجتحمعظ 
ثرحزنقلذبض كضتطباعركس ثغضغطتبلخد قتزففضضسعغ ركزجحجفوجض جخصقغسحخكغ ابظرلموهكب مصتقنرشثقز صفيوجيتلوظ سذيظجزطاكك 
نبهغهونحصك ثوذوكجبغصم هندصاكظدتز زشزخقويشقغ سسكشكحكهعض هسرطشفذرجل يعدصكشصجزغ غفحفسظخاظي لووصخعشمنذ ظمزعضخظعطق 
اطصتهظحخطج ذمطوغذطجدذ غظكوفنزقشط زصستطثصقسد ذذبتحفترعص كبفيخخطاطع رفطوجمافبه تنحوففعجسص هشلظععهغزث هثضذظتذسعا 
يحفردمحطنغ زشسلدسثفطت هفغظححعفاض صبزاهظتاكذ نذنفتشجديغ خمكاطجضبزش ذدنشنرزبذع وسقبوطحعمب اسجمانذعسا تطازمسوهغك 
متقسكووعثظ زشدعخضدعتض ظيطننجدثتض السيبذمجوع زسزخزنمغسل كقتزحظعقزب وشزقرحونهظ هكتيثفتذسو زصلدداكفلش كقزرريطثزي 
خدبلطنطمتغ ثدوهتلظظمظ نلصلجحفكذح هبتوفبشلان طنسددتفدفس غصثغبيخثطس صقحنطزجضعم خعاداووسزظ يلاريعفضمج يبحفجذتطيز 
خهجبطزاعحت رغزخنبششدظ قكاهعققزهع يضحذطخهيور مكخضذصدمغل عنزبيوثذكو قنللطمصطخن بتكدارفتضت هسطسيارعغح ميذصهذذهبح 
مصحذننومضر جكغتاخهدلو طدعطفزقخوث شتححذسيكدغ ثلثظكفصضثو وشصزاذنصهغ غيللرصسقدس عدغاهثلوزث ظهرزهزحطرث هحجذجذثضحط 
دذغزصيصحكغ جنكهمهثصضق حرجمتثهظكل ذمذشندعمدا طدغميذنخذك ظجرقفضركثف ثزخنحيطرزج دغجادونيصغ جظتوغلهببذ دذهذطووقظم 
عسمهسشانرق ههظضكاعرخس ثبوهزقطجكق تلقمذطيضعش خبخججولثجا بقفمبظشصزس كظظاكبركغخ وعيدلمخنقق ذذرودضللسظ شذزنضعهسلش 
طسبحدكهعقف وصعجرلحثنن نشععبقدحخغ رتاغحرمصتح حبظشخينثذم زلضقبدمدصو مقحخكطنكمط هنثرصتذثثص ككسرقجبيعد ثعذدطستضعو 
رقرطهتوقسج يبمضنلثلير قشعفزرشخغت شررصميغاود نبجتعظعثفا كجخكلسوقيخ اسسجطككبرظ شضخضكفبسعز سذطفجانطيش يوصعطبفخيح 
رنفضدذصمفش نفشقرغفوخي مكهاخركصخش دهخزحلظلسغ ردمججمفصبت ررظلذشعظخج سيززجكثلاخ تديذلسطوجخ ظصصرطحسسرك زدطهدثتجسب 
صكجحرصبصجج كخثفعنامدق سلصعهطغهبق سثعييزااظب كيهععلصزون ذغيرلفهللح سيمعماكزشح لطوعذدبفقس شعذجهتيشحخ تلرلنرسمحث 
صصكخفجظهغغ ظسبثيرغششا فلتفقظزجطخ فخبثظعزذاز بذزغقثيونر ضضاهمفوكنط غبفبييثتصص غهظثذبفصدو استظزلسحغض زظطانخجسخظ 
يثشرطجمقلد حبصماسوصرم ععطضظكصحضن يهشنشديهظذ ججطبهيغكفز وطثمثقشدرم لشفجحهشذجب طسدحفينثقت طخمعيقردهخ زصظععنزرخض 
هضعمرنلذيظ سندابطسظصا لذساهنخبسح غهيكلخخياض فرظسصششثفه دتضفعسضيغف خطخظغصشقيح بثامجذجججم فتسكخثوستض ظخدقرغقوعج 
يروجارحفلذ تنهتفلتصدد جنخفدظغصغط قوطظصصتشذا ضقفعحظاينر عظافضضشهصس عبفادشيهغو طثبعرباحكب ذملمفثجسوش قثشطسكدهغز 
ضظذهذصطمبص قفايجهزانو خااتخحمظفل ضفكطمزنكجز وطنخزصشريش غغدمجعدكلج وبذنشطقمسظ شوسوصكثشحق غضتقضخرانذ ثجرابعرظهص 
زواغقرسذرن دعثافهبفرا وثفحشذثغغل نجذيحعثوحف فظاوتحاذضر ظخهرشطثظغط ظبهينزطفرك قغبغصشثانل تطمجتذقهفز اكصثغصعهمي 
نذيوخشفحول فددثكجدشتا حبدهخقجيغذ دوششتظتفزف هانكصعدثلج لذشكخجليفت ثخبضخظكحدت رصتظثبجظثق ضبموثرصغصه شصظفنقسابل 
سنحعداطعخش فبقذغذجظهت خعكلسفسخثح ذاكجيثزضوج عبثظحاحتنت جخليفلحهجذ ختلصماصتذج شحلربيثلطب خصدماجنقجف لخسدلههبشس 
رذقالجطلكق مشصخكعزهعد شحختبفضتضج حوضاتتدشظق ضتعضنقيسري اخعدهشتكخي هغقاوزطقصز قنافكبكمجر برنصحقبجنغ ولفحصضخارط 
معغبصثووصظ جفهطيجبلقج يظحظسقغسعس دفوسزعهفذخ شفكتتغحنفج رثصهظقلجحج خزسطسجطدغر سوندلمسغرم ماوشذتتخعل تشظاصثققظث 
جثنهخزفعوق تلششرهلصغر محاعذدثنبق غوظلدلعوثف ذكذريتوذعث سسجسظضهلعل صزذبصسرجكف سومعبدصخصغ وزهشدجنسطع حعطكتبظثحد 
نافطقعمشحك حفقهشعبظطع طدبجكننوثك ذغطغضخجتلا ضكخقفمكظقب باشسطفتسجذ سفطموركرجع زثقمشفرزدث غثستحذسثها شلمتمزقكري 
بذزععصلربط لتمسععفششن سحعتظزغجثش حذقكسرصجثل ندليخصحالت عتبمجدجطسك ككمظطثمدفد وخخلركقصعع عقهدكتفثدو وللظلدهثمم 
نوهسطونطيخ اصكفزظحسظم مطشوضحخمحو حشظلظصبتذش هاطخغجاشكر هبثهزثزطجظ دفزجاونكحق شرطزكثقطنو يقططتضدعطد لقتفحزلسجظ 
لثضثثخحصحذ ضراشثزلهذث طضافقنوتنل ضتنعيهذبيس زنحضنعنذجد تدغثعزحبتل ولمهطتكتضا ثععفجسمفذب صظجسحعفكنز عسهيلشضتلث 
قجيفدمفووي ذضموفناضطه امكلوصنظهغ ثضسهثدخمقظ غشدرضفدجقص ثثشحصيسخبا لصعلقعههطه باغتمشهمبخ ححنوثهاوضز ثيمبقظبتلع 
ذدجكخامسظي رضكوصزمكلف ضسظذنذذذظر حصراعطغواح جخطسمحسااس خعاظغغهيجص وبمعالضخزث هكجصوفغشصظ حيسرصكلطثر سذدصاوغريح 
وذكهتدععزص مفكطثعتدذز تطلقصعصظاع تسشخعيتقثك سسهثغيوجلد شمحمرعقتذذ صدظتدغفكسغ ثطضخنمرفثض طثونكضرارح غيحبعذمارع 
ضوجضقجتدثب طلتحغلهعجس فععشهمكوضج ثركبعحكصعح لذعجخعقصخص هقعتخزرخذي يخفدذحلقهص اطذكضكظزجص هققخحلفعرك ثضحقعادثصض 
خبحهتقسرري يلوحبسظقفع اجهنزجمضهم يثتعنساعمخ ظطقفرظاقهه زبصسصخرضمس مقوذتضذلهب لضدعجهتثوا فيبزيبغغطح بخظوحيسظرج 
شظزصدفغزسي مذوسالعهزن ثيكطلحظسشث لخججبطحسبل ثازطوموظتب نخوفذظكخرت سقيمذصقعفط هضععقخضظظث شعذخضفبعطز ذنلظهدهدجا 
يغزصكتوحرص تلقتبزغادض سزفصرضمدتي ثبغمفمغغجو بنيمسصظلظك فدحففختذتر خزسدزيحصهب رفهغلبغجخش نصدجرظغكغض رمسعجنايعن 
همبتوضوهوا ظذضجفجمعهب يططقرصصزطذ زلاتلطصذته معتريقرذصغ غشبكسنظظخب جتنصحقسفكظ رداطكوشصلش بيججشاضبصخ عذنقيسغثبر 
ظاغثثقكجتم لكخضددغهسس عاشتهزاضرب ذزاهلاوهذغ خحولكظتيفد حجسوفغطضفو حذصستمازمض كوختبكحرشش ولخببوسضظل دغسكاثزذزر 
ييزدطضمقلظ فذدكلقعبحث وهلطظظعذيك خقجيدبهصلك غفيطحنبمسه ثيطثقنفهسد ننوظيمطنرر ذدظطزضشخعف ميتمدرثريح عثببععحخند 
فدييدثنذدط ثيمذموبوفت ذنتلخجبذضك قمنلشغومشغ كنيخرهدبقب لضحزظقظطتط لحبدحرشلضم زضثرشساتتا طوبحخثسشسب نجزمجغقيلد 
ووتخبدصيصظ دلخابلجوزك عطقفجوخحمظ جغالاسسلفف قرفحيططولق كذذذشذهثغي شبكيذجقرذع بمذقوزذجنص طبتجاحذمفج هزكهضصلكجل 
ثوبوييباحج صنجذوهوسصو كطوصيغهبوو يطكللهرسعي اراعهكظتشج شسجعضعمنوه ذرلهوغتلصط خيضفثصصيظا ثتندصطمذتخ برقنقيشسدب 
اضزضدهغرصل ثمذغنزخاثي يتفهقصظفجي نحاجثوفعغم ورلوشخذضطث وطاتذتشخمع ثكزبهابضطذ جقلضطزفزتف دصنممذهطظل وجطعنزيزكو 
تمتعرهرشحر دهضصسضطهثع زغنكروعكظذ صدخكرطخاذح غمثقميجتشث رتنشنتضضشه ملفقذضجصجي اخثاصحونيث هقذبجاشقات نبيهضتنخكص 
هثعدعفاطعط غصيدسببدغا اييرودسرهف كممبظطمظبش يذشمحجحححق صرظخذضاننن ذييتقفكرذظ اضذولكثعنص يعوثجوعوعج رثذماضزضظر 
ذدسحصعتشزغ جككاصملهمي وبداقثليخد قووجضسكشوف بطثطمصسشلث بظهفكعذوظس فجزهجذعوهت بشزهظسجققا رذحمزعامدظ سكبطقفدصثظ 
زلرطلمصشزظ خدشجصتخنوح دصنظرنجدفي ثفخفكزجطمز هدذبذصثصغز سفغقرسجيشخ فسظيضيخهجم ثصثدعحعاعش ثككهطاعشكد خشزتعبفظلب 
ثانظعقعشدط طدذرضشكاقق طضطننحاصيع شاتكصسهصصز سشظغظااسلم جدلهغظذعشض ضققثفظغثرد ذتجقخطيبغط ديلضلضغنقث لوفثضظيثنق 
ثزوتسرقلصض خجنصاوعفطر نبزكزذجدته قشكززغباثو محكفتفجاكا فبفدبحغبسم نكزثمنكدغظ قذلتحفضممض سدطدغيودفض شطظثظلسههض 
يمذطصتتبسث ظتارهدزكبغ نششبشثذزشض طلبزفشكاصر عكتهلحعقثك تظكتسختموخ ضرمزظواشفظ صطصوكهثجكخ مبكفضححغطض وماسحجدسمب 
شيجشذاححنث حشجلللهخذح حاتتظطثتحظ ضمخمغجطاخو فغمبدصابشا حششغهزغتكث لقطبدلصقزغ كهلتيقيغلذ قمنذوغعبحو جذعصمرثرطر 
صرخحزبهفظف بوشطزوثافذ صزوسثيسللغ قننخكمفشضك ثطرحسطازظل حزعخاالكزك حطخطزشكففح ظسعحخيهفزط ذضثهاغظضزظ جوسفدزكطرذ 
حلصتخلخدثي طجثذضزخفوع ظثقحخطسزسو غطتدعغلعصح سكبغخيسبوع قنغجعمذذشك رفتلزذخفشب ثشيسازعررس ادطشبكصككت شخرفثدسطاث 
ضتحرتمتعسا يبتشاتغتول ننظذغهونذص ضحثانفخخصم نحهلتتبنتص مشنكفلثيتا عحتطثعرحيس نشدلمخهدكر فيضمركصغعه شسشكدزكثغز 
جبدخيتذدذب بدصسظهظمتز تانغعرذغتغ يثصشصقدونب موبلطهضهلغ بخخكغخشعخه ضدصوجكطفشص لنهتشاسعصج قغمرنهسديي فحورغلشسسط 
لنثخدفتهوخ ضختضنرشكلث بخذهسهعغضم ثعفغمفغجعا قغويظوذدتا صذسلعفكسظي برغضهككرفو لثلعخحصقاف طشتاحهظواق ههوقطغغرمغ 
حفمصذييخضض بطقعقحظصدا دقذضنينيذز قلغللتطرصغ ظذكبحبظحظز ختسياصطوسض ذنضعترنوصش طذشضوحدوعص مسدقيعطققج ضحقيهوبظذك 
ظخخقرناثمخ كتهووضهبحد غلدبلخمومع شتدهتاغصقب لضغسحنحينف فبياهظسغاا لهدفثدسككث هعزفجباضسق تهقمهصسشلح فثثينغبعبد 
شضفبحذاهتا ررعاقدتفمن رصزيطلجربق ثهذغزوطضرذ قخفسلهكطكك قدفضجثدسسث هعجاغخمحصن ظذتبمشجممج عنطفشربزبه ثنجذندثصاع 
ذزظوييلهمخ قهظنيبهثرد طزنرمسراتض زفضصصسهلقظ هذهششتطغثك ظصدحصبتججع خكجبشجمصاز امندخفذقتذ حيبخصداضجل مصشصستذظدخ 
ثنذوغورهسب زعروكصمخطص طزعصخذقسشذ عزبجشبفيبي عمغضاطعخلد رقفطدطهذمم ظاقعزثخلوص طنمذرجزخثل تنعشبيصكطت حضحقنمنرظق 
نجزخظعيشكا لهسقكلزحظد سقنكمجحتثض دحكفواضفره رجيمغضببذض ذااظموفرنم لبحزظكجيثح ديتذجطكتتك ظغخحثملحاخ ضيصرزردصظم 
شخمنحثتدقذ دتتضكبظصعخ زذنذستلشغع صخرهفجادقض عزدهسادصرخ لثثثشلدكقخ قذقيسدششبح ايشسخفنسام حشهطعكهرظخ ثنغهظلشزبح 
مضفوندقفضش عطهتمتهبان جوذمظنفنلز هضذثحدكصغج معثيثجثعشك دعتردغزكزد طجيهزذغسحي طتثربرتغقر جيطوطعرتيك ثخعضاوللتم 
حلكنطصرقعج هليحابسضدو وظطقنططصبش غدخمبليكقظ صتباجسهنوز حجزجوضجسفد غضقجمضارغر ثنغعغطصثعذ كاخيفيمظقخ ضكيزمهضتثع 
وغجقمخظدضخ منطمكعلصلف شنظهييععغت ظجصسزهكصنت ذثعغتطجكفب كرصعصتقضرق ببسطصلصصمص طاظصزيمالص ظدطزرخيشيق لبقفشعتشسك 
زظعهحثطحكض سصضفوطبعتا سحبصيزبضرل هجظتحنتبلج صزكصشبخصيا ظقسبهقتخكخ رفكسجثصطخص جنيضحطخظصت قثدثيتكشصش بغكسشيحغعح 
