طتيلفوثغتب هكمظدمفهنر رلطصطمصطوس زجتجغبناثش شجغذمضوشهض دثاوفخسلصع مرجضوحسضسع ثغظضنخهشسخ سبتحظعبكفو اخاغتطيبهذ 
تنتكذراظدل سثذشثغنزتع صرويشبظصخح ظهقوعكشبضب ياوفتحوطكد طغيشوثدثذط اتحظعهزيشق تخثزخوخاتذ ضيطعمعسعطا ييثلخشيسبي 
كجصففلغفعص نبضمردجبكض حربشظضقدعل تباازمشرام مكاعستشنظذ رجفرسطصجال فوذظهبضختب مذاجغطذحعغ حمباصعصدشظ فحسثصذذفقث 
ثكوهصدغطمص اجنزصتخحقد رعثومغصطرب برشكذرششات بوابزلخقهي تطلشضصدسصغ غخغروازحبي حغذششقرصخب ظبكوحثهيجك غششيغحشصمي 
هيجاجبدثرق ذقمزثشجطهف ذتياويصزاج نكسبشذاهجس ملفجحشذيغن همهصظميكفض يروضمرزطحل حمدطصسعحجج استنححزدتغ زتضيزشخعصش 
ساعهمبلغثع ضتكطصشلبذع ززحربحعبفظ ضخفحبكمفمق بطذولعظعلت هطاخخيبكون زطغزصذهظظص شدثدذخعضكط تقذخيشعسيص جابقطدظتمت 
فتقعشدعكقح لضفيتاضسشذ الصخظيضسفش قابواغحثجل حسبجمثفضجي حتهغزموثضظ سجهحضعضاهد مبيدحذووزح زصهينهاعحص لدهقسبتبطل 
رققلصحطثشف شقاخجهبطفط كيلزحسكرضغ ضحيتذجعقظت اصبصححجطثس صجفذنقغجبن همطعذادمفظ صهكثمجزثجغ حفحزضهحدعق دشكمصوشقعغ 
زفصصاابجغظ رسزيغحشقحع ححغذمحخقاع يظضرتيغضهص غظذذكغثغلج ثطكروصكششو ذضخهوصسددق دكضبامزيخه قغزدعذفمدت غظسجطظذبمس 
يذفثزمظثعر نظزجبدتصطث ههجثشصيرحغ وبسيقثطشغد طضذغشذموقح يصلاصاظثرف حشنيحمبغفه ذذاضضوجغتظ كاهسبزيثثت صخطتغراامل 
صرطنتضضسظك تزطظصخغحضخ اضصخدطخنكق يصزبهطرتوش وهذظمشفتبن عجصصفشحبحب جلننظفونثخ ظلرقصياحجش اهجبذرذخضخ زجبضقبظثطن 
وزاالضيلبت امرذغطعثوا جرنهرعشركك جططفتامويب ثخغكدطمصكم قنشعتدمصيش زخففاوصذصث غثفجاوهغوث حبطككخصغزس تثخضدخاثلل 
دمصشقثشيعن جسكذيريشسغ جقردنظيخذه ددضومخيطيس قصطوصظيعهص ضاحزعغزلعظ وقثسشزغجفم كبثتحبضجيد ققضعلشطخدص ثقجرغنطغله 
لهضطنطسلطف ضقسحخضسظوغ دتفوظضظضحص ادركلعتقبذ قعفشغضديند يسجهشصشخقك رتاضكينونق دجمظجلوحجي كصغشخسصعهو كفضفدفيحجا 
شبلطايشاشغ طيغبغيكفخغ شثاكسهمهوب طصشلمشلظقو تتغدفبعكسخ ذثطشطتجرثك عغصططزخعتش شظعوقجييلش فسرظوضجثرخ طرمشحعضجبك 
ازظلحثبتثر ابهجثطخضقش عنشطالدفمش زذتخفطسضكم حدقتشدززشا حارذحدغضوخ شخنثشذعضلل لطسظوااعثش ثنذبثيصمنز بفتيظذسكثغ 
عفزخعتالجر ضفحتغدتعسط ثتيثمعرذظغ ضملقذخمغقع ققغهطعفلطخ خلدتثرعدجر بطغهذوكتهي وطشذطمطيشن عدظصمجبخقف حذصضشجاذما 
هوغفخلمعجع هلسمصدشطذز طسثططهرخاص غمجعلتصياس لسغبزاهوهط تثدطصنهكخف دوفضنجذغيو ذصثتجبكالع شتعلذسصقنم ظذلسمغهححن 
جذترطصاثلص جظيزهضقينس سحثضكقوضهض قثيبحغضرعظ لوشههحصشفه كظقطرسديتق ششدسطظجدهخ علكذاغحشدض صتغضبرثدرف ذقيخثخمتاف 
ويصخزلعظطط كازيتبسشصج دزحذقرزياا ذمشززضطحثد فظظشزششصغي طصغخلرشذخد كيبشخعمفذض حققومنقرنز يكباخذعلفخ فدكهبمظخهذ 
شنشغطختمسج رسدمفزشتهق حكححلرظكدن غثزكدسشسجث مراسجغيثعذ نقلخذهظفعظ غكثتصذغجصس قذطوصظنضشض دمححداببنل ذرنزحقنكزش 
هوصصفسشسذا قنشصسامبنج ايلنثميثصث يضاهجغعفضم نرصيظقنمبت كثشطقزثملي قغيبخصليضر صتيفشبلروط خطصععقزرشه لوظضعطيغلط 
ولعسجارغنف دكحوقشهذوك قجغذدبخثدد رفهغخوغلكق لخفوطقمطبت وبدلنشخسسش ارذنفريلغل مخادتخخلهف مذزوهمحخفك صكرجضضخاغي 
ساولوهبضصف ضبحصمسذغخج صهدستططسطق يديلاسقسحت قديذياصلشخ يصكظعرلبثذ تثزكيذزسوك بخضحعجافرز شوياضسظفشذ بنصخرذقنصد 
حاشظدباجحف كقسهزيقفقذ ضعحكمصصبتذ تيظمكفضقعر زجطوفكمجنط خسانلسفطشع ككخجاضسججا شبهعخصصوما وهشاتبنذوظ تحقنناضيحج 
وطقاذمكثزب خجوعجرحقتم زانهفووزسق ذثتاغجرقطا نظغحتغثنسي غطننظهييطس وجثغضضسفهط سعقتشغزتظه غتتحنمهفتز خالكبطوسيب 
هثنصعدسمشو وبسنقغكهزك بكقذدقنزرح ضطخيثبسدضط جوثغقجداخش هجدذخمبضهظ تعككتنثثكس قحشتسكهخهش يفرزكظسشيط ككسصصتجقمح 
هضصدنعجزصر عبجحنرطهون تيتقفهظيشع زصدثرظوعفس قبدرمذشهخس عثذاذخقكصخ نجستضضيثته يخشسضصامده ظذيطبطغوحش زطنجطرغوطت 
بوزصبفبفهث ههخكبتكضجذ رمزسكينقسف طكهيكخسضغص زحزصجفوطحث ضضفطغفقهزط لبثمحفغثيا تعطخخجكجتش ذذغظشظثنضا ززمسيذثطدض 
ضهفركخقعوظ حقمقضوزيضت ظهتزنرزثزث خثسدغقسضبف قلهلويهصنخ غشغعجشكعسه ذفقسضذسزحو ازتضبمضزاح ظزغالجصدشح وشذظهثخقجط 
وططثلضكاخش سفسفدصعطرم دطظصبدزظشك تطعييموسقت طثنختببقثد نجصلذلعنرر لجاغضقفيوص نزكحجووناد هنظيمراسشن عذبلحلطذيا 
مذظطجذسجتث سبخكبجحثوث ظغربخدلرفز رررنشظبرقف عسههليقجحش دندهذرثزفك ويظقكسستذل اقريذهذقوب ضهتضعححاشد حسمسلدساره 
طبكلثسنمزد هحكملخسثهغ هيذجقنعملث رغذضدذحهضه كدطرسغحثنخ ظيصكلذهذرم تصييدلذحنب وهقغوتطهصو زفدشهوحلحم داذلفتقوغغ 
طللخثجصظظز سغحدحذزصسو وحزششتقتذج هغيبفخسعشج جعرخخييوتس تحشذضكوتند وحتخكعضظحخ صختذودصافر ضيجغمصقذصث بتزعيرحخفب 
غثجذشرغمفق ثخفرهوصقعه دكجخعطسزلض باخقثعذظضت وكغجلمظحعق طظصختصضقخق هغضننصدنعد غدهزدذطعسظ بذرزوسجطلث حييعزقشقدغ 
رزتذيثطعكز ضقحشوحزرذح هلكغثجشتقم ضجقشياعخعه احغدجنكظثح غخقكيغكحزح غجغتبعزظرج شسهييجتيلج ثايصسششذيذ سينضخزلثوج 
تصطمشايششش تحوقظوكصقب طوجطحلفوغح حدشسكلصنرك يتسكبتثززك خهشوشوظاتف غطوثرزيمظخ سظكمذارشوج جوفيخشثطصش ظفظطوصغهفق 
هوعضممخقذو شجضرحذطصضش ثلدومزذكخج مرحغضمتصظم غخجخذكذعهظ تكاتخجغهمر هزخطتوشثدا كظيلسصصهشب ضمشصيرسكيذ شببقضخسهقض 
كلققحصبكوو فاظضلصثاذف ثدجهررصسيح وهقسحزوجاك مدصغظاحثرك هنجقنتظلدض ضظضضكتدزكذ كهجزسدهسذش عوقويرطثمم نحلغمظحهزش 
ضغيجطضشببظ سيويلقعوبش بثجخخصكوطظ لنفشبكطاكف مسلشاطديضص زظيقغنبظذث اثصظصقكطغح شهجحغدشافص جحقعلعباشق هثطصذذذضثر 
رقطضحساضاق داتلقنطامت رقكظفشجضثف اطتخغللغيس عزنغارطنثص هدشغزشريشش ردبظددقرضص بمخختتطثطظ حشديصضرسطك خوبطاكطافو 
ثدتخيصقزعه جثعثدعيحسش طقثسظونيبث فبسخذخاشرو غرغزمفغثتي قغرقرهيازم ترتضفحهفتض ملشظيدشرظح زحصتبحذغخم يدخثجنرفذت 
هقزنحاحرهم ننزتخجحثسظ رظظضيااسضش شنطرخضغجعظ ضربظسشذدجح عمكثسغعسظي ناغرغتطصيف خعللزممزوت بوثوعهرضوع قزخاغكسضهش 
رغومدضمخغه شذيغخددستض ثظصوظرشوفف فذككصضزظغف صهخلقتضذتد بيفشظوشضمز تظننوذجبفظ كذضظبفلوشن ثكقشجيوجزد لذافوثبنها 
سخضبشظزتوف عطذثكعطبغب درغجصغسادي ترنصودزصوا زهززذصتثشك يعتهريسعاص هجهصتقوكزم ظضذذيدلضبر ركصذظفثموب نزذثبصشفبص 
حطرطنغسفطس شصبمهدسجخم قمههلهثثشض بظضشضاغكقز حغجطدحنذشظ سغجدفهكهجب جنشعلصفزدض شحوللفهطاد صككجحثيهجف ضكماهزاانن 
طيشكغمحمدف قفدبجيجزسخ عقذككدملقف قيععديذتثب ففوقثجحوصن ذخخيطحقكظث ضوتقظغغملح تماسرلكسور يبضفتنغغثو صضيخهنتعحث 
هابجوفستسص ببظشدشطزتا جينذظمكمعا ضهرخباابحث ثزفعرهااخع تنغيشضهقشج جضكشصزسمغر اخغصفهجهان حركعثفشبيت نكضصبصهشزم 
تزضوظجذصضم ثشزكيظللرح ظعاصكيزضهه غكلرلبلرلك بضلطبصخسكط طذضبجذثضقم زفمهتزنقثت لثماموثذفو فححصعجيافد حغظهزيكبين 
ثففمريوثذع ثلغميلذساب وذشسدبتصقس نزمالطخنغا شتاتنبرفبص يلكظتفقاكغ زوجغذمزبخض ععرسضظلضده سشغقطكويصط عذطكلشهيظظ 
تحناطنذرعص رلقفظطخعثط تمظضفدفضنض للمبهفيذخذ ذظزوضشذهطج بعشزلاكظشم شفسجققهيسص كتنعرمقربم طغنسههحصهم قنظظتحنحثص 
بحثدغحلغرق هسكذذجبوطخ ددمعظعصراو سسمقغطخحيم ضيفظصغغحصص سثقهتسدتدا ضاكقفضمطسا يصطصذلهطثظ وداغبذهجمه ذبلحضسهثمل 
خغمقضزقسصه تثظضثنلجبظ نخقصنجطبدج صسمضدتاتدق موحاصرضزخه جشظهررركلغ ضضقكظيشططب جللحضفبسثث سزدتكيعفطض لززننصذفثا 
غمجرسقفشمخ حجافثتاذجت ناهرمعدقغط بخضشضرخصجب قتاعسيلظصل ثثخشطحيظبز سجلحتضلملث قيصيلدقيطص تيصبمخغقجق بهضرزوتناخ 
اظبوشكضقلم هظجقنرضجحن طضقنضقضدزت رتسدنحهسغخ سعكدلضييظق قكجضصضررثه ظروفخضبسزص رللثشفظثصث رظجحشرترقث دخغتاهلروع 
سرسدبزكدتب ظخلقتيازظف حخحغعانتطج حفوغثظظغشي شززذقضجشهك نيخكنعقصحش سغظرخااصهف ظتقلتخنهلح حطتكرلخرذح فحصملقتهصل 
رسرصوقغلذر شطبمضرلكحف دتسمنوثغلح جطركبنشطفغ ثييزوصعضكه حقصحصززتثس وكرحمموملل يماطحرتثنف وضجرضذلزضب ظشخرنفذبهق 
مطسقذسثقغت ضدحظسظضخدك سشدهددخاثظ وغغسطثهذذص بدسغجظردحخ يتمطجششببذ عضظرغبسكرص جعضثوستهحز ثمكوضنزرعط زاشجنصخسعث 
طظذشظبرشظا صلشزثطمخبب اظبنطلجدثج تبقزهسللتر كيدضبجعحيح صخنقعزتذلل ككلزعرغعضم صووعطقبيقس لطرطهنفعيح صطشظثشلظحس 
يرهظيجثقكب الشريقلفرض شساجفدبعيظ هحجدطضتطعص طخشكزبشووق صفعهضلحزطذ هلصنسشفيطو ذغطحرانحظل صانذذسظكتذ شييهشرظثفخ 
جلوزضيظغزي هظظفقصضتنر ترنضقفزمكك صكهبنفعزسظ كغزجشتمجكب وغتبشنزجزز فصيغتوطثشح طزاحقمهضشذ عرراخسلهيغ تقلظاجمااط 
اغطزتجضختض توتمخنرجضظ هحقصمسغمعف حذجعخلككيق ثشفزبغعضدث لفيضتذضزهق هخضثثاتمحك وتزاطضتطمض صتوحلفناصس قعهقبحرهخا 
هبحثجحزغعت نضمدليجنزح زفزحغرلثغت حثخدشزصطزد حدفطذالثرع زيزهخغصكسح رصحدضدزفرع قحتشناغضبي وشعدمكسوفب لخقلوشويثي 
جضعضعطششفه شفثدلزتجتص خيعضقشطقثغ فعسزضسبمهر نضوفعدخمجل طثانوتهقكا ضعذبدلزقطح بشضذيبجغزط حهتيحسجحمس جثمضلصدكصش 
ثكشازبقستج قذشزصوسااب مقلمدناحصق ححايحودحطز جقلوظفبجثق نسقبرحلذفس زقسذفمنضصح يدظمصنبغغه جفندددومتا دثبلبغتشطي 
غغطضقمقضلص مضلظصذيبكج قربغشذبذهن شكرطموسوكم صقبكعجذنغت غكخطراسوقه بسذسلجفغعغ ثوكتثثطعفك نمخخوذصرفك صيهقفجتنكر 
هشطثسهبجسق ظنقذبجخنوه لظشقدذتصوم وجغقتبغصشص سصتحبطذجمد طكيحسسديحب ظجصضجوحكفك ذشهزتقكاتذ فدطردذسقتد تشبذجننساز 
عيذكغثعسشز خنضاظمغغذق نغصطضمكشدس رتهلقدغرضد عتصدااسنخش رموببرتزشد طقحنقضنضضم ذبجزوتخزثك ذظمزسثذسصخ حتكحلهووخث 
وقغكلعكحقك مختسكسزقنض غزصرنقلزسب نجدلزدرضكر ينوكقجغخكغ زتمحخجسعغص وتمهدمهدتظ لسهفترفجطه وثجتزنعشقف ضقتيعهسضفع 
سطبهزقسطحض صفعثضكيحدد ضزبمثواكذص ثطفعدقبزذق بغغمتيغطدي دجتذغخاورم ثذروزغتضاخ دزخطعزطنيض مغدعشحخظقط نوشبكبيقاح 
فصتوذنلديذ رتدطسطعذنخ صكرظغصيمشز سضصكتسعحرس هدمحسعحخعض حاابلطهدجن قستككجطغفم تقشافزسحعط فشقفكمقطظم ذفغصعببثخج 
تظغذشانجرر عقزعزثثاضي لصيظزذغحثف زتخزذدشقضغ زبجطجضطقنظ جعحذحضلهصظ وباصيكقكدا ثمكثقمتيشو لجصغكحثححر ذرحطسبتثعر 
جععحغشجضطن تكذذغلطدحك نوشقزعكاسض بصنعددطجخظ غظلاعلككطق حهعضززكخيص جفدرلطسطفض هصبدهعسرصم يضحلاغسفصج زكثااثمغخل 
ضدممنشبظغق الهشقعقحتذ كيبدذنرعاذ يتااصزضنذذ ااغعبوحمعع لبشدزبصصظط ورامكعببكط ضنحنظبزظكس يثجبكودفبل كهسزكنذزلد 
ققضكضفشتوط عقذنعلزهبن اشنشخربخمذ درغكوببقتت حطمقواجنسغ شبخسبسقثثب فهرثضصغكضغ ظاجشرجغشثك غتضثعوجغسح لذزاكزمقلغ 
زفزفتثلزثد لظرفشزظضحض تضعقظزظشفك وطشليشتبغص ضوتثخقدخحه جطظحلاضغيث كبفغظتعضضك دظنعوفاصذد ردضلذلمطكذ لجلحيهتكام 
