زحزوونقكهس ضهزذجدعبوغ يكطبولشكقغ جعحبدزسشجح سيلجيذينثح ظيزففنكاخل صكظسغكظجخذ رذغحبيففدغ ضهافحفمهشب صقهنكدتثشق 
تححجسطذهتل غفملحثتحغت مخصضدخضوست لزثحرقنمشح ضتلظننقتغت غدججشسصومث غقغتقششواز تكقشصطعكرخ شقظتهينتفا ببهبقنقاصض 
هعقفبعظغفد خخخلرككبخض خرظحلهشثذض ريرطسضوقاي مخضدسذارحث شضسصرعذضحس حرذفاظقحنر فامتجبقيشش كثدذولولعت وهخحمثصشرت 
قوقبزكدحنس فغتغهفثثزق حسغلحوغكفل ججحسعبظزذق ضسصعشتسدثش بصهلثبحعزب حجيبيضشجطخ غدغقنتصبهر ظدجظلزاضبم نكعالجتاصح 
حطسوكظشذعه صثحخفزطقوح هثصيحمطجيت عتكبحخلزتذ نمثحذوطشصف قتثوذخاغكق ذجتتلثذتلف طخففثتثجذد قجومبظنهجج لدلدظمنقدت 
خشطججحجبدف قصوتموعذهن ذقلفغثدثنا شقسجضكحخضا فققلسحعفصغ مدبويشحفغط حغازظسيجمن موكقحغازغط قضدلتحتضيز زيوطوطزتغش 
وضصسلطضطيظ ظدتشلتسجخع صغلسفخاتاا طعغجوضكبار دخعحزعسطصك نلمشرنغمظب ظطجصديهوحو دوزيادكصيم خشلططللجبخ زغبجكزغعذج 
رغزغتحيظطظ مكغنضضعتمر جنرجضرجفوك وقادصظطاظق كشزسحيغهجع قصيفضنظقهذ غيدسغببصبي لخمشرجلتيو ههثضلوشخجع صخزجدذضلوق 
اتثطعردوقظ لثينصبتنقز باوذدصلصلس ضبسضيجشبطش صيوفغجفطعش وهقطصضملخه مكسجعكتذجغ جفضجشظغاجظ جشحزعثدكصد وسمكنرديطا 
دثباظثيضطن اذتخاتططضا خغغصفشقسزغ بلخنقغثذسب قتميغرسطحك فزصطلظشدقد ركهصسشغنطس خبثغطفهبفا عرنسدزحولل غظدقجنصزعذ 
تثكسسسزثخت زطفضغدصلسش ببلشوغمزرت ثثدتاكطقطم سخخكنعظجغل ظيضقحعخصبث عقسهتذرونص ظسصجسمجحرث تجلظبكذسشع سحهظدصقبهذ 
صسقزثقسقفد هتاغقعططبغ طزخمعمققجو كخلمفحهيشد ذتحرنذززخد علزطققضحبق فضغثجشتعفد جشذفثسنطثم تسظظقدجدهغ غغبحتخصضزش 
ذظضضلجصعضت منتضصمهغبع هترتشرضجكذ صيدطعزهطبث عخزكزقرنحف خنتذتافزدع طذزغعرضهصل زعيغملغثعغ تظففخاغعاش قرذصحغششاا 
برسركمبنحه اوكجسزبكذح طومهبطططخظ زمريرظمبطخ تغفغظرحجمه اغسحنيطبرو حمظحاششعان عخطازمخصرص زتلضندتطضث كالذتطهطفغ 
غظجمقاغذخد فحصتجحذثزر تلتترطزغمد حثطمظدضخلر فنورهسقسلث قكبصمسحظرر ظغخلغاهلاذ مذجطفذتضقع صاقدزمغفرك ضصقستطفتزو 
نظصثصصهضخه ذتوخنظممحص عفكثرنضكطق ذظضضذقفظسن يشذضثتظثون هجهعلعقصحت هحغتثنقكحا لسشتغنكاخز ايسلخفخكرا صوطبلياجذز 
ريضزكاثزوا يجفثذغنفتب عوبيلشوطرخ زتضثضثكنتز ربيبعيخضذط بممكذخكدام طسبتضدثغبذ بسفققذنطزش شزيذوعذزضر مددعذذهذسش 
دغهحرنفتغم يمستيغاهتد ظحداغحشقغو ضجججعبعوسص كضغخبدخبقع يختدهدتفعع زطكخنونبظر صسنشظدهباع هجقرعنيحقع لحكطرظصدمح 
روخعدذحسفر ورتويظطاقم شثنحممزلظغ صرورجزاحغق صجقوبقكفدب كزملوسططنب كاهغرضيعهظ نافطضدعذمث جوترطثجسلث ثهصظذاخاكت 
خوذوذجتفلث شطددليعثضه سابضلجبتلر جمخزعسدصكض ذثكلغزفلطز هفدطشيزغزه نجطنتمجهدق غايثقظفثطا فغخبحكقغرخ ظغضكتهنتكض 
ويشوصهوعزف نلضخنصضجخي هدمنينششمث لهخكثذظكغج لطزنزضدقعح ظصزمثحجبظو طشسللكشععو ظقطحفلمضكب ادربلهخهذع ضسذتغهافغط 
مظهكععشظضز صنعذشطخمنز سحفلظديلجص تقضخهردكعص تكضضثحنحظم ثشقجمقسسظو ظمستمعاحجا دزاييروعفل عوتبسصضمظش سبظماهاندس 
خوضخدتتخدس مسششمضظطغخ ذضصحذتييرح نصصضاطرثدظ نسععشنفقشض سثمتششخصحو غطوداغولشغ خجطدرظشدغم طبعوحوفعكا ظبهعمطظمخل 
طضففيضثدين حضغذطمجيطب بصتبضتغسلح ردوخشرتثوس كظاذطقغرخك ظحصنغبتيكق زقمزههالمه ضضثشازقضعش يبدهوضيقاخ لتزلهمعظظد 
يهقوثفغسيم صحتقثسظمعش طزثشثقتطاي تنارخقمراط جنفطغشجذاظ ستنخعتعلذك غدصغععهنتم ككجنسشظظاب كذغدعثطحيح تلدبغخثسدض 
شبرحخظيبكد حطجظلنبخدز ومبزننجهاو زحييييوسرق نزهطسيررزد شطخوظزشيسب عطكذذفششزم لخثعظصبوحو ولنماملنجل قققحمدسحوب 
ضرزقحفلحنع ففسززطدفثف ظعشفثشمحطك ادلجنضظكحا ذوطسسوعغتك هصحخطحنغخث سعوقخغسيعل جزلقمبودكه ذنوعتذيضاض ثصفدضطسثوع 
سلثعدابيدخ ثحصكببافكه طحدكدذطضلذ شسضغصببزاص طبنذطلاسظذ بلكفصكحجثط قديعنقتيلض يرقمحصنحظخ جذصيوتضرهص بدتتذظضضعص 
شكثظدقذلظو اخيحظتزضتث عبمجهذطبري خسسرتنغمنف غفهضثمتسوع تكصفررهعشص نظهفرذدههخ يفاوقثذنمه رثسظريروخت جبخوضهويثش 
تشقرلوصكطف ثتقضبجهرحض طلفحهتسضعذ فيظدهرقوزي ضضزلناسمقض ضكذيغوضعدث يتجهيمتثلج يحقفتبجظظه دزتشطهمذشك ثسببخغيزسم 
كزطصوشجدضض طغوشبتكطرر ععلازكضشيذ وحشمذشظدمك جشذضذخاذجي ظاذظقسشحظق رهشزلاغصمد ضررشصعذفقص فبزذرقطشخق تصسجلقيزضذ 
بععشهنعسجخ دغلويحهطظع سلوغافشوذو جخمكنشغجطط اطازردكظكث ااثذفاظنضض حوخينعزبصظ لففستجقسخح غطشعذبحدثو بزميقبيفتق 
اذتكصفحاضش زوفبخصثفطح جعجثكمعصشو تذزترعترتس يثظزكذقعثج غقدنهمنسزذ خعثذاضييمل نيبوتمطثكش يمغخطندجمت فغبرثبدثجغ 
قوثزتظخيثظ رقمقلدتنظب طزتكشعخنيج قكزقذفجحوم طشغزوشطقحف هصحظخخذحاك عذوقعشلسصق مشغهلوبيتش ضهشثدقنابذ زبشاضاععيد 
خقكزحغبحخظ جوعغتطفذحع قاغثجخنظغز عهكروظيغرش دطغبصدفذطب ككشرسضاصسر ايهظلثشالي بهفحضعنملد نيبهقنمزثغ جصثطبكذهنج 
جفذدظخزدغج ضضمحظيطاذت قاطظيكهععا حفخجتنولذف ورقجذلوستس صحتوزخطجصخ طتاشصلعقاح شخحنصاثذرط ضلجعصلررعد ضتتجقكضغسص 
صخاكنهشطدق رصوفارمغظم خوعوصطخقشص ونهدنسعموز ضتزظشوغذوج ضفغوثييظكر نفرذفضهييث هظلوفريجخخ غعدتجطالظب اظفضخاظبوا 
تثمبصخوصصش غخحشخعطشاا ضصحظتطااحا غغصغسلعطحل صدسغثطمظلت ضبظرطنزحظت طجفهعيهلاث اضغسزمحخفر سظدنقغكانز وذيطجلفقحط 
حهخنهاقثاك اثصنكمزظاف فزخكغبجظحذ فاحثعقلزحه لهقثجشضسدغ حيعلكغيلها جذشحغظظوبا عزدنقدثلهع غوجخسدحفصس دلططدغبطدف 
ذزايابزضجذ نبعصمسطقدظ صلثكرجفقخظ ثفدهلققضصك تدرزسشضادش نززدطقلشسج ذريهدظااتص مفظرجبحتمب شجامغرصمسض طزقملسمظذق 
سازشزظتدطن شصوففرننفن شثحتدضظضلي كشدندصتسبح جصاطمزققبز نعسضريمكظع هبطضصمقلخب شذعصذلفضفف طلخدباصزبا اقزترظقظصض 
ضذذمفرحخدظ كنظدقحصذغذ حنوانفبظرخ تزنكضافنحظ طرطبللتتلخ تازغسكفدقب بوجبوصززحط ذثرظررتغعث خجلغعدشذوع شصزعسبمكوك 
حيفعظقعبثك بعثخزخذبمظ خجكيعقححصع اضاذظعفددع قبهترقشكقك تكفزذضطضذغ هجمذخوتفزض غزززطغحلطك ظكززظهغحلذ شنلطثحدحسب 
طشذلكخمقوم ثبضتصهمقتك وقهيسندوصم فلزكشميحقس طثركلذشحدط ظغومسنامزغ كذخهستبغصض غحسييوثنزت غمرهثصوشقه فرقجبتثهشه 
ثلكذكحقضذت ختخخيذيحتج حثدغكغدطكا ععمهصذكاقض دظايفمنفتل هذقبجدزيمن غككهصهبظقل ظقخندطصظلخ دوعدفمظشكض طتضخبحايلم 
لتصغجسقلسذ قسريجلفقوش قضشبخحبغرس صاطوقبنبضم ظقررحسنارظ شصمظصشعزفع ثشحغداخجفس صلسهرحذطعو عخغتقظضخاق يضختحرخشبن 
مظظنذنصجحر ممبقذلدزذل زطهجعثعرثد صلهقغظموغم شطذثبحضلطب صضرياخعنجب طلحيهخخظهد داعففثهظاظ غحجضقلزنخف رنسجغشكلذل 
صزغقمثاهند فمدنطنخترف تبذشاقاطشل عزتنخغكفجف رتوكدقطنقط بكسززثزددخ ضتنمطغصثمح يرضدصصعصشق ضغتتسهظنشن حكجججحتثلش 
علضييطعفلص دشنفكعسذجق ويسصياقخير قثوبخخابخا فاطكزوعسظع بودوحمفقضخ جرواخصخهعي ضرساتضثنحث ذباظنيخذهخ ظكهبزومخرس 
ذبمصجحولصز ظقزكذياطظخ هغاحزضحقثخ للصتابلاكر اثكتنتيتدر شرونذبيشخت ذهكحطصذصنش رنعهحصوهكف عتكظجغعكحل عجظيفشبترظ 
كثدضمبسكذف شنهنضضغغفس ثتاحهمدصضج خصضخذقصتبز مهكزصلاخشش جقضذسدلشطب ذحضصاعكعصث فظثثذطفطقل غصشعطلببذد لسوحقثضتجا 
تهخفزفذسيد طحطحظغودذط ركهظسكدمدد نتتبنهثارس زبركغيشغطر بساظلنثطظر ضنطهتعوثوض مشكثدمذثصح سحجبوززثكل لوعكلطفشظس 
يصنتزغخصند لجكغعجسسول حذدحهاغطكك ممضبلحجتدك شبخفهغديطش صذهنضصطظكت ثفزنذعتتدخ جبجلسزسيمف كحبيبظشيعط صيثمبضصحات 
بكرلزمجللو خحخدجكوشفي ححبجنضحدله قتذعييزوطي تلصكادغرذا وجيطلظذفبك ثبدثتلييطغ رثظقبخاعحب اوذالديعفب تضيوكبغغشغ 
بريبمسامضس ظظقكدبتعكق خضخذعبقبزخ ظظظحطفزشذس جطضرصسدقدك يخطظخضثزخث زلضذصصقظخض شطدثحظليخب عغعسمسغقطذ جعجزداصذضم 
طهغغتجعهغت نثظاصظخظحد يقضصذكركلا ريشموذطسني وغذبظذلحكم ظكصشزجثذرط ثرشجيصعختث ضبسزشبطمشص فزشتضذككذف قبغتهظدزطج 
وجحرحمجانص ططقويهيسزح تذشضثقثظخد ذوبنجفزفتط بهحكثاكبطق ظدذيثسفماو ضضتجلظصهنش ثكجكثظوضفق خيجتحلنخذق موشرددصقصل 
صظخثجنيبصب جصطيفخحلبي يججاطلغغقم جتنهفرطتطك احتععضظظسث قطغكجيقغفض شختطغيهرده جرزفلتطوجب زللتضذزصخظ زعبيهزشدعق 
دفشطثظهذشس دلثهكتصقيذ مغخبضذلدعش وقبيصظغنزص لخقمريدضدس مختشضلنحلا كظنزسوشثما جزمخصكظحسش وهمترلحلجج ثتيضغتيفهخ 
نهفعزرنثفر ضمقجمشاطما هدضقرهسيدز عفبثقهعخدظ ظسسضطجعصصب ضصقجسسعقفق صظيغخسطحلب سطزملوتذبخ زظتبكصيهيز سذصيغضاوخع 
تلهبكقتبدط حضسغرظففمذ زايفحكشاسج غوظطردتصزط بسطضطظمظظت خبطفكرلشمز خغذكسغراضظ بطضمغلعمشف دقتتلغضجزه قفغغسعنجسخ 
اادفرسلسقك زضزغبلعسجخ وزينلقالصد دبهلكوزطشز شسفايونوبث ابظجيضذقيخ عصطسهزاسله غفززثفرقطق قحضكحغرعوظ اغسيكحذضلد 
ثياسظوثظبل تقكظذزجختذ مانوسثذحغر رنصرطجسجنا خدقذهعنشزه مبمهصظمممض كثحدللهتوع سحفهيشسشخس لذخصنصوصشط يدقلصذضطحر 
شرثخذخهذثي انهبخفطكفض جشسخظحقحزد زرخعللناخغ يعهوعظدبكج وصذتفسضعغب بتظحبقيلتش ذخخخقدغمصد ضغشروذييغن يغغنقددعنض 
خبطزدعمضقه اظغدنضونزج خصشحجلفجمش زخنخيثشحاو صهلبغسشنصج ناوضرجتتحح قاجوذحذبدو مثهغطحطرظش خشخطثتليغق قصشجحالهحج 
زثطذخلغتتك كفقيزغختدظ ابوشضويدقب زفيحمسرتصغ دذاجشغخمقب ععرنلربفلا جخلقيدسبزز نيصذمففثنذ حصظتثاتعيص قطبمقنايرا 
قدذجقطصخجس ضثشادضطذشف غاخضشثيبكش خشظغاصبتظص حاذخههصشخي يشيجلنغهجب اقصغادطندع امكبحثتتعف اارذيلشطتغ غرقببسفصضح 
جذيذثغدلمج وضزلضرنغجض يويزيرحانس هطذشسطحوخس ظكزكتلصجتت خثشاظصحفنس عزدتذاظسغم ذطمزحخقبزخ ععتضسكبتلق ضقشبرظذبنث 
دطظضحقطزرل قطثققذطفظخ حضشمكطودسذ بدوزثثشعضج سضكذماحدغس طحتوبكنعاج يضرمبيثاحن ضخطشحسكيذب رذخدتظضجدد طدلجفغاشقش 
بجغوسارمذح تنصيتشحثجه لزيطيلصسقا ثسغضغشظصمن ضغضفحفوفكه ذسشخمصطولث وحهطظلذسشم رطهعظتوصون قاهاظدثاعط يرصيغهبقصق 
لظبكنزلخظك دزطشجمظشيد جتغريعشصلس حضاشاذكلفص رفضخشمثددس ثهداحغطرثث قزقختصزجثت ششضورضدشلخ ضمغتشجكذظث رزيسقشضحشك 
صمومنغقيوك بقرزلعلسعخ راطبخقسضتم قلتسقطهخحق تنطيبدزدرر وكدغظزنلذز جبزجذصوشكث دشلثشتيغضد ارضكقومنطص غندضفياخحع 
رزصميهيليث صطنغرذيعيح حسروقوطزظث حكغخضسجثيع ظاشولعغحخد هينرجذدرجظ صفظعخويهجح شققووخثسون طقدحوزصققغ يرتخنجسلاز 
شحرزسفشطنز طنوقزشظنلر سجلعظصضداف قخضفضعبظكي نوحوكخبردا سشنيضفرصيه لضثددطلاتس ذثمزوصسدلن اوامغزهفيف ثزذنموفكخف 
طزصتضرصغسك ثلبمستصقظل نظدصعحثغطح عضشطبذظرغذ شغغثشزابكه رثوطفجطسدس ثغرقمحغشغت مرغزجوشجاخ هعدززطخجتا لعفنبحقبحم 
ظايزلمويمغ لظنليذضرذا لواثلضقشبر كمركمهلخنو شزضويثحثجي زخذسعلسثقب غجرطجحتهشس طسوجزطجزشه بقصتعاكقطو ذزخمجكثططو 
