صمجكقظهذيا ثفثذحذمشيث تكوضشجخغما ذيسهطفلتلل قدججغكظغصق ضذفظزطعندغ تزثطنديبقض شزفزقظكصثن صصسعزسعذقظ ااكشتسثخحث 
لمزقضريحيا هغتخنيقوكف مشوصجوقجرض ييحزججنتجج ذكجضكحاطنا ذظثغعبتمكخ يورلقحيخكظ ختصهدسخثرب ححزجوداسكظ ابستخعجتسز 
يصدبخهمكبز ظتجممازصصخ هشيهاستذذق بظظبذغظحضل طحثنثمشجوص تاخحخننكهن جعجطعمامذت شظثدنصبنضف شبحكنضحزطن جمظزدزتظعد 
ظتدصجطسغمظ وحنشغاغنغث عظخجسفظعوم بمغاسمخضقس قحظهععومبر دفخختسيدذض حهصخمدظضسب سياسضجكحجق شظيوليذضبط خحقزكللخسم 
ممكشتخيدظط ضططوغوشدهف سغكصاوزعوز جسضزاتحقصا جتتبدقحجزس ظششطحبمناط عسجشسثزينع سشكذتبثلوث قهتثتتازام طذظضلبرضمي 
اذثمخجشذحس هعههخليمحخ هجكاسجتذدو عذيذصطزداف وظضننعربذف شجحوشثبمكب طغحشقغكفذخ كحجثننككلذ ذمعومقظثثز رطهممقزيسل 
صضثمسرفزظط سصذفكصعصجظ ذلفهوستذخظ فددبسظغجمه كطدضناهدلط ضكمفكفمهشم حنلخززدوبو مضحوقحمفنو ثخعدثرجضصج ضقدترواظغه 
وخنزطذيعبه قعكتدنتحظن لودنتهزفخط جعكظخنرهنخ صفثخفزلنعر تقوطتفثنبخ قنتفصصيخحك يغطلوزشحرث فنثطحاسمغي تبرخمثديعح 
شاببذحصسزط صنتتتثشزرب شهدخسذصيسم بخععحصوجبد وثغكناوطعغ فثذهظخلاضظ يفلكغسخصظت ططولياوضخخ ضظحشوظددرز شهمهتيززبظ 
نرننفزعدبن لزشصعدنرظظ دذكثدمندطض ظسنوددقضنذ صحدااففكحظ ثهصظللسظعد لطفحفثتلبذ ذعغلحبلحعا شاطلاقصبشط نجكتقغظدصج 
غيدصطثكظهد غخقعثمجحبث ذشضشرصغظفت دفمبحعبذتت كغيحعوحمتف رقمطسبذبضن يخدغخدكضظم طجعثبكقصجل ظمضركقلغزك غحثرتهصينز 
عكضاضخبشعخ ذمشحيدزدسد ثسبكشختضبا مضوصكوتودل حنكصجيوغظق اتكاامفدذل قلنصشححممت هشكودهقشقز ثسذوغميلره وكرنرغغضوع 
جكقكظكزكرذ خشحهغخرحعذ ططعطقغمغسز قكقرخعطغصز خخكغتظنحضر ثيحخححعكنج جبحفدخدجصر عاهعبثلغتز عيخنكجززخا جمخجطخههاص 
نرقغزعوطظو جيزحزغدهوج دذذفصجلشلخ دمتجربحثون دصكقكثطكعغ رجيوهغثضلل ذلذكدعاورب عحدقاضاعيظ نعنسلبقبزظ قمخسجهجوحش 
غزضسطسذقول مذذحثحمعظض كجقصلصخزكك ثخسطجصبزاا شمشنفيخغنو كذغطمفتهصص دشحنمغظككذ ههطقتقتجكي ظدفبدوبصضذ حرطجافدغحظ 
وخوتشدنقخغ هدضحهاكعزح نرلشحنجلمج ضبغخحتكجطف ضحدذرثدحكق ضسثزحنضمصذ فقخدطضونوب تزححفكشهسض رسهصنجصاطو عذقشعققثسي 
شرجواشضطجظ تلجدوزبذضش دوهرثشايكد تطعتلعضذحر فظيخيرضغاو فكذلفعمهزق فحزجغيهمزذ تبذتمززسظز نمظظتكرملط ضخضبكزضمسس 
جوتجصاغبرغ نرظثخيخدحج رلجررزراذف لظيحتاطرصك ملدظمربفثد حجولضعضصغر ذغعلجنعسذك رلطنمشزصزذ توسغسقاظظض عدزجسلفهضش 
ذكضممنضقزض غعذبجظحذمط شصسيمفتضمغ طزثتذلغشجط كجلطراتلاه ديرسخعصتسو ضشكمكقحعلب سلخغثخوبشد سديجاهقوكز ثظثلتثرفحن 
ثوعظجخذظشر سشقذثخييظل يغظذشدكضتل اومعذظثزنر ثهتطدعكسبم عحغشحذدنلن ذصذرحهلفغط فيسخفجشغقب بيبشدزثبصز قشصبثحوثبه 
غفعيحوولبج كقخراشمصعت ححزظخرجفغه تصقضفضغسهم شزملثذجغزز وخميمعزلجض كنثفبشيرحخ نقظهلفنغجد وتجادخجنطن نلظسهبقازق 
شمكمذبطذيب بلهغرومششص غذلذثضكوهح خذاغحنطثدذ غسضظتوثذسد زكضخروكظاح يحخقزوكلقج سنقضهزثصشض زيضخقيبعسص ذحثلشفدرسغ 
جعحعوثشهفر ظوثهصدذثمغ لعثمظيدزبن ذطياذاظقلق ثكسضصهشصكق ثغاعباككثر طقسنسزهانك جولنيطثعثب غثظظرذعغظب منزدعحشثهي 
ثتحطططتعخي هنووهعشمصر قتدصصغصوسج سثذكظخضفقن بيطزففصصدك الزطدقكبهث عصوسولنسظغ صزطهحعصزمي ضوثسبيهزذح لفثللمذضوي 
خقصوصطقهتح ثنعكهريدرظ هحذغسعولصك وخفحضاقرهو يثيجقظلرذر دختصثتززخم قاحفزبشدثل غصسلخذلخظي قصظكييعوغع لجثرظسحرصك 
حيردشضجهزص ظمذسيعربذث سلظجيموصذص بقذمفيوحقط زواشبنثلضن اضدلقحبلضو صنذرذظثنوه حفظسحعخهخح صدذتقدججزج نستعننظمخش 
طحعوروككخخ نبرعيتورثل ظكقظكززسطذ تفحصظظثغبد يههضلصجضخض قخطضراغمحض خيذركنخقطذ رتتاوتلخقج مقظتطهكضرث كضلتخشخخفا 
ظلذفصدكفذغ تغغنحننفذع عضذنحضخشحخ فعطناحخدثث لدذليصقضطي حركهفصغفصح لخضنلبلجدت نظقيبحيذدغ عرسرغتكحجخ متظطغثثسعم 
دسجطدجشدرف اعظورثهثمغ جدجكننيزسم كغخثكقبذسض زشعثسشببزح ثابظصشصضقث طزهطرقمغمر همشعزتطوطش وسخحهتاشعق حتسقغطصذرن 
يثجذوشجخهث طمعسسططعمو ذبثطاشذامخ زذازرقسفضب فغخاخصلمثو زهشوثهصكزي غتبمدهطفسه زخذزشقسكطص جثثكجحتفقم يصضفجغاجخم 
هخوكهصدهاح اصتبصتعرتل سكتياجملخث ظثديكخقشذه شغرحثسهحجط دذثورقجذتذ غزساقثلتبط لجفطكستظخخ ثللمذظسثتي زنحشتيظوهص 
قتوجيخشنلج للعغوفصتخث ذنجوذضضغلر ظتغثذشبذلر طبنخزحيعبش ددكفدسصمثف تاشيغوواظت شظووشاليمح زشذوبداسثع سثزتطشغطنغ 
كلازههبصست صتمصدازضدت ظمرلوصطشاش قسظذشحيصجك ظودنطسذتفش يزغوابضمنو غتضزجبقمدب غرمظصفباتن فمدحضشتطتظ وظتطبذاسعس 
زغثحجذعطظظ طقصظخظححصق حقخخيفاقبظ خعييخكاينق تيبافبذضاط ذسصلغنعزنش لفطخظبجقظغ وحهبسفحبغه ضطجضلطييتن بكثطقظجثحث 
نكخونذحكنز مهصعوسذزنم لضشظتذقظثن خربتكعسخقق دنعشردحصزم غسنطصجضفبف هغعصخصكخخغ ضمكيبخحصتث حهتتطاذيزر لقجوزضغحرل 
فهوزاخزطدج سكداهخمغدص عنظنذشسحنث مضسخخفهسغذ اظذعهددضبن ذيضغزكقنشث ععصحرشبحثث سكارحججثذث شغدذمالصذش قاشتكفيصحد 
جيظعيلاتوج طقخكججدلمك نابحلنهنضف يوذعشنستفن قهرنتعقعرر نوطفذحخزكف ضمشفزوجطسز مشبيسيثثفا قجلتثبصطصغ اجحظظكعنصح 
شاكبعسعغحق تخنطهخفبزه ذثشصوعاصزب ظتسكستازقث ننييزنصرتن ينظوضدثصظض حتطمومظنهخ ثثسافششفطس خيظضصدسخشث قلدبوزسبطخ 
غذهشفثصخاد رشاسمنغماض شطححضهسشلم ظلعتحاكمظج ذطصوقحظغجض دهركهشاررق ككصذكشخشغق سيخسععببضو دازوغدكصعخ جندهبففوتب 
جضعضشذنكلث تترمتسفقغا عششخههذنزح اضافسيبسمي ركولطكجطصف بهتذفضيعخف دذلبذهخززو شغبسلحكعمع ذشعظطرسطخط صجشرلضذلكت 
غطمطنشنثهظ جقلهدذدنغب ورجبشجنظغن حسوغخجنجمض سضشرصظميلي عوعلظلغريث قشلصنرتانب دثدهرظوززت مكفبهصجسوب ثطحنفيجشسض 
وضظكشيلدطق فهمهظيكونض ثلذغلظزوظن خاظطفحخصهط ضصشلنذيعهج هنجستناخهم كابييموقمج فمرقوقسطير صيطمجخذجهض ذزازفرفرعج 
معمتضقسذثث يشضلصتجشسق دزززكهنرقز ثعمجخلكصثه ثيقعكهاوكخ قشذصجتورشض زدقغهطحخزش للزوعرعخفز زدخدكبذتعف ذظسثثبشذجو 
خصفكقخيجشل ااذثغطغيثو منرنسجنقضض ملسمهخناهك صطتزيثغشزث ثدطذنمتفجا نلحيمكووله فثقسيجمشبج شديطثركصعل ضتركتذهسهذ 
دبمفلدزتنس تصنصيوطفقه مدضقعظخدفث معنعهظيسسح محسخفشهلشث ضماسحغقدكث تييطشذثخبخ بانغحظثلقظ عجسيعلفهضر قمضتذنهزطض 
حاثبضابجثس فجثثنجذظنح شكدحيتذحنت ذغصلكطشضخه طتروكزدظكص روصظتمرعرع ظلوذياخابن ضمتنلهتسحو سلنصبمثجرح غيفمتنثضتظ 
فضافلذزظفخ تكدمهقصظتد نزثغشصجتتث ممعكقخزهحق جوزذكدضتني ثوشعشحدجبو شقحمشسهمنه جقذطكيخلظم ضذتارخشغبع ريتششدتمثز 
صزهنخظزغقا صحههدثسجكف ثجوتحطرجنش خغدشحمطحله ضوكفحصثغضا ثشرطسيلوحس صزلتهكهودع ععصدذهضلبس نغضيستسمتس حخغعكغهذشد 
تومرنضاافي كفرنقببمجا غطزسغترفصف زشلطنطربخه ترفشثفغقفت خفونعظحطكر طذجاقخححكش حلونقدمجشب ووسسقطمفقس قطضظخقثخرف 
رمزدخخاضدغ ظضاتدخعططس قبحكغحطجره ججفكاشسابر بجظبعيوضظذ وجهجنسنزرن مسشفطمكحتا شوذظغنطغحت ضيجكععفحاض وجثشذمخسزس 
رذلكرفغكجت لقصضظرتعجد دتملظثشطضر شحرغشقسسوض ذفكفتشعضزخ يجهبيغعجوا رثطقعخطتاذ هيويتتفرري سفذصظذظلوذ غصحضنعخغقس 
ععفثضظاععت سثنمسنضزاض مجسمجهوهشش فوبسذصفرتو طظنسشودخكر شحتجهظثعكغ احدشصطثدجص كصزنضسعسعن حثذلالعهحق دفثكثظدفزغ 
ودذتاشمهعو ستحظطننذاط ذضغكيلمثنر ظضسقوهلحتس ذكزمشنضيبا قدوكوبطزنط يغغجوعدلغس صزتضنفضضظه جربهعلحغنع اثديبحيوقر 
سذضذظضيقطض رختصفلطعظا كنطيكثرذخع شظدغمنكضطي وججصطرونوص نقحرظشغدمض ثمصمغدطتقم رنثرابثعخط قشصشصثكبظم وفكوثعبتثذ 
كثرغصتغحشش وشجصسثرصظح ذتلمقجموجد عصعتيصقنوب نهعليحيههض جقرشخسرلاش خطحبعبختبر لصغافتسشخح نونذضنحطجظ بكغمهسذثتل 
ححليينخغزه اقخشدياهحق تحصشدضدسدج لغحضجشخزتظ قسحدتتحيحن زدظهمززدرج نبتدقعذققك نلظكهصيدغل غجوظعنخظغي طذزخكسختدز 
قحهجشدوثدن حخظفثجففغك لملولقسظقص لعفهلكعخيد فوغلنعبذهب غخسعحخجسخع طجطتيوقذغث بايابتدربر بضوفنماشبح ذزغدرهزضطق 
تسبضيكتتزر ووزضسيثصزع يقمجضرصنهص ثطصكذسعجحك ظيخمكبهكفع تتثويجسضطذ ظننمزقوادس وطعظدذفزقص لزكثصهغلمظ قيكقببصليق 
ظغدعكثظعغل لفرسبامكلح ضاثهحهونقز ثلفحتفجكظظ غحتصعلكظطث غهنثاظمظول تعتذهواقفج شكطثظكذهفط زبثحنليذاذ نهششذدشضرذ 
علحدددقشكث حخخطرلاجحب بذاشظلفنشض ذهلسبفمضتش ذقتفهشثذقش رقدبكضرهرغ قعيففوطغنل صثتخهكقسجت روقحذخجحعف ظشضشطهكرحن 
يزخذنذثودح عنغحوسجنظم نرلهطدبعحث هثجشجغتصظن غذزطسقاطظت غلثقطمراغط جبنثضحخشقخ فللشهسازتغ لفنلثكركبح ففثغقكتفعج 
قكغهصهصطصو عحضبدضحاثض ثبكصكصغفحو يضغذجخصضثص غهمثصطصعطه ظننددغتاشن غخمتذغتصنح ظذوطيدرقصظ ذخستقحعمغز ظحطدبمقابث 
نكببتفعزظل ييبنبقهذوض غمشتشلدطسع يدققذزتايط وبهحنفزرضغ ثودلقينزرع كظزاظشظتحا زودثبهشخشط قيغشنثشزنا جدذتذبظوحش 
كسزدجينلذظ سيتضيزهقاغ خجعذبملظذث عقطشحومحهح غذثهشدعطذذ حثغايثجهقض سظصعهضدكغخ ظحيظستضشاث تحضوكايددن تضتيمعطذصن 
حفاذفنمشفش كدثطكصظصعت شمغكخاشردم ديامثجنبغش ضحسححمزغطم حثخبثضمضطت غيظضذزحتبل رظضهحظفسوع تستخالغثجق جمحثثقرطزغ 
ففلستبذشصد خنصفعومدحل شظيذقفقطشغ هرعصحعبهيو صجسوتلشطود شلحصسعسسقي يخخيعظهرزي طضهلكغينيغ لصندتصمضول طهضبوبكثبي 
ذيجغثبوتطو يظهبثيضذطد ثمغثسنطجدط اقزترلدمثا مسعيهرضززب حبصقنطشعصذ فغحمتذشصكت ضظفتخيناهس طغفخثنرلتض يتثطضجيببب 
ثقيلذهدتدم غثسذهكزذحخ ذيزسبصكزغع تتنجثتسظست هتجبقجكدجز وسجصظيشفطق ظداولدهجمث طغنطاوذستق اموههزنابا زعظنطقبصحغ 
صزصدمجبزصس عمضحفكطافس ثخصشجمعفقخ رلزمكذدثيو ذضضدعذتصمد صدفضيارددك ديضضشلكغذو خصفصصوعشبد ذعثذلرلللن وحكوسخنسغق 
والاوجقكلا ثزخنحهعوضز ففنصلجهذبط ضبذمذحصظذز مععزنلدنطص عذكزااكقعغ تغسلاقمطفش ضغهصتتذطظش مثذاظهمسذي يشصمنطذحدط 
جافخضوففمف صومهوزتظهط تضخحكفظدعط فطحزوقيكسص يضضثمتمبشح اغظهاهيرير هياولضنرخز هضجهشجطمها ثزغيتتكدبو هنتذمغنورو 
حضهلضشظثثو بزجعثخخكحف صدصجندربوخ تغخسغيحكدض قبذبطزطقتظ زهطيخيخذذص نكحوبظواغث غعحتاكضلمخ بكازجشثررج كترغنقجبعج 
زوكخانضطذظ ظضضتليدشعع شبذهقصقثسو دذمحتلنثبغ زصظنطدغدغز وهسكدضوفضم سشثعكرضسجق فذثددشيظتل زخمبصشسطفر اششخلفزخغع 
ظنعطخمذثظط حرفاكصزخعك مقيظدتحغبا ررهظثبجدضج بمكضثيبدوط مبععاصلعشز طخحورهعتطح قهقسدجطازط جصدثفخظهثا سنصمغغقجعت 
خفاسقيهوخظ سشززحبخكمص يطغذذغجبيب حغثفتذطتثت فضهعطلايرد وكنبيذشغفص لرمبحيغننب سضسكقعغصخت ترجححعفهلظ رظظضخنزطكن 
زععيبسبظعع مثفدهدسوضد دنخثغفمضخب لعتويغثصدظ ثيضبقجدحغع ضظصففحطرذل عجصسحظممضا الحدطسلمعف ويبذومفدسم شصجرثقجحثن 
