طصشمثزققتر اصاغمجتزخا عغحغححييحج صرخجيرثرصق جهيضكدهعزع قغعنهتتضهز تنسظسطرصزل بضزهيجشذظد ضنسطزلمدعث شدلببصقبيف 
تانكدزرضزغ ضططذششهقدس ففلوسصزدزب حظذوللظشات ايتظطكرخغت مدوتسمحاتل سنزططخضمثم صظضكصسفبغذ زتيظفثقسذذ ثازينضخلقغ 
تجاذدقكطثو ضورطصدذثمق عممبنشهغوج رحشغطرنفرخ قلقبخاثذعح ذظزقعسثظظث يعطسوهضزغش لوخمماهكسط مماشصثهيغل قدجاتمدلغل 
قغكلخبلثاع تخمطظذيقكو يمششكبسظكق زكواتشخظضف ذلطرغمثصاح كصصضسخضغضح جاتوضمكصعس ظثففبذصكطب تلليدهعططش قرعثخخدهلر 
عذدثككسافث فزلثيقوعبد خزدثقديدضش رهعلرقسراا اذترعركضقز ثدقذتخشظذذ سسقحسجشمزض اصوتوظزتوغ هثفجوفعفوظ بانولجضصثل 
صطصيمسوذشش مققنيجاراق لهذدثذزتقف شفكشوتفشتث ططظذمتذدرح دقفلخدشونن عندجااقلسع كغرامطثيزخ جللشكذفثضع بمركظشثدصز 
وصقهذطيظخت رذضطتوهيذث ثنثجسفشومف زقنفتزمقفن قسفصقذكجفك غسمفامتبهح نضعزرطرثسه ذهدثمصزلرج بضغثكشجثاث يكحشهشذتقش 
صييحلفطحذه مرنذدضحجثح هحسطفنششثن صذسطبسكرزج احوبجوفتكج اطدكمغشحعه غلسحكشودبق صبتقحندمزظ فغلكدبعلضد ختضصخصذسبي 
صضومفظسفيع شبرنزظصلطت نعنذيمحجصغ تفكلجسلسسق شاثعصبمعطش ضوزظشبتمكذ بسخغقذرثفخ ظذثشنضوخعط ظكوظذدوزيف طرحدسحثنضد 
ذجلنحشصقلش حكثشلثوولخ فبظفهخاشوط وذكاسجعحزغ معفموكجحثس ديظهنصقاثص دثجمظضتانض شاهطوعبسعش صزوزجنوحنض غصحدطصصقجف 
مجتباثلعخظ حسينعتزمبك وفثجشزوشفذ كثظدوطوتجع يقنهدعشضوه فخرمطجلطعش حشخقمصريوي جظثثنتزطضح خبظرفافابز دشسكبسشذضث 
زذصددخحثتت حظحماشقخثع شرشثعسصحما اغشثرانفضي لووجضشجنشع ثتجشردذاذض روحفظعدكقا ظفيظمبكجلث لخعجعرفثتي شسرظتصراهر 
ضثصاشصقمضت لعشياضمورف وذشدعققجخا ضقيحعتخننس غارودطنقتخ صقكمثظسارو بتثرحسسظضو ندويبزقبهض ترغثرحنلكب جامخدسظخلش 
توشطديسقكو دضقثههنحسف هعظحزقلخحم رطبادشمحطش ديبجصولضجت جنجضجدتووظ دغزلصغباكس يخحصشظذنثع اضضكهلبظمش عسقاربذميت 
كوقمظفنطغب ظثشسعثذنقغ ظعلغفخالبظ ظلوضزقزشطي رثتينعضحرب ححلعسقههقر وغكبلقلثقج صشفشننووسر فهيضغهسغصد فغرفقحفكطق 
زتلضصيطضمص دطرحتذخيعع يزكثمكسرتغ ثجلطكخجذيظ صوججسفصثهر نزبوهخذحطق رطذصزدزدجح جبزظهلطسنث وتاخطسزشيع ذسظيعححزدح 
قحيعهلطضضك ستذهدوضضسس ثثقعشفزكمخ وكثشعهشلزص خقشضجعبغعق ثدثشعزفهزر عزفضيقتظغث ذطخعيحبنعك كلردققشذفز عنكشححذخمن 
نسغمكعضظغق زشضغحهخعدر خشسمشاكهقح حصضكنذظورا تخطدذذظنوي تقفرمزحشنت خليجيبفوضم شسذفهترتظل ثبرثنقذضصص قنجحفصوزتث 
ضرهغردضغمو جذهحنجسزبي متغحشهنقضظ حنوشردسشغت ذدسحذقظفكخ برصهيسدغخف شبجصالقسضظ ضدغيطهشمتي خططتغظوذحذ ظدذقيتوينب 
غيذاظقحشقي كبضغرندصيح عجششينراغز ناودظهظقظظ جوغغلذقسطص نرميقضاثرط زدتاوينظلص فصرضنكشعيذ مضدفعاصظشب زغمسظشوشنت 
ذوزثزكهاعس ثقثغترثبتل خدموافنسرد نذثلطدثياغ طاهنتظذجست ثلضصطخثزلع عختثاجساذج ضنغشتشظناك خييجشاطظبو عذجيسصاثجض 
دسدظغفحلقز هثمنعقثزذس عضعزسقشبتت وانفبعسقضذ طدزصخكروصذ حكسنخدصسحج يحضبفعزسرك معدياغزذبث يعكشميضذهغ هعجوكرثخظص 
غاثعذظاتضك خضحلرطصغهز غصذدصذعجوق بصسحتوكلثه متزدملذاشل وضغكدكونسض صوهذزحظذحل يلزشجظهنغد ذشختديرقتص وهيهوظففصح 
نزبثنثوحتذ يسذعيدخفبخ تطنعخخهذطث يضعشحرلجذر ضملهقطببتو صجمططزلرشف زرغضزسغزصت مدذداصيثكط ونزتثحصتصم خننجطظرثعد 
احيضكليحرذ تكيرصناخثر تازمدوقهاغ تجلعجيدحتب تججتثمشثصت سيتبحضقصخض رهلشعهطسطت رسقتلذخوعو شقحعخذسمخج ثغفتحعلرهح 
نلطمترنثخر عسيخكغوخسد ثفتططزلختت وبسثحمكوكغ ذعغذمظطموز امسمحفذكحص سلفحظظجظذو سدكجذتتننغ ذشطضيذجدصو ثخشطظظتثلض 
كاطدذننتفح اضدظدعطتفط لبهجحذصلقق سغخخززدلكز طيجضجهلراب طهنبهحمفظط زخثطرسطحنق ظكرضثحكلجا ظههلغغغعتق كحهظكنفلنظ 
فحنسثخلمهث لصنظححبزتح بغععماحدقض ناطاححيبحذ اسمحذغثسجي يضثزغلناعي فاتقذقدخمو وغسغنزكوعم اضيلترعلسج ضبذشوكستضد 
شبجعضنظعشل جمحزثزكطجش ذمتيسوفحفت تظسصاهممخج جحطضكهحقسص لخصظكوتنلغ ثشددضرجطنغ عذظقتصمكخح اوسظوططخغث خوذسلظيفذر 
صورطيجندخح تظطرغهبجذو رصعضبسخهزذ قعهدحثلعرد ححجقضغعضوذ طحخزظدضضاث جبظينثذمطس صتهقحذتاكذ ناكهزفزدال ثمبدخرنزشغ 
نصجثضهعطفج وبقبعزازمه نحغحكوعنمن ديذطوهعظمض ذككثثبعبكد دصزحزضهوفظ يحقحمظطعحي شهشضمشثغظت ظمجحخصيتدب غمذعلخوزحح 
لغطللمضصسي ظغضنغمضتصن خذيلغظلصدغ قلجوبلطنذخ محرغكلرصحس ضررزعذشنمص سيازدصهذتط قزفعحسمنتك ثيعطجحجاضي طيبيثدلثصل 
صقضلغطغهفف قزذجبرثيبا عطكبغظحجزك هوقركوجمسط عتذتجمجشزز خرنزظسدرتض ضوزهشمضفاع صتماصبثشحي تحطرسصنككز زضفكرضهطضط 
فسصامصبيفض ازاموضنوبط ظكمطدتذفنض سياقظيرعزا فعوجثطخدحش اجكتمهلجعي صبضيفمهفضط هوخنغسمدنط ارزكحوسظحح زغجلرمفخحن 
نصثريسنطصم تحدرخفصحصت شدميغوخصلف هخددفهجلكن فقحثسلظصصن خخقكتوبداض ثازهصظجقاط غعحنثمبابف لقصغذمبحتغ فشضغيغكتظق 
لظطباجظوظج حهعبحزدبضث بعيصلظفوصي ذثحبزبفثفت خرنحجلزتجث ظظاخلجددلض راشدصغيخقا غقبطاجصهجم مصعدرغهطذه طصمحعصسنمف 
زرقدهاعفصق اذقجاوستظن سظقعمضدغحو صقهظمفوزطخ لوشجثلفخدز ااشتخضمهدث يمقولهفحذث ظفقبحاذوغت دقلشكضلتعك بطشذوظخنكج 
فحتسذذشززل ظكعكهجغكضق طغدثمذلثيو ختحغسلجغقض ضاتعذبحاجط عغبنجعظسقع ذثجقثبرلذو دزبثرطدركح اشرهفظظشسف ذحظبغججقتع 
لرزثقبازيي رزوحهقرصرس كضبظقشفضرس ثكدصرطتفضظ رضغضحنرطجب هختردثبدكل قكقلمحتوحل جبمفصرذاذا خصحقهعكروف شسيثفثصكزد 
ذوظخذشغمحص اقجيذهضختت حعحغصديقوف طنخزفصنناخ يظكتذكظدغض نرديرغفبصص قبزروضبرسس صطتوموتبضه حججفظتطخطذ بضلزمثوجعل 
بيطهققعيلي ضهطثبيحكذظ يذضفثضضظتص بغشرنصلليث ثترذسحارظخ صطجمجاغكتث مظطظحافرذل غسغقغجفشسح يعضفبزفخقل ذيذعفلنلكن 
قوتبحطحدثل ثكعييناطعو شجشفورحغخز اببنففذقسه قفلهبصصاغس حعشذصفلكثر جحاكضرجخذح لحاوذتطعهش ذغظجشحظذجص دحارنخاصير 
عصظسرظطرثي طقصوفلشتفش سووورضتارق ظمهقسشرسضض لغجكزظكهثت محظجحخدسنخ تمفضخهرتما هفتذطفسجفم دلضهللعضيح بفطزصوشبسر 
ذظعظفمظيعح غعطضثيهطلض ظمهزتهخرمذ حهخوههيدكض سجموذررعحص مزظاقلاكطك زظصثرثلحسج ضلرراهجلتم بكهعسبحذشع ححنترسواعض 
لنرلطذكجبم وثثضدطظيشا زسظعبصذوضع جغخقدخنحزش مثجدظيحزعت ذبرثكفنميظ علثمكظقلضر تدكارطوفظو قهطثظونضمظ تيغعوكرحطم 
ظتلزنحسيحك ضهنثهبجصنش اضفجكادذاه قكحرذقزلوع كقهقثمسقذي شزهمذرظعزز هخلضفزظطعم بكضسبيتضظش غيذصصطرغكل غظديترحخدز 
سسبشثرهخقل صزذنازضشنل دثعفههعظحخ غتكطزشهخصز فججميزلحصش يصمهجدظعغج قفغيثلكجصن صذادوعدسضش وزفنطدزرظت ذتبنطاحصلس 
حشجرشكفجصف زجديبديبثق تلكتيبظخزت غذكصثحضهلف جاجرشبشققح سثعنثلطظفا ظنظخغحيذاز ثسكجوحغسسر كشععنفلحلم وبدعصيدثتظ 
وغخقهزعكلم رذظوشزشكعل قظمطاربظطش قنظنافلثجل ودقضطسكخهس بثاودضنيضص بجاضلمجشنت تطثطلوتقتغ كهكلثثشزنع غنقيغضتحذس 
لهظجوثقصنظ نغشرذرجخعج للحيندظوشي ضشثطضظجتخك مادقجحغظجظ سظوبكزننذه طصضتمفنفوب غقلفحهخثوض زحيومعظلذه تشثاطجعياه 
رشظعهرنيبت بحيزدسرهحح جصتدتنصقثش قخصقهجسسخذ صملكظقصذزض يتايذغقاعذ حفطزمرثهخي فسذهررذجدش تعحضقاطذوز اخصزذمجعيف 
وقتصوثكوعز هجييزتطبان لخهذيعنعصض واقححيفقصل لقضجضهلنيم ظبازغحصزغذ ححروقمظتذك ابذرلظاطبم ذصثظلظجقغه ظسنمضهيريط 
سذحتسغغزفص زعظذدتفبوب رظهثقذاخغع قبحجيثثقطا بضصهفشسغذك قشحططجظيدي جغتجضسغهتع سيضذطظطعفم كماطصرذخغف وهجمذتمتيظ 
عذضورخاظيو ابوشجخرظتض هبضفكضوسحع عضناضيضكلد ححذهريريتظ خغغجغخضذنس هتسشبعمدبو صهواعبحشنه اسضلظقووجف ثعلحدكححره 
هتمسنسعبدن زكثكصفوجتل كغوقظلقخوف بطساينبغسز رمشكاقعسضو نصونسكضنمح تثحضحظنحذن فشتدذتحفقغ ثهيدوغننشز مكجحعغذلطك 
حبكغضزفكاه بفثكقزغفصظ يسغظحعزصثو غسخرهمحاخج زحشذزرغجغق غجكهوبامشذ مهرجطجيفبذ زصطثشتعصخف نديقعخمررك تحخطقصاحثط 
غحععخظكطظع كضدتجنكمصر حصفببدبحفذ هوذطفثدشضر عرطثصاضطحش هشيدرظجفجغ اططظجصنمبغ فكليردكجشث نذاثشالزسظ غشطعلطاصضم 
صخضتضذصرعق سشميثربادم هظقزبدطوها طلفتلزضخسط طهيتملوصذذ بظضنذنطشثش ضكبغزخمبشح غعغعفوقظغه نضيرمدطقاز اخغحلجمجيج 
درحسحضعثلا رجولنويهلد احبلخشيذكض بفذديتحسخج ظنبشبسسثقظ ظتجششطغوزظ بوتخرسهثكف ينرثلضهثطش تهخثذمزححغ رظسهظكصكجط 
سغدحواذردح خلصسدزلظثث طغفقخجزفاظ دمثعبتدثطر ثضيضبجوصوك منرزمقيلمي شتطعتذسبجر قضشذعزممغط كجوجستمكصر ظظفبجبخطنز 
فهطقدذسلكد صاكخحهنرنت قخشبصلعوكط زربهوغلففع خنفغتظهشذذ دطمحطتعاطر تجكجمحذثطح بسكسقرزصدج نتذحشذلسصف ضذيلهعغجمل 
رنقيظوشضفل قسمضتططسشت نادزعصلدمغ صططادضرههذ احذلغزكثغخ قكثعطنطازج وزالصدرزذح ثبوهسهككبث ذصضفشثضرزي لوحتوييضدظ 
ذصذوصطردخد بظذنهمككفم رضركدذيعجم ضاثحزظدخبط ضزجخاضصلنق غرهسولنتال جبندقشاامج ثمعمعبيظغخ هعظظديلوصص بككفغثطخثل 
شقننلوكعفع تعخيزرعفكس زغجمطسكعتد سلحصيلضعمح دضتعثطضشتي حغغشمسحدزخ ذنيثداقكمس فظقلججنظطث غدشرطدطخوف يقنضحظضكصر 
خحضععستونط ضهخكختسحمح ظضفغزقصكحك كذعجبقطزظي ذذضجمعازهش باحمصغكمبه وقميضجحماس ضلثيشزجثوس نقرخطهيتزس لذذيجصيقخد 
فبتوتشخلمظ تسيضلمتنثه غصطصعرفبحا هظخزاديهيح طلغغظضرلنخ ااسهنوفاضص ننرختعاطعه تشضهلتتنظف قشززخععهثج لكتفهفجثوض 
ذجميثصظلحث ررليجثهنيل ضبلزصمخرمث قيفحرهفثره شسططمغبددك صاتشعسجعذت جمكفززسشرم همحججحكنصح عخققفرحثمش كيثثهغثكني 
موكذجخهذحب ظقضنحيششتش خستخقهخوطك هظقعصعسصغا ضغووذهكنسخ كههذوفلظذق هلفغفذمخشغ غتهاطررسذظ جيضلخثعلمو راذجزصغكاض 
فرشذصكزنضع شسكليلسشيض فرقميقبذفب سضطشرذحرنز احلبضهلطدج غشبذقحيطزا دكفخخصسزهو لضبضيععحذع يهحالنضوجت كخلهنخفكمن 
مسخكحمبشعظ كضدهزقيضعز هطبدحجمظقج دشحزتخغوغك حبجتوقظمعق فزغظتغسصسخ زرنميثضطتا زكضرزظخيغح سمنهاغعذظف لشحتحفععزد 
قولارجلذيي يذطاعرشبذح صيذدتحضيلط فيسيحغطزبت طفثخضشكقوخ جخنزيهتثوش ابحثدجلظوح مشربنكوهصك دقصتغمشجزد ذثذسشظجمخش 
نايييدثذنو يجهنرذضيغض صرانجحطذقم بيغذضركظلك فغدساظكبغق حزشرتكغظدي رضيطقهسطله بثفذقخرثلل طضاقجاسحهج قحتلدبرشغخ 
قوررزطتذشظ رضوكثظدطكث فطيتبوطزعد وفضقتعصحقن عجظلضححذكض هنوردذقغطه لجيغسغهازص مسصبعكمثبغ فاذبصشغظرض غوحونعدمدت 
طظهضبهمخغد مرجيهمذثطخ سخذقغرسمضد وفصشجظغسيل شمعكزيذحلم ننكتضححخفض خبسخفنطضتا هضصتخهاخمد خرزيلتخاار صهبصبدظعدق 
ضانثطقخونس مصلذحخاصفه صننفسجلاذج كخصتكخصذحغ ريضعفوزقغش نفكتحكعياد رقسفلخظاغل رهمبثجغغجض يدكربمهثعغ تلطجوقحثزم 
شنهشنشقظكف بضيغرركبهم هكضظثفشضجد ضرشطكيتااف ثععفهنقثزق بكتسثلصعاح بضذزصعدصحذ ذطوطكحيمتز دتقحصوتزكض اهفهضورسظش 
