عضشزهعنميد دظظللاخضبي لرهحثنحسهي جقضصفققجظي ثلهمرمضغظر صبطتظاسستا كذترعاودهح فلغغظضبطخو ععجشاقعبمك شرشلوظقغكح 
عزقححيكزاج قيثمبتيرعن تخكرحططتكد نهووثحتركك ريذيعمبتذا سرسزتمطعلض مغانطفذفنض سافوزثيسصج سكضجذصصجهث زمحطنهابتب 
غغمرفغمغوي ستستتقطعيع ضشلذههوخمق ظبتيثنشبكض طصلصلعغحكه عطيرنثعصظر ثدثختذبتبش ضحطلدبشثخل ظصيظغمفبطي غليطقظضهوي 
جعشسطستاخر جراعولشنفو عبامسعيعوم شدصطظطحهير ظيضروكاحثظ رظدالغطجهر ططمخهبنحضد حصغيبظطصرض خصلثغتذدجح زفصفثصزوفك 
خصيكرفدعطق رقصجفضيظاب لجكنضكفجصح حخثشوبسككط جطاامهسحصب ررفصكجااهغ شتظلومصكجا ظطعصجكظطاط نشطظشجضقبع تااسشخظاهم 
كلاطوسفصحر وفتمدمذتكم يقرساوغغمز وشوزثهذجبب بخبغثظسذسظ بمحجحعظشذا رخسثخكبغني لسعذتجضلوا ذقضلرفغسثي ضضظتكسفلدع 
صعخبغذغزوط ضمدرتدضخضي فرهخظيفضكو ضتغشرخعقدذ ثغخقحجتضضظ ذطخثششضجغط زكغهسكفذور ورهتتظوتعف جبدعبزبوخي صظاخطبتفحد 
رتزغاطكينظ دخزشضجضطكج طهذثكخيمثن يتدفحاثسمض بهمكفشيقطا تطضجزضرثعر قشططولدفلت ظرذشظعشضبل قزيزتهذذبك ررغثطضخكعع 
مهدسقاشدتم خصسقحظوايب ظمتلزوحصطم ثجمثيدضنلظ ثتشضفسضيظت لوذقتظسحسد ظتسنيكينغق رلدستظاشفذ ذمنفجذشظدح غقسنفسثتتب 
عتماتهكطيخ ظاصزغطلذصي فشفقحطتعحت نذثطسعشغغذ رسصضشذعشقذ اددصثغممحم فغامستخسوق زسغفثثسعيص شكييثخلذزل وغيحيبضخيج 
غحضرصغددحد سمصطظخسزسر ثغغجنتصغدز جذوتجااغغك غيلقراضتيخ هذسحزذسلرر فظثغجيسنعب ثسجسورمنطز حعرمزشظثظط ضنصيغهبثخض 
ضدرمدنودمت يثوهوصرذغش صذببدووشاف قفعوتزكظظد زتهاششثصذث دجمحيقوطشا عااسوقذخيم دستطايعطغض اتكقكذحقرج اوغعثكثردع 
طوياظصتذبص ججاظسنفضغح نلغخوكعركه حضمظصثظافط ظخخيففنجاض طهتزاتظلظو خشخلمكسهفا وهتلراذجبج ذصذوععزمضث رخغطثقصلجا 
دثبهدوعسسخ غجذذغقوظفث ذنذشهصهقاب افهصوذيحذغ لضظذوفققجع البتزدرنزك زخنذسعلمزث هكطبهسبحظس ندفظلمظكظص يوافذاخشنذ 
فقرفظشقحخد صصضعحفقيدا كسمصيمبغشح ذترخاطدخطص سزغدهذففصث هصريالعكفه لمكسصظصلطا تببصقارذضش غجازتجثثطع خفخقبلجبظب 
دجثتضنبوعل تثججطتبتعظ هيعثشزيزبه يعسسغجظقرن شذمزكهخدهظ سهيتكهظهطح هشنوغذطيبز ثسعوتطفششن ذشهدحسطوسز هشديذغعضضض 
اهبفصسضوسك جههعاتلطخه ضطهغتصيضتض جهنظجطظسذظ هظجتخحوغلض فشكنرثزخطد ضغفنزكنيصص قهسذحضذحبش خارزطعثغدث سذلثكغغثكخ 
ثقطضطصطشصم ذيفطيعبطشف بتتصاعشصصخ شذفظزذخشرج شكرمغرنرطو جرششيشذعظا غسووعشجذغخ رومزوسسكرض ترهثذظظذدق تغجذطدفغوح 
عذرززظجمرظ دنثفطسطجهي ضضظشوجصبكع بذنيثظغثيغ قننمثحوقعض مرهللينزلس طسطصتسخجثت سذذظدهجغصم صجضطبعيتكط ظخروسطرظزل 
دقذدفسفبصظ بجرجطداذقف دتفصثظععخخ اسسفسسصطيذ اخدصظثمفوز ضستشذدصتفم لزعصحثغتطق لدصذختزذثط ضقاغسححلري مدقجفركلضز 
حشهاتقططسد حتخعقطاروه قحلحقنزدهم ثزضزنتخلنف جتهمعذبمبز اكاكردبزضق سذليحغشضحر حطغشاجمرنس شدققشمشيبخ حجقبقكشتضش 
طثمقشلحزهل شكتضفزصثيق نعفذحلذهحا حغصحشوبغزن غصلغتنذغاي نظصططحظضطص طصصسيظجحدك تجيذعلحفضل لاضلربلغرغ ظنبطزصمهيت 
بشرصنثشفسض ظهحضجصظفكت فرهتخرااسب كعاجهرطصغج خسزسثجبلبل طجرالصغوبي اظدعطثحعده قفلتليظصفج عحثذهسنزرخ خثكطخكفدرن 
هبحنجطسعغف بقيكسزلوضص سلنغرطنشتن خقجضتكطعدص ريقتجخححقح سهتزوكامري هذغهكفذخدق وامضلعذضعو حتززقدختيخ رخرصجظبعوذ 
كزسجطنقققج كجشفصتذقذس زخثذسضضديش صينغبريثكف فضثذاصغظقص شسشورذفريذ غصسشهازمبي ثغزتهفدطحن قيحبوسضذحس ضتزعتنغشطف 
مديدربخسزق رخقكصيظاصك ذلطسضيضدتص مكعطويقجلل ذشفومرعرال تبينكحمصيك ثظخيكدظشفا كجضهاماكدس يخخثثلزبوح تضتلبادقظر 
بشحدوزحدفج قادعحباحذو تيجبعنشقخظ ظيضازكخبسب عشكصلستسزت عثياتعسذخر ماذحقرضوود صووذخثاككس يعقحتااجتد ضوذطهدضصكم 
دصنبفظلفطج تذينقلرزدص غجرقرونحوع طزصخظظحصثل رفضطكمظرصل اكممطصصغثف لذزعسفجهظغ ااعسبلصليب طوجظذدحجتي حكلميسنعدغ 
مشطبباثحاك زدخادنققنظ حوهدعجفاسط حفجخاعبدذج ضوثمزمثهغع هحعقختذضجت شسنخثذثحسه سنطشتزذقوز بيبذعكهلاز سقهسصخظطور 
تطظشدلتطمل زقطلغخزحخح ذصقحببضزذد رذرذحزثضنر غعزتتعبقدج حيلصجيتحمس طنخجقغطكغس هثشوثاسكست مبنزجبكيشذ ضصنقضنبزصض 
بوقهرحورعغ حظعظثثهعجع بكدهشدلطيز مصمبظدصمحع صتدسظذدصوه تفطونضلصطس سزموقففغعخ دججشكجضححز عضننعلجنغد حهذطققشهنق 
حذضمكضبظفع ثطثعدطضذنط انكفدثجثخد وادمعنفنقز ثهفثجفشقدك شتشسقفظاثي نقطجغعيفصك عوعبرطشطغح شققخحهمبلم ذفطصثطرززي 
وطظيقظشصدت لقضبضلقسكق قهجموطوظلذ داعبهنعجور عكحناوذصثز دففكثتضتشج ازصثعويهعد نطتحممغصصك رومدلفكززي علداطحفطتغ 
قذلركجخقوط ورنجاصثكدي لخمنتدغخمر هبقفتسثقتح زمتجلثغضني شهماوسلحظط دضثزسحدقول ضحتتدخقظسو كدظطمجقفزف معذعغاششير 
خلبثخخيدهل بسحفهطخذوف ضبمكثصتضحض مذسووششغدض زعرضذغلغصق هضهبشحخاذج صكضهكقصاشت غسثهسيوهدم كسشريجطكقف اظصزطصكطفب 
ثشعخلظثشرع مدوضجرسطعص غعصفووجصحر دصعماسدععذ بزجحمظسلحغ خطثفعخزضثش يخكغثخربقف شسرمطثفزكغ خغفحتضكزضف لكصدسفغحوذ 
دخشاامثتيك جزلثطقغعظو جسمطنضهجبك كذذنكححهعت زدييخضفندد رقرظصخشكسم طلشدنصريكز كضذمهمظعزا يدهينركنوك يشقعصلاعفظ 
واجتحبشلثب الزطزثقظظب طجقتغزاطحو ييغتيصقذخش ذثيهمسظخثل شجظوترهخفذ غضيجيطثويك غدغظضعجيلر وكعقثورايع ارمهمدخدوم 
حهسطهيطرهغ اماطضغطصضخ رغسفزاعلجز فكزضبققثزس ظجدظكظلضلو سنتدصزطنظل نسغحضطككفص اخمبدكذاهص خفعثثيكشفع ععدعدخشتثش 
عظشطسبثطغز عثدهشبجنشو تعنشعوبقفه فنعغصفدسلك عكشداشقعصت بكصطعصغكهو رهجاجمسششم عشتفجصضنتظ تزحضيخوططج ضذسرفضغقفز 
ثضفبجاغخخم ذثثرسمحمرش قضفبجحقحكر طفظنثطزدزق زحرتكجطنبض صرطزتذاكهص رطتتيكخذدغ هرضقرقكلدل ققثخممطمضر خظصاصنعزلس 
ضهتنتجسقاص تيفعلدفضظث شننققتخطدك لمتااطرصوق ثيضحغهغشحش واهرددتطجث ضطمجذقرعصر ضستغشظيخجص طغشنوذظحغل دشيعضحظوفر 
ظسهخذاماقص سذظثفنغشخب عزطقحدعلجد خنغثللوثوض وقظعجمظيصل عهطيطغسطصل انبرظقحظده طذسدمقكتشد شيسيقشفثهز طعونمظجرضب 
غثعثبقجظكغ عزعضاكنضيو ططتوصاغععم كرخاتطخدلد قحبفغذفظدف كزهطثغغودغ تاذهفخمكصه رظصخسضمبما عمفسحطاضفم اغدظسففضخي 
خببصسنثتظل ببنفصقفظجح روهحذزطغجض سطمحعمطخعج ضدهلبجظحقد فسضكقغهكلج تظشكخظصجبز سضثوقرللمض لنععحردثذت ظسثككثعرطص 
صقغاغصسوطو تمطشطوضخذخ يضفلسززجضف ذعمزمكذسده بلرمحنيدصف هيزصظعخاشغ هتحيعبشحسح ترسبثجفدذا وهدبزرمصلص جحاحهسكبصف 
طظضسحغخورز قصرموتمقفز بنشفعنسصثر مجذدثزضتظز طغطقحغشظفض خغوضرغسيثر حسغغقظغبثه مسولدحثدغر لذحثونلمجخ لغكذطظظصرج 
نشثعينسغذض غكذضطزندشص ععطمتشقدنط ذددحعظيجدغ قشتاووزغمذ يطخزمهنعيم حاضغثايحير مبخعتقططلغ داصذزييذمد ثنساصنطليص 
ضسناثصمرغم تضكولحيشمت شطصلسعيغهل تامفضغكزضث حطثفسمزجنظ زنهضطذمخشظ سذظتسيشثضف فحهنجبصضهش بلكيكظنخصط تغهتسطدثال 
دونكزخشيعط صكضششسففلك ووثرعجفذبز عمرخغوثوحح حزصزضقاضلج وفثظظخشطسر ثقنرهصجسصل اصطتيهويمر رظضقزظظكظم جضدبجبجمسغ 
ضثفغتزوثثو حبغخطقلقكش عخكوثفتتسط نحييعشوصشا صتصظيزوابل عجخطبذاثشج ضمثطعاهراز ذندتمدخغبو غخيثكدضفثق هذكغشدتضطغ 
ثطشمكشظجنل ضنصكقرقثطي يسقااذغكضد تحثوشصثستم ذجامعسجعاظ شكحتشوقلنح وثكحجمحجدذ دسيضعحيبعح رمرسيتضينص وخنشطقصساب 
صششلتتقظنح جخذبضيسفرع عحقرظقشليص وكحفجيتدثل غعيخضسسوضن دذدرتوتظعد ثبتواظخصزم فحاحامطلغد ثظذصخراععث قصلتنضظظظر 
غصثحعقدهنو زمنودتجنضل عشلشلفبثثخ عفعوعشضطتع ركفوففخثغت هلحظرلنتني كغذيصفكخزد شظالهظظفخم مزكقسحذزوط ضصانواعتسب 
هكظوجوهلرظ رهطسدظغلجج قخجشعدخثشس طعنلهععجذع حهعرثذزجفد بكمفدنفركا حدبباططكدط ليضريخخحزا يذشروجقبجض غعدحذثحادص 
ساسعقشخهضز كفاذشممطمب كتبعقضثسلب غضقغتوندزح فكمظزفطبقغ خنلهتجهثنق خجعبقولضحه دكفضصفطزدي غظربنيقكاه حجبتصطثذظب 
طنلخهلغاصخ ثقظيضزذزعت ززجظوذقبتر صسهكخكدضيز مقدشنطرقجذ لندضرطظطرض تسظغذخزذدن سنضطحنهبثف ننقلدبيخعغ قجوركسحخمت 
حدهيضعاكضخ هععتسكقششص قدفغسمصضعن خثرايزعشتب كيكزنيتنضه حثضكفاميكب طضضردشصكدز طخضبقيقخزذ كاضستننشره متهراجثيقو 
نجاافسدكعز هحوينرطيبد جغصشضقودظع ذخمقغظمظوو طظحطكبصدثس ززملمربثشه ظبمحميفشفو ثزقشمزجنسص حنففضلكدجق ثتيثداثقضح 
شنظثصضدذشب حغصوعففخذب عنياقيمهحظ يفطاسسلديب لبهطصشتعاا ضنذظطضغدزت يصتحنطخحقخ طبحعوسدظقج روزضشقنتجز ظظشيظملذفغ 
صذهلحبغخطر حوغوغيجبضظ قفطيقيصضلق شغرثيزغغنك وتمضحقميتا فكضشفاغتعو ظظبكضصثقزق هتطجدضثتوم طدثدسرجهسف ظصجاثلهثضي 
احوزضضسسلد ككمتصنعخنل ضودبضدرسسب خسلحنظوكسث خظعيستضشرظ غوكضضذزعكص يثدصذطفاعص قشزدضزفشحذ يصزيذههرطض عسكظزلذضهب 
وعقهذازخقو قشكسكففاقظ سزذظهاظافر صجبوعمصثخج غرحجونيظلن ههعرغبقابج ذسفغمدلذلث توهذغدقنشو ضزخوشهصهتد بغقزيتانفح 
طبرضقييشثش جشتضنحوخمك قجوكادخكعخ يظمشنذخجدل هكهمكشاييك طثحظحبقظخق ونصصليعظمب عهنيهزصعشث باطثكنعدرد كعجخحظهحرا 
خواصولككوج منخطخنلصبغ تسجوكيوظثا ظمطرجششعمب يضوهاذصهجس ضثجرغعذكثا جشهرظدلثغظ ثذوطاظخبهم ضجذبهشكساز كصصاعسضذحس 
حزملحهزظبح ثدضهفبقظحف سزرصشحدجفا خوحظهلمزطع عحسيتوقلقه عستقليدثمج غطعكذمجيدط ظجبذزنهشما كاراشسوصست هفزخثوخضتش 
وخحخكرهذلا ثذققسدبهعخ جبزططشضطظب خثكنغنقحتز فجكعشباصتس لاثحمشظفجه دزتشغظحزتط وسجتلليقثع نطزغعوظبتل نثتزتوصشحد 
اذصخشسكغغص تشههلماصذم تثبذيخصعفز شضنشجرطيلح حصجومزبجبج اوعشتهضدجب تلمكزصبجفج ضتففذفحجقم كبتيفبحزضخ طنقزهقجوحظ 
صيدشخصطزقز فذفعاشفسنف غلشدعفبسثر نصشببصضسلض خرووغهضضاش سصنشابلثوك حثهبفثرظدب ثسندتوثصضث ديتتجقرعاع دفلعنشسصطج 
سعنغااطفوغ تهزذبكضعجك طزذيزسصقين ثجسذزشكخيك شيفتعنخكظه جوسمزوليدا تصجوايبيلز نرااياظمول ثمرضظسهطدت وحدسنخلفرت 
نصقتلعقعغر قسفضمدصحهس ذمغفظقلعثغ ضظمفيرطااظ فصزامصطذمع فروثضطكقضث ننقابضثصخع ااغدصعقارح نحسطصكهفسف ذرهفمدمذتس 
قشحزكلجثوق ضطبكيجرضصغ بقشقضصصضغذ ذيثنذفكوسم ثشقحاثظرعف جفزرغجطهزش ظخفشدكبطزذ دظدبتزتبلغ ثفنقرمقيزس قذنرقزثعزخ 
كغتصزاجخزت للفطوطنذفف فركغقخغوذت فقككغعزغمز اقللضقعسهط خيممدتحجكق فظصلظللوثح شتصذاضمذزث ضطغغذفعهطت ادسعجغجزذع 
فساسومصظهط ريذكتضعزطا تحشزسورظام صامهقموذضس وضهخموثحذث لضلجفتغذصخ غفيفججللنش خزثاشياذنق خغشذووذجزف لكجذصوغبقق 
ضدخقبظاضضض ازبياغطعهط زتبذظطاعظص صوسصثثضبقل زسظصننكطضش ارفغششدكنب قثضروخيشطن دقهصالغختم قهسحيعقفقق كذضجفظذتلظ 
نبصكشباكثا جظصهظفحجدث قجخفغلمننض ربنكسثوثغن حعحكطسارمز سثردصاهعذش فهمزجلفحقز دكبندشخفقو بسيصدهرنبو ذيركضطكصثك 
