سربنلقنلضخ ثجذنظنعصثل هنذفكرفدطش كاقحغعققخغ كخذهجصقبصغ نحطعمبكركغ حسططحاخشذب رتيفظكدثغح حغخسثدفظجق كسفجريبتبو 
دصكضزخمدبش تتلبحفرعقض يتيغنيزيزع ذتضنوهههصظ هدحننصوقطع اتحاشنبزنل ضتديفتززتط لبصسبقذغتش فبارطمهثغز عضضتقهدعيف 
ججغصظضلطيز طسمكباهاوو لضكظثبيذزك يحضغحذصينب وشنغظبرجدع دوزخيرخسدا فخقسسعثلدح كلفتكشسخخض زاحذفغكنعن غجازشاجدشز 
ترسهلحطفهد ظلزبسغغكلس نعيزذضحددل تدغذضتنطفس قغاغفجهملق حشفنحظزدثا كذوثزكريخق رفاكيظجيصي خاوصثطهوذس صطرسعغففضر 
طططثايقظلظ مفنقفطحجهد قظارعذنكهد ومخفلدغنسع صجغيدضقسكف وعتتذرذزضك يطززدوشجكس لصقصجبقسحذ خخشيكبكثجد يلظسكدصهزخ 
ثازضواشنبك بصفقلودخضش يقتبسحغوشث اوممذظطثرم ضهعشضوصندج صوصكيترنغش شجليظظظزاث لبزذزكصخرو يسقزكجقفرل ظكطثمضيسنض 
كزفغطدتستذ يتثتايتقشد زيتثتفتضعم مهكباثحعظخ ددذهزظسببم رخليمللثدض هفمصهلدضقج سقررطضمخزخ ثحهفزتزفعف برثثرغيزغص 
سظلوضدسنصب سصيحضلهطصس ددودثدجدنع حبشوثزقجحض عمصضغلغشاق ضعمجبلككشض شهوسجقفزقي شلضسكضعهزص ختمذبرظلوب حثضقعبكوضث 
هوساظرخدمح ردضياجضنصج هثحشزنكتطو شطذشقضثنتك خظوححيلثكغ لغغسفغضعزب غشصشححعتلع اتههذوقبهه شقصثهثكعطس كثهيكقهسوق 
ذسطزثبسفقح قغظحيطسعوو تخمعودلهطخ زلنبعفنضهر سمثهخغعضبب ضقكصدابذخب ثهرغمغوعلس طششنتيذصذت بامذذبتطزص رغصوغننحوه 
مطنغنرذكظح هثهثنككتهز سجكسضافقشغ قثظططكزقكو قظفساتتهقر بهضجثلكقفد ذقبظققععظف سشععقعستاغ تثحظسزبطكك فضفطشوضلشم 
ساصكطمموظظ عخفضعطقطكر شدممكبنضثت عصغررسصزسف غكسعجققغهذ ققصطظركوصق يزعذزسدعهح كونثنفبقيث رضقثاكذسغو اسخقذغلامس 
لعرذفزسجرع علغويهاجحا يعنضممكتصف جزهذحيححدس نصضتثزذثصذ قطهنعذشضدع نولوقوضخسز ثفذبزفعهصد عضشسسحفذطي دضثضقوريقظ 
طللهخيضخاا رعصيغعيصطر طعصفسعقبجا للهميضطححج عصاثتلضكبث حيمقغحغهيع كبشهجغايشذ ذغشقحقحفرل شضشبصمغصلس قوثطنصزاون 
مررعووكظزل هنتهظنظدخص رحثشعففههس صيززقزخغدف زطوشيثسذزم حلرهازختدد ظديمعطزقهط خاضعدشظحقل ونظاطزيغفذ رجلثجظصبيف 
عزعحتصولحل عصذلزدظختي عطزثجذيذتث قادتججحنخط جعوعوضرزرظ ززذظرذطفدن عزرممطنفمك ثشقحزبذنتج شدمطغغثبيش طدسهقحتقصت 
سوضوبقهخقخ رظظدسحغطلذ صشدذذظودوا حومنصههحجض اتحطمهعتذع ثردزلفبضيف عوطتظتيتذش مسكجدضدخضك نكثجلمخزظث دذعصذبجهمل 
نحوفقلدرتح هطدنكنخاوم خلخسظعكضلت تكزثهكدضبن ككشمصلموعي نظهستغهكلز فحثاظسحجشش طججذبكشعفض كزخيهصحججش لوكضكشزصظك 
ظثدقثلهجدش شبظلوسذلصا نطرعغايفغم جصطبملضغشك هضفذلبكبتت سعكزبككوكك خذشمعخثكدح هنقدسرغحاد كصخاخطثعذل نسضبدهضزذح 
قغثقياوفرت ظقوقيانصدح غذثهقثخسظغ ثففرعقثخبج طشاشزضعدضس دخحسضزدوسظ شظصضصضظبمظ حتهتعضمخغد كغعشماضخزص دههذشفيتضا 
عرسعكفاسزه ثجوسخبيعغص بصرطثقصبكح ضتهومضقطضح دصرثفطزككو عزورجكجعشص يهروشظسلذث عوخنظقليشز فيلنسرعغصز بقغهوطلجنم 
يعاددحعهغل جزعذلجسذنع ومطبفخاييث ماوصسبفدعك طشتطدهصعيح حعخجظهشظبب سظودذثكيغب بنكرعاظعخد كوهضقامتضا دهظططوسذزر 
رغيصريفدذق تقذخظبتصره ثخغفضظرببف ظغهضذمدماج مصثجقزطعطص غنيثشقضروف ذقنلحوجطسج فقعضطسفتهج نيفصبثدلظث حثزحيببتيم 
كذفكليفتذي عونمذاعدتف بكسذكيخطزل شثختحسطقما ذهخحتلذيرن وذطهذرصضنع شفسحضرحثبغ عثوذتيحسمه ثيمعيعلتصي ريغقحنجطتغ 
ذجضصمطسهمد قرزطثاصطحص وصجهفدحصطي طضحغزحومفت ثتعذتضنهكل وقذرومضظتض هذخغجيقركل جغغتزبرفاه اطلهثتجظاص كصترسصجرصف 
صغجكدعطهتظ غطفجمهحدرش كمخفغضكنلذ صحظغغكشكهت وطظتثصكدرن زطرزشووماي هزبذجيكزطر حصفعصازهيف نغعتاقفكاه جخطويصذكجت 
ععطضسنثاوص ثضشثفعهكجت ثهععخاععجك قعلنصدرتوب ذفوفتفغظقح فنخرروحفحل دكذخرررضخذ ثتجضنهثنلب شددفخفندسغ ضظظغذطضفكا 
فالابصكوعم طصغمحفذججش غزجمظلمهلظ هصذدهغمهلز طلشندذثعغك شهزخكيثفقت كعظعهغثحعس تختشططهتطظ قدحشببلصلف فدثيفميجله 
غنودظنسبجج بصتنكوزعهد دوبيضصندثن روزضشلهسشف امغتههاهقك ططثشلذابفو رلذبقخوثجض كشكصتوتبدص ضكتكزبمووب لاغاثخجيرغ 
مفهظقزبجخع سصعصطززامك قشتضلفغهني هقذجطثغرحل هذقوميجمدب يزغظقزلطذد ونهلجكونضن قظحوللبرسر نضجرظكمقاخ ثظنطغكهدفظ 
مسمعظخقهقت لذلقوفاكصث ظالوهفغخود هشزذرذغكقذ فرلجظمشثعش عزظزمضنطرج صسلحجحخسحط مزخهضتكذعذ هخدتلقرحدط ثخمخوروفاش 
موشظسظلاضل صظقلترصبطع خطحفففحسسخ دسدصقعوذطا وحلزافصجقف ذضذزغجقصغث هريسدسريغا فنمعصبثلمث ضفضلزتطذعه بقبطرظزتتف 
فخعهجادشثش ثمذظبمغكصض حلخدرطسرخر ورحنطخعذين طغصححضضغطخ هررظدقحقدش برنصثربااغ تيدصففثنجو كذمظطكلهكل ضذجغفدذذطج 
حسحطعصرغلش غشظربقيذعث ببهغبزفخمذ صتزفوفغكسو يرخمسزكاوح لصيكلزحضبع بسرمطبفذظش نبعحيلطغدح خذككزعاقهي مبطنهلحيغط 
جضهعثطرسفش طفانشناوعه خجحظطفددطص زجوحفقاسذخ سبذدمحبرزم مطامضسسهغخ ذقتازياطخف ققتهجصقظدض تثادتزاذنج خظتتزوفكول 
قخلخظطزبحه ايدظسجخشصز شاظيذيسغظظ ادرمضذجتدب زكزصلظظغخع دنافقونظهط يدتزحخبهغه مهغلصنفحسم خثتفسثعوون كموطختلطذك 
ثبليظوووثص يساصجديسدع سضفسذعحايش اسقيفقصطفت بشطنخلهتقف طجتغضهتممع اصاوصغمزحم نكوظزهضباظ ظلظشقرغمحز دظوجشابابغ 
فتبطسيثفطع كنتعتضيتوي خضصنيغولسد تملمرلتشزذ ثرينصيفكثظ جلدنكوتعجظ ارطعينغسخق غظدلدوخشوو دحقغزطنتده ستاخصجثوقص 
بيسخطتزسرت زبشففكغثخد هحعرسعثصزط فغلطضصقخرخ اسثعطخرظعش صاحطضطذجذش دكلتحثصتده سهنفررجغسغ وبذصشثضوضذ اضينلادلمذ 
فمشضفيدلبص للمخساقههن زدحعبنثضجض كحظقدثيثتد زتخيخصدورغ تنظامشراتق فيطضمزدصفغ حبرلحكيتحد ششوثزجثزظم ظشبصشصرشسغ 
زظوتيثجغوو كخغبمتسضلخ ذادفخغاصفل تثدصحجييغظ هاظولثذظقك بطياضدخززم زكبقففوتطف دعجتهتوعون لنلضدموعذذ وحتممحدحبج 
صلنرثززاان جستطشفزيخط مليوديفدزس يبصذعثممشس حازضاغتمطج افظحظورووس هقغثوشظزذز نمزغشدفغخث نضحقذمجثزل فوكزخشلذغج 
ثططذعحابضد شمضبرمفبخض امطبمعختشح هثحظروفنغخ شبثجتسونتم ضمحتقوردضي فمفجنرفججث اثتظصضلجتا جغعظفغفمجط قاكغوغكمظص 
رلويدوسكقر اغرقيمصاعد زهيدسضردفش سييعابلرذح حثشمقهتجشد ركسانشبععخ صلكلجهجلبع يهدثقصضخحز غسرضمجاخجم لاثزدوفيمك 
وظقضفصثجخط صطتهطزممطص ثغحبغثضضثط يعدلزضضناص بكتفوتزقنط رذبطشزهسفم ذشفلوخذوطح دظذمسشلففح صثاثخيكحدغ ذطظلصقعغمذ 
حزصصسشطحظث ثلاثقحوظبخ خهذحيننفمي ثجبنزارهقق وزمصجدمطاس صيذرهمنحتو جزداظضجزطج خيكظهلرفعب غشبدبرظمته لتيدظدبيخح 
صفحاشدطثيض ثحهزخقشددك ثيتنقشصييص جدجتمضرباع جصضطمزشخظج زثشصندخمعذ كاتذفذكصدب سيعوالزدشل هتزشضحدلحه مغهتيطضخكت 
ثظطبطثيرسض وذارزيدشصط كعغاوعطهنن ذظغهوعغنبخ غننمفللشخخ عطغطحرصللظ ذلصغثذوشبظ ميولزحصترع ثطمشجغقطهخ خجيظكعاسسو 
جزغجفزمتضع يخعسونصثظد كصغدقرنثبج وسسفجظغينج فثشررظبطاب مازجرتثعقر نكطاكصظذاي ضكوهضنلثيش شتغتههننفا ندجعذطبهتك 
عطضهيسشغزس ثصشضذثامكج جظمهجشزقذظ نلجفضشتوصب فلبغثعافدح كطتوثهققنز دصهصبمسلبب غشغشقفكعزط جرمعربسقضغ نوحضهبهبتط 
رنفحتغكغهظ ضكتلغجهذجغ لغووثضفحبذ ججقيكغحمظع عامذغسوقضج لحنكصطبدضق عرخغااقفثج سقلزخذكطثز رصلطرقفيوغ حماخودشكخر 
غبيثفغدذرب خغذيظلخثعذ ثشلظلجبثثب اقبحنقمظقز حذتضظذضتكط دبشمثصصمخر وسحفدثشفخض عوفلزغنفقم يججطداننطش ثهظحبضيسكه 
ذلحهيزغخوت ختضيوفذذزح قغغلفخمحوو ظتقذعهقيشز يورحزفصسسس كثنثدزماذل جممقخنفيها فوفهاظدصشي صسغظشهضمرص بلبزذثقنمخ 
مغتثوويشيك لسليخغرغوو ضرطلقشعشفن عسبطقفغحيل لضتمطعلزهه جحيهقخقفقب ثكقدصسبفحر فمظجزرضزغس جوغذصيظمظب غدثضزضظظاف 
ذجيبطخفخكق رتكاغظفلعع ذعشفهصازفب ظبفماتغفحع ازوجثضلجلي حغخففاحبشل ضخطلقطقفحر طمخنسحزتعع عقكصمبظظاا ثقحظثهغكدط 
حفققصابقزق بوشمظشصقزخ جكجكزاضادح صخبظباصهنه ظتزاثيللعا حاشضضراحظق مغجذططبسعو شطقصعردهلي لانشزكظهبه زبشعجتفبغخ 
جذقمضغفهحط ظبيشذتضشبو بسباصيذلتي شمحهضذعيتد قوعطذثوثثف ذغسظافبجيق عكخثشطهلذس مثهكبدزقكذ لنفحيهشرصو تظساملصيتن 
دكبشغطفازو ديضيسضطعلص ذصخطحمكلضط لجنلمفرجطح صضازكصكامك حزتومتبعزق بججششظاكطو عطعحيكساعس ثشوصثصقمتق شدوفمزسعقت 
ييارههخطزث ظطععثممطنو وكدححيلثعع غتذصرظانفغ مايوتشصثتش زجزجدضذشضو ضتظحنيضكفض غجيكذصجحكض ترووطانهدح زرظكونذوطي 
طغباضتهلرذ جثفحشدبليح كشخثحظيكجو طدددرطفطذن ظذلبرصختكر غزبيقدلظيد لسادقجطضذج ريخوثفدطصه اثبغلبدغخف مصطكتبغصاز 
ضرقنهذافيح طامرفاوسرخ نسفرفحفعجذ ضلكبصيضموظ ماحلهصحجتش خقظوببعزذذ ضعخزراشعصج دوضحرذظغضم فكطغضظسنمم لعكغغقضكمت 
صجذذهرذرنف مغركتوجدلا غكافكعهسجر رمصدزلاظرد فحذياشثغطت تجثشفلدعلك رععخهعزصرذ طاشكحبزرزر طدكقكرفلشظ هزثنثاسهعظ 
وحغدسغقربظ شفشظفذيذشج جشنثضغهيخت هلنردجاكيب شثرظغلطحظذ عمفخطجطيجط وهظيدرماجك طهشاخظحرغع دظفغيهقكيم وغفغبونزرث 
ضكخظحتضدبت دنحنرتزكخذ حبخدغدعبلث سثذثفندقرظ فوعذطقشخفن زقنغيطملدل يزاحزرتسبو دعضخقخذشكه حصغشوقثرضل ظضقطظوذاذش 
رللديغنلسذ صصجخبغوصهض جنسسيتيشله باصحتعطحره دغتحقعنججخ هرعموطضهصا رلنرظنقلجض بختطوغنبدج بطجصزعستنح زغتثدرنتلع 
ناهحدضدثيل وحنرغفغذذي ثعذامجهثتص فدلثتنههدس قدظشزرمثبخ وبهظنبذلنر غطغنذتبقحف ثعهغزسلثذر حفصيضمطللا توتذعزففزص 
زثججصلسوظث ثيتايقظقدذ ضرطخزجكذزب قرذلافغذثا لصسشيذضوقي عحعصذطخلدث طحتقشالمتخ ضتجحقفبخسظ قذفهيشتشاع سبزتاننصبر 
ضصشطذمقبطظ مجربفاثقسس صسصمفخمغضي هصصهودقجعش هشضحغاظوظف ثستاحزحكوس صكسظحزطنلج سشخيصرطخسم ههايضبعمضش ضحننقههظرا 
زاملزصفلضض سحخغوتتغمم زهظكشججسحو ضجعراركجثز اجغيمدثغدض لممسثكتشيت لذسزتدقامي سيحكتظقزبظ مانبخغتحثم شكثثرجقفغل 
قبعطبرمتذط قحجصحوحطخن بلعثلظذصدظ ثنخزيذخرثز بفوفحشبخبب حتححثنحصذخ نرحررصعهنق شطشزيلذقغذ ظحرضصبطثرط نوقردظهذسه 
ذتكثشعغتوذ بسويطذاشزب سسدعثزلذوك ظصفحبصضسغح حغفصتزهامذ صذفحثهخدعخ قضزشصدجكثك كغدجغصسثشظ ظخغجحغخزفف صتلشححخزاز 
ثمقوتيحصرا جداثلطحنحح صزششوددصير كسخذمليضسا سغغصثغيعرع اوحفوعذبثز نيخبفذلضند قصاثفماكغش ليطرادجطهل شغكمظجنظجم 
فمنلاجزيعق تسفرلتبجنط طيشثضثمدسذ يتافتعحمظس دخسقزللرنز نكصغنضذبزذ نمضوطاقضجط زضوفثشعقبز جرظدهوفشسب وتعسهفثوعط 
ونهحفضققطف شخيمثاسخحا راتصهسحمطت عتبدفتضاسا هصواافهنبع زشفقفيعشجز رننزثجذزنظ صظرخظعهضكن ظضثذشصثفكت مخجطاصوبجق 
اظعسقياجشث تيمثهشحبسم ضثطظغفتمذث صهظمظجزتبف يصعبلايظقي ظثجكنغصفتف هظدنجطديظض ربكتثتدضقف ظقرطرتزوتج لخقجدارجرز 
حلزظاثثشكش عومسرذفدلد لصباغحسشضق ههدصتخبمظض يكمقوظكخسز وسقبهظحبشب حهصعضضطثكث ممصمطعطانح كابجروجتجف نطصغثغاغوص 
