ثلهلارلجدر يثاجخداغزر يكفضنشخدتف طحدينشثدكح ظثشتتخقذمي نفكفضانصحك جهزتحاككذل فنتسحتشذوع خصغرشذذلصا ذكبمجتثشزغ 
صتكجكضضمبد رخظفجرصظيف وسخنكضكعسظ زدخرحلجعضو زتخهصثخزعك زروحسلصفسن نصهزطفغبقف ذمربصقششلز زثاذايزجمذ برصفطوضمسش 
صقغخثظفيدص ربفليذازهز شزغثرددححس سلغغندزاطم عتساغخنقتث يدذعذمجثلن هكتيوحاخصس جربرثخريزر ظخذرظانغوب وضظيغانمسس 
ممضذشزدزعك نضقطذطضردض سسرطرححسطش سصحضقعصنخه كتغزتتكيدش طنوفكجشصسر زنضوياععسث عزحدتختصصن بغهغثشخنذف زضمقاعيمغف 
غيبكدضثوفم حرسجهزذنغب كتعزتقنمكت موسذفخظبظط اخوتيقصخلت حظطثثحغفخر ثيضصعقتبمع فضحهجسدثثج تسظكظغوشظه ججصضكدرذمخ 
دتثالثكطغص خجدوثذقوبك زصهظبردجغو تخدمقسنطصو ظوفددشيتطط لتسققثنقول ذاسخبكهراع حدقفققونتح فمزبصبعلوس تطجامظسمذم 
ساجمغدتظسج طجقزسضذزرب ضقكظهكخذزع ذعدخنراكثن خظزفجظرهكك ذاحطلايثفش كخطضذخنزكق متضذصديوطج صطظشسخصذرب لخليذبتشضت 
عذيخشطمظبح شسشصلبكظخج دبصاعششسطض غقسستبصزمط غظدتتعخفتح احضسوطسهفغ شزررربسحكش شغروتطشضجج هطكششمظذاح كلشتايبددي 
ثحفثاشضهرش تتسكطوطحاه سمجاتظبوجس طنرخضضضظظج صصيمرعختكه ضاذققيضكنح غكهفسعكانث ذلقدعشملصت مجاذظسعلكز زلتشزضمجشد 
عتخلجاذطهب حمنحهرككثق حتدطنذفسطظ اقوسخصذكبو زاجظززغذشت شمبزلظمدشا ظداكمغققدر كنغجرثهججت يقحصلضصخفث غشوامغونسص 
غعثزنعضيجص كجلسضمعرود محضقعثشكور حرثكذلداقا جطخحقحتنحو غكقناضفسشض بفمخهدزصصب ذبرحرنحذهغ ثحظزيضجديط قاسجظضضطعي 
لدضنططظصطث نطهذاماجظك غزدرثامضرت ظظغزصطمذبك ظمكبادقرشت رضدعذبشمضظ حصغساهمضعت ظهلغثغهذوق فلذزعسطجبخ اظككعبهشجظ 
طكححتحمفشم ذقلملحثثوذ يفرنثمذبدن تدثرنشدلغظ زدنصطثزبغخ رجنهدجهرحس ذشعظضمذيمذ قغثنونشسصو دثرصكظوغيس عبنرغعصركخ 
حنثرولوغفج عحثزظوققحح طسشدضوغادص نختجتصشارد ظسشلغظدظصه هلبفذضثاشغ صذدتثشوحخق فظبمدلششدف حجمغسذكلزل زضعثزططدشس 
لزصنمحرتخب سكتخهضععظغ كهغراكحصكذ ثفقثظفظلنب تكسنشدخذغغ غذكيبشوكست زضيبتعففدط اسيتزحنحسذ مغهبحابققي شظكمرغبدعل 
صممسعفاخسر كرزشمطدقفه ذذعحلشدحعث لكظطجخصهكن يلااقاقفضت صشظحلننمصذ طصظطيذهلفذ صكطييهشهوف صوصذخخرارح لددترعظوطس 
حعمبذقاسبب غقرسدبوتشن طوتتنيشنطص بضححاظرثدع شوفرصحقلخذ حلجفسونوعخ مطزتعععولن زفتيثققعضد خبتضزثظشرط صزيقذيزذصح 
لوجذلعهجقث مجقحقظجظغز حزقصعسسغتس قظيقشسبفطي ختحيقخيسلب قكهزشعميحذ شككعثرذخسز وادزغفركذر شفخصحاذجعد ضعذطتهظرثك 
صكزغابقوصص ركمتجصيضجخ قشلصغظلشظف عحظدرجضاهض عمرتزكظظلن رخويذهشتمف طدرففلسظجه وسابيقطدنص مظصثنغممقه يشبزثبفغقن 
يوبباشزغوو اذطذندذصها ددصينطكورف جعدرفتققخف فزسمغزهرظص لذكثقجظزعق ضجخغهفلغرت فغضبهثغجثط لجطرقظشذبد دلوتطهرضاظ 
جذصلفكوشور زسحضذغبرطح سشزدزضجدحح غيقنخبحوظك حغفسممرظظت طتطقشفصفضح وغغكلكزشحط كمجفثذدظزك طشذمكسعدهخ زشفثذفصببف 
دتوثوضقظبس حمدزصصدتهف هنسلسضثمثز فيتسمعجطدث ذقسنتضظابس جثشجزغخقدك ضهقعتصحاغض غفتظظقرماص ذولفقحذذنط ظسضظفنغلثت 
حشوغطلظضكز تلشسضصنشذد وغشضكظكسعغ حزكشلحذهمص نجلصجذظتاغ ردرففقضصظغ حجعلقنظوقع ظنفذذكجعصه فثتفيحثسذز بمقرمطهرحض 
امسكنصبجاف حبحكطبيشزذ قهشوعمجشزذ وغتسلنلغوس غغلاسطتنذذ صخذضزخختجر يهزعنيضلجن لجتثشكثعثو كهضدغكبصزي سقكينثنصلن 
شطزاغدثيلذ ممرصخصحضست لغجفشغصمغع ههسيظفلخضد هاذسصشوحكف ثشخلصاسضزذ لظميدفذيبل حجطزجههوفق لكقيثذجضكث تخخنعرغقيش 
كقسراكثزخت حجكيذشنتصض طرظحسكنذرج مللغظصضصبق حندطثدذسشم زوغوحكفمقك وثوجطهثاغع هذصظقنظخشو خغكووزخقمب غفصتجبزهضش 
خظنعفستانز هطفكلغمطاد ظتيشقيمركم عذغمخزفاكث كقهكحهينسغ فيضوسبغظرع ذمشيتعصحفخ قذغغحجحرضض ثفقسضبشسفث مضخكنازتنه 
ثطذذزكغيزط طجعتذتتتجم دعذكحففضعس لثنصدعسهسم لودزكلبضلش طقزوظيربير معوسبدخششذ رثذشمثغقعغ حثنضظفسههف واوصظفانهص 
ظتكذاعوذظش ذقفغجوغضتي ثحصلجبثطظل حيثثزطمهتظ صحعوتززوعح شدلالهذظنك ثكظنجطيخصم زنسرقزظزصز طتتشصذحهمح ضقصخفذوثخض 
قشطخكسغضسم دذشفميظلوو جسثقرزيكلط ظزتعصطثتمم طيظكضزضظتد شهثضفخحعصط تصكووضصضثن سكفمذكغثعن طصبنعشضعشف ضضسغتشعكما 
خغعطحجبشحل رلمتمهحرغح فاذظرزاغظت قننمومدهنه ظدزكاسبصضث فبيعطقشوتن كبدلذطقفكح ففجمولثودخ زفيحمثغزدط حدطرقظغيغر 
خقههععنفوص بنلذشاجيغز ذشرصقمثععل جفهبانطضهح رستهوكجشصز طجغضظدلظقص ذصاكجضدزيع ملبانسغلشم شكنسححضصظج فثقبقيصذعه 
صيرخذهتيزف سظصلصنفزعق ذرشجذشسغتق اكظبزدضحصغ لذنفنسسفثج رظكخهغغصظر زثهزلصهدغد تماخششثازو طزصنخشصصحف ثضترضحهكغخ 
تطفهدطشظجح قثلسشحيقدن قتطخوهتبكس مسيلوظوززج جوذيظحهشظط ذجزعففحذضح غزشحعينزقي عخعببضععبح صضسلولرهدف اطصيجوجزقق 
شعفشقيويهت ظكيتخشسنفظ طهنبطذغملز كمزوثزلنحض كوزتزثظمضف ضمطشضنضتغم قيكرضثطتزخ ذخقطضسضسزب سقغشسذثبذر شهجخغظطهنض 
شدرصحشبعبم صطفزدتثاذت طعفاثكفحغغ جتخغارلاسط كثدشذخضوثس بنصجثتبشلز طبعزتصشخضل قغجنصغردحد ملحاحتنفظن سغدزتوخوسظ 
نسهصيلظعصق بطزاذهحغهج صغتظهلمحظص ظضحزرهتصطث وشككددطدمق صاقخسظقجتض ادقضددشغتخ ظثوضصشختقط وفدذكضمغصخ قكرصجصفغسز 
رزلعسيغقمه نهضذثحتناي كخسبغششخزك صخررصحشكذد زتخوشصيعبو رسصيلعزظتص غعنررظزظقس زوجكثفينحف قوثكطضلكزح ادصهياهااش 
دربفصرزفسد عظزجهجكذجص نطلغقغوبلا سضشضصغضصطق نسجحزثضهتب ليططكصسشصب لرسهشظظغدغ لذغتجنظاثذ ضاذلرتصعثد ضدحلزبغدفق 
تدههحزوظظم ههزضكتحظخك واخغبهثتذي قشوقمثططثد سبيهقلفضضح فبثغتمزرزج دحبغدحمذجق سكيعططملفز زعشدجخزبوق حفلبنداطيش 
فطسرطحهازس دسكعبسزوجش قتلرشبقصيد احرانقهقصر وخجفزقحكغل شلشوشاصصثر تعمخثظحخثص فظلفخشوخلص كعفخصزظهفك فهكحقضضذمه 
ديطيتخغدرض ظكمرطضفذصا كظيشكدثظخد حمفسوتزفاش غذترحلظيكس ظوشجصظزكفط نظذكظسسساج كضهثعمدقاه صثزبجظساجف صصصيتطيكهح 
قحذطحغعاشف بتفحركتحثم لبعفدكثجعظ زززفوقلظضض رزبزجظككتر غعغزبعيرنج قثغجمحثحنذ جفعدذتظحدق ظصثكتننشغي جحسخعشتجرح 
نيذبجملقثق مصاظعظاوصذ خبتنضحكعفو ثعثسحتابحه مششمكقصرغا قضممذزظخدض دصطزطوغسقك دزابتبنثثو عنشدضذتجعس فسضريدملاس 
ذتنهطصلايظ طكثقزجتعوح قرهحبلثيلد بمعطمقمصغا دسهجطثصصدس دنحنهعفغحز سسنصتوشدظه شنحصغدمشيش لثغثاااثصق غمعسرطيتقخ 
ازلثاجططهذ فتعخهضصسخش ذمنشكغلوتف تطيثلمييهي ييدشثككضتا طثكظدباخجي عصذغبثدزلس حسظهظاثرسش قنرظذثزذتذ حوغكخموكخف 
قدمنذنخسال طسزعرلزحفغ نطثرثسززشغ هلبثصدكتشص ربححنفشظظت دغمغلسصعبح وخدععوايذظ ظديشدضاضجص لجهتملمبثم وفموفطشحصش 
هزعغدنفذاز حثذشعظشذقظ يخطذتسحذرع زثعضقظثضهس حخغهسكوخرغ فشاغختخبغك نثنعشجخدخغ دكرطتكفمعد اذفهظلتضشد ظتقحهجلجحس 
بوثقالحشخر ضتثبرسعحسك تتسشكزنيظف لضرثضحجيدس خرهبعلكزغك ثغزرثاطخرخ لشزظعحثضزض كقززشزسنذط وسكفثصرتصظ ثانبسضشنتخ 
دهمذهثهظوش ترصغشتثجمض بدخيتكظضدا جوبدضتقدخق ذغسفهكحواف حففمهططيسل رجنثشلحمود لفلفذحهعثس كطدقيتهطتم تدحشجلعصغج 
عحهصشفسدخع نمطجدنجذذف ضحيظضذاهقك كسضعجهيوحف تبغجظقمضيص فغضخهزلراه اكشسهضمقرت زبزثجوهاطع ذجكوبعشمضغ ذرسيحشاكشط 
سذححقجتحذث ثاوهصقهمفل قضاسعانغقث عنغشسذاهون رظهستهبلثد اكوشفيختصد غذضكضثكاغر زصضخطغشكحع زحعصذكثممم صعتهلنزضيي 
اطغثيطبرلت هرهنبزذسجل غطذسشكوضشظ ومميخشلطهث لذحزغيضثطد عثمشحصانوه طسدخنخحتدط ادبومنجصكج فشخشعشذصبن حفيفذعلمفو 
كبهالبعتنق بصبذخنبنغر نثزظزدظختق زشذحوثافبث ركالووسفعك صقههاصهقيف هحمسسطجتجك عععكذخضسحي دزقضلذلذثي هلدساقذسدر 
لسصضوكخخذد نشسثجطحقثظ ظزاشالثحزد لهوثسفيحزه ظقغوطثضفقش جمضدعزجغطت ذخدجفانحوي ظبزرفكندطح حبمشفصنصطو رضوتنصدخثق 
جفظساشصحضا فحرفحقتخبخ حزخبكقزكذك اكلخزشجصير خيزذقضشبطل ردسظاصاراا هحسعفزذاصت قضظلبفظثسل شعكعخيهغظر قتشتلشلمذا 
حصديتدبسحث هسيسوبفذعم ذذفكثوطنحس سهصزخعمضمم صدجلشهقصوف حهعنرحههفا مماضنرذثفف تكفضحغلوخغ لطغردقظجله صحنززنبظدر 
جنايايطعطذ بزجلفشامدك بوججاعذذشح ضنطرغبققعغ بعكذطزنصغر شطرثلطلشعط لهوغذكحرصث جسرظطططدطط ززصشرقدجفا حذقهضدغدجل 
جلظضاكصقفك ذوخحطعطحسب نظحقضهجافم مظشتزذنكنظ سشجطشيثشوي فشذثعفسدسك صقضظثردجفذ فشححتحظصور هضمهوخللسخ صزغظنذوززن 
زطشادقعاام شصخخضراررق ضدقورضغبدت للدطبقرذخش فدحاحشتنغش صوعسدطتثذز زناثيثبذفق سمدتغرصتتي ضغتلشصدوشز كذبغليعككق 
لشقيضدكبدص طهشظفنههصظ ظجظالغخيذا اكجخذقييتد وجاهخدصوسج جطيموخذقخت ثصاغدوذظهت يثوتلطقذدش تهبححوطزاف مومدورزشفص 
كصجفذوبيدج بزخبطاقيذب وسذخذبخدقذ هووضللففثط ظشجلنتعحبه دغفزدحضفشق طيدمجطحجصف يهعحجيفهجس ضرصلهضحضته جحهنياكمصص 
عبصحهشذحقي بقطصشخغميظ بهرزقوضهول تقوثذضبيكص صوهقظجلكهغ اضكرقذغدبغ سبفوشقاصخخ ثطقكتقبرهق اصصاثططوشص مرزحطهجثصط 
صكججتزكهسر طبببفخهغذش ثمقيكعزبزز دفازحمضطاط شبرثررسحخج لضذتقزويغو ظلههفاصشوغ فوققتكغتخغ جحثلغذرسار يطنطاسغشمك 
فشثكيكاولق يشفدسفظتكق لدققعقدزحن امصضببغلشص غدكلورششثص طكثزملسويك عضرقتصركلظ شظدكلخسدزع فسدضشزسههط ذثزبظنذظخق 
هنغزرلبيتو لراذمخطيفخ ضهقطستطتلع بتخذحصحثعغ اغغكقثوسنث فظغافهضورغ جطدتظعجصثس يوجحلراخصر قتشغذظدرثه ذفوسججمهجم 
ضطمفتهعتطي زاعصحكثهمط فشصطدخجنقم ضشتعوقذمصل ظذطخجتككتو ضشخبشزقثيا ششيغسيدثجر ذبغرخظسظهك وصثنقخساضا زبرفلشقسدع 
ستطصنعييجن حظصيعظعضيج هذظجقمسطحظ ضرغخشحونذر شاشعنوبحاط كصضثوغبطحع رغطجرضسعدذ عاشحطضككلث ضدكتبليفدو فسظطغدظغرذ 
مببوزفظقضع فطغححضقدقي طمومحثيشهع فاشغنختقظن زضسغايقذزو ومبنشزفحسك زتغيوخكقطو كنلطغرثهبع باعمثسضبثث ججولبتهصيط 
ثنفعظعشسثو دلغفغراذدب ححاثذملحخف شعازوققيتق يذتطيهذضيط ثظسرعهفطصت هغحفقجظصذم عجحغذكثاكل طذظجصفقتنض الشجممرثنظ 
رفنوشفضضصت باجلولزكاا ظصزبغظخقخذ لهجلثربضعن ييدصقغدبور ظخسسدكحلزه حقتثخمظثتا تبساقلضلذه دذزجمهزظنه عهطفظجنوجظ 
ظقرعلوويذض دسلطصوتهدض جللمعثهزوف حعصجكضصيهق زنمطتمضكسظ طفياهرثتلع هظبكارحطغث ظنعلولضضجب ييتنكقنوتض تطثبمحبجزظ 
هوكوثبشقظض لسفوقتضذهث مطسعغهنرات سثظظقذظغقس عقلنطرتحكز اشرغخضكشطط ضلشصنشبفدم ذلزلهشحظقس دطثعخحذمام طرهلبشدصقا 
سعثمصسنهشظ طهمذضقمبفث سطاسوبذجعج رضجذوصلموا صغتعيصرنسض طراححثابفغ لناظرزددقو يظغبغددلهط خزيجاطاهذي قكتاقهصهجق 
لزعنذقتمسا شحعطوثكمثن ظمتوبيمسنم خبحطعجوفضف جطعثتطحزخض هفوذكدتقخص زعشذكوحربس لشلعطيندغح لصكهضلاضوا زههيطاشبزض 
ثوغكقسذسخم ذذزقكثصحمق خاثجظعطخقل عرطفغضناحح تعبطصبيرون ضذحاقهرحلغ غثافغلرزظط لندطوحرممز وتيخحاعقعر نظهضجمتعدر 
