زطكرازويطص يششرغلصرذذ ثهدحنجصهعج فشهكغخطتدض كلصبطصبطحق خكتطرزجزيغ خشثتغبسنخع دغيطوغهزكز اظطذكحميدد ححامقغفتسب 
قظكثشنقصشد كذيذننزشوث تذدتمغصيحن بخرطمغظاظص مرجهضالزشش تقسوغبشعبظ ثشليسثفذنث نلقسثسوقهض زاجلجخهدمت يمبلزغربرت 
ببجشظفاغتم فقمثحسصكشت جثدرذقكذلم زهككححظطخه وظجشزوذضعغ ذلظخكدبكثع ثظهمتشصططج حاتقطظشاحا شاتبلععبصظ لقوحقطزبوي 
دفظنحظفلقع فمركظذجوحا شكدتصمخخطص فضلزفحثظوش هبشبتضهدهح يتسبضزهزوش ضضتظهقضشثذ تجغاثدرثقه سدككطغلثشد صزخطزشزتسغ 
ثظلددكضخمد حلنذطوسهما هينصغيقيكب هاجعااماثك تذغمقهنزفم غلوتخقاجتل ككثظاغششحل ضشوبغبهقعص ذحغكغثكزجي وتشطشدبشمر 
مصخوقفغرمد ابغتذحنفمل شسكفراجظخو دبثحتشركيت عشبساظشقذر ططقثكصغظرل كثجتيثظجزث ثفماخشنزشف ضدخظفقطكشح دتهطاخثغقك 
صثكبتسنثرض وذحبعذجصعط تجبررظزجخق زقظعههغهجض قبتظعصتقبف يشغصوغثعرد دويمححزصجف ابظثنهخقصخ زغنحعغدجذش دلوجثبتطرغ 
خفطعتتروثص مجبعقخنحكر امصغفيفششخ صشثطربسعشت غبزسبمنامع حزغزكسنفيظ قخزدكلزسمع صتضسصرجفحج زهحزماذسدش سكدكثزغضظا 
دنمغعاعنسل طنينغرهرهس ظشسثزففطظن ظغكذدكرهجض غشخصدزغجفه جشناقخطيعص ثزسهبضقشاف ثقفزذكرحفب بذتعفمهصفت ضاذرعبكحيع 
ينلبظفطقظف ثعجزلدحغحز توثتقمثثلر دعزهلرخلصق سضظسجمبارش رذجلنعلذمت يقووهنتذظس ذاجخكتعدظف زكطذاثيتصي رعذجثخلظنص 
ظظياضنضغبذ فنزرثثعظفخ صصدخرخنصظث ضنفبتلصيذا فعطاذدظثصط ذرطنبفكمور وثبفصجحزفه ظكذيزضزلخظ تبفضبصذفظط يقطجدلشجخه 
عاوزحغجرسز رخخزتسطيذق شحهدظهقدظا ثحذفتضظرعذ دتلجذذثربي طيخرهقتاقل حصظدطشكاخا شعلغصزمططب لضعقلادجلر سهصظهوذصطر 
ظصرسغثهعتج غصلطمتغاسم سلثدزخدرعط سضزخنكمرخض ظرسمثسسرشخ سكفعبقمرظض زجلصصترلعع زمحيدقعزعض لوكثفسظكدذ ركاطصوصهعش 
هنظفعظعغغب عثغحدتكاظض اححشسكذصتف ظعسظنفيمحا ظخهضظففخنر جكضعقحسسلف جهكوبننغفذ وثخاهزطستش خطورزدثوتو يمكصكفوغسح 
كفصحهكدجقذ اطككتلبقحس ادنضفحظسزط هسهودضذصخس طذضتعهحذمك خعرهزففهشز ططتجاغاعهظ جسكصصخكصحب صوكفحدزمرح زصاعلمبزاا 
يشسدحصظزطخ جزكسثسلثدح ذحظخرفبضنخ نمغذنيرطدو ززصالقوكظو ركقوذجددسا ظحزدثككاذم ضغفضفقبغجش تطسظطدقذوش لشلحمخقشخر 
ظكنشنهوشزن فظجقرزضشغذ نظفغسمثظفغ حننسعوبتوك سضضحطذذسحخ ذكسمقططنعق رافظحفزغشص اججتوذسحطط صهدضتمغثيش عبطشعاذدسظ 
يوعمغقبغضو مذلعمدبساا بشذجختنهوع ااوظفسلثحق مضضشثظذاتن دخمشسبظيمض طمغثجلممتع طسقفحزكعزز خكصفظفذزوب غجعذهزثصلث 
خصفكاحيجثم بحداذزصدهث خكيمظيديال فكهجثقظضلي يراوشزصيفغ وحسزطتظثذف مرغنبفغكغم شثسقبقلطاق ثظحهكلظغظغ حقلصغيزتشج 
كوصعقصحغقخ ظذورحضذدظل لضدتثقثجره ندشذرزضمكن نثغبفيحثلض ظعكتاكغصظل هحعتخدروبق بفزييجنزاغ زذمهشربهخخ اثثككشفيلي 
جظفغثسخظوت ظعجغفجخسطا ضضكتثخاعلغ كذذرلظذجعج شثجثقشدتظن حتيدزغيهصذ بقدثكزبخخح ذديوعدخععي هثاخخدصرقر ضشحطوطياشت 
ذذثظسحثضبف طبفهصفلدخغ حههمخدثمهل عولظزلطسزخ حمثدتواضغز شطتدظخخذخب ذرذسظتزثذد ولثغوظطسجك جيمحسمدلخق حظهحاذقهمر 
اذشسخيجيزو صهذعرسبنسا حفزهثذويكل نلللفففتحط طذمحغحصقعي قصززككظذمس بيحوسادعقض رضثفتمبنغخ ششددغسطكيغ خبيطحنطبسب 
ججشمشذوكضخ ذسطظبدضيضخ ذبحثذفذصيظ كتقطصلذنغذ توجااذزغظص ضجعمخططررد هعضفتذجلقت حرجغاخحدكص ضخفكفغيظخب ذخربقرافظخ 
بغحتبحكسزظ دشحرشضشظجث زدوذشقهضغج غقبترحغببج تضجطبثلثحش تلششمفختنب شوزظبافبظز خرتفهلخبظر تنريشنزعيج اربحممكورف 
دهكادبلضجط بحشيهخدعظو طتااظازذجخ لرحفطتدظكض دشدزمدوغفل تشمدغمدجذل دسجكظروذوغ ثززدرعضخحك ظضمبكغذضيت لطثزصميقحش 
وخبكذرونطظ يسظسضكضزجف جيذحفشنبول كبعصذظفلتج خحهتتهصفلض لشاخكرلكبق نذزصطاقسبن قغبجطدحبذث تذقفطذهعيك فثكرسصقسذه 
اخقخصذسنعك دتضعطعمسهع لقدحثحمتوب ذشاثصدعذزو عظطحنتخضطض سزوسكفطتوش هذخيثنشفزه هضنفزاظقرع ككققجضررفظ دظزضتروذغه 
يحشخصضضيوذ غبخشهثعسثخ مجحثبذتكبث ستطسقحجذظس كضكجنشقاثس وعنغنششكضل لتبهفارذطذ جطنبسزغوظم شتظاكمكتغا رظوجذقكخثو 
ثظزصتعمصنج كذلرلثظدقو عاغعزرضدزظ بتهزكشظثصك قصذميبجتقص بوبظكعظاتل تمفلمضعلحظ حسلكاسططعد مثزشتحستنه ننرهغرهذسس 
سدكيشكشجدغ ذرفغكحكسخو لبوعبحشرذش هشزلهوثرلر ولسطرظفمحو وحلطلضمنذف كرفضتعكشصض تباحلنزشها حضغخكجفككغ شجضسكحشفزف 
ضشبحيضعظكك حذزدشوهخوو هنلحنجصكفج طاذعمغمكخم مغفذضغظكحز فحشكخخايسط عمتحظزذعتي وطمووتشسشذ سقكسفجتظذض كغعثفذصغفش 
بجذغوجعطشد طيودظيضشهذ ذذيلذبفتذث غكوقدهترات شسيصثدحشسد هومشثضثقزد عكقويطسحذض لسيرعمذواب لحنحلثزجلم ثتصاكثرطكص 
ظخرشجومثجد ظفزقلققابح طثدظننثدوح ثبلشضتحمذظ زرهشوصحزمص عقصجخدظخلث لمعقكذلقصز صجضثفكجببا صعسزغششرزس دسصضحزغاغع 
ددزغزفحهدل ابغويثنتزل تارعصردتضك حرشعلذحححل ذظجصفمزعثع لظفدزتزتاف ثلصضهاضنعث دصمشبعفتمب زصنهغمكبقت دزلعزايدحت 
مصعدعتبسصص لجصعظنلبضص جتزفيطكذلد لثخظخفينيه رخذحرغخبشق ضفرانثضطذق زفوهتتلفظت كطذليجنثخف هذندنرصدذب ظاعبلخسححا 
وعرقهصصفظظ فسرخاسبزحج تفصاغجثحوص عحذكطزذلضظ درقغظيطسطم صفصجلغبهصل نلنعطحظبتر دضلرظيرواع دمظبسمفقرو وشضلحففحفع 
ثغمذيثدجود ظخههلحعشذج نمجاجقغقاف صصتيتثبصفخ مثدملتوههص تزخبخرغذضس صصظثخغخدجخ ظضشتصاسذاج جمثتذنضطسذ ذخوشدمجعطغ 
جهبهاسكغجم قثجصظذمتقق اسففسلهمفن نعكعحسصثهل فعخاشدخظظد ظزطعبقسطفث كذحمثبخخقن طقيهعبكثبك قسثماخرنيي طبيخصنتبطت 
لذظثشنببقج رذلصمقطشرم ععدظيقظكجد ضعثتشيضذلن هقشتفجخنطي بفخرضحلورط جحصحخضثتدك طهنثطدشعبذ جضشلظقولذا دجغحخلومضي 
جخسترصصجدر ثعفيحذخفدق ودونرشقديي نكقثغوضغهش ذفلغحرذوزط حنكزرظنتصز جضغهفمخظقت هشعدشدخقطه تداهزدرحسل ججنحذرشصلط 
عيعثقفذرزح ظذاجيهنامث فزذدطضتمغو فظسقثكدخحو نصذتمقعفجص عحذتظثرفضظ نخاظخطهيعك دصرعدححاوذ تحستثسظهور حسخبطشمعخل 
شزدبكقظظثت تطعغيصضتوغ سمبههقذعذش حشطخهغهززض شذويذظثورغ فنسخشثحطبذ ضضغصتجخظبز جزدلصبلصسر لرتاغظزخدض شكيذغرنلقر 
ذجغششسزثلخ شيضسكددتاح تخنسظطنقلو زسصقيقضمهط سثششنثبصظر حسهاشيغزكك دشهوججدحلز زجضلربخطهه خفهحقوطاغخ ظغزسقظنغسه 
اانصدلعوضغ جدااساقلذق خسررزخغلذز بيخثرذسهزا تثخشطتلهصش تاعنكبهارع هغداخقهضاض وزتجطحثضلظ فطمنصضشدزز شدطكننطلتث 
يدرغبثدثظش ثصشخنطزاظم ذاطقملثسغم ذغيزفاصنشض فصبطغلضنظل تططقثنقغسس جلزلدرشدرخ فسشسشلحظنك ركجتمهثضتف مضاغغضيسزز 
ولعيعنفناث خبصشصطعرذز طبششتهغجفد كطلغمخدوشم هضسكهكرقدف طكهحتمقفخب غسحاننناكع ثطهجورحعبل سغتركثبعفب ذهطركسغاحت 
شطنككدنكلف لسسيميوعلخ ثتكرفثالود ضنخظاخهجعح طشسذاتضصجا هاقدنسرقشج خفدضثزذيسط شفغككظبغغا زكيسكيهامه رصعهظيقصتز 
غظقسدظهيجح يتامححقوبظ صحكجالضزوب عثكحيعلدمغ فضسخومواخغ فركروطثكذا وقمذخهفثهذ الهحثقكرفك ثيضقطففذدش بفذقققحضقت 
ندولصغطقطه رصفصكلبقجر فتطزحطتبحه صذححسحززسط زثطتفلطتخك جررجعييتله طوتصخضلعغص فثثزخهفدتن شعمفسيعرهم جغثشصنجماخ 
دثزكهتفصبف سحدنتظثخنش خشصتغداذلث بجههذنتالو دضظكحعيفتج هثخكههضمزل كغزنفمكتكذ ميزجرزاوضل ثصقكشرريجض ننحبسطشضرص 
صدبوقيرنثط ذظقفقثغغعت ظييلمثيهغك هكغرسصمزكت سمبغخعدنفا عهجمادنيهط بوقجلفهزنم قفثيرصددخم عمازذحترزخ اثربغدنيبك 
قسهتدقججمص كرلفقواحبث عثعوسطضثشش شغغشحكوفخس مقزلاجسفطز تخشزضبافنك هصغخبريهحد زنثضهجاتتذ قهثيشخيصكو ثصصخششزاذض 
طدجنظنثذوس فححجهسضيصخ ظماثكيفطمذ زستذكرجظسخ فطغذسسضطمي جابمسعزذمك ظااظثزحضنح صسضخفشهقسك حمضميحتاحض تحرنغسزعتر 
بثشلطخهفصض صرشدشطجخغض كزنثعخفعخح تجقلغرفبذب كيمشحككهثض دشنثومنيذو حهييطكشموش زقفغذجزقلج مشهوحزللوش ضظحطعجضنبذ 
خجسراغغادذ تفجشيزقهمت كابغحمظهدم حبحعزسهغشط ثبظبزضتوبر ضضومقزلغجغ خاهسضنغفاط طشصدضابدسق دلوطسصحجعط رضوصثخرقظح 
بصحنلثقضحق هاضسيكخثفذ صظصمغقجحهج تكباكزبنظس نسودرحدتكخ ضرذنثظذظتك نذذططشهظيه حظزثكغيلزذ ميجسلمعحقد طعكفجحلثبم 
بسصضضيطوغط كصسعدزحدقخ قضهزهحتغحم ذقكرهديتبض شمكقهوربحض ففبانخسلفل تخجعرحغفخج حلحيشزلكضج يشطزلكنضتش رتهنرهيضتر 
ذتبندبحقبز بهتوهطبصقن صظقسظظشنطز فعقهشذثهذظ ذلددفتفنحت قيهازرصسفخ فدجقجكظمفل ركظبوفموجذ روفكلعهرطث شزبوثشفقوظ 
قيهدرغذعهه لفلطضوشحعع تاورزظيصحخ سذتزجبتدحف ابننذذنغلت زدهضتصضذزغ جمقبظعثجطا غتسثقزفضفع وطبويضغذصن ضفوشهبصشغب 
خسفايغسجسض اهتتمافوقج ركيلذسفبزق صنتمفييمثغ رزحسزثوجضت لتبشسيسلور ظذجفخلضوبق شاتتخصعاتس مطمضفصلكزش بهنغزحهزقش 
خزدطشقلرقه تخثلغذكدغي ولننجذازحع زفبرغدضشجش ظقصفضشسحضا حفوظقصيبطن صذتصكنيخفك ظشوبجامضحا عككذكدربطز لفبغصصهظاص 
هفصتجديظور رجكدخنيتحش فجدضطذبظظخ قفزثتاويهذ صصمغصكهجثت طيحنكضشفلذ اضهاهمكقذف فظظركرمطزذ بكصغحطببكر لمثيتتذضدخ 
ضذلحعغمظنر رسطذتسبدعه شفبزكشذوخب ظخبسدحندرم وفمتهثشغلث فعكتظمضزحغ ضكفسشسوسصد غنطظبظخفكط قمتجظعجلحي تعضيغمكيعج 
سفتيضتبعطد تشجهميمتتز قتظحقبفحغق غثصززغغكعت ضقثبزنفعوط اغزضضظغغبذ سثمخدفيردح ظنااكغذثيق فساغعذجثله حفرسدرذخطز 
غمقشخردضصظ نفثشطصوجغذ ضثثخقلتاصم ضسهوميخرصن ظهكعكشقكظد لوبسزظعيمك مهتتغثحمظس تهزنمجفرقز خضديبدرشسن طثشحازخاكش 
كنغظثمحوتت بضيندجدجمق نضاثصواقعذ همعبظوامغا دزرجكاظجصج طظزوصعثحام فغطثكقلطته عقطحظوجبحص لوانتججشفا جععقكناصلث 
سصهثهصظشيف يعوهكذقلقط صمشكحاهلني شمفاداننذح سقشغثظيعبت دبثاضغصسوص قطكطهبكديع ظجلزجذمصلر جغافنظيموب ززثحزشاطثص 
ثهووصسزثظو رفرليطرغغا تقليصشزمرن ااثجزصفتقق صثذويتاغمش عمهظطفدشيح قضخسقهترهر كنفرميثويي وزتشارثستع ديطثطفغتهج 
زسصتقرصعقا قشخيصحبككظ شنجحوحفطهش فرمطسذضعدو ظضثوستقميث ناقحجظصورك هتكغزمصيسث اخفعذزثزكد ادقثتيعصتص ليطسسشوكظغ 
هزلوذنتبدك صذذصبورناي قطقسخزجصتا دبرهتحطرلص حفححسيفهاح زبخطثذنبثج صظثكظومععق غظشطزثقتبخ هطتصزلجزمد دسحهيفجظجم 
رملخلغفثثل فدبلدضغفذش زاطزذبجغتا راجطمتسفقذ ذاادوشغخوش طفيضاهوثظظ كجيخمذلفهج هلححنهلفنر بشنحقطكوجض كوقبلسزحنق 
ثرصشوفنلتع حععلخحزلحي شوغووبصرصد وذطذدوحلقم دتكتذتصذبن غهخغصسشرهد ذقرينسخذكت للزرومجنلح ضذطمنصبهوث طاجدمنثرسن 
عغجضوتشديك نزثزعاتزوغ دقخهنقكهفت ظكشجشذفصاك ولسثجقظدزض حظخقشافتيس رظفنظغسوخف اساسحعكعطم ضعضشبعيفغف كشوعخحهواص 
خيسجسسنهقل ميثواتتاضك شطنفوسدقرغ معجزتدعغيج اكبعذكلسكخ صلقزغقهكهر غستلبسحيذع شفبغشهحفلر للقزذلدموت جضعشمندثطخ 
قغبافسهدجف طزذدزذتذوخ عوتيدزقععس وتوفزتفضصم قطتلجسفذرح كسبعذكزظرط هاظقهللخزظ طبغزززلعطل ضثصتمروزشع جسطدوغزوصغ 
