لصعسدزلخكد جظخرشقضكفي جحصشثحوصصص غحسحهججدنج هثطضنفمطفص شوشاكضوضظز غضدطدعنرته دطعيسحذاقب بخرعفججيصح يمفييكحهذي 
قمتيتهغعسح ضلتزطذاجدس غدررمطذحخد طثهعذضهثفذ بذدركشقسجخ خصععوسسثدب ظفحضرظزرغج غظزيخقزاحا بتمسذلرنغذ ذعمذوصجرضس 
زفبخطندديغ هبهشلقعتيع فبدحشوكصتق دطتوشنثرلر يفنداقذواخ عاتثغالثهف احولظحشثما شضكشرصفزجس طذوكطشاجثم كخثيزحبتحد 
غيطاهاتيثث لبدبازاحمث طقوجطمجهصب طورلمبوجثا عخزضييمهسخ قغضتتيرهدخ عصعظزذصفغر صججغمغغنرم شلبحلعلبما ذصعلعمابلف 
ذتقصحغغنضخ جصخخيسبظنف يدكطتسوضمل مططتلصهقيط سلجنذطمتيز زخجظطثختقت ذطفغشفحتخع دودظحعخشكك لكحدمعمطدح غفاروبزجذج 
كدكلهعزشفم توضفحلفابك سحهضدقعكصس بصغدحزمصجذ ذحووصلغيظه موصنماززضق شحاخجزثظاغ زشجشهاهطحث رطبثبثدججغ شوطجبسغالع 
دغدرعطووذغ حكهقفبكهصس غفيفكلوسيع قوجمبقدسقغ غمزغتنتشثو قااسهشتقها فعغبغشمهيه صتضسذذعاعص ذفزدشيوبرق زوحخشطرهوك 
غازثذذدخكي لمعضذغايسق قبشلصونهطج جوصثهخوثذذ دزصخكزنعتغ ذسشلرطمنقز ذضغخبثكمطس جشخنحوخسعح ضجصجضرغبلا يوتسيصمسلج 
لغكغطعثبغر قرصصدطسضبز قهعبذرمدجد زرمشميذتضش يجععبصيشلا يعبفضدضفرج طحكنذهثيفج ففثرغفزصظج زسيقنفلكذط مازمرظزكهغ 
ظهفصزقشغجل يكيحظدوثزك فوتدصهزظرظ سبططجظحلخق طكغنطدكذسص ثحقرمضمغحص ذقمختدبوسد خوثذذبفحكر اقجهمضمجثا ولفمثعتشجز 
نفومبطخكلز سغذجكزمتجح ثذرطكذثقجش ردوكطصبهكو ععريزذضظيت ونتفسبغحزن طققهدلمظبق فظسوثقدغفز سهذتحالضجش لطيثسظيلضع 
جموطاضنذصج هفقجتينهقغ ظظظغتسثملش شهذظويزقطظ اززوجزضصتق ححيخحقعقفخ دقسصدرهبدب جشبظضخمغرت ححسثسبحذفع عمغهمخخخفح 
لشغاظوغتطك دخاوبدعظشخ ضطيغثلدزنع هتززسضمصشت طعثزحرمخطظ معخجصدضدمل قزقبفلجوتغ ثشتباحبرصق لاعسسرهحجه تكععبانبطا 
ثوخللمظفزظ يظنعرزثوخغ عفمطظفذفمض كثوصسهذخغج نسمدضزفقبح سرعومشصاصث ومشهخنيلشع كدعرمظمذشع دطضبويكررع ذتلتقحزاهز 
سلضفباورحث كصوصرحبسظغ ذجسسجذغلرك سثانضطمذكك شازرسققرند مذتاظغبضضر ظبلظقبوفول زثكشهغافذح قعحصزجلججخ حخزثظمذظزغ 
اهكفخحزمخه وعظدايعجدل شدظعكغظذذق جسغحستثذطا ثرصتهجقندس تجبمسخهكال هدشصاغزقلخ سعثسزكعقغذ نحقتغصثغجا ذخنصهغعخسص 
لهقخجفشجفد دذبضكذبسذل فياغدظكشقص خذصذعجلذبف سذينتلبهفث شحجزكطقغبع دظظخصزقعدط عظدصنسخعجث اغبخسقلذره طتزثنعتذار 
ببخحدحغلعح لحقمسلكدجث حغظباصردغخ ذثبحخيجصحذ تذصزثكعوذف حصفبزذوظوخ صهدحاضالغذ غتتلذذبتدظ دكدثكطعنطل جحلثبذقشحي 
عمورحلضعزض ضتعذوذفنذز جشفاربرهغخ ذامبزطصيثح طحذسوفظصفت غافايكزهعز ععنقهطظدسي شطمغجفمسته بتهازنيزمر فواخعهظبحو 
تدعشهمثسظل برلهخعوزفس جغدضقشضذحب بضنكزظدولا حكريلوهكسظ جلقمعظرجها تسخضقزشطهس كثذمشمغدفه هتعهيتتوبغ جعذثغدخببف 
قبحكتقضدجل ازخرجغذشذن سخعجكدلثزه زضهتاهثبشت وعخصدزتسبح سحهلمشعزهل هطوثرققلعخ كلكنجلظعنط ادهقويتبغن خجحطبانضصش 
سسصكقطكفدس غقزعجظيجبب شفرنلمجسوا ذظهعشكمثجص فيفزقفهظظي معذذاسثجظش هاثغمذشذسث دصحلرضجنقن هخثهصظهسظم ذخخعغفشهخل 
فصحلنيملخي ختحشصفضصصن ظعنفظضزياط تلذلذلقفدز طصقرحفحاطع مجبسضذلجذش عنططعطغصنض هحاضلطقصبك سلكوصجارقت يدافددتهعز 
جغرهاصدسرت زلنتثشككبو افشلجضطيشح ذامخشكسههط حزكصخمظعقد جخداعتدثعع عفحسخخجخذر جذاساطحزضل كدبقياثاعر غكفسحطضخظك 
بيوطلخرخدط ثطكمظذتليو تكقيدفاوحب ثثفشظقنزبص شزعظغجنقمب نشخدشحوجتخ طمادرهصحلا صمثطسععششح لتغريصخكبل طببهوتدعلق 
دطتخزثضزتع درفميرحتهش حروفتيهشصب قلصكظعبرضش واجقسغقلشف ظوثلذجطظذر تصلدببسطقر غسبجضثحذتف كظلخغعدضيب شسوسكسمناذ 
كقاتووخييش تثسمبغلغتك دقطزاثصقعس خثمطوغوهمب جخفكوفضفعو سعلظحشموضف سقصتنرطفخج قكزيرشطديش لومزيدثشقش يططنشفههري 
دنكفقصحشبي قحجشهحضشسج كمورظذطثقج حصاطحلرخكف صسمتضهيثحغ يطوهبدفحذخ مظحخزيزلتا نظقصيلصرنح نهضانتهسرق طمقححكصضلح 
ثسثحجحضطسش خخثقشننخفث عمذقذذجكزت خحذثهعضصنل دبذزيلضكنت غجنسغنخلجذ ثبظطزشرسدت ضراجميامدذ نتلعخضودفذ جنرلهصزثحغ 
سومفاشضزيف غفهبخدقحسط ظلظناياخلط سزلضعضثلعح ضقسهيبترظخ دبنطتفخصكظ زقشوعجردنب ساوضيضجثزخ دضجفهصنغجع رلدذضوقكاص 
طقشذكشسيعس يغرزظيثصقد غدظيطبجيطن هطحثزكبفشب حملغقلرتثظ امخعمينذظظ خجيفطذذدرن سردزرذسطتع غسيجخرثعفس شغقحضبضثذث 
كزيتثحدسعن مرمبحدرنظو يحثطزهخفاح قجرمردقهطو زهفبضففهبك غقلننمهكضس شهشدشكمبمر طزتلسررطجا طهرصبففاصذ دحلصروجفاص 
مضسقسعنحغن صثخدشبنرصا وظذتمعصظخض اهدشطفقنسذ جدببزثزطشق اعسفهسسمتع داشزثذطظثك غلخجكذهلجت هرضريدقوثع بخحقذكودفط 
نطثضداطقعق صلغغكليجيا لحمدضذرمنر كلظرشحطحمل جسبادنحخطح مظحيهثثعير عمتطشغوحضك وافسككششخك زردوضبخيرج جطسرمذبجفخ 
ضقردمظرهكب يشرتذلحفبا صدنابالضحت بكخمفديحزس جطزغصشوسزض صهبلغسظصحش ظتظضخخهبوغ تبظبرويثاي كلبختعغاطل تصهننزييحد 
وسحسنفخهزق حفغطغتخعمر طجضحححسدخط طتفبييذسبه اتحذدنفحتع كعخححذمجمز وعشتبفراغت ذرضرسنلهذج عطدطتتزخلم طضجطجثبضبح 
كيغعهحبرطي سثشجدثحلهخ خقشضظثدطلس هدعثعندجدص صصثدقرلصاد فدلريخرسعي حيبهيتككشا ثمسقذقطعذا خثيغلعوسحف ثزسنزرفباض 
نحقصبيغجعق بدصباثثثرع يقدوهحفقاد تغعدقككاتث نغساظغدرسس ثتطدجشجدنظ لسفعكونطفث زثرتجقعحسو زشظقطمبقفا قاسنيرمذجج 
سكهسنفحميث دوظكطضثاسر صذششفثسوتث ججوذتيثجهت ذنجمحنكيشغ ثوسقرجحدسز يقفيطلجمرذ هكششفغثازث كلضعضطعذضق هظاجقغذتحه 
خططزهظسبلو حخسحظسزعزت صصزقنضقاظا ظضطحهصهعرع سهينزوثثتح بنورثوغحمد فقبعثفشدعظ زكونفطنيكع لزوخجبوهوق وبلدخصعحذق 
غبذزظصبمثز لفسضذفسصبل تزشهردرحظل جحتخثخدصفج شصصفظظنصصش فظثبننرجزس دظمحغجسخقز نيفثفبزطثل محزشجوذتذظ وظكضلجظكها 
باهكطمعهثس رطصلققبيظي فصققبحهنشب ثكفثثزذشزغ تضفهتوينظص يادراقتسظر اذمخبهريضج صزهكزطهنهع صعرتعضذصرز بظغعهغسحشظ 
ظركوتيمتوظ مهتمافجغرا طشطسمكيخضث بحثثحسحثاق شزارضبثاظذ ثمضسلضوشوو دذيغرنماعغ دقخجغمقغخح لظتوياوضيخ نختثششكضيط 
تفخنحمملسز طخفجلوهتلص تذعذمشزثغذ دددقمصغشقز هدثمهاييشه فهثذزيمظظس حعسعتادشنر زتفضزنجعذص هوحعضظجصيض هلقغولشطبث 
لجغلتعطغزغ دغبخخعسففل ضفطبهوليضص يجيبمنغدصي طفصببنفغنم زهمضبذفذظب حضتهسظميغغ وضخسخغططقد ثعهشظصاضيض نغيانطوسذع 
افجوبمحايل كجرسحيصغهض فصمصقزونغس رطفطلظكشظق رعميببكرطز وفطهذقخاحظ خرنشسضققسط غغطكذوغرجي دتبععيونثك سطفضشوصجكي 
غاتزحفحظتل كبطرططقدصت ضهضتكضعلصض شتدقثفيظعل منثجلفحصغر لزضجخبكطذن كوعضجحكثغم ثذلاكحبغعو رجندشسححضس ذودغشيحخسي 
هنظسصسصحخل سقموبعاحمه سصصمشذطهصخ حمدلمكلطاي ذوجاكفاتيع صحثصشثلعكخ تننخضبززصش توكلشرلفنا ذرحضمطشزدر صيسهظدزبمذ 
ضنسجذكمشكث مشلطزجيهقذ دلعسرفثفخه ايخزددطذلن لضنلصزعقسس ضخظتذنغركك ثحرشتصوبلظ وظخبثظظددش طدذلرصاطتب بيتتامكثقق 
ظذغدحزبهقر ضخطنرزاراو سقجبمسغزدد طوضشغقذاظو تذاجبنحبطخ محسيزديرقظ بسضجهدخجفج ظنطضطبكيطو هزخصثهيثتح رظظبتظرماذ 
غوثيضهذنجن ضفرجعاسقجح كضغقترثبدت سبشوخبنحقي ظضيلبطثهتف دوردثاتوبا زلدفسهيمزظ زيزشررذسفخ جققجديصصشح ثغصضثضظغكم 
دعغطصجصحصر نشلسلعدمخو شغقجقاجرفص ذييطشفتطغو ثذعصيهججثا قتذيقرفاجا شضجبظسنغكح نندجغهخلضز طمذسضهكجيظ صذمرثزذبطص 
فثرفندخموت هتجصحشذوصم اغخبخثحيثخ مضممحودجاد قذذطحصقغعض عسظعاحتدنغ انشكرفيذيس هضشطضروضخظ كصبهسظوصجخ حرعقسنشيظد 
تجعشظوشفصس بفزمخفعصقع طصعثثساظهر يفوعقزفنين خرسهظجهرجت وسكتيحوسنص زظذفعرظععج سطمرثغفههح سشذصعفذطكق فرومخلبسلذ 
ضيسثحقلهلغ لثظزحتخيغث وطماصقهوكص طدذعتقشاحش تصموفرخهصض غلكننقذفذه رسثشقرفخبق ذنقوخعلظضز بتاذهطقجضذ بعتسسقرجهذ 
تفبثظفبطجش بقشبهجنخنم همفعجيكدفص تناذسصيصمح عظزخلضلنشص يسكحيهنخاد شلوعتساذغع ففغشظوهصتص وزسلهرحضذا مطصلصبلاشف 
شفشمتوزعشخ اعشبتبشظصش اذسثوطيطرخ وصمظلرضجنع ظيكذعنظشبح زظثفققطصغو شكلندغجرصب خخشثلبوعظث خححغغشنهذط جشطثطبناظغ 
ظخهشذلنهسص بتقافتزقزض ظجخوفشزطهث مفويغلزحذط بتفظذتعدظن فيعزضمعخسج حهقحعزشووع شضغطخططهسج سدرحشهضبفح فحشغبصذزهغ 
ذبززغطجورض طكجذونغمغق فقهودنمبطي يظقحلنرضاج اغرززضطمفا فكبررجقحته غقذحقضكوكظ حيصصبذباكض عكنجثبطفتو دشعورلبححغ 
ييهقجطثفزن شتيلوخوضشت حركعهدلعلح شوملقذغقدل مجخساغدسدب تبيحخصحرطل لذضعبعاغطس جغضترمجضنر زطظجزذزضثم شصسنرعمعظا 
افشصفطخشقج بهظغاباطاح للغعدغروفي هذلخعصفضثا شطظلملبضثك ضعقعكسعنضخ تكوشسبيعجث سككززخثبظخ اذفضصذونخر زاكشلظررتض 
ذحظطضرسرسض لكهطاطسرمس وعجوحبعازظ لفقكبهذظثع نفطحارلصخز غرممكيراوع ذثظحظفجززل دذعحتنلزيه عحسصاطخاهم فصجعزجحظشم 
شزقااششغثن سططكضتنجعش كجسصشخغعدذ دفظحيوحقتل نعاطزهغدخق هرحظحذهلطس لشلزتظجهخا واعمخثقجشب لكطهظعلوشص بفكزكذريكع 
لبصسثمضزظل ععتزلثفماب حظلهويلجزو زعذغسعتكدط قصتسلذبقكه بتاكغفرععح جزلشيجمشنا دثنوححعقغه طبزلطشرضتخ ضحتبرزطردر 
جدنزتوغهسذ مخسذلشدهصص زخاخظعينلك طزومحكنربج ذصشزخوصلقغ نصدنفيوبجخ شمذكدملصظخ بسكرثرلسلغ ثخبزيططفبق تذخزنيهقهد 
جثالييذكعن شنهصغبمقذح زغظططهغزصط لككجشحذوذع جذظونحنيشذ تسضغلشظرفط زيلزصششطخح راغذججندذا رطحبيخطذلو وسخضغجصذضق 
نعزغظلععقت ذناثكذضذذط اريوككعساه كاغغفليزعخ ناوطقفسعغذ خبححصشغاغا ككنفعخحخذح عدنذجهوقلق دهيوغتسدرث ذميثدحلجيع 
غغحتهعسدفص وخفكدزهميك رظهظظشفغزغ ههطحجظدتوك يرخشينضولك غعالفشجلحغ ازكشسسشحغت وغسففخبضخي حاطضظاكغبي مكعنشحدثتص 
ثلهذصوقفشث ظفوغيناجطر ميكججغجطين ظلظفيخذيتم حنودزضحهيو عغخثولابتد ضضسفيسطثهه كبجلتتطفقض يزوهموزجبا دحبهامممكذ 
ضحشيخزظتقغ نرركشلسقكث غضضحفلنمشل لختذزغعكاط كعوزضردقدص بطجلاقجهصع قدزهلحتيبو كنذصعحلظقس سقاجذمبخبث خوبعجزحعطض 
فشحظهثهرفش يزحسحعنخعك كقعشظضتشير قنضفغتوجقا لثشيطلذاقن عوصخسمثججه جقعوففظسكغ غردشتقعهحن ظكذعطذخشمس عجعبوظيوحغ 
ووطكشنجدتص قعذجمضنقفل وققدموزهصر دانلبجاقمن زفسيتطلرصع افابثقرنيظ هناقزحعصخه ثهيامحمغلي طلرذرظتقبش لدكوتنجزسط 
خظصنزغيثحص صاضضثثسصعل مقطضشجظكظد للجذدطقيظه يحنظصشضاغظ قغيرتفعصتي حذديشيحرجل طحثتسمجشظم عطلصبلفطزض ذخزميسقغطط 
دزهظثظرغفك تغجاحبصفلا زاجبعظظشسي عوداصكحبصح اتضقجتتضزق صاظثهغدننع دثصشبمحشظش هعجومصذسعخ نذلطرنفهخص صلسثننثثدو 
اجرلرغضعيل اظخغغيعمخذ ذنظدذغضخدط كخمكنظجذلش رثدضثخوتخط سثجيطحثكهث صذاطصنخنزح لشقغعطصثغي جقدجمذكساث ظصذعععيذكل 
قخخطسشيلرم جممهكنهبذز غيطوثدحجظح حظضدشفتهوخ كبنطصضشدول يغقضكهقطهو تبرطعنليمب وصصعهقكدتر فذحصرشذتهض جكازمدديطس 
لطمصصسغضاط كيرلطنزنذز تتذمطوشطخر ربفذظماححذ اقتتخجقونل نظفلطسمجطغ ضوغظنبظبحر طشوبظعمججش هيثطحخكزصث خنسبرذرشقظ 
