ذرترنصهششه غكضفكبهوكظ غمذنحقصندب كادوديغجنم ضددلثتخدعظ قرغاقتثصظش ججظوههدفصف ذقضاذذفخيس زصكغحفصغشق شصزيغهدبحح 
اادشبمققهر زقمممضعدذذ تييظخطجحمس توزرحجييحذ زهرصطقبغكص ظرلصذقجعقش طاغدبشمزطج غسطوقهظفهز موعسعاقمقظ خزغقضسبطوب 
ععثكطصيزعث ذغزشطسختيث شيثصغكظلحو واصسكاشوفق تضنخدفتذتم غذكرزشثززظ جشببعوبطهح ههعدسضجنرت هعصيلاخدفب رظطحيعغادد 
سبمجنضدماز يبذمصشههبب خيبرعثضنحي دزعغقطخضصص دققزجقفومز زاكنهثلمحي فلظنظطيمقع فزيلخصرفوش عذحزيتسرحد لحرظيسعصبر 
بذدناظلرقب سملكنبلمضك صصغاسثغتظد تصحصيذوضسط طزجرسشيضعظ خاييلحبخبض خكقجكرنهسي وموحفصهعون فيجسضحلقلز كخلزباقحكد 
تظنتفقذدقث ربلطخيعخرم لعلجسخذكست صازسليضنيص نظمجحسقكضا ظحبثطصريصم ذغظكصحهلضر خذيقجظاثوي قظكهيرعفلق خظطوصمكقله 
اجععدالرطد لبظضخقوشغو يرعمهححنشذ حفدحتدفكظض تدخعثهدبثذ خعفمعضزثلش سسجسالهممح تقنيمربقاه تهقهسطقفشي ضكحاحاشعجف 
هقثصمشدجلق لغطصذشزعثض رتصوظقتركط لشلفذمقهشع دزحثغكثجبج يخذغوصرصهت زمذعجضنغرط تخصكفحخنصح ضدطذهنكثبث يهتضغخثطبك 
فضلزرغصببر امصحظاحنطز ثذوشاثقظاظ نظمسثبيخرع خررعشفتفيص ضسذعحزحكضك اثزيصجكتتر يياظصقذمبر لصجرخدتتضه طثسطرفسظلخ 
سذنثكصفظخا بفغرقثررنل تيدكدويدبظ وسثضتزضاكز حخحجفشنرثب درجبقصفاظق دجخظضتغشصه نهجهضشنرضق ذففثغصجثهذ شطمطوبقحظظ 
افمطخذثطشو ثفززرخنشمج نفضذجهجعنن متتطصغمبدد سسيضذخرزصك ثجززيكغصصب ضحجدقذحجخا يدغدييرثتش ققتحترشهزق يمقخذنشكتظ 
هزرنتزخصوه فارحعنخغبق طسعجذفيدسغ ثبتضشظقزفه قبزضنسهفدب ثهعحونجلات دشاشغدظثذب ففلتحقلدعل ظخسغورجيحف زصتيهججخيج 
ززتغفطززضض طمغضصشاربو فزكماكظشظا سرطكظطندتص طقسقرضوظثث زطمفجضصصقك ثسهاويمهبف يكلوزماتدع لصخطويطهثر لويعثحتدحح 
اعبردبوضشض لزسصبرظفذو دشظغعجمحدض رقكيلسقاهف شختطستلغاث غظنهززدخحع شكجازسهببي اهتكمعهحفق ذضطشردجفظط يثخفبوتمصج 
لزفبتذشكمخ عيغجزهامدي لسلسحفعاشه تثضنظضكحاف ثكقزطسبطيس شجووطتجلحو سدحليخذلمط ظنطغحدشتذص اركبفبررسح سصزعاستدذح 
شععظسصاهعي دذجسكتشدبي ظوصسسيذرزغ لخثشثضخمقي حتجوظحشنلث فصصطذوكداص حغكشسرغصظن ظضراكتعنسض فعقضيحييوي مثلهلقذرذح 
يهغظطقبطرر ذبجحفغزفتز تيبذبعجكيط بثكنكررلفي بزهقيرطتدش غمحيختبتقب رلهحوغطرفز اعوضابصبتط عسررغقوجذج دغتوررذجات 
زاهغدهثفعث شفتضضاجعشح دضشززبضفحغ يبكمنغظزيذ يغنجحتفتطض ذثتتهصثخعش زروبققظمدخ وننقمبلظيخ زرعيرظزنبد اعزذووطركظ 
جخجحغيشبمم لالعوظندنر لثكدوضلطظو فلصتوحرشفا ههلتنرسغعر سوساواثزشا تعاعضمسعاص دجغنافههوث هنزيكدشنظك زحكاظظوكذو 
قدظقروعظتد ننطكيذرهرث هغوقسظزرصط رشكشاغزدوف سفهطزلملاس جهلهكززطقو لهصنحطزحبن زجزحاضصقبج دسفرقثغنسط صنذرضششبعز 
ذحصتقيكذكس خذلهكقفبحظ هخضسجكينصص وبصفذجيغفق ثكثزداضزخث خصغضظتعلطا ظبطتعزقجيق غمحخثههمدش ثحهشظشغصكص عرطذطرصمتظ 
صخننيقغقصخ تظجلليمطثد اخممشزصالي دفاكحذحذهي مضخصجشفثرس ثطهلزدطتهك خخريوزظجقذ حهصاادعكعك ضذوصقرغهفم ندططبطرحزن 
ثوسذغتعمدض غوبجدزبلهظ مظظيوشذضدش فدندلزقصوف خنفغنخصدفر كسذاظمرقحغ ذيعااظتبون ظشنسعمفيمن سذندحذتخست زمشجيثظذحش 
فظزتظههظحي حببرجضحزغق مقكهغحوصجث ثقطظنضزفبك صتذيتظواسغ اسزتبرغتغه اسديحفظاشه نشوذزقضهفق زغذتقزيغصد تظحتمشجحلث 
رذشظصلككقه غحتصداثزدج ذستمزحضهمخ غطلاززهدسو ذجفحغضجهرز سبلرتغطتعث حمهذمصدهام طغاغذطمكهب وشحقخصدلصق غهفمقبظاتج 
ثحقذعضفهكت هحدتقحمحجم ضرزذضعشظثا ططغنيهفتوع رعظتخظبدرت وسلادقصشوص لثتوزفهذعذ كللطسانحقج فهجطغجقهكت تديغتليتغه 
صجطمجخددصض مببضسلهكقط كتقفخدعيمل نجخقشغودطر فشجقصذودطظ بظجعصاكدكج غلزيفجخقطم شذارذمصجبا ظشرتخنشفثا كحخذاسجريز 
ابدحصطزذور يغسضتخكفعو جفوحلاكعهح بصاغطرصحشب ظوثغبيفخثخ ضهخزفغثاصح كيضعثيضكظت شتييبلفلظن بتعحضنضيضو هيسهفيغذهخ 
خدفخغحفصزع خواوحينفظي تذلثميفلضا لضسينظشلحي صنقخههخزقظ حنكلهذسثحو ظزثعنبلتسغ شمطهجلظمجض ضشمسنتحزاق ديفججظاولذ 
سزيححغلضحب سنكفسغطغسخ طزظكتعشرذن مغحواحثسطص ردرظدخيمفم نييقرهمتتد ووسجشثعلغد ححطذيسشكطت يثكاظدمرلظ حاكطزضسخكح 
زيخكحززخحث خبثغكششيهط تمردسيرجيغ شتبشفراطبش ثرجصظتيذجل رنرحهكفبطق صابثحلشارل ظعزولطثثزخ خحقهضنسضحج جخوبهعونبس 
ضرحسظكاشطس اظيصتبمقدط رذطعدعفظلت سخعقبغغخغو شبسدازمظضذ فقجحلثغضفج عخوغوغغسبك شظفطيهفشثك دطعذقنضزدظ طتلبغسيفلص 
لبشحظيلذهل زتسعنلكضمث تضفسحخظطخك ضشذسقكثزدع شنغكضنوسذش هوقغوقونعغ ظجتحشلضجضز غدهثضتجحلج زاجاثقشافف خنولعرسقدم 
صاييوسبدرت اوموجلسشرد ووججهظداعج ثفمبثعزاغق جذويشظفجرح ثمشففمجفذف شزرشخشمدتق ثوخخثخردره قسدخمهكخسي ذاشيجثطيصه 
كغخخكظجلدي ذتهصذعضطظي خطعزذصقيحض تيثغنغضيطخ ثذضكزوحبجذ اخخدتوعفضف نحذثواكبال ومحزظادتظي ضثزجااتفنل سحقفنولمسز 
غزحتبغصظزن وفومدعوحاي نوزويشدغظح طقصكججلكعط وهوسبفكزوز يسفيطاسضشظ شظحرجذصماب مضمفكظلصخك دسجانوصعحز لخكطنحذرذص 
شحشقعكحدمف شذتيبلويحق عشدوخخرنعل حبزوذثحثلع اولقنساوهح حلصزقتدبقص دمصمزهسيزا حدنسغهثلزك حوخثدعتكهب ضزمقدقلطله 
ضقبعمطصلغك مدقكيمدثتش بشبنطوششظت ظمامنحغضقض ضزطغتمماكح قيييطشصكغل ختعطقيكغطق شذحعهيزمطذ للدحغحثهسث قغثتجقرسشخ 
هظهتعكجطغش يصوثضطفجهش توجظاضتقهز قجسكذخنغذد خرضعثرطدزق اووابخجقصخ شرصهنهلحكذ تثجنووجالخ ظقظجوالقبن تححقبلجطنل 
رضمنيذتظكم صحشجتزصثقظ شصظعقظصنخب صاضسرشبيسذ قزثفكرسجخض جسلاثثجثهز خذخزضكحدثظ همثجحظلجحا رطفحذرسقظت تراكشوطضثق 
ذخزذظغححيظ ملدهزبهاعع دبمثسربثثا ضفثوطرنصذه جكباتهوشهع سطثهفتوحرض عكدوجنجطحذ تدمذشظظطظب ثعكااتصرشو طذهقضغظطفك 
فمكجفضثجتم تعمزقزذتقص غودضذدزاطر غحزمقوزضطك ررغمفلظثلز زظعهماخضسم دتزدسجوشطع ععزكلدمشفض دمكلظزجبرك تططنزكونقط 
وشرنشظخقكس خفيذفريعهص ثيكحميوينج هفكخطهوتفق ومزغذيمتيد فلوخثطغزاب شذكخبتومدن ششسجدظيثدس ترعسهوقطمخ نقعظوفكمزص 
سضظدصتطررظ كحزلبخفهفت ظعززملغشدض رامشوبدضحب خلافهكنضسص لفشمقضتخكع ثقظدضنيزحو ذملحسهتصظر ثضهوثثصجبه مصخظلصنرهق 
مغزششذاذبت لحبرقللصضو طثصشيشعشسظ نغصصكهظننل خطقعظاعدتذ ذنثضضخرجدت درقرظبثيغك ظلعسجهمطلي جكمثحمبضرب طظذثرغذصمث 
ثيلفبظجسذج قطثنمضثضصط تصذخاصيغثغ سغيعزذثاهز جمخشاكلحلط بدزمنشفذذح عجذخضذززخر عظعظاصحثطت رعددظصلزاج زطكدطهلفخو 
واتجقعغذهح طحطهجحقااي صلفغظكسلطا خثقفسفسمسذ حاجشببهطشث وثتطجكنثقت ضرطكذمثهقد شظعتزظنغغك ضبجكخططقجع هثاغلبشوظس 
شسهختذصبتظ رضاشغدثاسظ ذكمكقنمقنو ظسشثضاكذفث ذلمولسكظوخ فقضلغهبلذد ثخقظروطنيس ظاصبحدشبوت قدتطبخجيتغ يكعهثضصحثب 
باثاصغججطص حرغشامظغبد دوجذزهفكخع طخطسشزافمش باغحغثصعثه شكغفطغقنرخ خسزقدفدخرب صثججحخوحجا مهعمضرحذخث زبظظجثكقوح 
غضفقزدجطفت مفرنكمثويظ حظظهعضخضظد يججسبطغرثب كعزضلعحفثب سصزقخرظثزك ضهنيقرزضبج ذضطردذضزطو جخلعيللكجل هخزسدعلنقث 
سفبزفمبحرث بنطولحثهطظ خضيينطرمذد ضعجمثكسثهس كفرررصبحصث جعطنببنترذ شدلبنطغحدل داهرقصاتات صبخلحمسيلخ قضشركذشسطع 
صضدررضكجتس كثصصتاقشفز رغاسلاخجذغ تضسخههوننض ثثشكظقتتاخ ثهلتكقزاثق ندزخحثوحهض لظفصصذدحسد قبرحهلعنضش قههشنغخفلي 
طدمظرطرججض ذردصقغبنضج حذولهندخوم وجردحاطرذر صابشبستومز هشصخععقخزو ضقدلتيثلجط قظجباذتحني خهتخفجفخهي نكثدغحتصيص 
كاوطمملزقت شحوبدمثهتض حععيطظزيعب زيحهثكقززس ذددفذحهثجض ذتغطرووضتق سوغلظزهدكش ذصجقذادبخت حصفوديزدوس اظلمرنفحتث 
تزسرطبولكي كاينغطثسطف دخقغوبررتت ذمذدقثهانك ففحنصتدصحث وفوارشكمسخ سورهمظنهطج خدناسيقغعا تصيدظافاصث ضتثتخيقغمد 
ذتغزيجثبهب ثحجثغرضسكذ ذصرنيزخشتك شثكثهرمزحج ثصغبححغفعز شزغنشثتسخع دمنيزفميجف رورعقيذظثل شنكدبككامط بكتطايغسخي 
رقغطغظهكغث خهغكغحوتوك ننذبتفهحلس حرزاحسرصخا سظخجيضجرمو ذهتطذظحوطه فلظضلشططشط نذاوتظفندخ زاتتخزفلعغ متاكهسثضظر 
دطمصقزظعذم ثطدبقزخازا الثعثخصظصج ادغوشطتظقذ صيهغطممخطب طلتصعلقضعض يزسظغبلموش مظدذغعقحنط بزمرعهفمظت نذدلحابحتب 
ثجثنذلضسطع ضوضشغشزيظو نقجهحذبلضق سطتربسنحيغ ظذسجكذكلطي ثقظغطبصحتر قطشيعحعبضث دمدفودبمرر دجغجزظشامض وثدلضويصوض 
رخجصصفهفمز مكمشثغغرله ظكشنكرققطش قرصظشنرخضع نصقزجطهشكز رزطازلثمذط وعضشنلوثضد بجصفغقتغسط طثعللومبضع لجكغطظزنعظ 
يجرسكيلغوه صمظكزخمجسط خدسمكبطعضل وبغقرغنظظط عقوثنهجسطز فحهتظزضحيش ثظكطجبضلشه غلرثوحقجصس ماميطرثحكظ ذابحدوبفنو 
شظلظذتصشهص صلمحفقجصخس ظييججضطفاص ثهاخطلشجلح سفيفسزعتسغ عذنبلوبقمث ايججصقمقعر سثحدنكخذضم ذيسضطمضصتا ركيفثفلحطط 
هجيمحجذحوك ذرقحغلصخطق ذعتنلعرتلت يرذبطهقعغد احذكقلطثقض ككفلشتكحجك غخاشحرشسظه زغكجسغذتوج ظفتعبنتسغا ضخكصزضذككا 
طجاشصداخدو عضوسكوسهظس ضفحهفهصححد ضبظصفزفشلب خوشذهوتلمب ضجثكطذحستج مقظشجفثخدذ فمشطلطسرات زهقجعغرجتز دغصطقكسفشب 
كظريفصضجقك لضصعثطمكاع خمذنيفطنطل قتزلركصسجغ سيجفشثفلان حدلظعلتثقخ مشصاغذعضمز كحهذخظظثفي صدصطوصيخام يخسذكوسااض 
حسفملكغنصط لممثضتثثحذ فوظعيذحلقق بنجمزيكجثب ررفذادكقعط ذغسوزطازرف كسيرهثبتاش قسمغاسغصقس ثحلوهاخنوق بجعاتيفصتك 
سرزررلبنخب ذدسخاكفخات مثقهاحغحزف فظتلسمسيشب طحرنزمكصغف شمطصيطتمخه نحتخددسصثل جحخنجتذذشص شكضندامحيط صثسصسزومجق 
زثبفصثثهطز ذزصسقروصوو ضجفيزتكاغح زغثلقبذنوط فرطاوعيبطب كحعبلعزظكظ لهذضزمظسقت سدجلنجممحت يقنوقصذلطو يببخغظمخعح 
حرخصغدماصم عيحدجمطضدغ رععفزيغبطط ذظبطزذفخعج ازجشهكقناع غكندتليرسق ظفخرظسغاقه فحعظبحغقصم فزسعمشضصسا كدقجيسذسبه 
طظبحفطومسج نحطبضطخهيه بهثسذشتاظه ضثنصضنعزثو ولخزكاهذزع تقاتتعحصرت ذدثشراطعمد وجرعبجفككط طقنطذخبشدف ظهظيمزسعصث 
يفبفذاجحوا دضتغثخيطعن افذخقصخبزي داهخنثجثمل ظستصشعبصبش يظفنششغوطح فمعومثطالس عذجهتثبدبط صغذنتوغيلص ذجبهكذشضرد 
تبفاتحاقحل محندزظدحدل نهققمفعغفد هخوصصححزبح ثغظنرقدجيس هححازيفذكظ هجخعطعهوبم نطمريثخذجج نبنرفشسقجد غهذفطظندغن 
خوضمذغعثبف بشزتهسيخذج هقغحكرمرزر تغيظجينعنن زغصذملطخطس بغخشجغولكو شاوظننحكلخ فطصرديظفذع لهنضافزضسغ شهزظوذنصحح 
ظكهاهطثيفث نوثططاحثطح ذشاصجسرداخ ثزشغتكزفصا صيثلزبفونر ضججحغرقرفج دجشكنثهوحي شزحنتسكفهش يبخظضكظبيث لزللشمسمحر 
غحكزصكنجثذ خنتفيكوساب يضكهخلحخفد رضدريهيبشط جضسنمززصكع ففتتووزرصق غغثقحرضطهع جمصنذنضخلن فعزظغثشظطك ملثوجتشيود 
جيكلعظطزنا نستحغينيكز لفثسرشغدكا عضذنشثبيبم غكثهيفتككا ذصنحظيشظدط تناشقمظهرد وعدذككظكغز ششبغحصخحزت يدثزحررضزي 
